,Concept_ID,el,pl
135,Ufer::N,όχθη,brzeg
136,Küste::N,ακτή,wybrzeże
137,Küste::N,ακρογιαλιά,wybrzeże
138,Festland::N,στεριά,ląd
139,Meer::N,θάλασσα,morze
140,Bucht::N,κόλπος,zatoka
141,Insel::N,νησί,wyspa
142,Insel::N,νήσος,wyspa
143,Blume::N,άνθος,kwiat
144,Blume::N,λουλούδι,kwiat
145,Gras::N,χόρτο,trawa
146,Gras::N,χορτάρι,trawa
147,Wurzel::N,ρίζα,korzeń
148,Baum::N,δέντρο,drzewo
149,Stamm::N,κορμός,pień
150,Rinde::N,φλούδα,kora
151,Ast::N,κλαδί,gałąź
152,Zweig::N,κλαδί,gałąź
153,Zweig::N,κλάδος,gałąź
154,Blatt::N,φύλλο,liść
155,Birke::N,σημύδα,brzoza
156,Kiefer[Baum]::N,πεύκο,sosna
157,Weide[Baum]::N,ιτιά,wierzba
158,Tanne::N,έλατο,jodła
159,Horn::N,κέρας,róg
160,Horn::N,κέρατο,róg
161,Feder::N,φτερό,pióro
162,Fell::N,δέρμα,futro
163,Fell::N,τομάρι,futro
164,Flügel::N,πτερύγιο,skrzydło
165,Klaue::N,κουλό,szpon
166,Kralle::N,νύχι,pazur
167,Schwanz::N,ουρά,ogon
168,Ei::N,αβγό,jajko
169,Nest::N,φωλιά,gniazdo
170,Bau::N,φωλιά,nora
171,Tier::N,ζώο,zwierzę
172,Herde::N,κοπάδι,stado
173,Herde::N,κοπάδι,trzoda
174,Kuh::N,αγελάδα,krowa
175,Bulle::N,ταύρος,byk
176,Pferd::N,άλογο,koń
177,Schaf::N,πρόβατο,owca
178,Schwein::N,γουρούνι,świnia
179,Hund::N,σκυλί,pies
180,Hund::N,σκύλος,pies
181,Katze::N,γάτα,kot
182,Katze::N,γάτα,kotka
183,Bär::N,άρκτος,niedźwiedż
184,Bär::N,αρκούδα,niedźwiedż
185,Eichhörnchen::N,βερβερίτσα,wiewiórka
186,Elch::N,άλκη,łóś
187,Fuchs::N,αλεπού,lis
188,Hase::N,λαγός,zając
189,Maus::N,ποντικός,mysz
190,Wolf::N,λύκος,wilk
191,Vogel::N,πουλί,ptak
192,Schwarm::N,σμήνος,stado
193,Huhn::N,κότα,kura
194,Huhn::N,όρνιθα,kura
195,Hahn::N,πετεινός,kogut
196,Gans::N,χήνα,gęś
197,Adler::N,αετός,orzeł
198,Ente::N,πάπια,kaczka
199,Eule::N,κουκουβάγια,sowa
200,Kranich::N,γερανός,żuraw
201,Krähe::N,καρακάξα,wrona
202,Kuckuck::N,κούκος,kukułka
203,Schwan::N,κύκνος,łabędż
204,Fisch::N,ψάρι,ryba
205,Barsch::N,πέρκα,okoń
206,Hecht::N,λούτσος,szczupak
207,Schlange[Tier]::N,φίδι,wąż
208,Schlange[Tier]::N,φίδι,żmija
209,Wurm::N,σκουλήκι,robak
210,Spinne::N,αράχνη,pająk
211,Ameise::N,μυρμήγκι,mrówka
212,Laus::N,ψείρα,wesz
213,Mücke::N,κουνούπι,komar
214,Fliege::N,μύγα,mucha
215,Schmetterling::N,πεταλούδα,motyl
216,Beere::N,ρόγα,jagoda
217,Apfel::N,μήλο,jabłko
218,Pilz::N,μανιτάρι,grzyb
219,Zwiebel::N,κρεμμύδι,cebula
220,Saat::N,σπόρος,siew
221,Korn::N,σπυρί,ziarno
222,Heu::N,σανός,siano
223,Schale::N,τσόφλι,łupina
224,Grube::N,λάκκος,dół
225,Grube::N,λάκκος,jama
226,Falle::N,παγίδα,pułapka
227,Schlinge::N,θηλειά,sidła
228,Spur::N,ίχνος,ślad
229,Asche::N,στάχτη,popiół
230,Dreck::N,βρωμιά,brud
231,Eisen::N,σίδερο,żelazo
232,Gold::N,μάλαμα,złoto
233,Gold::N,χρυσάφι,złoto
234,Silber::N,ασήμι,srebro
235,Silber::N,άργυρος,srebro
236,Kohle::N,κάρβουνο,węgiel
237,Glas::N,γυαλί,szkło
238,Lehm::N,πηλός,glina
239,Sand::N,άμμος,piasek
240,Mensch::N,άνθρωπος,człowiek
241,Mann::N,άνδρας,mężczyzna
242,Frau::N,γυναίκα,kobieta
243,Kind::N,παιδί,dziecko
244,Junge::N,αγόρι,chłopak
245,Junge::N,αγόρι,chłopiec
246,Mädchen::N,κοπέλα,dziewczynka
247,Mädchen::N,κορίτσι,dziewczynka
248,Familie::N,οικογένεια,rodzina
249,Großvater::N,παππούς,dziadek
250,Großmutter::N,γιαγιά,babka
251,Eltern::N,γονείς,rodzice
252,Vater::N,πατέρας,ojciec
253,Mutter::N,μητέρα,matka
254,Sohn::N,γιος,syn
255,Tochter::N,κόρη,córka
256,Bruder::N,αδελφός,brat
257,Schwester::N,αδελφή,siostra
258,Onkel::N,θείος,wuj
259,Onkel::N,θείος,stryj
260,Tante::N,θεία,ciotka
261,Ehemann::N,σύζυγος,mąż
262,Ehefrau::N,σύζυγος,żona
263,Freude::N,χαρά,radość
264,Gelächter::N,γέλια,śmiech
265,Glück::N,ευτυχία,szczęście
266,Kummer::N,έγνοια,zmartwienie
267,Wunsch::N,επιθυμία,życzenie
268,Lust::N,όρεξη,chęć
269,Lust::N,όρεξη,ochota
270,Geist::N,πνέυμα,duch
271,Gedanke::N,σκέψη,myśl
272,Gedächtnis::N,μνήμη,pamięć
273,Verstand::N,νους,rozum
274,Sinn::N,νόημα,zmysł
275,Grund::N,λόγος,powód
276,Wahrheit::N,αλήθεια,prawda
277,Gespräch::N,συνομιλία,rozmowa
278,Märchen::N,παραμύθι,bajka
279,Erzählung::N,διήγημα,opowiadanie
280,Nachricht::N,είδηση,wiadomość
281,Neuigkeit::N,νέο,nowina
282,Name::N,όνομα,imię
283,Rätsel::N,αίνιγμα,zagadka
284,Rede::N,λόγος,mowa
285,Rede::N,ομιλία,mowa
286,Sprache::N,γλώσσα,język
287,Stimme::N,φωνή,głos
288,Wort::N,λέξη,słowo
289,Zeichen::N,σημείο,znak
290,Ruf::N,κραυγή,wołanie
291,Lärm::N,θόρυβος,hałas
292,Lärm::N,θόρυβος,zgiełk
293,Laut::N,ήχος,dźwięk
294,Ton::N,ήχος,ton
295,Ton::N,ήχος,dźwięk
296,Ton::N,τόνος,ton
297,Ton::N,τόνος,dźwięk
298,Lied::N,τραγούδι,pieśń
299,Lied::N,τραγούδι,piosenka
300,Ruhe::N,ησυχία,spokój
301,Leute::N,κόσμος,ludzie
302,Leute::N,άνθρωποι,ludzie
303,Volk::N,λαός,naród
304,Arbeit::N,εργασία,praca
305,Arbeit::N,εργασία,robota
306,Gast::N,επισκέπτης,gość
307,Geschenk::N,δώρο,prezent
308,Geschenk::N,δώρο,podarunek
309,Spiel::N,παιχνίδι,gra
310,Spiel::N,παιχνίδι,zabawa
311,Gesellschaft::N,κοινωνία,towarzystwo
312,Hilfe::N,βοήθεια,pomoc
313,Freund::N,φίλος,przyjaciel
314,Kamerad::N,σύντροφος,kolega
315,Angelegenheit::N,υπόθεση,sprawa
316,Anzahl::N,αριθμός,ilość
317,Art::N,είδος,rodzaj
318,Stück::N,κομμάτι,kawałek
319,Teil::N,μέρος,część
320,Hälfte::N,μισό,połowa
321,Kreis::N,κύκλος,krąg
322,Kreuz::N,σταυρός,krzyż
323,Linie::N,γραμμή,linia
324,Strich::N,γραμμή,kreska
325,Abstand::N,απόσταση,odstęp
326,Entfernung::N,απόσταση,odległość
327,Gegend::N,περιοχή,okolica
328,Gegend::N,τοποθεσία,okolica
329,Platz::N,χώρος,miejsce
330,Ort::N,τόπος,miejsce
331,Seite::N,πλευρά,bok
332,Seite::N,πλευρά,strona
333,Mitte::N,μέση,środek
334,Gegenstand::N,αντικείμενο,przedmiot
335,Sache::N,πράγμα,rzecz
336,Rand::N,άκρη,skraj
337,Rand::N,άκρη,krawędź
338,Rand::N,χείλος,skraj
339,Rand::N,χείλος,krawędź
340,Kante::N,άκρη,kant
341,Kante::N,άκρη,krawędź
342,Ecke::N,γωνιά,róg
343,Spitze::N,μύτη,ostrze
344,Ende::N,άκρη,koniec
345,Loch::N,τρύπα,dziura
346,Winkel::N,γωνία,kąt
347,Winkel::N,γωνία,kącik
348,Muster::N,σχέδιο,wzór
349,Größe::N,μέγεθος,rozmiar
350,Größe::N,μέγεθος,wielkość
351,Länge::N,μήκος,długość
352,Höhe::N,ύψος,wysokość
353,Gewicht::N,βάρος,ciężar
354,Menge::N,ποσότητα,ilość
355,Haufen::N,σωρός,kupa
356,Reihe::N,αράδα,rząd
357,Reihe::N,αράδα,szereg
358,Boot::N,βάρκα,łódź
359,Boot::N,βάρκα,łódka
360,Ruder::N,κουπί,wiosło
361,Schlitten::N,έλκηθρο,sanki
362,Ski::N,σκι,narta
363,Lagerfeuer::N,φωτιά,ognisko
364,Last::N,φορτίο,ciężar
365,Last::N,φορτίο,brzemię
366,Gang::N,δρόμος,chód
367,Schritt::N,βήμα,krok
368,Norden::N,βορράς,północ
369,Süden::N,νότος,południe
370,Westen::N,δύση,zachód
371,Osten::N,ανατολή,wschód
372,Holz::N,ξύλο,drzewo
373,Brett::N,σανίδι,deska
374,Platte::N,πλάκα,płyta
375,Stütze::N,στήριγμα,podpora
376,Stange::N,ραβδί,drąg
377,Stange::N,ραβδί,żerdź
378,Stange::N,κοντός,drąg
379,Stange::N,κοντός,żerdź
380,Stock::N,ξύλο,kij
381,Stock::N,ξύλο,laska
382,Stock::N,μπαστούνι,kij
383,Stock::N,μπαστούνι,laska
384,Stab::N,ραβδί,pręt
385,Rohr::N,σωλήνας,rura
386,Haus::N,σπίτι,dom
387,Heim::N,σπίτι,dom
388,Ofen::N,σόμπα,piec
389,Ofen::N,θερμάστρα,piec
390,Fußboden::N,πάτωμα,podłoga
391,Tisch::N,τραπέζι,stół
392,Stuhl::N,καρέκλα,krzesło
393,Wiege::N,κούνια,kołyska
394,Bett::N,κρεβάτι,łóżko
395,Bett::N,κρεβάτι,pościel
396,Regal::N,ράφι,regał
397,Kiste::N,κιβώτιο,skrzynia
398,Fenster::N,παράθυρο,okno
399,Tür::N,πόρτα,drzwi
400,Tor::N,πύλη,brama
401,Zaun::N,φράχτης,płot
402,Zaun::N,φράχτης,parkan
403,Dach::N,στέγη,dach
404,Leiter::N,σκάλα,drabina
405,Leiter::N,κλίμακα,drabina
406,Besen::N,σκούπα,miotła
407,Spaten::N,φτυάρι,rydel
408,Schaufel::N,φτυάρι,łopata
409,Gabel::N,πιρούνι,widelec
410,Löffel::N,κουτάλι,łyżka
411,Messer::N,μαχαίρι,nóż
412,Nagel::N,καρφί,gwóźdź
413,Netz::N,δίχτυ,sieć
414,Haken::N,γάντζος,hak
415,Haken::N,αγκίστρι,hak
416,Griff::N,λαβή,chwyt
417,Schloss::N,κλειδαριά,zamek
418,Bild::N,εικόνα,obraz
419,Figur::N,ανάστημα,figura
420,Puppe::N,κούκλα,lalka
421,Beutel::N,πουγγί,torba
422,Bündel::N,δεμάτι,wiązka
423,Tasche::N,τσάντα,torba
424,Eimer::N,κουβάς,kubeł
425,Eimer::N,κουβάς,wiadro
426,Deckel::N,καπάκι,przykrywka
427,Geschirr::N,σκεύη,statki
428,Geschirr::N,σκεύη,naczynia
429,Sack::N,σάκος,worek
430,Tasse::N,φλιτζάνι,filiżanka
431,Topf::N,χύτρα,garnek
432,Kessel::N,καζάνι,kocioł
433,Essen::N,φαγητό,jedzenie
434,Nahrung::N,τροφή,pokarm
435,Nahrung::N,τροφή,pożywienie
436,Speise::N,φαγητό,potrawa
437,Speise::N,φαγητό,jedzenie
438,Fleisch::N,κρέας,mięso
439,Getreide::N,σιτάρι,zboże
440,Brei::N,χυλός,kasza
441,Brot::N,ψωμί,chleb
442,Brot::N,άρτος,chleb
443,Scheibe::N,φέτα,kromka
444,Fett::N,πάχος,tłuszcz
445,Butter::N,βούτυρο,masło
446,Öl::N,λάδι,olej
447,Salz::N,αλάτι,sól
448,Suppe::N,σούπα,zupa
449,Honig::N,μέλι,miód
450,Milch::N,γάλα,mleko
451,Tee::N,τσάι,herbata
452,Leder::N,πετσί,skóra
453,Wolle::N,μαλλί,wełna
454,Stoff::N,ύφασμα,tkanina
455,Stoff::N,ύφασμα,materiał
456,Nadel::N,βελόνα,igła
457,Faden::N,κλωστή,nić
458,Faden::N,κλωστή,nitka
459,Knopf::N,κουμπί,guzik
460,Knoten::N,κόμπος,węzeł
461,Farbe::N,μπογιά,farba
462,Kleidung::N,ρούχα,odzież
463,Kleidung::N,ενδυμασία,odzież
464,Hemd::N,πουκάμισο,koszula
465,Kragen::N,κολάρο,kołnierz
466,Ärmel::N,μανίκι,rękaw
467,Hose::N,πανταλόνι,spodnie
468,Gürtel::N,ζώνη,pasek
469,Mütze::N,σκούφος,czapka
470,Schuh::N,παπούτσι,but
471,Schuh::N,παπούτσι,bucik
472,Stiefel::N,μπότα,but
473,Stiefel::N,μπότα,kozak
474,Ring::N,δαχτυλίδι,pierścień
475,Band::N,κορδέλα,wstęga
476,Kamm::N,χτένα,grzebień
477,Spiegel::N,καθρέφτης,lustro
478,Riemen::N,λουρί,rzemień
479,Schnur::N,κορδόνι,sznur
480,Leine::N,σχοινί,smycz
481,Decke::N,κουβέρτα,kołdra
482,Kissen::N,μαξιλάρι,poduszka
483,Tuch::N,πανί,chustka
484,Tuch::N,μαντήλι,chustka
485,Handtuch::N,πετσέτα,ręcznik
486,Kraft::N,δύναμη,moc
487,Kraft::N,δύναμη,siła
488,Stärke::N,ισχύς,moc
489,Stärke::N,ισχύς,siła
490,Stärke::N,δύναμη,moc
491,Stärke::N,δύναμη,siła
492,Gesundheit::N,υγεία,zdrowie
493,Krankheit::N,αρρώστια,choroba
494,Schmerz::N,πόνος,ból
495,Wunde::N,πληγή,rana
496,Fieber::N,πυρετός,gorączka
497,Arznei::N,φάρμακο,lekarstwo
498,Brücke::N,γέφυρα,most
499,Brunnen::N,πηγάδι,studnia
500,Weide::N,βοσκή,pastwisko
501,Pfad::N,μονοπάτι,ścieżka
502,Weg::N,δρόμος,droga
503,Straße::N,οδός,ulica
504,Straße::N,δρόμος,ulica
505,Dorf::N,χωριό,wieś
506,Stadt::N,πόλη,miasto
507,Brief::N,γράμμα,list
508,Brief::N,επιστολή,list
509,Buch::N,βιβλίο,książka
510,Buchstabe::N,γράμμα,litera
511,Zeitung::N,εφημερίδα,gazeta
512,Zeitung::N,εφημερίδα,dziennik
513,Leben::N,ζωή,życie
514,Leben::N,βίος,życie
515,Tod::N,θάνατος,śmierć
516,Grab::N,τάφος,grób
517,Kirche::N,εκκλησία,kościół
518,Sünde::N,αμαρτία,grzech
519,Gott::N,θεός,bóg
520,Arbeiter::N,εργάτης,robotnik
521,Chef::N,προϊστάμενος,szef
522,Meister::N,μάστορας,mistrz
523,Meister::N,μάστορας,majster
524,Meister::N,αρχιτεχνίτης,mistrz
525,Meister::N,αρχιτεχνίτης,majster
526,Arzt::N,γιατρός,lekarz
527,Lehrer::N,δάσκαλος,nauczyciel
528,Geld::N,λεφτά,pieniądze
529,Geld::N,χρήματα,pieniądze
530,Geschäft::N,συναλλαγή,sprawa
531,Geschäft::N,συναλλαγή,interes
532,Laden::N,μαγαζί,sklep
533,Laden::N,κατάστημα,sklep
534,Preis::N,τιμή,cena
535,Ware::N,εμπόρευμα,towar
536,Nutzen::N,όφελος,pożytek
537,Reichtum::N,πλούτος,bogactwo
538,Welt::N,κόσμος,świat
539,Land::N,χώρα,kraj
540,Staat::N,κράτος,państwo
541,Staat::N,πολιτεία,państwo
542,König::N,βασιλιάς,król
543,Macht::N,εξουσία,władza
544,Grenze::N,σύνορα,granica
545,Krieg::N,πόλεμος,wojna
546,Feind::N,εχθρός,wróg
547,Gewalt::N,βία,władza
548,Kampf::N,αγώνας,bój
549,Kampf::N,αγώνας,walka
550,Bogen[Waffe]::N,τόξο,łuk
551,Pfeil::N,σαΐτα,strzała
552,Gewehr::N,τουφέκι,karabin
553,Fehler::N,λάθος,błąd
554,Fehler::N,σφάλμα,błąd
555,Lüge::N,ψέμα,kłamstwo
556,Lüge::N,ψεύδος,kłamstwo
557,Schaden::N,ζημία,szkoda
558,Unglück::N,δυστυχία,nieszczęście
559,Schuld::N,ενοχή,wina
560,Schuld::N,φταίξιμο,wina
561,Alter::N,ηλικία,wiek
562,Schluss::N,τέλος,koniec
563,Schluss::N,τέλος,zakończenie
564,Zeit::N,χρόνος,czas
565,Tag::N,μέρα,dzień
566,Tag::N,ημέρα,dzień
567,Morgen::N,πρωί,ranek
568,Morgen::N,πρωί,poranek
569,Mittag::N,μεσημέρι,południe
570,Abend::N,βράδυ,wieczór
571,Nacht::N,νύχτα,noc
572,Woche::N,εβδομάδα,tydzień
573,Monat::N,μήνας,miesiąc
574,Jahr::N,έτος,rok
575,Jahr::N,χρόνος,rok
576,Frühling::N,άνοιξη,wiosna
577,Sommer::N,καλοκαίρι,lato
578,Herbst::N,φθινόπωρο,jesień
579,Winter::N,χειμώνας,zima
580,Januar::N,Ιανουάριος,styczeń
581,Februar::N,Φεβρουάριος,luty
582,März::N,Μάρτιος,marzec
583,April::N,Απρίλιος,kwiecień
584,Mai::N,Μάιος,maj
585,Juni::N,Ιούνιος,czerwiec
586,Juli::N,Ιούλιος,lipiec
587,August::N,Αύγουστος,sierpień
588,September::N,Σεπτέμβριος,wrzesień
589,Oktober::N,Οκτώβριος,październik
590,November::N,Νοέμβριος,listopad
591,Dezember::N,Δεκέμβριος,grudzień
592,Montag::N,Δευτέρα,poniedziałek
593,Dienstag::N,Τρίτη,wtorek
594,Mittwoch::N,Τετάρτη,środa
595,Donnerstag::N,Πέμπτη,czwartek
596,Freitag::N,Παρασκευή,piątek
597,Samstag::N,Σάββατο,sobota
598,Sonntag::N,Κυριακή,niedziela
599,groß::A,μεγάλος,duży
600,groß::A,μεγάλος,wielki
601,klein::A,μικρός,mały
602,lang::A,μακρύς,długi
603,kurz::A,κοντός,krótki
604,breit::A,φαρδύς,szeroki
605,schmal::A,στενός,wąski
606,dicht::A,πυκνός,gęsty
607,dick[Gegenstand]::A,παχύς,gruby
608,dick[Gegenstand]::A,χοντρός,gruby
609,dünn::A,ψιλός,cienki
610,dünn::A,λεπτός,cienki
611,fein::A,ψιλός,drobny
612,fest::A,στερεός,mocny
613,fest::A,στερεός,twardy
614,flach::A,επίπεδος,płaski
615,glatt::A,λείος,gładki
616,glatt::A,ομαλός,gładki
617,hart::A,σκληρός,twardy
618,weich::A,μαλακός,miękki
619,rund::A,στρογγυλός,okrągły
620,spitz::A,μυτερός,spiczasty
621,scharf::A,κοφτερός,ostry
622,stumpf::A,αμβλύς,tępy
623,schwer::A,βαρύς,ciężki
624,schön::A,ωραίος,ładny
625,schön::A,ωραίος,piękny
626,schön::A,όμορφος,ładny
627,schön::A,όμορφος,piękny
628,heiß::A,ζεστός,gorący
629,warm::A,θερμός,ciepły
630,kalt::A,κρύος,zimny
631,kalt::A,ψυχρός,zimny
632,kühl::A,δροσερός,chłodny
633,frisch::A,νωπός,świeży
634,frisch::A,φρέσκος,świeży
635,feucht::A,υγρός,wilgotny
636,nass::A,βρεγμένος,mokry
637,trocken::A,ξηρός,suchy
638,trocken::A,στεγνός,suchy
639,voll::A,γεμάτος,pełny
640,leer::A,άδειος,pusty
641,leer::A,άδειος,próżny
642,offen::A,ανοιχτός,otwarty
643,geschlossen::A,κλειστός,zamknięty
644,sauber::A,καθαρός,czysty
645,schmutzig::A,βρώμικος,brudny
646,schmutzig::A,λερωμένος,brudny
647,roh::A,ωμός,surowy
648,reif::A,ώριμος,dojrzały
649,lecker::A,νόστιμος,smaczny
650,süß::A,γλυκός,słodki
651,bitter::A,πικρός,gorzki
652,sauer::A,ξινός,kwaśny
653,hell::A,φωτεινός,jasny
654,dunkel::A,σκοτεινός,ciemny
655,schwarz::A,μαύρος,czarny
656,schwarz::A,μελανός,czarny
657,weiß::A,άσπρος,biały
658,rot::A,κόκκινος,czerwony
659,gelb::A,κίτρινος,żółty
660,blau::A,μπλε,błękitny
661,blau::A,μπλε,niebieski
662,blau::A,γαλανός,błękitny
663,blau::A,γαλανός,niebieski
664,grün::A,πράσινος,zielony
665,grau::A,γκρίζος,szary
666,bunt::A,ποικιλόχρωπος,barwny
667,billig::A,φτηνός,tani
668,teuer::A,ακριβός,drogi
669,wertvoll::A,πολύτιμος,cenny
670,blind::A,τυφλός,ślepy
671,taub::A,κουφός,głuchy
672,kräftig::A,δυνατός,mocny
673,stark::A,γερός,silny
674,schwach::A,αδύνατος,słaby
675,fett::A,παχύς,tłusty
676,schlank::A,λεπτός,smukły
677,schlank::A,λυγερός,smukły
678,hübsch::A,όμορφος,ładny
679,hübsch::A,χαριτωμένος,ładny
680,böse::A,κακός,zły
681,dumm::A,κουτός,głupi
682,dumm::A,ανόητος,głupi
683,faul::A,τεμπέλης,leniwy
684,fleißig::A,εργατικός,pilny
685,geizig::A,τσιγγούνης,skąpy
686,klug::A,έξυπνος,mądry
687,geschickt::A,επιδέξιος,zręczny
688,lieb::A,φίλος,miły
689,lieb::A,αγαπητός,miły
690,lustig::A,εύθυμος,wesoły
691,lustig::A,χαρούμενος,wesoły
692,sanft::A,ήπιος,łagodny
693,hungrig::A,πεινασμένος,głodny
694,krank::A,άρρωστος,chory
695,nackt::A,γυμνός,nagi
696,traurig::A,λυπημένος,smutny
697,lebendig::A,ζωντανός,żywy
698,gut::A,καλός,dobry
699,schlecht::A,κακός,zły
700,richtig::A,σωστός,słuszny
701,richtig::A,σωστός,właściwy
702,schlimm::A,άσχημος,zły
703,wahr::A,αληθής,prawdziwy
704,wahr::A,αληθινός,prawdziwy
705,alt::A,παλιός,stary
706,neu::A,νέος,nowy
707,neu::A,καινούργιος,nowy
708,ehemalig::A,παλιός,były
709,alt[Lebewesen]::A,γέρος,stary
710,jung::A,νέος,młody
711,arm::A,φτωχός,ubogi
712,arm::A,φτωχός,biedny
713,reich::A,πλούσιος,bogaty
714,bekannt::A,γνωστός,znany
715,berühmt::A,περίφημος,słynny
716,berühmt::A,ξακουσμένος,słynny
717,fremd::A,ξένος,obcy
718,fremd::A,ξένος,cudzy
719,verschieden::A,διαφορετικός,różny
720,nah::A,κοντινός,bliski
721,fern::A,μακριά,daleki
722,linker::A,αριστερός,lewy
723,rechter::A,δεξιός,prawy
724,anderer::A,άλλος,inny
725,erster::A,πρώτος,pierwszy
726,zweiter::A,δεύτερος,drugi
727,dritter::A,τρίτος,trzeci
728,letzter::A,τελευταίος,ostatni
729,allein::ADV,μόνος,sam
730,auf einmal::ADV,εφάπαξ,naraz
731,zusammen::ADV,μαζί,razem
732,lange::ADV,πολύν καιρό,długo
733,plötzlich::ADV,έξαφνα,nagle
734,sofort::ADV,αμέσως,natychmiast
735,später::ADV,αργότερα,później
