,Concept_ID,ce,vep
789,regnen::V,догlа догlу,vihmda
790,gefrieren::V,гӏоро,jäduda
791,gefrieren::V,гӏоро,kül'mdä
792,tauen::V,даша,sulada
793,schmelzen::V,лала,sulada
794,trocknen::V,дакъо,kuida
795,trocknen::V,дакъо,kuivehtuda
796,sieden::V,кхехка,kehuda
797,faulen::V,дахкадала,hapata
798,faulen::V,дахкадала,traudäs
799,verfaulen::V,дахкадала,hapata
800,reißen::V,хеда,rebita
801,versinken::V,хичудаха,upota
802,vergehen::V,дlаэха,mända
803,erscheinen::V,схьадала,ozutadas
804,erscheinen::V,ӏоттадала,ozutadas
805,verschwinden::V,къайладала,hajeta
806,sinken::V,лахдала,väheta
807,sinken::V,лахдала,lasktas
808,zunehmen::V,лакхадала,ližaduda
809,steigen::V,хьаладала,nousta
810,wachsen::V,кхиа,kazda
811,glänzen::V,лепа,loštta
812,funkeln::V,къега,hoštta
813,lärmen::V,гӏовгӏаян,robaita
814,läuten::V,детта,judaita
815,klingeln::V,дека,kelotada
816,klirren::V,дека,biraita
817,brausen::V,хьаьдда даха,bruncta
818,rauschen::V,леста,šobaita
819,klingen::V,дека,heläita
820,bellen::V,лета,nutta
821,heulen::V,угӏа,ulaita
822,blasen::V,хӏуп баха,puhuda
823,pfeifen::V,шок етта,pistta
824,pfeifen::V,шок етта,vihelta
825,schreien::V,мохь бетта,kirkta
826,schreien::V,мохь бетта,kidastada
827,stöhnen::V,узарш дан,ohkta
828,stöhnen::V,узарш дан,voivotada
829,zittern::V,дега,säraita
830,leben::V,даха,eläda
831,geboren werden::V,хила,sünduda
832,atmen::V,садеӏа,henktä
833,trinken::V,мала,joda
834,essen::V,кхалла,söda
835,schlucken::V,къурдбан,lainata
836,müde werden::V,кӏаддала,väzuda
837,müde werden::V,кӏаддала,šuštuda
838,einschlafen::V,наб кхета,uinota
839,schlafen::V,вижа,magata
840,schlafen::V,вижа,nukkuda
841,schlafen::V,наб ян,magata
842,schlafen::V,наб ян,nukkuda
843,schlafen::V,дижина хила,magata
844,schlafen::V,дижина хила,nukkuda
845,aufwachen::V,самадала,heraštuda
846,aufstehen::V,гӏатта,nousta
847,sich erholen::V,садаӏа,lebaitas
848,krank werden::V,цомгуш хила,läžegata
849,krank sein::V,цомгуш хила,läžuda
850,schmerzen::V,лаза,kibištada
851,schmerzen::V,ӏийжа,kibištada
852,husten::V,йовхарш етта,rügda
853,genesen::V,тадала,tervehtuda
854,sterben::V,дала,kolda
855,umkommen::V,хӏаллакхила,kolda
856,sich bewegen::V,лела,likkuda
857,sich rühren::V,меттахъхьен,likahtada
858,sich rühren::V,меттахъхьен,kubahtada
859,sich erheben::V,хьалагlатта,nousta
860,sich setzen::V,хаа,išttas
861,hinfallen::V,дожа,langeta
862,hinfallen::V,охьакхета,langeta
863,laufen::V,вада,kävuda
864,laufen::V,хьада,kävuda
865,schreiten::V,болар дан,astta
866,schreiten::V,болар дан,haškta
867,schreiten::V,ког баккха,astta
868,schreiten::V,ког баккха,haškta
869,spazierengehen::V,доладала,kävelta
870,eilen::V,сихдала,kiruhtada
871,sich beeilen::V,сихдала,kiruhtada
872,rennen::V,дада,joksta
873,springen::V,ирхкхийсадала,hüptä
874,klettern::V,тӏедийла,libuda
875,schaukeln::V,техко,čibuda
876,kriechen::V,такха,ličtas
877,schwimmen::V,некадан,ujuda
878,tauchen::V,чулелха,čukautas
879,rudern::V,дига лело,souta
880,rudern::V,кема лело,souta
881,fahren::V,хахка,ajada
882,fahren::V,хахка,ajelda
883,fliegen::V,тӏемадала,leta
884,gehen::V,лeла,mända
885,gehen::V,лeла,kävuda
886,weggehen::V,дӏадаха,päzda
887,weggehen::V,дӏадаха,lähtta
888,abfahren::V,дӏадаха,tönduda
889,anhalten::V,саца,seižutadas
890,hineingehen::V,чудала,mända südäimehe
891,eintreten::V,чудала,tulda
892,kommen::V,кхача,tulda
893,kommen::V,дӏакхача,tulda
894,kommen::V,схьакхача,tulda
895,ankommen::V,кхача,tulda
896,ankommen::V,схьакхача,tulda
897,zurückkommen::V,юхада,pörtas
898,bleiben::V,диса,jäda
899,warten::V,хьежа,varastada
900,warten::V,cобар дан,varastada
901,erwarten::V,хьоьжуш ӏан,varastada
902,suchen::V,леха,ectä
903,finden::V,каро,löuta
904,versuchen::V,дан хьажа,ladida
905,versuchen::V,дан хьажа,rohkaita
906,vorbereiten::V,кечъян,vaumita
907,lieben::V,деза,armastada
908,mögen::V,безамхила,navedida
909,lachen::V,дела,nagrda
910,rühren::V,хьедан,likutada
911,weinen::V,делха,itkta
912,schimpfen::V,чехо,laidas
913,schimpfen::V,чехо,pačatada
914,sich ärgern::V,оьгӏазъэха,rändüda
915,sich fürchten::V,кхера,varaita
916,fürchten::V,кхера,varaita
917,fliehen::V,дӏадада,pageta
918,flüchten::V,дӏадада,pageta
919,flüchten::V,дӏадада,joksta
920,sehen::V,ган,nähta
921,anschauen::V,хьажа,kacta
922,anschauen::V,хьежа,kacta
923,ansehen::V,хьовса,kacta
924,hören::V,хаза,kulda
925,zuhören::V,ладогӏа,kundeltas
926,probieren::V,хьажа,mujada
927,riechen::V,хьожа яха,rižada
928,fühlen::V,хаадала,mujada
929,scheinen::V,мотта,näguda
930,zu sehen sein::V,гуш хила,näguda
931,vernehmen::V,бартхатта,kulištada
932,frieren::V,гӏоро,kül'mdä
933,tun::V,дан,tehta
934,können::V,дадала,voida
935,können::V,дадала,mahtta
936,wollen::V,тӏергӏа,himoita
937,wollen::V,тӏергӏа,tahtoida
938,anfangen::V,доло,zavottä
939,anfangen::V,доло,augotada
940,beenden::V,довла,loptä
941,aufhören::V,саца,loptas
942,gelingen::V,кадала,lähtta
943,gelingen::V,кадала,tehtas
944,geraten::V,хила,tulda
945,öffnen::V,дӏаделла,avaita
946,öffnen::V,схьаделла,avaita
947,schließen::V,къовла,saubata
948,schließen::V,дӏачӏагӏа,saubata
949,stellen::V,хlотто,panda
950,stellen::V,хlотто,seižutada
951,setzen::V,дийгӏа,ištutada
952,legen::V,охьадилла,panda
953,berühren::V,хьедан,koskta
954,berühren::V,хьедан,käziduda
955,verbinden::V,вовшахтаса,ühtenzoitta
956,bedecken::V,тилла,katta
957,bedecken::V,тилла,peitta
958,bedecken::V,тӏетаса,katta
959,bedecken::V,тӏетаса,peitta
960,aufhängen::V,хьалаолла,riputada
961,anzünden::V,лато,sütutada
962,aufheben::V,айа,leta
963,zurücklassen::V,дита,jätta
964,verlieren::V,дайа,kadotada
965,fallen lassen::V,охьадожо,kirbotada
966,machen::V,дан,säta
967,machen::V,дан,tehta
968,herstellen::V,дан,tehta
969,bauen::V,гӏишлоян,leta
970,bauen::V,гӏишлоян,sauda
971,reparieren::V,тадан,koheta
972,verbessern::V,нисдан,paremboita
973,ändern::V,хийца,vajehtada
974,graben::V,ахка,kaida
975,graben::V,ахка,čongoida
976,beugen::V,сатто,koverta
977,biegen::V,сатто,painda
978,drehen::V,хьовзо,punotada
979,umdrehen::V,хьовзo,käta
980,heben::V,айа,leta
981,heben::V,хьалаайа,leta
982,hochheben::V,хьалаайа,libutada
983,ergreifen::V,дӏалаца,tabata
984,halten::V,латто,pidada
985,drücken::V,тӏетаӏо,painda
986,schieben::V,татта,žigutada
987,kratzen::V,мӏараш тийса,künstä
988,lecken::V,мотт хьекха,nolda
989,beißen::V,катoха,purda
990,beißen::V,катoха,hambastada
991,abreißen::V,схьадаккха,ratketa
992,abschneiden::V,кхада,čapata
993,abschneiden::V,кхада,leikata
994,binden::V,дӏадехка,sidoda
995,binden::V,вовшахтаса,sidoda
996,stecken::V,чудахийта,čokaita
997,brechen::V,кагдан,katkaita
998,klopfen::V,детта,kolkotada
999,hauen::V,етта,löda
1000,kleben::V,тӏелато,klejata
1001,reiben::V,хьекхо,hosta
1002,reiben::V,хьекхо,törkita
1003,reiben::V,хьекхо,jorotada
1004,streichen::V,тlехьакха,voita
1005,schleifen::V,ирдан,hijoida
1006,schleifen::V,ирдан,teravzoitta
1007,schneiden::V,ларга,leikata
1008,rütteln::V,лесто,heilutada
1009,schütteln::V,лесто,pudištada
1010,schwenken::V,лесто,maihutada
1011,schütten::V,дотта,valada
1012,füllen::V,дуза,täutta
1013,einwickeln::V,хьарчо,kärdä
1014,tragen::V,дахьа,kantta
1015,tragen::V,дахьа,kandišta
1016,schleppen::V,ийзо,vedätada
1017,ziehen::V,озо,vedada
1018,aufbewahren::V,ӏалашдан,kaita
1019,werfen::V,кхосса,čuta
1020,werfen::V,кхосса,tactä
1021,fangen::V,леца,püta
1022,packen::V,леца,tabata
1023,verstecken::V,къайладаккха,peitta
1024,teilen::V,декъа,jagada
1025,schicken::V,дӏадахьийта,oigeta
1026,bringen::V,дан,veda
1027,hinzufügen::V,тӏетоха,ližata
1028,bekommen::V,даккха,sada
1029,erhalten::V,даккха,sada
1030,nehmen::V,схьаэца,otta
1031,wählen::V,харжа,valita
1032,auswählen::V,харжа,valita
1033,bewahren::V,lалашдан,kaita
1034,behindern::V,новкъарло ян,telustada
1035,verderben::V,талхо,travida
1036,beschädigen::V,дохо,satatada
1037,zerbrechen::V,дохо,mureta
1038,zerbrechen::V,кагдан,mureta
1039,zerreißen::V,хадо,rebitada
1040,zerstören::V,дохо,mureta
1041,zerstören::V,кагдан,mureta
1042,verbrennen::V,даго,poltta
1043,geben::V,яла,antta
1044,reichen::V,дӏадала,antta
1045,reichen::V,дӏакховдо,antta
1046,schenken::V,совгӏат дан,lahjoita
1047,versprechen::V,ваӏда дан,toivotada
1048,wünschen::V,лаа,toivotada
1049,loben::V,хасто,kitta
1050,küssen::V,оба яккха,tervehtada
1051,wiegen::V,тахка,likutada
1052,zudecken::V,тӏетаса,katta
1053,wecken::V,самадаккха,noustatada
1054,zeigen::V,гайта,ozutada
1055,führen::V,дига,astutada
1056,lehren::V,ӏамо,opeta
1057,unterrichten::V,хьеха,opeta
1058,aufziehen::V,кхио,kazvatada
1059,leiten::V,урхалла дан,ohjata
1060,antreiben::V,сихдан,rigehtoitta
1061,lassen::V,-йта,käskta
1062,einladen::V,кхайкха,kucta
1063,vereinigen::V,цхьаьнатоха,ühtenzoitta
1064,besuchen::V,хьажахIотта,rižada
1065,treffen::V,дуьхьалкхета,vastata
1066,sich versammeln::V,гулдан,kägeta
1067,sich versammeln::V,гулдан,sätas
1068,spielen::V,ловза,väta
1069,singen::V,лакха,pajatada
1070,tanzen::V,хелхадала,kargaita
1071,sich trennen::V,къаста,erigata
1072,verlassen::V,дита,jätta
1073,retten::V,кӏелхьардаккха,päzutada
1074,bewachen::V,ха дан,varjoita
1075,schützen::V,лардан,kaita
1076,verteidigen::V,лардан,kaita
1077,sich schlagen::V,етта,torata
1078,schießen::V,детта,ampta
1079,siegen::V,тола,vägestada
1080,ärgern::V,оьгӏаздахийта,verdutada
1081,ärgern::V,оьгӏаздахийта,rändütada
1082,schlagen::V,тоха,löda
1083,schlagen::V,тоха,iškta
1084,treten::V,мийра тоха,peksta
1085,treten::V,мийра тоха,topsta
1086,stechen::V,ӏотта,pystiä
1087,stechen::V,къовзо,pystiä
1088,stoßen::V,татта,iškta
1089,stoßen::V,татта,pudištada
1090,stehlen::V,лачкъо,vargastada
1091,stören::V,новкъарло ян,keskustada
1092,belästigen::V,сагатдан,tartuteldas
1093,verbergen::V,къайладаккха,katelda
1094,täuschen::V,ӏexo,manitada
1095,betrügen::V,ледан,manitada
1096,töten::V,ден,rikta
1097,töten::V,ден,surmita
1098,wohnen::V,даха,eläda
1099,arbeiten::V,къахьега,rata
1100,sammeln::V,гулдан,kogota
1101,pflücken::V,даха,poimda
1102,jagen::V,талла,mecata
1103,fischen::V,чӏерий леца,kalatada
1104,fassen::V,лаца,tabata
1105,fassen::V,схьалаца,tabata
1106,hüten::V,лардан,paimeta
1107,treiben::V,лахка,ajada
1108,anbinden::V,дӏадехка,küttestada
1109,anbinden::V,дӏадехка,sidoda
1110,füttern::V,хӏума яла,sötta
1111,melken::V,оза,lüpsta
1112,gießen::V,хи тоха,valada
1113,reifen::V,хьекъа,küpseta
1114,zubereiten::V,кечъян,vaumištada
1115,zubereiten::V,кхача бан,vaumištada
1116,kochen::V,кхача бан,keitta
1117,backen::V,датта,paštta
1118,braten::V,кхарза,žarda
1119,umrühren::V,кего,segoitada
1120,nähen::V,тега,ombelta
1121,färben::V,басардан,mujutada
1122,reinigen::V,цӏандан,puhtastada
1123,waschen::V,йила,pesta
1124,waschen::V,йитта,pesta
1125,waschen::V,дӏадайа,pesta
1126,abwischen::V,дӏадайа,pühktä
1127,spülen::V,хи кхарза,huhtoida
1128,fegen::V,нуй хьакха,pühkta
1129,kehren::V,нуй хьакха,uhoita
1130,baden::V,лийча,kül'ptäs
1131,sich waschen::V,юьхь йила,pestas
1132,ausziehen::V,духар дӏадаккха,riičta
1133,ausziehen::V,духар дӏадаккха,rušta
1134,sich anziehen::V,духа,sobdas
1135,kämmen::V,ехк хьакха,harjata
1136,schmücken::V,хаздан,čomitada
1137,sagen::V,ала,sanuda
1138,sprechen::V,баха,pagišta
1139,sprechen::V,мотт бийца,pagišta
1140,reden::V,къамел дан,pagišta
1141,sich unterhalten::V,къамел дан,lodaita
1142,fragen::V,хатта,küzuda
1143,bitten::V,деха,pakita
1144,erzählen::V,дийца,sanuda
1145,erzählen::V,дийца,starinoita
1146,mitteilen::V,хаам бан,tedotada
1147,nennen::V,цӏе яккха,nimitada
1148,rufen::V,кхайкха,kucta
1149,prahlen::V,куралла ян,kittäs
1150,prahlen::V,дозалла дан,kittäs
1151,übersetzen::V,гоч дан,käta
1152,denken::V,ойла ян,meletada
1153,glauben::V,теша,uskta
1154,bemerken::V,ган,homaita
1155,erkennen::V,довза,tundištada
1156,begreifen::V,кхета,tabata
1157,verstehen::V,кхета,el'geta
1158,verstehen::V,кхета,toimetada
1159,lernen::V,деша,opetas
1160,wissen::V,хаа,teta
1161,sich erinnern an::V,дагадан,johtutada
1162,vergessen::V,дицдала,unohtada
1163,messen::V,дуста,märita
1164,zählen::V,дагардан,lugeda
1165,rechnen::V,лара,lugeda
1166,lesen::V,еша,lugeda
1167,malen::V,сурт дилла,pirta
1168,zeichnen::V,сурт дилла,pirta
1169,schreiben::V,яздан,kirjutada
1170,besitzen::V,доладан,omištada
1171,kaufen::V,эца,ostta
1172,verkaufen::V,дохка,möda
1173,bezahlen::V,мах бала,maksta
1174,zahlen::V,мах бала,maksta
1175,beherrschen::V,собаре хила,valdoita
1176,ertragen::V,лан,tirpta
1177,ertragen::V,сатоха,tirpta
1178,ertragen::V,садетта,tirpta
1179,Schwarm::N,,parveh
1180,Schlinge::N,,rihm
1181,Art::N,,rod
1182,Art::N,,rodsugu
1183,Entfernung::N,,matk
1184,Griff::N,,kägä
1185,Griff::N,,varz'
1186,Figur::N,,figur
1187,Bogen[Waffe]::N,,taug
1188,so::ADV,,muga
1189,so::ADV,,ninga
1190,abnehmen::V,,peneta
1191,sausen::V,,fun'urta
1192,wenden::V,,käta
1193,wenden::V,,kärauta
1194,hacken::V,,sauda
1195,stricken::V,,kudoda
1196,anziehen::V,,panda päle
1197,anziehen::V,,panda kädehe
1198,anziehen::V,,panda jaugha
