,Concept_ID,nl,fa
253,Tochter::N,dochter,دختر
254,Bruder::N,broer,برادر
255,Bruder::N,broeder,برادر
256,Schwester::N,zus,خواهر
257,Schwester::N,zuster,خواهر
258,Onkel::N,oom,عمو
259,Onkel::N,oom,دایی
260,Tante::N,tante,عمه
261,Tante::N,tante,خاله
262,Ehemann::N,echtgenoot,همسر
263,Ehefrau::N,echtgenote,همسر
264,Freude::N,vreugde,شادی
265,Gelächter::N,gelach,خنده
266,Gelächter::N,gelach,قاه‌قاه
267,Glück::N,geluk,اقبال
268,Kummer::N,verdriet,غم
269,Kummer::N,verdriet,غصه
270,Wunsch::N,wens,آرزو
271,Wunsch::N,verlangen,آرزو
272,Lust::N,zin,هوس
273,Lust::N,lust,هوس
274,Geist::N,geest,روح
275,Gedanke::N,gedachte,فکر
276,Gedächtnis::N,geheugen,حافظه
277,Verstand::N,verstand,هوش
278,Sinn::N,betekenis,معنا
279,Sinn::N,betekenis,مفهوم
280,Grund::N,reden,سبب
281,Grund::N,reden,دلیل
282,Wahrheit::N,waarheid,حقیقت
283,Gespräch::N,gesprek,صحبت
284,Gespräch::N,gesprek,گفتگو
285,Märchen::N,sprookje,قصه
286,Märchen::N,sprookje,افسانه
287,Erzählung::N,verhaal,داستان
288,Nachricht::N,tijding,خبر
289,Neuigkeit::N,nieuws,خبر تازه
290,Neuigkeit::N,nieuwtje,خبر تازه
291,Name::N,naam,اسم
292,Rätsel::N,raadsel,معما
293,Rede::N,rede,سخن
294,Sprache::N,taal,زبان
295,Stimme::N,stem,صدا
296,Wort::N,woord,کلمه
297,Zeichen::N,teken,نشان
298,Zeichen::N,teken,علامت
299,Ruf::N,roep,صدا
300,Lärm::N,lawaai,هیاهو
301,Laut::N,klank,صدا
302,Laut::N,geluid,صدا
303,Ton::N,toon,آهنگ
304,Ton::N,klank,آهنگ
305,Lied::N,lied,آواز
306,Lied::N,lied,ترانه
307,Ruhe::N,rust,آرامش
308,Ruhe::N,stilte,آرامش
309,Leute::N,lui,مردم
310,Leute::N,mensen,مردم
311,Volk::N,volk,خلق
312,Arbeit::N,werk,کار
313,Arbeit::N,arbeid,کار
314,Gast::N,gast,مهمان
315,Geschenk::N,cadeau,هدیه
316,Geschenk::N,geschenk,هدیه
317,Spiel::N,spel,بازی
318,Gesellschaft::N,gezelschap,جمعیت
319,Hilfe::N,hulp,کمک
320,Freund::N,vriend,دوست
321,Kamerad::N,maat,رفیق
322,Kamerad::N,metgezel,رفیق
323,Angelegenheit::N,zaak,امر
324,Angelegenheit::N,zaak,قضیه
325,Angelegenheit::N,aangelegenheid,امر
326,Angelegenheit::N,aangelegenheid,قضیه
327,Anzahl::N,tal,عده
328,Anzahl::N,tal,شمار
329,Anzahl::N,aantal,عده
330,Anzahl::N,aantal,شمار
331,Art::N,slag,نوع
332,Art::N,soort,نوع
333,Stück::N,stuk,تکه
334,Stück::N,stuk,قطعه
335,Teil::N,deel,بخش
336,Teil::N,deel,قسمت
337,Hälfte::N,helft,نیم
338,Kreis::N,kring,حلقه
339,Kreis::N,kring,دایره
340,Kreis::N,cirkel,حلقه
341,Kreis::N,cirkel,دایره
342,Kreuz::N,kruis,صلیب
343,Linie::N,lijn,خط
344,Linie::N,lijn,سطر
345,Strich::N,haal,خط
346,Strich::N,streep,خط
347,Abstand::N,afstand,فاصله
348,Entfernung::N,afstand,مسافت
349,Gegend::N,streek,منطقه
350,Platz::N,ruimte,گنجایش
351,Ort::N,oord,جا
352,Ort::N,oord,محل
353,Ort::N,oord,مکان
354,Ort::N,plaats,جا
355,Ort::N,plaats,محل
356,Ort::N,plaats,مکان
357,Seite::N,zij,طرف
358,Seite::N,kant,طرف
359,Seite::N,zijde,طرف
360,Mitte::N,midden,وسط
361,Mitte::N,midden,میان
362,Gegenstand::N,voorwerp,چیز
363,Sache::N,zaak,چیز
364,Rand::N,rand,کنار
365,Rand::N,rand,حاشیه
366,Rand::N,boord,کنار
367,Rand::N,boord,حاشیه
368,Kante::N,kant,لبه
369,Ecke::N,hoek,گوشه
370,Spitze::N,punt,سر
371,Spitze::N,punt,نوک
372,Spitze::N,spits,سر
373,Spitze::N,spits,نوک
374,Ende::N,einde,ته
375,Ende::N,einde,آخر
376,Ende::N,uiteinde,ته
377,Ende::N,uiteinde,آخر
378,Loch::N,gat,سوراخ
379,Winkel::N,hoek,کنج
380,Muster::N,dessin,نقش
381,Muster::N,patroon,نقش
382,Größe::N,grootte,قد
383,Größe::N,grootte,بزرگی
384,Länge::N,lengte,طول
385,Höhe::N,hoogte,بلندی
386,Gewicht::N,gewicht,وزن
387,Menge::N,hoeveelheid,مقدار
388,Menge::N,hoeveelheid,اندازه
389,Haufen::N,hoop,توده
390,Reihe::N,rij,ردیف
391,Reihe::N,reeks,ردیف
392,Boot::N,boot,قایق
393,Ruder::N,roeiriem,پارو
394,Schlitten::N,slee,سورتمه
395,Schlitten::N,slede,سورتمه
396,Ski::N,ski,اسکی
397,Lagerfeuer::N,kampvuur,آتش
398,Last::N,last,بار
399,Last::N,last,سنگینی
400,Last::N,vracht,بار
401,Last::N,vracht,سنگینی
402,Gang::N,wandeling,راه رفتن
403,Schritt::N,stap,قدم
404,Schritt::N,schrede,قدم
405,Norden::N,noorden,شمال
406,Süden::N,zuiden,جنوب
407,Westen::N,westen,غرب
408,Osten::N,oosten,شرق
409,Holz::N,hout,چوب
410,Brett::N,plank,تخته
411,Platte::N,plaat,صفحه
412,Stütze::N,stut,تکیه
413,Stütze::N,steun,تکیه
414,Stange::N,stang,میله
415,Stock::N,stok,چوب
416,Stab::N,staf,عصا
417,Rohr::N,pijp,لوله
418,Haus::N,huis,منزل
419,Heim::N,tehuis,خانه
420,Heim::N,tehuis,کاشانه
421,Ofen::N,kachel,بخاری
422,Fußboden::N,vloer,کف اتاق
423,Tisch::N,tafel,میز
424,Stuhl::N,stoel,صندلی
425,Wiege::N,wieg,گهواره
426,Bett::N,bed,تختخواب
427,Regal::N,rek,قفسه
428,Kiste::N,kist,صندوق
429,Fenster::N,raam,پنجره
430,Fenster::N,venster,پنجره
431,Tür::N,deur,در
432,Tür::N,deur,درب
433,Tor::N,poort,دروازه
434,Zaun::N,omheining,حصار
435,Dach::N,dak,بام
436,Leiter::N,ladder,نردبان
437,Besen::N,bezem,جارو
438,Spaten::N,schop,بیل
439,Schaufel::N,schep,بیل
440,Schaufel::N,schep,پارو
441,Gabel::N,vork,چنگال
442,Löffel::N,lepel,قاشق
443,Messer::N,mes,کارد
444,Nagel::N,spijker,میخ
445,Netz::N,net,تور
446,Netz::N,net,شبکه
447,Haken::N,haak,قلاب
448,Griff::N,handvat,دسته
449,Schloss::N,slot,قفل
450,Bild::N,beeld,عکس
451,Bild::N,beeld,تصویر
452,Figur::N,figuur,تندیس
453,Puppe::N,pop,عروسک
454,Beutel::N,zak,کیسه
455,Beutel::N,buidel,کیسه
456,Bündel::N,pak,بسته
457,Bündel::N,bundel,بسته
458,Tasche::N,tas,کیف
459,Eimer::N,emmer,سطل
460,Deckel::N,deksel,در
461,Geschirr::N,vaatwerk,ظرف
462,Sack::N,zak,گونی
463,Tasse::N,kop,فنجان
464,Topf::N,pan,دیگ
465,Topf::N,pan,قابلمه
466,Kessel::N,ketel,دیگ
467,Essen::N,eten,خوراک
468,Nahrung::N,voedsel,غذا
469,Speise::N,spijs,خوراک
470,Fleisch::N,vlees,گوشت
471,Getreide::N,graan,غله
472,Brei::N,pap,فرنی
473,Brei::N,pap,حریره
474,Brei::N,brij,فرنی
475,Brei::N,brij,حریره
476,Brot::N,brood,نان
477,Scheibe::N,plak,قاچ
478,Scheibe::N,plak,لزگه
479,Scheibe::N,snede,قاچ
480,Scheibe::N,snede,لزگه
481,Fett::N,vet,چربی
482,Butter::N,boter,کره
483,Öl::N,olie,روغن
484,Salz::N,zout,نمک
485,Suppe::N,soep,آش
486,Suppe::N,soep,سوپ
487,Honig::N,honing,عسل
488,Milch::N,melk,شیر
489,Tee::N,thee,چای
490,Leder::N,leer,چرم
491,Leder::N,leder,چرم
492,Wolle::N,wol,پشم
493,Stoff::N,stof,پارچه
494,Nadel::N,naald,سوزن
495,Faden::N,draad,نخ
496,Knopf::N,knoop,دکمه
497,Knoten::N,knoop,گره
498,Farbe::N,verf,رنگ
499,Kleidung::N,kledij,لباس
500,Kleidung::N,kledij,پوشاک
501,Kleidung::N,kleding,لباس
502,Kleidung::N,kleding,پوشاک
503,Hemd::N,hemd,پیراهن
504,Kragen::N,kraag,یقه
505,Ärmel::N,mouw,آستین
506,Hose::N,broek,شلوار
507,Hose::N,pantalon,شلوار
508,Gürtel::N,riem,کمر‌بند
509,Gürtel::N,gordel,کمر‌بند
510,Mütze::N,muts,کلاه
511,Schuh::N,schoen,کفش
512,Stiefel::N,laars,چکمه
513,Ring::N,ring,حلقه
514,Ring::N,ring,انگشتر
515,Band::N,lint,نوار
516,Band::N,lint,روبان
517,Kamm::N,kam,شانه
518,Spiegel::N,spiegel,آینه
519,Riemen::N,riem,تسمه
520,Schnur::N,koord,ریسمان
521,Leine::N,lijn,قلاده
522,Decke::N,deken,پتو
523,Kissen::N,kussen,بالش
524,Tuch::N,doek,شال
525,Handtuch::N,handdoek,حوله
526,Kraft::N,kracht,نیرو
527,Stärke::N,sterkte,زور
528,Gesundheit::N,gezondheid,سلامتی
529,Gesundheit::N,gezondheid,تندرستی
530,Krankheit::N,ziekte,بیماری
531,Schmerz::N,pijn,درد
532,Wunde::N,wond,زخم
533,Fieber::N,koorts,تب
534,Arznei::N,medicament,دارو
535,Arznei::N,geneesmiddel,دارو
536,Brücke::N,brug,پل
537,Brunnen::N,put,چاه
538,Brunnen::N,bron,چاه
539,Weide::N,wei,چراگاه
540,Weide::N,weide,چراگاه
541,Pfad::N,pad,راه
542,Weg::N,weg,راه
543,Weg::N,weg,طریق
544,Straße::N,baan,راه
545,Straße::N,baan,جاده
546,Straße::N,straat,راه
547,Straße::N,straat,جاده
548,Dorf::N,dorp,ده
549,Dorf::N,dorp,روستا
550,Stadt::N,stad,شهر
551,Brief::N,brief,نامه
552,Buch::N,boek,کتاب
553,Buchstabe::N,letter,حرف
554,Zeitung::N,krant,روزنامه
555,Zeitung::N,dagblad,روزنامه
556,Leben::N,leven,عمر
557,Leben::N,leven,زندگی
558,Tod::N,dood,مرگ
559,Grab::N,graf,گور
560,Grab::N,graf,مزار
561,Kirche::N,kerk,کلیسا
562,Sünde::N,zonde,بزه
563,Sünde::N,zonde,گناه
564,Gott::N,god,خدا
565,Arbeiter::N,arbeider,کارگر
566,Chef::N,chef,رئیس
567,Meister::N,meester,استاد
568,Arzt::N,arts,پزشک
569,Arzt::N,dokter,پزشک
570,Lehrer::N,leraar,معلم
571,Lehrer::N,leraar,آموزگار
572,Lehrer::N,onderwijzer,معلم
573,Lehrer::N,onderwijzer,آموزگار
574,Geld::N,geld,پول
575,Geschäft::N,zaak,کار
576,Geschäft::N,zaak,بیزنس
577,Laden::N,winkel,دکان
578,Laden::N,winkel,مغازه
579,Preis::N,prijs,بها
580,Preis::N,prijs,قیمت
581,Ware::N,waar,جنس
582,Ware::N,waar,کالا
583,Nutzen::N,nut,مزیت
584,Nutzen::N,nut,امتیاز
585,Nutzen::N,voordeel,مزیت
586,Nutzen::N,voordeel,امتیاز
587,Reichtum::N,rijkdom,مال
588,Reichtum::N,rijkdom,ثروت
589,Welt::N,wereld,دنیا
590,Land::N,land,کشور
591,Land::N,land,مملکت
592,Staat::N,staat,دولت
593,König::N,koning,شاه
594,König::N,koning,پادشاه
595,Macht::N,macht,قدرت
596,Macht::N,macht,اختیار
597,Grenze::N,grens,مرز
598,Krieg::N,oorlog,جنگ
599,Feind::N,vijand,دشمن
600,Gewalt::N,geweld,زور
601,Gewalt::N,geweld,خشونت
602,Kampf::N,strijd,نبرد
603,Kampf::N,strijd,مبارزه
604,Kampf::N,gevecht,نبرد
605,Kampf::N,gevecht,مبارزه
606,Bogen[Waffe]::N,boog,کمان
607,Pfeil::N,pijl,تیر
608,Gewehr::N,geweer,تفنگ
609,Fehler::N,fout,غلط
610,Fehler::N,fout,اشتباه
611,Lüge::N,leugen,دروغ
612,Schaden::N,schade,آسیب
613,Schaden::N,schade,خسارت
614,Unglück::N,tegenspoed,بلا
615,Schuld::N,schuld,گناه
616,Schuld::N,schuld,تقصیر
617,Alter::N,leeftijd,سن
618,Alter::N,leeftijd,عمر
619,Schluss::N,slot,انتها
620,Zeit::N,tijd,وقت
621,Zeit::N,tijd,زمان
622,Tag::N,dag,روز
623,Morgen::N,morgen,صبح
624,Morgen::N,ochtend,صبح
625,Mittag::N,middag,ظهر
626,Abend::N,avond,شب
627,Abend::N,avond,عصر
628,Nacht::N,nacht,شب
629,Woche::N,week,هفته
630,Monat::N,maand,ماه
631,Jahr::N,jaar,سال
632,Frühling::N,lente,بهار
633,Frühling::N,voorjaar,بهار
634,Sommer::N,zomer,تابستان
635,Herbst::N,herfst,پاییز
636,Winter::N,winter,زمستان
637,Januar::N,januari,ژانویه
638,Februar::N,februari,فوریه
639,März::N,maart,مارس
640,April::N,april,آوریل
641,Mai::N,mei,مه
642,Juni::N,juni,ژوئن
643,Juli::N,juli,ژویه
644,August::N,augustus,اوت
645,September::N,september,سپتامبر
646,Oktober::N,oktober,اکتبر
647,November::N,november,نوامبر
648,Dezember::N,december,دسامبر
649,Montag::N,maandag,دو‌شنبه
650,Dienstag::N,dinsdag,سه‌شنبه
651,Mittwoch::N,woensdag,چهار‌شنبه
652,Donnerstag::N,donderdag,پنج شنبه
653,Freitag::N,vrijdag,جمعه
654,Samstag::N,zaterdag,شنبه
655,Sonntag::N,zondag,یکشنبه
656,groß::A,groot,بزرگ
657,klein::A,klein,کوچک
658,lang::A,lang,بلند
659,kurz::A,kort,کوتاه
660,breit::A,breed,پهن
661,schmal::A,smal,تنگ
662,schmal::A,smal,نازک
663,dicht::A,dicht,چگال
664,dicht::A,dicht,انبوه
665,dick[Gegenstand]::A,dik,ضخیم
666,dünn::A,dun,نازک
667,fein::A,fijn,ریز
668,fein::A,fijn,باریک
669,fest::A,vast,محکم
670,flach::A,plat,صاف
671,flach::A,plat,مسطح
672,glatt::A,glad,لیز
673,hart::A,hard,سفت
674,weich::A,week,نرم
675,weich::A,week,ملایم
676,rund::A,rond,گرد
677,spitz::A,spits,تیز
678,spitz::A,spits,نوک‌تیز
679,spitz::A,puntig,تیز
680,spitz::A,puntig,نوک‌تیز
681,scharf::A,scherp,تیز
682,scharf::A,scherp,برنده
683,stumpf::A,stomp,کند
684,schwer::A,zwaar,سنگین
685,schön::A,mooi,زیبا
686,schön::A,fraai,زیبا
687,heiß::A,heet,داغ
688,warm::A,warm,گرم
689,kalt::A,koud,سرد
690,kühl::A,koel,خنک
691,frisch::A,fris,تازه
692,feucht::A,vochtig,مرطوب
693,nass::A,nat,تر
694,nass::A,nat,خیش
695,trocken::A,droog,خشک
696,voll::A,vol,پر
697,leer::A,leeg,خالی
698,offen::A,open,باز
699,geschlossen::A,gesloten,بسته
700,sauber::A,net,پاک
701,sauber::A,net,تمیز
702,sauber::A,schoon,پاک
703,sauber::A,schoon,تمیز
704,schmutzig::A,vuil,کثیف
705,schmutzig::A,vuil,آلوده
706,roh::A,rauw,خام
707,reif::A,rijp,رسیده
708,lecker::A,lekker,لذیذ
709,lecker::A,lekker,خوشمزه
710,süß::A,zoet,شیرین
711,bitter::A,bitter,تلخ
712,sauer::A,zuur,ترش
713,hell::A,licht,روشن
714,hell::A,helder,روشن
715,dunkel::A,donker,تاریک
716,schwarz::A,zwart,سیاه
717,weiß::A,wit,سفید
718,rot::A,rood,سرخ
719,rot::A,rood,قرمز
720,gelb::A,geel,زرد
721,blau::A,blauw,آبی
722,grün::A,groen,سبز
723,grau::A,grijs,طوسی
724,grau::A,grijs,خاکستری
725,bunt::A,bont,رنگارنگ
726,billig::A,goedkoop,ارزان
727,teuer::A,duur,گران
728,wertvoll::A,kostbaar,قیمتی
729,wertvoll::A,kostbaar,گرانبها
730,wertvoll::A,waardevol,قیمتی
731,wertvoll::A,waardevol,گرانبها
732,blind::A,blind,کور
733,blind::A,blind,نابینا
734,taub::A,doof,کر
735,taub::A,doof,ناشنوا
736,kräftig::A,krachtig,قوی
737,stark::A,sterk,قوی
738,stark::A,sterk,نیرومند
739,schwach::A,zwak,ضعیف
740,fett::A,vet,چرب
741,schlank::A,slank,باریک‌اندام
742,hübsch::A,leuk,قشنگ
743,hübsch::A,leuk,خوشگل
744,böse::A,kwaad,بد
745,dumm::A,dom,احمق
746,faul::A,lui,لش
747,faul::A,lui,تنبل
748,fleißig::A,vlijtig,زرنگ
749,geizig::A,gierig,خسیس
750,klug::A,slim,عاقل
751,klug::A,slim,باهوش
752,klug::A,schrander,عاقل
753,klug::A,schrander,باهوش
754,klug::A,verstandig,عاقل
755,klug::A,verstandig,باهوش
756,geschickt::A,handig,ماهر
757,geschickt::A,vaardig,ماهر
758,lieb::A,lief,عزیز
759,lustig::A,vrolijk,شاد
760,lustig::A,vrolijk,خوشحال
761,sanft::A,zacht,لطیف
762,hungrig::A,hongerig,گرسنه
763,krank::A,ziek,مریض
764,krank::A,ziek,بیمار
765,nackt::A,naakt,لخت
766,nackt::A,naakt,برهنه
767,traurig::A,treurig,غمگین
768,traurig::A,bedroefd,غمگین
769,lebendig::A,levend,زنده
770,gut::A,goed,خوب
771,schlecht::A,slecht,بد
772,richtig::A,juist,درست
773,schlimm::A,erg,وخيم
774,schlimm::A,kwaad,وخيم
775,wahr::A,waar,درست
776,wahr::A,waar,حقیقی
777,alt::A,oud,کهنه
778,neu::A,nieuw,نو
779,ehemalig::A,voormalig,قبلی
780,alt[Lebewesen]::A,oud,پیر
781,jung::A,jong,جوان
782,arm::A,arm,فقیر
783,reich::A,rijk,پولدار
784,reich::A,rijk,ثروتمند
785,bekannt::A,bekend,آشنا
786,bekannt::A,bekend,معلوم
787,berühmt::A,beroemd,مشهور
788,fremd::A,vreemd,خارجی
789,fremd::A,vreemd,بیگانه
790,verschieden::A,verscheiden,مختلف
791,verschieden::A,verscheiden,متفاوت
792,verschieden::A,verschillend,مختلف
793,verschieden::A,verschillend,متفاوت
794,nah::A,nabij,نزدیک
795,nah::A,nabijgelegen,نزدیک
796,fern::A,ver,دور
797,linker::A,linker,چپ
798,rechter::A,rechter,راست
799,anderer::A,andere,دیگر
800,erster::A,eerste,اول
801,zweiter::A,tweede,دوم
802,dritter::A,derde,سوم
803,letzter::A,laatste,آخر
804,allein::ADV,alleen,تنها
805,auf einmal::ADV,ineens,همزمان
806,auf einmal::ADV,tegelijk,همزمان
807,zusammen::ADV,samen,باهم
808,zusammen::ADV,bijeen,باهم
809,lange::ADV,lang,مدت‌ها
810,lange::ADV,lang,مدت زیادی
811,plötzlich::ADV,eensklaps,ناگهان
812,plötzlich::ADV,plotsklaps,ناگهان
813,sofort::ADV,terstond,فوراً
814,sofort::ADV,aanstonds,فوراً
815,sofort::ADV,onmiddelijk,فوراً
816,später::ADV,later,بعدها
817,jetzt::ADV,nu,حالا
818,jetzt::ADV,nu,اکنون
819,jetzt::ADV,nou,حالا
820,jetzt::ADV,nou,اکنون
821,jetzt::ADV,thans,حالا
822,jetzt::ADV,thans,اکنون
823,heute::ADV,heden,امروز
