,Concept_ID,ml,ab
587,schwach::A,ക്ഷീണിച്ച,акəада
588,fett::A,കൊഴുപ്പുള്ള,аҧсыла
589,schlank::A,മെലിഞ്ഞ,акала
590,schlank::A,മെലിഞ്ഞ,акьалантар
591,schlank::A,മെലിഞ്ഞ,аиҿартə
592,hübsch::A,മനോഹരമായ,аҧшӡа
593,böse::A,പാപിയായ,абааҧсы
594,dumm::A,വിവരംകെട്ട,агаӡа
595,faul::A,അലസനായ,аашьа
596,fleißig::A,അദ്ധ്വാനശീലമുള്ള,иҟубҷоу
597,geizig::A,പിശുക്കനായ,акы
598,geizig::A,പിശുക്കനായ,акаҷбеи
599,geizig::A,പിശുക്കനായ,аҟəџьыр
600,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,аҟəыш
601,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,аҟəыӷа
602,geschickt::A,പ്രതിഭാശാലി,напҟазала
603,lieb::A,പ്രിയപ്പെട്ട,алашара
604,lustig::A,ആനന്ദകരമായ,алах-ҿых
605,lustig::A,ആനന്ദകരമായ,игурҕьаччо
606,lustig::A,ആനന്ദകരമായ,агурҕьа
607,lustig::A,ആനന്ദകരമായ,агурҿыхага
608,sanft::A,സൌമ്യമായ,атата
609,sanft::A,സൌമ്യമായ,аҟəымшəышə
610,sanft::A,സൌമ്യമായ,ақьыҧш
611,hungrig::A,വിശപ്പുള്ള,амлашь
612,krank::A,അസുഖമുള്ള,ачымазаҩ
613,nackt::A,നഡമായ,аҟьантаз
614,traurig::A,വിഷമമുള്ള,алахьеиқəҵага
615,lebendig::A,ഉപജീവനം,абза
616,gut::A,നല്ല,абзиа
617,schlecht::A,മോശമായ,-хəарҭам
618,richtig::A,ശരിയായ,иашоу
619,schlimm::A,വൃത്തികെട്ട,абааҧсы
620,wahr::A,ശരിയായ,агəҭылса
621,wahr::A,ശരിയായ,абзиаҵəҟьа
622,alt::A,പഴയ,Ажə
623,neu::A,പുതിയ,аҿыц
624,ehemalig::A,മുൻ,анкьатәи
625,alt[Lebewesen]::A,വയസ്സുള്ള,абырг
626,alt[Lebewesen]::A,വയസ്സുള്ള,ақабада
627,alt[Lebewesen]::A,വയസ്സുള്ള,Ажə
628,jung::A,കൌമാരമായ,аҟата
629,arm::A,പാവപ്പെട്ട,ананамга
630,reich::A,സമ്പന്നമായ,абеиа
631,bekannt::A,പരിചിതമായ,адыр
632,berühmt::A,പ്രശസ്തനായ,адыр
633,fremd::A,വൈദേശികമായ,атəым
634,verschieden::A,വ്യത്യസ്തമായ,Еиуа-еиҧшым
635,nah::A,അരികത്തുള്ള,ааигəа
636,fern::A,അകലെയുള്ള,ахара
637,linker::A,അവശേഷിച്ച,арма
638,rechter::A,വലത്തേ,арҕьа
639,anderer::A,മറ്റുള്ള,даҽа
640,anderer::A,മറ്റുള്ള,даҽакы
641,erster::A,ആദ്യത്തെ,актәи
642,zweiter::A,രണ്ടാം,аҩбатəи
643,dritter::A,മൂന്നാമത്,ахҕатәи
644,letzter::A,അവസാനത്തെ,аҵыхəтəантəи
645,allein::ADV,തനിച്ചുള്ള,мацара
646,auf einmal::ADV,ഉടന്,зныкала
647,auf einmal::ADV,ഉടന്,зныкҟьара
648,zusammen::ADV,ഒരുമിച്ച,аиц...
649,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,акыраамҭа
650,plötzlich::ADV,പെട്ടെന്ന്,иаалырҟьаны
651,sofort::ADV,തത്ക്ഷണം,иаразнакҵәҟьа
652,später::ADV,പിന്നീട്,уажəшьҭаншəа
653,jetzt::ADV,ഇപ്പോൾ,уажәы
654,heute::ADV,ഇന്ന്,иахьа
655,morgen::ADV,നാളെ,уаҵәы
656,bald::ADV,ഉടനെ,иласны
657,dann::ADV,അപ്പോൾ,нас
658,gestern::ADV,ഇന്നലെ,иацы
659,einst::ADV,പണ്ടൊരിക്കല്,зны
660,damals::ADV,അപ്പോൾ,усҟан
661,danach::ADV,പിന്നീട്,нас
662,vorher::ADV,മുൻപ്,уаанӡа
663,zuerst::ADV,ആദ്യം,азнаказы
664,zuerst::ADV,ആദ്യം,аҧхьа
665,einmal::ADV,ഒരിക്കൽ,зны
666,manchmal::ADV,ചിലപ്പോൾ,зны-зынла
667,oft::ADV,പലപ്പോഴും,лассы-лассы
668,immer::ADV,എപ്പോഴും,енагь
669,immer::ADV,എപ്പോഴും,еснагь
670,niemals::ADV,ഒരിക്കലും,ианакəызаалак
671,hier::ADV,ഇവിടെ,ара
672,hier::ADV,ഇവിടെ,абра
673,hier::ADV,ഇവിടെ,араҟа
674,hierhin::ADV,ഇവിടേക്ക്,ара
675,hierhin::ADV,ഇവിടേക്ക്,араҟа
676,von hier::ADV,ഇവിടെനിന്ന്,арантә
677,dort::ADV,അവിടെ,уа
678,dorthin::ADV,അവിടേക്ക്,уахь
679,dorthin::ADV,അവിടേക്ക്,анахь
680,geradeaus::ADV,മുമ്പിൽ,ишиашоу
681,geradeaus::ADV,മുമന്നോട്ട്,ишиашоу
682,vorwärts::ADV,മുന്നോട്ട്,ҕхьаҟа
683,rückwärts::ADV,തലതിരിച്ച്,шьҭахьла
684,zurück::ADV,പുറകിലേക്ക്,шьҭахьҟа
685,unten::ADV,താഴെ,лбаа
686,hinab::ADV,താഴേക്ക്,алада
687,oben::ADV,മുകളിൽ,хыхь
688,hinauf::ADV,മുകളിൽ,аҩада
689,überall::ADV,എല്ലായിടത്തും,зегьынцьара
690,nicht::ADV,ഇല്ല,-м
691,ein wenig::ADV,കുറച്ച്,ҕыҭк
692,kaum::ADV,കഷ്ടിച്ച്,аарлаҳәа
693,kaum::ADV,കഷ്ടിച്ച്,афергьҳәа
694,sehr::ADV,വളരെ,даара
695,so::ADV,അങ്ങനെ,ас
696,so::ADV,അങ്ങനെ,абас
697,noch::ADV,ഇപ്പോഴും,макьана
698,nur::ADV,മാത്രം,заҵәык
699,schon::ADV,നേരത്തേ തന്നെ,уажәшьҭа
700,schon::ADV,നേരത്തേ തന്നെ,аиҳа ипоу
701,wieder::ADV,വീണ്ടും,ҿыц
702,wieder::ADV,വീണ്ടും,дырҩегь
703,wieder::ADV,വീണ്ടും,дырҩегьых
704,vergebens::ADV,വിഫല,баша
705,vor::PRP,മുമ്പിൽ,аҕхьа
706,hinter::PRP,പുറകിൽ,нхыҵ
707,unter::PRP,കീഴിൽ,амҵа
708,unter::PRP,കീഴിൽ,амҵан
709,durch::PRP,ഉള്ളിലൂടെ,
710,neben::PRP,അടുത്ത്,ааигуара
711,zwischen::PRP,ഇടയ്ക്ക്,абжьара
712,wegen::PRP,നിമിത്തം,-иззы
713,wegen::PRP,നിമിത്തം,-ҟнытә
714,dies::PRN,ഇത്,ари
715,dies::PRN,ഇത്,абри
716,das::PRN,അത്,Абни
717,das::PRN,അത്,убри
718,alles::PRN,എല്ലാം,зегьы
719,ich::PRN,ഞാൻ,са
720,ich::PRN,ഞാൻ,сара
721,du::PRN,നിങ്ങൾ,бара
722,er::PRN,അദ്ദേഹം,иара
723,er::PRN,അയാൾ,иара
724,er::PRN,അവൻ,иара
725,er::PRN,അവർ,иара
726,er::PRN,അവൾ,иара
727,wir::PRN,നമ്മൾ,ҳара
728,ihr::PRN,നിങ്ങൾ,шәара
729,sie::PRN,അവർ,дара
730,was::FPRN,എന്ത്,
731,wer::FPRN,ആര്,дарбан
732,wo::FADV,എവിടെ,иабыкуу
733,wo::FADV,എവിടെ,аба-
734,wo::FADV,എവിടെ,ахь-
735,wohin::FADV,എവിടേക്ക്,иабыкуу
736,wohin::FADV,എവിടേക്ക്,аба-
737,wohin::FADV,എവിടേക്ക്,ахь-
738,wie::FADV,എങ്ങനെ,-шҕа
739,warum::FADV,എന്തുകൊണ്ട്,избан
740,wieviel::FNUM,എത്ര,заҟа
741,eins::NUM,ഒന്ന്,акы
742,eins::NUM,ഒന്ന്,аӡәы
743,zwei::NUM,രണ്ട്,ҩба
744,drei::NUM,മൂന്ന്,хҕа
745,vier::NUM,നാല്,ҕшьба
746,fünf::NUM,അഞ്ച്,хəба
747,sechs::NUM,ആറ്,фба
748,sieben::NUM,ഏഴ്,Бжьба
749,acht::NUM,എട്ട്,ааба
750,neun::NUM,ഒമ്പത്,жәба
751,zehn::NUM,പത്ത്,жәаба
752,elf::NUM,പതിനൊന്ന്,жәеизатәи
753,zwölf::NUM,പന്ത്രണ്ട്,жәаҩа
754,zwanzig::NUM,ഇരുപത്,ҩажәа
755,dreißig::NUM,മുപ്പത്,ҩажәижәабатәи
756,vierzig::NUM,നാൽപ്പത്,ҩынҩажәа
757,fünfzig::NUM,അൻപത്,ҩынҩажәеижәаба
758,sechzig::NUM,അറുപത്,хынҩажәа
759,siebzig::NUM,എഴുപത്,хынҩажәижәаба
760,achtzig::NUM,എൺപത്,ҕшьынҩажәа
761,neunzig::NUM,തൊണ്ണൂറ്,ҕшьынҩажәижәаба
762,hundert::NUM,നൂറ്,шәкы
763,tausend::NUM,ആയിരം,зқьы
764,und::CNJ,ഉം,-и
765,oder::CNJ,അഥവാ,ма
766,stehen::V,നിൽക്കുക,агылазаара
767,sitzen::V,ഇരിക്കുക,атəара
768,sitzen::V,ഇരിക്കുക,атəа(заа)ра
769,liegen::V,കിടക്കുക,аиара
770,hängen::V,തൂങ്ങുക,акнаҳара
771,werden::V,ആയിത്തീരുക,аҟалара
772,passieren::V,സംഭവിക്കുക,аҟалара
773,beginnen::V,ആരംഭിക്കുക,алагара
774,enden::V,അവസാനിപ്പിക്കുക,алгара
775,wechseln::V,മാറ്റുക,аҽыҧсахра
776,aufgehen[Sonne]::V,ഉയരുക,агылара
777,aufgehen[Sonne]::V,ഉയരുക,ахашлара
778,aufgehen[Sonne]::V,ഉയരുക,аҩаҵхахара
779,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,аҭашəара
780,scheinen[Sonne]::V,പ്രകാശിക്കുക,акаҧхара
781,donnern::V,ഇടിവെട്ടുക,адыдра
782,wehen::V,വീശുക,асра
783,strömen::V,ഒഴുകുക,акаҭəара
784,fließen::V,ഒഴുകുക,ацара
785,sich drehen::V,ചുറ്റുക,ахагьежьра
786,sich drehen::V,കറക്കുക,ахагьежьра
787,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,аҵысра
788,schwingen::V,ആടുക,ахызазара
789,schwingen::V,ആടുക,акьаандара
790,fallen::V,വീഴുക,акаҳара
791,brennen::V,കത്തുക,абылра
792,rauchen::V,പുകയുക,ахылҵра
793,regnen::V,മഴ_പെയ്യുക,аура
794,gefrieren::V,തണത്ത്_മരവിക്കുക,аҵаара
795,tauen::V,അലിയുക,аӡҭра
796,schmelzen::V,ഉരുകുക,ақəӡыҭра
797,schmelzen::V,ഉരുകുക,аҭəара
798,trocknen::V,വരളുക,абара
799,sieden::V,തിളപ്പിക്കുക,ашра
800,faulen::V,ചീയുക,абаара
801,verfaulen::V,അഴുകുക,абаара
802,verfaulen::V,അഴുകുക,аилашра
803,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,аҧжəара
804,versinken::V,മുക്കുക,аӡааҟəрылара
805,vergehen::V,കടന്നുപോകുക,ацара
806,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,ацəырҵра
807,verschwinden::V,അദൃശ്യമാകുക,аҵашəкəара
808,sinken::V,താഴുക,атəара
809,sinken::V,താഴുക,алаҟəра
810,abnehmen::V,കുറിയുക,ацӡаара
811,abnehmen::V,കുറിയുക,аиҵалара
812,zunehmen::V,വർദ്ധിക്കുക,аҽырҭбаара
813,zunehmen::V,വർദ്ധിക്കുക,аиҵыҵра
814,zunehmen::V,വർദ്ധിക്കുക,арацəахара
815,steigen::V,ഉയരുക,азҳара
816,steigen::V,ഉയരുക,ашьҭыҵра
817,steigen::V,ഉയരുക,адухара
818,steigen::V,ഉയരുക,ацлара
819,wachsen::V,വളരുക,азҳара
820,glänzen::V,മിന്നുക,ацыр-цырра
821,glänzen::V,മിന്നുക,ацыҩ-цыҩра
822,glänzen::V,മിന്നുക,аказказра
823,funkeln::V,തിളങ്ങുക,ашап-шапра
824,funkeln::V,തിളങ്ങുക,ацым-цымра
825,lärmen::V,ശബ്ദമുണ്ടാക്കുക,ашьҭыбжьгара
826,lärmen::V,ശബ്ദമുണ്ടാക്കുക,аҕьҕьаҳәа аилалара
827,läuten::V,മണിമുഴങ്ങുക,аҵəҵəасра
828,klingeln::V,ചിലമ്പുക,аҵəҵəасра
829,klirren::V,കിലുക്കുക,ахьархьарра
830,klirren::V,കിലുക്കുക,архьархьарра
831,brausen::V,മുഴങ്ങുക,аилаҽҽара
832,brausen::V,മുഴങ്ങുക,еилашуера
833,rauschen::V,അനങ്ങുക,
834,klingen::V,മുഴക്കുക,агара
835,klingen::V,മുഴക്കുക,ашьҭыбжь гара
836,bellen::V,കുരയ്ക്കുക,ашра
837,heulen::V,ഓരിയിടുക,ауура
838,blasen::V,ഊതുക,аҭəҳəара
839,pfeifen::V,വിസിലടിക്കുക,ашəшəра
840,schreien::V,ആക്രോശിക്കുക,аҳəҳəара
841,schreien::V,ആക്രോശിക്കുക,ахəаара
842,schreien::V,ആക്രോശിക്കുക,аҟаара
843,stöhnen::V,അരക്കം,ақьра
844,stöhnen::V,ആർത്തനാദം,ақьра
845,zittern::V,വിറയ്ക്കുക,аҵыс-ҵысра
846,leben::V,താമസിക്കുക,аҟазаара
847,geboren werden::V,ജനിക്കുക,Аира
848,atmen::V,ശ്വസിക്കുക,аҕсыҕ лагаҩагара
849,trinken::V,കുടിക്കുക,ажəра
850,essen::V,കഴിക്കുക,акрыфара
851,schlucken::V,വിഴുങ്ങുക,албаадара
852,müde werden::V,ക്ഷീണിക്കുക,ааҕсара
853,einschlafen::V,നിദ്രിക്കുക,ацəара
854,schlafen::V,ഉറങ്ങുക,ацəазаара
855,aufwachen::V,ഉണരുക,аҿыхара
856,aufstehen::V,എഴുന്നേൽക്കുക,Агəылҵра
857,sich erholen::V,വിശ്രമിക്കുക,аҧсшьара
858,krank werden::V,ദീനംപിടിക്കുക,ачмазаҩхара
859,krank sein::V,രോഗികളാകുക,аҳəарҧсарра
860,schmerzen::V,വേദനിക്കുക,ахьра
861,husten::V,ചുമയ്ക്കുക,аимҳәара
862,genesen::V,സുഖപ്പെടുക,абзиахара
863,genesen::V,സുഖപ്പെടുക,аӷəӷəахара
864,sterben::V,മരിക്കുക,аҧсра
865,umkommen::V,മരിക്കുക,аҭахара
866,sich bewegen::V,സ്ഥലം_മാറുക,аиҭаҵра
867,sich rühren::V,ചലിക്കുക,ақəацара
868,sich erheben::V,നിൽക്കുക,аҩагылара
869,sich setzen::V,ഇരിക്കുക,атəара
870,hinfallen::V,വീഴുക,акаҳара
871,laufen::V,നടക്കുക,аныҟəара
872,schreiten::V,നടക്കുക,ашьаҿа еихгара
873,spazierengehen::V,ഉലാത്തുക,анеи-ааира
874,eilen::V,പാഞ്ഞെത്തുക,аццакра
875,sich beeilen::V,തിരിക്കുകൂട്ടുക,аццакра
876,sich beeilen::V,തിടുക്കം_കാട്ടുക,аццакра
877,sausen::V,കുതിക്കുക,аҧырра
878,sausen::V,കുതിക്കുക,иҭрысны
879,sausen::V,കുതിക്കുക,ишьҭҟьаны ацара
880,rennen::V,ഓടുക,аҩра
881,springen::V,ചാടുക,аҧара
882,klettern::V,കയറുക,ақəлара
883,schaukeln::V,ഇളകുക,аҟəараҟəанҽара
884,kriechen::V,പതുങ്ങികയറുക,аҳəазара
885,schwimmen::V,നീന്തുക,аӡсара
886,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,ахəӡааҵəира
887,rudern::V,തുഴയുക,аҵшьра
888,fahren::V,വാഹനം ഓടിക്കുക,акала
889,fliegen::V,പറക്കുക,аҧырра
890,gehen::V,പോകുക,аиҭаҵра
891,weggehen::V,വിടുക,ацара
892,abfahren::V,പുറപ്പെടുക,адəықəлара
893,abfahren::V,പുറപ്പെടുക,ацара
894,anhalten::V,നിർത്തുക,ааныргылара
895,hineingehen::V,പ്രവേശിക്കുക,аҭалара
896,eintreten::V,പ്രവേശിക്കുക,аҩналара
897,kommen::V,വരുക,аара
898,kommen::V,വരുക,ааира
899,ankommen::V,എത്തിച്ചേരുക,ааира
900,ankommen::V,എത്തിച്ചേരുക,аара
901,ankommen::V,എത്തിച്ചേരുക,анеира
902,zurückkommen::V,തിരിച്ചു വരുക,азыхынҳəра
903,bleiben::V,തുടരുക,аанхара
904,bleiben::V,തുടരുക,анхара
905,bleiben::V,തുടരുക,аангылара
906,warten::V,കാത്തിരിക്കുക,азҧшзаара
907,erwarten::V,പ്രതീക്ഷിക്കുക,азҧшра
908,suchen::V,തിരയുക,ашьҭазаара
909,finden::V,കണ്ടെത്തുക,аҧшаара
910,versuchen::V,ശ്രമിക്കുക,аҽазкра
911,vorbereiten::V,തയ്യാറെടുക്കുക,армазеира
912,lieben::V,സ്നേഹിക്കുക,абзиабара
913,mögen::V,ഇഷ്ടപ്പെടുക,агəаҧхара
914,lachen::V,ചിരിക്കുക,аччара
915,rühren::V,ഹൃദയം സ്പർശിക്കുക,арҵəуара
916,weinen::V,തേങ്ങുക,аҵəуара
917,schimpfen::V,പിറുപിറുക്കുക,ацəҳара
918,sich ärgern::V,കോപിക്കുക,агəаара
919,sich fürchten::V,പേടിക്കുക,аӡыӡара
920,fürchten::V,പേടിക്കുക,ацəшəара
921,fliehen::V,രക്ഷപ്പെടുക,абналара
922,fliehen::V,രക്ഷപ്പെടുക,ацəцара
923,flüchten::V,രക്ഷപ്പെടുക,абналара
924,flüchten::V,രക്ഷപ്പെടുക,ацəцара
925,sehen::V,കാണുക,абара
926,anschauen::V,നോക്കുക,ахəаҧшра
927,ansehen::V,നോക്കുക,ахəаҧшра
928,hören::V,കേൾക്കുക,аҳара
929,zuhören::V,ശ്രദ്ധിക്കുക,азыӡырҩра
930,probieren::V,രുചിയുള്ളതായി_തോന്നുക,аҧышəара
931,riechen::V,മണത്തു_നോക്കുക,афыҩра
932,fühlen::V,സ്പർശിച്ചറിയുക,анырра
933,fühlen::V,സ്പർശിച്ചറിയുക,ацәакырра
934,scheinen::V,കാണപ്പെടുക,шәа
935,scheinen::V,കാണപ്പെടുക,аацәырҵа
936,zu sehen sein::V,വെളിച്ചപ്പെടുക,
937,vernehmen::V,കേൾക്കുക,аҳара
938,frieren::V,വിറയ്ക്കുക,ашəра
939,frieren::V,വിറയ്ക്കുക,аҵаара
940,tun::V,ചെയ്യുക,аҟаҵара
941,können::V,കഴിയുക,алшара
942,wollen::V,വേണുക,аҭахра
943,anfangen::V,തുടങ്ങുക,алагара
944,beenden::V,പൂർത്തിയാക്കുക,алгара
945,aufhören::V,നിർത്തുക,аҟəыҵра
946,gelingen::V,വിജയിക്കുക,аура
947,gelingen::V,വിജയിക്കുക,аманшəалахара
948,gelingen::V,വിജയിക്കുക,алҵра
949,geraten::V,പരിണമിക്കുക,нзаарын
950,öffnen::V,തുറക്കുക,аартра
951,schließen::V,അടയ്ക്കുക,аркра
952,stellen::V,വയ്ക്കുക,аргылара
953,setzen::V,വയ്ക്കുക,артəара
954,legen::V,ഇടുക,ақəҵара
955,berühren::V,തൊടുക,акьысра
956,berühren::V,തൊടുക,алакьысра
957,verbinden::V,ഘടിപ്പിക്കുക,аҿаҳəара
958,bedecken::V,മുടുക,ақəршəра
959,aufhängen::V,കെട്ടിതൂക്കുക,акнаҳара
960,anzünden::V,കത്തിക്കുക,аркра
961,aufheben::V,പെറുക്കിയെടുക്കുക,ашьҭыхра
962,zurücklassen::V,വച്ചുപോരുക,аныжьра
963,verlieren::V,നഷ്ടപ്പെടുക,ацəыӡра
964,fallen lassen::V,വീഴ്ത്തുക,ацəкаҳара
965,machen::V,ഉണ്ടാക്കുക,ачаҧара
966,herstellen::V,ഉൽപാദിപ്പിക്കുക,аиҵдара
967,bauen::V,നിർമ്മിക്കുക,аргылара
968,reparieren::V,നന്നാക്കുക,арҽеира
969,verbessern::V,മെച്ചപ്പെടുക,аиҕьтəра
970,ändern::V,മാറ്റംവരുത്തുക,аҧсахра
971,graben::V,കുഴിക്കുക,ажра
972,beugen::V,വണങ്ങുക,арҟəра
973,beugen::V,വണങ്ങുക,архəара
974,biegen::V,കുനിയുക,арҟəра
975,biegen::V,കുനിയുക,архəара
976,drehen::V,തിരിക്കുക,аргьежьра
977,wenden::V,തിരിയുക,
978,umdrehen::V,തിരിയുക,аарҳәра
979,heben::V,ഉയർത്തുക,аҩахара
980,heben::V,ഉയർത്തുക,араҳара
981,hochheben::V,ഉയർത്തുക,ахагалара
982,hochheben::V,ഉയർത്തുക,ашьҭҳəара
983,ergreifen::V,ബലമായി_പിടിക്കുക,
984,halten::V,പിടിക്കുക,акра
985,drücken::V,അമർത്തുക,ақəрӷəӷəара
986,schieben::V,തള്ളുക,аҵгəара
987,schieben::V,തള്ളുക,агəара
988,kratzen::V,ചുരണ്ടുക,ацəҟьара
989,lecken::V,നക്കുക,арбзара
990,beißen::V,കടിക്കുക,ацҳара
991,abreißen::V,കീറിക്കളയുക,амжəара
992,abschneiden::V,മുറിച്ചുമാറ്റുക,ахҵəара
993,abschneiden::V,മുറിച്ചുമാറ്റുക,аҿахҵəара
994,binden::V,കെട്ടുക,аҿаҳəара
995,stecken::V,തുളയ്ക്കുക,алаҵара
996,brechen::V,ഉടയുക,аҧҵəара
997,klopfen::V,തട്ടുക,асра
998,hauen::V,അടിക്കുക,ақəкшара
999,kleben::V,ഒട്ടിക്കുക,аҷабра
1000,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,арҟəыҷра
1001,streichen::V,പടർത്തുക,ахьшьра
1002,schleifen::V,പൊടിക്കുക,ахра
1003,schneiden::V,മുറിക്കുക,аҧҟара
1004,rütteln::V,മുട്ടുക,арҵысра
1005,schütteln::V,കുലുക്കുക,аршəшəара
1006,schwenken::V,ആടുക,аҟьара
1007,schütten::V,ഒഴിക്കുക,аҭаҭəара
1008,füllen::V,നിറയ്ക്കുക,арҭəра
1009,einwickeln::V,പൊതിയുക,алаҳəара
1010,tragen::V,വഹിക്കുക,аҩагара
1011,schleppen::V,വലിച്ചിഴയ്ക്കുക,арҳəазара
1012,ziehen::V,വലിക്കുക,ахара
1013,aufbewahren::V,വയ്ക്കുക,аҵəахра
1014,werfen::V,എറിയുക,аршəра
1015,fangen::V,പിടിക്കുക,акра
1016,packen::V,തട്ടിപ്പറിക്കുക,анкра
1017,packen::V,തട്ടിപ്പറിക്കുക,аҵкаара
1018,verstecken::V,മറയ്ക്കുക,аҵəахра
1019,teilen::V,വിഭജിക്കുക,ашара
1020,schicken::V,അയയ്ക്കുക,ашьҭра
1021,bringen::V,കൊണ്ടുവരുക,аагара
1022,hinzufügen::V,കൂട്ടുക,ацҵара
1023,bekommen::V,കിട്ടുക,аҧшаара
1024,bekommen::V,കിട്ടുക,архиара
1025,bekommen::V,കിട്ടുക,аура
1026,erhalten::V,സ്വീകരിക്കുക,аиура
1027,nehmen::V,എടുക്കുക,агара
1028,wählen::V,തിരഞ്ഞെടുക്കുക,алҧшаара
1029,auswählen::V,തിരഞ്ഞെടുക്കുക,алхра
1030,bewahren::V,പുലർത്തുക,
1031,behindern::V,തടയിടുക,аҧырхагахара
1032,verderben::V,നശിപ്പിക്കുക,алгара
1033,verderben::V,നശിപ്പിക്കുക,абжьыхра
1034,verderben::V,നശിപ്പിക്കുക,аҧхасҭатəра
1035,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,аҧхасҭатəра
1036,zerbrechen::V,ഉടയുക,аҧҽра
1037,zerreißen::V,കീറുക,аҧжəара
1038,zerstören::V,നശിപ്പിക്കുക,аилаҧыххаара
1039,verbrennen::V,കത്തിനശിക്കുക,абылра
1040,verbrennen::V,കത്തിച്ചുകളയുക,абылра
1041,geben::V,കൊടുക്കുക,аҭара
1042,geben::V,തരുക,аҭара
1043,reichen::V,കൈമാറുക,аҭара
1044,schenken::V,സമ്മാനം കൊടുക്കുക,аҩгара
1045,versprechen::V,വാഗ്ദാനം_നൽകുക,ақəргəыӷра
1046,wünschen::V,ആഗ്രഹിക്കുക,
1047,loben::V,പുകഴ്ത്തുക,арҽхəара
1048,küssen::V,ഉമ്മവയ്ക്കുക,агəӡра
1049,wiegen::V,ഇളകുക,
1050,zudecken::V,മുടുക,аҵахҩара
1051,zudecken::V,മുടുക,ақəршəра
1052,wecken::V,ഉണർത്തുക,арҿыхара
1053,zeigen::V,കാണിക്കുക,арбара
1054,führen::V,നടത്തുക,аныҟəгара
1055,lehren::V,പഠിപ്പിക്കുക,арҵара
1056,unterrichten::V,പരിശീലിപ്പിക്കുക,арҧхьара
1057,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,ааӡара
1058,leiten::V,നയിക്കുക,ахагылазаара
1059,antreiben::V,പ്രേരിപ്പിക്കുക,арццакра
1060,lassen::V,അനുവദിക്കുക,арҟаҵара
1061,einladen::V,ക്ഷണിക്കുക,ааҕхьара
1062,einladen::V,ക്ഷണിക്കുക,анаҧхьара
1063,vereinigen::V,കൂടിച്ചേരുക,аилаҵара
1064,besuchen::V,സന്ദർശിക്കുക,абара
1065,treffen::V,തമ്മിൽ കാണുക,аҧылара
1066,sich versammeln::V,സംയോജിപ്പിക്കുക,аизара
1067,spielen::V,കളിക്കുക,ахəмарра
1068,singen::V,പാടുക,ашəаҳəара
1069,tanzen::V,നൃത്തം ചെയ്യുക,акəашара
1070,sich trennen::V,നേർപെടുത്തുക,аилыҵра
1071,verlassen::V,പിൻവാങ്ങുക,акажьра
1072,retten::V,രക്ഷിക്കുക,Аиқəрхара
1073,bewachen::V,കാവൽനിൽക്കുക,ахьчара
1074,schützen::V,പരിരക്ഷിക്കുക,ацəыхьчара
1075,verteidigen::V,പ്രതിരോധിക്കുക,ахьчара
1076,sich schlagen::V,കലഹിക്കുക,аисра
1077,schießen::V,വെടിവെക്കുക,ахысра
1078,siegen::V,വിജയിക്കുക,аиааира
1079,ärgern::V,വിഷമിപ്പിക്കുക,аргəаара
1080,schlagen::V,അടിക്കുക,асра
1081,schlagen::V,അടിക്കുക,аҭасра
1082,treten::V,തൊഴിക്കുക,
1083,stechen::V,കുത്തുക,алакшара
1084,stoßen::V,തള്ളുക,агəҭасра
1085,stehlen::V,മോഷ്ടിക്കുക,аӡара
1086,stören::V,ശല്യപ്പെടുത്തുക,аҧырхагахара
1087,belästigen::V,മെനക്കെടുക,аргəамҵра
1088,verbergen::V,മറയ്ക്കുക,аӡара
1089,verbergen::V,ഒളിക്കുക,аӡара
1090,täuschen::V,കബളിപ്പിക്കുക,ажьара
1091,betrügen::V,ചതിക്കുക,ажьара
1092,töten::V,കൊല്ലുക,ашьра
1093,wohnen::V,താമസിക്കുക,анхара
1094,arbeiten::V,ജോലിചെയ്യുക,аусура
1095,sammeln::V,സഞ്ചയിക്കുക,аҟəшəара
1096,pflücken::V,പറിച്ചെടുക്കുക,аҿыршəара
1097,pflücken::V,പറിച്ചെടുക്കുക,аҿыхра
1098,jagen::V,വേട്ടയാടുക,ашəарыцара
1099,fischen::V,മീൻ പിടിക്കുക,аҧсыӡ икуеит
1100,fassen::V,പിടിക്കുക,акра
1101,hüten::V,ചേർക്കുക,арҳəра
1102,hüten::V,ചേർക്കുക,ахьчара
1103,treiben::V,വാഹനം_ഓടിക്കുക,акацара
1104,anbinden::V,കെട്ടിയിടുക,адҳəалара
1105,füttern::V,തീറ്റുക,акырҿаҵара
1106,melken::V,പാലുകറക്കുക,ахьара
1107,hacken::V,വെട്ടിമുറിക്കുക,аҟəаҟəара
1108,gießen::V,നനയ്ക്കുക,аҵаҭəара
1109,reifen::V,പാകമാകുക,ашəра
1110,reifen::V,പാകമാകുക,аҟалара
1111,zubereiten::V,പാചകം_ചെയ്യുക,ацура
