,Concept_ID,uz,lez
776,rauchen::V,tutamoq,
777,regnen::V,yomg'ir yog'moq,къун
778,gefrieren::V,muzlamoq,муркӏади кьун
779,tauen::V,ärimoq,цӏурун
780,schmelzen::V,ärimoq,цӏурун
781,trocknen::V,qurimoq,кьурун
782,sieden::V,qaynamoq,ругун
783,faulen::V,chirimoq,кутӏун
784,verfaulen::V,chirimoq,чуьруьтмиш хьун
785,verfaulen::V,chirimoq,кутӏун
786,reißen::V,qayt qilmoq,атӏун
787,reißen::V,qayt qilmoq,къазунун
788,versinken::V,g'arq bo'lmoq,батмиш хьун
789,vergehen::V,o'tmoq,алатун
790,erscheinen::V,zuhur ätmoq,майдандиз акъатун
791,verschwinden::V,yo'qolmoq,квахьун
792,sinken::V,pasaymoq,элекьун
793,abnehmen::V,kamaymoq,тӏимил хьун
794,abnehmen::V,kamaymoq,гъвечӏи хьун
795,zunehmen::V,urchimoq,артух хьун
796,steigen::V,oshmoq,хкаж хьун
797,wachsen::V,o'smoq,экъечӏун
798,glänzen::V,porlamoq,цӏарцӏар гун
799,funkeln::V,yalt ätmoq,нур гун
800,lärmen::V,taraq ätmoq,ван авун
801,läuten::V,jiringlamoq,зенг ягъун
802,klingeln::V,jiringlamoq,зенг ягъун
803,klirren::V,sharaqlamoq,зигринг авун
804,brausen::V,vag'illamoq,къати хьун
805,rauschen::V,shitirlamoq,вишриш авун
806,klingen::V,yangramoq,ван авун
807,bellen::V,hurmoq,элуькьун
808,heulen::V,uvlamoq,къув ягъун
809,blasen::V,puflamoq,уф гун
810,pfeifen::V,xushtak chalmoq ,уьфт ягъун
811,schreien::V,qiyqirmoq,гьараюн
812,stöhnen::V,nola qilmoq,суза авун
813,zittern::V,titramoq,зурзун
814,leben::V,yashamoq,яшамиш хьун
815,geboren werden::V,tug'ilmoq,хьун
816,atmen::V,nafas chiqarmoq,нефес чӏугун
817,trinken::V,ichmoq,хъун
818,essen::V,emoq,тӏуьн
819,schlucken::V,yutmoq,туькьуьнун
820,müde werden::V,horimoq,галатун
821,müde werden::V,horimoq,юргъун хьун
822,einschlafen::V,uxlab qolmoq,ксун
823,schlafen::V,uxlamoq,ксун
824,aufwachen::V,uyg'onmoq,ахварай аватун
825,aufstehen::V,qo'pmoq,къарагъун
826,sich erholen::V,dam olmoq,ял ягъун
827,krank werden::V,kasallanmoq,кефсуз хьун
828,krank sein::V,betob yotmoq,тӏа хьун
829,schmerzen::V,og'rimoq,тӏа хьун
830,husten::V,yo'talmoq,уьгьуь ягъун
831,genesen::V,tuzalmoq,сагъ хъхьун
832,sterben::V,o'lmoq,кьин
833,umkommen::V,halok bo'lmoq,терг хьун
834,sich bewegen::V,harakat qilmoq,юзун
835,sich rühren::V,qimirlamoq,юзун
836,sich erheben::V,qo'pmoq,къарагъун
837,sich setzen::V,o'tirmoq,ацукьун
838,hinfallen::V,yiqilmoq,алукьун
839,laufen::V,yurmoq,къекъуьн
840,schreiten::V,yurmoq,ккамар къачун
841,spazierengehen::V,sayr ätmoq,сейр авун
842,eilen::V,tezlamoq,тади авун
843,sich beeilen::V,shoshmoq,гьерекатун
844,sausen::V,chopqillamoq,чкурун
845,rennen::V,yugurmoq,катун
846,rennen::V,yugurmoq,зверун
847,springen::V,sakramoq,хкадарун
848,klettern::V,yuqorilamoq,акьахун
849,schaukeln::V,irg'amoq,
850,kriechen::V,ämaklamoq,капаралди фин
851,schwimmen::V,suzmoq,сирнав авун
852,tauchen::V,chu'mmoq,кьилихъди циз вегьин
853,rudern::V,eshkak eshmoq,кьусуйралди лодка гьалун
854,rudern::V,eshkak eshmoq,цуьруьгъуьлдалди кӏватӏун
855,fahren::V,haydamoq,фин
856,fliegen::V,uchmoq,лув гун
857,fliegen::V,uchmoq,цавай фин
858,gehen::V,bormoq,фин
859,weggehen::V,ketoq,хъфин
860,abfahren::V,jo'namoq,фин
861,abfahren::V,jo'namoq,рекье гьатун
862,anhalten::V,to'xtamoq,акъвазун
863,hineingehen::V,kirmoq,гьахьун
864,eintreten::V,kirmoq,гьахьун
865,kommen::V,kelmoq,атун
866,ankommen::V,etib kelmoq,атун
867,zurückkommen::V,qaytib kelmoq,хтун
868,bleiben::V,qolmoq,амукьун
869,warten::V,poylamoq,гуьзлемишун
870,erwarten::V,kutmoq,вил алаз акъвазун
871,suchen::V,izlamoq,къекъуьн
872,finden::V,topmoq,жугъун
873,versuchen::V,chalishmoq,алахъун
874,vorbereiten::V,hozirlamoq,гьазурун
875,lieben::V,sevmoq,кӏан хьун
876,mögen::V,ardoqlamoq,рикӏ ацукьун
877,lachen::V,kulmoq,хъуьруьн
878,rühren::V,ta'sirlantirmoq,
879,weinen::V,yig'lamoq,шехьун
880,schimpfen::V,koyinmoq,сеперар гун
881,schimpfen::V,koyinmoq,экъуьгъунар авун
882,sich ärgern::V,g'azab qilmoq,хъел акатун
883,sich fürchten::V,hurkmoq,кичӏе хьун
884,fürchten::V,qo'rqmoq,къурхутмиш хьун
885,fliehen::V,qochmoq,катун
886,flüchten::V,qochmoq,катун
887,sehen::V,ko'rmoq,акун
888,anschauen::V,razm solmoq,вил вегьин
889,ansehen::V,razm qilmoq,килигун
890,hören::V,äshitmoq,ван хьун
891,zuhören::V,tinglamoq,яб гун
892,probieren::V,tatib ko'rmoq,дад акун
893,riechen::V,iskamoq,ни чӏугун
894,fühlen::V,sezmoq,гьисс авун
895,scheinen::V,tuyilmoq,
896,zu sehen sein::V,ko'rinmoq,
897,vernehmen::V,äshitmoq,
898,frieren::V,sovuq qotmoq,кьун
899,frieren::V,sovuq qotmoq,мекьи хьун
900,tun::V,ätmoq,авун
901,können::V,-a olmoq,хьун
902,können::V,-a olmoq,акъакьун
903,können::V,-y olmoq,хьун
904,können::V,-y olmoq,акъакьун
905,wollen::V,istamoq,кӏан хьун
906,anfangen::V,boshlamoq,башламишун
907,beenden::V,bitirmoq,куьтягьун
908,aufhören::V,tinmoq,акъвазун
909,gelingen::V,muvaffaqiyat qozonmoq,арадал атун
910,geraten::V,bo'lmoq,акъатун
911,öffnen::V,ochmoq,ахъаюн
912,schließen::V,yopmoq,акьалун
913,stellen::V,qo'ymoq,эцигун
914,setzen::V,o'tqazmoq,ацукьарун
915,legen::V,yotqizmoq,эцигун
916,berühren::V,tegmoq,хкӏурун
917,verbinden::V,ulamoq,гилигун
918,bedecken::V,bekitmoq,кӏевун
919,aufhängen::V,ildirmoq,куьрсарун
920,anzünden::V,yondirmoq,куькӏуьрун
921,aufheben::V,ko'tarmoq,хкажун
922,zurücklassen::V,ayrilmoq,тун
923,verlieren::V,yo'qotmoq,квадарун
924,fallen lassen::V,tushirmoq,авадрун
925,machen::V,qilmoq,авун
926,machen::V,qilmoq,кар авун
927,herstellen::V,chiqarmoq,расун
928,bauen::V,solmoq,туькӏуьрун
929,reparieren::V,tuzatmoq,расун
930,verbessern::V,isloh qilmoq,хъсанрун
931,ändern::V,o'zgartirmoq,табдил авун
932,graben::V,qazimoq,эгъуьнун
933,beugen::V,bukmoq,акӏажарун
934,beugen::V,bukmoq,кангур авун
935,biegen::V,bukmoq,патахъарун
936,drehen::V,aylantirmoq,алчударун
937,wenden::V,burmoq,
938,umdrehen::V,ag'darmoq,элкъуьрун
939,heben::V,yuksaltirmoq,хкажун
940,hochheben::V,ko'tarmoq,хкажун
941,ergreifen::V,tutamlamoq,агалчна кьун
942,halten::V,tutmoq,кьун
943,drücken::V,bosmoq,чуькьуьн
944,schieben::V,surmoq,хуртӏ гун
945,kratzen::V,qashimoq,къадгъунун
946,lecken::V,mijimoq,мез гун
947,beißen::V,tishlamoq,кӏасун
948,abreißen::V,emirmoq,галудун
949,abschneiden::V,cho'rt kesmoq,атӏун
950,binden::V,bog'lamoq,
951,stecken::V,suqmoq,сухун
952,brechen::V,sindirmoq,хун
953,brechen::V,sindirmoq,кукӏварун
954,klopfen::V,dukurlamoq,тахъ-тахъ авун
955,hauen::V,urmoq,ягъун
956,kleben::V,yopishtirmoq,алкӏурун
957,kleben::V,yopishtirmoq,кукӏурун
958,reiben::V,surkamoq,тӏушунун
959,streichen::V,surkamoq,алтадун
960,schleifen::V,qayramoq,кӏвенкӏв авун
961,schneiden::V,kesmoq,атӏун
962,rütteln::V,chayqamoq,къарсурун
963,schütteln::V,chayqamoq,къарсурун
964,schwenken::V,chayqatmoq,элягъун
965,schwenken::V,chayqatmoq,галтадун
966,schütten::V,quymoq,цун
967,füllen::V,to'ldirmoq,ацӏурун
968,einwickeln::V,chulg'amoq,кутун
969,einwickeln::V,chulg'amoq,элкъуьрун
970,tragen::V,tashimoq,тухун
971,schleppen::V,sudramoq,галчӏурун
972,ziehen::V,tortmoq,ялун
973,ziehen::V,tortmoq,чӏугун
974,aufbewahren::V,tutmoq,хуьн
975,werfen::V,tashlamoq,гадрун
976,fangen::V,tutmoq,кьун
977,packen::V,opqochmoq,кьун
978,verstecken::V,yashirmoq,кӏевун
979,teilen::V,bo'lmoq,паюн
980,schicken::V,yubormoq,ракъурун
981,bringen::V,keltirmoq,гъун
982,hinzufügen::V,tirkamoq,алава авун
983,bekommen::V,olmoq,къачун
984,bekommen::V,olmoq,жугъурун
985,erhalten::V,olmoq,къачун
986,nehmen::V,olmoq,къачун
987,wählen::V,saylamoq,хкягъун
988,auswählen::V,saylamoq,хкягъун
989,bewahren::V,saqlamoq,хуьн
990,behindern::V,xalal bermoq,манийвал авун
991,verderben::V,xazon qilmoq,чӏурун
992,beschädigen::V,buzmoq,нукьсанвал гун
993,zerbrechen::V,sindirmoq,хун
994,zerreißen::V,yirtmoq,къазунун
995,zerstören::V,vayron qilmoq,чӏурун
996,zerstören::V,vayron qilmoq,барбатӏун
997,verbrennen::V,kuydirmoq,ккун
998,geben::V,bermoq,гун
999,reichen::V,bermoq,вугун
1000,reichen::V,bermoq,гун
1001,schenken::V,sovg'a qilmoq,пишкеш авун
1002,versprechen::V,va'da bermoq,гаф гун
1003,wünschen::V,orziqmoq,дуьа авун
1004,loben::V,maqtamoq,тариф авун
1005,küssen::V,o'pmoq,темен гун
1006,wiegen::V,tebratmoq,эчӏягъун
1007,zudecken::V,yopmoq,гьалдун
1008,wecken::V,uyg'otmoq,ахварай авудун
1009,zeigen::V,ko'rsatmoq,къалурун
1010,führen::V,boshlik bo'lmoq,тухун
1011,lehren::V,o'rgatmoq,кӏелиз тун
1012,unterrichten::V,dars bermoq,тарс гун
1013,aufziehen::V,o'stirmoq,тербия гун
1014,aufziehen::V,o'stirmoq,тербияламишун
1015,leiten::V,boshqarmoq,идара авун
1016,antreiben::V,shoshiltirmoq,тади кутун
1017,lassen::V,ruxsat bermoq,
1018,einladen::V,taklif kilmoq,теклиф авун
1019,vereinigen::V,qo'shmoq,сад авун
1020,besuchen::V,mehmonga bormoq,кьилив атун
1021,treffen::V,duchor bo'lmoq,гьалтун
1022,sich versammeln::V,to'planmoq,алтӏушун
1023,spielen::V,o'ynamoq,къугъун
1024,singen::V,yalla qilmoq,лугьун
1025,singen::V,yalla qilmoq,мани лугьун
1026,tanzen::V,raqs qilmoq,кьуьл авун
1027,sich trennen::V,yakkalanmoq,къакъатун
1028,verlassen::V,qoldirmoq,гъил къачун
1029,retten::V,qutqazmoq,къутармишун
1030,bewachen::V,qo'rimoq,хуьн
1031,schützen::V,yoniga olmoq,хуьн
1032,verteidigen::V,yoqlamoq,хуьн
1033,sich schlagen::V,yoqalashmoq,кукӏун
1034,schießen::V,otmoq,акъатун
1035,siegen::V,engmoq,гъалиб хьун
1036,ärgern::V,jahl chiqarmoq,хъел гъун
1037,ärgern::V,jahl chiqarmoq,хъел кутун
1038,schlagen::V,urmoq,ягъун
1039,schlagen::V,urmoq,галукьарун
1040,treten::V,tepmoq,кьуьл къекъягъун
1041,treten::V,tepmoq,кьуьл эцягъун
1042,stechen::V,qadamoq,акьадарун
1043,stoßen::V,turtmoq,эцягъун
1044,stehlen::V,o'g'rilamoq,чуьнуьхун
1045,stören::V,tebratmoq,хкуьрун
1046,belästigen::V,g'ashini keltirmoq,хкуьрун
1047,belästigen::V,g'ashini keltirmoq,азият гун
1048,verbergen::V,berkitmoq,далдаламишун
1049,täuschen::V,aldamoq,алцурарун
1050,täuschen::V,aldamoq,алцуррун
1051,betrügen::V,tirriq qilmoq,алцурарун
1052,betrügen::V,tirriq qilmoq,гьарамзадавал авун
1053,töten::V,o'ldirmoq,яна кьин
1054,wohnen::V,istiqomat qilmoq,дуланмиш хьун
1055,arbeiten::V,ishlamoq,кӏвалахун
1056,arbeiten::V,ishlamoq,кӏвалах авун
1057,sammeln::V,yig'moq,кӏватӏун
1058,pflücken::V,termoq,атӏун
1059,jagen::V,ov qilmoq,гъуьрч авун
1060,fischen::V,baliq ovlamoq,гъетер кьун
1061,fassen::V,ilinmoq,кьун
1062,hüten::V,boqtirmoq,чӏура хуьн
1063,treiben::V,haydamoq,гьалун
1064,anbinden::V,bog'lamoq,акалун
1065,füttern::V,edirmoq,ем гун
1066,melken::V,sog'moq,ацун
1067,hacken::V,chopmoq,куьткуьнун
1068,gießen::V,oqizmoq,яд гун
1069,reifen::V,qizarmoq,чурун
1070,reifen::V,qizarmoq,агакьун
1071,zubereiten::V,pishirmoq,гьазурун
1072,kochen::V,qaynatmoq,ругун
1073,backen::V,yopmoq,чурун
1074,braten::V,qovurmoq,чурун
1075,umrühren::V,atalamoq,какадарун
1076,stricken::V,to'qimoq,хурун
1077,nähen::V,tikmoq,цун
1078,färben::V,bo'yoqlamoq,шир ягъун
1079,reinigen::V,tozalamoq,михьун
1080,waschen::V,yuvmoq,чуьхуьн
1081,abwischen::V,surkamoq,гуьцӏун
1082,spülen::V,chaymoq,экъуьрун
1083,fegen::V,cho'tkalamoq,шуткун
1084,kehren::V,supurmoq,кул алтадун
1085,baden::V,cho'milmoq,эхъуьн
1086,sich waschen::V,yuvinmoq,жендек чуьхуьн
1087,ausziehen::V,echintirmoq,хутӏунун
1088,ausziehen::V,echintirmoq,галудун
1089,anziehen::V,kiymoq,алукӏун
1090,sich anziehen::V,kiyinmoq,алукӏун
1091,sich anziehen::V,kiyinmoq,парталар алукӏун
1092,kämmen::V,taramoq,эвягъун
1093,schmücken::V,yasatmoq,безетмишун
1094,schmücken::V,yasatmoq,гуьрчегарун
1095,sagen::V,aytmoq,лугьун
1096,sprechen::V,so'zlamoq,рахун
1097,reden::V,gapirmoq,рахун
1098,sich unterhalten::V,suhbatlashmoq,ихтилат авун
1099,fragen::V,so'ramoq,жузун
1100,bitten::V,iltimos qilmoq,тӏалабун
1101,erzählen::V,aytib bermoq,ахъаюн
1102,mitteilen::V,bildirmoq,хабар гун
1103,nennen::V,atamoq,тӏвар гун
1104,rufen::V,chaqirmoq,эверун
1105,prahlen::V,gerdaymoq,яцӏу гафар авун
1106,übersetzen::V,tarjima qilmoq,таржума авун
1107,übersetzen::V,tarjima qilmoq,гафладун
1108,denken::V,o'ylamoq,фикир авун
1109,glauben::V,ishonmoq,агъун
1110,bemerken::V,payqamoq,фикир гун
1111,erkennen::V,tanimoq,
1112,begreifen::V,tushunmoq,гъавурда акьун
1113,verstehen::V,anglamoq,
1114,lernen::V,o'qimoq,кӏелун
1115,wissen::V,bilmoq,чир хьун
1116,wissen::V,bilmoq,чирхьун
1117,sich erinnern an::V,äsni tanimoq,рикӏел хуьн
1118,vergessen::V,unutmoq,рикӏелай фин
1119,vergessen::V,unutmoq,рикӏелай алатун
1120,messen::V,o'lchamoq,алцумун
1121,zählen::V,raqamlamoq,гьисабун
1122,rechnen::V,cho'tlamoq,гьисабун
1123,lesen::V,o'qimoq,кӏелун
1124,malen::V,rasm solmoq,кхьин
1125,malen::V,rasm solmoq,шикилар чӏугун
1126,zeichnen::V,chizmoq,чӏугун
1127,schreiben::V,yozmoq,кхьин
1128,besitzen::V,ägalamoq,иеси хьун
1129,kaufen::V,olmoq,къачун
1130,kaufen::V,olmoq,маса къачун
1131,verkaufen::V,sotmoq,гун
1132,verkaufen::V,sotmoq,маса гун
1133,bezahlen::V,to'lamoq,къимет гун
1134,bezahlen::V,to'lamoq,эвезда авун
1135,bezahlen::V,to'lamoq,гьакъи агакьрун
1136,zahlen::V,to'lamoq,къимет гун
1137,zahlen::V,to'lamoq,эвезда авун
1138,zahlen::V,to'lamoq,гьакъи агакьрун
1139,beherrschen::V,ägalamoq,иеси хьун
1140,ertragen::V,chidamoq,таб гун
