,Concept_ID,bg,uk
860,sitzen::V,седя,сидіти
861,liegen::V,лежа,лежати
862,hängen::V,вися,висіти
863,werden::V,бъда,стати
864,werden::V,бъда,робитися
865,werden::V,стана,стати
866,werden::V,стана,робитися
867,passieren::V,случа се,трапитися
868,beginnen::V,започна,початися
869,enden::V,свърша,кінчитися
870,wechseln::V,променям,мінятися
871,aufgehen[Sonne]::V,изгрея,зійти
872,untergehen[Sonne]::V,заляза,зайти
873,scheinen[Sonne]::V,грея,світити
874,scheinen[Sonne]::V,светя,світити
875,donnern::V,гърмя,гриміти
876,wehen::V,вея,віяти
877,wehen::V,духам,віяти
878,strömen::V,тека,литися
879,strömen::V,лея се,литися
880,fließen::V,тека,текти
881,sich drehen::V,въртя се,обертатися
882,schwanken::V,клатя се,коливатися
883,schwingen::V,трептя,хитатися
884,schwingen::V,трептя,гойдатися
885,fallen::V,падам,падати
886,brennen::V,горя,горіти
887,rauchen::V,димя,диміти
888,regnen::V,вали дъжд,дощити
889,gefrieren::V,замръзна,змерзнути
890,tauen::V,топя се,танути
891,schmelzen::V,разтопя се,плавитися
892,trocknen::V,съхна,сохнути
893,sieden::V,вря,кипіти
894,sieden::V,кипя,кипіти
895,faulen::V,гния,гнити
896,verfaulen::V,изгния,згнити
897,reißen::V,напукам се,рватися
898,versinken::V,потъна,тонути
899,vergehen::V,минавам,проходити
900,erscheinen::V,явя се,з’явитися
901,verschwinden::V,изчезна,щезнути
902,verschwinden::V,изчезна,зникнути
903,sinken::V,падна,спадати
904,abnehmen::V,отслабна,поменшитися
905,zunehmen::V,нарасна,збільшуватися
906,steigen::V,увелича се,підніматися
907,steigen::V,покачвам се,підніматися
908,wachsen::V,раста,рости
909,glänzen::V,лъщя,блищати
910,glänzen::V,блестя,блищати
911,funkeln::V,искря,блискати
912,lärmen::V,шумя,шуміти
913,läuten::V,звъня,дзвонити
914,klingeln::V,звъня,дзвонити
915,klirren::V,звънтя,дзвякати
916,klirren::V,дрънкам,дзвякати
917,brausen::V,буча,бушувати
918,rauschen::V,шумя,шелестіти
919,klingen::V,звуча,лунати
920,klingen::V,звуча,звучати
921,bellen::V,лая,гавкати
922,heulen::V,вия,вити
923,heulen::V,рева,вити
924,blasen::V,духна,дунути
925,pfeifen::V,свиря,свистіти
926,schreien::V,крещя,кричати
927,stöhnen::V,стена,стогнати
928,stöhnen::V,пъшкам,стогнати
929,zittern::V,треперя,тремтіти
930,leben::V,живея,жити
931,geboren werden::V,родя се,народитися
932,atmen::V,дишам,дихати
933,trinken::V,пия,пити
934,essen::V,ям,їсти
935,schlucken::V,гълтам,ковтати
936,müde werden::V,уморя се,втомитися
937,einschlafen::V,заспя,заснути
938,schlafen::V,спя,спати
939,aufwachen::V,събудя се,прокинутися
940,aufstehen::V,стана,встати
941,sich erholen::V,отдъхвам си,відпочивати
942,krank werden::V,заболея,захворіти
943,krank sein::V,боледувам,хворіти
944,schmerzen::V,боля,боліти
945,husten::V,кашлям,кашляти
946,genesen::V,оздравея,одужати
947,genesen::V,оздравея,видужати
948,sterben::V,умра,померти
949,umkommen::V,загина,згинути
950,sich bewegen::V,движа се,рухатися
951,sich bewegen::V,мърдам се,рухатися
952,sich rühren::V,движа се,ворушитися
953,sich erheben::V,стана,встати
954,sich setzen::V,седна,сісти
955,hinfallen::V,падна,упасти
956,laufen::V,ходя,ходити
957,schreiten::V,крача,крокувати
958,spazierengehen::V,разхождам се,гуляти
959,eilen::V,бързам,спішити
960,sich beeilen::V,побързам,поспішати
961,sausen::V,тичам,мчатися
962,rennen::V,бягам,бігати
963,springen::V,скачам,скакати
964,springen::V,скачам,стрибати
965,klettern::V,катеря се,лазити
966,schaukeln::V,люлея се,гойдатися
967,kriechen::V,лазя,повзати
968,kriechen::V,пълзя,повзати
969,schwimmen::V,плувам,пливти
970,schwimmen::V,плувам,плавати
971,tauchen::V,гмуркам се,пірнати
972,rudern::V,греба,гребти
973,rudern::V,греба,веслувати
974,fahren::V,пътувам,їхати
975,fliegen::V,летя,літати
976,fliegen::V,хвърча,літати
977,gehen::V,ида,іти
978,gehen::V,вървя,іти
979,weggehen::V,отида си,піти
980,abfahren::V,отпътувам,від’їхати
981,abfahren::V,отпътувам,відправитися
982,anhalten::V,спра се,зупинитися
983,hineingehen::V,влизам,входити
984,eintreten::V,вляза,увійти
985,kommen::V,ида,прийти
986,kommen::V,дойда,прийти
987,ankommen::V,пристигна,прибути
988,zurückkommen::V,върна се,повернутися
989,bleiben::V,остана,залишитися
990,warten::V,чакам,чекати
991,erwarten::V,очаквам,чекати
992,suchen::V,търся,шукати
993,finden::V,намеря,знайти
994,versuchen::V,опитам,випробовувати
995,vorbereiten::V,подготвя,підготувати
996,lieben::V,любя,любити
997,mögen::V,обичам,любити
998,mögen::V,обичам,подобатися
999,lachen::V,смея се,сміятися
1000,rühren::V,трогна,розчулити
1001,weinen::V,плача,плакати
1002,schimpfen::V,ругая,лаятися
1003,schimpfen::V,псувам,лаятися
1004,sich ärgern::V,ядосам се,сердитися
1005,sich fürchten::V,боя се,боятися
1006,sich fürchten::V,страхувам се,боятися
1007,fürchten::V,боя се от,боятися
1008,fürchten::V,страхувам се от,боятися
1009,fliehen::V,бягам,тікати
1010,flüchten::V,бягам,утекти
1011,flüchten::V,избягам,утекти
1012,sehen::V,видя,бачити
1013,anschauen::V,гледам,поглянути
1014,ansehen::V,поглеждам,дивитися на
1015,hören::V,чувам,чути
1016,zuhören::V,слушам,слухати
1017,probieren::V,опитам,покуштувати
1018,riechen::V,подуша,нюхати
1019,fühlen::V,усещам,відчувати
1020,fühlen::V,чувствувам,відчувати
1021,scheinen::V,изглеждам,здаватися
1022,zu sehen sein::V,виждам се,виднітися
1023,vernehmen::V,доловя,почути
1024,frieren::V,мръзна,мерзнути
1025,tun::V,правя,робити
1026,können::V,мога,могти
1027,wollen::V,ща,хотіти
1028,wollen::V,искам,хотіти
1029,anfangen::V,започна,почати
1030,beenden::V,свърша,закінчити
1031,beenden::V,завърша,закінчити
1032,aufhören::V,престана,перестати
1033,gelingen::V,успея,вдатися
1034,gelingen::V,сполуча,вдатися
1035,geraten::V,удам се,опинитися
1036,öffnen::V,отворя,відкрити
1037,schließen::V,затворя,закрити
1038,stellen::V,поставя,поставити
1039,setzen::V,туря,посадити
1040,legen::V,сложа,класти
1041,legen::V,слагам,класти
1042,berühren::V,докосна,чіпати
1043,verbinden::V,свържа,зв’язати
1044,bedecken::V,покрия,покрити
1045,aufhängen::V,закача,повісити
1046,anzünden::V,запаля,запалити
1047,aufheben::V,вдигна,підняти
1048,aufheben::V,повдигна,підняти
1049,zurücklassen::V,оставя,залишити
1050,verlieren::V,загубя,загубити
1051,fallen lassen::V,изпусна,упустити
1052,machen::V,направя,зробити
1053,herstellen::V,произведа,виготовити
1054,bauen::V,строя,будувати
1055,reparieren::V,поправя,лагодити
1056,verbessern::V,подобря,поліпшити
1057,ändern::V,променя,змінити
1058,graben::V,копая,копати
1059,beugen::V,прегъна,зігнути
1060,biegen::V,прегъна,погнути
1061,drehen::V,въртя,вертіти
1062,wenden::V,обърна,повернути
1063,umdrehen::V,обърна,перевернути
1064,heben::V,вдигам,піднімати
1065,hochheben::V,издигна,підняти
1066,ergreifen::V,хвана,схопити
1067,ergreifen::V,обхвана,схопити
1068,halten::V,държа,тримати
1069,drücken::V,натискам,натискати
1070,drücken::V,притискам,натискати
1071,schieben::V,тикам,пхати
1072,schieben::V,тикам,штовхати
1073,kratzen::V,одраскам,шкребти
1074,lecken::V,лижа,лизати
1075,lecken::V,ближа,лизати
1076,beißen::V,хапя,кусати
1077,beißen::V,ухапя,кусати
1078,abreißen::V,откъсна,відірвати
1079,abschneiden::V,отрежа,відрізати
1080,binden::V,вържа,в’язати
1081,stecken::V,пъхна,увіткнути
1082,brechen::V,троша,зламати
1083,klopfen::V,чукам,стукати
1084,hauen::V,бия,бити
1085,kleben::V,лепя,клеїти
1086,kleben::V,залепя,клеїти
1087,reiben::V,трия,терти
1088,reiben::V,търкам,терти
1089,streichen::V,намажа,намазати
1090,schleifen::V,остря,точити
1091,schneiden::V,режа,різати
1092,rütteln::V,разтърсвам,хитати
1093,schütteln::V,клатя,трясти
1094,schütteln::V,друсам,трясти
1095,schwenken::V,размахам,махати
1096,schütten::V,сипя,налити
1097,füllen::V,напълня,наповнити
1098,einwickeln::V,увия,загорнути
1099,einwickeln::V,завия,загорнути
1100,tragen::V,нося,нести
1101,schleppen::V,влача,тягти
1102,ziehen::V,тегля,тягнути
1103,ziehen::V,дръпна,тягнути
1104,aufbewahren::V,съхраня,зберігати
1105,werfen::V,хвърля,кидати
1106,fangen::V,ловя,ловити
1107,fangen::V,уловя,ловити
1108,packen::V,хвана,схопити
1109,verstecken::V,крия,сховати
1110,verstecken::V,скрия,сховати
1111,teilen::V,разделя,розділити
1112,schicken::V,изпращам,посилати
1113,bringen::V,донеса,принести
1114,hinzufügen::V,прибавя,додати
1115,bekommen::V,сдобия се,дістати
1116,erhalten::V,получа,одержати
1117,nehmen::V,взема,взяти
1118,wählen::V,избирам,вибрати
1119,auswählen::V,избера,відібрати
1120,bewahren::V,пазя,зберегти
1121,behindern::V,преча,перешкоджати
1122,behindern::V,спъвам,перешкоджати
1123,verderben::V,разваля,зіпсувати
1124,beschädigen::V,повредя,зашкодити
1125,zerbrechen::V,счупя,розбити
1126,zerreißen::V,скъсам,розірвати
1127,zerstören::V,разруша,зруйнувати
1128,verbrennen::V,изгоря,спалити
1129,geben::V,дам,дати
1130,reichen::V,подам,передати
1131,schenken::V,подаря,дарувати
1132,versprechen::V,обещая,обіцяти
1133,wünschen::V,желая,бажати
1134,loben::V,хваля,хвалити
1135,küssen::V,целувам,цілувати
1136,wiegen::V,люлея,качати
1137,zudecken::V,покрия,накрити
1138,wecken::V,събудя,розбудити
1139,zeigen::V,покажа,показати
1140,führen::V,водя,вести
1141,führen::V,заведа,вести
1142,lehren::V,уча,вчити
1143,unterrichten::V,преподавам,викладати
1144,aufziehen::V,отгледам,виховати
1145,leiten::V,ръководя,керувати
1146,leiten::V,управлявам,керувати
1147,antreiben::V,подкарвам,підганяти
1148,lassen::V,накарам,змусити
1149,einladen::V,поканя,запросити
1150,vereinigen::V,съединя,об’єднати
1151,besuchen::V,посетя,завітати
1152,besuchen::V,посетя,відвідати
1153,treffen::V,срещна,зустріти
1154,sich versammeln::V,събера се,зібратися
1155,spielen::V,играя,грати
1156,singen::V,пея,співати
1157,tanzen::V,танцувам,танцювати
1158,sich trennen::V,разделя се,розлучитися
1159,verlassen::V,напусна,покинути
1160,retten::V,спася,врятувати
1161,bewachen::V,охранявам,охороняти
1162,schützen::V,запазя,уберігати
1163,verteidigen::V,защитя,захистити
1164,sich schlagen::V,бия се,битися
1165,sich schlagen::V,бия се,дратися
1166,schießen::V,стрелям,стріляти
1167,siegen::V,победя,перемогти
1168,ärgern::V,ядосам,сердити
1169,schlagen::V,бия,ударити
1170,schlagen::V,ударя,ударити
1171,treten::V,ритам,штовхати
1172,stechen::V,бодна,вколоти
1173,stoßen::V,бутна,штовхнути
1174,stoßen::V,блъсна,штовхнути
1175,stören::V,смутя,перешкодити
1176,belästigen::V,отегча,докучати
1177,belästigen::V,безпокоя,докучати
1178,verbergen::V,скрия,сховати
1179,täuschen::V,измамя,обдурити
1180,betrügen::V,измамя,зшахраювати
1181,töten::V,убия,убити
1182,töten::V,умъртвя,убити
1183,wohnen::V,живея,жити
1184,wohnen::V,живея,мешкати
1185,arbeiten::V,работя,працювати
1186,sammeln::V,събера,зібрати
1187,pflücken::V,бера,зривати
1188,pflücken::V,откъсна,зривати
1189,jagen::V,ловувам,полювати
1190,fischen::V,ловя риба,рибалити
1191,fassen::V,хвана,піймати
1192,hüten::V,пазя,пасти
1193,treiben::V,карам,гнати
1194,anbinden::V,завържа,прив’язати
1195,füttern::V,храня,годувати
1196,füttern::V,храня,харчувати
1197,melken::V,доя,доїти
1198,hacken::V,сека,рубати
1199,gießen::V,полея,полити
1200,reifen::V,узрея,дозріти
1201,zubereiten::V,приготвя,зготовити
1202,zubereiten::V,приготвя,приготувати
1203,kochen::V,варя,варити
1204,kochen::V,варя,готувати
1205,backen::V,пека,пекти
1206,braten::V,пържа,смажити
1207,umrühren::V,разбъркам,переміщати
1208,stricken::V,плета,в’язати
1209,nähen::V,шия,шити
1210,färben::V,боядисам,пофарбувати
1211,reinigen::V,почистя,очистити
1212,waschen::V,мия,мити
1213,waschen::V,пера,мити
1214,abwischen::V,избърша,витерти
1215,spülen::V,плакна,полоскати
1216,fegen::V,измета,підмітати
1217,kehren::V,мета,мести
1218,baden::V,къпя се,купатися
1219,sich waschen::V,мия се,митися
1220,ausziehen::V,съблека,зняти
1221,anziehen::V,облека,надіти
1222,sich anziehen::V,облека се,одягтися
1223,sich anziehen::V,облека се,одягнутися
1224,kämmen::V,реша,зачесати
1225,kämmen::V,вчеша,зачесати
1226,schmücken::V,накича,оздобити
1227,sagen::V,кажа,сказати
1228,sprechen::V,говоря,говорити
1229,reden::V,говоря,розмовляти
1230,sich unterhalten::V,разговарям,бесідувати
1231,fragen::V,запитам,запитати
1232,bitten::V,моля,просити
1233,erzählen::V,разкажа,розповісти
1234,mitteilen::V,съобщя,повідомити
1235,nennen::V,нарека,назвати
1236,rufen::V,викам,кликати
1237,rufen::V,повикам,кликати
1238,prahlen::V,хваля се,хвалитися
1239,übersetzen::V,преведа,перекласти
1240,denken::V,мисля,думати
1241,denken::V,мисля,мислити
1242,glauben::V,вярвам,вірити
1243,bemerken::V,забележа,помітити
1244,erkennen::V,позная,пізнати
1245,begreifen::V,схвана,осягнути
1246,verstehen::V,разбера,почути
1247,lernen::V,уча се,навчатися
1248,wissen::V,зная,знати
1249,sich erinnern an::V,спомня си за,пам’ятати
1250,vergessen::V,забравя,забути
1251,messen::V,меря,міряти
1252,zählen::V,броя,лічити
1253,rechnen::V,сметна,рахувати
1254,lesen::V,чета,читати
1255,malen::V,рисувам,малювати
1256,zeichnen::V,рисувам,рисувати
1257,schreiben::V,пиша,писати
1258,besitzen::V,имам,мати
1259,besitzen::V,притежавам,мати
1260,kaufen::V,купя,купити
1261,kaufen::V,купувам,купити
1262,verkaufen::V,продам,продати
1263,bezahlen::V,заплатя,заплатити
1264,zahlen::V,платя,платити
1265,beherrschen::V,владея,володіти
1266,ertragen::V,понеса,витерпіти
1267,Platte::N,,плита
1268,Stütze::N,,підпірка
1269,stehlen::V,,украсти
