,Concept_ID,ja,ba
790,sechzig::NUM,六十,алтмыш
791,siebzig::NUM,七十,етмеш
792,achtzig::NUM,八十,һикһән
793,neunzig::NUM,九十,туҡһан
794,hundert::NUM,百,йөҙ
795,tausend::NUM,千,мең
796,und::CNJ,-と,да
797,und::CNJ,そして,да
798,oder::CNJ,或いは,йәки
799,stehen::V,立っている,тороу
800,sitzen::V,座っている,ултырыу
801,liegen::V,横になっている,ятыу
802,hängen::V,掛かっている,аҫылынып тороу
803,werden::V,なる,булыу
804,passieren::V,起こる,булыу
805,beginnen::V,始まる,башлау
806,enden::V,終わる,бөтөү
807,enden::V,終わる,тамамланыү
808,wechseln::V,変わる,үҙгәреү
809,aufgehen[Sonne]::V,出る,ҡалҡыу
810,untergehen[Sonne]::V,沈む,байыу
811,scheinen[Sonne]::V,輝く,яҡтыртып тороу
812,donnern::V,雷が鳴る,күкрәү
813,wehen::V,吹く,иҫеү
814,strömen::V,流れる,ташыу
815,fließen::V,流れる,ағыу
816,sich drehen::V,回転する,әйләнеү
817,schwanken::V,揺れる,тирбәлеү
818,schwingen::V,振動する,бәүетеү
819,fallen::V,落ちる,йығылыу
820,brennen::V,燃える,яныу
821,rauchen::V,煙を出す,төтәү
822,regnen::V,雨が降る,ямғыр яуа
823,gefrieren::V,凍る,туңыү
824,tauen::V,溶ける,иреү
825,schmelzen::V,溶ける,иреү
826,trocknen::V,乾く,кибеү
827,sieden::V,沸く,ҡайнау
828,faulen::V,腐る,сереу
829,verfaulen::V,朽ちる,сереу
830,reißen::V,切れる,өҙөү
831,reißen::V,切れる,йыртылыу
832,versinken::V,沈む,батыу
833,vergehen::V,経つ,үтеү
834,erscheinen::V,現れる,килеп сығыу
835,verschwinden::V,消える,юғалыу
836,sinken::V,下がる,түбәнәйеү
837,abnehmen::V,減る,кәметеү
838,zunehmen::V,増える,артыу
839,steigen::V,上がる,күтәрелеү
840,wachsen::V,伸びる,үҫеү
841,glänzen::V,輝く,ялтырау
842,funkeln::V,ぴかぴか光る,баҙлау
843,lärmen::V,騒ぐ,шаулау
844,läuten::V,鳴る,ҡағыу
845,klingeln::V,鳴る,ҡағыу
846,klingeln::V,鳴る,шылтыратыу
847,klirren::V,がらんがらんと鳴る,шылтыратыу
848,brausen::V,逆巻く,ҡотороноу
849,rauschen::V,戦ぐ,шыптырлау
850,klingen::V,鳴る,яңғырау
851,bellen::V,吠える,өрөү
852,heulen::V,きゃんきゃん鳴く,олоу
853,blasen::V,吹く,өрөү
854,pfeifen::V,口笛を吹く,һызғырып ебәреү
855,schreien::V,叫ぶ,ҡысҡырыу
856,stöhnen::V,うめく,уңғырашыу
857,zittern::V,震える,ҡалтырау
858,leben::V,生きている,йәшәү
859,geboren werden::V,生まれる,тыуыу
860,atmen::V,呼吸する,тын алыү
861,trinken::V,飲む,эсеү
862,essen::V,食べる,ашау
863,schlucken::V,飲み込む,йотоу
864,müde werden::V,眠くなる,арыу
865,einschlafen::V,寝付く,йоҡлап китеү
866,schlafen::V,眠る,йоҡлау
867,aufwachen::V,目が覚める,уяныу
868,aufstehen::V,起きる,тороу
869,sich erholen::V,休養する,ял итеү
870,krank werden::V,病気になる,сирләү
871,krank sein::V,病気である,сирләү
872,schmerzen::V,痛む,ауыртыу
873,husten::V,咳をする,йүтәлләү
874,genesen::V,元気になる,һауығыу
875,sterben::V,死ぬ,үлеү
876,sterben::V,亡くなる,үлеү
877,umkommen::V,死亡する,һәләк булыу
878,sich bewegen::V,移動する,хәрәкәт итеү
879,sich rühren::V,動く,ҡуҙғалыу
880,sich erheben::V,立ち上がる,тороу
881,sich setzen::V,座る,ултырыу
882,hinfallen::V,転ぶ,ҡолау
883,laufen::V,歩く,йөрөү
884,schreiten::V,跨ぐ,атлау
885,spazierengehen::V,散歩する,ял итеп йороү
886,eilen::V,急ぐ,ашығыу
887,eilen::V,急ぐ,ҡабаланыу
888,sich beeilen::V,焦る,ашығыу
889,sich beeilen::V,焦る,ҡабаланыу
890,sausen::V,疾駆する,елеү
891,rennen::V,走る,йүгеп йөрөү
892,springen::V,跳ぶ,һикереү
893,klettern::V,よじ登る,үрмәләү
894,klettern::V,よじ登る,үрмәләп менеү
895,schaukeln::V,ぶらんこに乗る,сайҡалыу
896,kriechen::V,這う,шыуышыу
897,schwimmen::V,泳ぐ,йоҙөү
898,tauchen::V,潜る,сумыу
899,rudern::V,漕ぐ,ишеү
900,fahren::V,行く,йөрөү
901,fahren::V,乗車する,йөрөү
902,fliegen::V,飛ぶ,осоу
903,gehen::V,行く,барыу
904,weggehen::V,立ち去る,китеү
905,abfahren::V,出発する,сығыу
906,anhalten::V,止まる,тукталыу
907,hineingehen::V,入る,инеү
908,eintreten::V,中に入る,инеү
909,kommen::V,来る,килеү
910,ankommen::V,着く,килеү
911,ankommen::V,到着する,килеү
912,zurückkommen::V,帰る,ҡайтыу
913,bleiben::V,留まる,ҡалыу
914,warten::V,待つ,көтөп тороу
915,erwarten::V,期待する,көтөү
916,suchen::V,探る,эҙләү
917,finden::V,見つける,табыу
918,versuchen::V,試す,тырышып ҡарау
919,vorbereiten::V,準備する,әҙерләү
920,lieben::V,愛する,яратыу
921,mögen::V,好きである,һөйөү
922,mögen::V,好きである,яратыу
923,lachen::V,笑う,көлөү
924,rühren::V,感情を動かす,ҡағылыу
925,weinen::V,泣く,илау
926,schimpfen::V,叱る,һүгенеү
927,schimpfen::V,叱る,тиргәнеү
928,schimpfen::V,叱る,һуҡраныу
929,sich ärgern::V,怒る,асыуланыу
930,sich ärgern::V,腹を立てる,асыуланыу
931,sich fürchten::V,怖がる,ҡурҡыу
932,fürchten::V,恐れる,ҡурҡыу
933,fliehen::V,逃げる,ҡасыу
934,flüchten::V,逃亡する,ҡасыу
935,sehen::V,見る,күреү
936,anschauen::V,眺める,ҡарау
937,ansehen::V,見る,ҡарау
938,ansehen::V,見る,тикшереү
939,hören::V,聞く,ишетеү
940,zuhören::V,聴く,тыңлау
941,probieren::V,食べてみる,татыу
942,riechen::V,気取る,еҫкәү
943,fühlen::V,感じる,тойоу
944,scheinen::V,ように見える,кеүек күренеү
945,scheinen::V,ように見える,тойолоу
946,zu sehen sein::V,見える,күренеү
947,vernehmen::V,承る,ишетеү
948,frieren::V,寒気がする,туңыү
949,tun::V,する,яһау
950,tun::V,する,әшләү
951,können::V,出来る,алыу
952,können::V,出来る,мөмкин булыу
953,wollen::V,-たい,теләү
954,anfangen::V,始める,башлау
955,beenden::V,終える,бөтөрөү
956,beenden::V,終える,тамамлау
957,aufhören::V,止める,туктау
958,gelingen::V,成功する,уңышлы булыу
959,geraten::V,当たる,булып сығыу
960,öffnen::V,開く,асыу
961,öffnen::V,開ける,асыу
962,schließen::V,閉める,йомоу
963,stellen::V,置く,ҡуйыу
964,stellen::V,据える,ҡуйыу
965,setzen::V,座らせる,урынлаштырыу
966,legen::V,置く,һалыу
967,berühren::V,触る,тейеү
968,berühren::V,触る,ҡағылыу
969,berühren::V,触れる,тейеү
970,berühren::V,触れる,ҡағылыу
971,verbinden::V,結びつける,ҡушыу
972,verbinden::V,結びつける,бәйләү
973,bedecken::V,覆う,ҡаплау
974,aufhängen::V,掛ける,элеү
975,anzünden::V,燃やす,тоҡандырыу
976,anzünden::V,火をつける,тоҡандырыу
977,aufheben::V,拾う,мендереү
978,zurücklassen::V,残す,ҡалдырыу
979,verlieren::V,無くす,юғалтыу
980,fallen lassen::V,落とす,төшөрөп ебәреү
981,machen::V,作る,яһау
982,machen::V,作る,эшләү
983,herstellen::V,製造する,эшләп сығарыу
984,bauen::V,建設する,төҙөү
985,reparieren::V,直す,төҙәтеү
986,reparieren::V,修理する,төҙәтеү
987,verbessern::V,改良する,яҡшыртыу
988,ändern::V,変える,үҙгәртеү
989,graben::V,掘る,ҡаҙыу
990,beugen::V,折る,бөгөү
991,biegen::V,曲げる,бөгөү
992,drehen::V,回す,өйрөлтөү
993,drehen::V,回す,әйләндереү
994,wenden::V,裏返す,әйләндереү
995,umdrehen::V,裏返す,түңкәреү
996,heben::V,挙げる,күтәреү
997,heben::V,挙げる,мендереү
998,hochheben::V,持ち上げる,күтәреү
999,ergreifen::V,取り上げる,тотоп алыу
1000,halten::V,持つ,тотоу
1001,drücken::V,押す,ҡыҫыу
1002,schieben::V,ずらす,этеү
1003,schieben::V,ずらす,төртөү
1004,kratzen::V,引っ掻く,ҡырыу
1005,lecken::V,なめる,ялау
1006,beißen::V,噛む,тешләү
1007,abreißen::V,剝ぎ取る,өҙөү
1008,abschneiden::V,切り取る,ҡырҡыу
1009,binden::V,縛る,бәйләү
1010,stecken::V,差し込む,ҡаҙау
1011,brechen::V,破る,боҙоу
1012,klopfen::V,とんとん叩く,шаҡылдау
1013,hauen::V,叩く,туҡмау
1014,kleben::V,貼る,йәбештереү
1015,kleben::V,くっ付ける,йәбештереү
1016,reiben::V,擦る,ыуыу
1017,reiben::V,擦る,ышҡыу
1018,streichen::V,塗る,яғыу
1019,schleifen::V,研ぐ,үткерләү
1020,schneiden::V,切る,ҡырҡыу
1021,rütteln::V,揺さぶる,һелкетеү
1022,schütteln::V,振る,һелкетеү
1023,schütteln::V,揺さぶる,һелкетеү
1024,schwenken::V,振る,болғау
1025,schütten::V,注ぐ,ҡойоу
1026,füllen::V,いっぱいにする,тултырыу
1027,einwickeln::V,包む,төрөү
1028,tragen::V,運ぶ,алып барыу
1029,schleppen::V,引きずる,һөйрәү
1030,ziehen::V,引く,тартыу
1031,aufbewahren::V,預かる,һаҡлау
1032,werfen::V,投げる,ырғытыу
1033,fangen::V,受ける,тотоу
1034,packen::V,掴む,етеү
1035,packen::V,掴む,тотоп алыу
1036,verstecken::V,隠す,йәшереү
1037,teilen::V,分ける,бүлеү
1038,schicken::V,送る,ебәреү
1039,bringen::V,持って行く,килтереү
1040,hinzufügen::V,加える,өтәү
1041,bekommen::V,得る,алыу
1042,erhalten::V,受ける,алыу
1043,nehmen::V,取る,алыу
1044,wählen::V,選ぶ,һайлаү
1045,auswählen::V,選ぶ,һайлап алыу
1046,bewahren::V,保存する,һаҡлау
1047,behindern::V,妨害する,тотҡарлыҡ яһау
1048,verderben::V,台無しにする,боҙоу
1049,beschädigen::V,損傷する,боҙоу
1050,zerbrechen::V,割る,ҡыйратыу
1051,zerreißen::V,引き裂く,йыртыу
1052,zerstören::V,破壊する,емереү
1053,verbrennen::V,焼く,үртәү
1054,geben::V,上げる,биреү
1055,reichen::V,渡す,биреү
1056,schenken::V,贈る,бүләк итеү
1057,versprechen::V,約束する,вәғәҙә биреү
1058,wünschen::V,望む,теләу
1059,loben::V,褒める,маҡтау
1060,küssen::V,キスする,үбеү
1061,wiegen::V,揺する,бәүетеү
1062,wiegen::V,揺する,тирбәтеү
1063,zudecken::V,覆う,ҡаплау
1064,wecken::V,起こす,уятыу
1065,zeigen::V,見せる,күрһәтеү
1066,führen::V,案内する,етәкләү
1067,lehren::V,教える,уҡытыу
1068,lehren::V,教える,өйрәтеү
1069,unterrichten::V,通知する,уҡытыу
1070,aufziehen::V,育てる,тәрбиәле
1071,leiten::V,導く,етәкләү
1072,leiten::V,導く,етәкселек итеү
1073,antreiben::V,励ます,ашыҡтырыу
1074,lassen::V,～させる,мәжбүр итеү
1075,einladen::V,誘う,саҡырыу
1076,einladen::V,招待する,саҡырыу
1077,vereinigen::V,一つにする,берләштереү
1078,besuchen::V,訪ねる,килеп сығыу
1079,treffen::V,出会う,тойоү
1080,treffen::V,出会う,осратыу
1081,treffen::V,出会う,ҡаршылау
1082,sich versammeln::V,集まる,йыйылыу
1083,spielen::V,遊ぶ,тартыу
1084,singen::V,歌う,йырлау
1085,tanzen::V,踊る,бейеү
1086,sich trennen::V,別れる,айырылышыу
1087,verlassen::V,別れる,ташлау
1088,verlassen::V,別れる,ташлап китеү
1089,retten::V,救う,ҡотҡарыу
1090,retten::V,助ける,ҡотҡарыу
1091,bewachen::V,見張る,һаҡлау
1092,bewachen::V,軽微する,һаҡлау
1093,schützen::V,保護する,һаҡлау
1094,verteidigen::V,守る,яҡлау
1095,sich schlagen::V,殴る,һуғышыу
1096,schießen::V,撃つ,атыу
1097,siegen::V,勝つ,еңеү
1098,ärgern::V,怒らせる,асыуландырыу
1099,schlagen::V,殴る,бәреү
1100,schlagen::V,殴る,туҡмау
1101,treten::V,蹴る,тибеү
1102,treten::V,蹴る,типкеләү
1103,stechen::V,突く,сәнсеү
1104,stoßen::V,突く,этеү
1105,stoßen::V,突く,төртөү
1106,stehlen::V,盗る,урлау
1107,stören::V,構う,ҡамасаулау
1108,belästigen::V,邪魔する,бимазалау
1109,belästigen::V,邪魔する,ҡамасаулау
1110,verbergen::V,隠す,йәшереү
1111,täuschen::V,だます,ултыртыу
1112,betrügen::V,だます,алдау
1113,töten::V,殺す,үлтереү
1114,wohnen::V,住む,йәшәү
1115,arbeiten::V,働く,эшләү
1116,sammeln::V,集める,йыйыу
1117,sammeln::V,収集する,йыйыу
1118,pflücken::V,摘む,өҙөү
1119,jagen::V,狩りをする,аулау
1120,fischen::V,釣る,аулау
1121,fassen::V,捕る,тотоу
1122,hüten::V,放牧する,көтөү
1123,treiben::V,追う,ҡыуыу
1124,anbinden::V,繋ぐ,бәйләү
1125,füttern::V,餌をやる,ашатыу
1126,melken::V,搾乳する,һауыү
1127,hacken::V,刻む,турау
1128,hacken::V,刻む,тапау
1129,gießen::V,水をやる,ҡойоу
1130,reifen::V,熟す,өлғөрөү
1131,zubereiten::V,調理する,бешереү
1132,kochen::V,煮る,бешереү
1133,backen::V,焼く,бешереү
1134,braten::V,焼く,ҡурыу
1135,braten::V,炒める,ҡурыу
1136,umrühren::V,混ぜる,ҡатнаштырыу
1137,stricken::V,編む,бәйләү
1138,nähen::V,縫う,тегеү
1139,färben::V,染める,буяу
1140,reinigen::V,掃除する,таҙартыу
1141,waschen::V,洗う,йыуыу
1142,waschen::V,洗濯する,йыуыу
1143,abwischen::V,拭く,һөртөү
1144,spülen::V,洗う,сайҡау
1145,spülen::V,すすぐ,сайҡау
1146,fegen::V,掃除する,һепереү
1147,kehren::V,掃く,һепереү
1148,baden::V,入浴する,һыу инеү
1149,sich waschen::V,洗う,йыуыныу
1150,ausziehen::V,脱ぐ,сисеү
1151,anziehen::V,着る,кейеү
1152,sich anziehen::V,着る,кейенеү
1153,kämmen::V,梳く,тарау
1154,schmücken::V,飾る,биҙәү
1155,sagen::V,言う,әйтеү
1156,sprechen::V,話す,әйтеү
1157,sprechen::V,話す,һөйләшеү
1158,reden::V,話す,һөйләшеү
1159,sich unterhalten::V,話をする,әңгәмәләшеү
1160,fragen::V,聞く,һорау
1161,bitten::V,頼む,үтенеү
1162,bitten::V,お願いする,үтенеү
1163,erzählen::V,物語る,һөйләү
1164,mitteilen::V,伝える,әйтеү
1165,nennen::V,名づける,атау
1166,nennen::V,名づける,исемләү
1167,rufen::V,呼ぶ,саҡырыу
1168,prahlen::V,自慢する,маҡтаныу
1169,prahlen::V,自慢する,шапырыныу
1170,übersetzen::V,訳す,тәржемә итеү
1171,denken::V,考える,уйлау
1172,glauben::V,信じる,ышаныу
1173,bemerken::V,気が付く,күреү
1174,erkennen::V,認識する,таныу
1175,begreifen::V,分かる,аңлау
1176,verstehen::V,聞き取る,аңлау
1177,lernen::V,学ぶ,өйрәнеү
1178,lernen::V,勉強する,өйрәнеү
1179,wissen::V,知っている,белеү
1180,sich erinnern an::V,思い出す,хәтергә алыу
1181,vergessen::V,忘れる,онотоу
1182,messen::V,計る,үлсәү
1183,messen::V,測定する,үлсәү
1184,zählen::V,数える,һанау
1185,rechnen::V,計算する,һанау
1186,lesen::V,読む,уҡыу
1187,malen::V,描く,һүрәт яһау
1188,malen::V,描く,рәсем төшөрөү
1189,zeichnen::V,写生する,һүрәт яһау
1190,zeichnen::V,写生する,рәсем төшөрөү
1191,schreiben::V,書く,яҙыу
1192,besitzen::V,所持する,биләү
1193,kaufen::V,買う,һатып алыу
1194,verkaufen::V,売る,һатыу
1195,bezahlen::V,払う,түләү
1196,zahlen::V,支払う,түләү
1197,beherrschen::V,支配する,биләү
1198,ertragen::V,耐える,түҙеү
