,Concept_ID,da,uz
810,sausen::V,suse,chopqillamoq
811,rennen::V,løbe,yugurmoq
812,rennen::V,rende,yugurmoq
813,springen::V,hoppe,sakramoq
814,springen::V,springe,sakramoq
815,klettern::V,klatre,yuqorilamoq
816,schaukeln::V,gynge,irg'amoq
817,kriechen::V,krybe,ämaklamoq
818,schwimmen::V,svømme,suzmoq
819,tauchen::V,dykke,chu'mmoq
820,rudern::V,ro,eshkak eshmoq
821,fahren::V,køre,haydamoq
822,fliegen::V,flyve,uchmoq
823,gehen::V,gå,bormoq
824,weggehen::V,gå bort,ketoq
825,abfahren::V,køre bort,jo'namoq
826,anhalten::V,standse,to'xtamoq
827,hineingehen::V,gå ind,kirmoq
828,eintreten::V,træde ind,kirmoq
829,kommen::V,komme,kelmoq
830,ankommen::V,ankomme,etib kelmoq
831,zurückkommen::V,komme tilbage,qaytib kelmoq
832,bleiben::V,blive,qolmoq
833,bleiben::V,forblive,qolmoq
834,warten::V,vente,poylamoq
835,erwarten::V,vente,kutmoq
836,erwarten::V,afvente,kutmoq
837,suchen::V,søge,izlamoq
838,finden::V,finde,topmoq
839,versuchen::V,forsøge,chalishmoq
840,vorbereiten::V,forberede,hozirlamoq
841,lieben::V,elske,sevmoq
842,mögen::V,holde af,ardoqlamoq
843,mögen::V,kunne lide,ardoqlamoq
844,lachen::V,le,kulmoq
845,rühren::V,røre,ta'sirlantirmoq
846,weinen::V,græde,yig'lamoq
847,schimpfen::V,skænde,koyinmoq
848,sich ärgern::V,ærgre sig,g'azab qilmoq
849,sich fürchten::V,være bange,hurkmoq
850,fürchten::V,være bange for,qo'rqmoq
851,fliehen::V,flygte,qochmoq
852,flüchten::V,flygte,qochmoq
853,sehen::V,se,ko'rmoq
854,anschauen::V,se på,razm solmoq
855,anschauen::V,betragte,razm solmoq
856,ansehen::V,anse,razm qilmoq
857,hören::V,høre,äshitmoq
858,zuhören::V,høre til,tinglamoq
859,probieren::V,smage,tatib ko'rmoq
860,probieren::V,smage på,tatib ko'rmoq
861,riechen::V,lugte,iskamoq
862,fühlen::V,føle,sezmoq
863,scheinen::V,synes,tuyilmoq
864,zu sehen sein::V,synes,ko'rinmoq
865,vernehmen::V,erfare,äshitmoq
866,frieren::V,fryse,sovuq qotmoq
867,tun::V,gøre,ätmoq
868,können::V,kunne,-a olmoq
869,können::V,kunne,-y olmoq
870,wollen::V,ville,istamoq
871,anfangen::V,begynde,boshlamoq
872,beenden::V,afslutte,bitirmoq
873,aufhören::V,ophøre,tinmoq
874,aufhören::V,holde op,tinmoq
875,gelingen::V,lykkes,muvaffaqiyat qozonmoq
876,geraten::V,blive,bo'lmoq
877,öffnen::V,åbne,ochmoq
878,schließen::V,lukke,yopmoq
879,stellen::V,stille,qo'ymoq
880,setzen::V,sætte,o'tqazmoq
881,legen::V,lægge,yotqizmoq
882,berühren::V,berøre,tegmoq
883,verbinden::V,forbinde,ulamoq
884,bedecken::V,dække,bekitmoq
885,bedecken::V,bedække,bekitmoq
886,aufhängen::V,hænge,ildirmoq
887,aufhängen::V,hænge op,ildirmoq
888,anzünden::V,tænde,yondirmoq
889,anzünden::V,antænde,yondirmoq
890,aufheben::V,løfte,ko'tarmoq
891,aufheben::V,tage op,ko'tarmoq
892,zurücklassen::V,lade tilbage,ayrilmoq
893,verlieren::V,miste,yo'qotmoq
894,fallen lassen::V,tabe,tushirmoq
895,fallen lassen::V,droppe,tushirmoq
896,machen::V,gøre,qilmoq
897,herstellen::V,fremstille,chiqarmoq
898,bauen::V,bygge,solmoq
899,reparieren::V,reparere,tuzatmoq
900,verbessern::V,rette,isloh qilmoq
901,verbessern::V,forbedre,isloh qilmoq
902,ändern::V,ændre,o'zgartirmoq
903,graben::V,grave,qazimoq
904,beugen::V,bøje,bukmoq
905,biegen::V,bøje,bukmoq
906,drehen::V,dreje,aylantirmoq
907,wenden::V,vende,burmoq
908,umdrehen::V,dreje om,ag'darmoq
909,heben::V,hæve,yuksaltirmoq
910,hochheben::V,løfte,ko'tarmoq
911,ergreifen::V,gribe fat i,tutamlamoq
912,halten::V,holde,tutmoq
913,drücken::V,trykke,bosmoq
914,schieben::V,skyde,surmoq
915,schieben::V,skubbe,surmoq
916,kratzen::V,klø,qashimoq
917,kratzen::V,kradse,qashimoq
918,lecken::V,slikke,mijimoq
919,beißen::V,bide,tishlamoq
920,abreißen::V,rive af,emirmoq
921,abschneiden::V,skære af,cho'rt kesmoq
922,binden::V,binde,bog'lamoq
923,stecken::V,stikke,suqmoq
924,brechen::V,brække,sindirmoq
925,klopfen::V,banke,dukurlamoq
926,hauen::V,hugge,urmoq
927,kleben::V,klistre,yopishtirmoq
928,reiben::V,gnide,surkamoq
929,streichen::V,smøre,surkamoq
930,schleifen::V,slibe,qayramoq
931,schneiden::V,skære,kesmoq
932,schneiden::V,klippe,kesmoq
933,rütteln::V,ruske,chayqamoq
934,schütteln::V,ryste,chayqamoq
935,schwenken::V,svinge,chayqatmoq
936,schütten::V,hælde,quymoq
937,füllen::V,fylde,to'ldirmoq
938,einwickeln::V,pakke ind,chulg'amoq
939,tragen::V,bære,tashimoq
940,schleppen::V,slæbe,sudramoq
941,ziehen::V,trække,tortmoq
942,aufbewahren::V,opbevare,tutmoq
943,werfen::V,kaste,tashlamoq
944,fangen::V,fange,tutmoq
945,packen::V,gribe,opqochmoq
946,verstecken::V,gemme,yashirmoq
947,teilen::V,dele,bo'lmoq
948,schicken::V,sende,yubormoq
949,bringen::V,bringe,keltirmoq
950,hinzufügen::V,tilføje,tirkamoq
951,bekommen::V,få,olmoq
952,erhalten::V,få,olmoq
953,nehmen::V,tage,olmoq
954,wählen::V,vælge,saylamoq
955,auswählen::V,udvælge,saylamoq
956,bewahren::V,bevare,saqlamoq
957,behindern::V,hindre,xalal bermoq
958,behindern::V,forhindre,xalal bermoq
959,verderben::V,ødelægge,xazon qilmoq
960,beschädigen::V,beskadige,buzmoq
961,zerbrechen::V,brække itu,sindirmoq
962,zerreißen::V,rive itu,yirtmoq
963,zerstören::V,ødelægge,vayron qilmoq
964,verbrennen::V,brænde,kuydirmoq
965,geben::V,give,bermoq
966,reichen::V,række,bermoq
967,schenken::V,forære,sovg'a qilmoq
968,versprechen::V,love,va'da bermoq
969,wünschen::V,ønske,orziqmoq
970,loben::V,rose,maqtamoq
971,küssen::V,kysse,o'pmoq
972,wiegen::V,vugge,tebratmoq
973,zudecken::V,dække til,yopmoq
974,wecken::V,vække,uyg'otmoq
975,zeigen::V,vise,ko'rsatmoq
976,führen::V,føre,boshlik bo'lmoq
977,lehren::V,lære,o'rgatmoq
978,unterrichten::V,undervise,dars bermoq
979,aufziehen::V,opdrage,o'stirmoq
980,leiten::V,lede,boshqarmoq
981,antreiben::V,skynde på,shoshiltirmoq
982,lassen::V,få til at,ruxsat bermoq
983,einladen::V,indbyde,taklif kilmoq
984,einladen::V,invitere,taklif kilmoq
985,vereinigen::V,forene,qo'shmoq
986,besuchen::V,besøge,mehmonga bormoq
987,treffen::V,møde,duchor bo'lmoq
988,sich versammeln::V,forsamles,to'planmoq
989,spielen::V,lege,o'ynamoq
990,spielen::V,spille,o'ynamoq
991,singen::V,synge,yalla qilmoq
992,tanzen::V,danse,raqs qilmoq
993,sich trennen::V,skilles,yakkalanmoq
994,verlassen::V,forlade,qoldirmoq
995,retten::V,redde,qutqazmoq
996,bewachen::V,bevogte,qo'rimoq
997,schützen::V,skærme,yoniga olmoq
998,schützen::V,beskytte,yoniga olmoq
999,verteidigen::V,forsvare,yoqlamoq
1000,sich schlagen::V,slås,yoqalashmoq
1001,schießen::V,skyde,otmoq
1002,siegen::V,sejre,engmoq
1003,ärgern::V,ærgre,jahl chiqarmoq
1004,schlagen::V,slå,urmoq
1005,treten::V,sparke,tepmoq
1006,stechen::V,stikke,qadamoq
1007,stoßen::V,støde,turtmoq
1008,stehlen::V,stjæle,o'g'rilamoq
1009,stören::V,forstyrre,tebratmoq
1010,belästigen::V,genere,g'ashini keltirmoq
1011,belästigen::V,ulejlige,g'ashini keltirmoq
1012,verbergen::V,skjule,berkitmoq
1013,täuschen::V,villede,aldamoq
1014,betrügen::V,bedrage,tirriq qilmoq
1015,töten::V,dræbe,o'ldirmoq
1016,wohnen::V,bo,istiqomat qilmoq
1017,arbeiten::V,arbejde,ishlamoq
1018,sammeln::V,samle,yig'moq
1019,pflücken::V,plukke,termoq
1020,jagen::V,jage,ov qilmoq
1021,fischen::V,fiske,baliq ovlamoq
1022,fassen::V,fange,ilinmoq
1023,hüten::V,vogte,boqtirmoq
1024,treiben::V,drive,haydamoq
1025,anbinden::V,binde fast,bog'lamoq
1026,füttern::V,fodre,edirmoq
1027,melken::V,malke,sog'moq
1028,hacken::V,hakke,chopmoq
1029,gießen::V,hælde,oqizmoq
1030,reifen::V,modne,qizarmoq
1031,zubereiten::V,tilberede,pishirmoq
1032,kochen::V,koge,qaynatmoq
1033,backen::V,bage,yopmoq
1034,braten::V,stege,qovurmoq
1035,umrühren::V,røre om,atalamoq
1036,stricken::V,strikke,to'qimoq
1037,nähen::V,sy,tikmoq
1038,färben::V,farve,bo'yoqlamoq
1039,reinigen::V,rense,tozalamoq
1040,reinigen::V,gøre ren,tozalamoq
1041,waschen::V,vaske,yuvmoq
1042,abwischen::V,tørre af,surkamoq
1043,spülen::V,skylle,chaymoq
1044,fegen::V,feje,cho'tkalamoq
1045,kehren::V,feje,supurmoq
1046,baden::V,bade,cho'milmoq
1047,sich waschen::V,vaske sig,yuvinmoq
1048,ausziehen::V,tage af,echintirmoq
1049,anziehen::V,tage på,kiymoq
1050,sich anziehen::V,klæde sig på,kiyinmoq
1051,kämmen::V,rede,taramoq
1052,kämmen::V,frisere,taramoq
1053,schmücken::V,pynte,yasatmoq
1054,schmücken::V,smykke,yasatmoq
1055,sagen::V,sige,aytmoq
1056,sprechen::V,snakke,so'zlamoq
1057,reden::V,tale,gapirmoq
1058,reden::V,snakke,gapirmoq
1059,sich unterhalten::V,snakke sammen,suhbatlashmoq
1060,fragen::V,spørge,so'ramoq
1061,bitten::V,bede,iltimos qilmoq
1062,erzählen::V,berette,aytib bermoq
1063,erzählen::V,fortælle,aytib bermoq
1064,mitteilen::V,meddele,bildirmoq
1065,nennen::V,nævne,atamoq
1066,rufen::V,råbe,chaqirmoq
1067,prahlen::V,prale,gerdaymoq
1068,übersetzen::V,oversætte,tarjima qilmoq
1069,denken::V,tænke,o'ylamoq
1070,glauben::V,tro,ishonmoq
1071,bemerken::V,bemærke,payqamoq
1072,bemerken::V,lægge mærke til,payqamoq
1073,erkennen::V,genkende,tanimoq
1074,begreifen::V,begribe,tushunmoq
1075,verstehen::V,forstå,anglamoq
1076,lernen::V,lære,o'qimoq
1077,wissen::V,vide,bilmoq
1078,sich erinnern an::V,mindes,äsni tanimoq
1079,sich erinnern an::V,huske på,äsni tanimoq
1080,vergessen::V,glemme,unutmoq
1081,messen::V,måle,o'lchamoq
1082,zählen::V,tælle,raqamlamoq
1083,rechnen::V,regne,cho'tlamoq
1084,lesen::V,læse,o'qimoq
1085,malen::V,male,rasm solmoq
1086,zeichnen::V,tegne,chizmoq
1087,schreiben::V,skrive,yozmoq
1088,besitzen::V,eje,ägalamoq
1089,besitzen::V,besidde,ägalamoq
1090,kaufen::V,købe,olmoq
1091,verkaufen::V,sælge,sotmoq
1092,bezahlen::V,betale,to'lamoq
1093,zahlen::V,betale,to'lamoq
1094,beherrschen::V,beherske,ägalamoq
1095,ertragen::V,tåle,chidamoq
1096,ertragen::V,udholde,chidamoq
1097,hinfallen::V,,yiqilmoq
