,Concept_ID,zh,ta
358,Salz::N,盐,உப்பு
359,Suppe::N,汤,ரசம்
360,Honig::N,蜂蜜,தேன்
361,Milch::N,奶,பால்
362,Tee::N,茶,தெனீர்
363,Leder::N,皮革,பதம் செய்யப்பட்ட தோல்
364,Wolle::N,毛线,கம்பளி
365,Stoff::N,织物,துணி
366,Nadel::N,针,ஊசி
367,Faden::N,线,நூல்
368,Knopf::N,纽扣,பொத்தான்
369,Knoten::N,结,முடிச்சு
370,Farbe::N,颜色,வண்ணக் குழம்பு
371,Kleidung::N,衣服,ஆடைகள்
372,Hemd::N,衬衫,சட்டை
373,Kragen::N,领子,கழுத்துப் பட்டை
374,Ärmel::N,袖子,சட்டைக்கை
375,Hose::N,裤子,கால்சட்டை
376,Gürtel::N,腰带,பெல்ட்
377,Mütze::N,帽子,தொப்பி
378,Schuh::N,鞋,காலணி
379,Stiefel::N,靴子,காலணி
380,Ring::N,戒指,மோதிரம்
381,Band::N,带子,நாடா
382,Kamm::N,梳子,கீப்பு
383,Spiegel::N,镜子,ஆடி
384,Spiegel::N,镜子,கண்ணாடி
385,Riemen::N,皮带,வார்
386,Schnur::N,绳子,கயிறு
387,Leine::N,皮带,தோல்வார்
388,Decke::N,被子,போர்வை
389,Kissen::N,软垫,தலையணை
390,Tuch::N,巾,துணி
391,Handtuch::N,手巾,தண்டு
392,Kraft::N,力,நிர்பந்தம்
393,Stärke::N,力量,பலம்
394,Gesundheit::N,健康,ஆரோக்கியம்
395,Krankheit::N,病,நோய்
396,Schmerz::N,痛,வலி
397,Wunde::N,伤口,காயம்
398,Fieber::N,发烧,காய்ச்சல்
399,Arznei::N,药,மருந்து
400,Brücke::N,桥,பாலம்
401,Brunnen::N,井,கேணி
402,Weide::N,牧场,மேய்ச்சல் நிலம்
403,Pfad::N,小路,நடை வழி
404,Weg::N,路,வழி
405,Straße::N,街,சாலை
406,Dorf::N,村庄,கிராமம்
407,Stadt::N,城市,நகரம்
408,Brief::N,信,கடிதம்
409,Buch::N,书,புத்தகம்
410,Buchstabe::N,字母,எழத்து
411,Zeitung::N,报纸,செய்தித்தாள்
412,Leben::N,生命,வாழ்க்கை
413,Tod::N,死亡,மரணம்
414,Grab::N,坟墓,சமாதி
415,Kirche::N,教堂,தேவாலயம்
416,Sünde::N,罪,பாவம்
417,Gott::N,上帝,கடவுள்
418,Arbeiter::N,工人,தொழிலாளி
419,Chef::N,上司,மேலாளர்
420,Meister::N,师傅,தலைவன்
421,Arzt::N,医生,மருத்துவர்
422,Lehrer::N,教师,ஆசிரியர்
423,Geld::N,钱,பணம்
424,Geschäft::N,交易,வாணிபம்
425,Laden::N,商店,கடை
426,Preis::N,价格,விலை
427,Ware::N,商品,சாமன்கள்
428,Nutzen::N,好处,இலாபம்
429,Reichtum::N,财富,சொத்து
430,Welt::N,世界,உலகம்
431,Land::N,国家,நாடு
432,Staat::N,国家,நாடு
433,König::N,国王,அரசன்
434,Macht::N,权力,அதிகாரம்
435,Grenze::N,边界,எல்லை
436,Krieg::N,战争,போர்
437,Feind::N,敌人,எதிரி
438,Gewalt::N,暴力,வன்முறை
439,Kampf::N,战斗,போராட்டம்
440,Bogen[Waffe]::N,弓,வில்
441,Pfeil::N,箭,அம்பு
442,Gewehr::N,枪,துப்பாக்கி
443,Fehler::N,错误,தவறு
444,Lüge::N,谎话,பொய்
445,Schaden::N,损失,சேதாரம்
446,Unglück::N,不幸,இடையூறு
447,Schuld::N,过错,குற்றம்
448,Alter::N,年龄,வயது
449,Schluss::N,结束,முடிவு
450,Zeit::N,时间,காலம்
451,Tag::N,天,நாள்
452,Morgen::N,早晨,காலை நேரம்
453,Mittag::N,中午,மதியம்
454,Abend::N,晚上,மாலைப் பொழுது
455,Nacht::N,夜,இரவு
456,Woche::N,星期,வாரம்
457,Monat::N,月,மாதம்
458,Jahr::N,年,வருடம்
459,Frühling::N,春天,வசந்தம்
460,Sommer::N,夏天,கோடை
461,Herbst::N,秋天,இலையுதிர் காலம்
462,Winter::N,冬天,குளிர்காலம்
463,Januar::N,一月,ஜனவரி
464,Februar::N,二月,பிபரவரி மாதம்
465,März::N,三月,மார்ச் மாதம்
466,April::N,四月,ஏப்ரல் மாதம்
467,Mai::N,五月,மே மாதம்
468,Juni::N,六月,ஜூன் மாதம்
469,Juli::N,七月,ஜூலை மாதம்
470,August::N,八月,ஆகஸ்ட் மாதம்
471,September::N,九月,செப்டம்பர் மாதம்
472,Oktober::N,十月,அக்டோபர் மாதம்
473,November::N,十一月,நவம்பர் மாதம்
474,Dezember::N,十二月,டிசம்பர்
475,Montag::N,星期一,திங்கட் கிழமை
476,Dienstag::N,星期二,செவ்வாய்க்கிழமை
477,Mittwoch::N,星期三,புதன் கிழமை
478,Donnerstag::N,星期四,வியாழக் கிழமை
479,Freitag::N,星期五,வெள்ளிக்கிழமை
480,Samstag::N,星期六,சனிக்கிழமை
481,Sonntag::N,星期日,ஞாயிறுக் கிழமை
482,groß::A,大,பெரிய
483,klein::A,小,சிறிய
484,lang::A,长,நீண்ட
485,kurz::A,短,குட்டையான
486,breit::A,宽,அகலமான
487,schmal::A,细长的,குறுகலான
488,dicht::A,密,அடர்த்தியான
489,dick[Gegenstand]::A,厚,தடித்த
490,dünn::A,薄,சன்னமான
491,fein::A,细小,மெல்லிய
492,fest::A,固体,உறுதியாள
493,flach::A,平坦,தட்டையான
494,glatt::A,光滑,வழுவழுப்பான
495,hart::A,硬,கடினமான
496,weich::A,软,மென்மையான
497,rund::A,圆,உருண்டையான
498,spitz::A,尖,திகந்தமாக
499,scharf::A,锋利,கூரான
500,stumpf::A,钝,உளம் திறந்த
501,schwer::A,重,கனமான
502,schön::A,美丽,அழகான
503,heiß::A,烫,சூடான
504,warm::A,暖和,இதமான
505,kalt::A,冷,குளிர்ச்சியான
506,kühl::A,凉,குளிர்ச்சியான
507,frisch::A,新鲜,சுத்தமான
508,feucht::A,潮湿,ஈரமான
509,nass::A,湿,ஈரமான
510,trocken::A,干,உலர்ந்த
511,voll::A,满,நிரம்பிய
512,leer::A,空,காலியான
513,offen::A,敞开,திறந்த
514,geschlossen::A,关闭,மூடப்பட்ட
515,sauber::A,干净,சுத்தமான
516,schmutzig::A,肮脏,அழக்கான
517,roh::A,生,கச்சா
518,reif::A,成熟,பழுத்த
519,lecker::A,好吃,சுவைமிக்க
520,süß::A,甜,இனிப்பான
521,bitter::A,苦,கசப்பான
522,sauer::A,酸,புளிப்பாக
523,hell::A,亮,பளபளப்பான
524,dunkel::A,阴暗,கருமையான
525,schwarz::A,黑,கருப்பு வண்ண
526,weiß::A,白,வெண்மையன
527,rot::A,红,சிவப்பு
528,gelb::A,黄,மஞ்சள் வண்ணம்
529,blau::A,蓝,நீல வண்ண
530,grün::A,绿,பச்சை வண்ண
531,grau::A,灰色,சாம்பல் நிற
532,bunt::A,五彩,வண்ண மயமான
533,billig::A,便宜,மலிவான
534,teuer::A,贵,விலை அதிகமான
535,wertvoll::A,贵重,மதிப்புள்ள
536,blind::A,瞎,பார்வையற்ற
537,taub::A,聋,செவிடான
538,kräftig::A,强壮,வலிமையான
539,stark::A,强壮,பலமான
540,schwach::A,弱,பலவீனமான
541,fett::A,胖,பருமனாக
542,schlank::A,苗条,ஒல்லியான
543,hübsch::A,漂亮,அழகிய
544,böse::A,邪恶,கேடு விளைவிக்கும்
545,dumm::A,笨,முட்டாள்தனமான
546,faul::A,懒惰,சோம்பலான
547,fleißig::A,勤奋,ஊக்கந்தளராத
548,geizig::A,吝啬,கஞேசத்தனமான
549,klug::A,聪明,சாதுரியமான
550,geschickt::A,灵巧,திறமையள்ள
551,lieb::A,可爱,அன்புக்குரிய
552,lustig::A,快乐,களிப்புமிக்க
553,sanft::A,柔和,சாதுவான
554,hungrig::A,饥饿,பசியுடன்
555,krank::A,患病,நோயுற்று
556,nackt::A,裸体,ஆடையற்ற
557,traurig::A,悲哀,சோகமான
558,lebendig::A,活,பிழைப்பு
559,gut::A,好,நல்ல
560,schlecht::A,坏,கெட்ட
561,richtig::A,正确,சரியான
562,schlimm::A,糟糕,அருவருப்பான
563,wahr::A,真,உண்மையான
564,alt::A,旧,பழைய
565,neu::A,新,புதிய
566,ehemalig::A,以前,முன்நாள்
567,alt[Lebewesen]::A,老,வயதான
568,jung::A,年轻,இளமையான
569,arm::A,贫穷,ஏழ்மையான
570,reich::A,富裕,செல்வம் படைத்த
571,bekannt::A,出名,பழக்கப்பட்ட
572,berühmt::A,著名,புகழ்பெற்ற
573,fremd::A,陌生,அயல் நாட்டு
574,verschieden::A,不同,வித்தியாசமான
575,nah::A,近,பக்கத்தில் உள்ள
576,fern::A,遥远,தொலை தூரத்தில்
577,linker::A,左,மீந்திருக்கும்
578,rechter::A,右,வலதுபக்கம்
579,anderer::A,别的,மற்ற
580,erster::A,第一,முதனமையான
581,zweiter::A,第二,இரண்டாவது
582,dritter::A,第三,மூன்றாவது
583,letzter::A,最后,கடைசி
584,allein::ADV,单独,தனியாக
585,auf einmal::ADV,同时,தடீரென்று
586,zusammen::ADV,一起,சேர்ந்து
587,lange::ADV,许久,அதிக நோம்
588,plötzlich::ADV,忽然,தடீரென்று
589,sofort::ADV,立刻,உடனடியாக
590,später::ADV,以后,பிறகு
591,jetzt::ADV,现在,இப்பொழது
592,heute::ADV,今天,இன்று
593,morgen::ADV,明天,நாளைக்கு
594,bald::ADV,即将,சீக்கிரம்
595,dann::ADV,然后,அப்பொழுது
596,gestern::ADV,昨天,நேற்று
597,einst::ADV,曾经,ஒரே முறை
598,damals::ADV,当时,அப்பொழுது
599,danach::ADV,随后,பிற்பாடு
600,vorher::ADV,事先,முன்பாக
601,zuerst::ADV,首先,முதலில்
602,einmal::ADV,一次,ஒரே முறை
603,manchmal::ADV,有时,சில நேரங்களில்
604,oft::ADV,时常,அடிக்கடி
605,immer::ADV,总是,எப்பொழுதும்
606,niemals::ADV,从未,ஒருபோதும் இல்லை
607,hier::ADV,这里,இங்கே
608,hierhin::ADV,到这里,இவ்விடத்திற்கு
609,von hier::ADV,由此,இனி
610,dort::ADV,那里,அங்கே
611,dorthin::ADV,到那里,அவ்விடத்திற்கு
612,geradeaus::ADV,一直往前,முன்னாலிருக்கும்
613,vorwärts::ADV,向前,முன்புறமாக
614,rückwärts::ADV,向后,பின்னோக்கி
615,zurück::ADV,退后,பின்பக்கம்
616,unten::ADV,下面,கீழாக
617,hinab::ADV,向下,கீழ் நோக்கி
618,oben::ADV,上面,மேலே
619,hinauf::ADV,向上,மேலே
620,überall::ADV,到处,எல்லா இடத்திலும்
621,nicht::ADV,不,இல்லை
622,ein wenig::ADV,一点儿,கொஞ்சம்
623,kaum::ADV,几乎不,அரிதாக
624,sehr::ADV,很,மிக்க
625,so::ADV,如此,மிகவும்
626,noch::ADV,还,இப்பொழுதும்
627,nur::ADV,只,மட்டும்
628,schon::ADV,已经,ஏற்கனவே
629,wieder::ADV,又,மறுபடியும்
630,vor::PRP,在...面前,முன்
631,hinter::PRP,在...背后,பின்பக்கம்
632,unter::PRP,在...下面,கீழே
633,durch::PRP,穿过,ஊடே
634,neben::PRP,在...旁,அடுத்து
635,zwischen::PRP,在...之间,இடையில்
636,wegen::PRP,由于,ஏனெனில்
637,dies::PRN,这,இது
638,das::PRN,那,அது
639,alles::PRN,一切,ஒவ்வொன்றும்
640,ich::PRN,我,நான்
641,du::PRN,你,நீ
642,er::PRN,他,அவன்
643,wir::PRN,我们,நாம்
644,wir::PRN,我们,நாங்கள்
645,ihr::PRN,你们,நீங்கள்
646,sie::PRN,她,அவர்கள்
647,was::FPRN,什么,என்ன
648,wer::FPRN,谁,யார்
649,wo::FADV,哪里,எங்கே
650,wohin::FADV,去哪里,எதற்கு
651,wie::FADV,怎么,எப்படி
652,warum::FADV,为什么,ஏன்
653,wieviel::FNUM,多少,எவ்வளவு
654,eins::NUM,一,ஒன்று
655,zwei::NUM,二,இரண்டு
656,drei::NUM,三,மூன்று
657,vier::NUM,四,நான்கு
658,fünf::NUM,五,ஐந்து
659,sechs::NUM,六,ஆறு
660,sieben::NUM,七,ஏழு
661,acht::NUM,八,எட்டு
662,neun::NUM,九,ஒன்பது
663,zehn::NUM,十,பத்து
664,elf::NUM,十一,பதினொன்று
665,zwölf::NUM,十二,பன்னிரண்டு
666,zwanzig::NUM,二十,இருபது
667,dreißig::NUM,三十,முப்பது
668,vierzig::NUM,四十,நாற்பது
669,fünfzig::NUM,五十,ஐமபது
670,sechzig::NUM,六十,அறுபது
671,siebzig::NUM,七十,எழுபது
672,achtzig::NUM,八十,எண்பது
673,neunzig::NUM,九十,தொன்னூறு
674,hundert::NUM,百,நூறு
675,tausend::NUM,千,ஆயிரம்
676,und::CNJ,和,மற்றும்
677,oder::CNJ,或者,அல்லது
678,stehen::V,站,நில்
679,sitzen::V,坐,உட்கார்
680,liegen::V,躺着,படு
681,hängen::V,挂着,தொங்கச் செய்
682,werden::V,成为,ஆகு
683,passieren::V,发生,நிகழ்
684,beginnen::V,开始,ஆரம்பி
685,enden::V,终止,முடி
686,wechseln::V,变迁,மாற்று
687,aufgehen[Sonne]::V,升起,உயர எழு
688,untergehen[Sonne]::V,下落,பொறுத்து
689,scheinen[Sonne]::V,照射,பிரகாசி
690,donnern::V,打雷,இடி
691,wehen::V,飘扬,வீசு
692,strömen::V,流,பாயதல்
693,fließen::V,流动,நீரோட்டம் போக்கில் போ
694,sich drehen::V,转动,சுழல்
695,schwanken::V,摇摆,தள்ளாடு
696,schwingen::V,摇,ஆடு
697,fallen::V,坠落,விழு
698,brennen::V,燃烧,எரி
699,rauchen::V,冒烟,பகை பிடி
700,regnen::V,下雨,மழை பெய்
701,gefrieren::V,结冰,உறைந்துவிடு
702,tauen::V,融化,உருகு
703,schmelzen::V,溶化,உருகு
704,trocknen::V,变干,உலர்த்து
705,sieden::V,煮,கொதிக்க வை
706,faulen::V,腐烂,அழுகச் செய்
707,verfaulen::V,腐烂,அழுகச் செய்
708,reißen::V,撕,திடீரென அறு
