,Concept_ID,lt,ja
819,dies::PRN,šitas,これ
820,das::PRN,tat,それ
821,alles::PRN,visas,全部
822,ich::PRN,aš,私
823,du::PRN,tu,あなた
824,er::PRN,jis,彼
825,wir::PRN,mes,私達
826,ihr::PRN,jūs,あなた達
827,sie::PRN,ji,彼ら
828,sie::PRN,jos,彼ら
829,was::FPRN,kas,何
830,wer::FPRN,kas,誰
831,wer::FPRN,kas,どなた
832,wo::FADV,kur,どこ
833,wo::FADV,kur,どこに
834,wohin::FADV,kur,どこへ
835,wohin::FADV,kur link,どこへ
836,wie::FADV,kaip,どう
837,warum::FADV,kod̃ėl,何故
838,warum::FADV,kod̃ėl,どうして
839,warum::FADV,dėl ko,何故
840,warum::FADV,dėl ko,どうして
841,wieviel::FNUM,kiek,どのくらい
842,eins::NUM,vienas,一
843,zwei::NUM,du,二
844,zwei::NUM,du,二つ
845,drei::NUM,trys,三
846,drei::NUM,trys,三つ
847,vier::NUM,keturi,四
848,vier::NUM,keturi,四つ
849,fünf::NUM,penki,五
850,fünf::NUM,penki,五つ
851,sechs::NUM,šeši,六
852,sechs::NUM,šeši,六つ
853,sieben::NUM,septyni,七
854,sieben::NUM,septyni,七つ
855,acht::NUM,aštuoni,八
856,acht::NUM,aštuoni,八つ
857,neun::NUM,devyni,九
858,neun::NUM,devyni,九つ
859,zehn::NUM,dešimt,十
860,elf::NUM,vienuolika,十一
861,zwölf::NUM,dvylika,十二
862,zwanzig::NUM,dvidešimt,二十
863,dreißig::NUM,trisdešimt,三十
864,vierzig::NUM,keturiasdešimt,四十
865,fünfzig::NUM,penkiasdešimt,五十
866,sechzig::NUM,šešiasdešimt,六十
867,siebzig::NUM,septyniasdešimt,七十
868,achtzig::NUM,aštuoniasdešimt,八十
869,neunzig::NUM,devyniasdešimt,九十
870,hundert::NUM,šimtas,百
871,tausend::NUM,tūkstantis,千
872,und::CNJ,ĩr,-と
873,und::CNJ,ĩr,そして
874,oder::CNJ,ar,或いは
875,oder::CNJ,arba,或いは
876,stehen::V,stovėti,立っている
877,sitzen::V,sėdėti,座っている
878,liegen::V,gulėti,横になっている
879,hängen::V,kyboti,掛かっている
880,hängen::V,kabėti,掛かっている
881,werden::V,taptis,なる
882,werden::V,darytis,なる
883,passieren::V,atsitikti,起こる
884,passieren::V,pasitaikyti,起こる
885,beginnen::V,prasid́ėti,始まる
886,enden::V,baigtis,終わる
887,wechseln::V,keistis,変わる
888,wechseln::V,pasikeisti,変わる
889,aufgehen[Sonne]::V,tekėti,出る
890,aufgehen[Sonne]::V,patekėti,出る
891,untergehen[Sonne]::V,leistis,沈む
892,untergehen[Sonne]::V,nusileisti,沈む
893,scheinen[Sonne]::V,šviesti,輝く
894,donnern::V,griausti,雷が鳴る
895,donnern::V,griaudėti,雷が鳴る
896,wehen::V,pūsti,吹く
897,strömen::V,lietis,流れる
898,strömen::V,plūsti,流れる
899,fließen::V,tekėti,流れる
900,sich drehen::V,suktis,回転する
901,sich drehen::V,pasisukti,回転する
902,schwanken::V,svyruoti,揺れる
903,schwingen::V,suptis,振動する
904,fallen::V,pulti,落ちる
905,fallen::V,kristi,落ちる
906,brennen::V,degti,燃える
907,rauchen::V,rūkyti,煙を出す
908,regnen::V,lyti,雨が降る
909,gefrieren::V,užšalti,凍る
910,tauen::V,tirpti,溶ける
911,schmelzen::V,lydytis,溶ける
912,trocknen::V,džiūti,乾く
913,sieden::V,virti,沸く
914,faulen::V,pūti,腐る
915,verfaulen::V,švinkti,朽ちる
916,reißen::V,plyšti,切れる
917,reißen::V,trūkti,切れる
918,versinken::V,skę̃sti,沈む
919,versinken::V,grimzti,沈む
920,vergehen::V,praeiti,経つ
921,erscheinen::V,pasirodyti,現れる
922,verschwinden::V,dingti,消える
923,verschwinden::V,išnykti,消える
924,verschwinden::V,pranykti,消える
925,sinken::V,kristi,下がる
926,abnehmen::V,mažėti,減る
927,abnehmen::V,silpnėti,減る
928,zunehmen::V,didėti,増える
929,zunehmen::V,padaugėti,増える
930,steigen::V,kilti,上がる
931,wachsen::V,augti,伸びる
932,glänzen::V,blizgėti,輝く
933,funkeln::V,žibėti,ぴかぴか光る
934,lärmen::V,triukšmauti,騒ぐ
935,läuten::V,skambinti,鳴る
936,klingeln::V,skambinti,鳴る
937,klirren::V,žvangėti,がらんがらんと鳴る
938,brausen::V,šniokšti,逆巻く
939,rauschen::V,ošti,戦ぐ
940,rauschen::V,šlamėti,戦ぐ
941,klingen::V,skardėti,鳴る
942,bellen::V,loti,吠える
943,heulen::V,kaukti,きゃんきゃん鳴く
944,heulen::V,staugti,きゃんきゃん鳴く
945,blasen::V,pūsti,吹く
946,pfeifen::V,švilpti,口笛を吹く
947,pfeifen::V,švilpauti,口笛を吹く
948,schreien::V,šaukti,叫ぶ
949,stöhnen::V,dejuoti,うめく
950,stöhnen::V,aimanuoti,うめく
951,zittern::V,virpėti,震える
952,leben::V,gyventi,生きている
953,geboren werden::V,gimti,生まれる
954,atmen::V,alsuoti,呼吸する
955,atmen::V,kvėpuoti,呼吸する
956,trinken::V,gerti,飲む
957,essen::V,valgyti,食べる
958,schlucken::V,praryti,飲み込む
959,müde werden::V,nuvargti,眠くなる
960,müde werden::V,privargti,眠くなる
961,einschlafen::V,užmigti,寝付く
962,schlafen::V,miegoti,眠る
963,aufwachen::V,pabusti,目が覚める
964,aufstehen::V,keltis,起きる
965,aufstehen::V,atsikelti,起きる
966,sich erholen::V,pailsėti,休養する
967,sich erholen::V,poilsiauti,休養する
968,krank werden::V,susirgti,病気になる
969,krank sein::V,sirgti,病気である
970,schmerzen::V,sopėti,痛む
971,schmerzen::V,skaudėti,痛む
972,husten::V,kosėti,咳をする
973,genesen::V,sveikti,元気になる
974,genesen::V,taisytis,元気になる
975,sterben::V,mirti,死ぬ
976,sterben::V,mirti,亡くなる
977,sterben::V,numirti,死ぬ
978,sterben::V,numirti,亡くなる
979,umkommen::V,žūti,死亡する
980,sich bewegen::V,judėti,移動する
981,sich bewegen::V,pasijudinti,移動する
982,sich rühren::V,krutėti,動く
983,sich erheben::V,pakilti,立ち上がる
984,sich erheben::V,atsikelti,立ち上がる
985,sich setzen::V,sėstis,座る
986,sich setzen::V,atsisėsti,座る
987,hinfallen::V,parkristi,転ぶ
988,hinfallen::V,pargriūti,転ぶ
989,laufen::V,eiti,歩く
990,schreiten::V,žengti,跨ぐ
991,schreiten::V,žingsniuoti,跨ぐ
992,spazierengehen::V,pasivaikščioti,散歩する
993,eilen::V,skubėti,急ぐ
994,sich beeilen::V,paskub́ėti,焦る
995,sich beeilen::V,pasiskubinti,焦る
996,sausen::V,dumti,疾駆する
997,sausen::V,lėkti,疾駆する
998,rennen::V,bėgti,走る
999,springen::V,šokti,跳ぶ
1000,klettern::V,kopti,よじ登る
1001,schaukeln::V,supti,ぶらんこに乗る
1002,schaukeln::V,linguoti,ぶらんこに乗る
1003,kriechen::V,ropoti,這う
1004,kriechen::V,šliaužti,這う
1005,schwimmen::V,plaukti,泳ぐ
1006,tauchen::V,nerti,潜る
1007,rudern::V,irtis,漕ぐ
1008,rudern::V,irkluoti,漕ぐ
1009,fahren::V,važiuoti,行く
1010,fahren::V,važiuoti,乗車する
1011,fahren::V,važinėti,行く
1012,fahren::V,važinėti,乗車する
1013,fliegen::V,lėkti,飛ぶ
1014,fliegen::V,skristi,飛ぶ
1015,gehen::V,eiti,行く
1016,weggehen::V,išeiti,立ち去る
1017,abfahren::V,išvykti,出発する
1018,abfahren::V,išvažiuoti,出発する
1019,anhalten::V,sustoti,止まる
1020,hineingehen::V,įeiti,入る
1021,eintreten::V,įžengti,中に入る
1022,kommen::V,ateiti,来る
1023,ankommen::V,ateiti,着く
1024,ankommen::V,ateiti,到着する
1025,zurückkommen::V,grį̃žti,帰る
1026,zurückkommen::V,sugrį̃žti,帰る
1027,bleiben::V,likti,留まる
1028,bleiben::V,pasilikti,留まる
1029,warten::V,laukti,待つ
1030,erwarten::V,laukti,期待する
1031,suchen::V,ieškoti,探る
1032,finden::V,rasti,見つける
1033,finden::V,surasti,見つける
1034,versuchen::V,mėginti,試す
1035,vorbereiten::V,rengti,準備する
1036,lieben::V,myĺėti,愛する
1037,mögen::V,ḿėgti,好きである
1038,mögen::V,patikti,好きである
1039,lachen::V,juoktis,笑う
1040,rühren::V,jaudinti,感情を動かす
1041,rühren::V,graudinti,感情を動かす
1042,weinen::V,verkti,泣く
1043,schimpfen::V,bartis,叱る
1044,sich ärgern::V,pykti,怒る
1045,sich ärgern::V,pykti,腹を立てる
1046,sich ärgern::V,apmaudauti,怒る
1047,sich ärgern::V,apmaudauti,腹を立てる
1048,sich fürchten::V,bijoti,怖がる
1049,sich fürchten::V,baimintis,怖がる
1050,fürchten::V,bijoti,恐れる
1051,fürchten::V,baimintis,恐れる
1052,fliehen::V,bėgti,逃げる
1053,fliehen::V,sprukti,逃げる
1054,flüchten::V,pabėgti,逃亡する
1055,sehen::V,žiūŕėti,見る
1056,anschauen::V,žiūŕėti,眺める
1057,ansehen::V,žiūrėti į,見る
1058,ansehen::V,pažiūrėti į,見る
1059,hören::V,girdėti,聞く
1060,zuhören::V,klausytis,聴く
1061,probieren::V,ragauti,食べてみる
1062,probieren::V,paragauti,食べてみる
1063,riechen::V,uosti,気取る
1064,riechen::V,užuosti,気取る
1065,fühlen::V,justi,感じる
1066,fühlen::V,jausti,感じる
1067,fühlen::V,pajusti,感じる
1068,scheinen::V,rodytis,ように見える
1069,scheinen::V,atrodyti,ように見える
1070,zu sehen sein::V,pasirodyti,見える
1071,vernehmen::V,išgirsti,承る
1072,frieren::V,šalti,寒気がする
1073,tun::V,daryti,する
1074,können::V,galėti,出来る
1075,können::V,pajėgti,出来る
1076,wollen::V,norėti,-たい
1077,anfangen::V,pradėti,始める
1078,anfangen::V,prasid́ėti,始める
1079,beenden::V,baigti,終える
1080,beenden::V,užbaigti,終える
1081,aufhören::V,liautis,止める
1082,gelingen::V,pavykti,成功する
1083,gelingen::V,pasisekti,成功する
1084,geraten::V,nusisekti,当たる
1085,öffnen::V,atverti,開く
1086,öffnen::V,atverti,開ける
1087,öffnen::V,atidaryti,開く
1088,öffnen::V,atidaryti,開ける
1089,schließen::V,uždaryti,閉める
1090,stellen::V,statyti,置く
1091,stellen::V,statyti,据える
1092,stellen::V,pastatyti,置く
1093,stellen::V,pastatyti,据える
1094,setzen::V,sodinti,座らせる
1095,setzen::V,pasodinti,座らせる
1096,legen::V,dėti,置く
1097,legen::V,pad́ėti,置く
1098,berühren::V,liesti,触る
1099,berühren::V,liesti,触れる
1100,berühren::V,paliesti,触る
1101,berühren::V,paliesti,触れる
1102,verbinden::V,jungti,結びつける
1103,verbinden::V,surišti,結びつける
1104,bedecken::V,uždengti,覆う
1105,aufhängen::V,pakarti,掛ける
1106,aufhängen::V,pakabinti,掛ける
1107,anzünden::V,padegti,燃やす
1108,anzünden::V,padegti,火をつける
1109,aufheben::V,pakelti,拾う
1110,zurücklassen::V,palikti,残す
1111,verlieren::V,pamesti,無くす
1112,fallen lassen::V,atsisakyti,落とす
1113,machen::V,dirbti,作る
1114,herstellen::V,gaminti,製造する
1115,bauen::V,statyti,建設する
1116,bauen::V,pastatyti,建設する
1117,reparieren::V,taisyti,直す
1118,reparieren::V,taisyti,修理する
1119,reparieren::V,remontuoti,直す
1120,reparieren::V,remontuoti,修理する
1121,verbessern::V,gerinti,改良する
1122,verbessern::V,ištaisyti,改良する
1123,ändern::V,keisti,変える
1124,ändern::V,pakeisti,変える
1125,graben::V,kasti,掘る
1126,beugen::V,lenkti,折る
1127,beugen::V,palenkti,折る
1128,biegen::V,lenkti,曲げる
1129,biegen::V,palenkti,曲げる
1130,drehen::V,sukti,回す
1131,wenden::V,kreipti,裏返す
1132,wenden::V,pakreipti,裏返す
1133,umdrehen::V,sukti,裏返す
1134,umdrehen::V,apversti,裏返す
1135,heben::V,kelti,挙げる
1136,heben::V,pakelti,挙げる
1137,hochheben::V,pakelti,持ち上げる
1138,ergreifen::V,čiupti,取り上げる
1139,ergreifen::V,griebti,取り上げる
1140,halten::V,laikyti,持つ
1141,halten::V,palaikyti,持つ
1142,drücken::V,spausti,押す
1143,schieben::V,stumti,ずらす
1144,kratzen::V,kasyti,引っ掻く
1145,kratzen::V,grandyti,引っ掻く
1146,lecken::V,laižyti,なめる
1147,beißen::V,kandžioti,噛む
1148,abreißen::V,nuplėšti,剝ぎ取る
1149,abschneiden::V,atpjauti,切り取る
1150,abschneiden::V,atkirpti,切り取る
1151,binden::V,rišti,縛る
1152,binden::V,surišti,縛る
1153,stecken::V,kišti,差し込む
1154,stecken::V,įkišti,差し込む
1155,brechen::V,lūžti,破る
1156,brechen::V,laužyti,破る
1157,klopfen::V,belsti,とんとん叩く
1158,klopfen::V,barbenti,とんとん叩く
1159,hauen::V,mušti,叩く
1160,kleben::V,lipdyti,貼る
1161,kleben::V,lipdyti,くっ付ける
1162,kleben::V,klijuoti,貼る
1163,kleben::V,klijuoti,くっ付ける
1164,reiben::V,trinti,擦る
1165,reiben::V,tarkuoti,擦る
1166,streichen::V,tepti,塗る
1167,streichen::V,užtepti,塗る
1168,schleifen::V,galą́sti,研ぐ
1169,schneiden::V,pjauti,切る
1170,schneiden::V,kirpti,切る
1171,rütteln::V,purtyti,揺さぶる
1172,schütteln::V,purtyti,振る
1173,schütteln::V,purtyti,揺さぶる
1174,schwenken::V,mojuoti,振る
1175,schütten::V,pilti,注ぐ
1176,schütten::V,berti,注ぐ
1177,füllen::V,pildyti,いっぱいにする
1178,füllen::V,pripildyti,いっぱいにする
1179,einwickeln::V,įvynioti,包む
1180,einwickeln::V,suvynioti,包む
1181,tragen::V,nešti,運ぶ
1182,tragen::V,nešioti,運ぶ
1183,schleppen::V,vilkti,引きずる
1184,ziehen::V,tempti,引く
1185,aufbewahren::V,laikyti,預かる
1186,werfen::V,mesti,投げる
1187,werfen::V,sviesti,投げる
1188,fangen::V,sugauti,受ける
1189,packen::V,čiupti,掴む
1190,packen::V,griebti,掴む
1191,verstecken::V,slėpti,隠す
1192,verstecken::V,slapstyti,隠す
1193,teilen::V,dalyti,分ける
1194,teilen::V,padalyti,分ける
1195,schicken::V,sių̃sti,送る
1196,schicken::V,pasių̃sti,送る
1197,bringen::V,atnešti,持って行く
1198,hinzufügen::V,pridėti,加える
1199,bekommen::V,gauti,得る
1200,erhalten::V,gauti,受ける
1201,nehmen::V,paimti,取る
1202,wählen::V,rinkti,選ぶ
1203,wählen::V,išsirinkti,選ぶ
1204,auswählen::V,išrinkti,選ぶ
1205,bewahren::V,išsaugoti,保存する
1206,behindern::V,trukdyti,妨害する
1207,verderben::V,sugadinti,台無しにする
1208,beschädigen::V,žaloti,損傷する
1209,beschädigen::V,gadinti,損傷する
1210,zerbrechen::V,sukulti,割る
1211,zerbrechen::V,sudaužyti,割る
1212,zerreißen::V,perplėšti,引き裂く
1213,zerreißen::V,suplėšyti,引き裂く
1214,zerstören::V,suardyti,破壊する
1215,zerstören::V,sugriauti,破壊する
1216,verbrennen::V,deginti,焼く
1217,verbrennen::V,sudeginti,焼く
1218,geben::V,duoti,上げる
1219,geben::V,paduoti,上げる
1220,reichen::V,paduoti,渡す
1221,schenken::V,dovanoti,贈る
1222,versprechen::V,žadėti,約束する
1223,versprechen::V,pažadėti,約束する
1224,wünschen::V,norėti,望む
1225,wünschen::V,linḱėti,望む
1226,loben::V,girti,褒める
1227,loben::V,pagirti,褒める
1228,küssen::V,bučiuoti,キスする
1229,wiegen::V,supti,揺する
1230,zudecken::V,užkloti,覆う
1231,zudecken::V,uždengti,覆う
1232,wecken::V,žadinti,起こす
1233,zeigen::V,rodyti,見せる
1234,führen::V,vesti,案内する
1235,führen::V,vadovauti,案内する
1236,lehren::V,mokyti,教える
1237,lehren::V,išmokyti,教える
1238,unterrichten::V,dėstyti,通知する
1239,aufziehen::V,išauginti,育てる
1240,leiten::V,valdyti,導く
1241,leiten::V,vadovauti,導く
1242,antreiben::V,uiti,励ます
1243,antreiben::V,raginti,励ます
1244,antreiben::V,skubinti,励ます
1245,lassen::V,paliepti,～させる
1246,einladen::V,kviesti,誘う
1247,einladen::V,kviesti,招待する
1248,einladen::V,pakviesti,誘う
1249,einladen::V,pakviesti,招待する
1250,vereinigen::V,sujungti,一つにする
1251,vereinigen::V,suvienyti,一つにする
1252,besuchen::V,lankyti,訪ねる
1253,besuchen::V,aplankyti,訪ねる
1254,treffen::V,sutikti,出会う
1255,treffen::V,pasitikti,出会う
1256,sich versammeln::V,susirinkti,集まる
1257,spielen::V,groti,遊ぶ
1258,spielen::V,žaisti,遊ぶ
1259,singen::V,dainuoti,歌う
1260,tanzen::V,šokti,踊る
1261,sich trennen::V,skirtis,別れる
1262,sich trennen::V,išsiskirti,別れる
1263,verlassen::V,palikti,別れる
1264,retten::V,gelbėti,救う
1265,retten::V,gelbėti,助ける
1266,bewachen::V,sergėti,見張る
1267,bewachen::V,sergėti,軽微する
1268,schützen::V,ginti,保護する
1269,schützen::V,apginti,保護する
1270,verteidigen::V,ginti,守る
1271,verteidigen::V,apginti,守る
1272,sich schlagen::V,muštis,殴る
1273,schießen::V,šauti,撃つ
1274,schießen::V,šaudyti,撃つ
1275,siegen::V,nugalėti,勝つ
1276,ärgern::V,pykinti,怒らせる
1277,schlagen::V,mušti,殴る
1278,schlagen::V,smogti,殴る
1279,schlagen::V,trenkti,殴る
1280,treten::V,mygti,蹴る
1281,stechen::V,gelti,突く
1282,stechen::V,smeigti,突く
1283,stoßen::V,stumti,突く
1284,stoßen::V,pastumti,突く
1285,stehlen::V,vogti,盗る
1286,stören::V,trikdyti,構う
1287,belästigen::V,apsunkinti,邪魔する
1288,verbergen::V,slėpti,隠す
1289,verbergen::V,paslėpti,隠す
1290,täuschen::V,klaidinti,だます
1291,betrügen::V,apgauti,だます
1292,töten::V,žudyti,殺す
1293,töten::V,nužudyti,殺す
1294,wohnen::V,gyventi,住む
1295,arbeiten::V,dirbti,働く
1296,arbeiten::V,triūsti,働く
1297,sammeln::V,rinkti,集める
1298,sammeln::V,rinkti,収集する
1299,pflücken::V,skinti,摘む
1300,pflücken::V,raškyti,摘む
1301,jagen::V,medžioti,狩りをする
1302,fischen::V,žvejoti,釣る
1303,fassen::V,sučiupti,捕る
1304,hüten::V,ganyti,放牧する
1305,treiben::V,ginti,追う
1306,anbinden::V,pririšti,繋ぐ
1307,füttern::V,šerti,餌をやる
1308,melken::V,melžti,搾乳する
1309,hacken::V,kapoti,刻む
1310,gießen::V,lieti,水をやる
1311,gießen::V,laistyti,水をやる
1312,reifen::V,nokti,熟す
1313,reifen::V,sirpti,熟す
1314,zubereiten::V,ruošti,調理する
1315,zubereiten::V,gaminti,調理する
1316,kochen::V,virti,煮る
1317,kochen::V,virinti,煮る
1318,backen::V,kepti,焼く
1319,braten::V,kepti,焼く
1320,braten::V,kepti,炒める
1321,braten::V,kepinti,焼く
1322,braten::V,kepinti,炒める
1323,umrühren::V,maišyti,混ぜる
1324,umrühren::V,pamaišyti,混ぜる
1325,stricken::V,megzti,編む
1326,nähen::V,siūti,縫う
1327,färben::V,dažyti,染める
1328,färben::V,nudažyti,染める
1329,reinigen::V,valyti,掃除する
1330,reinigen::V,švarinti,掃除する
1331,waschen::V,plauti,洗う
1332,waschen::V,plauti,洗濯する
1333,waschen::V,mazgoti,洗う
1334,waschen::V,mazgoti,洗濯する
1335,waschen::V,skalbti,洗う
1336,waschen::V,skalbti,洗濯する
1337,abwischen::V,nušluostyti,拭く
1338,spülen::V,plauti,洗う
1339,spülen::V,plauti,すすぐ
1340,spülen::V,skalauti,洗う
1341,spülen::V,skalauti,すすぐ
1342,fegen::V,šluoti,掃除する
1343,kehren::V,šluoti,掃く
1344,baden::V,maudytis,入浴する
1345,sich waschen::V,praustis,洗う
1346,ausziehen::V,numauti,脱ぐ
1347,ausziehen::V,nuvilkti,脱ぐ
1348,anziehen::V,mauti,着る
1349,anziehen::V,apsivilkti,着る
1350,sich anziehen::V,rengtis,着る
1351,sich anziehen::V,apsirengti,着る
1352,kämmen::V,šukuoti,梳く
1353,schmücken::V,puošti,飾る
1354,schmücken::V,dabinti,飾る
1355,schmücken::V,gražinti,飾る
1356,sagen::V,tarti,言う
1357,sprechen::V,kalbėti,話す
1358,reden::V,šnekėti,話す
1359,sich unterhalten::V,kalbėtis,話をする
1360,sich unterhalten::V,šnekučiuotis,話をする
1361,fragen::V,klausti,聞く
1362,bitten::V,prašyti,頼む
1363,bitten::V,prašyti,お願いする
1364,erzählen::V,pasakoti,物語る
1365,mitteilen::V,skelbti,伝える
1366,mitteilen::V,pranešti,伝える
1367,nennen::V,vadinti,名づける
1368,nennen::V,vardyti,名づける
1369,rufen::V,šaukti,呼ぶ
1370,rufen::V,kviesti,呼ぶ
1371,prahlen::V,girtis,自慢する
1372,übersetzen::V,versti,訳す
1373,übersetzen::V,išversti,訳す
1374,denken::V,galvoti,考える
1375,glauben::V,manyti,信じる
1376,glauben::V,tikėti,信じる
1377,bemerken::V,pamatyti,気が付く
1378,bemerken::V,pastebėti,気が付く
1379,erkennen::V,pažinti,認識する
1380,erkennen::V,atpažinti,認識する
1381,begreifen::V,suvokti,分かる
1382,verstehen::V,suprasti,聞き取る
1383,lernen::V,mokytis,学ぶ
1384,lernen::V,mokytis,勉強する
1385,wissen::V,žinoti,知っている
1386,sich erinnern an::V,prisiminti,思い出す
1387,vergessen::V,užmiršti,忘れる
1388,messen::V,matuoti,計る
1389,messen::V,matuoti,測定する
1390,zählen::V,skaičiuoti,数える
1391,rechnen::V,skaičiuoti,計算する
1392,lesen::V,skaityti,読む
1393,malen::V,tapyti,描く
1394,zeichnen::V,piešti,写生する
1395,zeichnen::V,žymėti,写生する
1396,zeichnen::V,braižyti,写生する
1397,schreiben::V,rašyti,書く
1398,besitzen::V,turėti,所持する
1399,kaufen::V,pirkti,買う
1400,verkaufen::V,parduoti,売る
1401,bezahlen::V,apmokėti,払う
1402,zahlen::V,mokėti,支払う
1403,beherrschen::V,valdyti,支配する
1404,ertragen::V,kę̃sti,耐える
1405,ertragen::V,pakelti,耐える
1406,ertragen::V,iškę̃sti,耐える
