,Concept_ID,pt,la
242,Kind::N,criança,infans
243,Junge::N,rapaz,puer
244,Junge::N,menino,puer
245,Mädchen::N,menina,puella
246,Mädchen::N,rapariga,puella
247,Familie::N,família,familia
248,Großvater::N,avô,avus
249,Großmutter::N,avó,avia
250,Eltern::N,pais,parentes
251,Vater::N,pai,pater
252,Mutter::N,mãe,mater
253,Sohn::N,filho,filius
254,Tochter::N,filha,filia
255,Bruder::N,irmão,frater
256,Schwester::N,irmã,soror
257,Onkel::N,tio,patruus
258,Onkel::N,tio,avunculus
259,Tante::N,tia,amita
260,Ehemann::N,esposo,maritus
261,Ehefrau::N,esposa,uxor
262,Freude::N,prazer,gaudium
263,Freude::N,prazer,laetitia
264,Freude::N,alegria,gaudium
265,Freude::N,alegria,laetitia
266,Gelächter::N,risada,risus
267,Gelächter::N,gargalhada,risus
268,Glück::N,felicidade,felicitas
269,Kummer::N,aflição,aegritudo
270,Kummer::N,desgosto,aegritudo
271,Wunsch::N,desejo,voluntas
272,Wunsch::N,desejo,desiderium
273,Lust::N,vontade,libido
274,Lust::N,vontade,voluptas
275,Geist::N,mente,mens
276,Geist::N,mente,animus
277,Geist::N,espírito,mens
278,Geist::N,espírito,animus
279,Gedanke::N,ideia,sententia
280,Gedanke::N,pensamento,sententia
281,Gedächtnis::N,memória,memoria
282,Verstand::N,razão,ratio
283,Verstand::N,razão,ingenium
284,Verstand::N,inteligência,ratio
285,Verstand::N,inteligência,ingenium
286,Sinn::N,sentido,sensus
287,Sinn::N,significado,sensus
288,Grund::N,causa,causa
289,Grund::N,motivo,causa
290,Wahrheit::N,verdade,veritas
291,Gespräch::N,conversa,sermo
292,Gespräch::N,conversação,sermo
293,Märchen::N,conto,fabula
294,Erzählung::N,conto,fabula
295,Erzählung::N,conto,narratio
296,Erzählung::N,narrativa,fabula
297,Erzählung::N,narrativa,narratio
298,Nachricht::N,mensagem,nuntius
299,Neuigkeit::N,notícia,novitas
300,Neuigkeit::N,novidade,novitas
301,Name::N,nome,nomen
302,Rätsel::N,adivinha,aenigma
303,Rede::N,oração,oratio
304,Rede::N,discurso,oratio
305,Sprache::N,língua,lingua
306,Stimme::N,voz,vox
307,Wort::N,palavra,verbum
308,Wort::N,palavra,vocabulum
309,Zeichen::N,marca,signum
310,Ruf::N,grito,clamor
311,Ruf::N,chamada,clamor
312,Lärm::N,ruído,strepitus
313,Lärm::N,barulho,strepitus
314,Laut::N,som,sonus
315,Ton::N,tom,sonus
316,Lied::N,canção,carmen
317,Ruhe::N,calma,quies
318,Ruhe::N,silêncio,quies
319,Leute::N,gente,homines
320,Leute::N,pessoas,homines
321,Volk::N,povo,populus
322,Volk::N,nação,populus
323,Arbeit::N,trabalho,labor
324,Gast::N,hóspede,hospes
325,Gast::N,hóspede,conviva
326,Gast::N,convidado,hospes
327,Gast::N,convidado,conviva
328,Geschenk::N,prenda,munus
329,Geschenk::N,presente,munus
330,Spiel::N,jogo,ludus
331,Gesellschaft::N,companhia,societas
332,Hilfe::N,ajuda,auxilium
333,Hilfe::N,ajuda,subsidium
334,Hilfe::N,socorro,auxilium
335,Hilfe::N,socorro,subsidium
336,Freund::N,amigo,amicus
337,Kamerad::N,camarada,socius
338,Angelegenheit::N,assunto,res
339,Anzahl::N,número,numerus
340,Anzahl::N,quantidade,numerus
341,Art::N,tipo,genus
342,Art::N,espécie,genus
343,Stück::N,pedaço,frustum
344,Stück::N,pedaço,fragmentum
345,Teil::N,peça,pars
346,Teil::N,parte,pars
347,Hälfte::N,metade,dimidium
348,Kreis::N,círculo,orbis
349,Kreis::N,círculo,circus
350,Kreuz::N,cruz,crux
351,Linie::N,linha,linea
352,Strich::N,traço,lineamentum
353,Abstand::N,distância,intervallum
354,Entfernung::N,distância,spatium
355,Gegend::N,área,loca
356,Gegend::N,área,regio
357,Gegend::N,região,loca
358,Gegend::N,região,regio
359,Platz::N,lugar,locus
360,Ort::N,sítio,locus
361,Seite::N,lado,latus
362,Mitte::N,meio,medium
363,Gegenstand::N,objecto,res
364,Sache::N,coisa,res
365,Rand::N,bordo,margo
366,Rand::N,margem,margo
367,Kante::N,borda,angulus
368,Kante::N,aresta,angulus
369,Ecke::N,esquina,angulus
370,Spitze::N,ponta,cacumen
371,Ende::N,cabo,caput
372,Ende::N,extremo,caput
373,Loch::N,furo,foramen
374,Loch::N,buraco,foramen
375,Winkel::N,canto,angulus
376,Winkel::N,ângulo,angulus
377,Muster::N,padrão,exemplum
378,Muster::N,desenho,exemplum
379,Größe::N,tamanho,magnitudo
380,Länge::N,comprimento,longitudo
381,Höhe::N,altura,altitudo
382,Höhe::N,altitude,altitudo
383,Gewicht::N,peso,pondus
384,Menge::N,quantidade,copia
385,Haufen::N,pilha,acervus
386,Reihe::N,fila,ordo
387,Boot::N,barco,navicula
388,Ruder::N,remo,remus
389,Schlitten::N,trenó,sclodia
390,Ski::N,esqui,narta
391,Lagerfeuer::N,fogueira,ignis
392,Last::N,carga,onus
393,Gang::N,curso,cursus
394,Gang::N,caminhada,cursus
395,Schritt::N,passo,gradus
396,Norden::N,norte,septentriones
397,Süden::N,sul,meridies
398,Westen::N,oeste,occidens
399,Westen::N,ocidente,occidens
400,Osten::N,este,oriens
401,Osten::N,leste,oriens
402,Osten::N,oriente,oriens
403,Holz::N,madeira,lignum
404,Brett::N,tábua,tabula
405,Brett::N,prancha,tabula
406,Platte::N,laje,lamina
407,Platte::N,chapa,lamina
408,Stütze::N,apoio,adminiculum
409,Stütze::N,suporte,adminiculum
410,Stange::N,vara,pertica
411,Stange::N,barra,pertica
412,Stock::N,pau,baculum
413,Stock::N,bengala,baculum
414,Stab::N,bastão,scipio
415,Rohr::N,cano,tubus
416,Haus::N,casa,aedes
417,Heim::N,lar,domicilium
418,Heim::N,casa,domicilium
419,Ofen::N,estufa,fornax
420,Ofen::N,aquecedor,fornax
421,Fußboden::N,piso,solum
422,Tisch::N,mesa,mensa
423,Stuhl::N,cadeira,sella
424,Wiege::N,berço,cunae
425,Bett::N,cama,lectus
426,Regal::N,estante,foruli
427,Regal::N,prateleira,foruli
428,Kiste::N,caixa,cista
429,Fenster::N,janela,fenestra
430,Tür::N,porta,ianua
431,Tor::N,portão,porta
432,Zaun::N,cerca,saepes
433,Zaun::N,vedação,saepes
434,Dach::N,telhado,tectum
435,Leiter::N,escada,scalae
436,Leiter::N,escada móvel,scalae
437,Besen::N,vassoura,scopae
438,Spaten::N,pá,pala
439,Schaufel::N,pá,pala
440,Gabel::N,garfo,fuscinula
441,Löffel::N,colher,coclear
442,Messer::N,faca,culter
443,Nagel::N,cravo,clavus
444,Netz::N,rede,rete
445,Haken::N,gancho,hamus
446,Griff::N,asa,manubrium
447,Griff::N,cabo,manubrium
448,Schloss::N,fechadura,claustra
449,Bild::N,imagem,tabula
450,Bild::N,imagem,pictura
451,Figur::N,figura,statunculum
452,Puppe::N,boneca,pupa
453,Beutel::N,saco,sacculus
454,Beutel::N,bolsa,sacculus
455,Bündel::N,fardo,fascis
456,Tasche::N,saco,sacculus
457,Tasche::N,bolso,sacculus
458,Eimer::N,balde,situla
459,Deckel::N,tampa,operculum
460,Geschirr::N,louça,vasa
461,Sack::N,saca,saccus
462,Tasse::N,chávena,pocillum
463,Topf::N,tacho,olla
464,Topf::N,panela,olla
465,Kessel::N,caldeira,aenum
466,Essen::N,refeição,cena
467,Nahrung::N,comida,cibus
468,Nahrung::N,comida,alimenta
469,Nahrung::N,alimento,cibus
470,Nahrung::N,alimento,alimenta
471,Speise::N,prato,cibus
472,Fleisch::N,carne,caro
473,Getreide::N,cereais,frumentum
474,Brei::N,puré,puls
475,Brot::N,pão,panis
476,Scheibe::N,fatia,frustum
477,Fett::N,banha,pingue
478,Fett::N,gordura,pingue
479,Butter::N,manteiga,butȳrum
480,Öl::N,azeite,oleum
481,Salz::N,sal,sal
482,Suppe::N,sopa,ius
483,Suppe::N,caldo,ius
484,Honig::N,mel,mel
485,Milch::N,leite,lac
486,Tee::N,chá,thea
487,Leder::N,couro,corium
488,Wolle::N,lã,lana
489,Stoff::N,pano,textum
490,Stoff::N,tecido,textum
491,Nadel::N,agulha,acus
492,Faden::N,fio,filum
493,Knopf::N,botão,bulla
494,Knoten::N,nó,nodus
495,Farbe::N,corante,pigmentum
496,Kleidung::N,roupa,vestimenta
497,Kleidung::N,vestuário,vestimenta
498,Hemd::N,camisa,tunica
499,Kragen::N,gola,collare
500,Ärmel::N,manga,manica
501,Hose::N,calça,bracae
502,Gürtel::N,cinto,cingulum
503,Mütze::N,boné,pilleus
504,Mütze::N,barrete,pilleus
505,Schuh::N,sapato,calceus
506,Stiefel::N,bota,pero
507,Stiefel::N,bota,caliga
508,Ring::N,anel,anulus
509,Band::N,fita,redimiculum
510,Band::N,faixa,redimiculum
511,Kamm::N,pente,pecten
512,Spiegel::N,espelho,speculum
513,Riemen::N,correia,lorum
514,Schnur::N,corda,linum
515,Schnur::N,cordel,linum
516,Leine::N,trela,retinaculum
517,Decke::N,cobertor,lodix
518,Kissen::N,almofada,pulvinus
519,Tuch::N,pano,velum
520,Handtuch::N,toalha,mantele
521,Kraft::N,força,vis
522,Stärke::N,força,robur
523,Gesundheit::N,saúde,valetudo
524,Krankheit::N,doença,morbus
525,Krankheit::N,enfermidade,morbus
526,Schmerz::N,dor,dolor
527,Wunde::N,chaga,vulnus
528,Wunde::N,ferida,vulnus
529,Fieber::N,febre,febris
530,Arznei::N,remédio,remedium
531,Brücke::N,ponte,pons
532,Brunnen::N,poço,puteus
533,Weide::N,pastagem,pascua
534,Pfad::N,senda,semita
535,Pfad::N,trilho,semita
536,Weg::N,caminho,iter
537,Straße::N,via,via
538,Straße::N,estrada,via
539,Dorf::N,aldeia,vicus
540,Stadt::N,cidade,urbs
541,Stadt::N,cidade,oppidum
542,Brief::N,carta,epistula
543,Buch::N,livro,liber
544,Buchstabe::N,letra,littera
545,Zeitung::N,jornal,diurnum
546,Leben::N,vida,vita
547,Tod::N,morte,mors
548,Grab::N,túmulo,sepulcrum
549,Grab::N,sepultura,sepulcrum
550,Kirche::N,igreja,ecclesia
551,Sünde::N,pecado,peccatum
552,Gott::N,deus,deus
553,Arbeiter::N,operário,operarius
554,Arbeiter::N,trabalhador,operarius
555,Chef::N,chefe,praefectus
556,Chef::N,patrão,praefectus
557,Meister::N,mestre,magister
558,Arzt::N,médico,medicus
559,Lehrer::N,professor,magister
560,Geld::N,dinheiro,aes
561,Geld::N,dinheiro,pecunia
562,Geschäft::N,negócio,negotium
563,Laden::N,loja,taberna
564,Preis::N,preço,pretium
565,Ware::N,mercadoria,merx
566,Nutzen::N,proveito,utilitas
567,Reichtum::N,riqueza,opes
568,Reichtum::N,riqueza,divitiae
569,Welt::N,mundo,mundus
570,Land::N,país,terra
571,Staat::N,Estado,res publica
572,König::N,rei,rex
573,Macht::N,poder,potestas
574,Macht::N,potência,potestas
575,Grenze::N,fronteira,limes
576,Krieg::N,guerra,bellum
577,Feind::N,inimigo,inimicus
578,Gewalt::N,violência,vis
579,Kampf::N,luta,pugna
580,Kampf::N,combate,pugna
581,Bogen[Waffe]::N,arco,arcus
582,Pfeil::N,seta,sagitta
583,Pfeil::N,flecha,sagitta
584,Gewehr::N,espingarda,sclopetum
585,Fehler::N,erro,error
586,Fehler::N,falha,error
587,Lüge::N,mentira,mendacium
588,Schaden::N,dano,damnum
589,Schaden::N,dano,detrimentum
590,Schaden::N,estrago,damnum
591,Schaden::N,estrago,detrimentum
592,Unglück::N,desgraça,miseria
593,Unglück::N,desgraça,calamitas
594,Schuld::N,culpa,culpa
595,Alter::N,idade,aetas
596,Schluss::N,fim,finis
597,Zeit::N,tempo,tempus
598,Tag::N,dia,dies
599,Morgen::N,manhã,mane
600,Mittag::N,meio-dia,meridies
601,Abend::N,noite,vesper
602,Abend::N,tardinha,vesper
603,Nacht::N,noite,nox
604,Woche::N,semana,septimana
605,Monat::N,mês,mensis
606,Jahr::N,ano,annus
607,Frühling::N,primavera,ver
608,Sommer::N,verão,aestas
609,Herbst::N,outono,autumnus
610,Winter::N,inverno,hiems
611,Januar::N,Janeiro,Ianuarius
612,Februar::N,Fevereiro,Februarius
613,März::N,Março,Martius
614,April::N,Abril,Aprilis
615,Mai::N,Maio,Maius
616,Juni::N,Junho,Iunius
617,Juli::N,Julho,Iulius
618,August::N,Agosto,Augustus
619,September::N,Setembro,September
620,Oktober::N,Outubro,Octobris
621,November::N,Novembro,Novembris
622,Dezember::N,Dezembro,December
623,Montag::N,segunda-feira,dies lunae
624,Dienstag::N,terça-feira,dies Martis 
625,Mittwoch::N,quarta-feira,dies Mercurii
626,Donnerstag::N,quinta-feira,dies Iovis
627,Freitag::N,sexta-feira,dies Veneris
628,Samstag::N,sábado,dies Saturni
629,Sonntag::N,domingo,dominicus
630,Sonntag::N,domingo,dies solis
631,groß::A,grande,magnus
632,klein::A,pequeno,parvus
633,lang::A,comprido,longus
634,kurz::A,curto,brevis
635,breit::A,largo,latus
636,schmal::A,estreito,angustus
637,dicht::A,denso,densus
638,dick[Gegenstand]::A,grosso,crassus
639,dünn::A,delgado,tenuis
640,fein::A,fino,subtilis
641,fein::A,subtil,subtilis
642,fest::A,firme,solidus
643,fest::A,firme,stabilis
644,fest::A,sólido,solidus
645,fest::A,sólido,stabilis
646,flach::A,plano,planus
647,glatt::A,liso,levis
648,hart::A,duro,durus
649,weich::A,mole,mollis
650,rund::A,redondo,rotundus
651,spitz::A,agudo,acutus
652,scharf::A,afiado,acer
653,stumpf::A,rombo,hebes
654,schwer::A,pesado,gravis
655,schön::A,belo,pulcher
656,schön::A,belo,formosus
657,schön::A,bonito,pulcher
658,schön::A,bonito,formosus
659,heiß::A,quente,fervidus
660,warm::A,quente,calidus
661,kalt::A,frio,frigidus
662,kühl::A,fresco,frigidus
663,frisch::A,fresco,recens
664,feucht::A,húmido,umidus
665,nass::A,molhado,madidus
666,trocken::A,seco,aridus
667,voll::A,cheio,plenus
668,leer::A,vazio,vacuus
669,offen::A,aberto,apertus
670,geschlossen::A,fechado,clausus
671,sauber::A,limpo,lautus
672,schmutzig::A,sujo,sordidus
673,roh::A,cru,crudus
674,reif::A,maduro,maturus
675,lecker::A,delicioso,delicatus
676,süß::A,doce,dulcis
677,bitter::A,amargo,amarus
678,bitter::A,amargo,acerbus
679,sauer::A,azedo,acidus
680,hell::A,claro,clarus
681,dunkel::A,escuro,obscurus
682,dunkel::A,sombrio,obscurus
683,schwarz::A,preto,niger
684,weiß::A,branco,albus
685,rot::A,vermelho,ruber
686,gelb::A,amarelo,flavus
687,blau::A,azul,caeruleus
688,grün::A,verde,viridis
689,grau::A,cinzento,canus
690,bunt::A,colorido,varius
691,billig::A,barato,vilis
692,teuer::A,caro,carus
693,wertvoll::A,valioso,pretiosus
694,wertvoll::A,precioso,pretiosus
695,blind::A,cego,caecus
696,taub::A,surdo,surdus
697,kräftig::A,forte,robustus
698,kräftig::A,poderoso,robustus
699,stark::A,forte,firmus
700,stark::A,forte,validus
701,stark::A,robusto,firmus
702,stark::A,robusto,validus
703,schwach::A,débil,debilis
704,schwach::A,débil,infirmus
705,fett::A,gordo,crassus
706,schlank::A,esbelto,procerus
707,hübsch::A,giro,pulcher
708,hübsch::A,bonito,pulcher
709,böse::A,mau,improbus
710,dumm::A,parvo,stultus
711,dumm::A,parvo,stupidus
712,dumm::A,estúpido,stultus
713,dumm::A,estúpido,stupidus
714,faul::A,preguiçoso,piger
715,fleißig::A,aplicado,sedulus
716,fleißig::A,diligente,sedulus
717,geizig::A,avarento,avarus
718,klug::A,prudente,prudens
719,klug::A,inteligente,prudens
720,geschickt::A,hábil,sollers
721,lieb::A,caro,carus
722,lieb::A,querido,carus
723,lustig::A,alegre,iocosus
724,sanft::A,suave,clemens
725,sanft::A,brando,clemens
726,hungrig::A,faminto,impastus
727,krank::A,doente,aeger
728,krank::A,enfermo,aeger
729,nackt::A,nu,nudus
730,nackt::A,despido,nudus
731,traurig::A,triste,maestus
732,lebendig::A,vivo,vivus
733,gut::A,bom,bonus
734,schlecht::A,mau,malus
735,schlecht::A,ruim,malus
736,richtig::A,justo,rectus
737,richtig::A,correcto,rectus
738,schlimm::A,mau,malus
739,schlimm::A,grave,malus
740,wahr::A,verdadeiro,verus
741,alt::A,velho,antiquus
742,alt::A,antigo,antiquus
743,neu::A,novo,novus
744,ehemalig::A,antigo,pristinus
745,alt[Lebewesen]::A,velho,vetus
746,jung::A,jovem,iuvenis
747,arm::A,pobre,pauper
748,reich::A,rico,dives
749,bekannt::A,conhecido,notus
750,berühmt::A,famoso,celeber
751,berühmt::A,famoso,illustris
752,berühmt::A,célebre,celeber
753,berühmt::A,célebre,illustris
754,fremd::A,alheio,peregrinus
755,fremd::A,estranho,peregrinus
756,verschieden::A,diverso,varius
757,verschieden::A,diferente,varius
758,nah::A,próximo,propinquus
759,fern::A,remoto,longinquus
760,fern::A,distante,longinquus
761,linker::A,esquerdo,sinister
762,rechter::A,direito,dexter
763,anderer::A,outro,alius
764,erster::A,primeiro,primus
765,zweiter::A,segundo,secundus
766,dritter::A,terceiro,tertius
767,letzter::A,final,ultimus
768,letzter::A,último,ultimus
769,allein::ADV,só,solum
770,auf einmal::ADV,de vez,simul
771,zusammen::ADV,juntos,una
772,lange::ADV,muito tempo,diu
773,plötzlich::ADV,de repente,subito
774,plötzlich::ADV,de repente,repente
775,sofort::ADV,imediatamente,statim
776,später::ADV,mais tarde,postea
777,jetzt::ADV,agora,nunc
778,heute::ADV,hoje,hodie
779,morgen::ADV,amanhã,cras
780,bald::ADV,logo,mox
781,bald::ADV,breve,mox
782,dann::ADV,então,deinde
783,dann::ADV,depois,deinde
784,gestern::ADV,ontem,heri
785,einst::ADV,antigamente,olim
786,damals::ADV,então,tum
787,danach::ADV,logo,postea
788,danach::ADV,depois,postea
789,vorher::ADV,antes,antea
790,zuerst::ADV,primeiro,primo
791,einmal::ADV,uma vez,semel
792,manchmal::ADV,às vezes,interdum
793,oft::ADV,muitas vezes,saepe
794,immer::ADV,sempre,semper
795,niemals::ADV,nunca,numquam
796,hier::ADV,cá,hic
797,hier::ADV,aqui,hic
798,hierhin::ADV,para cá,huc
799,von hier::ADV,daqui,hinc
800,dort::ADV,lá,ibi
801,dort::ADV,ali,ibi
802,dorthin::ADV,lá,eo
803,dorthin::ADV,para lá,eo
804,geradeaus::ADV,em frente,recte
805,vorwärts::ADV,avante,porro
806,rückwärts::ADV,para trás,retro
807,zurück::ADV,atrás,retro
808,unten::ADV,debaixo,infra
809,unten::ADV,em baixo,infra
810,hinab::ADV,para baixo,pessum
811,oben::ADV,em cima,supra
812,hinauf::ADV,para cima,sursum
813,überall::ADV,em toda parte,ubique
814,nicht::ADV,não,non
815,ein wenig::ADV,um pouco,paulum
816,ein wenig::ADV,um bocado,paulum
817,kaum::ADV,apenas,vix
818,kaum::ADV,apenas,aegre
819,sehr::ADV,muito,valde
820,sehr::ADV,muito,magnopere
821,so::ADV,tão,ita
822,so::ADV,assim,ita
823,noch::ADV,ainda,etiam
824,nur::ADV,só,solum
825,nur::ADV,só,tantum
826,nur::ADV,apenas,solum
827,nur::ADV,apenas,tantum
828,nur::ADV,somente,solum
829,nur::ADV,somente,tantum
830,schon::ADV,já,iam
831,wieder::ADV,outra vez,rursus
832,vergebens::ADV,em vão,frustra
833,vor::PRP,diante de,ante
834,hinter::PRP,atrás de,post
835,unter::PRP,sob,sub
836,unter::PRP,debaixo de,sub
837,durch::PRP,por,per
838,durch::PRP,através de,per
839,neben::PRP,junto de,iuxta
840,neben::PRP,ao lado de,iuxta
841,zwischen::PRP,entre,inter
842,wegen::PRP,por,propter
843,wegen::PRP,por causa de,propter
844,dies::PRN,isto,hoc
845,das::PRN,isso,id
846,das::PRN,aquilo,id
847,alles::PRN,todo,omnia
848,ich::PRN,eu,ego
849,du::PRN,tu,tu
