,Concept_ID,ce,hy
735,das::PRN,иза,այդ
736,alles::PRN,дерриг,ամեն ինչ
737,ich::PRN,cо,ես
738,du::PRN,хьо,դու
739,er::PRN,и,նա
740,er::PRN,иза,նա
741,wir::PRN,тхо,մենք
742,wir::PRN,вай,մենք
743,ihr::PRN,шу,դուք
744,sie::PRN,уьш,նրանք
745,was::FPRN,хӏун,ինչ
746,wer::FPRN,мила,ով
747,wo::FADV,мичaхь,ուր
748,wo::FADV,мичaхь,որտեղ
749,wohin::FADV,мича,դեպի ուր
750,wie::FADV,муха,ինչպես
751,warum::FADV,хӏунда,ինչու
752,wieviel::FNUM,мел,որչափ
753,wieviel::FNUM,маса,որչափ
754,eins::NUM,цхьаъ,մեկ
755,zwei::NUM,шиъ,երկու
756,drei::NUM,кхоъ,երեք
757,vier::NUM,диъ,չորս
758,fünf::NUM,пхиъ,հինգ
759,sechs::NUM,ялх,վեց
760,sieben::NUM,ворхӏ,յոթ
761,acht::NUM,бархӏ,ութ
762,neun::NUM,исс,ինը
763,zehn::NUM,итт,տասը
764,elf::NUM,цхьайтта,տասնմեկ
765,zwölf::NUM,шийтта,տասներկու
766,zwanzig::NUM,ткъа,քսան
767,dreißig::NUM,ткъе итт,երեսուն
768,vierzig::NUM,шовзткъа,քառասուն
769,fünfzig::NUM,шовзткъе итт,հիսուն
770,sechzig::NUM,кхузткъа,վաթսուն
771,siebzig::NUM,кхузткъе итт,յոթանասուն
772,achtzig::NUM,дезткъа,ութսուն
773,neunzig::NUM,дезткъе итт,իննսուն
774,hundert::NUM,бӏе,հարյուր
775,tausend::NUM,эзар,հազար
776,und::CNJ,a,ու
777,oder::CNJ,я,կամ
778,stehen::V,латта,կանգնել
779,sitzen::V,хиъна ӏан,նստել
780,liegen::V,ӏилла,ստել
781,hängen::V,кхаза,կախվել
782,werden::V,хила,դառնալ
783,passieren::V,хила,պատահել
784,beginnen::V,доло,սկսվել
785,enden::V,дӏадерза,վերջանալ
786,wechseln::V,хийца,փոխվել
787,aufgehen[Sonne]::V,кхета,բարձրանալ
788,aufgehen[Sonne]::V,кхета,ելնել 
789,untergehen[Sonne]::V,чубуза,մտնել
790,scheinen[Sonne]::V,серло яла,շողալ
791,scheinen[Sonne]::V,серло яла,փայլել
792,donnern::V,къекъа,որոտալ
793,wehen::V,хьекха,փչել
794,strömen::V,эха,հոսել
795,fließen::V,охьаэха,հոսել
796,sich drehen::V,хьийза,պտտվել
797,schwanken::V,леста,տատանվել
798,schwingen::V,лесто,ճոճվել
799,fallen::V,охьакхета,ընկնել
800,brennen::V,дага,այրվել
801,rauchen::V,оза,ծխել
802,regnen::V,догlа догlу,անձրեւ գալ
803,gefrieren::V,гӏоро,սառչել
804,tauen::V,даша,լկիլ
805,schmelzen::V,лала,հալիլ
806,trocknen::V,дакъо,չորանալ
807,sieden::V,кхехка,եռալ
808,faulen::V,дахкадала,փտել
809,verfaulen::V,дахкадала,նեխել
810,reißen::V,хеда,պատռվել
811,reißen::V,хеда,ճղվել
812,versinken::V,хичудаха,սուզվել
813,vergehen::V,дlаэха,անցնել 
814,erscheinen::V,схьадала,հայտնվել
815,erscheinen::V,схьадала,երեւալ
816,erscheinen::V,ӏоттадала,հայտնվել
817,erscheinen::V,ӏоттадала,երեւալ
818,verschwinden::V,къайладала,անհետանալ
819,sinken::V,лахдала,ընկնել
820,zunehmen::V,лакхадала,մեծանալ
821,steigen::V,хьаладала,բարձրանալ
822,wachsen::V,кхиа,աճել
823,glänzen::V,лепа,նշուլել
824,glänzen::V,лепа,փայլիլ
825,funkeln::V,къега,փայլատակել
826,lärmen::V,гӏовгӏаян,աղմուկ հանել
827,läuten::V,детта,զնգալ
828,klingeln::V,дека,զնգալ
829,klirren::V,дека,զնգզնգալ
830,brausen::V,хьаьдда даха,մոլեգնել
831,rauschen::V,леста,սոսափել
832,klingen::V,дека,հնչել
833,bellen::V,лета,հաչել
834,heulen::V,угӏа,ոռնալ 
835,blasen::V,хӏуп баха,փչել 
836,pfeifen::V,шок етта,սուլել
837,schreien::V,мохь бетта,գոռալ 
838,stöhnen::V,узарш дан,տնքալ
839,zittern::V,дега,դողալ
840,leben::V,даха,ապրել
841,geboren werden::V,хила,ծնվել
842,atmen::V,садеӏа,շնչել
843,trinken::V,мала,խմել
844,essen::V,кхалла,ուտել
845,schlucken::V,къурдбан,կլանել
846,schlucken::V,къурдбан,կուլ տալ
847,müde werden::V,кӏаддала,հոգնել
848,einschlafen::V,наб кхета,քուն մտնել
849,schlafen::V,вижа,քնել
850,schlafen::V,наб ян,քնել
851,schlafen::V,дижина хила,քնել
852,aufwachen::V,самадала,արթննալ
853,aufstehen::V,гӏатта,ելլել
854,sich erholen::V,садаӏа,հանգստանալ
855,krank werden::V,цомгуш хила,հիւանդանալ
856,krank sein::V,цомгуш хила,հիվանդ լինել
857,schmerzen::V,лаза,ցավել
858,schmerzen::V,ӏийжа,ցավել
859,husten::V,йовхарш етта,հազալ
860,genesen::V,тадала,ապաքինվել
861,sterben::V,дала,մեռնել
862,sterben::V,дала,վախճանվել
863,umkommen::V,хӏаллакхила,կործանվել
864,sich bewegen::V,лела,ընթանալ
865,sich rühren::V,меттахъхьен,շարժվել
866,sich erheben::V,хьалагlатта,կանգնել
867,sich erheben::V,хьалагlатта,վեր կենալ
868,sich setzen::V,хаа,նստել
869,hinfallen::V,дожа,ընկնել
870,hinfallen::V,охьакхета,ընկնել
871,laufen::V,вада,քայլել
872,laufen::V,хьада,քայլել
873,schreiten::V,болар дан,ճեմել
874,schreiten::V,ког баккха,ճեմել
875,spazierengehen::V,доладала,շրջագայել
876,eilen::V,сихдала,շտապել
877,sich beeilen::V,сихдала,շտապել 
878,rennen::V,дада,վազել
879,springen::V,ирхкхийсадала,ցատկել
880,klettern::V,тӏедийла,մագլցել
881,schaukeln::V,техко,ճոճվել
882,schaukeln::V,техко,օրորվել
883,kriechen::V,такха,սողալ
884,schwimmen::V,некадан,լողալ
885,tauchen::V,чулелха,սուզվել
886,rudern::V,дига лело,թիավարել
887,rudern::V,кема лело,թիավարել
888,fahren::V,хахка,ընթանալ
889,fliegen::V,тӏемадала,թռչել
890,gehen::V,лeла,գնալ
891,weggehen::V,дӏадаха,հեռանալ
892,abfahren::V,дӏадаха,ճանապարհվել
893,anhalten::V,саца,կանգնել
894,hineingehen::V,чудала,մտնել
895,eintreten::V,чудала,մտնել
896,kommen::V,кхача,գալ
897,kommen::V,дӏакхача,գալ
898,kommen::V,схьакхача,գալ
899,ankommen::V,кхача,ժամանել
900,ankommen::V,схьакхача,ժամանել
901,zurückkommen::V,юхада,վերադառնալ
902,bleiben::V,диса,մնալ
903,warten::V,хьежа,սպասել
904,warten::V,cобар дан,սպասել
905,erwarten::V,хьоьжуш ӏан,սպասել
906,suchen::V,леха,որոնել
907,finden::V,каро,գտնել
908,versuchen::V,дан хьажа,փորձել
909,vorbereiten::V,кечъян,պատրաստել
910,lieben::V,деза,սիրել
911,mögen::V,безамхила,հավանել
912,mögen::V,безамхила,սիրել
913,lachen::V,дела,ծիծաղել
914,rühren::V,хьедан,հուզել
915,weinen::V,делха,լալ
916,schimpfen::V,чехо,տրտնջալ
917,schimpfen::V,чехо,քրթմնջել
918,sich ärgern::V,оьгӏазъэха,զայրանալ
919,sich fürchten::V,кхера,վախնալ
920,fürchten::V,кхера,վախենալ
921,fliehen::V,дӏадада,փախչել
922,flüchten::V,дӏадада,փախչել
923,sehen::V,ган,տեսնել
924,anschauen::V,хьажа,դիտել
925,anschauen::V,хьежа,դիտել
926,ansehen::V,хьовса,նայել
927,hören::V,хаза,լսել
928,zuhören::V,ладогӏа,ունկնդրել
929,probieren::V,хьажа,համը տեսել
930,riechen::V,хьожа яха,հոտ առնել
931,fühlen::V,хаадала,զգալ
932,scheinen::V,мотта,երեւալ
933,zu sehen sein::V,гуш хила,երեւալ
934,vernehmen::V,бартхатта,իմանալ 
935,frieren::V,гӏоро,մրսել
936,tun::V,дан,անել
937,können::V,дадала,կարողանալ
938,wollen::V,тӏергӏа,ուզել
939,wollen::V,тӏергӏа,ցանկանալ
940,anfangen::V,доло,սկսել
941,beenden::V,довла,վերջացնել
942,aufhören::V,саца,դադարել
943,gelingen::V,кадала,հաջողվել
944,gelingen::V,кадала,գլուխ գալ
945,geraten::V,хила,ստացվել
946,öffnen::V,дӏаделла,բաց անել
947,öffnen::V,схьаделла,բաց անել
948,schließen::V,къовла,փակել 
949,schließen::V,дӏачӏагӏа,փակել 
950,stellen::V,хlотто,դնել
951,setzen::V,дийгӏа,նստեցնել
952,legen::V,охьадилла,դնել
953,berühren::V,хьедан,դիպչել
954,berühren::V,хьедан,շոշափել
955,verbinden::V,вовшахтаса,շաղկապել
956,bedecken::V,тилла,ծածկել
957,bedecken::V,тӏетаса,ծածկել
958,aufhängen::V,хьалаолла,կախել
959,anzünden::V,лато,վառել
960,aufheben::V,айа,վերցնել
961,zurücklassen::V,дита,թողնել
962,verlieren::V,дайа,կորցնել
963,fallen lassen::V,охьадожо,գցել
964,machen::V,дан,անել
965,herstellen::V,дан,արտադրել
966,bauen::V,гӏишлоян,կառուցել
967,reparieren::V,тадан,նորոգել
968,verbessern::V,нисдан,բարելավել
969,ändern::V,хийца,փոխել
970,graben::V,ахка,փորել
971,beugen::V,сатто,ծռել
972,biegen::V,сатто,թեքել
973,drehen::V,хьовзо,ոլորել
974,umdrehen::V,хьовзo,շրջել
975,heben::V,айа,բարձրացնել
976,heben::V,хьалаайа,բարձրացնել
977,hochheben::V,хьалаайа,բարձրացնել
978,ergreifen::V,дӏалаца,վարակվել
979,halten::V,латто,բռնել
980,drücken::V,тӏетаӏо,ճնշել
981,schieben::V,татта,հրել
982,kratzen::V,мӏараш тийса,քերել
983,lecken::V,мотт хьекха,լիզել
984,beißen::V,катoха,կծել
985,abreißen::V,схьадаккха,պոկել
986,abschneiden::V,кхада,կտրել 
987,binden::V,дӏадехка,կապել
988,binden::V,вовшахтаса,կապել
989,stecken::V,чудахийта,խրել
990,brechen::V,кагдан,կոտրել 
991,klopfen::V,детта,թակել
992,hauen::V,етта,ծեծել
993,kleben::V,тӏелато,կպցնել
994,reiben::V,хьекхо,շփել
995,streichen::V,тlехьакха,վրան քսել
996,schleifen::V,ирдан,սրել 
997,schneiden::V,ларга,կտրել
998,rütteln::V,лесто,ցնցել
999,schütteln::V,лесто,թափահարել
1000,schwenken::V,лесто,ճոճել
1001,schütten::V,дотта,լցնել
1002,füllen::V,дуза,լիքը լցնել
1003,einwickeln::V,хьарчо,փաթաթել
1004,tragen::V,дахьа,կրել
1005,tragen::V,дахьа,տանել
1006,schleppen::V,ийзо,քաշել
1007,ziehen::V,озо,ձգել
1008,ziehen::V,озо,քաշել
1009,aufbewahren::V,ӏалашдан,պահել 
1010,werfen::V,кхосса,նետել
1011,fangen::V,леца,
1012,packen::V,леца,հափշտակել
1013,verstecken::V,къайладаккха,ծածկել
1014,teilen::V,декъа,բաժանել
1015,schicken::V,дӏадахьийта,ուղարկել
1016,bringen::V,дан,բերել
1017,hinzufügen::V,тӏетоха,ավելացնել
1018,bekommen::V,даккха,հայթայթել
1019,erhalten::V,даккха,ստանալ
1020,nehmen::V,схьаэца,վերցնել
1021,wählen::V,харжа,ընտրել
1022,auswählen::V,харжа,գերադասել
1023,bewahren::V,lалашдан,պահպանել
1024,behindern::V,новкъарло ян,խոչընդոտել
1025,verderben::V,талхо,փչացնել
1026,beschädigen::V,дохо,վնասել
1027,zerbrechen::V,дохо,ջարդել
1028,zerbrechen::V,дохо,կոտրել
1029,zerbrechen::V,кагдан,ջարդել
1030,zerbrechen::V,кагдан,կոտրել
1031,zerreißen::V,хадо,պատռել
1032,zerstören::V,дохо,քանդել
1033,zerstören::V,кагдан,քանդել
1034,verbrennen::V,даго,այրել
1035,geben::V,яла,տալ
1036,reichen::V,дӏадала,հանձնել
1037,reichen::V,дӏакховдо,հանձնել
1038,schenken::V,совгӏат дан,նվիրել
1039,versprechen::V,ваӏда дан,խոստանալ
1040,wünschen::V,лаа,մաղթել
1041,loben::V,хасто,գովել
1042,küssen::V,оба яккха,համբուրել
1043,wiegen::V,тахка,օրորել
1044,zudecken::V,тӏетаса,վրան գցել
1045,wecken::V,самадаккха,զարթնեցնել
1046,zeigen::V,гайта,ցույց տալ
1047,führen::V,дига,ուղեկցել
1048,lehren::V,ӏамо,սովորեցնել
1049,unterrichten::V,хьеха,ավանդել
1050,aufziehen::V,кхио,դաստիարակել
1051,leiten::V,урхалла дан,ղեկավարել
1052,leiten::V,урхалла дан,կառավարել
1053,antreiben::V,сихдан,շտապեցնել
1054,lassen::V,-йта,ստիպել
1055,einladen::V,кхайкха,հրավիրել
1056,vereinigen::V,цхьаьнатоха,միացնել
1057,besuchen::V,хьажахIотта,այցելել
1058,treffen::V,дуьхьалкхета,հանդիպել
1059,sich versammeln::V,гулдан,հավաքվել
1060,spielen::V,ловза,խաղալ
1061,singen::V,лакха,երգել
1062,tanzen::V,хелхадала,պարել
1063,sich trennen::V,къаста,ցրվել
1064,verlassen::V,дита,լքել
1065,retten::V,кӏелхьардаккха,փրկել
1066,bewachen::V,ха дан,պահել
1067,schützen::V,лардан,պաշտպանել
1068,verteidigen::V,лардан,պաշտպանել
1069,sich schlagen::V,етта,կռվել
1070,schießen::V,детта,կրակել
1071,siegen::V,тола,հաղթել
1072,ärgern::V,оьгӏаздахийта,ձանձրացնել
1073,schlagen::V,тоха,խփել
1074,treten::V,мийра тоха,քացի տալ
1075,stechen::V,ӏотта,խայթել
1076,stechen::V,къовзо,խայթել
1077,stoßen::V,татта,մղել
1078,stehlen::V,лачкъо,գողանալ
1079,stören::V,новкъарло ян,խանգարել
1080,belästigen::V,сагатдан,անհանգստացնել
1081,verbergen::V,къайладаккха,թաքցնել
1082,täuschen::V,ӏexo,խաբել
1083,betrügen::V,ледан,խաբել
1084,töten::V,ден,սպանել 
1085,wohnen::V,даха,բնակվել
1086,arbeiten::V,къахьега,աշխատել
1087,sammeln::V,гулдан,հավաքել
1088,pflücken::V,даха,քաղել
1089,jagen::V,талла,որս անել
1090,fischen::V,чӏерий леца,ձուկ բռնել
1091,fassen::V,лаца,բռնել
1092,fassen::V,схьалаца,բռնել
1093,hüten::V,лардан,արածեցնել
1094,treiben::V,лахка,հովուել
1095,anbinden::V,дӏадехка,չուանել
1096,füttern::V,хӏума яла,կերակրել
1097,melken::V,оза,կթել
1098,gießen::V,хи тоха,ջրել
1099,reifen::V,хьекъа,հասունանալ 
1100,zubereiten::V,кечъян,պատրաստել
1101,zubereiten::V,кхача бан,պատրաստել
1102,kochen::V,кхача бан,եփել
1103,backen::V,датта,թխել
1104,braten::V,кхарза,տապակել
1105,umrühren::V,кего,խառնել
1106,nähen::V,тега,կարել
1107,färben::V,басардан,ներկել
1108,reinigen::V,цӏандан,մաքրել
1109,waschen::V,йила,լվանալ
1110,waschen::V,йитта,լվանալ
1111,waschen::V,дӏадайа,լվանալ
1112,abwischen::V,дӏадайа,սրբել
1113,spülen::V,хи кхарза,ողողել
1114,spülen::V,хи кхарза,պարզաջրել
1115,fegen::V,нуй хьакха,ավլել
1116,kehren::V,нуй хьакха,ավլել
1117,baden::V,лийча,լողանալ
1118,sich waschen::V,юьхь йила,լվացվել
1119,ausziehen::V,духар дӏадаккха,հանել
1120,sich anziehen::V,духа,հագնվել
1121,kämmen::V,ехк хьакха,սանրել
1122,schmücken::V,хаздан,զարդարել
1123,sagen::V,ала,ասել
1124,sprechen::V,баха,խոսել
1125,sprechen::V,мотт бийца,խոսել
1126,reden::V,къамел дан,զրուցել
1127,sich unterhalten::V,къамел дан,խոսակցել
1128,fragen::V,хатта,հարցնել
1129,bitten::V,деха,խնդրել
1130,erzählen::V,дийца,պատմել
1131,mitteilen::V,хаам бан,հաղորդել
1132,nennen::V,цӏе яккха,անվանել
1133,rufen::V,кхайкха,կանչել
1134,prahlen::V,куралла ян,պարծենալ
1135,prahlen::V,дозалла дан,պարծենալ
1136,übersetzen::V,гоч дан,թարգմանել
1137,denken::V,ойла ян,մտածել
1138,glauben::V,теша,հավատալ
1139,bemerken::V,ган,նկատել
1140,erkennen::V,довза,ճանաչել
1141,begreifen::V,кхета,հասկանալ
1142,verstehen::V,кхета,ըմբռնել
1143,lernen::V,деша,սովորել
1144,wissen::V,хаа,իմանալ
1145,sich erinnern an::V,дагадан,հիշել
1146,sich erinnern an::V,дагадан,մտաբերել
1147,vergessen::V,дицдала,մոռանալ
1148,messen::V,дуста,չափել
1149,zählen::V,дагардан,թվել
1150,zählen::V,дагардан,հաշվել
1151,rechnen::V,лара,հաշվել
1152,rechnen::V,лара,հաշվարկել
1153,lesen::V,еша,կարդալ
1154,malen::V,сурт дилла,նկարել
1155,zeichnen::V,сурт дилла,գծել
1156,schreiben::V,яздан,գրել
1157,besitzen::V,доладан,ունենալ
1158,besitzen::V,доладан,տեր լինել
1159,kaufen::V,эца,գնել
1160,verkaufen::V,дохка,վաճառել
1161,bezahlen::V,мах бала,վճարել
1162,zahlen::V,мах бала,վճարել
1163,beherrschen::V,собаре хила,ղեկավարել
1164,ertragen::V,лан,դիմանալ
1165,ertragen::V,сатоха,դիմանալ
1166,ertragen::V,садетта,դիմանալ
1167,Schwarm::N,,երամ
1168,Schlinge::N,,խեղդան
1169,Art::N,,տեսակ
1170,Entfernung::N,,հեռավորություն
1171,Griff::N,,կոթ
1172,Griff::N,,բռնակ
1173,Figur::N,,քանդակ
1174,Figur::N,,պատկեր
1175,Bogen[Waffe]::N,,աղեղ
1176,so::ADV,,այդպես
1177,abnehmen::V,,փոքրանալ
1178,sausen::V,,սլանալ
1179,wenden::V,,պտտել
1180,hacken::V,,կոտորել
1181,stricken::V,,գործել
1182,anziehen::V,,հագնել
