,Concept_ID,en,ro
885,hängen::V,hang,atârna
886,werden::V,become,deveni
887,werden::V,become,se face
888,passieren::V,happen,se întâmpla
889,beginnen::V,begin,începe
890,enden::V,end,se sfârși
891,enden::V,end,se termina
892,wechseln::V,change,se schimba
893,aufgehen[Sonne]::V,rise,răsări
894,untergehen[Sonne]::V,set,apune
895,scheinen[Sonne]::V,shine,străluci
896,donnern::V,thunder,tuna
897,wehen::V,blow,bate
898,strömen::V,stream,curge în șiroaie
899,fließen::V,flow,curge
900,sich drehen::V,revolve,se învârti
901,schwanken::V,sway,se clătina
902,schwingen::V,swing,vibra
903,schwingen::V,swing,flutura
904,fallen::V,fall,cădea
905,brennen::V,burn,arde
906,rauchen::V,smoke,fuma
907,regnen::V,rain,ploua
908,gefrieren::V,freeze,îngheța
909,tauen::V,thaw,se dezgheța
910,schmelzen::V,melt,se topi
911,trocknen::V,dry,se usca
912,sieden::V,boil,fierbe
913,sieden::V,boil,clocoti
914,faulen::V,rot,se împuți
915,verfaulen::V,decay,putrezi
916,reißen::V,snap,se rupe
917,reißen::V,snap,se sfâșia
918,versinken::V,sink,se scufunda
919,vergehen::V,pass,trece
920,vergehen::V,pass,se scurge
921,erscheinen::V,appear,apărea
922,verschwinden::V,disappear,dispărea
923,sinken::V,drop,cădea
924,sinken::V,drop,coborî
925,abnehmen::V,decrease,scădea
926,abnehmen::V,decrease,descrește
927,zunehmen::V,increase,spori
928,zunehmen::V,increase,crește
929,zunehmen::V,increase,augmenta
930,steigen::V,rise,urca
931,wachsen::V,grow,crește
932,glänzen::V,shine,luci
933,glänzen::V,shine,străluci
934,funkeln::V,sparkle,scânteia
935,lärmen::V,be noisy,face larmă
936,läuten::V,chime,suna
937,klingeln::V,ring,suna
938,klirren::V,tinkle,zăngăni
939,brausen::V,roar,vui
940,rauschen::V,rustle,vâjâi
941,klingen::V,sound,suna
942,bellen::V,bark,lătra
943,heulen::V,howl,urla
944,blasen::V,blow,sufla
945,pfeifen::V,whistle,fluiera
946,schreien::V,shout,țipa
947,stöhnen::V,groan,geme
948,zittern::V,tremble,tremura
949,leben::V,be alive,trăi
950,geboren werden::V,be born,se naște
951,atmen::V,breathe,respira
952,trinken::V,drink,bea
953,essen::V,eat,mânca
954,schlucken::V,swallow,înghiți
955,müde werden::V,get tired,se obosi
956,einschlafen::V,fall asleep,adormi
957,schlafen::V,sleep,dormi
958,aufwachen::V,wake up,se deștepta
959,aufstehen::V,get up,fi se scula
960,sich erholen::V,relax,se relaxa
961,sich erholen::V,relax,se destinde
962,krank werden::V,fall ill,se îmbolnăvi
963,krank sein::V,be ill,zăcea
964,krank sein::V,be ill,fi bolnav
965,schmerzen::V,ache,durea
966,husten::V,cough,tuși
967,genesen::V,recover,se însănătoși
968,sterben::V,die,muri
969,umkommen::V,perish,pieri
970,sich bewegen::V,move,se mișca
971,sich rühren::V,budge,se mișca
972,sich erheben::V,stand up,se ridica
973,sich setzen::V,sit down,lua loc
974,sich setzen::V,sit down,se așeza
975,hinfallen::V,tumble,cădea jos
976,laufen::V,walk,merge
977,laufen::V,walk,merge pe jos
978,schreiten::V,pace,păși
979,spazierengehen::V,go for a walk,se plimba
980,eilen::V,rush,fi se grăbi
981,sich beeilen::V,hurry,se grăbi
982,sausen::V,dash,țâșni
983,rennen::V,run,fugi
984,rennen::V,run,alerga
985,springen::V,jump,sări
986,klettern::V,climb,urca
987,klettern::V,climb,se cățăra
988,schaukeln::V,seesaw,legăna
989,kriechen::V,creep,se târî
990,schwimmen::V,swim,înota
991,tauchen::V,dive,se scufunda
992,rudern::V,row,vâsli
993,rudern::V,row,lopăta
994,fahren::V,drive,merge
995,fliegen::V,fly,zbura
996,gehen::V,go,merge
997,weggehen::V,go away,se duce
998,abfahren::V,depart,pleca
999,anhalten::V,stop,se opri
1000,hineingehen::V,go in,intra
1001,eintreten::V,enter,intra
1002,kommen::V,come,veni
1003,ankommen::V,arrive,sosi
1004,ankommen::V,arrive,ajunge
1005,zurückkommen::V,come back,se întoarce
1006,bleiben::V,stay,rămâne
1007,warten::V,wait,aștepta
1008,erwarten::V,wait for,aștepta
1009,suchen::V,seek,căuta
1010,suchen::V,look for,căuta
1011,finden::V,find,găsi
1012,versuchen::V,try,încerca
1013,vorbereiten::V,prepare,pregăti
1014,lieben::V,love,iubi
1015,mögen::V,like,plăcea a
1016,lachen::V,laugh,râde
1017,rühren::V,move,mișca
1018,rühren::V,move,înduioșa
1019,weinen::V,weep,plânge
1020,schimpfen::V,grumble,înjura
1021,sich ärgern::V,be annoyed,se supăra
1022,sich fürchten::V,be afraid,se teme
1023,sich fürchten::V,be afraid,fi teamă a
1024,fürchten::V,be afraid of,se teme de
1025,fliehen::V,flee,fugi
1026,flüchten::V,escape,evada
1027,sehen::V,see,vedea
1028,anschauen::V,look at,privi
1029,ansehen::V,watch,privi
1030,hören::V,hear,auzi
1031,zuhören::V,listen,asculta
1032,probieren::V,taste,gusta
1033,riechen::V,smell,mirosi
1034,fühlen::V,feel,simți
1035,fühlen::V,feel,resimți
1036,scheinen::V,seem,părea
1037,zu sehen sein::V,show,se vedea
1038,vernehmen::V,hear,auzi
1039,frieren::V,be cold,fi frig
1040,tun::V,do,face
1041,können::V,can,ști
1042,können::V,can,putea
1043,wollen::V,want,dori
1044,anfangen::V,start,începe
1045,beenden::V,finish,sfârși
1046,beenden::V,finish,termina
1047,aufhören::V,stop,înceta
1048,gelingen::V,succeed,reuși
1049,gelingen::V,succeed,izbuti
1050,geraten::V,turn out,reuși
1051,öffnen::V,open,deschide
1052,schließen::V,close,închide
1053,stellen::V,put,pune
1054,stellen::V,put,așeza
1055,setzen::V,place,pune
1056,setzen::V,place,așeza
1057,legen::V,lay,pune
1058,berühren::V,touch,atinge
1059,verbinden::V,connect,lega
1060,bedecken::V,cover,acoperi
1061,aufhängen::V,hang up,atârna
1062,aufhängen::V,hang up,spânzura
1063,anzünden::V,light,aprinde
1064,aufheben::V,pick up,ridica
1065,aufheben::V,pick up,lua de jos
1066,zurücklassen::V,leave,lăsa
1067,zurücklassen::V,leave,lăsa în urmă
1068,verlieren::V,lose,pierde
1069,fallen lassen::V,drop,scăpa
1070,fallen lassen::V,drop,arunca
1071,machen::V,make,face
1072,herstellen::V,produce,fabrica
1073,herstellen::V,produce,confecționa
1074,bauen::V,build,clădi
1075,bauen::V,build,construi
1076,reparieren::V,mend,repara
1077,verbessern::V,improve,ameliora
1078,verbessern::V,improve,îmbunătăți
1079,ändern::V,alter,schimba
1080,ändern::V,alter,modifica
1081,graben::V,dig,săpa
1082,beugen::V,bow,curba
1083,biegen::V,bend,îndoi
1084,biegen::V,bend,încovoia
1085,drehen::V,spin,învârti
1086,wenden::V,turn,întoarce
1087,umdrehen::V,turn around,învârti
1088,umdrehen::V,turn around,întoarce
1089,heben::V,raise,ridica
1090,hochheben::V,lift,ridica
1091,ergreifen::V,seize,lua
1092,ergreifen::V,seize,apuca
1093,halten::V,hold,ține
1094,drücken::V,press,apăsa
1095,drücken::V,press,strânge
1096,schieben::V,push,împinge
1097,kratzen::V,scrape,zgâria
1098,lecken::V,lick,linge
1099,beißen::V,bite,mușca
1100,abreißen::V,tear off,rupe
1101,abreißen::V,tear off,smulge
1102,abschneiden::V,cut off,scurta
1103,binden::V,tie,lega
1104,stecken::V,stick,pune
1105,brechen::V,break,rupe
1106,brechen::V,break,frânge
1107,klopfen::V,knock,ciocăni
1108,hauen::V,hit,lovi
1109,kleben::V,glue,lipi
1110,reiben::V,rub,freca
1111,reiben::V,rub,fricționa
1112,streichen::V,spread,unge
1113,schleifen::V,grind,ascuți
1114,schneiden::V,cut,tăia
1115,rütteln::V,jolt,zgâlțâi
1116,schütteln::V,shake,scutura
1117,schwenken::V,swing,agita
1118,schütten::V,pour,vărsa
1119,füllen::V,fill,umple
1120,einwickeln::V,wrap,înveli
1121,einwickeln::V,wrap,înfășura
1122,tragen::V,carry,căra
1123,schleppen::V,drag,târî
1124,ziehen::V,pull,trage
1125,aufbewahren::V,keep,păstra
1126,aufbewahren::V,keep,conserva
1127,werfen::V,throw,arunca
1128,fangen::V,catch,prinde
1129,packen::V,grab,apuca
1130,verstecken::V,hide,ascunde
1131,teilen::V,divide,împărți
1132,schicken::V,send,trimite
1133,bringen::V,bring,aduce
1134,hinzufügen::V,add,adăuga
1135,bekommen::V,get,obține
1136,bekommen::V,get,dobândi
1137,erhalten::V,receive,primi
1138,erhalten::V,receive,căpăta
1139,nehmen::V,take,lua
1140,wählen::V,choose,opta
1141,wählen::V,choose,alege
1142,auswählen::V,select,selecta
1143,bewahren::V,preserve,păstra
1144,behindern::V,hinder,stingheri
1145,verderben::V,spoil,strica
1146,beschädigen::V,damage,strica
1147,zerbrechen::V,break,rupe
1148,zerbrechen::V,break,frânge
1149,zerreißen::V,tear,rupe
1150,zerreißen::V,tear,sfâșia
1151,zerstören::V,destroy,distruge
1152,verbrennen::V,burn,arde
1153,verbrennen::V,burn,incendia
1154,geben::V,give,da
1155,reichen::V,hand,întinde
1156,schenken::V,give,dărui
1157,versprechen::V,promise,făgădui
1158,wünschen::V,wish,ura
1159,loben::V,praise,lăuda
1160,küssen::V,kiss,săruta
1161,wiegen::V,rock,legăna
1162,zudecken::V,cover,acoperi
1163,wecken::V,wake,trezi
1164,wecken::V,wake,deștepta
1165,zeigen::V,show,arăta
1166,führen::V,guide,călăuzi
1167,lehren::V,teach,preda
1168,lehren::V,teach,învăța
1169,unterrichten::V,instruct,învăța
1170,unterrichten::V,instruct,instrui
1171,aufziehen::V,bring up,crește
1172,leiten::V,lead,duce
1173,leiten::V,lead,conduce
1174,antreiben::V,urge,împinge
1175,antreiben::V,urge,încuraja
1176,lassen::V,let,pune pe să
1177,einladen::V,invite,invita
1178,vereinigen::V,unite,uni
1179,vereinigen::V,unite,întruni
1180,besuchen::V,visit,vizita
1181,besuchen::V,visit,face o vizită
1182,treffen::V,meet,întâlni
1183,sich versammeln::V,assemble,se aduna
1184,spielen::V,play,se juca
1185,singen::V,sing,cânta
1186,tanzen::V,dance,dansa
1187,sich trennen::V,separate,se separa
1188,sich trennen::V,separate,se despărți
1189,verlassen::V,leave,părăsi
1190,verlassen::V,leave,abandona
1191,retten::V,rescue,salva
1192,bewachen::V,guard,păzi
1193,schützen::V,protect,ocroti
1194,schützen::V,protect,proteja
1195,verteidigen::V,defend,apăra
1196,sich schlagen::V,brawl,se bate
1197,schießen::V,shoot,trage
1198,siegen::V,win,birui
1199,siegen::V,win,învinge
1200,ärgern::V,annoy,supăra
1201,schlagen::V,beat,lovi
1202,treten::V,kick,călca
1203,stechen::V,sting,înțepa
1204,stechen::V,sting,împunge
1205,stoßen::V,shove,împinge
1206,stehlen::V,steal,fura
1207,stören::V,disturb,deranja
1208,belästigen::V,bother,importuna
1209,verbergen::V,conceal,ascunde
1210,täuschen::V,deceive,amăgi
1211,betrügen::V,cheat,înșela
1212,töten::V,kill,omorî
1213,wohnen::V,dwell,sta
1214,wohnen::V,dwell,locui
1215,arbeiten::V,work,lucra
1216,sammeln::V,gather,aduna
1217,sammeln::V,gather,colecționa
1218,pflücken::V,pick,culege
1219,jagen::V,hunt,vâna
1220,fischen::V,fish,pescui
1221,fassen::V,catch,prinde
1222,hüten::V,herd,paște
1223,treiben::V,drive,mână
1224,anbinden::V,tie up,lega
1225,füttern::V,feed,da de mâncare
1226,melken::V,milk,mulge
1227,hacken::V,chop,toca
1228,hacken::V,chop,sparge
1229,gießen::V,water,uda
1230,reifen::V,ripen,pârgui
1231,zubereiten::V,cook,găti
1232,kochen::V,boil,găti
1233,backen::V,bake,coace
1234,braten::V,fry,coace
1235,umrühren::V,stir,mesteca
1236,stricken::V,knit,împleti
1237,nähen::V,sew,coase
1238,färben::V,dye,vopsi
1239,färben::V,dye,colora
1240,reinigen::V,clean,curăți
1241,waschen::V,wash,spăla
1242,abwischen::V,wipe,șterge
1243,spülen::V,rinse,clăti
1244,fegen::V,sweep,mătura
1245,kehren::V,sweep,mătura
1246,baden::V,bath,se scălda
1247,sich waschen::V,wash,se spăla
1248,ausziehen::V,take off,și scoate
1249,anziehen::V,put on,îmbrăca
1250,sich anziehen::V,get dressed,se îmbrăca
1251,kämmen::V,comb,pieptăna
1252,schmücken::V,decorate,împodobi
1253,sagen::V,say,zice
1254,sagen::V,say,spune
1255,sprechen::V,speak,vorbi
1256,reden::V,talk,vorbi
1257,reden::V,talk,discuta
1258,sich unterhalten::V,chat,conversa
1259,sich unterhalten::V,chat,sta de vorbă
1260,fragen::V,ask,întreba
1261,bitten::V,request,ruga
1262,erzählen::V,tell,spune
1263,erzählen::V,tell,povesti
1264,mitteilen::V,convey,comunica
1265,mitteilen::V,convey,înștiința
1266,nennen::V,name,numi
1267,nennen::V,name,chema
1268,rufen::V,call,chema
1269,prahlen::V,brag,se făli
1270,übersetzen::V,translate,traduce
1271,denken::V,think,gândi
1272,glauben::V,believe,crede
1273,bemerken::V,notice,observa
1274,erkennen::V,recognize,cunoaște
1275,erkennen::V,recognize,recunoaște
1276,begreifen::V,grasp,pricepe
1277,begreifen::V,grasp,înțelege
1278,verstehen::V,understand,înțelege
1279,lernen::V,learn,învăța
1280,wissen::V,know,ști
1281,sich erinnern an::V,remember,a-și aminti de
1282,vergessen::V,forget,uita
1283,messen::V,measure,măsura
1284,zählen::V,count,număra
1285,rechnen::V,calculate,calcula
1286,lesen::V,read,citi
1287,malen::V,paint,picta
1288,zeichnen::V,draw,desena
1289,schreiben::V,write,scrie
1290,besitzen::V,own,avea
1291,besitzen::V,own,poseda
1292,kaufen::V,buy,cumpăra
1293,verkaufen::V,sell,vinde
1294,bezahlen::V,pay for,plăti
1295,bezahlen::V,pay for,achita
1296,zahlen::V,pay,plăti
1297,beherrschen::V,rule,stăpâni
1298,ertragen::V,endure,răbda
1299,ertragen::V,endure,suporta
