,Concept_ID,ja,mrj
774,schon::ADV,もう,уже
775,schon::ADV,もう,ӹнде
776,wieder::ADV,再び,уэш
777,vergebens::ADV,無駄に,зря
778,vergebens::ADV,無駄に,ӹзрӓ
779,vergebens::ADV,無駄に,ӹзӹрӓ
780,vor::PRP,前に,анзыц
781,vor::PRP,前に,анзыцын
782,hinter::PRP,後ろに,шайылан
783,hinter::PRP,後ろに,шайылный
784,unter::PRP,下に,лӹвӓкӹ
785,durch::PRP,通して,вашт
786,neben::PRP,横に,сага
787,zwischen::PRP,間に,лош
788,zwischen::PRP,間に,лошкы
789,wegen::PRP,為に,мычыц
790,wegen::PRP,せいで,мычыц
791,dies::PRN,これ,тидӹ
792,dies::PRN,これ,ти
793,das::PRN,それ,тидӹ
794,das::PRN,それ,ти
795,alles::PRN,全部,цилӓ
796,ich::PRN,私,мый
797,du::PRN,あなた,тӹнь
798,er::PRN,彼,тӹдӹ
799,wir::PRN,私達,мӓ
800,ihr::PRN,あなた達,вӓ
801,sie::PRN,彼ら,нӹнӹ
802,was::FPRN,何,ма
803,wer::FPRN,誰,кӱ
804,wer::FPRN,どなた,кӱ
805,wo::FADV,どこ,кышан
806,wo::FADV,どこ,кыштакен
807,wo::FADV,どこに,кышан
808,wo::FADV,どこに,кыштакен
809,wohin::FADV,どこへ,кышкы
810,wie::FADV,どう,кыце
811,warum::FADV,何故,малын
812,warum::FADV,どうして,малын
813,wieviel::FNUM,どのくらい,кынар
814,wieviel::FNUM,どのくらい,кынары
815,wieviel::FNUM,どのくらい,кынаркы
816,eins::NUM,一,иктӹ
817,eins::NUM,一,иктӹт
818,zwei::NUM,二,кок
819,zwei::NUM,二,кокты
820,zwei::NUM,二つ,кок
821,zwei::NUM,二つ,кокты
822,drei::NUM,三,кым
823,drei::NUM,三,кымыт
824,drei::NUM,三つ,кым
825,drei::NUM,三つ,кымыт
826,vier::NUM,四,нӹл
827,vier::NUM,四つ,нӹл
828,fünf::NUM,五,вӹц
829,fünf::NUM,五つ,вӹц
830,sechs::NUM,六,куд
831,sechs::NUM,六,кудытмозн
832,sechs::NUM,六つ,куд
833,sechs::NUM,六つ,кудытмозн
834,sieben::NUM,七,шӹм
835,sieben::NUM,七,шӹмӹт
836,sieben::NUM,七つ,шӹм
837,sieben::NUM,七つ,шӹмӹт
838,acht::NUM,八,кӓндӓкш
839,acht::NUM,八,кӓндӓкшӹ
840,acht::NUM,八つ,кӓндӓкш
841,acht::NUM,八つ,кӓндӓкшӹ
842,neun::NUM,九,ӹндекшшӱдӹ
843,neun::NUM,九つ,ӹндекшшӱдӹ
844,zehn::NUM,十,лу
845,elf::NUM,十一,луатик
846,elf::NUM,十一,луатиктӹ
847,zwölf::NUM,十二,луаткок
848,zwölf::NUM,十二,луаткокты
849,zwanzig::NUM,二十,коклы
850,dreißig::NUM,三十,кымлы
851,vierzig::NUM,四十,нӹллӹ
852,fünfzig::NUM,五十,вӹцлӹ
853,sechzig::NUM,六十,кудлу
854,siebzig::NUM,七十,шӹмлу
855,achtzig::NUM,八十,кӓндӓкшлу
856,neunzig::NUM,九十,ӹндекшлу
857,hundert::NUM,百,шӱдӹ
858,tausend::NUM,千,тӹжем
859,und::CNJ,-と,дöн
860,und::CNJ,そして,дöн
861,oder::CNJ,或いは,льывы
862,stehen::V,立っている,шалшаг
863,sitzen::V,座っている,шӹнзӓш
864,liegen::V,横になっている,киӓш
865,hängen::V,掛かっている,кечӓш
866,werden::V,なる,шагалаш
867,passieren::V,起こる,ӹштӓ́лтӓш
868,beginnen::V,始まる,тӹнгӓлӓлтӓш
869,enden::V,終わる,пӹтӓш
870,wechseln::V,変わる,весемӓш
871,wechseln::V,変わる,весемӓлтӓш
872,aufgehen[Sonne]::V,出る,авараш
873,untergehen[Sonne]::V,沈む,шӹ́нзӓш
874,scheinen[Sonne]::V,輝く,сотемдӓрӓш
875,donnern::V,雷が鳴る,хӹдӹртӓш
876,wehen::V,吹く,ӹфӹлӓш
877,strömen::V,流れる,йогащ
878,fließen::V,流れる,йогащ
879,sich drehen::V,回転する,пöрдӓш
880,schwanken::V,揺れる,лыпшалташ
881,schwingen::V,振動する,кӓчӓйӓш
882,fallen::V,落ちる,кенвазаш
883,fallen::V,落ちる,шынгалташ
884,brennen::V,燃える,йылаш
885,rauchen::V,煙を出す,шыпшаш
886,regnen::V,雨が降る,юраш
887,gefrieren::V,凍る,гӓш
888,gefrieren::V,凍る,кӹлмаш
889,tauen::V,溶ける,шылаш
890,schmelzen::V,溶ける,шӹрӓнӓш
891,trocknen::V,乾く,кошкаш
892,sieden::V,沸く,шолаш
893,faulen::V,腐る,шӱӓш
894,verfaulen::V,朽ちる,йӓнгӓрӓлтӓш
895,reißen::V,切れる,кышкедӓлтӓш
896,versinken::V,沈む,ва́лаш
897,vergehen::V,経つ,эртӓш
898,erscheinen::V,現れる,каяш
899,verschwinden::V,消える,ямаш
900,sinken::V,下がる,пычаш
901,abnehmen::V,減る,чӹдемӓш
902,abnehmen::V,減る,кöтӹргӓш
903,zunehmen::V,増える,когоэмӓш
904,steigen::V,上がる,лӱлта́лташ
905,wachsen::V,伸びる,кушкаш
906,glänzen::V,輝く,йӹлгӹжӓш
907,funkeln::V,ぴかぴか光る,валгалташ
908,lärmen::V,騒ぐ,юкланаш
909,läuten::V,鳴る,цоргаш
910,klingeln::V,鳴る,цоргаш
911,klirren::V,がらんがらんと鳴る,цонгырталгаш
912,brausen::V,逆巻く,ышдымыла́наш
913,rauschen::V,戦ぐ,шу́жгаш
914,klingen::V,鳴る,йо́нгаш
915,bellen::V,吠える,опташ
916,heulen::V,きゃんきゃん鳴く,урмыжаш
917,blasen::V,吹く,ӹфӹлӓш
918,pfeifen::V,口笛を吹く,ши́шкаш
919,schreien::V,叫ぶ,уташ
920,schreien::V,叫ぶ,саслаш
921,schreien::V,叫ぶ,варгынзаш
922,stöhnen::V,うめく,ӹнгӹрӓш
923,zittern::V,震える,цӹтӹрӓш
924,leben::V,生きている,ӹлӓш
925,geboren werden::V,生まれる,шачаш
926,atmen::V,呼吸する,шӱлӓш
927,trinken::V,飲む,йӱӓш
928,essen::V,食べる,качкаш
929,schlucken::V,飲み込む,нелӓш
930,müde werden::V,眠くなる,янгылаш
931,einschlafen::V,寝付く,амален кеӓш
932,schlafen::V,眠る,амалаш
933,aufwachen::V,目が覚める,понгыжалташ
934,aufstehen::V,起きる,кӹньӹл шагалаш
935,sich erholen::V,休養する,кӓнаш
936,krank werden::V,病気になる,церлӓнен вазаш
937,krank sein::V,病気である,церлӓнӓш
938,krank sein::V,病気である,ясланаш
939,krank sein::V,病気である,ясыланаш
940,schmerzen::V,痛む,каршташ
941,husten::V,咳をする,кахыраш
942,genesen::V,元気になる,паремӓш
943,genesen::V,元気になる,тöрлӓнӓш
944,sterben::V,死ぬ,вазын колаш
945,sterben::V,亡くなる,вазын колаш
946,umkommen::V,死亡する,пӹтӓш
947,sich bewegen::V,移動する,кашташ
948,sich rühren::V,動く,тӓрвӓнӓш
949,sich erheben::V,立ち上がる,кӹньӹлӓш
950,sich setzen::V,座る,шӹнзӓш
951,hinfallen::V,転ぶ,кенвазаш
952,hinfallen::V,転ぶ,шынгалташ
953,laufen::V,歩く,кашташ
954,schreiten::V,跨ぐ,ашкедӓш
955,spazierengehen::V,散歩する,мадын кашташ
956,eilen::V,急ぐ,вӓшкӓш
957,sich beeilen::V,焦る,вӓшкӓш
958,sich beeilen::V,焦る,талашаш
959,sausen::V,疾駆する,хойхаланаш
960,sausen::V,疾駆する,хояш
961,rennen::V,走る,кыргыжаш
962,springen::V,跳ぶ,тӹршештӓш
963,klettern::V,よじ登る,ку́заш
964,schaukeln::V,ぶらんこに乗る,лыпшалташ
965,kriechen::V,這う,авалянаш
966,kriechen::V,這う,ньыжиклӓш
967,schwimmen::V,泳ぐ,илӓш
968,tauchen::V,潜る,цымаш
969,rudern::V,漕ぐ,шуалташ
970,fahren::V,行く,кеӓш
971,fahren::V,乗車する,кеӓш
972,fliegen::V,飛ぶ,чонгештӓш
973,gehen::V,行く,кеӓш
974,weggehen::V,立ち去る,кеӓш
975,abfahren::V,出発する,кеӓш
976,anhalten::V,止まる,цӓрнӓш
977,hineingehen::V,入る,пыраш
978,eintreten::V,中に入る,пыраш
979,kommen::V,来る,толаш
980,ankommen::V,着く,шоаш
981,ankommen::V,到着する,шоаш
982,zurückkommen::V,帰る,пöртӹлӓш
983,bleiben::V,留まる,кодаш
984,warten::V,待つ,вычаш
985,erwarten::V,期待する,вычаш
986,suchen::V,探る,кӹчӓлӓш
987,finden::V,見つける,моаш
988,versuchen::V,試す,путаяш
989,versuchen::V,試す,цацаш
990,vorbereiten::V,準備する,поспейӹктӓш
991,lieben::V,愛する,яраташ
992,mögen::V,好きである,яраташ
993,lachen::V,笑う,ваштылаш
994,rühren::V,感情を動かす,тӓрвӓтӓш
995,weinen::V,泣く,мӓгӹрӓш
996,schimpfen::V,叱る,свырседӓлӓш
997,sich ärgern::V,怒る,шӹдешкӓш
998,sich ärgern::V,腹を立てる,шӹдешкӓш
999,sich fürchten::V,怖がる,лӱдӓш
1000,fürchten::V,恐れる,лӱдӓш
1001,fliehen::V,逃げる,кыргыжаш
1002,flüchten::V,逃亡する,кыргыж шӹлӓш
1003,sehen::V,見る,ужаш
1004,anschauen::V,眺める,анжалаш
1005,ansehen::V,見る,анжаш
1006,hören::V,聞く,колаш
1007,zuhören::V,聴く,колышташ
1008,probieren::V,食べてみる,тотештӓш
1009,probieren::V,食べてみる,подыл анжаш
1010,riechen::V,気取る,ӱпшӹнзӓш
1011,fühlen::V,感じる,шижӓш
1012,scheinen::V,ように見える,каяш
1013,zu sehen sein::V,見える,каяш
1014,vernehmen::V,承る,колын колташ
1015,frieren::V,寒気がする,кӹлмаш
1016,frieren::V,寒気がする,тӹнгӹргӓш
1017,tun::V,する,ӹштӓш
1018,können::V,出来る,кердӓш
1019,wollen::V,-たい,жалаяш
1020,anfangen::V,始める,тӹнгӓлӓш
1021,beenden::V,終える,пӹтӓрӓш
1022,aufhören::V,止める,цӓрнӓш
1023,gelingen::V,成功する,цӓш лиӓш
1024,geraten::V,当たる,лиӓш
1025,öffnen::V,開く,пачаш
1026,öffnen::V,開ける,пачаш
1027,schließen::V,閉める,чӱчӓш
1028,stellen::V,置く,шӹндӓш
1029,stellen::V,据える,шӹндӓш
1030,setzen::V,座らせる,шӹндӓш
1031,legen::V,置く,опташ
1032,legen::V,置く,пиштӓш
1033,berühren::V,触る,тӹкӓлӓш
1034,berühren::V,触れる,тӹкӓлӓш
1035,verbinden::V,結びつける,пидӓш
1036,bedecken::V,覆う,леведӓш
1037,aufhängen::V,掛ける,сӓкӓш
1038,anzünden::V,燃やす,чӱктӓш
1039,anzünden::V,火をつける,чӱктӓш
1040,aufheben::V,拾う,кузыкташ
1041,zurücklassen::V,残す,кодаш
1042,verlieren::V,無くす,ямдаш
1043,fallen lassen::V,落とす,кенвацтараш
1044,machen::V,作る,ӹштӓш
1045,herstellen::V,製造する,йӓмдӹлӓш
1046,bauen::V,建設する,ӹштӓш
1047,reparieren::V,直す,чиняш
1048,reparieren::V,直す,алалаш
1049,reparieren::V,修理する,чиняш
1050,reparieren::V,修理する,алалаш
1051,verbessern::V,改良する,яжоэмден шӹндӓш
1052,ändern::V,変える,вашталташ
1053,graben::V,掘る,капаяш
1054,beugen::V,折る,лывырташ
1055,beugen::V,折る,каклярташ
1056,biegen::V,曲げる,лывырташ
1057,drehen::V,回す,сӓрӓш
1058,drehen::V,回す,сӓрӹкӓлӓш
1059,wenden::V,裏返す,сӓрӓлӓш
1060,umdrehen::V,裏返す,сӓрӓлӓш
1061,heben::V,挙げる,лӱктӓш
1062,hochheben::V,持ち上げる,кузыкташ
1063,ergreifen::V,取り上げる,хватяш
1064,halten::V,持つ,кычаш
1065,drücken::V,押す,темдӓш
1066,schieben::V,ずらす,шӹкӓш
1067,kratzen::V,引っ掻く,нӹжӓш
1068,lecken::V,なめる,нылаш
1069,beißen::V,噛む,пыралаш
1070,abreißen::V,剝ぎ取る,кӹрӓш
1071,abreißen::V,剝ぎ取る,кышкед нӓлӓш
1072,abschneiden::V,切り取る,шулаш
1073,abschneiden::V,切り取る,лаштыклаш
1074,binden::V,縛る,пидӓш
1075,stecken::V,差し込む,шыралаш
1076,brechen::V,破る,тодылаш
1077,brechen::V,破る,пыдырташ
1078,klopfen::V,とんとん叩く,рушткаш
1079,hauen::V,叩く,шелӹштӓш
1080,kleben::V,貼る,клейӓш
1081,kleben::V,くっ付ける,клейӓш
1082,reiben::V,擦る,нӹжӓш
1083,streichen::V,塗る,шӹрӓш
1084,schleifen::V,研ぐ,шымаш
1085,schneiden::V,切る,пӹчкӓш
1086,rütteln::V,揺さぶる,мыльгыкташ
1087,schütteln::V,振る,цӹтӹртӓш
1088,schütteln::V,振る,мыльгыкташ
1089,schütteln::V,揺さぶる,цӹтӹртӓш
1090,schütteln::V,揺さぶる,мыльгыкташ
1091,schwenken::V,振る,машыяш
1092,schütten::V,注ぐ,опталаш
1093,füllen::V,いっぱいにする,темӓш
1094,einwickeln::V,包む,пӹтӹрӓ́лӓш
1095,tragen::V,運ぶ,намалаш
1096,schleppen::V,引きずる,шӹдӹрӓш
1097,ziehen::V,引く,шыпшаш
1098,aufbewahren::V,預かる,перегӓш
1099,werfen::V,投げる,кӹшкӓш
1100,fangen::V,受ける,кычаш
1101,packen::V,掴む,хватяш
1102,verstecken::V,隠す,шӹлтӓш
1103,teilen::V,分ける,пайылаш
1104,schicken::V,送る,колташ
1105,bringen::V,持って行く,кандаш
1106,hinzufügen::V,加える,
1107,bekommen::V,得る,лыкташ
1108,erhalten::V,受ける,получаяш
1109,nehmen::V,取る,налаш
1110,wählen::V,選ぶ,айыраш
1111,auswählen::V,選ぶ,айыраш
1112,bewahren::V,保存する,перегӓш
1113,behindern::V,妨害する,мешӓйӓш
1114,verderben::V,台無しにする,портяш
1115,beschädigen::V,損傷する,шушырташ
1116,zerbrechen::V,割る,пыдырташ
1117,zerreißen::V,引き裂く,кӹрӓш
1118,zerstören::V,破壊する,шӓлӓтӓш
1119,verbrennen::V,焼く,йылаташ
1120,verbrennen::V,焼く,йылалташ
1121,geben::V,上げる,пуаш
1122,reichen::V,渡す,пуаш
1123,schenken::V,贈る,подараш
1124,versprechen::V,約束する,сöрӓш
1125,wünschen::V,望む,жалаяш
1126,loben::V,褒める,хваляш
1127,küssen::V,キスする,шышшалаш
1128,wiegen::V,揺する,лӱнгӓлтӓш
1129,zudecken::V,覆う,пиштӓш
1130,wecken::V,起こす,понгыжалтараш
1131,zeigen::V,見せる,анжыкташ
1132,führen::V,案内する,видӓш
1133,lehren::V,教える,тымдаш
1134,unterrichten::V,通知する,тымдаш
1135,aufziehen::V,育てる,кушташ
1136,leiten::V,導く,видӓш
1137,leiten::V,導く,вуйлаташ
1138,leiten::V,導く,вуйлалташ
1139,antreiben::V,励ます,талаштараш
1140,lassen::V,～させる,-ыкт
1141,einladen::V,誘う,ӱжӓш
1142,einladen::V,招待する,ӱжӓш
1143,vereinigen::V,一つにする,иктештӓш
1144,besuchen::V,訪ねる,толаш
1145,treffen::V,出会う,вӓшлиӓш
1146,treffen::V,出会う,вӓшлиӓлтӓш
1147,sich versammeln::V,集まる,цымыргаш
1148,spielen::V,遊ぶ,мадаш
1149,singen::V,歌う,мыраш
1150,tanzen::V,踊る,кушташ
1151,sich trennen::V,別れる,айырлаш
1152,verlassen::V,別れる,шуаш
1153,retten::V,救う,ытараш
1154,retten::V,助ける,ытараш
1155,bewachen::V,見張る,оролаш
1156,bewachen::V,軽微する,оролаш
1157,schützen::V,保護する,перегӓш
1158,verteidigen::V,守る,перегӓш
1159,sich schlagen::V,殴る,шидӓлӓш
1160,sich schlagen::V,殴る,шиэдӓлӓш
1161,schießen::V,撃つ,лӱӓш
1162,siegen::V,勝つ,сӹнгӓш
1163,ärgern::V,怒らせる,шӹдештӓрӓш
1164,schlagen::V,殴る,пӓрен колташ
1165,schlagen::V,殴る,хӹрӹктен колташ
1166,treten::V,蹴る,чымаш
1167,stechen::V,突く,пышкылаш
1168,stoßen::V,突く,шыркедӓш
1169,stehlen::V,盗る,шолышт толаш
1170,stören::V,構う,ӓрештӹлӓш
1171,belästigen::V,邪魔する,кӓньӹсӹрлӓндӓрӓш
1172,belästigen::V,邪魔する,шытырланыкташ
1173,verbergen::V,隠す,шӹлтӓш
1174,täuschen::V,だます,алталаш
1175,täuschen::V,だます,аталаш
1176,betrügen::V,だます,мошеньӹчӓйӓш
1177,töten::V,殺す,пуштын шуаш
1178,wohnen::V,住む,ӹлӓш
1179,arbeiten::V,働く,пӓшӓлӓш
1180,arbeiten::V,働く,ровотаяш
1181,sammeln::V,集める,погаш
1182,sammeln::V,収集する,погаш
1183,pflücken::V,摘む,кӹрӓш
1184,jagen::V,狩りをする,охотничӓйӓш
1185,fischen::V,釣る,кол кычаш
1186,fassen::V,捕る,кычаш
1187,hüten::V,放牧する,кӹтӓш
1188,treiben::V,追う,шуруяш
1189,anbinden::V,繋ぐ,ялшташ
1190,anbinden::V,繋ぐ,ялышташ
1191,füttern::V,餌をやる,пукшаш
1192,melken::V,搾乳する,шыпшылаш
1193,hacken::V,刻む,роаш
1194,gießen::V,水をやる,шӓвӓш
1195,reifen::V,熟す,кӱӓш
1196,reifen::V,熟す,поспейӓш
1197,zubereiten::V,調理する,йӓмдӹлӓш
1198,kochen::V,煮る,шолташ
1199,backen::V,焼く,кӱктӓш
1200,braten::V,焼く,жӓрӓш
1201,braten::V,炒める,жӓрӓш
1202,umrühren::V,混ぜる,намалаш
1203,stricken::V,編む,пидӓш
1204,nähen::V,縫う,ыргаш
1205,färben::V,染める,пидӓш
1206,reinigen::V,掃除する,чиӓлтӓш
1207,waschen::V,洗う,мышкаш
1208,waschen::V,洗濯する,мышкаш
1209,abwischen::V,拭く,ӹштӓш
1210,spülen::V,洗う,шӱӓлтӓш
1211,spülen::V,すすぐ,шӱӓлтӓш
1212,fegen::V,掃除する,ӹштӓш
1213,kehren::V,掃く,ӹштӓш
1214,baden::V,入浴する,нӱштӹлӓш
1215,sich waschen::V,洗う,мышкылташ
1216,ausziehen::V,脱ぐ,кыдашаш
1217,anziehen::V,着る,чиӓш
1218,sich anziehen::V,着る,чиӓш
1219,kämmen::V,梳く,шерӓш
1220,schmücken::V,飾る,цеверемдӓш
1221,sagen::V,言う,манаш
1222,sagen::V,言う,келесӓш
1223,sprechen::V,話す,манаш
1224,reden::V,話す,шайышташ
1225,sich unterhalten::V,話をする,хытыраш
1226,sich unterhalten::V,話をする,хытыргаш
1227,fragen::V,聞く,ядаш
1228,bitten::V,頼む,ядаш
1229,bitten::V,お願いする,ядаш
1230,erzählen::V,物語る,келесӓш
1231,mitteilen::V,伝える,попаш
1232,mitteilen::V,伝える,увертӓш
1233,mitteilen::V,伝える,увертӓрӓш
1234,nennen::V,名づける,лӹмдӓш
1235,rufen::V,呼ぶ,ӱжӓш
1236,prahlen::V,自慢する,хайзаш
1237,prahlen::V,自慢する,шаргаланаш
1238,übersetzen::V,訳す,вашташ
1239,denken::V,考える,машанаш
1240,glauben::V,信じる,ӹнянӓш
1241,bemerken::V,気が付く,цаклаш
1242,erkennen::V,認識する,пӓлӓш
1243,begreifen::V,分かる,ынгылаш
1244,verstehen::V,聞き取る,ынгылаш
1245,lernen::V,学ぶ,тыменяш
1246,lernen::V,勉強する,тыменяш
1247,wissen::V,知っている,пӓлӓш
1248,sich erinnern an::V,思い出す,ышештӓрӓш
1249,vergessen::V,忘れる,монден кодаш
1250,messen::V,計る,висӓш
1251,messen::V,測定する,висӓш
1252,zählen::V,数える,шотаяш
1253,rechnen::V,計算する,шотаяш
1254,lesen::V,読む,лыдаш
1255,malen::V,描く,рисуяш
1256,zeichnen::V,写生する,ыдырка́лаш
1257,schreiben::V,書く,вазаш
1258,besitzen::V,所持する,кы́чаш
1259,kaufen::V,買う,нӓлӓш
1260,verkaufen::V,売る,выжалаш
1261,bezahlen::V,払う,тӱлӓш
1262,zahlen::V,支払う,тӱлӓш
1263,beherrschen::V,支配する,кы́чаш
1264,ertragen::V,耐える,цӹтӓш
