,Concept_ID,vep,pt
382,Winkel::N,saum,ângulo
383,Muster::N,kirjam,padrão
384,Muster::N,kirjam,desenho
385,Größe::N,suruz',tamanho
386,Länge::N,piduz,comprimento
387,Höhe::N,korktuz',altura
388,Höhe::N,korktuz',altitude
389,Gewicht::N,jügu,peso
390,Gewicht::N,vedäduz,peso
391,Menge::N,äjüz',quantidade
392,Haufen::N,kogo,pilha
393,Reihe::N,rivi,fila
394,Boot::N,veneh,barco
395,Ruder::N,air,remo
396,Schlitten::N,regi,trenó
397,Schlitten::N,regut,trenó
398,Ski::N,suks',esqui
399,Lagerfeuer::N,nodj,fogueira
400,Lagerfeuer::N,pažag,fogueira
401,Last::N,jüguz,carga
402,Gang::N,astund,curso
403,Gang::N,astund,caminhada
404,Schritt::N,hašk,passo
405,Norden::N,pohjoine,norte
406,Süden::N,suvi,sul
407,Westen::N,päivlaskm,oeste
408,Westen::N,päivlaskm,ocidente
409,Osten::N,päivnouzm,este
410,Osten::N,päivnouzm,leste
411,Osten::N,päivnouzm,oriente
412,Holz::N,pu,madeira
413,Brett::N,laud,tábua
414,Brett::N,laud,prancha
415,Platte::N,keitim,laje
416,Platte::N,keitim,chapa
417,Stütze::N,tugi,apoio
418,Stütze::N,tugi,suporte
419,Stange::N,arz',vara
420,Stange::N,arz',barra
421,Stock::N,kalu,pau
422,Stock::N,kalu,bengala
423,Stab::N,seibaz,bastão
424,Rohr::N,torv,cano
425,Haus::N,pert',casa
426,Heim::N,kodi,lar
427,Heim::N,kodi,casa
428,Ofen::N,päč,estufa
429,Ofen::N,päč,aquecedor
430,Fußboden::N,lava,piso
431,Tisch::N,laud,mesa
432,Tisch::N,stal'c,mesa
433,Stuhl::N,ištim,cadeira
434,Wiege::N,kätte,berço
435,Bett::N,sija,cama
436,Bett::N,magaduzsija,cama
437,Regal::N,palič,estante
438,Regal::N,palič,prateleira
439,Kiste::N,mülütim,caixa
440,Fenster::N,ikun,janela
441,Tür::N,uks',porta
442,Tor::N,verai,portão
443,Zaun::N,aid,cerca
444,Zaun::N,aid,vedação
445,Dach::N,katuz,telhado
446,Leiter::N,pordhad,escada
447,Leiter::N,pordhad,escada móvel
448,Besen::N,lud,vassoura
449,Besen::N,vast,vassoura
450,Spaten::N,labid,pá
451,Schaufel::N,labid,pá
452,Gabel::N,hangoine,garfo
453,Löffel::N,luzik,colher
454,Messer::N,veič,faca
455,Nagel::N,nagl,cravo
456,Netz::N,verk,rede
457,Haken::N,kouk,gancho
458,Griff::N,kägä,asa
459,Griff::N,kägä,cabo
460,Griff::N,varz',asa
461,Griff::N,varz',cabo
462,Schloss::N,lukkol,fechadura
463,Bild::N,kuva,imagem
464,Figur::N,figur,figura
465,Puppe::N,tätüine,boneca
466,Beutel::N,havad,saco
467,Beutel::N,havad,bolsa
468,Bündel::N,toppaz,fardo
469,Bündel::N,käč,fardo
470,Tasche::N,sumk,saco
471,Tasche::N,sumk,bolso
472,Eimer::N,vädr,balde
473,Deckel::N,katuz,tampa
474,Geschirr::N,astii,louça
475,Sack::N,havad,saca
476,Tasse::N,čašk,chávena
477,Topf::N,pada,tacho
478,Topf::N,pada,panela
479,Kessel::N,katil,caldeira
480,Essen::N,sönd,refeição
481,Nahrung::N,söm,comida
482,Nahrung::N,söm,alimento
483,Speise::N,sömine,prato
484,Fleisch::N,liha,carne
485,Getreide::N,vill',cereais
486,Brei::N,pudr,puré
487,Brot::N,leib,pão
488,Scheibe::N,bibaleh,fatia
489,Scheibe::N,šlik,fatia
490,Fett::N,razv,banha
491,Fett::N,razv,gordura
492,Butter::N,voi,manteiga
493,Öl::N,voi,azeite
494,Salz::N,sol,sal
495,Suppe::N,lem',sopa
496,Suppe::N,lem',caldo
497,Suppe::N,keitoz,sopa
498,Suppe::N,keitoz,caldo
499,Honig::N,mezi,mel
500,Milch::N,maid,leite
501,Tee::N,čai,chá
502,Leder::N,nahk,couro
503,Wolle::N,vill,lã
504,Stoff::N,kangaz,pano
505,Stoff::N,kangaz,tecido
506,Nadel::N,negl,agulha
507,Faden::N,nit',fio
508,Knopf::N,nübl',botão
509,Knoten::N,sol'm,nó
510,Farbe::N,muju,corante
511,Kleidung::N,sobad,roupa
512,Kleidung::N,sobad,vestuário
513,Hemd::N,paid,camisa
514,Kragen::N,kagluz,gola
515,Ärmel::N,hijam,manga
516,Hose::N,štanad,calça
517,Gürtel::N,vö,cinto
518,Mütze::N,šapuk,boné
519,Mütze::N,šapuk,barrete
520,Schuh::N,keng',sapato
521,Stiefel::N,sapug,bota
522,Ring::N,rengaz,anel
523,Band::N,lentaine,fita
524,Band::N,lentaine,faixa
525,Kamm::N,suga,pente
526,Spiegel::N,zerkol,espelho
527,Riemen::N,vö,correia
528,Schnur::N,nor,corda
529,Schnur::N,nor,cordel
530,Leine::N,talutimnor,trela
531,Decke::N,sijakatuz,cobertor
532,Kissen::N,pöluz,almofada
533,Tuch::N,paik,pano
534,Handtuch::N,käzipaik,toalha
535,Kraft::N,vägi,força
536,Stärke::N,vahvuz',força
537,Gesundheit::N,tervhuz,saúde
538,Krankheit::N,läžund,doença
539,Krankheit::N,läžund,enfermidade
540,Schmerz::N,kibu,dor
541,Wunde::N,čapatez,chaga
542,Wunde::N,čapatez,ferida
543,Fieber::N,säru,febre
544,Arznei::N,zel'l',remédio
545,Brücke::N,sild,ponte
546,Brunnen::N,kaiv,poço
547,Weide::N,omaluine,pastagem
548,Pfad::N,tehut,senda
549,Pfad::N,tehut,trilho
550,Weg::N,te,caminho
551,Straße::N,te,via
552,Straße::N,te,estrada
553,Dorf::N,külä,aldeia
554,Stadt::N,lidn,cidade
555,Brief::N,kirjeine,carta
556,Buch::N,kirj,livro
557,Buchstabe::N,kirjam,letra
558,Zeitung::N,lehtez,jornal
559,Leben::N,elo,vida
560,Tod::N,surm,morte
561,Grab::N,kaum,túmulo
562,Grab::N,kaum,sepultura
563,Kirche::N,jumalanpert',igreja
564,Sünde::N,grähk,pecado
565,Gott::N,jumal,deus
566,Arbeiter::N,radnik,operário
567,Arbeiter::N,radnik,trabalhador
568,Chef::N,pämez',chefe
569,Chef::N,pämez',patrão
570,Meister::N,mastar,mestre
571,Arzt::N,lekar',médico
572,Lehrer::N,opendai,professor
573,Geld::N,rahad,dinheiro
574,Geschäft::N,biznes,negócio
575,Laden::N,lauk,loja
576,Preis::N,arv,preço
577,Ware::N,tavar,mercadoria
578,Nutzen::N,liža,proveito
579,Reichtum::N,kodielo,riqueza
580,Reichtum::N,kal'huz',riqueza
581,Welt::N,mail'm,mundo
582,Land::N,ma,país
583,Staat::N,valdkund,Estado
584,König::N,kunigaz,rei
585,Macht::N,vald,poder
586,Macht::N,vald,potência
587,Grenze::N,röun,fronteira
588,Krieg::N,soda,guerra
589,Feind::N,vihanik,inimigo
590,Feind::N,vastustai,inimigo
591,Gewalt::N,vägivald,violência
592,Kampf::N,tora,luta
593,Kampf::N,tora,combate
594,Bogen[Waffe]::N,taug,arco
595,Pfeil::N,nol,seta
596,Pfeil::N,nol,flecha
597,Gewehr::N,oružj,espingarda
598,Fehler::N,viga,erro
599,Fehler::N,viga,falha
600,Lüge::N,kelastuz,mentira
601,Schaden::N,pahuz',dano
602,Schaden::N,pahuz',estrago
603,Unglück::N,bed,desgraça
604,Unglück::N,gor'a,desgraça
605,Schuld::N,värhuz',culpa
606,Alter::N,igä,idade
607,Schluss::N,lop,fim
608,Zeit::N,aig,tempo
609,Tag::N,päiv,dia
610,Morgen::N,homendez,manhã
611,Mittag::N,keskpäiv,meio-dia
612,Abend::N,eht,noite
613,Abend::N,eht,tardinha
614,Nacht::N,ö,noite
615,Woche::N,nedal',semana
616,Monat::N,ku,mês
617,Jahr::N,voz',ano
618,Frühling::N,keväz',primavera
619,Sommer::N,keza,verão
620,Herbst::N,sügüz',outono
621,Winter::N,tal'v,inverno
622,Januar::N,viluku,Janeiro
623,Februar::N,uhoku,Fevereiro
624,März::N,keväz'ku,Março
625,April::N,sulaku,Abril
626,Mai::N,semendku,Maio
627,Juni::N,kezaku,Junho
628,Juli::N,heinku,Julho
629,August::N,eloku,Agosto
630,September::N,sügüz'ku,Setembro
631,Oktober::N,reduku,Outubro
632,November::N,kül'mku,Novembro
633,Dezember::N,tal'vku,Dezembro
634,Montag::N,ezmärg,segunda-feira
635,Dienstag::N,tožnarg,terça-feira
636,Mittwoch::N,koumanz'päiv,quarta-feira
637,Donnerstag::N,nellänz'päiv,quinta-feira
638,Freitag::N,pätnič,sexta-feira
639,Freitag::N,videnz'päiv,sexta-feira
640,Samstag::N,sobat,sábado
641,Sonntag::N,pühäpäiv,domingo
642,groß::A,sur',grande
643,groß::A,järed,grande
644,klein::A,pen',pequeno
645,klein::A,pičuine,pequeno
646,lang::A,pit'k,comprido
647,kurz::A,lühüd,curto
648,breit::A,leved,largo
649,schmal::A,kaid,estreito
650,dicht::A,tihed,denso
651,dick[Gegenstand]::A,paks,grosso
652,dünn::A,hoik,delgado
653,fein::A,hen,fino
654,fein::A,hen,subtil
655,fest::A,luja,firme
656,fest::A,luja,sólido
657,fest::A,ninev,firme
658,fest::A,ninev,sólido
659,flach::A,lapak,plano
660,glatt::A,siled,liso
661,hart::A,kova,duro
662,weich::A,pehmed,mole
663,rund::A,kehker,redondo
664,spitz::A,nügu,agudo
665,spitz::A,terav,agudo
666,scharf::A,terav,afiado
667,stumpf::A,tül'c,rombo
668,schwer::A,jüged,pesado
669,schön::A,čoma,belo
670,schön::A,čoma,bonito
671,heiß::A,räk,quente
672,warm::A,läm',quente
673,kalt::A,vilu,frio
674,kühl::A,raibak,fresco
675,kühl::A,viluhk,fresco
676,frisch::A,lahed,fresco
677,feucht::A,neps,húmido
678,feucht::A,toreh,húmido
679,nass::A,märg,molhado
680,trocken::A,kuiv,seco
681,voll::A,täuz',cheio
682,leer::A,joudai,vazio
683,offen::A,avoin,aberto
684,offen::A,avol'jaine,aberto
685,geschlossen::A,saubaline,fechado
686,sauber::A,puhtaz,limpo
687,schmutzig::A,redukaz,sujo
688,roh::A,rohk,cru
689,roh::A,toreh,cru
690,reif::A,küps,maduro
691,lecker::A,magukaz,delicioso
692,süß::A,maged,doce
693,bitter::A,karged,amargo
694,sauer::A,muiged,azedo
695,hell::A,kirkas,claro
696,hell::A,valgei,claro
697,dunkel::A,pimed,escuro
698,dunkel::A,pimed,sombrio
699,schwarz::A,must,preto
700,weiß::A,vauged,branco
701,rot::A,rusked,vermelho
702,gelb::A,pakuine,amarelo
703,blau::A,sinine,azul
704,grün::A,vihand,verde
705,grau::A,hahk,cinzento
706,bunt::A,kirjav,colorido
707,billig::A,odav,barato
708,teuer::A,kalliž,caro
709,wertvoll::A,arvokas,valioso
710,wertvoll::A,arvokas,precioso
711,blind::A,soged,cego
712,taub::A,kurdiž,surdo
713,kräftig::A,vägev,forte
714,kräftig::A,vägev,poderoso
715,stark::A,vahv,forte
716,stark::A,vahv,robusto
717,stark::A,vägekaz,forte
718,stark::A,vägekaz,robusto
719,schwach::A,väll',débil
720,fett::A,razvakaz,gordo
721,schlank::A,kapos,esbelto
722,hübsch::A,čoma,giro
723,hübsch::A,čoma,bonito
724,böse::A,äred,mau
725,böse::A,käred,mau
726,dumm::A,el'getoi,parvo
727,dumm::A,el'getoi,estúpido
728,faul::A,lašk,preguiçoso
729,fleißig::A,radonnavedii,aplicado
730,fleißig::A,radonnavedii,diligente
731,geizig::A,ažlak,avarento
732,klug::A,melev,prudente
733,klug::A,melev,inteligente
734,klug::A,melekaz,prudente
735,klug::A,melekaz,inteligente
736,geschickt::A,mahtokaz,hábil
737,lieb::A,izo,caro
738,lieb::A,izo,querido
739,lieb::A,sula,caro
740,lieb::A,sula,querido
741,lustig::A,ilokaz,alegre
742,sanft::A,laskav,suave
743,sanft::A,laskav,brando
744,hungrig::A,näl'ghine,faminto
745,krank::A,läžui,doente
746,krank::A,läžui,enfermo
747,nackt::A,alastoi,nu
748,nackt::A,alastoi,despido
749,traurig::A,opalahine,triste
750,lebendig::A,eläb,vivo
751,gut::A,hüvä,bom
752,schlecht::A,huba,mau
753,schlecht::A,huba,ruim
754,richtig::A,oiged,justo
755,richtig::A,oiged,correcto
756,schlimm::A,paha,mau
757,schlimm::A,paha,grave
758,wahr::A,todesine,verdadeiro
759,alt::A,vanh,velho
760,alt::A,vanh,antigo
761,neu::A,uz',novo
762,ehemalig::A,edeline,antigo
763,alt[Lebewesen]::A,ravaz,velho
764,jung::A,nor',jovem
765,arm::A,gol'l',pobre
766,reich::A,elokaz,rico
767,bekannt::A,tutab,conhecido
768,berühmt::A,tetab,famoso
769,berühmt::A,tetab,célebre
770,fremd::A,veraz,alheio
771,fremd::A,veraz,estranho
772,verschieden::A,erazvuitte,diverso
773,verschieden::A,erazvuitte,diferente
774,nah::A,läheline,próximo
775,fern::A,edahaine,remoto
776,fern::A,edahaine,distante
777,linker::A,hura,esquerdo
778,rechter::A,oiged,direito
779,anderer::A,toine,outro
780,erster::A,ezmäine,primeiro
781,zweiter::A,toine,segundo
782,dritter::A,koumanz',terceiro
783,letzter::A,jäl'gmäine,final
784,letzter::A,jäl'gmäine,último
785,allein::ADV,üksnäze,só
786,auf einmal::ADV,ühten aigan,de vez
787,zusammen::ADV,ühtes,juntos
788,lange::ADV,hätken,muito tempo
789,plötzlich::ADV,äkkid,de repente
790,sofort::ADV,kerdalaz,imediatamente
791,später::ADV,möhemba,mais tarde
792,jetzt::ADV,nügüd',agora
793,heute::ADV,tämbei,hoje
794,morgen::ADV,homen,amanhã
795,bald::ADV,pigai,logo
796,bald::ADV,pigai,breve
797,dann::ADV,sid',então
798,dann::ADV,sid',depois
799,gestern::ADV,eglai,ontem
800,einst::ADV,ende,antigamente
801,einst::ADV,kerdan,antigamente
802,damals::ADV,siloi,então
803,danach::ADV,sid',logo
804,danach::ADV,sid',depois
805,vorher::ADV,ende,antes
806,zuerst::ADV,ezmäi,primeiro
807,einmal::ADV,kerdan,uma vez
808,manchmal::ADV,erašti,às vezes
809,oft::ADV,paksus,muitas vezes
810,immer::ADV,kaiken,sempre
811,niemals::ADV,ei nikonz,nunca
812,hier::ADV,täs,cá
813,hier::ADV,täs,aqui
814,hier::ADV,tägä,cá
815,hier::ADV,tägä,aqui
816,hierhin::ADV,tänna,para cá
817,von hier::ADV,täspäi,daqui
818,von hier::ADV,sid'päi,daqui
819,dort::ADV,sigä,lá
820,dort::ADV,sigä,ali
821,dorthin::ADV,sinna,lá
822,dorthin::ADV,sinna,para lá
823,dorthin::ADV,nakkale,lá
824,dorthin::ADV,nakkale,para lá
825,geradeaus::ADV,kohtha,em frente
826,vorwärts::ADV,edehe,avante
827,rückwärts::ADV,sel'gin,para trás
828,zurück::ADV,tagaze,atrás
829,unten::ADV,alahan,debaixo
830,unten::ADV,alahan,em baixo
831,hinab::ADV,alaz,para baixo
832,hinab::ADV,alahaks,para baixo
833,oben::ADV,ülähän,em cima
834,hinauf::ADV,ülez,para cima
835,hinauf::ADV,ülähäks,para cima
836,überall::ADV,kaikjal,em toda parte
837,nicht::ADV,ei,não
838,ein wenig::ADV,vähän,um pouco
839,ein wenig::ADV,vähän,um bocado
840,kaum::ADV,habi,apenas
