,Concept_ID,ca,tt
837,oder::CNJ,o,яисә
838,stehen::V,estar de peu,тору
839,sitzen::V,seure,утыру
840,liegen::V,jeure,яту
841,hängen::V,penjar,эленү
842,werden::V,fer-se,булу
843,werden::V,posar-se,булу
844,passieren::V,succeir,булу
845,beginnen::V,iniciar-se,башлану
846,enden::V,acabar-se,бетү
847,enden::V,terminar-se,бетү
848,wechseln::V,canviar,үзгәртү
849,aufgehen[Sonne]::V,sortir,чыгу
850,untergehen[Sonne]::V,posar-se,бату
851,scheinen[Sonne]::V,brillar,яктырту
852,donnern::V,tronar,күкрәү
853,wehen::V,bufar,исү
854,strömen::V,afluir,агу
855,fließen::V,fluir,агу
856,sich drehen::V,girar,бөтерелү
857,schwanken::V,vacil·lar,икеләнү
858,schwingen::V,oscil·lar,тирбәлү
859,fallen::V,caure,егылу
860,fallen::V,tombar,егылу
861,brennen::V,cremar,яну
862,rauchen::V,fumejar,төтәү
863,rauchen::V,fumejar,төтенләү
864,regnen::V,ploure,яву
865,gefrieren::V,gelar-se,кату
866,tauen::V,fondre's,эрү
867,tauen::V,fondre's,эретү
868,schmelzen::V,fondre's,эрү
869,schmelzen::V,fondre's,эретү
870,trocknen::V,assecar-se,кибү
871,sieden::V,bullir,ургылу
872,faulen::V,podrir-se,черү
873,verfaulen::V,podrir-se,черү
874,reißen::V,trencar-se,өзелү
875,versinken::V,enfonsar-se,бату
876,vergehen::V,passar,авышу
877,erscheinen::V,aparèixer,пәйда булу
878,verschwinden::V,desaparèixer,югалу
879,verschwinden::V,desaparèixer,юк булу
880,sinken::V,baixar,кимү
881,sinken::V,baixar,кайту
882,sinken::V,descendir,кимү
883,sinken::V,descendir,кайту
884,abnehmen::V,decréixer,азаю
885,zunehmen::V,augmentar,арту
886,zunehmen::V,augmentar,күбәю
887,zunehmen::V,augmentar,ишәю
888,steigen::V,pujar,үсү
889,wachsen::V,créixer,үсү
890,glänzen::V,brillar,ялкылдау
891,glänzen::V,resplendir,ялкылдау
892,funkeln::V,espurnejar,ялтырау
893,lärmen::V,fer soroll,шаулау
894,läuten::V,sonar,шалтырату
895,klingeln::V,trucar,шалтырату
896,klirren::V,dringar,чылтырау
897,brausen::V,rugir,давыллау
898,brausen::V,rugir,дулау
899,rauschen::V,murmurar,кыштырдау
900,klingen::V,sonar,ишетелү
901,bellen::V,lladrar,өрү
902,heulen::V,udolar,улау
903,blasen::V,bufar,өрү
904,pfeifen::V,xiular,сызгырту
905,schreien::V,cridar,кычкыру
906,stöhnen::V,gemegar,ыңгырашу
907,zittern::V,tremolar,калтырау
908,zittern::V,tremolar,калтырану
909,leben::V,vīure,яшәү
910,leben::V,vīure,гомер итү
911,geboren werden::V,néixer,туу
912,atmen::V,respirar,сулау
913,trinken::V,beure,эчү
914,essen::V,menjar,ашау
915,schlucken::V,empassar-se,йоту
916,müde werden::V,cansar-se,ялыгу
917,müde werden::V,cansar-se,йөгенү
918,einschlafen::V,adormir-se,йокыга китү
919,schlafen::V,dormir,йоклау
920,aufwachen::V,despertar-se,уяну
921,aufstehen::V,llevar-se,тору
922,sich erholen::V,descansar,ял алу
923,sich erholen::V,descansar,истирахәт итү
924,krank werden::V,posar-se malalt,чирләү
925,krank sein::V,estar malalt,чирләү
926,schmerzen::V,doldre,авырту
927,husten::V,tossir,ютәлләү
928,genesen::V,recuperar-se,савыгу
929,genesen::V,recuperar-se,сәламәтләнү
930,sterben::V,morir,үлү
931,sterben::V,morir,дөнья кую
932,sterben::V,morir,вафат булу
933,umkommen::V,perir,үлү
934,sich bewegen::V,moure's,йөрү
935,sich rühren::V,moure's,кыймылдау
936,sich erheben::V,aixecar-se,басу
937,sich setzen::V,asseure's,утыру
938,hinfallen::V,caure's,егылу
939,laufen::V,caminar,җәяүләү
940,schreiten::V,procedir,атлау
941,spazierengehen::V,passejar,йөрү
942,spazierengehen::V,passejar,йөргенү
943,eilen::V,anar corrent,ашыгу
944,sich beeilen::V,afanyar-se,ашыгу
945,sich beeilen::V,afanyar-se,кызулау
946,sausen::V,córrer,җилдерү
947,rennen::V,córrer,йөгерү
948,springen::V,saltar,сикерү
949,klettern::V,escalar,үрмәләү
950,schaukeln::V,gronxar-se,атыну
951,schaukeln::V,balancejar-se,атыну
952,kriechen::V,reptar,шуышу
953,kriechen::V,reptar,үрмәләү
954,kriechen::V,arrossegar-se,шуышу
955,kriechen::V,arrossegar-se,үрмәләү
956,schwimmen::V,nadar,йөзү
957,tauchen::V,bussejar,чуму
958,tauchen::V,submergir-se,чуму
959,rudern::V,remar,ишү
960,fahren::V,anar,бару
961,fliegen::V,volar,очу
962,gehen::V,caminar,йөрү
963,weggehen::V,anar-se'n,китү
964,abfahren::V,partir,кузгалу
965,anhalten::V,aturar-se,тукталу
966,hineingehen::V,entrar,инү
967,eintreten::V,entrar,инү
968,kommen::V,venir,килү
969,ankommen::V,arribar,бару
970,zurückkommen::V,tornar,кире кайту
971,bleiben::V,quedar-se,калу
972,warten::V,esperar,көтү
973,erwarten::V,esperar,көтү
974,suchen::V,buscar,эзләү
975,finden::V,trobar,табу
976,versuchen::V,intentar,маташу
977,vorbereiten::V,preparar,хәзерләү
978,lieben::V,estimar,сөю
979,lieben::V,estimar,ярату
980,mögen::V,agradar a,өнәү
981,lachen::V,riure,көлү
982,rühren::V,commoure,дулкынландыру
983,rühren::V,emocionar,дулкынландыру
984,weinen::V,plorar,елау
985,schimpfen::V,renyar,сүгү
986,schimpfen::V,renyar,сүгенү
987,sich ärgern::V,enfadar-se,ачулану
988,sich fürchten::V,tenir por,курку
989,fürchten::V,témer,калтырау
990,fürchten::V,témer,калтырану
991,fliehen::V,fugir,арка бирү
992,flüchten::V,refugiar-se,качу
993,sehen::V,veure,күрү
994,anschauen::V,mirar,карау
995,ansehen::V,mirar,карау
996,ansehen::V,mirar,күзәтү
997,hören::V,oir,ишетү
998,zuhören::V,escoltar,тыңлау
999,probieren::V,provar,тату
1000,riechen::V,olorar,иснәү
1001,fühlen::V,sentīr,тою
1002,fühlen::V,sentīr,сизү
1003,scheinen::V,semblar,күренү
1004,zu sehen sein::V,poder-se veure,күренү
1005,vernehmen::V,percebre,ишетү
1006,frieren::V,tenir fred,өшү
1007,frieren::V,tenir fred,күшегү
1008,tun::V,fer,итү
1009,können::V,poder,алу
1010,wollen::V,voler,теләү
1011,anfangen::V,iniciar,керешү
1012,beenden::V,acabar,бетерү
1013,beenden::V,acabar,тәмамлау
1014,aufhören::V,deixar,бетү
1015,gelingen::V,sortir bé,уңу
1016,geraten::V,sortir,сабышу
1017,öffnen::V,obrir,ачу
1018,schließen::V,tancar,ябу
1019,stellen::V,posar,кую
1020,stellen::V,col·locar,кую
1021,setzen::V,assentar,утырту
1022,legen::V,posar,яткыру
1023,berühren::V,tocar,тию
1024,verbinden::V,unir,ялгау
1025,verbinden::V,connectar,ялгау
1026,bedecken::V,tapar,өрту
1027,bedecken::V,tapar,каплау
1028,bedecken::V,tapar,томалау
1029,bedecken::V,cobrir,өрту
1030,bedecken::V,cobrir,каплау
1031,bedecken::V,cobrir,томалау
1032,aufhängen::V,penjar,асу
1033,anzünden::V,encendre,кабызу
1034,aufheben::V,aixecar,күтәрү
1035,zurücklassen::V,deixar,калдыру
1036,verlieren::V,pērdre,югалту
1037,fallen lassen::V,deixar caure,төшерү
1038,machen::V,fer,ясау
1039,machen::V,fer,эшләү
1040,herstellen::V,producir,ясау
1041,bauen::V,construir,кору
1042,reparieren::V,reparar,төзәтү
1043,verbessern::V,millorar,яхшырту
1044,ändern::V,canviar,үзгәртү
1045,graben::V,cavar,казу
1046,beugen::V,doblegar,ию
1047,biegen::V,corbar,бөгү
1048,biegen::V,arquejar,бөгү
1049,drehen::V,girar,бору
1050,drehen::V,girar,бөтерү
1051,wenden::V,girar,бору
1052,umdrehen::V,voltar,түнтәрү
1053,heben::V,pujar,күтәрү
1054,heben::V,aixecar,күтәрү
1055,hochheben::V,aixecar,күтәрү
1056,ergreifen::V,agafar,эләктерү
1057,halten::V,mantenir,тоту
1058,drücken::V,prémer,кысу
1059,drücken::V,estrènyer,кысу
1060,schieben::V,empènyer,кузгату
1061,kratzen::V,raspar,тырнау
1062,lecken::V,llepar,ялау
1063,beißen::V,mossegar,тешләү
1064,abreißen::V,arrencar,өзү
1065,abschneiden::V,tallar,кыю
1066,abschneiden::V,tallar,кисү
1067,binden::V,lligar,бәйләү
1068,stecken::V,ficar,төртү
1069,stecken::V,ficar,тыгу
1070,brechen::V,trencar,сындыру
1071,klopfen::V,trucar,шаку
1072,klopfen::V,trucar,шакылдау
1073,hauen::V,picar,кыйнау
1074,hauen::V,colpejar,кыйнау
1075,kleben::V,enganxar,ябыштыру
1076,reiben::V,fregar,ышку
1077,streichen::V,untar,ягу
1078,schleifen::V,afilar,кайрау
1079,schleifen::V,esmolar,кайрау
1080,schneiden::V,tallar,кисү
1081,rütteln::V,sacsejar,селкетү
1082,schütteln::V,agitar,селкетү
1083,schütteln::V,sacsejar,селкетү
1084,schwenken::V,agitar,болгау
1085,schütten::V,abocar,кою
1086,füllen::V,omplir,тутыру
1087,einwickeln::V,embolicar,төрү
1088,tragen::V,dur,ташу
1089,tragen::V,portar,ташу
1090,schleppen::V,arrossegar,сөйрәү
1091,schleppen::V,arrossegar,өстерәү
1092,ziehen::V,tirar,тарту
1093,ziehen::V,estirar,тарту
1094,aufbewahren::V,conservar,саклау
1095,werfen::V,llançar,ыргыту
1096,fangen::V,agafar,тоту
1097,fangen::V,atrapar,тоту
1098,packen::V,engrapar,эләктерү
1099,verstecken::V,amagar,яшерү
1100,teilen::V,dividir,бүлү
1101,schicken::V,enviar,җибәрү
1102,bringen::V,portar,китерү
1103,hinzufügen::V,afegir,өстәү
1104,bekommen::V,obtenir,алу
1105,erhalten::V,rebre,алу
1106,nehmen::V,prendre,алу
1107,wählen::V,triar,сайлау
1108,wählen::V,elegir,сайлау
1109,auswählen::V,escollir,сайлау
1110,auswählen::V,seleccionar,сайлау
1111,bewahren::V,conservar,саклау
1112,behindern::V,impedir,комачаулау
1113,behindern::V,obstaculitzar,комачаулау
1114,verderben::V,espatllar,бозу
1115,beschädigen::V,danyar,бозу
1116,beschädigen::V,destrossar,бозу
1117,zerbrechen::V,trencar,вату
1118,zerreißen::V,estripar,өзү
1119,zerreißen::V,estripar,ерту
1120,zerstören::V,destruir,җимерү
1121,verbrennen::V,cremar,яндыру
1122,verbrennen::V,cremar,көйдерү
1123,geben::V,donar,бирү
1124,reichen::V,passar,тапшыру
1125,schenken::V,regalar,бүләкләү
1126,versprechen::V,prometre,вәгъдә бирү
1127,wünschen::V,desitjar,котлау
1128,loben::V,elogiar,мактау
1129,küssen::V,fer un petó a,үбү
1130,wiegen::V,bressolar,тирбәтү
1131,zudecken::V,tapar,ябу
1132,zudecken::V,tapar,бөркәү
1133,zudecken::V,cobrir,ябу
1134,zudecken::V,cobrir,бөркәү
1135,wecken::V,despertar,уяту
1136,zeigen::V,mostrar,күрсәтү
1137,zeigen::V,ensenyar,күрсәтү
1138,führen::V,guiar,йөртү
1139,führen::V,conduir,йөртү
1140,lehren::V,ensenyar,өйрәтү
1141,unterrichten::V,ensenyar,укыту
1142,aufziehen::V,criar,асрау
1143,leiten::V,dirigir,җитәкләү
1144,antreiben::V,impel·lir,куалау
1145,antreiben::V,impel·lir,әйдәләү
1146,antreiben::V,impel·lir,ашыктыру
1147,lassen::V,fer,мәҗбүр итү
1148,einladen::V,invitar,чакыру
1149,einladen::V,convidar,чакыру
1150,vereinigen::V,unir,берләштерү
1151,besuchen::V,visitar,керешү
1152,besuchen::V,anar a veure,керешү
1153,treffen::V,trobar,очрату
1154,sich versammeln::V,reunir-se,җыелышу
1155,spielen::V,jugar,уйнау
1156,singen::V,cantār,җырлау
1157,tanzen::V,ballar,бию
1158,sich trennen::V,separar-se,аерылу
1159,sich trennen::V,separar-se,ташлашу
1160,verlassen::V,deixar,ташлау
1161,verlassen::V,deixar,калдыру
1162,verlassen::V,abandonar,ташлау
1163,verlassen::V,abandonar,калдыру
1164,retten::V,salvar,коткару
1165,bewachen::V,vigilar,каравыллау
1166,schützen::V,protegir,ышыклау
1167,verteidigen::V,defensar,яклау
1168,verteidigen::V,defensar,саклау
1169,sich schlagen::V,barallar-se,сугышу
1170,schießen::V,tirar,ату
1171,schießen::V,disparar,ату
1172,siegen::V,vèncer,җиңү
1173,ärgern::V,enfadar,ачуландыру
1174,schlagen::V,pegar,ору
1175,schlagen::V,pegar,бәрү
1176,schlagen::V,pegar,тукмау
1177,schlagen::V,colpejar,ору
1178,schlagen::V,colpejar,бәрү
1179,schlagen::V,colpejar,тукмау
1180,treten::V,donar un cop de peu a,тибү
1181,stechen::V,punxar,кадау
1182,stechen::V,apunyalar,кадау
1183,stoßen::V,empènyer,этү
1184,stehlen::V,robar,урлау
1185,stören::V,molestar,комачаулау
1186,belästigen::V,importunar,борчу
1187,belästigen::V,importunar,билмазалау
1188,verbergen::V,amagar,яшерү
1189,verbergen::V,ocultar,яшерү
1190,täuschen::V,enganyar,алдату
1191,betrügen::V,estafar,хәрәмләшү
1192,töten::V,matar,үтерү
1193,wohnen::V,vīure,яшәү
1194,wohnen::V,habitar,яшәү
1195,arbeiten::V,treballar,эшләү
1196,sammeln::V,col·leccionar,туплау
1197,pflücken::V,collir,өзү
1198,jagen::V,caçar,аулау
1199,fischen::V,pescar,балык тоту
1200,fassen::V,atrapar,тоту
1201,hüten::V,pasturar,көтү
1202,treiben::V,arriar,куалау
1203,anbinden::V,lligar,бәйләү
1204,füttern::V,donar menjar a,туйдыру
1205,melken::V,munyir,саву
1206,hacken::V,picar,чабу
1207,hacken::V,tallar,чабу
1208,gießen::V,regar,сугару
1209,reifen::V,madurar,җитешү
1210,zubereiten::V,preparar,пешеренү
1211,kochen::V,coure,пешерү
1212,kochen::V,coure,кайнату
1213,backen::V,coure al forn,пешерү
1214,braten::V,rostir,куыру
1215,braten::V,rostir,кыздыру
1216,umrühren::V,remenar,бутау
1217,umrühren::V,remenar,болгату
1218,stricken::V,tricotar,бәйләү
1219,stricken::V,fer punt de mitja,бәйләү
1220,nähen::V,cosir,тегү
1221,färben::V,tenyir,ману
1222,reinigen::V,netejar,чистарту
1223,waschen::V,rentār,юу
1224,abwischen::V,eixugar,сөртү
1225,spülen::V,esbandir,чайкау
1226,fegen::V,escombrar,себерү
1227,kehren::V,escombrar,себерү
1228,baden::V,banyar-se,коену
1229,sich waschen::V,rentār-se,юыну
1230,ausziehen::V,treure's,чишенү
1231,anziehen::V,posar-se,кию
1232,sich anziehen::V,vestir-se,киенү
1233,kämmen::V,pentinar,тарау
1234,schmücken::V,adornar,бизәү
1235,schmücken::V,adornar,бизәкләү
1236,sagen::V,dir,дию
1237,sagen::V,dir,әйтү
1238,sprechen::V,parlar,сөйләү
1239,sprechen::V,parlar,сөйләшү
1240,reden::V,parlar,сөйләү
1241,sich unterhalten::V,conversar,сөйләшү
1242,fragen::V,preguntar,сорау
1243,fragen::V,preguntar,сорашу
1244,bitten::V,demanar,үтенү
1245,erzählen::V,contar,сөйләү
1246,erzählen::V,explicar,сөйләү
1247,mitteilen::V,comunicar,белдерү
1248,nennen::V,nomenar,дию
1249,rufen::V,cridar,дәшү
1250,prahlen::V,lloar-se,мактану
1251,prahlen::V,lloar-se,шапырыну
1252,prahlen::V,jactar-se,мактану
1253,prahlen::V,jactar-se,шапырыну
1254,übersetzen::V,traduir,күчерү
1255,denken::V,pensar,уйлау
1256,glauben::V,creure,инану
1257,bemerken::V,notar,искәрү
1258,erkennen::V,reconèixer,тану
1259,begreifen::V,comprendre,аңлау
1260,begreifen::V,comprendre,төшенү
1261,verstehen::V,entendre,аңлау
1262,verstehen::V,entendre,төшенү
1263,lernen::V,aprendre,уку
1264,lernen::V,aprendre,өйрәнү
1265,wissen::V,saber,белү
1266,sich erinnern an::V,recordar,хәтерләү
1267,vergessen::V,oblidar,оныту
1268,messen::V,mesurar,үлчәү
1269,zählen::V,comptar,санау
1270,rechnen::V,calcular,исәпләү
1271,lesen::V,llegir,уку
1272,malen::V,pintar,рәсем ясау
1273,malen::V,pintar,сурәт ясау
1274,malen::V,pintar,сурәтләү
1275,zeichnen::V,dibuixar,язу-сызу
1276,zeichnen::V,dibuixar,сурәт ясау
1277,schreiben::V,escrīure,язу
1278,besitzen::V,posseir,биләү
1279,kaufen::V,comprar,алу
1280,verkaufen::V,vendre,сату
1281,bezahlen::V,pagar,түләү
1282,zahlen::V,pagar per,түләү
1283,beherrschen::V,dominar,ия булу
1284,ertragen::V,aguantar,чыдау
