,Concept_ID,av,mrj
701,arm::A,пакъираб,укеӓн
702,reich::A,бечедаб,паян
703,reich::A,бечедаб,пурлыкан
704,bekannt::A,лъалеб,палӹмӹ
705,berühmt::A,машгьураб,лӹмлы
706,fremd::A,чияр,эдемӹн
707,verschieden::A,батӏи-батӏияб,тӹрлӹ
708,nah::A,гӏагарда бугеб,лишӹл
709,fern::A,рикӏкӏадаб,мӹндӹр
710,linker::A,квегӏаб,шалахай
711,rechter::A,кваранаб,вургамла
712,anderer::A,батӏияб,вес
713,anderer::A,батӏияб,весӹ
714,erster::A,тӏоцебесеб,икшӹ
715,erster::A,тӏоцебесеб,икӹмшӹ
716,zweiter::A,кӏиабилеб,кокшы
717,dritter::A,лъабабилеб,кымшы
718,letzter::A,ахирисеб,остатка
719,allein::ADV,ялгъузго,иктӹ
720,allein::ADV,ялгъузго,иктӹт
721,auf einmal::ADV,цихӏинтӏаго,тöрöк
722,zusammen::ADV,цойида,икараш
723,zusammen::ADV,цойида,цымырын
724,plötzlich::ADV,цойидасанго,трӱк
725,sofort::ADV,гьебсагӏат,полт
726,sofort::ADV,гьебсагӏат,тöрöк
727,sofort::ADV,гьебсагӏат,тӹшӓкок
728,jetzt::ADV,гьанже,
729,heute::ADV,жакъа,тагачы
730,morgen::ADV,метер,иргод
731,morgen::ADV,метер,иргодым
732,bald::ADV,гьабсагӏаталъ,чӹнь
733,bald::ADV,гьабсагӏаталъ,вӓшке
734,bald::ADV,гьабсагӏаталъ,выртышты
735,dann::ADV,цинги,пакыла
736,gestern::ADV,сон,тенгечӹ
737,einst::ADV,цин,икӓнӓ
738,damals::ADV,гьебмехалъ,тӹнӓм
739,damals::ADV,гьебмехалда,тӹнӓм
740,danach::ADV,цинги,пакыла
741,danach::ADV,хадуса,пакыла
742,vorher::ADV,цебе,перви
743,zuerst::ADV,тӏоцебе,андак
744,einmal::ADV,цинцӏул,гӓнӓк
745,einmal::ADV,цинцӏул,гӓнӓ
746,einmal::ADV,цихӏин,гӓнӓк
747,einmal::ADV,цихӏин,гӓнӓ
748,einmal::ADV,цоцӏул,гӓнӓк
749,einmal::ADV,цоцӏул,гӓнӓ
750,manchmal::ADV,олоцӏул,кынамжы
751,oft::ADV,гӏемерго,чӹчкӹдӹн
752,immer::ADV,кидаго,со
753,immer::ADV,кидаго,соок
754,niemals::ADV,киданиги,нинам
755,niemals::ADV,киданиги,нигынам
756,niemals::ADV,киданиги,нигынамат
757,hier::ADV,аниб,тиштӹ
758,hierhin::ADV,анибехун,тишкӹ
759,von hier::ADV,гьаниса,тишец
760,von hier::ADV,гьаниса,тишецӹн
761,dort::ADV,гьениб,тӹштӹ
762,dorthin::ADV,гьадаба,тӹшкӹ
763,dorthin::ADV,гьадаба,тӹшкӹлӓ
764,geradeaus::ADV,битӏутӏа,вик
765,geradeaus::ADV,битӏутӏа,тура
766,vorwärts::ADV,цебехун,анзыкы
767,rückwärts::ADV,нахъ-нахъ,мӹнгеш
768,zurück::ADV,нахъе,мӹнгеш
769,unten::ADV,ахакь,ӱлнӹ
770,unten::ADV,ахакь,лӹвӓлнӹ
771,unten::ADV,гъоркь,ӱлнӹ
772,unten::ADV,гъоркь,лӹвӓлнӹ
773,hinab::ADV,эхебе,ӱлӹкӹ
774,hinab::ADV,эхебе,лӹвӓкӹ
775,oben::ADV,тӏад,вӹлнӹ
776,oben::ADV,тӏадехун,вӹлнӹ
777,hinauf::ADV,эхеде,кӱшкӹлӓ
778,hinauf::ADV,эхеде,кӱш
779,überall::ADV,кибго,йӹлт
780,überall::ADV,кибго,цилӓ вӓре
781,ein wenig::ADV,дагьабго,изиш
782,ein wenig::ADV,дагьабго,иклаштык
783,kaum::ADV,хӏалалъ,цылик
784,kaum::ADV,хӏалалъ,чучок-чучок
785,sehr::ADV,кутакалда,чоте
786,so::ADV,гьедин,тенге
787,so::ADV,гьедин,тенгелӓ
788,noch::ADV,жеги,мол
789,noch::ADV,жеги,моло
790,nur::ADV,гӏӣцӏго,веле
791,wieder::ADV,на́хъеги,уэш
792,vergebens::ADV,чӏалгӏаде,зря
793,vergebens::ADV,чӏалгӏаде,ӹзрӓ
794,vergebens::ADV,чӏалгӏаде,ӹзӹрӓ
795,vor::PRP,цебе,анзыц
796,vor::PRP,цебе,анзыцын
797,hinter::PRP,хадуса,шайылан
798,hinter::PRP,хадуса,шайылный
799,unter::PRP,ахакь,лӹвӓкӹ
800,unter::PRP,гъоркь,лӹвӓкӹ
801,neben::PRP,аскӏо,сага
802,zwischen::PRP,гьоркьоб,лош
803,zwischen::PRP,гьоркьоб,лошкы
804,wegen::PRP,гьелда,мычыц
805,dies::PRN,гьаб,тидӹ
806,dies::PRN,гьаб,ти
807,dies::PRN,гьеб,тидӹ
808,dies::PRN,гьеб,ти
809,das::PRN,доб,тидӹ
810,das::PRN,доб,ти
811,ich::PRN,дун,мый
812,du::PRN,дуца,тӹнь
813,er::PRN,доб,тӹдӹ
814,wir::PRN,ниж,мӓ
815,ihr::PRN,нуж,вӓ
816,sie::PRN,дол,нӹнӹ
817,sie::PRN,эл,нӹнӹ
818,was::FPRN,щиб,ма
819,wer::FPRN,щиб,кӱ
820,wo::FADV,киб,кышан
821,wo::FADV,киб,кыштакен
822,wo::FADV,кибехун,кышан
823,wo::FADV,кибехун,кыштакен
824,wohin::FADV,кибехун,кышкы
825,wie::FADV,кин,кыце
826,warum::FADV,щай,малын
827,wieviel::FNUM,кигӏан,кынар
828,wieviel::FNUM,кигӏан,кынары
829,wieviel::FNUM,кигӏан,кынаркы
830,eins::NUM,цо,иктӹ
831,eins::NUM,цо,иктӹт
832,zwei::NUM,кӏиго,кок
833,zwei::NUM,кӏиго,кокты
834,drei::NUM,лъабго,кым
835,drei::NUM,лъабго,кымыт
836,vier::NUM,ункъо,нӹл
837,fünf::NUM,щуго,вӹц
838,sechs::NUM,анлъго,куд
839,sechs::NUM,анлъго,кудытмозн
840,sieben::NUM,анкьго,шӹм
841,sieben::NUM,анкьго,шӹмӹт
842,acht::NUM,микьго,кӓндӓкш
843,acht::NUM,микьго,кӓндӓкшӹ
844,neun::NUM,ичӏго,ӹндекшшӱдӹ
845,zehn::NUM,анцӏго,лу
846,elf::NUM,анцӏила цо,луатик
847,elf::NUM,анцӏила цо,луатиктӹ
848,zwölf::NUM,кӏиго-анцӏила,луаткок
849,zwölf::NUM,кӏиго-анцӏила,луаткокты
850,zwanzig::NUM,къого,коклы
851,dreißig::NUM,лъеберго,кымлы
852,vierzig::NUM,кӏикъого,нӹллӹ
853,fünfzig::NUM,кӏикъо́ялда анцӏго,вӹцлӹ
854,sechzig::NUM,лъабкъого,кудлу
855,siebzig::NUM,лъабкъо́ялда анцӏго,шӹмлу
856,achtzig::NUM,ункъого,кӓндӓкшлу
857,neunzig::NUM,ункъоялда а́нцӏила,ӹндекшлу
858,hundert::NUM,нусго,шӱдӹ
859,tausend::NUM,азарго,тӹжем
860,und::CNJ,ва,дöн
861,und::CNJ,-ги,дöн
862,oder::CNJ,ялъуни,льывы
863,stehen::V,бахъунчӏезе,шалшаг
864,sitzen::V,гӏодов чӏезе,шӹнзӓш
865,liegen::V,бегизе,киӓш
866,hängen::V,базе,кечӓш
867,werden::V,бахъине,шагалаш
868,passieren::V,лъугьине,ӹштӓ́лтӓш
869,passieren::V,лъугьа-бахъине,ӹштӓ́лтӓш
870,beginnen::V,байбихьизе,тӹнгӓлӓлтӓш
871,enden::V,лъугӏизе,пӹтӓш
872,wechseln::V,хиса-басизе,весемӓш
873,wechseln::V,хиса-басизе,весемӓлтӓш
874,wechseln::V,хисизе,весемӓш
875,wechseln::V,хисизе,весемӓлтӓш
876,aufgehen[Sonne]::V,баккизе,авараш
877,untergehen[Sonne]::V,щинкӏизе,шӹ́нзӓш
878,scheinen[Sonne]::V,къалъ-къалъизе,сотемдӓрӓш
879,donnern::V,гъугъазе,хӹдӹртӓш
880,wehen::V,пуйзе,ӹфӹлӓш
881,strömen::V,чвахизе,йогащ
882,fließen::V,чвахизе,йогащ
883,sich drehen::V,сверизе,пöрдӓш
884,schwanken::V,хьвагӏезе,лыпшалташ
885,schwanken::V,багъа-бачаризе,лыпшалташ
886,schwingen::V,щвартӏезе,кӓчӓйӓш
887,fallen::V,бортизе,кенвазаш
888,fallen::V,бортизе,шынгалташ
889,brennen::V,рекӏине,йылаш
890,rauchen::V,кӏкӏуй буризе,шыпшаш
891,regnen::V,базе,юраш
892,gefrieren::V,гӏу́низе,гӓш
893,gefrieren::V,гӏу́низе,кӹлмаш
894,tauen::V,биаризе,шылаш
895,schmelzen::V,биине,шӹрӓнӓш
896,trocknen::V,бакъвазе,кошкаш
897,sieden::V,гьалдезе,шолаш
898,faulen::V,махӏцине,шӱӓш
899,verfaulen::V,туризе,йӓнгӓрӓлтӓш
900,reißen::V,бихъизе,кышкедӓлтӓш
901,versinken::V,гъанкъизе,ва́лаш
902,vergehen::V,базе,эртӓш
903,vergehen::V,бахъизе,эртӓш
904,vergehen::V,ине,эртӓш
905,erscheinen::V,баккизе,каяш
906,verschwinden::V,къине,ямаш
907,verschwinden::V,билизе,ямаш
908,sinken::V,гӏодо́бе ккезе,пычаш
909,abnehmen::V,тӏаса камизе,чӹдемӓш
910,abnehmen::V,тӏаса камизе,кöтӹргӓш
911,zunehmen::V,гӏемерлъизе,когоэмӓш
912,steigen::V,бахине,лӱлта́лташ
913,wachsen::V,кӏодолъизе,кушкаш
914,glänzen::V,цӏвакизе,йӹлгӹжӓш
915,funkeln::V,паркъезе,валгалташ
916,lärmen::V,хъудизе,юкланаш
917,lärmen::V,чӏиргъдизе,юкланаш
918,läuten::V,кьабизе,цоргаш
919,klingeln::V,кьабизе,цоргаш
920,klirren::V,зваргъизе,цонгырталгаш
921,brausen::V,гьалаглъизе,ышдымыла́наш
922,rauschen::V,шуршудизе,шу́жгаш
923,klingen::V,бахъине,йо́нгаш
924,bellen::V,гъанчдезе,опташ
925,heulen::V,рурудизе,урмыжаш
926,blasen::V,гьохьизе,ӹфӹлӓш
927,pfeifen::V,гьещтӏезе,ши́шкаш
928,schreien::V,ахӏизе,уташ
929,schreien::V,ахӏизе,саслаш
930,schreien::V,ахӏизе,варгынзаш
931,schreien::V,ахӏдезе,уташ
932,schreien::V,ахӏдезе,саслаш
933,schreien::V,ахӏдезе,варгынзаш
934,stöhnen::V,зигардизе,ӹнгӹрӓш
935,zittern::V,дарран,цӹтӹрӓш
936,zittern::V,гьаргьадизе,цӹтӹрӓш
937,leben::V,бетӏербахъизе,ӹлӓш
938,geboren werden::V,лъугьине,шачаш
939,atmen::V,хӏухьел биччазе,шӱлӓш
940,trinken::V,гьекъезе,йӱӓш
941,essen::V,квине,качкаш
942,essen::V,кваназе,качкаш
943,schlucken::V,кӏкӏвине,нелӓш
944,schlucken::V,къулчӏизе,нелӓш
945,müde werden::V,сваказе,янгылаш
946,einschlafen::V,кьижизе,амален кеӓш
947,einschlafen::V,гъапуллъизе,амален кеӓш
948,schlafen::V,кьижизе,амалаш
949,aufwachen::V,бигьине,понгыжалташ
950,aufstehen::V,бахъине,кӹньӹл шагалаш
951,aufstehen::V,тӏадебахъине,кӹньӹл шагалаш
952,sich erholen::V,хьи бахъизе,кӓнаш
953,sich erholen::V,хӏалхьи гьабизе,кӓнаш
954,krank werden::V,унтизе,церлӓнен вазаш
955,krank sein::V,унтизе,церлӓнӓш
956,krank sein::V,унтизе,ясланаш
957,krank sein::V,унтизе,ясыланаш
958,schmerzen::V,унтизе,каршташ
959,husten::V,хъегӏизе,кахыраш
960,genesen::V,лъилъизе,паремӓш
961,genesen::V,лъилъизе,тöрлӓнӓш
962,sterben::V,хвезе,вазын колаш
963,umkommen::V,гьалаглъизе,пӹтӓш
964,sich bewegen::V,багъаризе,кашташ
965,sich bewegen::V,багъаргъизе,кашташ
966,sich rühren::V,багъаризе,тӓрвӓнӓш
967,sich erheben::V,тӏадебахъине,кӹньӹлӓш
968,sich erheben::V,бахъине,кӹньӹлӓш
969,sich setzen::V,гӏодов чӏезе,шӹнзӓш
970,hinfallen::V,щапизе,кенвазаш
971,hinfallen::V,щапизе,шынгалташ
972,laufen::V,хьвадизе,кашташ
973,schreiten::V,чӏезе,ашкедӓш
974,spazierengehen::V,тира-сверизе,мадын кашташ
975,eilen::V,ракӏхӏалакине,вӓшкӓш
976,eilen::V,дуризе,вӓшкӓш
977,sich beeilen::V,дуризе,вӓшкӓш
978,sich beeilen::V,дуризе,талашаш
979,sich beeilen::V,гӏедегӏизе,вӓшкӓш
980,sich beeilen::V,гӏедегӏизе,талашаш
981,sausen::V,тӏуризе,хойхаланаш
982,sausen::V,тӏуризе,хояш
983,rennen::V,бекеризе,кыргыжаш
984,springen::V,кӏанцӏизе,тӹршештӓш
985,klettern::V,хархадизе,ку́заш
986,schaukeln::V,гьерщезе,лыпшалташ
987,kriechen::V,хъурщизе,авалянаш
988,kriechen::V,хъурщизе,ньыжиклӓш
989,schwimmen::V,лъедезе,илӓш
990,tauchen::V,букъардизе,цымаш
991,rudern::V,хазе,шуалташ
992,fahren::V,ине,кеӓш
993,fliegen::V,боржине,чонгештӓш
994,gehen::V,ине,кеӓш
995,weggehen::V,ине,кеӓш
996,abfahren::V,къокъине,кеӓш
997,anhalten::V,чӏезе,цӓрнӓш
998,anhalten::V,тархъизе,цӓрнӓш
999,anhalten::V,лъалхъизе,цӓрнӓш
1000,hineingehen::V,тӏаделъугьине,пыраш
1001,eintreten::V,лъугьине,пыраш
1002,kommen::V,бачӏине,толаш
1003,ankommen::V,щвезе,шоаш
1004,ankommen::V,тӏадебачӏине,шоаш
1005,zurückkommen::V,тадбуссине,пöртӹлӓш
1006,zurückkommen::V,тӏадбуссине,пöртӹлӓш
1007,bleiben::V,чӏезе,кодаш
1008,bleiben::V,хутӏизе,кодаш
1009,warten::V,чӏезе,вычаш
1010,erwarten::V,балагьизе,вычаш
1011,suchen::V,балагьизе,кӹчӓлӓш
1012,finden::V,батизе,моаш
1013,versuchen::V,хӏалбихьизе,путаяш
1014,versuchen::V,хӏалбихьизе,цацаш
1015,vorbereiten::V,хӏадурлъизабизе,поспейӹктӓш
1016,lieben::V,балай бегьизе,яраташ
1017,mögen::V,бокьизе,яраташ
1018,lachen::V,белъизе,ваштылаш
1019,weinen::V,гӏодизе,мӓгӹрӓш
1020,schimpfen::V,гъанчдезе,свырседӓлӓш
1021,sich ärgern::V,вагъизе,шӹдешкӓш
1022,sich ärgern::V,ццида́хине,шӹдешкӓш
1023,sich fürchten::V,хӏинкъизе,лӱдӓш
1024,fürchten::V,беркъазе,лӱдӓш
1025,fürchten::V,хӏинкъа-къазе,лӱдӓш
1026,fliehen::V,лъутизе,кыргыжаш
1027,flüchten::V,лъутизе,кыргыж шӹлӓш
1028,sehen::V,бихьизе,ужаш
1029,anschauen::V,бертӏамизе,анжалаш
1030,anschauen::V,балагьизе,анжалаш
1031,ansehen::V,бала-гъалагьизе,анжаш
1032,hören::V,рагӏизе,колаш
1033,zuhören::V,гӏенеккизе,колышташ
1034,probieren::V,кӏалдиб хъва́зе,тотештӓш
1035,probieren::V,кӏалдиб хъва́зе,подыл анжаш
1036,probieren::V,чӏамизе,тотештӓш
1037,probieren::V,чӏамизе,подыл анжаш
1038,riechen::V,су́нтӏизе,ӱпшӹнзӓш
1039,fühlen::V,чӏвазе,шижӓш
1040,zu sehen sein::V,бихьизе,каяш
1041,vernehmen::V,рагӏизе,колын колташ
1042,frieren::V,цӏорозе,кӹлмаш
1043,frieren::V,цӏорозе,тӹнгӹргӓш
1044,tun::V,гьабизе,ӹштӓш
1045,können::V,кӏвезе,кердӓш
1046,können::V,лъазе,кердӓш
1047,wollen::V,бокьизе,жалаяш
1048,anfangen::V,байбихьизе,тӹнгӓлӓш
1049,beenden::V,тӏубазабизе,пӹтӓрӓш
1050,beenden::V,лъугӏизабизе,пӹтӓрӓш
1051,aufhören::V,бахъизе,цӓрнӓш
1052,gelingen::V,бахъизе,цӓш лиӓш
1053,geraten::V,бахъизе,лиӓш
1054,öffnen::V,рагьизе,пачаш
1055,schließen::V,къазе,чӱчӓш
1056,stellen::V,чӏвазе,шӹндӓш
1057,setzen::V,рекӏинабизе,шӹндӓш
1058,setzen::V,гӏодор чӏезаризе,шӹндӓш
1059,legen::V,лъезе,опташ
1060,legen::V,лъезе,пиштӓш
1061,berühren::V,хъвазе,тӹкӓлӓш
1062,verbinden::V,хьухьине,пидӓш
1063,verbinden::V,бухьине,пидӓш
1064,bedecken::V,кквезе,леведӓш
1065,aufhängen::V,базе,сӓкӓш
1066,anzünden::V,бакизе,чӱктӓш
1067,anzünden::V,рекӏинабизе,чӱктӓш
1068,zurücklassen::V,тезе,кодаш
1069,verlieren::V,билизабизе,ямдаш
1070,fallen lassen::V,бортизабизе,кенвацтараш
1071,machen::V,гьабизе,ӹштӓш
1072,herstellen::V,гьабизе,йӓмдӹлӓш
1073,herstellen::V,хӏадурлъизабизе,йӓмдӹлӓш
1074,bauen::V,базе,ӹштӓш
1075,bauen::V,гьабизе,ӹштӓш
1076,reparieren::V,къачӏазе,чиняш
1077,reparieren::V,къачӏазе,алалаш
1078,verbessern::V,лъикӏлъизабизе,яжоэмден шӹндӓш
1079,ändern::V,хисизабизе,вашталташ
1080,graben::V,бухъизе,капаяш
1081,beugen::V,хьетӏизабизе,лывырташ
1082,beugen::V,хьетӏизабизе,каклярташ
1083,biegen::V,гьетӏизабизе,лывырташ
1084,drehen::V,тиризабизе,сӓрӓш
1085,drehen::V,тиризабизе,сӓрӹкӓлӓш
1086,drehen::V,свердизабизе,сӓрӓш
1087,drehen::V,свердизабизе,сӓрӹкӓлӓш
1088,wenden::V,бегизе,сӓрӓлӓш
1089,umdrehen::V,бегизе,сӓрӓлӓш
1090,umdrehen::V,бега-битӏизе,сӓрӓлӓш
1091,heben::V,борхизе,лӱктӓш
1092,hochheben::V,борхалъизабизе,кузыкташ
1093,hochheben::V,борхизе,кузыкташ
1094,ergreifen::V,кквезе,хватяш
1095,halten::V,кквезе,кычаш
1096,drücken::V,къазе,темдӓш
1097,drücken::V,къанцӏу́зе,темдӓш
1098,drücken::V,къвал ба́зе,темдӓш
1099,schieben::V,хъилдизе,шӹкӓш
1100,kratzen::V,хачазе,нӹжӓш
1101,lecken::V,чӏикӏизе,нылаш
1102,beißen::V,хӏанчӏизе,пыралаш
1103,beißen::V,хӏанчӏизабизе,пыралаш
1104,abreißen::V,тӏезе,кӹрӓш
1105,abreißen::V,тӏезе,кышкед нӓлӓш
1106,abreißen::V,тӏезабизе,кӹрӓш
1107,abreißen::V,тӏезабизе,кышкед нӓлӓш
1108,abschneiden::V,къотӏизе,шулаш
1109,abschneiden::V,къотӏизе,лаштыклаш
1110,binden::V,бухьине,пидӓш
1111,stecken::V,къазабизе,шыралаш
1112,brechen::V,бекизе,тодылаш
1113,brechen::V,бекизе,пыдырташ
1114,klopfen::V,дванкезе,рушткаш
1115,hauen::V,базе,шелӹштӓш
1116,kleben::V,бацӏцӏине,клейӓш
1117,reiben::V,хачазе,нӹжӓш
1118,streichen::V,бахине,шӹрӓш
1119,streichen::V,жужазе,шӹрӓш
1120,schleifen::V,лъухьизе,шымаш
1121,schneiden::V,къотӏизе,пӹчкӓш
1122,rütteln::V,багъа-бачаризабизе,мыльгыкташ
1123,schütteln::V,кӏобокӏизе,цӹтӹртӓш
1124,schütteln::V,кӏобокӏизе,мыльгыкташ
1125,schwenken::V,гьесадизе,машыяш
1126,schwenken::V,хьвагӏезабизе,машыяш
1127,schütten::V,тӏезе,опталаш
1128,füllen::V,цӏезабизе,темӓш
1129,einwickeln::V,жемизе,пӹтӹрӓ́лӓш
1130,tragen::V,баччизе,намалаш
1131,schleppen::V,бехъерхъизе,шӹдӹрӓш
1132,ziehen::V,цӏазе,шыпшаш
1133,aufbewahren::V,цӏунизе,перегӓш
1134,werfen::V,рехизе,кӹшкӓш
1135,fangen::V,кквезе,кычаш
1136,packen::V,кквезе,хватяш
1137,verstecken::V,бахчизе,шӹлтӓш
1138,teilen::V,бикьизе,пайылаш
1139,schicken::V,битӏизе,колташ
1140,bringen::V,баччизе,кандаш
1141,hinzufügen::V,жубазе,
1142,bekommen::V,щвезе,лыкташ
1143,erhalten::V,щвезе,получаяш
1144,erhalten::V,босизе,получаяш
1145,nehmen::V,босизе,налаш
1146,wählen::V,бищизе,айыраш
1147,auswählen::V,тӏасабищизе,айыраш
1148,bewahren::V,цӏунизе,перегӓш
1149,behindern::V,квекӏен гьабизе,мешӓйӓш
1150,verderben::V,хвезабизе,портяш
1151,beschädigen::V,галгъазабизе,шушырташ
1152,zerbrechen::V,щущазабизе,пыдырташ
1153,zerreißen::V,бихъизе,кӹрӓш
1154,zerstören::V,биххизабизе,шӓлӓтӓш
1155,verbrennen::V,бухӏизе,йылаташ
1156,verbrennen::V,бухӏизе,йылалташ
1157,geben::V,кьезе,пуаш
1158,reichen::V,кьезе,пуаш
1159,schenken::V,кьезе,подараш
1160,versprechen::V,назру гьабизе,сöрӓш
1161,wünschen::V,бокьизе,жалаяш
1162,loben::V,беццизе,хваляш
1163,loben::V,бецца-бекъизе,хваляш
1164,küssen::V,баизе,шышшалаш
1165,wiegen::V,чӏучӏадизабизе,лӱнгӓлтӓш
1166,zudecken::V,тӏадбигъине,пиштӓш
1167,wecken::V,бигьинабизе,понгыжалтараш
1168,zeigen::V,бихьизабизе,анжыкташ
1169,führen::V,бачине,видӓш
1170,lehren::V,малъизе,тымдаш
1171,lehren::V,цӏализабизе,тымдаш
1172,unterrichten::V,цӏализабизе,тымдаш
1173,aufziehen::V,гӏезабизе,кушташ
1174,leiten::V,нухмалъи гьабизе,видӓш
1175,leiten::V,нухмалъи гьабизе,вуйлаташ
1176,leiten::V,нухмалъи гьабизе,вуйлалташ
1177,antreiben::V,гӏедегӏизабизе,талаштараш
1178,einladen::V,ахӏизе,ӱжӓш
1179,einladen::V,тӏадеахӏизе,ӱжӓш
1180,vereinigen::V,цолъизабизе,иктештӓш
1181,besuchen::V,баккизе,толаш
1182,besuchen::V,хьвадизе,толаш
1183,treffen::V,дандчӏвазе,вӓшлиӓш
1184,treffen::V,дандчӏвазе,вӓшлиӓлтӓш
1185,sich versammeln::V,данделъизе,цымыргаш
1186,sich versammeln::V,бакӏаризе,цымыргаш
1187,spielen::V,басандизе,мадаш
1188,singen::V,ахӏизе,мыраш
1189,tanzen::V,кьурдизе,кушташ
1190,sich trennen::V,батӏалъизе,айырлаш
1191,verlassen::V,тезе,шуаш
1192,verlassen::V,рехунтезе,шуаш
1193,retten::V,хвасар гьабизе,ытараш
1194,retten::V,хвасарлъизабизе,ытараш
1195,bewachen::V,цӏунизе,оролаш
1196,schützen::V,цӏунизе,перегӓш
1197,verteidigen::V,цӏунизе,перегӓш
1198,sich schlagen::V,багъизе,шидӓлӓш
1199,sich schlagen::V,багъизе,шиэдӓлӓш
1200,schießen::V,речӏчӏизе,лӱӓш
1201,siegen::V,бергьине,сӹнгӓш
1202,ärgern::V,вагъизавизе,шӹдештӓрӓш
1203,schlagen::V,кьабизе,пӓрен колташ
1204,schlagen::V,кьабизе,хӹрӹктен колташ
1205,treten::V,мал тункизе,чымаш
1206,stechen::V,къазабизе,пышкылаш
1207,stoßen::V,тункизе,шыркедӓш
1208,stoßen::V,хъилдизе,шыркедӓш
1209,stehlen::V,щинкӏизабизе,шолышт толаш
1210,stören::V,квекӏен гьабизе,ӓрештӹлӓш
1211,stören::V,татубахъи гьабизе,ӓрештӹлӓш
1212,belästigen::V,рахӏатхвезабизе,кӓньӹсӹрлӓндӓрӓш
1213,belästigen::V,рахӏатхвезабизе,шытырланыкташ
1214,verbergen::V,бахчизе,шӹлтӓш
1215,verbergen::V,балъго тезе,шӹлтӓш
1216,täuschen::V,божуда рекӏкӏ гьабизе,алталаш
1217,täuschen::V,божуда рекӏкӏ гьабизе,аталаш
1218,täuschen::V,гуккизе,алталаш
1219,täuschen::V,гуккизе,аталаш
1220,betrügen::V,хӏилла гьабизе,мошеньӹчӓйӓш
1221,betrügen::V,сандирахълъи гьабизе,мошеньӹчӓйӓш
1222,töten::V,чӏвазе,пуштын шуаш
1223,wohnen::V,яшав гьабизе,ӹлӓш
1224,arbeiten::V,хӏалтӏизе,пӓшӓлӓш
1225,arbeiten::V,хӏалтӏизе,ровотаяш
1226,sammeln::V,бакӏаризе,погаш
1227,pflücken::V,бетӏизе,кӹрӓш
1228,jagen::V,чан гьабизе,охотничӓйӓш
1229,fischen::V,ччугӏа кквезе,кол кычаш
1230,fassen::V,кквезе,кычаш
1231,hüten::V,кваназабизе,кӹтӓш
1232,treiben::V,гъезе,шуруяш
1233,anbinden::V,бухьине,ялшташ
1234,anbinden::V,бухьине,ялышташ
1235,füttern::V,кваназабизе,пукшаш
1236,melken::V,бечӏчӏизе,шыпшылаш
1237,hacken::V,чӏвазе,роаш
1238,gießen::V,лъалъазе,шӓвӓш
1239,reifen::V,барщизе,кӱӓш
1240,reifen::V,барщизе,поспейӓш
1241,zubereiten::V,бежа-белъине,йӓмдӹлӓш
1242,kochen::V,белъине,шолташ
1243,backen::V,базе,кӱктӓш
1244,braten::V,бежизе,жӓрӓш
1245,umrühren::V,багъаризе,намалаш
1246,stricken::V,хьухьине,пидӓш
1247,nähen::V,букъизе,ыргаш
1248,färben::V,кьер гьабизе,пидӓш
1249,reinigen::V,бацӏцӏине,чиӓлтӓш
1250,waschen::V,чуризе,мышкаш
1251,abwischen::V,бацӏцӏине,ӹштӓш
1252,spülen::V,хулизе,шӱӓлтӓш
1253,fegen::V,лъухьизе,ӹштӓш
1254,kehren::V,лъухьизе,ӹштӓш
1255,baden::V,чордезе,нӱштӹлӓш
1256,ausziehen::V,бахъизе,кыдашаш
1257,anziehen::V,ретӏине,чиӓш
1258,sich anziehen::V,ретӏине,чиӓш
1259,kämmen::V,хазе,шерӓш
1260,schmücken::V,чӏухӏизабизе,цеверемдӓш
1261,sagen::V,бицине,манаш
1262,sagen::V,бицине,келесӓш
1263,sprechen::V,бицине,манаш
1264,reden::V,гаргадизе,шайышташ
1265,sich unterhalten::V,гаргадизе,хытыраш
1266,sich unterhalten::V,гаргадизе,хытыргаш
1267,fragen::V,цӏехезе,ядаш
1268,fragen::V,гьикъизе,ядаш
1269,bitten::V,гьаризе,ядаш
1270,erzählen::V,бицине,келесӓш
1271,mitteilen::V,лъазабизе,попаш
1272,mitteilen::V,лъазабизе,увертӓш
1273,mitteilen::V,лъазабизе,увертӓрӓш
1274,nennen::V,цӏар лъезе,лӹмдӓш
1275,rufen::V,ахӏизе,ӱжӓш
1276,prahlen::V,беццаризе,хайзаш
1277,prahlen::V,беццаризе,шаргаланаш
1278,übersetzen::V,буссинабизе,вашташ
1279,denken::V,ургъизе,машанаш
1280,glauben::V,божизе,ӹнянӓш
1281,bemerken::V,берречӏчӏизе,цаклаш
1282,erkennen::V,лъазе,пӓлӓш
1283,erkennen::V,батӏаго бахъизе,пӓлӓш
1284,begreifen::V,бичӏчӏизе,ынгылаш
1285,lernen::V,цӏализе,тыменяш
1286,wissen::V,лъазе,пӓлӓш
1287,sich erinnern an::V,ракӏалде щвезе,ышештӓрӓш
1288,vergessen::V,кӏочене,монден кодаш
1289,messen::V,борцине,висӓш
1290,zählen::V,рикӏкӏине,шотаяш
1291,rechnen::V,рикӏкӏине,шотаяш
1292,lesen::V,цӏализе,лыдаш
1293,malen::V,бахъизе,рисуяш
1294,zeichnen::V,бахъизе,ыдырка́лаш
1295,schreiben::V,хъвазе,вазаш
1296,besitzen::V,щвезе,кы́чаш
1297,besitzen::V,бу́кӏине,кы́чаш
1298,kaufen::V,босизе,нӓлӓш
1299,verkaufen::V,бичизе,выжалаш
1300,bezahlen::V,кьезе,тӱлӓш
