,Concept_ID,sv,no
871,fallen::V,falla,falle
872,brennen::V,brinna,brenne
873,rauchen::V,ryka,ryke
874,regnen::V,regna,regne
875,gefrieren::V,frysa,fryse
876,tauen::V,töa,tine
877,schmelzen::V,smälta,smelte
878,trocknen::V,torka,tørre
879,sieden::V,koka,koke
880,sieden::V,sjuda,koke
881,faulen::V,ruttna,råtne
882,verfaulen::V,ruttna,råtne
883,reißen::V,brista,briste
884,versinken::V,sjunka,synke
885,versinken::V,sjunka,synke ned
886,vergehen::V,förgå,forløpe
887,erscheinen::V,synas,synes
888,erscheinen::V,visa sig,synes
889,verschwinden::V,försvinna,forsvinne
890,sinken::V,sjunka,synke
891,abnehmen::V,avta,avta
892,abnehmen::V,avta,minske
893,abnehmen::V,minskas,avta
894,abnehmen::V,minskas,minske
895,zunehmen::V,tilltaga,tilta
896,steigen::V,stiga,stige
897,wachsen::V,växa,gro
898,wachsen::V,växa,vokse
899,glänzen::V,glimma,skinne
900,funkeln::V,tindra,tindre
901,funkeln::V,gnistra,tindre
902,lärmen::V,bråka,bråke
903,lärmen::V,väsnas,bråke
904,läuten::V,ringa,ringe
905,klingeln::V,ringa,ringe
906,klirren::V,klirra,klirre
907,brausen::V,brusa,bruse
908,rauschen::V,susa,suse
909,klingen::V,låta,lyde
910,klingen::V,låta,klinge
911,klingen::V,klinga,lyde
912,klingen::V,klinga,klinge
913,bellen::V,skälla,gjø
914,bellen::V,skälla,bjeffe
915,heulen::V,yla,ule
916,heulen::V,tjuta,ule
917,blasen::V,blåsa,blåse
918,pfeifen::V,vissla,plystre
919,schreien::V,skrika,skrike
920,stöhnen::V,stöna,stønne
921,zittern::V,darra,dirre
922,zittern::V,darra,skjelve
923,zittern::V,skälva,dirre
924,zittern::V,skälva,skjelve
925,leben::V,leva,leve
926,geboren werden::V,födas,fødes
927,atmen::V,andas,ånde
928,atmen::V,andas,puste
929,trinken::V,dricka,drikke
930,essen::V,äta,spise
931,schlucken::V,svälja,svelge
932,müde werden::V,tröttna,bli trett
933,einschlafen::V,somna,sovne
934,schlafen::V,sova,sove
935,aufwachen::V,vakna,våkne
936,aufstehen::V,stiga upp,stå opp
937,sich erholen::V,repa sig,bli bra
938,sich erholen::V,repa sig,komme seg
939,sich erholen::V,hämta sig,bli bra
940,sich erholen::V,hämta sig,komme seg
941,krank werden::V,insjukna,bli syk
942,krank sein::V,vara sjuk,være syk
943,schmerzen::V,smärta,gjøre vondt
944,schmerzen::V,göra ont,gjøre vondt
945,husten::V,hosta,hoste
946,genesen::V,tillfriskna,komme seg
947,sterben::V,dö,dø
948,umkommen::V,omkomma,omkomme
949,sich bewegen::V,röra sig,bevege seg
950,sich rühren::V,röra på sig,røre på seg
951,sich erheben::V,resa sig,reise seg
952,sich setzen::V,sätta sig,sette sig
953,hinfallen::V,falla omkull,falle over ende
954,laufen::V,löpa,løpe
955,schreiten::V,skrida,skride
956,spazierengehen::V,promenera,spasere
957,spazierengehen::V,promenera,gå en tur
958,eilen::V,ila,ile
959,sich beeilen::V,skynda sig,skynde seg
960,sausen::V,susa,suse
961,rennen::V,löpa,løpe
962,rennen::V,springa,løpe
963,springen::V,hoppa,hoppe
964,springen::V,hoppa,springe
965,klettern::V,klättra,klatre
966,schaukeln::V,gunga,huske
967,kriechen::V,kräla,krype
968,schwimmen::V,simma,svømme
969,tauchen::V,dyka,dykke
970,rudern::V,ro,ro
971,fahren::V,köra,kjøre
972,fliegen::V,flyga,fly
973,gehen::V,gå,gå
974,weggehen::V,gå bort,gå bort
975,abfahren::V,resa,reise
976,abfahren::V,avresa,reise
977,anhalten::V,stanna,stanse
978,hineingehen::V,gå in,gå inn
979,eintreten::V,träda in,tre inn
980,kommen::V,komma,komme
981,ankommen::V,ankomma,ankomme
982,ankommen::V,ankomma,komme til
983,zurückkommen::V,återkomma,komme tilbake
984,bleiben::V,bli,bli
985,bleiben::V,bli,forbli
986,bleiben::V,förbli,bli
987,bleiben::V,förbli,forbli
988,warten::V,vänta,vente
989,erwarten::V,vänta,vente
990,suchen::V,leta,søke
991,finden::V,finna,finne
992,versuchen::V,försöka,prøve
993,versuchen::V,försöka,forsøke
994,vorbereiten::V,förbereda,forberede
995,lieben::V,älska,elske
996,mögen::V,tycka om,like
997,lachen::V,skratta,le
998,rühren::V,röra,røre
999,weinen::V,gråta,gråte
1000,schimpfen::V,skälla,skjelle
1001,sich ärgern::V,förargas,ergre seg
1002,sich fürchten::V,vara rädd,være redd
1003,fürchten::V,frukta,være redd for
1004,fliehen::V,fly,rømme
1005,fliehen::V,fly,flykte
1006,fliehen::V,rymma,rømme
1007,fliehen::V,rymma,flykte
1008,flüchten::V,fly,flykte
1009,sehen::V,se,se
1010,anschauen::V,se på,se på
1011,anschauen::V,se på,betrakte
1012,anschauen::V,betrakta,se på
1013,anschauen::V,betrakta,betrakte
1014,ansehen::V,åse,anse
1015,hören::V,höra,høre
1016,zuhören::V,höra på,tilhøre
1017,zuhören::V,lyssna till,tilhøre
1018,probieren::V,smaka,smake
1019,probieren::V,smaka,smake på
1020,probieren::V,smaka på,smake
1021,probieren::V,smaka på,smake på
1022,riechen::V,lukta,lukte
1023,fühlen::V,känna,føle
1024,scheinen::V,verka,se ut
1025,scheinen::V,tyckas,se ut
1026,zu sehen sein::V,synas,synes
1027,zu sehen sein::V,kunna ses,synes
1028,vernehmen::V,få veta,få vite
1029,vernehmen::V,förnimma,få vite
1030,frieren::V,frysa,fryse
1031,tun::V,göra,gjøre
1032,können::V,kunna,kunne
1033,wollen::V,vilja,ville
1034,anfangen::V,börja,begynne
1035,beenden::V,avsluta,avslutte
1036,aufhören::V,sluta,slutte
1037,aufhören::V,sluta,holde opp
1038,aufhören::V,upphöra,slutte
1039,aufhören::V,upphöra,holde opp
1040,gelingen::V,lyckas,lykkes
1041,geraten::V,bli,bli
1042,öffnen::V,öppna,åpne
1043,schließen::V,låsa,lukke
1044,schließen::V,låsa,stenge
1045,schließen::V,stänga,lukke
1046,schließen::V,stänga,stenge
1047,stellen::V,ställa,stille
1048,setzen::V,sätta,sette
1049,legen::V,lägga,legge
1050,berühren::V,beröra,berøre
1051,verbinden::V,förbinda,forbinde
1052,bedecken::V,täcka,dekke
1053,bedecken::V,betäcka,dekke
1054,aufhängen::V,hänga,henge
1055,aufhängen::V,hänga,henge opp
1056,aufhängen::V,hänga upp,henge
1057,aufhängen::V,hänga upp,henge opp
1058,anzünden::V,tända,tenne
1059,anzünden::V,tända,antenne
1060,anzünden::V,tända,tenne på
1061,anzünden::V,antända,tenne
1062,anzünden::V,antända,antenne
1063,anzünden::V,antända,tenne på
1064,anzünden::V,tända på,tenne
1065,anzünden::V,tända på,antenne
1066,anzünden::V,tända på,tenne på
1067,aufheben::V,lyfta,løfte
1068,aufheben::V,lyfta,ta opp
1069,zurücklassen::V,lämna,slippe tilbake
1070,zurücklassen::V,efterlämna,slippe tilbake
1071,verlieren::V,mista,miste
1072,verlieren::V,förlora,miste
1073,fallen lassen::V,tappa,droppe
1074,fallen lassen::V,tappa,la falle
1075,fallen lassen::V,släppa,droppe
1076,fallen lassen::V,släppa,la falle
1077,machen::V,göra,lage
1078,machen::V,göra,gjøre
1079,herstellen::V,tillverka,fremstille
1080,herstellen::V,framställa,fremstille
1081,bauen::V,bygga,bygge
1082,reparieren::V,reparera,reparere
1083,verbessern::V,rätta,rette
1084,verbessern::V,rätta,forbedre
1085,verbessern::V,förbättra,rette
1086,verbessern::V,förbättra,forbedre
1087,ändern::V,ändra,forandre
1088,ändern::V,förändra,forandre
1089,graben::V,gräva,grave
1090,beugen::V,böja,bøye
1091,biegen::V,böja,bøye
1092,biegen::V,kröka,bøye
1093,drehen::V,vrida,dreie
1094,wenden::V,vända,vende
1095,umdrehen::V,vrida om,snu
1096,heben::V,häva,heve
1097,hochheben::V,lyfta,løfte
1098,ergreifen::V,gripa,gripe
1099,ergreifen::V,gripa,få tak i
1100,halten::V,hålla,holde
1101,drücken::V,trycka,trykke
1102,schieben::V,skjuta,skyve
1103,kratzen::V,riva,klø
1104,kratzen::V,riva,klore
1105,kratzen::V,skrapa,klø
1106,kratzen::V,skrapa,klore
1107,lecken::V,slicka,slikke
1108,beißen::V,bita,bite
1109,abreißen::V,slita_av,rive av
1110,abreißen::V,riva_av,rive av
1111,abschneiden::V,skära av,skjære av
1112,binden::V,binda,binde
1113,stecken::V,sticka,stikke
1114,brechen::V,bryta,bryte
1115,brechen::V,bryta,briste
1116,brechen::V,brista,bryte
1117,brechen::V,brista,briste
1118,klopfen::V,banka,banke
1119,klopfen::V,klappa,banke
1120,hauen::V,hugga,hogge
1121,kleben::V,klistra,klistre
1122,reiben::V,gnida,gni
1123,streichen::V,smörja,stryke
1124,schleifen::V,slipa,slipe
1125,schneiden::V,skära,klippe
1126,schneiden::V,klippa,klippe
1127,rütteln::V,skaka,ruske
1128,schütteln::V,rista,riste
1129,schwenken::V,svänga,svinge
1130,schütten::V,hälla,helle
1131,füllen::V,fylla,fylle
1132,einwickeln::V,slå in,vikle inn
1133,einwickeln::V,veckla in,vikle inn
1134,tragen::V,bära,bære
1135,schleppen::V,släpa,slepe
1136,ziehen::V,dra,dra
1137,ziehen::V,dra,trekke
1138,aufbewahren::V,förvara,oppbevare
1139,aufbewahren::V,förvara,ta vare på
1140,aufbewahren::V,ta vara på,oppbevare
1141,aufbewahren::V,ta vara på,ta vare på
1142,werfen::V,kasta,kaste
1143,fangen::V,fånga,fange
1144,packen::V,gripa,gripe
1145,packen::V,gripa,gripe tak i
1146,packen::V,gripa tag,gripe
1147,packen::V,gripa tag,gripe tak i
1148,verstecken::V,gömma,gjemme
1149,teilen::V,dela,dele
1150,schicken::V,skicka,sende
1151,bringen::V,bringa,bringe
1152,hinzufügen::V,tillägga,tilføye
1153,bekommen::V,få,få
1154,bekommen::V,erhålla,få
1155,erhalten::V,få,få
1156,erhalten::V,erhålla,få
1157,nehmen::V,ta,ta
1158,nehmen::V,taga,ta
1159,wählen::V,välja,velge
1160,auswählen::V,utvälja,velge ut
1161,bewahren::V,bevara,bevare
1162,behindern::V,hindra,hindre
1163,behindern::V,hindra,forhindre
1164,behindern::V,förhindra,hindre
1165,behindern::V,förhindra,forhindre
1166,verderben::V,förstöra,ødelegge
1167,beschädigen::V,skada,skade
1168,zerbrechen::V,bryta isär,brekke i stykker
1169,zerbrechen::V,bryta sönder,brekke i stykker
1170,zerreißen::V,riva sönder,rive i stykker
1171,zerreißen::V,slita sönder,rive i stykker
1172,zerstören::V,förstöra,ødelegge
1173,verbrennen::V,bränna,brenne
1174,verbrennen::V,bränna,brenne opp
1175,verbrennen::V,bränna upp,brenne
1176,verbrennen::V,bränna upp,brenne opp
1177,geben::V,ge,gi
1178,reichen::V,räcka,rekke
1179,schenken::V,skänka,forære
1180,schenken::V,skänka,skjenke
1181,versprechen::V,lova,love
1182,wünschen::V,önska,ønske
1183,loben::V,lova,rose
1184,loben::V,beröma,rose
1185,küssen::V,pussa,kysse
1186,wiegen::V,vagga,vogge
1187,zudecken::V,täcka,dekke til
1188,wecken::V,väcka,vekke
1189,zeigen::V,visa,vise
1190,führen::V,föra,føre
1191,lehren::V,lära,lære
1192,unterrichten::V,undervisa,undervise
1193,aufziehen::V,uppfostra,oppdra
1194,leiten::V,leda,lede
1195,antreiben::V,driva på,drive på
1196,lassen::V,få att,få til å
1197,einladen::V,bjuda,be
1198,einladen::V,bjuda,invitere
1199,einladen::V,inbjuda,be
1200,einladen::V,inbjuda,invitere
1201,vereinigen::V,förena,forene
1202,besuchen::V,besöka,besøke
1203,treffen::V,möta,møte
1204,treffen::V,möta,treffe
1205,treffen::V,träffa,møte
1206,treffen::V,träffa,treffe
1207,sich versammeln::V,församla sig,forsamles
1208,spielen::V,leka,leke
1209,spielen::V,leka,spille
1210,spielen::V,spela,leke
1211,spielen::V,spela,spille
1212,singen::V,sjunga,synge
1213,tanzen::V,dansa,danse
1214,sich trennen::V,skiljas,skilles
1215,verlassen::V,lämna,forlate
1216,verlassen::V,överge,forlate
1217,retten::V,rädda,redde
1218,bewachen::V,bevaka,bevokte
1219,schützen::V,skydda,verne
1220,schützen::V,skydda,beskytte
1221,schützen::V,beskydda,verne
1222,schützen::V,beskydda,beskytte
1223,verteidigen::V,försvara,forsvare
1224,sich schlagen::V,slåss,slåss
1225,schießen::V,skjuta,skyte
1226,siegen::V,segra,seire
1227,ärgern::V,förarga,ergre
1228,schlagen::V,slå,
1229,treten::V,sparka,sparke
1230,stechen::V,sticka,stikke
1231,stoßen::V,stöta,støte
1232,stehlen::V,stjäla,stjele
1233,stören::V,störa,forstyrre
1234,belästigen::V,genera,plage
1235,belästigen::V,genera,sjenere
1236,belästigen::V,besvära,plage
1237,belästigen::V,besvära,sjenere
1238,verbergen::V,dölja,gjemme
1239,täuschen::V,vilseleda,villede
1240,betrügen::V,bedra,bedra
1241,töten::V,döda,drepe
1242,wohnen::V,bo,bo
1243,arbeiten::V,arbeta,arbeide
1244,sammeln::V,samla,samle
1245,pflücken::V,plocka,plukke
1246,jagen::V,jaga,jage
1247,fischen::V,fiska,fiske
1248,fassen::V,fånga,fange
1249,hüten::V,vakta,vokte
1250,treiben::V,driva,drive
1251,anbinden::V,binda fast,feste
1252,füttern::V,fodra,fore
1253,melken::V,mjölka,melke
1254,hacken::V,hacka,hakke
1255,gießen::V,hälla,helle
1256,gießen::V,vattna,helle
1257,reifen::V,mogna,modne
1258,zubereiten::V,tillaga,lage
1259,zubereiten::V,tillaga,tilberede
1260,zubereiten::V,tillreda,lage
1261,zubereiten::V,tillreda,tilberede
1262,kochen::V,koka,koke
1263,backen::V,baka,bake
1264,braten::V,steka,steke
1265,umrühren::V,röra om,røre om
1266,stricken::V,sticka,strikke
1267,nähen::V,sy,sy
1268,färben::V,färga,farge
1269,reinigen::V,rensa,rense
1270,reinigen::V,rensa,gjøre ren
1271,reinigen::V,rengöra,rense
1272,reinigen::V,rengöra,gjøre ren
1273,waschen::V,tvätta,vaske
1274,abwischen::V,torka av,tørke av
1275,spülen::V,spola,spyle
1276,spülen::V,spola,skylle
1277,spülen::V,skölja,spyle
1278,spülen::V,skölja,skylle
1279,fegen::V,feja,feie
1280,kehren::V,sopa,koste
1281,baden::V,bada,bade
1282,sich waschen::V,tvätta sig,vaske seg
1283,ausziehen::V,ta av,ta av
1284,anziehen::V,ta på,ta på
1285,sich anziehen::V,klä på sig,kle på seg
1286,kämmen::V,kamma,gre
1287,kämmen::V,kamma,kjemme
1288,schmücken::V,pynta,pynte
1289,schmücken::V,pynta,smykke
1290,schmücken::V,smycka,pynte
1291,schmücken::V,smycka,smykke
1292,sagen::V,säga,si
1293,sprechen::V,tala,snakke
1294,reden::V,tala,tale
1295,reden::V,tala,snakke
1296,reden::V,prata,tale
1297,reden::V,prata,snakke
1298,sich unterhalten::V,prata,samtale
1299,fragen::V,fråga,spørre
1300,fragen::V,spörja,spørre
1301,bitten::V,be,be
1302,erzählen::V,berätta,fortelle
1303,mitteilen::V,meddela,meddele
1304,nennen::V,kalla,kalle
1305,rufen::V,ropa,rope
1306,prahlen::V,pråla,skryte
1307,prahlen::V,skryta,skryte
1308,übersetzen::V,tolka,oversette
1309,übersetzen::V,översätta,oversette
1310,denken::V,tänka,tenke
1311,glauben::V,tro,tro
1312,bemerken::V,uppmärksamma,bemerke
1313,bemerken::V,uppmärksamma,legge merke til
1314,bemerken::V,lägga märke till,bemerke
1315,bemerken::V,lägga märke till,legge merke til
1316,erkennen::V,känna igen,gjenkjenne
1317,begreifen::V,begripa,begripe
1318,verstehen::V,förstå,forstå
1319,verstehen::V,förstå,skjønne
1320,lernen::V,lära sig,lære
1321,wissen::V,veta,vite
1322,sich erinnern an::V,minnas,huske på
1323,sich erinnern an::V,komma ihåg,huske på
1324,vergessen::V,glömma,glemme
1325,messen::V,mäta,måle
1326,zählen::V,räkna,telle
1327,rechnen::V,räkna,regne
1328,lesen::V,läsa,lese
1329,malen::V,måla,male
1330,zeichnen::V,teckna,tegne
1331,schreiben::V,skriva,skrive
1332,besitzen::V,äga,eie
1333,besitzen::V,äga,inneha
1334,besitzen::V,besitta,eie
1335,besitzen::V,besitta,inneha
1336,kaufen::V,köpa,kjøpe
1337,verkaufen::V,sälja,selge
1338,bezahlen::V,betala,betale
1339,zahlen::V,betala,betale
1340,beherrschen::V,behärska,beherske
1341,ertragen::V,tåla,orke
1342,ertragen::V,uthärda,orke
