,Concept_ID,tt,ko
831,brausen::V,давыллау,쏴쏴소리내다
832,brausen::V,дулау,쏴쏴소리내다
833,rauschen::V,кыштырдау,솨솨
834,klingen::V,ишетелү,반향하다
835,bellen::V,өрү,짖다
836,heulen::V,улау,포효하다
837,blasen::V,өрү,불다
838,pfeifen::V,сызгырту,피리를불다
839,schreien::V,кычкыру,절규하다
840,stöhnen::V,ыңгырашу,신음하다
841,zittern::V,калтырау,저뉼하다
842,zittern::V,калтырану,저뉼하다
843,leben::V,яшәү,살다
844,leben::V,гомер итү,살다
845,geboren werden::V,туу,태어난
846,atmen::V,сулау,숨쉬다
847,trinken::V,эчү,마시다
848,essen::V,ашау,먹다
849,schlucken::V,йоту,들이켜다
850,müde werden::V,ялыгу,
851,müde werden::V,йөгенү,
852,einschlafen::V,йокыга китү,잠들다
853,schlafen::V,йоклау,자다
854,aufwachen::V,уяну,눈트다
855,aufstehen::V,тору,서다
856,sich erholen::V,ял алу,회복하다
857,sich erholen::V,истирахәт итү,회복하다
858,krank werden::V,чирләү,
859,krank sein::V,чирләү,
860,schmerzen::V,авырту,아프다
861,husten::V,ютәлләү,잔기침하다
862,genesen::V,савыгу,낫다
863,genesen::V,сәламәтләнү,낫다
864,sterben::V,үлү,죽다
865,sterben::V,дөнья кую,죽다
866,sterben::V,вафат булу,죽다
867,umkommen::V,үлү,못쓰게되다
868,sich bewegen::V,йөрү,움직이다
869,sich rühren::V,кыймылдау,움직이다
870,sich erheben::V,басу,이러서다
871,sich setzen::V,утыру,앉히다
872,hinfallen::V,егылу,넘어지다
873,laufen::V,җәяүләү,걷다
874,schreiten::V,атлау,보행하다
875,spazierengehen::V,йөрү,산보하다
876,spazierengehen::V,йөргенү,산보하다
877,eilen::V,ашыгу,서둘다
878,sich beeilen::V,ашыгу,서둘게하다
879,sich beeilen::V,кызулау,서둘게하다
880,sausen::V,җилдерү,서들러 떠나다
881,rennen::V,йөгерү,달리다
882,springen::V,сикерү,도약하다
883,klettern::V,үрмәләү,갑겨오르다
884,schaukeln::V,атыну,흔들리게하다
885,kriechen::V,шуышу,기다
886,kriechen::V,үрмәләү,기다
887,schwimmen::V,йөзү,헤엄치다
888,tauchen::V,чуму,잠기다
889,rudern::V,ишү,물을헤치다
890,fahren::V,бару,가다
891,fahren::V,бару,나르다
892,fliegen::V,очу,날다
893,gehen::V,йөрү,가다
894,weggehen::V,китү,팔리다
895,abfahren::V,кузгалу,출발하다
896,anhalten::V,тукталу,멈추다
897,hineingehen::V,инү,(그리로)가다
898,eintreten::V,инү,들러가다
899,kommen::V,килү,오다
900,ankommen::V,бару,고챀하다
901,zurückkommen::V,кире кайту,보기
902,bleiben::V,калу,체류
903,warten::V,көтү,기다리다
904,erwarten::V,көтү,기대하다
905,suchen::V,эзләү,찾다
906,suchen::V,эзләү,구하다
907,finden::V,табу,찾아내다
908,versuchen::V,маташу,시험하다
909,vorbereiten::V,хәзерләү,재비하다
910,lieben::V,сөю,사랑하다
911,lieben::V,ярату,사랑하다
912,mögen::V,өнәү,줗아하다
913,lachen::V,көлү,웃다
914,rühren::V,дулкынландыру,건드리다
915,weinen::V,елау,울다
916,schimpfen::V,сүгү,꾸짖다
917,schimpfen::V,сүгенү,꾸짖다
918,sich ärgern::V,ачулану,화를내게 하다
919,sich fürchten::V,курку,두려원하다
920,fürchten::V,калтырау,두려원하다
921,fürchten::V,калтырану,두려원하다
922,fliehen::V,арка бирү,도망치다
923,flüchten::V,качу,도주하다
924,sehen::V,күрү,보다
925,anschauen::V,карау,바라보다
926,ansehen::V,карау,바라보다
927,ansehen::V,күзәтү,바라보다
928,hören::V,ишетү,듣다
929,zuhören::V,тыңлау,듣다
930,probieren::V,тату,시식하다
931,riechen::V,иснәү,내새를맡다
932,fühlen::V,тою,느끼다
933,fühlen::V,сизү,느끼다
934,scheinen::V,күренү,...것같다
935,zu sehen sein::V,күренү,보이는
936,vernehmen::V,ишетү,듣다
937,vernehmen::V,ишетү,들어서일다
938,frieren::V,өшү,춥다
939,frieren::V,күшегү,춥다
940,tun::V,итү,하다
941,können::V,алу,할주릴다
942,wollen::V,теләү,바라다
943,anfangen::V,керешү,시작하다
944,beenden::V,бетерү,다하다
945,beenden::V,тәмамлау,다하다
946,aufhören::V,бетү,그만두다
947,gelingen::V,уңу,성국하다
948,geraten::V,сабышу,잘되어가다
949,öffnen::V,ачу,열다
950,schließen::V,ябу,추측하다
951,stellen::V,кую,세우다
952,setzen::V,утырту,놓다
953,legen::V,яткыру,눕히다
954,berühren::V,тию,대다
955,verbinden::V,ялгау,옝열하다
956,bedecken::V,өрту,덮다
957,bedecken::V,каплау,덮다
958,bedecken::V,томалау,덮다
959,aufhängen::V,асу,매달다
960,anzünden::V,кабызу,점화하다
961,aufheben::V,күтәрү,위로올리다
962,zurücklassen::V,калдыру,튀에남기다
963,verlieren::V,югалту,잃다
964,fallen lassen::V,төшерү,떨어뜨리다
965,machen::V,ясау,하다
966,machen::V,эшләү,하다
967,herstellen::V,ясау,제조하다
968,bauen::V,кору,짓다
969,reparieren::V,төзәтү,수셩자다
970,verbessern::V,яхшырту,정정하다
971,ändern::V,үзгәртү,바꾸다
972,graben::V,казу,파다
973,beugen::V,ию,구부리다
974,biegen::V,бөгү,굽히다
975,drehen::V,бору,회전
976,drehen::V,бөтерү,회전
977,wenden::V,бору,회전시키다
978,umdrehen::V,түнтәрү,회전시키다
979,heben::V,күтәрү,일으아키다
980,hochheben::V,күтәрү,틀어올리다
981,ergreifen::V,эләктерү,잡다
982,halten::V,тоту,잡다
983,drücken::V,кысу,누르다
984,schieben::V,кузгату,밀다
985,kratzen::V,тырнау,긁다
986,lecken::V,ялау,핥다
987,beißen::V,тешләү,물다
988,abreißen::V,өзү,
989,abschneiden::V,кыю,귾어내다
990,abschneiden::V,кисү,귾어내다
991,binden::V,бәйләү,매다
992,stecken::V,төртү,찌르다
993,stecken::V,тыгу,찌르다
994,brechen::V,сындыру,금
995,klopfen::V,шаку,치다
996,klopfen::V,шакылдау,치다
997,hauen::V,кыйнау,때리다
998,kleben::V,ябыштыру,들러붙다
999,reiben::V,ышку,문지르다
1000,streichen::V,ягу,쓰다듬다
1001,schleifen::V,кайрау,갈다
1002,schneiden::V,кисү,베다
1003,rütteln::V,селкетү,흔들다
1004,schütteln::V,селкетү,흔들다
1005,schwenken::V,болгау,흔들다
1006,schütten::V,кою,따르다
1007,füllen::V,тутыру,담다
1008,einwickeln::V,төрү,싸다
1009,tragen::V,ташу,지우다
1010,schleppen::V,сөйрәү,끌다
1011,schleppen::V,өстерәү,끌다
1012,ziehen::V,тарту,당기다
1013,aufbewahren::V,саклау,간직하다
1014,werfen::V,ыргыту,던지다
1015,fangen::V,тоту,밥다
1016,packen::V,эләктерү,쥐다
1017,verstecken::V,яшерү,숨기다
1018,teilen::V,бүлү,나누다
1019,schicken::V,җибәрү,보내다
1020,bringen::V,китерү,가겨
1021,hinzufügen::V,өстәү,부가하다
1022,bekommen::V,алу,얻다
1023,erhalten::V,алу,지니다
1024,nehmen::V,алу,잡다
1025,wählen::V,сайлау,선거하다
1026,auswählen::V,сайлау,선출하다
1027,bewahren::V,саклау,저장보종
1028,behindern::V,комачаулау,훼방하다
1029,verderben::V,бозу,못쓰게 되다
1030,beschädigen::V,бозу,상하게하다
1031,zerbrechen::V,вату,깨뜨리다
1032,zerreißen::V,өзү,잡아쫓다
1033,zerreißen::V,ерту,잡아쫓다
1034,zerstören::V,җимерү,파괴하다
1035,verbrennen::V,яндыру,소실하다
1036,verbrennen::V,көйдерү,소실하다
1037,geben::V,бирү,주다
1038,reichen::V,тапшыру,내일다
1039,schenken::V,бүләкләү,주다
1040,versprechen::V,вәгъдә бирү,약속하다
1041,wünschen::V,котлау,바라다
1042,loben::V,мактау,칭찬하다
1043,küssen::V,үбү,키스하다
1044,wiegen::V,тирбәтү,어르다
1045,zudecken::V,ябу,뚜꺼을하다
1046,zudecken::V,бөркәү,뚜꺼을하다
1047,wecken::V,уяту,깨우다
1048,zeigen::V,күрсәтү,보이다
1049,führen::V,йөртү,가게하다
1050,lehren::V,өйрәтү,가르치다
1051,unterrichten::V,укыту,가르지다
1052,aufziehen::V,асрау,사육하다
1053,leiten::V,җитәкләү,이끌다
1054,antreiben::V,куалау,몰다
1055,antreiben::V,әйдәләү,몰다
1056,antreiben::V,ашыктыру,몰다
1057,lassen::V,мәҗбүр итү,내버려두다
1058,einladen::V,чакыру,초청하다
1059,vereinigen::V,берләштерү,하나로하다
1060,besuchen::V,керешү,방문하다
1061,treffen::V,очрату,만나다
1062,sich versammeln::V,җыелышу,조립하다
1063,spielen::V,уйнау,눌다
1064,singen::V,җырлау,노래하다
1065,tanzen::V,бию,춤추하다
1066,sich trennen::V,аерылу,가르다
1067,sich trennen::V,ташлашу,가르다
1068,verlassen::V,ташлау,버림받은
1069,verlassen::V,калдыру,버림받은
1070,retten::V,коткару,구조하다
1071,bewachen::V,каравыллау,치키다
1072,schützen::V,ышыклау,보호하다
1073,verteidigen::V,яклау,막다
1074,verteidigen::V,саклау,막다
1075,sich schlagen::V,сугышу,치다
1076,schießen::V,ату,쏘다
1077,siegen::V,җиңү,이기다
1078,ärgern::V,ачуландыру,성을내게하다
1079,schlagen::V,ору,치다
1080,schlagen::V,бәрү,치다
1081,schlagen::V,тукмау,치다
1082,treten::V,тибү,디디다
1083,stechen::V,кадау,찌르다
1084,stoßen::V,этү,찌르다
1085,stehlen::V,урлау,훔치다
1086,stören::V,комачаулау,움직이다
1087,belästigen::V,борчу,괴롭히다
1088,belästigen::V,билмазалау,괴롭히다
1089,verbergen::V,яшерү,숨기다
1090,täuschen::V,алдату,속이다
1091,betrügen::V,хәрәмләшү,속이다
1092,töten::V,үтерү,죽이다
1093,wohnen::V,яшәү,실다
1094,arbeiten::V,эшләү,일하다
1095,sammeln::V,туплау,모으다
1096,pflücken::V,өзү,꿔다
1097,jagen::V,аулау,사냥하다
1098,fischen::V,балык тоту,고기를잡다
1099,fassen::V,тоту,움켜쥐다
1100,hüten::V,көтү,망보다
1101,treiben::V,куалау,몰아세우다
1102,anbinden::V,бәйләү,묶다
1103,füttern::V,туйдыру,사료를주다
1104,melken::V,саву,젖을짜다
1105,hacken::V,чабу,자르다
1106,gießen::V,сугару,물을대다
1107,reifen::V,җитешү,성숙하다
1108,zubereiten::V,пешеренү,조제하다
1109,kochen::V,пешерү,요리하다
1110,kochen::V,кайнату,요리하다
1111,backen::V,пешерү,쿱다
1112,braten::V,куыру,굽다
1113,braten::V,кыздыру,굽다
1114,umrühren::V,бутау,교반하다
1115,umrühren::V,болгату,교반하다
1116,stricken::V,бәйләү,뜨개질하다
1117,nähen::V,тегү,꿰매다
1118,färben::V,ману,채색하다
1119,reinigen::V,чистарту,청소하다
1120,waschen::V,юу,씻다
1121,abwischen::V,сөртү,닦다
1122,spülen::V,чайкау,씻다
1123,fegen::V,себерү,소체하다
1124,kehren::V,себерү,청소하다
1125,baden::V,коену,감다
1126,sich waschen::V,юыну,모믈 씻다
1127,ausziehen::V,чишенү,벗다
1128,anziehen::V,кию,끌어움직이다
1129,sich anziehen::V,киенү,
1130,kämmen::V,тарау,빗다
1131,schmücken::V,бизәү,치레하다
1132,schmücken::V,бизәкләү,치레하다
1133,sagen::V,дию,말하다
1134,sagen::V,әйтү,말하다
1135,sprechen::V,сөйләү,말하다
1136,sprechen::V,сөйләшү,말하다
1137,reden::V,сөйләү,이야기하다
1138,sich unterhalten::V,сөйләшү,
1139,fragen::V,сорау,질문하다
1140,fragen::V,сорашу,질문하다
1141,bitten::V,үтенү,원하다
1142,erzählen::V,сөйләү,이야기하다
1143,mitteilen::V,белдерү,이야기하다
1144,nennen::V,дию,부르다
1145,rufen::V,дәшү,불러내다
1146,prahlen::V,мактану,자랑하다
1147,prahlen::V,шапырыну,자랑하다
1148,übersetzen::V,күчерү,번역하다
1149,denken::V,уйлау,생각하다
1150,glauben::V,инану,믿다
1151,bemerken::V,искәрү,인자하다
1152,erkennen::V,тану,인식하다
1153,begreifen::V,аңлау,파악하다
1154,begreifen::V,төшенү,파악하다
1155,verstehen::V,аңлау,이해하다
1156,verstehen::V,төшенү,이해하다
1157,lernen::V,уку,배우다
1158,lernen::V,өйрәнү,배우다
1159,wissen::V,белү,알다
1160,sich erinnern an::V,хәтерләү,상기하다
1161,vergessen::V,оныту,잊다
1162,messen::V,үлчәү,측정하다
1163,zählen::V,санау,세다
1164,rechnen::V,исәпләү,게산하다
1165,lesen::V,уку,읽다
1166,malen::V,рәсем ясау,그리다
1167,malen::V,сурәт ясау,그리다
1168,malen::V,сурәтләү,그리다
1169,zeichnen::V,язу-сызу,소묘하다
1170,zeichnen::V,сурәт ясау,소묘하다
1171,schreiben::V,язу,쓰다
1172,besitzen::V,биләү,소유하다
1173,kaufen::V,алу,사다
1174,verkaufen::V,сату,팔다
1175,bezahlen::V,түләү,지불하다
1176,zahlen::V,түләү,치르다
1177,beherrschen::V,ия булу,지배하다
1178,ertragen::V,чыдау,참다
