,Concept_ID,sk,sk
197,Ente::N,kačica,kačka
198,Ente::N,kačica,kačica
199,Eule::N,sova,sova
200,Kranich::N,žeriav,žeriav
201,Krähe::N,vrana,vrana
202,Kuckuck::N,kukučka,kukučka
203,Schwan::N,labuť,labuť
204,Fisch::N,ryba,ryba
205,Barsch::N,ostriež,ostriež
206,Hecht::N,šťuka,šťuka
207,Schlange[Tier]::N,had,had
208,Wurm::N,červ,červ
209,Spinne::N,pavúk,pavúk
210,Ameise::N,mravec,mravec
211,Laus::N,voš,voš
212,Mücke::N,komár,komár
213,Fliege::N,mucha,mucha
214,Schmetterling::N,motýľ,motýľ
215,Beere::N,bobuľa,bobuľa
216,Apfel::N,jablko,jablko
217,Pilz::N,hríb,hríb
218,Zwiebel::N,cibuľa,cibuľa
219,Saat::N,osivo,osivo
220,Korn::N,zrno,zrno
221,Heu::N,seno,seno
222,Schale::N,šupa,šupa
223,Schale::N,šupa,škrupina
224,Schale::N,škrupina,šupa
225,Schale::N,škrupina,škrupina
226,Grube::N,jama,jama
227,Falle::N,pasca,pasca
228,Falle::N,pasca,klepec
229,Falle::N,klepec,pasca
230,Falle::N,klepec,klepec
231,Schlinge::N,slučka,slučka
232,Spur::N,stopa,stopa
233,Asche::N,popol,popol
234,Dreck::N,kal,kal
235,Dreck::N,kal,blato
236,Dreck::N,blato,kal
237,Dreck::N,blato,blato
238,Eisen::N,železo,železo
239,Gold::N,zlato,zlato
240,Silber::N,striebro,striebro
241,Kohle::N,uhlie,uhlie
242,Glas::N,sklo,sklo
243,Lehm::N,íl,íl
244,Lehm::N,íl,hlina
245,Lehm::N,hlina,íl
246,Lehm::N,hlina,hlina
247,Sand::N,piesok,piesok
248,Mensch::N,človek,človek
249,Mann::N,muž,muž
250,Mann::N,muž,chlap
251,Mann::N,chlap,muž
252,Mann::N,chlap,chlap
253,Frau::N,žena,žena
254,Kind::N,dieťa,dieťa
255,Junge::N,chlapec,chlapec
256,Mädchen::N,dievka,dievka
257,Familie::N,rodina,rodina
258,Großvater::N,dedo,dedo
259,Großvater::N,dedo,starý otec
260,Großvater::N,starý otec,dedo
261,Großvater::N,starý otec,starý otec
262,Großmutter::N,babička,babička
263,Großmutter::N,babička,stará mať
264,Großmutter::N,stará mať,babička
265,Großmutter::N,stará mať,stará mať
266,Eltern::N,rodičia,rodičia
267,Vater::N,otec,otec
268,Mutter::N,mať,mať
269,Mutter::N,mať,matka
270,Mutter::N,matka,mať
271,Mutter::N,matka,matka
272,Sohn::N,syn,syn
273,Tochter::N,dcéra,dcéra
274,Bruder::N,brat,brat
275,Schwester::N,sestra,sestra
276,Onkel::N,ujo,ujo
277,Onkel::N,ujo,strýko
278,Onkel::N,strýko,ujo
279,Onkel::N,strýko,strýko
280,Tante::N,teta,teta
281,Tante::N,teta,tetka
282,Tante::N,tetka,teta
283,Tante::N,tetka,tetka
284,Ehemann::N,muž,muž
285,Ehemann::N,muž,manžel
286,Ehemann::N,manžel,muž
287,Ehemann::N,manžel,manžel
288,Ehefrau::N,žena,žena
289,Ehefrau::N,žena,manželka
290,Ehefrau::N,manželka,žena
291,Ehefrau::N,manželka,manželka
292,Freude::N,radosť,radosť
293,Gelächter::N,smiech,smiech
294,Glück::N,šťastie,šťastie
295,Kummer::N,žiaľ,žiaľ
296,Kummer::N,žiaľ,zármutok
297,Kummer::N,zármutok,žiaľ
298,Kummer::N,zármutok,zármutok
299,Wunsch::N,prianie,prianie
300,Lust::N,chuť,chuť
301,Geist::N,duch,duch
302,Gedanke::N,myšlienka,myšlienka
303,Gedächtnis::N,pamäť,pamäť
304,Verstand::N,rozum,rozum
305,Sinn::N,zmysel,zmysel
306,Grund::N,dôvod,dôvod
307,Grund::N,dôvod,príčina
308,Grund::N,príčina,dôvod
309,Grund::N,príčina,príčina
310,Wahrheit::N,pravda,pravda
311,Gespräch::N,reč,reč
312,Gespräch::N,reč,rozhovor
313,Gespräch::N,rozhovor,reč
314,Gespräch::N,rozhovor,rozhovor
315,Märchen::N,rozprávka,rozprávka
316,Erzählung::N,poviedka,poviedka
317,Nachricht::N,správa,správa
318,Neuigkeit::N,novinka,novinka
319,Name::N,meno,meno
320,Rätsel::N,záhada,záhada
321,Rätsel::N,záhada,hádanka
322,Rätsel::N,hádanka,záhada
323,Rätsel::N,hádanka,hádanka
324,Rede::N,reč,reč
325,Sprache::N,reč,reč
326,Sprache::N,reč,jazyk
327,Sprache::N,jazyk,reč
328,Sprache::N,jazyk,jazyk
329,Stimme::N,hlas,hlas
330,Wort::N,slovo,slovo
331,Zeichen::N,znak,znak
332,Ruf::N,volanie,volanie
333,Ruf::N,volanie,zavolanie
334,Ruf::N,zavolanie,volanie
335,Ruf::N,zavolanie,zavolanie
336,Lärm::N,hluk,hluk
337,Lärm::N,hluk,hurhaj
338,Lärm::N,hurhaj,hluk
339,Lärm::N,hurhaj,hurhaj
340,Laut::N,zvuk,zvuk
341,Ton::N,tón,tón
342,Ton::N,tón,zvuk
343,Ton::N,zvuk,tón
344,Ton::N,zvuk,zvuk
345,Lied::N,pieseň,pieseň
346,Ruhe::N,pokoj,pokoj
347,Leute::N,ľudia,ľudia
348,Volk::N,ľud,ľud
349,Volk::N,ľud,národ
350,Volk::N,národ,ľud
351,Volk::N,národ,národ
352,Arbeit::N,práca,práca
353,Arbeit::N,práca,robota
354,Arbeit::N,robota,práca
355,Arbeit::N,robota,robota
356,Gast::N,hosť,hosť
357,Geschenk::N,dar,dar
358,Spiel::N,hra,hra
359,Gesellschaft::N,spoločnosť,spoločnosť
360,Hilfe::N,pomoc,pomoc
361,Freund::N,priateľ,priateľ
362,Kamerad::N,kamarát,kamarát
363,Angelegenheit::N,vec,vec
364,Angelegenheit::N,vec,záležitosť
365,Angelegenheit::N,záležitosť,vec
366,Angelegenheit::N,záležitosť,záležitosť
367,Anzahl::N,počet,počet
368,Anzahl::N,počet,množstvo
369,Anzahl::N,množstvo,počet
370,Anzahl::N,množstvo,množstvo
371,Art::N,druh,druh
372,Stück::N,kus,kus
373,Stück::N,kus,kúsok
374,Stück::N,kúsok,kus
375,Stück::N,kúsok,kúsok
376,Teil::N,časť,časť
377,Hälfte::N,polka,polka
378,Hälfte::N,polka,polovica
379,Hälfte::N,polovica,polka
380,Hälfte::N,polovica,polovica
381,Kreis::N,kruh,kruh
382,Kreuz::N,kríž,kríž
383,Linie::N,línia,línia
384,Strich::N,čiara,čiara
385,Abstand::N,vzdialenosť,vzdialenosť
386,Entfernung::N,vzdialenosť,vzdialenosť
387,Gegend::N,kraj,kraj
388,Gegend::N,kraj,krajina
389,Gegend::N,krajina,kraj
390,Gegend::N,krajina,krajina
391,Platz::N,miesto,miesto
392,Ort::N,miesto,miesto
393,Seite::N,bok,bok
394,Seite::N,bok,strana
395,Seite::N,strana,bok
396,Seite::N,strana,strana
397,Mitte::N,stred,stred
398,Gegenstand::N,predmet,predmet
399,Sache::N,vec,vec
400,Rand::N,kraj,kraj
401,Rand::N,kraj,okraj
402,Rand::N,okraj,kraj
403,Rand::N,okraj,okraj
404,Kante::N,hrana,hrana
405,Ecke::N,roh,roh
406,Spitze::N,hrot,hrot
407,Spitze::N,hrot,špička
408,Spitze::N,špička,hrot
409,Spitze::N,špička,špička
410,Ende::N,koniec,koniec
411,Loch::N,diera,diera
412,Winkel::N,kút,kút
413,Muster::N,vzor,vzor
414,Muster::N,vzor,vzorka
415,Muster::N,vzorka,vzor
416,Muster::N,vzorka,vzorka
417,Größe::N,veľkosť,veľkosť
418,Länge::N,dĺžka,dĺžka
419,Höhe::N,výška,výška
420,Gewicht::N,váha,váha
421,Menge::N,množstvo,množstvo
422,Haufen::N,hŕba,hŕba
423,Reihe::N,rad,rad
424,Boot::N,čln,čln
425,Ruder::N,veslo,veslo
426,Schlitten::N,sane,sane
427,Ski::N,lyža,lyža
428,Lagerfeuer::N,táborák,táborák
429,Last::N,ťarcha,ťarcha
430,Last::N,ťarcha,bremeno
431,Last::N,bremeno,ťarcha
432,Last::N,bremeno,bremeno
433,Gang::N,chôdza,chôdza
434,Schritt::N,krok,krok
435,Norden::N,sever,sever
436,Süden::N,juh,juh
437,Westen::N,západ,západ
438,Osten::N,východ,východ
439,Holz::N,drevo,drevo
440,Brett::N,doska,doska
441,Platte::N,doska,doska
442,Platte::N,doska,platňa
443,Platte::N,platňa,doska
444,Platte::N,platňa,platňa
445,Stütze::N,opora,opora
446,Stange::N,tyč,tyč
447,Stock::N,palica,palica
448,Stab::N,palica,palica
449,Rohr::N,rúra,rúra
450,Haus::N,dom,dom
451,Heim::N,domov,domov
452,Ofen::N,pec,pec
453,Ofen::N,pec,kachle
454,Ofen::N,kachle,pec
455,Ofen::N,kachle,kachle
456,Fußboden::N,dlážka,dlážka
457,Fußboden::N,dlážka,podlaha
458,Fußboden::N,podlaha,dlážka
459,Fußboden::N,podlaha,podlaha
460,Tisch::N,stôl,stôl
461,Stuhl::N,stolička,stolička
462,Wiege::N,kolíska,kolíska
463,Bett::N,lôžko,lôžko
464,Bett::N,lôžko,posteľ
465,Bett::N,posteľ,lôžko
466,Bett::N,posteľ,posteľ
467,Regal::N,regál,regál
468,Regal::N,regál,polica
469,Regal::N,polica,regál
470,Regal::N,polica,polica
471,Kiste::N,debna,debna
472,Fenster::N,okno,okno
473,Fenster::N,okno,oblok
474,Fenster::N,oblok,okno
475,Fenster::N,oblok,oblok
476,Tür::N,dvere,dvere
477,Tor::N,vráta,vráta
478,Zaun::N,plot,plot
479,Zaun::N,plot,ohrada
480,Zaun::N,ohrada,plot
481,Zaun::N,ohrada,ohrada
482,Dach::N,krov,krov
483,Dach::N,krov,strecha
484,Dach::N,strecha,krov
485,Dach::N,strecha,strecha
486,Leiter::N,rebrík,rebrík
487,Leiter::N,rebrík,rebrina
488,Leiter::N,rebrina,rebrík
489,Leiter::N,rebrina,rebrina
490,Besen::N,metla,metla
491,Spaten::N,rýľ,rýľ
492,Schaufel::N,lopata,lopata
493,Gabel::N,vidlička,vidlička
494,Löffel::N,lyžica,lyžica
495,Messer::N,nôž,nôž
496,Nagel::N,klinec,klinec
497,Netz::N,sieť,sieť
498,Haken::N,hák,hák
499,Haken::N,hák,háčik
500,Haken::N,háčik,hák
501,Haken::N,háčik,háčik
502,Griff::N,rukoväť,rukoväť
503,Schloss::N,zámka,zámka
504,Bild::N,obraz,obraz
505,Figur::N,figúra,figúra
506,Puppe::N,bábka,bábka
507,Puppe::N,bábka,bábika
508,Puppe::N,bábika,bábka
509,Puppe::N,bábika,bábika
510,Beutel::N,vrece,vrece
511,Beutel::N,vrece,vrecko
512,Beutel::N,vrecko,vrece
513,Beutel::N,vrecko,vrecko
514,Bündel::N,uzlík,uzlík
515,Bündel::N,uzlík,zväzok
516,Bündel::N,zväzok,uzlík
517,Bündel::N,zväzok,zväzok
518,Tasche::N,taška,taška
519,Tasche::N,taška,kabelka
520,Tasche::N,kabelka,taška
521,Tasche::N,kabelka,kabelka
522,Eimer::N,vedro,vedro
523,Deckel::N,vrchnák,vrchnák
524,Deckel::N,vrchnák,pokrývka
525,Deckel::N,pokrývka,vrchnák
526,Deckel::N,pokrývka,pokrývka
527,Geschirr::N,nádoba,nádoba
528,Sack::N,mech,mech
529,Sack::N,mech,vrece
530,Sack::N,vrece,mech
531,Sack::N,vrece,vrece
532,Tasse::N,šálka,šálka
533,Topf::N,hrniec,hrniec
534,Kessel::N,kotol,kotol
535,Essen::N,jedlo,jedlo
536,Nahrung::N,strava,strava
537,Nahrung::N,strava,potrava
538,Nahrung::N,potrava,strava
539,Nahrung::N,potrava,potrava
540,Speise::N,jedlo,jedlo
541,Fleisch::N,mäso,mäso
542,Getreide::N,obilie,obilie
543,Brei::N,kaša,kaša
544,Brot::N,chlieb,chlieb
545,Scheibe::N,kotúč,kotúč
546,Scheibe::N,kotúč,krajec
547,Scheibe::N,krajec,kotúč
548,Scheibe::N,krajec,krajec
549,Fett::N,tuk,tuk
550,Fett::N,tuk,masť
551,Fett::N,masť,tuk
552,Fett::N,masť,masť
553,Butter::N,maslo,maslo
554,Öl::N,olej,olej
555,Salz::N,soľ,soľ
556,Suppe::N,polievka,polievka
557,Honig::N,med,med
558,Milch::N,mlieko,mlieko
559,Tee::N,čaj,čaj
560,Leder::N,koža,koža
561,Wolle::N,vlna,vlna
562,Stoff::N,súkno,súkno
563,Nadel::N,ihla,ihla
564,Faden::N,niť,niť
565,Faden::N,niť,vlákno
566,Faden::N,vlákno,niť
567,Faden::N,vlákno,vlákno
568,Knopf::N,gombík,gombík
569,Knoten::N,uzol,uzol
570,Farbe::N,farba,farba
571,Kleidung::N,šaty,šaty
572,Kleidung::N,šaty,šatstvo
573,Kleidung::N,šatstvo,šaty
574,Kleidung::N,šatstvo,šatstvo
575,Hemd::N,košeľa,košeľa
576,Kragen::N,golier,golier
577,Ärmel::N,rukáv,rukáv
578,Hose::N,nohavice,nohavice
579,Gürtel::N,pás,pás
580,Gürtel::N,pás,opasok
581,Gürtel::N,opasok,pás
582,Gürtel::N,opasok,opasok
583,Mütze::N,čiapka,čiapka
584,Schuh::N,obuv,obuv
585,Schuh::N,obuv,topánka
586,Schuh::N,topánka,obuv
587,Schuh::N,topánka,topánka
588,Stiefel::N,čižma,čižma
589,Ring::N,prsteň,prsteň
590,Band::N,stuha,stuha
591,Kamm::N,hrebeň,hrebeň
592,Spiegel::N,zrkadlo,zrkadlo
593,Riemen::N,remeň,remeň
594,Schnur::N,šnúra,šnúra
595,Leine::N,vodidlo,vodidlo
596,Decke::N,deka,deka
597,Decke::N,deka,prikrývka
598,Decke::N,prikrývka,deka
599,Decke::N,prikrývka,prikrývka
600,Kissen::N,poduška,poduška
601,Tuch::N,šatka,šatka
602,Handtuch::N,uterák,uterák
603,Kraft::N,moc,moc
604,Stärke::N,sila,sila
605,Gesundheit::N,zdravie,zdravie
606,Krankheit::N,nemoc,nemoc
607,Krankheit::N,nemoc,choroba
608,Krankheit::N,choroba,nemoc
609,Krankheit::N,choroba,choroba
610,Schmerz::N,bolesť,bolesť
611,Wunde::N,rana,rana
612,Fieber::N,horúčka,horúčka
613,Arznei::N,liek,liek
614,Brücke::N,most,most
615,Brunnen::N,studňa,studňa
616,Weide::N,pastva,pastva
617,Pfad::N,chodník,chodník
618,Weg::N,cesta,cesta
619,Straße::N,hradská,hradská
620,Dorf::N,dedina,dedina
621,Stadt::N,mesto,mesto
622,Brief::N,list,list
623,Buch::N,kniha,kniha
624,Buchstabe::N,litera,litera
625,Buchstabe::N,litera,písmeno
626,Buchstabe::N,písmeno,litera
627,Buchstabe::N,písmeno,písmeno
628,Zeitung::N,noviny,noviny
629,Leben::N,život,život
630,Tod::N,smrť,smrť
631,Grab::N,hrob,hrob
632,Kirche::N,kostol,kostol
633,Sünde::N,hriech,hriech
634,Gott::N,boh,boh
635,Arbeiter::N,robotník,robotník
636,Arbeiter::N,robotník,pracnovík
637,Arbeiter::N,pracnovík,robotník
638,Arbeiter::N,pracnovík,pracnovík
639,Chef::N,šéf,šéf
640,Chef::N,šéf,riaditeľ
641,Chef::N,riaditeľ,šéf
642,Chef::N,riaditeľ,riaditeľ
643,Meister::N,majster,majster
644,Arzt::N,lekár,lekár
645,Lehrer::N,učiteľ,učiteľ
646,Geld::N,peniaze,peniaze
647,Geschäft::N,obchod,obchod
648,Laden::N,obchod,obchod
649,Preis::N,cena,cena
650,Ware::N,tovar,tovar
651,Nutzen::N,osoh,osoh
652,Nutzen::N,osoh,úžitok
653,Nutzen::N,úžitok,osoh
654,Nutzen::N,úžitok,úžitok
655,Reichtum::N,bohatstvo,bohatstvo
656,Welt::N,svet,svet
657,Land::N,územie,územie
658,Land::N,územie,krajina
659,Land::N,krajina,územie
660,Land::N,krajina,krajina
661,Staat::N,štát,štát
662,König::N,kráľ,kráľ
663,Macht::N,moc,moc
664,Macht::N,moc,mocnosť
665,Macht::N,mocnosť,moc
666,Macht::N,mocnosť,mocnosť
667,Grenze::N,hranica,hranica
668,Krieg::N,vojna,vojna
669,Feind::N,nepriateľ,nepriateľ
670,Gewalt::N,násilie,násilie
671,Kampf::N,boj,boj
672,Bogen[Waffe]::N,luk,luk
673,Pfeil::N,šíp,šíp
674,Pfeil::N,šíp,strela
675,Pfeil::N,strela,šíp
676,Pfeil::N,strela,strela
677,Gewehr::N,puška,puška
678,Fehler::N,omyl,omyl
679,Fehler::N,omyl,chyba
680,Fehler::N,chyba,omyl
681,Fehler::N,chyba,chyba
682,Lüge::N,lož,lož
683,Schaden::N,ujma,ujma
684,Schaden::N,ujma,škoda
685,Schaden::N,škoda,ujma
686,Schaden::N,škoda,škoda
687,Unglück::N,nešťastie,nešťastie
688,Schuld::N,vina,vina
689,Schuld::N,vina,previnenie
690,Schuld::N,previnenie,vina
691,Schuld::N,previnenie,previnenie
692,Alter::N,vek,vek
693,Schluss::N,záver,záver
694,Schluss::N,záver,koniec
695,Schluss::N,koniec,záver
696,Schluss::N,koniec,koniec
697,Zeit::N,čas,čas
698,Tag::N,deň,deň
699,Morgen::N,ráno,ráno
700,Mittag::N,poludnie,poludnie
701,Abend::N,večer,večer
702,Nacht::N,noc,noc
703,Woche::N,týždeň,týždeň
704,Monat::N,mesiac,mesiac
705,Jahr::N,rok,rok
706,Frühling::N,jar,jar
707,Sommer::N,leto,leto
708,Herbst::N,jeseň,jeseň
709,Winter::N,zima,zima
710,Januar::N,január,január
711,Februar::N,február,február
712,März::N,marec,marec
713,April::N,apríl,apríl
714,Mai::N,máj,máj
715,Juni::N,jún,jún
716,Juli::N,júl,júl
717,August::N,august,august
718,September::N,september,september
719,Oktober::N,október,október
720,November::N,november,november
721,Dezember::N,december,december
722,Montag::N,pondelok,pondelok
723,Dienstag::N,utorok,utorok
724,Mittwoch::N,streda,streda
725,Donnerstag::N,štvrtok,štvrtok
726,Freitag::N,piatok,piatok
727,Samstag::N,sobota,sobota
728,Sonntag::N,nedeľa,nedeľa
729,groß::A,veľký,veľký
730,klein::A,malý,malý
731,lang::A,dlhý,dlhý
732,kurz::A,krátky,krátky
733,breit::A,široký,široký
734,schmal::A,úzky,úzky
735,dicht::A,hustý,hustý
736,dick[Gegenstand]::A,tlstý,tlstý
737,dünn::A,tenký,tenký
738,fein::A,jemný,jemný
739,fest::A,pevný,pevný
740,flach::A,rovný,rovný
741,flach::A,rovný,plochý
742,flach::A,plochý,rovný
743,flach::A,plochý,plochý
744,glatt::A,hladký,hladký
745,hart::A,tvrdý,tvrdý
746,weich::A,mäkký,mäkký
747,rund::A,guľatý,guľatý
748,rund::A,guľatý,okrúhly
749,rund::A,okrúhly,guľatý
750,rund::A,okrúhly,okrúhly
751,spitz::A,končitý,končitý
752,scharf::A,ostrý,ostrý
753,stumpf::A,tupý,tupý
754,schwer::A,ťažký,ťažký
755,schön::A,pekný,pekný
756,schön::A,pekný,krásny
757,schön::A,krásny,pekný
758,schön::A,krásny,krásny
759,heiß::A,horúci,horúci
760,warm::A,teplý,teplý
761,kalt::A,studený,studený
762,kühl::A,chladný,chladný
763,frisch::A,svieži,svieži
764,feucht::A,vlhký,vlhký
765,feucht::A,vlhký,zvlhnutý
766,feucht::A,zvlhnutý,vlhký
767,feucht::A,zvlhnutý,zvlhnutý
768,nass::A,mokrý,mokrý
769,trocken::A,suchý,suchý
770,voll::A,plný,plný
771,leer::A,prázdny,prázdny
772,offen::A,otvorený,otvorený
773,geschlossen::A,zavretý,zavretý
774,sauber::A,čistý,čistý
775,schmutzig::A,špinavý,špinavý
776,roh::A,surový,surový
777,reif::A,zrelý,zrelý
778,lecker::A,chutný,chutný
779,süß::A,sladký,sladký
780,bitter::A,horký,horký
781,sauer::A,kyslý,kyslý
782,hell::A,jasný,jasný
783,hell::A,jasný,svetlý
784,hell::A,svetlý,jasný
785,hell::A,svetlý,svetlý
786,dunkel::A,temný,temný
787,schwarz::A,čierny,čierny
788,weiß::A,biely,biely
789,rot::A,červený,červený
790,gelb::A,žltý,žltý
791,blau::A,modrý,modrý
792,blau::A,modrý,belasý
793,blau::A,belasý,modrý
794,blau::A,belasý,belasý
795,grün::A,zelený,zelený
796,grau::A,šedý,šedý
797,bunt::A,pestrý,pestrý
798,billig::A,lacný,lacný
799,teuer::A,drahý,drahý
800,wertvoll::A,cenný,cenný
801,blind::A,slepý,slepý
802,taub::A,hluchý,hluchý
803,kräftig::A,silný,silný
804,stark::A,silný,silný
805,schwach::A,slabý,slabý
806,schwach::A,slabý,bezvládny
807,schwach::A,bezvládny,slabý
808,schwach::A,bezvládny,bezvládny
809,fett::A,tučný,tučný
810,schlank::A,štíhly,štíhly
811,hübsch::A,šumný,šumný
812,hübsch::A,šumný,švárny
813,hübsch::A,švárny,šumný
814,hübsch::A,švárny,švárny
815,böse::A,zlý,zlý
816,dumm::A,hlúpy,hlúpy
817,faul::A,lenivý,lenivý
818,fleißig::A,snaživý,snaživý
819,fleißig::A,snaživý,usilovný
820,fleißig::A,usilovný,snaživý
821,fleißig::A,usilovný,usilovný
822,geizig::A,skupý,skupý
823,geizig::A,skupý,lakomý
824,geizig::A,lakomý,skupý
