,Concept_ID,br,cy
795,zehn::NUM,dek,deg
796,elf::NUM,unnek,un ar ddeg
797,zwölf::NUM,daouzek,deuddeg
798,zwölf::NUM,daouzek,un deg dau
799,zwanzig::NUM,ugent,ugain
800,dreißig::NUM,tregont,tri deg
801,dreißig::NUM,tregont,deg ar hugain
802,vierzig::NUM,daou-ugent,deugain
803,fünfzig::NUM,hanter-kant,hanner cant
804,sechzig::NUM,tri-ugent,chwe deg
805,siebzig::NUM,dek ha tri-ugent,saith deg
806,siebzig::NUM,dek ha tri-ugent,deg a thrigain
807,achtzig::NUM,pevar-ugent,wyth deg
808,achtzig::NUM,pevar-ugent,pedar ugain
809,neunzig::NUM,dek ha pevar-ugent,naw deg
810,neunzig::NUM,dek ha pevar-ugent,deg a phedwar ugain
811,hundert::NUM,kant,cant
812,tausend::NUM,mil,mil
813,und::CNJ,ha,a
814,oder::CNJ,pe,neu
815,stehen::V,bezañ a-sav,sefyll
816,sitzen::V,azezañ,eistedd
817,sitzen::V,bezañ en e goazez,eistedd
818,liegen::V,bezañ en e c'hourvez,gorwedd
819,hängen::V,krougañ,hongian
820,werden::V,dazonet,dod yn
821,werden::V,dazonet,mynd yn
822,passieren::V,c'hoarvezout,digwydd
823,beginnen::V,stagañ,cychwyn
824,enden::V,achuiñ,gorffen
825,wechseln::V,cheñch,newid
826,aufgehen[Sonne]::V,dirouzañ,codi
827,scheinen[Sonne]::V,lugernañ,tywynnu
828,donnern::V,taranal,taranu
829,wehen::V,c'hwezhañ,chwythu
830,strömen::V,deredek,ffrydio
831,fließen::V,redek,llifo
832,sich drehen::V,troiñ,troi
833,sich drehen::V,troiñ,cylchdroi
834,schwanken::V,trantellat,siglo
835,schwingen::V,froumal,siglo
836,fallen::V,kouezhañ,cwympo
837,brennen::V,deviñ,llosgi
838,rauchen::V,divogedañ,mygu
839,regnen::V,glavañ,glawio
840,gefrieren::V,reviñ,rhewi
841,tauen::V,diskornañ,toddi
842,tauen::V,diskornañ,meirioli
843,schmelzen::V,teuziñ,toddi
844,trocknen::V,sec'hañ,sychu
845,sieden::V,berviñ,berwi
846,faulen::V,breinañ,pydru
847,faulen::V,breinañ,braenu
848,verfaulen::V,breinañ,pydru
849,verfaulen::V,breinañ,dadfeilio
850,reißen::V,darnaouiñ,clecian
851,reißen::V,darnaouiñ,torri'n glats
852,versinken::V,sodellañ,suddo
853,vergehen::V,tremen,myned heibio
854,vergehen::V,tremen,pasio
855,erscheinen::V,donet war-wel,ymddangos
856,verschwinden::V,monet diwar wel,diflannu
857,sinken::V,en em izelat,syrthio
858,abnehmen::V,nebeutaat,lleihau
859,zunehmen::V,kreskiñ,cynyddu
860,steigen::V,sevel,codi
861,wachsen::V,kreskiñ,tyfu
862,glänzen::V,lugernañ,disgleirio
863,funkeln::V,elieniñ,pefrio
864,lärmen::V,rabotat,cadw sŵn
865,lärmen::V,rabotat,gwneud twrw
866,klirren::V,diridignat,tincian
867,klirren::V,sterlinkañ,tincian
868,brausen::V,gwegal,rhuo
869,rauschen::V,trouzal,siffrwd
870,rauschen::V,trouzal,chwithrwd
871,klingen::V,seniñ,seinio
872,bellen::V,harzhal,cyfarth
873,heulen::V,yudal,udo
874,heulen::V,yudal,oernadu
875,blasen::V,c'hwezhañ,chwythu
876,pfeifen::V,c'hwitellat,chwibanu
877,schreien::V,huchal,gweiddi
878,schreien::V,huchal,bloeddio
879,stöhnen::V,hirvoudiñ,griddfan
880,zittern::V,krenañ,crynu
881,leben::V,bevañ,byw
882,geboren werden::V,genel,cael eich geni
883,atmen::V,tennañ e anal,anadlu
884,trinken::V,evañ,yfed
885,essen::V,debriñ,bwyta
886,schlucken::V,lonkañ,llyncu
887,müde werden::V,skuizhañ,blino
888,einschlafen::V,menel kousket,mynd i gysgu
889,einschlafen::V,menel kousket,syrthio i gysgu
890,schlafen::V,kousket,huno
891,schlafen::V,kousket,cysgu
892,aufwachen::V,dihuniñ,dihuno
893,aufstehen::V,sevel,codi
894,sich erholen::V,diskuizhañ,ymlacio
895,sich erholen::V,diskuizhañ,dadflino
896,krank werden::V,klañviñ,mynd yn sâl
897,krank werden::V,klañviñ,mynd yn wael
898,krank sein::V,bezañ klañv,gwaelu
899,schmerzen::V,skourjezañ,brifo
900,husten::V,pasaat,pesychu
901,husten::V,peudal,pesychu
902,genesen::V,pareañ,gwella
903,genesen::V,pareañ,cael yn ôl
904,sterben::V,mervel,marw
905,umkommen::V,perisañ,trengi
906,sich bewegen::V,bouljal,symud
907,sich rühren::V,fiñval,syflyd
908,sich erheben::V,sevel,codi
909,sich setzen::V,azezañ,eistedd
910,sich setzen::V,mont en e goazez,eistedd
911,hinfallen::V,kouezhañ,cwympo
912,laufen::V,redek,cerdded
913,schreiten::V,kerzhet,camu
914,spazierengehen::V,pourmen,mynd am dro
915,eilen::V,hastañ,rhuthro
916,sich beeilen::V,hastañ,brysio
917,sausen::V,karzhañ,rhuthro
918,rennen::V,redek,rhedeg
919,springen::V,lammat,llamu
920,springen::V,lammat,neidio
921,klettern::V,krimpat,dringo
922,schaukeln::V,brañsellat,siglo
923,kriechen::V,skrampañ,cropian
924,schwimmen::V,neuial,nofio
925,tauchen::V,splujañ,plymio
926,tauchen::V,splujañ,ymsuddo
927,rudern::V,roeñvat,rhwyfo
928,fahren::V,kas,gyrru
929,fahren::V,kas,dreifio
930,fahren::V,bleniañ,gyrru
931,fahren::V,bleniañ,dreifio
932,fliegen::V,nijal,hedfan
933,gehen::V,mont,mynd
934,weggehen::V,mont kuit,mynd
935,weggehen::V,mont kuit,ymadael
936,abfahren::V,mont kuit,ymadael
937,anhalten::V,chom a-sav,stopio
938,hineingehen::V,monet e-barzh,mynd i mewn
939,eintreten::V,monet e-barzh,mynd i
940,kommen::V,dont,dod
941,ankommen::V,erruout,cyrraedd
942,zurückkommen::V,addonet,dychwelyd
943,bleiben::V,chom,aros
944,bleiben::V,chom,sefyll
945,warten::V,gortoz,aros
946,warten::V,gortoz,disgwyl
947,erwarten::V,gortoz,disgwyl
948,suchen::V,klask,chwilio am
949,finden::V,kavout,darganfod
950,versuchen::V,klask,profi
951,versuchen::V,klask,ceisio
952,vorbereiten::V,aozañ,paratoi
953,lieben::V,karout,caru
954,mögen::V,karout,hoffi
955,lachen::V,c'hoarzin,chwerthin
956,rühren::V,tenerañ,cynhyrfu
957,weinen::V,gouelañ,wylo
958,weinen::V,gouelañ,llefain
959,schimpfen::V,krozal,grwgnach
960,sich ärgern::V,fachañ,gofidio
961,sich ärgern::V,en em fachañ,gofidio
962,fliehen::V,tec'het,ffoi
963,flüchten::V,tuzañ,dianc
964,sehen::V,gwelet,gweld
965,anschauen::V,sellout ouzh,syllu
966,anschauen::V,sellout ouzh,edrych
967,ansehen::V,sellout ouzh,gwylio
968,hören::V,klevet,clywed
969,zuhören::V,selaou,gwrando
970,probieren::V,blasa,profi
971,riechen::V,klevet,arogli
972,fühlen::V,santout,teimlo
973,fühlen::V,santout,clywed
974,scheinen::V,diskouez bezañ,ymddangos
975,zu sehen sein::V,bezañ gwelus,dod i'r golwg
976,vernehmen::V,merzhañ,clywed sôn am
977,frieren::V,anoued,bod yn oer
978,tun::V,ober,gwneud
979,können::V,gouzout,gallu
980,wollen::V,fellout da,bod mewn angen
981,wollen::V,kaout c'hoant da,bod mewn angen
982,anfangen::V,kregiñ,dechrau
983,beenden::V,achuiñ,darfod
984,beenden::V,achuiñ,gorffen
985,aufhören::V,paouez,peidio
986,öffnen::V,digeriñ,agor
987,schließen::V,serriñ,cau
988,stellen::V,lakaat,gosod
989,setzen::V,lakaat,gosod
990,legen::V,lakaat,gosod
991,berühren::V,touch,cyffwrdd
992,verbinden::V,eren,cysylltu
993,bedecken::V,goloiñ,gorchuddio
994,aufhängen::V,istribilhañ,crogi
995,aufhängen::V,istribilhañ,hongian
996,anzünden::V,alumiñ,cynnau
997,anzünden::V,c'hwezzañ,cynnau
998,aufheben::V,dastum,codi
999,zurücklassen::V,lezel,gadael
1000,verlieren::V,koll,colli
1001,fallen lassen::V,laoskel,gollwng
1002,fallen lassen::V,lezel da gouezhel,gollwng
1003,machen::V,ober,gwneud
1004,herstellen::V,fardañ,cynhyrchu
1005,bauen::V,sevel,adeiladu
1006,reparieren::V,adaozañ,trwsio
1007,reparieren::V,adaozañ,atgyweirio
1008,verbessern::V,gwellaat,diwygio
1009,ändern::V,cheñch,altro
1010,graben::V,kleuzañ,palu
1011,graben::V,kleuzañ,cloddio
1012,beugen::V,plegañ,plygu
1013,biegen::V,krommañ,plygu
1014,drehen::V,treiñ,troelli
1015,wenden::V,treiñ,troi
1016,umdrehen::V,treiñ,troi
1017,heben::V,sevel,codi
1018,hochheben::V,sevel,dyrchafu
1019,ergreifen::V,kemer,gafael
1020,halten::V,dalc'hen,dal
1021,drücken::V,bountañ,pwyso
1022,drücken::V,bountañ,gwasgu
1023,schieben::V,poulzañ,gwthio
1024,kratzen::V,skrabat,crafu
1025,lecken::V,lipat,llyfu
1026,beißen::V,kregiñ,cnoi
1027,beißen::V,kregiñ,brathu
1028,abreißen::V,diframmañ,tynnu ymaith
1029,abschneiden::V,troc'hañ,torri
1030,binden::V,stagañ,clymu
1031,stecken::V,sankañ,plannu
1032,brechen::V,darnaouiñ,torri
1033,klopfen::V,skoiñ,taro
1034,hauen::V,dornañ,taro
1035,kleben::V,pegañ,gludio
1036,reiben::V,taravat,rhwbio
1037,reiben::V,trekiñ,rhwbio
1038,streichen::V,toazañ,taenu
1039,schleifen::V,lemmañ,hogi
1040,schneiden::V,troc'hañ,torri
1041,rütteln::V,tordorosañ,ysgytio
1042,schütteln::V,hejañ,siglo
1043,schütteln::V,hejañ,ysgwyd
1044,schütten::V,diskargañ,tywallt
1045,füllen::V,kargañ,llenwi
1046,einwickeln::V,gronnañ,lapio
1047,tragen::V,dougen,cludo
1048,schleppen::V,stlejal,llusgo
1049,ziehen::V,sachañ,tynnu
1050,aufbewahren::V,miret,cadw
1051,werfen::V,teuler,taflu
1052,fangen::V,tapañ,dal
1053,packen::V,krapat,cipio
1054,packen::V,krapat,crafangu
1055,verstecken::V,kuzhat,celu
1056,verstecken::V,kuzhat,cuddio
1057,teilen::V,rannañ,rhannu
1058,schicken::V,kas,anfon
1059,bringen::V,degas,dod â
1060,hinzufügen::V,lakat ouzhpenn,chwanegu
1061,bekommen::V,kaout,cael
1062,erhalten::V,kaout,derbyn
1063,nehmen::V,kemer,cymryd
1064,wählen::V,choaz,dewis
1065,auswählen::V,dibab,dethol
1066,bewahren::V,mirout,cadw
1067,behindern::V,diaezañ,atal
1068,behindern::V,diaezañ,rhwystro
1069,verderben::V,lovrañ,difetha
1070,beschädigen::V,gwallegañ,niweidio
1071,zerbrechen::V,torriñ,torri
1072,zerreißen::V,diroegiñ,rhwygo
1073,zerstören::V,distrujañ,dinistrio
1074,verbrennen::V,deviñ,llosgi
1075,geben::V,reiñ,rhoi
1076,schenken::V,donezonañ,rhoddi
1077,versprechen::V,prometiñ,addo
1078,wünschen::V,hetiñ,dymuno
1079,loben::V,feurmiñ,canmol
1080,küssen::V,pokat,cusanu
1081,wiegen::V,pouezañ,siglo
1082,zudecken::V,goloiñ,gorchuddio
1083,wecken::V,dihuniñ,deffro
1084,zeigen::V,diskouez,dangos
1085,führen::V,kas,arwain
1086,lehren::V,deskiñ,dysgu
1087,unterrichten::V,kelenn,hyfforddi
1088,leiten::V,bleinañ,arwain
1089,antreiben::V,poulzañ,annog
1090,lassen::V,leuskel,gadael
1091,einladen::V,pediñ,gwahodd
1092,vereinigen::V,unisañ,uno
1093,vereinigen::V,unisañ,cyfuno
1094,besuchen::V,gweladenniñ,ymweld â
1095,treffen::V,kejal,cwrdd
1096,treffen::V,kejal,cyfarfod
1097,treffen::V,ankontrañ,cwrdd
1098,treffen::V,ankontrañ,cyfarfod
1099,sich versammeln::V,bodennañ,casglu
1100,sich versammeln::V,bodennañ,cynnull
1101,spielen::V,c'hoari,chwarae
1102,singen::V,kanañ,canu
1103,tanzen::V,dañsal,dawnsio
1104,sich trennen::V,dispartiañ,ymwahanu
1105,verlassen::V,lezel,gadael
1106,retten::V,saveteiñ,achub
1107,bewachen::V,mesa,gwarchod
1108,schützen::V,diwall,noddi
1109,verteidigen::V,difenn,amddiffyn
1110,sich schlagen::V,lopañ,ffraeo
1111,sich schlagen::V,lopañ,terfysgu
1112,siegen::V,trec'hiñ,ennill
1113,ärgern::V,hegasiñ,cythruddo
1114,schlagen::V,skeiñ,curo
1115,treten::V,botaouiñ,cicio
1116,stechen::V,pikat,pigo
1117,stoßen::V,stokañ,gwthio
1118,stehlen::V,laerezh,dwyn
1119,stehlen::V,laerezh,lladrata
1120,stören::V,direnkañ,aflonyddu
1121,belästigen::V,dregasiñ,trafferthu
1122,verbergen::V,skoachañ,cuddio
1123,täuschen::V,tromplañ,twyllo
1124,betrügen::V,lorbañ,hocedu
1125,töten::V,lazhañ,lladd
1126,wohnen::V,bezañ o chom,byw
1127,arbeiten::V,labourat,gweithio
1128,sammeln::V,dastum,casglu
1129,pflücken::V,kuntuilhañ,casglu
1130,jagen::V,chaseal,hela
1131,fischen::V,pesketa,pysgota
1132,fassen::V,pakañ,dal
1133,hüten::V,geota,bugeilio
1134,anbinden::V,stagañ,clymu
1135,füttern::V,boueta,porthi
1136,melken::V,goro,godro
1137,hacken::V,difrakal,torri
1138,gießen::V,dourañ,dyfrhau
1139,reifen::V,azviñ,aeddfedu
1140,zubereiten::V,keginañ,coginio
1141,kochen::V,poazhañ,berwi
1142,backen::V,fritañ,pobi
1143,backen::V,fritañ,crasu
1144,braten::V,rostañ,ffrio
1145,stricken::V,stammañ,gwau
1146,nähen::V,gwriat,gwnïo
1147,färben::V,livañ,lliwio
1148,reinigen::V,naetañ,glanhau
1149,waschen::V,gwalc'hiñ,golchi
1150,abwischen::V,torchañ,sychu
1151,spülen::V,disgwalc'hiñ,streulio
1152,fegen::V,skubañ,ysgubo
1153,kehren::V,skubañ,ysgubo
1154,baden::V,kouronkañ,cael bath
1155,sich waschen::V,en em walc'hiñ,ymolchi
1156,sich anziehen::V,gwiskañ,ymwisgo
1157,kämmen::V,kribat,cribo
1158,schmücken::V,kinklañ,harddu
1159,schmücken::V,kinklañ,addurno
1160,sagen::V,larêt,dweud
1161,sagen::V,lavaret,dweud
1162,sprechen::V,komz,llefaru
1163,reden::V,kaozeal,siarad
1164,sich unterhalten::V,balbotal,sgwrsio
1165,fragen::V,goulenn,gofyn
1166,bitten::V,goulenn,gofyn am
1167,erzählen::V,kontañ,dweud
1168,mitteilen::V,kemenn,cyfleu
1169,nennen::V,anviñ,enwi
1170,rufen::V,gelver,galw
1171,prahlen::V,fougeal,brolio
1172,prahlen::V,fougeal,ymffrostio
1173,übersetzen::V,treiñ,cyfieithu
1174,denken::V,soñjal,meddwl
1175,glauben::V,krediñ,credu
1176,glauben::V,krediñ,coelio
1177,bemerken::V,apresevañ,sylwi
1178,erkennen::V,anavout,adnabod
1179,begreifen::V,meizañ,amgyffred
1180,verstehen::V,kompren,deall
1181,lernen::V,deskiñ,dysgu
1182,wissen::V,gouzout,gwybod
1183,sich erinnern an::V,kaout soñj e,cofio
1184,vergessen::V,ankouaat,anghofio
1185,messen::V,muzuliañ,mesur
1186,zählen::V,kontañ,cyfrif
1187,rechnen::V,jedañ,cyfrifo
1188,lesen::V,lenn,darllen
1189,malen::V,livañ,peintio
1190,zeichnen::V,tresañ,tynnu
1191,schreiben::V,skrivañ,ysgrifennu
1192,besitzen::V,kaout,meddu
1193,kaufen::V,prenañ,prynu
1194,verkaufen::V,gwerzhañ,gwerthu
1195,bezahlen::V,paeañ,talu am
1196,zahlen::V,paeañ,talu
1197,beherrschen::V,mestroniañ,rheoli
1198,beherrschen::V,mestroniañ,llywodraethu
1199,ertragen::V,anduriñ,dioddef
1200,Grube::N,,pwll
1201,Grube::N,,pydew
1202,Spur::N,,ôl
1203,Lehm::N,,clai
1204,Laut::N,,sain
1205,Winkel::N,,congl
1206,Lagerfeuer::N,,coelcerth
1207,vergebens::ADV,,yn ofer
1208,untergehen[Sonne]::V,,machlud
1209,läuten::V,,canu
1210,klingeln::V,,canu
1211,klingeln::V,,seinio
1212,sich fürchten::V,,ofni
1213,fürchten::V,,arswydo
1214,gelingen::V,,llwyddo
1215,geraten::V,,diweddu
1216,schwenken::V,,siglo
1217,reichen::V,,estyn
1218,aufziehen::V,,dod i fyny
1219,schießen::V,,saethu
1220,treiben::V,,gyrru
1221,umrühren::V,,cyffroi
1222,ausziehen::V,,tynnu
1223,anziehen::V,,gwisgo
