,Concept_ID,he,is
806,zwölf::NUM,שתים עשרה,tólf
807,zwanzig::NUM,עשרים,tuttugu
808,dreißig::NUM,שלושים,þrjátíu
809,vierzig::NUM,ארבעים,fjörutíu
810,fünfzig::NUM,חמשים,fimmtíu
811,sechzig::NUM,ששים,sextíu
812,siebzig::NUM,שבעים,sjötíu
813,achtzig::NUM,שמונים,áttatíu
814,neunzig::NUM,תשעים,níutíu
815,hundert::NUM,מאה,hundrað
816,tausend::NUM,אלף,þúsund
817,und::CNJ,ו,og
818,oder::CNJ,או,eða
819,stehen::V,עמד,standa
820,sitzen::V,ישב,sitja
821,liegen::V,שכב,liggja
822,hängen::V,היה תלוי,hanga
823,werden::V,הפך ל,verða
824,passieren::V,קרה,gerast
825,beginnen::V,התחיל,byrja
826,enden::V,הסתים,enda
827,enden::V,הסתים,lykta
828,wechseln::V,השתנה,skipta
829,aufgehen[Sonne]::V,זרח,koma upp
830,untergehen[Sonne]::V,שקע,ganga til viðar
831,scheinen[Sonne]::V,בהק,skína
832,donnern::V,רעם,þruma
833,wehen::V,נשב,blása
834,strömen::V,זרם,streyma
835,fließen::V,זרם,fljóta
836,sich drehen::V,הסתובב,snúast
837,schwanken::V,התנודד,riða
838,schwanken::V,התנודד,rugga
839,schwingen::V,התנענע,sveiflast
840,fallen::V,נפל,falla
841,brennen::V,בער,brenna
842,rauchen::V,עשן,reykja
843,regnen::V,ירד גשם,rigna
844,gefrieren::V,קפא,frjósa
845,tauen::V,נמס,þiðna
846,schmelzen::V,התיך,bráðna
847,trocknen::V,התיבש,þorna
848,sieden::V,רתח,sjóða
849,faulen::V,רקב,rotna
850,verfaulen::V,רקב,rotna
851,reißen::V,נקרע,rifna
852,versinken::V,טבע,sökkva
853,vergehen::V,עבר,líða
854,erscheinen::V,נגלה,birtast
855,erscheinen::V,הופיע,birtast
856,verschwinden::V,נעלם,hverfa
857,sinken::V,ירד,síga
858,abnehmen::V,הפחית,lækka
859,abnehmen::V,הפחית,minnka
860,zunehmen::V,רבה,aukast
861,steigen::V,עלה,stíga
862,wachsen::V,גדל,vaxa
863,glänzen::V,נצץ,glóa
864,glänzen::V,נצץ,glampa
865,glänzen::V,בהק,glóa
866,glänzen::V,בהק,glampa
867,funkeln::V,נצנץ,leiftra
868,lärmen::V,רעש,hafa hátt
869,läuten::V,צלצל,hringja
870,klingeln::V,צלצל,hringja
871,klirren::V,קרקש,glamra
872,klirren::V,קרקש,skrölta
873,brausen::V,געש,ólga
874,rauschen::V,רשרש,suða
875,klingen::V,נשמע,hljóma
876,bellen::V,נבח,gelta
877,heulen::V,ילל,væla
878,heulen::V,ילל,ýlfra
879,blasen::V,נשף,blása
880,pfeifen::V,שרק,blístra
881,schreien::V,צעק,æpa
882,stöhnen::V,נאנק,stynja
883,zittern::V,רעד,titra
884,zittern::V,רעד,skjálfa
885,leben::V,חי,lifa
886,geboren werden::V,נולד,fæðast
887,atmen::V,נשם,anda
888,atmen::V,נשם,draga andann
889,trinken::V,שתה,drekka
890,essen::V,אכל,borða
891,schlucken::V,בלע,kingja
892,müde werden::V,התעיף,þreytast
893,einschlafen::V,נרדם,sofna
894,schlafen::V,ישן,sofa
895,aufwachen::V,התעורר,vakna
896,aufstehen::V,קם,fara á fætur
897,sich erholen::V,נפש,hvíla sig
898,krank werden::V,חלה,veikjast
899,krank werden::V,חלה,verða veikur
900,krank sein::V,היה חולה,vera veikur
901,schmerzen::V,כאב,kenna til
902,husten::V,השתעל,hósta
903,genesen::V,הבריא,batna
904,genesen::V,הבריא,frískast
905,sterben::V,מת,deyja
906,umkommen::V,נספה,farast
907,sich bewegen::V,נע,bifast
908,sich rühren::V,זז,hreyfast
909,sich erheben::V,קם,standa upp
910,sich setzen::V,התישב,setjast
911,hinfallen::V,נפל,detta
912,laufen::V,הלך ברגל,labba
913,schreiten::V,פסע,ganga
914,spazierengehen::V,טיל,ganga sér til skemmtunar
915,eilen::V,אץ,fara hratt
916,eilen::V,מהר,fara hratt
917,sich beeilen::V,מהר,flýta sér
918,sausen::V,אץ,þjóta
919,rennen::V,רץ,hlaupa
920,springen::V,קפץ,stökkva
921,klettern::V,טפס,klifra
922,schaukeln::V,התנדנד,róla
923,schaukeln::V,התנדנד,rugga
924,kriechen::V,זחל,skríða
925,schwimmen::V,שחה,synda
926,tauchen::V,צלל,kafa
927,rudern::V,חתר,róa
928,fahren::V,נסע,aka
929,fahren::V,נסע,fara
930,fliegen::V,עף,fljúga
931,gehen::V,הלך,fara
932,gehen::V,הלך,ganga
933,weggehen::V,עזב,fara burt
934,weggehen::V,עזב,ganga burt
935,abfahren::V,יצא,aka burt
936,anhalten::V,עצר,stöðva
937,hineingehen::V,נכנס,ganga inn
938,eintreten::V,נכנס,koma inn
939,eintreten::V,נכנס,ganga inn
940,kommen::V,בא,koma
941,ankommen::V,הגיע,koma til
942,zurückkommen::V,שב,koma til baka
943,zurückkommen::V,חזר,koma til baka
944,bleiben::V,נשאר,haldast
945,bleiben::V,נשאר,vera kyrr
946,warten::V,חכה,bíða
947,warten::V,המתין,bíða
948,erwarten::V,צפה,búast við
949,erwarten::V,צפה,eiga von á
950,suchen::V,חפש,leita
951,finden::V,מצא,finna
952,versuchen::V,נסה,reyna
953,vorbereiten::V,הכין,undirbúa
954,lieben::V,אהב,elska
955,mögen::V,אהב,þykja gott
956,mögen::V,אהב,falla í geð
957,lachen::V,צחק,hlæja
958,rühren::V,נגע ללב,snerta
959,weinen::V,בכה,gráta
960,schimpfen::V,גער,skammast
961,sich ärgern::V,זעם,sárna
962,sich ärgern::V,זעם,gremjast
963,sich ärgern::V,כעס,sárna
964,sich ärgern::V,כעס,gremjast
965,sich fürchten::V,פחד,óttast
966,sich fürchten::V,חשש,óttast
967,fürchten::V,פחד מ,óttast
968,fürchten::V,חשש מ,óttast
969,fliehen::V,ברח,flýja
970,flüchten::V,נמלט,strjúka
971,sehen::V,ראה,sjá
972,anschauen::V,הביט,horfa á
973,ansehen::V,התבונן,líta á
974,hören::V,שמע,heyra
975,zuhören::V,הקשיב,hlusta
976,probieren::V,נסה,smakka
977,riechen::V,הריח,þefa
978,fühlen::V,חש,finna til
979,scheinen::V,נדמה,virðast
980,zu sehen sein::V,נראה,vera að sjá
981,vernehmen::V,נודע ל,heyra
982,vernehmen::V,נודע ל,greina
983,frieren::V,קר ל,frjósa
984,tun::V,פעל,gera
985,können::V,יכל,geta
986,wollen::V,רצה,ætla
987,wollen::V,רצה,vilja
988,anfangen::V,התחיל,hefja
989,beenden::V,גמר,enda
990,beenden::V,גמר,ljúka
991,aufhören::V,סים,lykta
992,gelingen::V,הצליח,heppnast
993,geraten::V,עלה,lukkast
994,öffnen::V,פתח,opna
995,schließen::V,סגר,loka
996,stellen::V,העמיד,láta
997,stellen::V,העמיד,setja
998,setzen::V,הושיב,láta
999,setzen::V,הושיב,setja
1000,legen::V,שם,láta
1001,legen::V,שם,leggja
1002,berühren::V,נגע,koma við
1003,verbinden::V,קשר,sameina
1004,bedecken::V,כסה,hylja
1005,aufhängen::V,תלה,hengja
1006,aufhängen::V,תלה,hengja upp
1007,anzünden::V,הצית,kveikja í
1008,aufheben::V,אסף,taka upp
1009,aufheben::V,אסף,lyfta upp
1010,zurücklassen::V,השאיר,skilja eftir
1011,verlieren::V,אבד,týna
1012,verlieren::V,אבד,glata
1013,fallen lassen::V,שמט,missa
1014,fallen lassen::V,הפיל,missa
1015,machen::V,עשה,búa til
1016,herstellen::V,יצר,framleiða
1017,bauen::V,בנה,smíða
1018,bauen::V,בנה,byggja
1019,reparieren::V,תקן,gera við
1020,verbessern::V,שפר,bæta
1021,ändern::V,שנה,breyta
1022,graben::V,חפר,grafa
1023,beugen::V,כפף,beygja
1024,biegen::V,כופף,sveigja
1025,drehen::V,סובב,snúa
1026,wenden::V,הפך,snúa
1027,wenden::V,הפך,venda
1028,umdrehen::V,סובב,venda
1029,umdrehen::V,סובב,snúa við
1030,heben::V,הרים,hefja
1031,hochheben::V,הרים,lyfta upp
1032,ergreifen::V,אחז,grípa
1033,halten::V,החזיק,rúma
1034,halten::V,החזיק,halda
1035,drücken::V,לחץ,þjá
1036,drücken::V,לחץ,þrýsta
1037,schieben::V,הזיז,ýta
1038,kratzen::V,שרט,klóra
1039,kratzen::V,שפשף,klóra
1040,lecken::V,לקק,sleikja
1041,beißen::V,נשך,bíta
1042,abreißen::V,קרע,rífa af
1043,abreißen::V,קרע,rífa frá
1044,abschneiden::V,חתך,skera af
1045,abschneiden::V,חתך,klippa af
1046,binden::V,קשר,binda
1047,stecken::V,תקע,stinga
1048,brechen::V,שבר,brjóta
1049,klopfen::V,נקש,berja
1050,klopfen::V,נקש,klappa
1051,hauen::V,הכה,berja
1052,hauen::V,הכה,höggva
1053,kleben::V,הדביק,líma
1054,reiben::V,שפשף,núa
1055,streichen::V,מרח,smyrja
1056,schleifen::V,השחיז,slípa
1057,schneiden::V,גזר,skera
1058,schneiden::V,גזר,klippa
1059,rütteln::V,נענע,skaka
1060,schütteln::V,נער,hrista
1061,schwenken::V,נופף,sveifla
1062,schwenken::V,טלטל,sveifla
1063,schütten::V,שפך,hella
1064,füllen::V,מלא,fylla
1065,einwickeln::V,עטף,vefja inn í
1066,tragen::V,נשא,bera
1067,schleppen::V,סחב,draga
1068,ziehen::V,משך,toga
1069,ziehen::V,משך,draga
1070,aufbewahren::V,שמר,geyma
1071,werfen::V,זרק,kasta
1072,fangen::V,תפס,grípa
1073,packen::V,אחז,þrífa í
1074,verstecken::V,החביא,fela
1075,teilen::V,חלק,deila
1076,schicken::V,שלח,senda
1077,bringen::V,הביא,færa
1078,bringen::V,הביא,flytja
1079,hinzufügen::V,הוסיף,bæta við
1080,bekommen::V,תפס,hljóta
1081,bekommen::V,תפס,ná
1082,erhalten::V,קבל,fá
1083,nehmen::V,אחז,taka
1084,wählen::V,בחר,velja
1085,auswählen::V,בחר ב,velja úr
1086,bewahren::V,קים,gæta
1087,bewahren::V,קים,vernda
1088,behindern::V,מנע,varna
1089,verderben::V,מנע,spilla
1090,beschädigen::V,הזיק,skemma
1091,zerbrechen::V,נשבר,brjóta
1092,zerreißen::V,קרע,rífa
1093,zerreißen::V,קרע,rífa sundur
1094,zerstören::V,הרס,rífa niður
1095,zerstören::V,השמיד,rífa niður
1096,verbrennen::V,שרף,brenna
1097,geben::V,נתן,gefa
1098,reichen::V,העביר,rétta
1099,schenken::V,נתן במתנה,gefa
1100,versprechen::V,הבטיח,lofa
1101,versprechen::V,הבטיח,heita
1102,wünschen::V,אחל,óska
1103,loben::V,שבח,lofa
1104,loben::V,שבח,hrósa
1105,küssen::V,נשק,kyssa
1106,wiegen::V,נדנד,rugga
1107,zudecken::V,כסה,þekja
1108,zudecken::V,כסה,breiða yfir
1109,wecken::V,עורר,vekja
1110,zeigen::V,הראה,sýna
1111,führen::V,הביא,leiða
1112,führen::V,הוביל,leiða
1113,lehren::V,למד,kenna
1114,unterrichten::V,למד,fræða
1115,aufziehen::V,רומם,ala upp
1116,leiten::V,נהל,stjórna
1117,antreiben::V,המרץ,hvetja
1118,lassen::V,נתן,láta
1119,einladen::V,הזמין,bjóða heim
1120,vereinigen::V,אחד,sameina
1121,vereinigen::V,לכד,sameina
1122,besuchen::V,בקר,heimsækja
1123,treffen::V,פגש,hitta
1124,sich versammeln::V,התאסף,safnast saman
1125,spielen::V,שחק,leika sér
1126,singen::V,שר,syngja
1127,tanzen::V,רקד,dansa
1128,sich trennen::V,נפרד,skiljast
1129,verlassen::V,עזב,yfirgefa
1130,retten::V,הציל,bjarga
1131,bewachen::V,שמר,gæta
1132,bewachen::V,שמר,hafa vörð á
1133,schützen::V,אבטח,vernda
1134,verteidigen::V,הגן,verja
1135,sich schlagen::V,התכתש,slást
1136,sich schlagen::V,התכתש,berjast
1137,schießen::V,ירה,skjóta
1138,siegen::V,גבר,sigra
1139,siegen::V,נצח,sigra
1140,ärgern::V,עצבן,ergja
1141,ärgern::V,עצבן,skaprauna
1142,schlagen::V,הכה,slá
1143,schlagen::V,הכה,lemja
1144,schlagen::V,הלקה,slá
1145,schlagen::V,הלקה,lemja
1146,treten::V,בעט,sparka
1147,stechen::V,דקר,stinga
1148,stoßen::V,דחק,hrinda
1149,stehlen::V,גנב,stela
1150,stören::V,קטע,trufla
1151,stören::V,הפריע,trufla
1152,belästigen::V,הציק,ónáða
1153,belästigen::V,הטריד,ónáða
1154,verbergen::V,הצניע,leyna
1155,täuschen::V,שגע,gabba
1156,täuschen::V,שגע,blekkja
1157,betrügen::V,הונה,svíkja
1158,betrügen::V,הונה,blekkja
1159,töten::V,הרג,drepa
1160,wohnen::V,גר,búa
1161,arbeiten::V,עבד,vinna
1162,sammeln::V,אסף,safna
1163,pflücken::V,קטף,tína
1164,pflücken::V,קטף,reyta
1165,jagen::V,צד,veiða
1166,fischen::V,דג,fiska
1167,fassen::V,תפס,veiða
1168,hüten::V,רעה,gæta
1169,hüten::V,רעה,vakta
1170,treiben::V,הוציא,reka
1171,anbinden::V,קשר,binda við
1172,anbinden::V,קשר,binda fast
1173,füttern::V,הלעיט,fóðra
1174,melken::V,חלב,mjólka
1175,hacken::V,קצץ,höggva
1176,gießen::V,השקה,hella
1177,reifen::V,בשל,þroskast
1178,zubereiten::V,הכין,elda
1179,zubereiten::V,הכין,tilbúa
1180,kochen::V,בשל,sjóða
1181,backen::V,אפה,baka
1182,braten::V,צלה,steikja
1183,braten::V,טגן,steikja
1184,umrühren::V,ערבב,hræra í
1185,stricken::V,סרג,prjóna
1186,nähen::V,תפר,sauma
1187,färben::V,צבע,lita
1188,reinigen::V,נקה,hreinsa
1189,waschen::V,רחץ,þvo
1190,waschen::V,כבס,þvo
1191,abwischen::V,נגב,þerra
1192,spülen::V,שטף,skola
1193,spülen::V,שטף,þvo upp
1194,fegen::V,טאטא,sópa
1195,fegen::V,טאטא,hreinsa
1196,kehren::V,טאטא,sópa
1197,baden::V,טבל,baða sig
1198,baden::V,שחה,baða sig
1199,sich waschen::V,התרחץ,þvo sér
1200,ausziehen::V,הוריד,fara úr
1201,anziehen::V,לבש,fara í
1202,sich anziehen::V,התלבש,klæðast
1203,kämmen::V,סרק,greiða
1204,schmücken::V,קשט,prýða
1205,schmücken::V,קשט,skreyta
1206,sagen::V,אמר,segja
1207,sprechen::V,דבר,tala
1208,reden::V,דבר,ræða
1209,sich unterhalten::V,שוחח,spjalla
1210,sich unterhalten::V,שוחח,ræðast við
1211,fragen::V,שאל,spyrja
1212,bitten::V,בקש,biðja
1213,erzählen::V,ספר,segja frá
1214,mitteilen::V,מסר,tilkynna
1215,mitteilen::V,הודיע,tilkynna
1216,nennen::V,קרא בשם,nefna
1217,rufen::V,גיס,kalla
1218,rufen::V,הזמין לבוא,kalla
1219,prahlen::V,התרברב,gorta
1220,übersetzen::V,תרגם,þýða
1221,denken::V,חשב,hugsa
1222,glauben::V,האמין,trúa
1223,bemerken::V,הבחין,taka eftir
1224,erkennen::V,זהה,þekkja
1225,begreifen::V,קלט,skilja
1226,begreifen::V,הבין,skilja
1227,verstehen::V,הבין,skilja
1228,lernen::V,למד,læra
1229,wissen::V,ידע,vita
1230,sich erinnern an::V,זכר,minnast
1231,vergessen::V,שכח,gleyma
1232,messen::V,מדד,mæla
1233,zählen::V,ספר,telja
1234,rechnen::V,חשב,reikna
1235,lesen::V,קרא,lesa
1236,malen::V,ציר,mála
1237,zeichnen::V,שרטט,teikna
1238,schreiben::V,כתב,skrifa
1239,besitzen::V,היה בעל של,hafa
1240,kaufen::V,קנה,kaupa
1241,kaufen::V,רכש,kaupa
1242,verkaufen::V,מכר,selja
1243,bezahlen::V,שלם,borga
1244,zahlen::V,שלם,borga
1245,beherrschen::V,שלט,hafa á valdi sínu
1246,ertragen::V,סבל,þola
