,Concept_ID,mn,nl
818,jung::A,залуу,jong
819,arm::A,ядуу,arm
820,reich::A,баян,rijk
821,reich::A,баялаг,rijk
822,bekannt::A,танил,bekend
823,berühmt::A,цуутай,beroemd
824,berühmt::A,алдартай,beroemd
825,fremd::A,харь,vreemd
826,fremd::A,гадаад,vreemd
827,verschieden::A,ондоо,verscheiden
828,verschieden::A,ондоо,verschillend
829,verschieden::A,янз янзын,verscheiden
830,verschieden::A,янз янзын,verschillend
831,nah::A,ойрын,nabij
832,nah::A,ойрын,nabijgelegen
833,nah::A,дөтийн,nabij
834,nah::A,дөтийн,nabijgelegen
835,fern::A,холын,ver
836,linker::A,буруу,linker
837,rechter::A,баруун,rechter
838,anderer::A,өөр,andere
839,anderer::A,нөгөө,andere
840,erster::A,нэгдэх,eerste
841,erster::A,нэгдүгээр,eerste
842,zweiter::A,хоёрдугаар,tweede
843,dritter::A,гуравдугаар,derde
844,letzter::A,сүүлийн,laatste
845,allein::ADV,ганцаараа,alleen
846,auf einmal::ADV,нэгмөсөн,ineens
847,auf einmal::ADV,нэгмөсөн,tegelijk
848,zusammen::ADV,цуг,samen
849,zusammen::ADV,цуг,bijeen
850,zusammen::ADV,хамт,samen
851,zusammen::ADV,хамт,bijeen
852,lange::ADV,удаан,lang
853,plötzlich::ADV,гэнэт,eensklaps
854,plötzlich::ADV,гэнэт,plotsklaps
855,sofort::ADV,дороо,terstond
856,sofort::ADV,дороо,aanstonds
857,sofort::ADV,дороо,onmiddelijk
858,später::ADV,дараа,later
859,jetzt::ADV,өнөө,nu
860,jetzt::ADV,өнөө,nou
861,jetzt::ADV,өнөө,thans
862,heute::ADV,өнөө,heden
863,heute::ADV,өнөө,vandaag
864,heute::ADV,өнөөдөр,heden
865,heute::ADV,өнөөдөр,vandaag
866,morgen::ADV,маргааш,morgen
867,morgen::ADV,маргаадар,morgen
868,bald::ADV,түргэн,gauw
869,bald::ADV,түргэн,weldra
870,bald::ADV,удахгүй,gauw
871,bald::ADV,удахгүй,weldra
872,dann::ADV,хожим,dan
873,dann::ADV,хожим,toen
874,dann::ADV,тэгээд,dan
875,dann::ADV,тэгээд,toen
876,gestern::ADV,өчигдөр,gisteren
877,einst::ADV,нэг,eens
878,damals::ADV,тэгэхэд,toen
879,damals::ADV,тэгэхэд,destijds
880,danach::ADV,тэгээд,daarna
881,danach::ADV,дараа нь,daarna
882,vorher::ADV,урьд,vooraf
883,vorher::ADV,урьд,van tevoren
884,zuerst::ADV,анх,eerst
885,zuerst::ADV,анх,het eerst
886,zuerst::ADV,эхлээд,eerst
887,zuerst::ADV,эхлээд,het eerst
888,einmal::ADV,нэг удаа,eens
889,einmal::ADV,нэг удаа,eenmaal
890,manchmal::ADV,хааяа,soms
891,manchmal::ADV,заримдаа,soms
892,oft::ADV,олонтоо,vaak
893,oft::ADV,олонтоо,dikwijls
894,immer::ADV,байнга,altijd
895,niemals::ADV,хэзээ ч,nooit
896,niemals::ADV,хэдийд ч,nooit
897,hier::ADV,энд,hier
898,hierhin::ADV,нааш,hierheen
899,von hier::ADV,эндээс,van hier
900,von hier::ADV,эндээс,hiervandaan
901,dort::ADV,тэнд,daar
902,dort::ADV,тэнд,ginds
903,dorthin::ADV,тийш,daarheen
904,geradeaus::ADV,шулуун,rechtuit
905,geradeaus::ADV,шулуун,rechtdoor
906,vorwärts::ADV,урагшаа,vooruit
907,vorwärts::ADV,урагшаа,voorwaarts
908,rückwärts::ADV,буцаан,achteruit
909,rückwärts::ADV,буцаан,achterwaarts
910,rückwärts::ADV,сөөргөө,achteruit
911,rückwärts::ADV,сөөргөө,achterwaarts
912,zurück::ADV,буцаж,terug
913,zurück::ADV,гэдрэг,terug
914,unten::ADV,дор,beneden
915,unten::ADV,дор,onderaan
916,hinab::ADV,уруу,omlaag
917,hinab::ADV,уруу,naar beneden
918,oben::ADV,дээр,boven
919,hinauf::ADV,өөд,omhoog
920,hinauf::ADV,өөд,naar boven
921,hinauf::ADV,дээш,omhoog
922,hinauf::ADV,дээш,naar boven
923,überall::ADV,хааяагүй,alom
924,überall::ADV,хааяагүй,overal
925,überall::ADV,энд тэндгүй,alom
926,überall::ADV,энд тэндгүй,overal
927,nicht::ADV,эс,niet
928,nicht::ADV,-гүй,niet
929,ein wenig::ADV,жаахан,wat
930,kaum::ADV,арай,amper
931,kaum::ADV,арай,nauwelijks
932,kaum::ADV,арай гэж,amper
933,kaum::ADV,арай гэж,nauwelijks
934,sehr::ADV,тун,erg
935,sehr::ADV,тун,zeer
936,so::ADV,тэгж,zo
937,so::ADV,ингээд,zo
938,noch::ADV,дахин,nog
939,noch::ADV,дахиад,nog
940,nur::ADV,зөвхөн,maar
941,nur::ADV,зөвхөн,alleen
942,nur::ADV,гагцхүү,maar
943,nur::ADV,гагцхүү,alleen
944,schon::ADV,нэгэнт,al
945,schon::ADV,нэгэнт,reeds
946,wieder::ADV,дахин,weer
947,wieder::ADV,дахин,terug
948,wieder::ADV,дахиад,weer
949,wieder::ADV,дахиад,terug
950,vergebens::ADV,хий,vergeefs
951,vergebens::ADV,хий,tevergeefs
952,vor::PRP,өмнө,voor
953,hinter::PRP,ард,achter
954,unter::PRP,доор,onder
955,unter::PRP,доор,beneden
956,durch::PRP,дундуур,door
957,neben::PRP,хажууд,naast
958,zwischen::PRP,завсар,tussen
959,zwischen::PRP,хооронд,tussen
960,wegen::PRP,төлөө,wegens
961,wegen::PRP,төлөө,vanwege
962,wegen::PRP,дээрээс,wegens
963,wegen::PRP,дээрээс,vanwege
964,dies::PRN,энэ,dit
965,das::PRN,тэр,dat
966,alles::PRN,цөм,alles
967,alles::PRN,бүгд,alles
968,ich::PRN,би,ik
969,du::PRN,чи,je
970,du::PRN,чи,jij
971,er::PRN,тэр,hij
972,er::PRN,тэр хүн,hij
973,wir::PRN,бид,we
974,wir::PRN,бид,wij
975,ihr::PRN,та нар,jullie
976,sie::PRN,тэд,ze
977,sie::PRN,тэд,zij
978,was::FPRN,юу,wat
979,wer::FPRN,хэн,wie
980,wo::FADV,хаа,waar
981,wo::FADV,хаана,waar
982,wohin::FADV,хааш,waarheen
983,wohin::FADV,хаана,waarheen
984,wie::FADV,яаж,hoe
985,wie::FADV,хэрхэн,hoe
986,warum::FADV,юунд,waarom
987,warum::FADV,яагаад,waarom
988,wieviel::FNUM,хэдий,hoeveel
989,wieviel::FNUM,хэд,hoeveel
990,eins::NUM,нэг,één
991,zwei::NUM,хоёр,twee
992,drei::NUM,гурав,drie
993,vier::NUM,дөрөв,vier
994,fünf::NUM,тав,vijf
995,sechs::NUM,зургаа,zes
996,sieben::NUM,долоо,zeven
997,acht::NUM,найм,acht
998,neun::NUM,ес,negen
999,zehn::NUM,арав,tien
1000,elf::NUM,арван нэг,elf
1001,zwölf::NUM,арван хоёр,twaalf
1002,zwanzig::NUM,хорь,twintig
1003,dreißig::NUM,гуч,dertig
1004,vierzig::NUM,дөч,veertig
1005,fünfzig::NUM,тавь,vijftig
1006,sechzig::NUM,жар,zestig
1007,siebzig::NUM,дал,zeventig
1008,achtzig::NUM,ная,tachtig
1009,neunzig::NUM,ер,negentig
1010,hundert::NUM,зуу,honderd
1011,tausend::NUM,мянга,duizend
1012,und::CNJ,ч,en
1013,und::CNJ,болон,en
1014,oder::CNJ,буюу,of
1015,stehen::V,зогсох,staan
1016,sitzen::V,суух,zitten
1017,liegen::V,хэвтэх,liggen
1018,hängen::V,өлгөөтэй байх,hangen
1019,hängen::V,дүүжлээтэй байх,hangen
1020,werden::V,болох,worden
1021,passieren::V,тохиох,gebeuren
1022,beginnen::V,эхлэх,beginnen
1023,enden::V,дүүрэх,eindigen
1024,wechseln::V,хувирах,wijzigen
1025,wechseln::V,хувирах,veranderen
1026,aufgehen[Sonne]::V,мандах,opgaan
1027,untergehen[Sonne]::V,жаргах,ondergaan
1028,scheinen[Sonne]::V,гэрэлтэх,schijnen
1029,donnern::V,дуугарах,donderen
1030,wehen::V,салхилах,waaien
1031,wehen::V,хөөрөгдөх,waaien
1032,strömen::V,гүйх,stromen
1033,strömen::V,урсах,stromen
1034,fließen::V,урсах,vloeien
1035,sich drehen::V,эргэлдэх,draaien
1036,sich drehen::V,эргэлдэх,zich draaien
1037,schwanken::V,хэлбэлзэх,wankelen
1038,schwingen::V,ганхах,zwieren
1039,schwingen::V,хэлбэлзэх,zwieren
1040,fallen::V,унах,vallen
1041,brennen::V,шатах,branden
1042,rauchen::V,баагих,roken
1043,regnen::V,бороо орно,regenen
1044,gefrieren::V,хөлдөх,bevriezen
1045,tauen::V,хайлах,dooien
1046,schmelzen::V,уярах,smelten
1047,trocknen::V,хатах,drogen
1048,sieden::V,буцлах,koken
1049,sieden::V,буцлах,zieden
1050,sieden::V,даргилах,koken
1051,sieden::V,даргилах,zieden
1052,faulen::V,үжрэх,rotten
1053,faulen::V,өмхийрөх,rotten
1054,verfaulen::V,бээх,verrotten
1055,verfaulen::V,өгрөх,verrotten
1056,reißen::V,цуурах,scheuren
1057,versinken::V,живэх,verzinken
1058,vergehen::V,нөгчих,vergaan
1059,vergehen::V,өнгөрөх,vergaan
1060,erscheinen::V,гарах,opdagen
1061,erscheinen::V,гарах,verschijnen
1062,erscheinen::V,бултайх,opdagen
1063,erscheinen::V,бултайх,verschijnen
1064,verschwinden::V,далд орох,verdwijnen
1065,verschwinden::V,алга болох,verdwijnen
1066,sinken::V,татрах,zinken
1067,sinken::V,доошлох,zinken
1068,abnehmen::V,багасах,afnemen
1069,abnehmen::V,багасах,verminderen
1070,abnehmen::V,хорогдох,afnemen
1071,abnehmen::V,хорогдох,verminderen
1072,zunehmen::V,ихсэх,toenemen
1073,steigen::V,нэмэгдэх,stijgen
1074,steigen::V,нэмэгдэх,omhooggaan
1075,wachsen::V,өсөх,groeien
1076,wachsen::V,ургах,groeien
1077,glänzen::V,гилгэнэх,glanzen
1078,glänzen::V,гилгэнэх,schitteren
1079,glänzen::V,гилбэгнэх,glanzen
1080,glänzen::V,гилбэгнэх,schitteren
1081,funkeln::V,гялжах,fonkelen
1082,funkeln::V,гялалзах,fonkelen
1083,lärmen::V,шуугих,lawaai maken
1084,läuten::V,цохих,luiden
1085,klingeln::V,хонхдох,bellen
1086,klingeln::V,дуугарах,bellen
1087,klirren::V,хангир жингэр хийх,rinkelen
1088,brausen::V,бургилах,bruisen
1089,rauschen::V,сэржигнэх,ruisen
1090,klingen::V,хангинах,klinken
1091,bellen::V,хуцах,blaffen
1092,heulen::V,улих,huilen
1093,blasen::V,үлзэх,blazen
1094,pfeifen::V,исгэрэх,fluiten
1095,schreien::V,хашгирах,gillen
1096,schreien::V,хашгирах,schreeuwen
1097,stöhnen::V,ёолох,steunen
1098,stöhnen::V,гэнгэнэх,steunen
1099,zittern::V,дагжих,beven
1100,zittern::V,дагжих,sidderen
1101,leben::V,амьдрах,leven
1102,geboren werden::V,төрөх,geboren worden
1103,atmen::V,амьсгалах,ademen
1104,trinken::V,уух,drinken
1105,essen::V,идэх,eten
1106,schlucken::V,залгих,slikken
1107,müde werden::V,ядрах,moe worden
1108,einschlafen::V,унтчих,inslapen
1109,schlafen::V,унтах,slapen
1110,aufwachen::V,сэрэх,ontwaken
1111,aufwachen::V,сэрэх,wakker worden
1112,aufstehen::V,босох,opstaan
1113,sich erholen::V,амрах,zich ontspannen
1114,krank werden::V,өвдөж эхлэх,ziek worden
1115,krank sein::V,өвдөх,ziek zijn
1116,schmerzen::V,өвдөх,pijn doen
1117,schmerzen::V,шархирах,pijn doen
1118,husten::V,ханиах,hoesten
1119,genesen::V,засрах,genezen
1120,sterben::V,үхэх,sterven
1121,sterben::V,үхэх,overlijden
1122,sterben::V,нас барах,sterven
1123,sterben::V,нас барах,overlijden
1124,umkommen::V,үхэх,omkomen
1125,sich bewegen::V,хөдлөх,zich bewegen
1126,sich rühren::V,хөдлөх,zich verroeren
1127,sich erheben::V,босох,oprijzen
1128,sich erheben::V,босох,verrijzen
1129,sich setzen::V,суух,gaan zitten
1130,hinfallen::V,ойчих,vallen
1131,hinfallen::V,ойчих,neervallen
1132,laufen::V,явган явах,lopen
1133,schreiten::V,алхах,stappen
1134,schreiten::V,алхах,schrijden
1135,spazierengehen::V,зугаалах,gaan wandelen
1136,eilen::V,хурдлах,ijlen
1137,eilen::V,хурдлах,haasten
1138,sich beeilen::V,яарах,zich haasten
1139,sich beeilen::V,шамдах,zich haasten
1140,sausen::V,давхих,stuiven
1141,rennen::V,гүйх,rennen
1142,springen::V,харайх,springen
1143,springen::V,дэвхрэх,springen
1144,klettern::V,авирах,klimmen
1145,klettern::V,авирах,klauteren
1146,schaukeln::V,ганхалзах,schommelen
1147,kriechen::V,мөлхөх,kruipen
1148,schwimmen::V,сэлэх,zwemmen
1149,tauchen::V,шунгах,duiken
1150,rudern::V,сэлүүрдэх,roeien
1151,fahren::V,явах,rijden
1152,fliegen::V,нисэх,vliegen
1153,gehen::V,явах,gaan
1154,weggehen::V,явах,weggaan
1155,abfahren::V,одох,vertrekken
1156,abfahren::V,хөдлөх,vertrekken
1157,anhalten::V,зогсох,stoppen
1158,anhalten::V,зогсох,stilhouden
1159,hineingehen::V,орох,ingaan
1160,hineingehen::V,орох,binnengaan
1161,eintreten::V,орох,binnenkomen
1162,kommen::V,ирэх,komen
1163,ankommen::V,хүрэх,aankomen
1164,zurückkommen::V,харих,terugkomen
1165,zurückkommen::V,буцаж ирэх,terugkomen
1166,bleiben::V,үлдэх,blijven
1167,warten::V,хүлээх,wachten
1168,erwarten::V,хүлээх,verwachten
1169,suchen::V,эрэх,zoeken
1170,suchen::V,бэдрэх,zoeken
1171,finden::V,олох,vinden
1172,versuchen::V,оролдох,proberen
1173,versuchen::V,оролдох,beproeven
1174,vorbereiten::V,бэлтгэх,voorbereiden
1175,lieben::V,янаглах,houden van
1176,mögen::V,таалах,lusten
1177,mögen::V,таалах,houden van
1178,lachen::V,инээх,lachen
1179,rühren::V,сэтгэл уяруулах,roeren
1180,weinen::V,уйлах,huilen
1181,weinen::V,уйлах,schreien
1182,schimpfen::V,хараах,kijven
1183,schimpfen::V,хараах,schelden
1184,sich ärgern::V,уурлах,zich ergeren
1185,sich fürchten::V,айх,bang zijn
1186,fürchten::V,айх,vrezen
1187,fliehen::V,зугтах,vluchten
1188,fliehen::V,гүйж очих,vluchten
1189,flüchten::V,оргох,ontsnappen
1190,flüchten::V,оргох,ontkomen
1191,sehen::V,үзэх,zien
1192,anschauen::V,харах,aankijken
1193,ansehen::V,харах,aanzien
1194,ansehen::V,харах,bekijken
1195,hören::V,дуулах,horen
1196,zuhören::V,чагнах,luisteren
1197,probieren::V,амсаж үзэх,proeven
1198,riechen::V,үнэрлэх,ruiken
1199,fühlen::V,мэдрэх,voelen
1200,scheinen::V,шиг үзэгдэх,lijken
1201,zu sehen sein::V,үзэгдэх,te zien zijn
1202,zu sehen sein::V,харагдах,te zien zijn
1203,vernehmen::V,дуулах,vernemen
1204,frieren::V,даарах,het koud hebben
1205,tun::V,хийх,doen
1206,tun::V,үйлдэх,doen
1207,können::V,болох,kunnen
1208,wollen::V,хүсэх,willen
1209,anfangen::V,эхлэх,beginnen
1210,anfangen::V,эхлэх,aanvangen
1211,beenden::V,дуусгах,beëindigen
1212,aufhören::V,болих,ophouden
1213,aufhören::V,зогсох,ophouden
1214,gelingen::V,бүтэх,lukken
1215,gelingen::V,бүтэх,gelukken
1216,geraten::V,илрэх,uitvallen
1217,öffnen::V,нээх,openen
1218,öffnen::V,нээх,opendoen
1219,öffnen::V,тайлах,openen
1220,öffnen::V,тайлах,opendoen
1221,schließen::V,хаах,sluiten
1222,schließen::V,хаах,dichtdoen
1223,stellen::V,тавих,stellen
1224,stellen::V,тавих,plaatsen
1225,stellen::V,босгох,stellen
1226,stellen::V,босгох,plaatsen
1227,setzen::V,суулгах,zetten
1228,setzen::V,суулгах,plaatsen
1229,legen::V,хийх,leggen
1230,legen::V,тавих,leggen
1231,berühren::V,шүргэх,aanraken
1232,verbinden::V,залгах,verbinden
1233,bedecken::V,бүрэх,bedekken
1234,aufhängen::V,өлгөх,ophangen
1235,aufhängen::V,дүүжлэх,ophangen
1236,anzünden::V,асаах,aansteken
1237,anzünden::V,ноцоох,aansteken
1238,aufheben::V,өргөх,oprapen
1239,zurücklassen::V,орхих,achterlaten
1240,zurücklassen::V,үлдээх,achterlaten
1241,verlieren::V,гээх,verliezen
1242,fallen lassen::V,унагах,laten vallen
1243,machen::V,хийх,maken
1244,machen::V,гаргах,maken
1245,herstellen::V,бүтээх,produceren
1246,herstellen::V,бүтээх,voortbrengen
1247,bauen::V,барих,bouwen
1248,reparieren::V,засах,repareren
1249,reparieren::V,засах,herstellen
1250,reparieren::V,сэлбэх,repareren
1251,reparieren::V,сэлбэх,herstellen
1252,verbessern::V,засах,verbeteren
1253,verbessern::V,сайжруулах,verbeteren
1254,ändern::V,өөрчлөх,wijzigen
1255,ändern::V,өөрчлөх,veranderen
1256,graben::V,малтах,graven
1257,beugen::V,бөгтийлгөх,buigen
1258,biegen::V,матах,buigen
1259,biegen::V,муруйлгах,buigen
1260,drehen::V,эргүүлэх,draaien
1261,wenden::V,эргүүлэх,keren
1262,wenden::V,эргүүлэх,wenden
1263,umdrehen::V,хөрвүүлэх,omdraaien
1264,heben::V,өргөх,heffen
1265,heben::V,өргөх,optillen
1266,hochheben::V,өргөх,tillen
1267,ergreifen::V,атгах,pakken
1268,ergreifen::V,атгах,grijpen
1269,halten::V,барих,houden
1270,drücken::V,дарах,drukken
1271,schieben::V,түлхэх,duwen
1272,schieben::V,түлхэх,schuiven
1273,kratzen::V,хусах,krassen
1274,kratzen::V,маажих,krassen
1275,lecken::V,долоох,likken
1276,beißen::V,зуух,bijten
1277,beißen::V,хазах,bijten
1278,abreißen::V,таслах,afrukken
1279,abreißen::V,таслах,afscheuren
1280,abschneiden::V,тайрах,afsnijden
1281,binden::V,боох,binden
1282,binden::V,хүлэх,binden
1283,stecken::V,шаах,steken
1284,stecken::V,шигтгэх,steken
1285,brechen::V,хугалах,breken
1286,klopfen::V,цохих,kloppen
1287,klopfen::V,тогших,kloppen
1288,hauen::V,дэлдэх,houwen
1289,kleben::V,наах,plakken
1290,reiben::V,нухах,wrijven
1291,reiben::V,нидчих,wrijven
1292,streichen::V,нялах,smeren
1293,streichen::V,түрхэх,smeren
1294,schleifen::V,билүүдэх,slijpen
1295,schleifen::V,гуранздах,slijpen
1296,schneiden::V,огтлох,snijden
1297,rütteln::V,холхнулах,schudden
1298,schütteln::V,сэгсрэх,schudden
1299,schwenken::V,дэвэх,wuiven
1300,schwenken::V,дэвэх,zwaaien
1301,schwenken::V,даллах,wuiven
1302,schwenken::V,даллах,zwaaien
1303,schütten::V,цутгах,gieten
1304,schütten::V,цутгах,storten
1305,schütten::V,аягалах,gieten
1306,schütten::V,аягалах,storten
1307,füllen::V,дүүргэх,vullen
1308,einwickeln::V,боох,inwikkelen
1309,einwickeln::V,ороох,inwikkelen
1310,tragen::V,авчрах,dragen
1311,schleppen::V,чирэх,slepen
1312,ziehen::V,татах,trekken
1313,aufbewahren::V,хадгалах,bewaren
1314,werfen::V,хаях,gooien
1315,werfen::V,шидэх,gooien
1316,fangen::V,барих,vangen
1317,packen::V,шүүрэх,pakken
1318,packen::V,шүүрэх,vastpakken
1319,verstecken::V,нуух,verstoppen
1320,teilen::V,хуваах,delen
1321,schicken::V,илгээх,sturen
1322,schicken::V,явуулах,sturen
1323,bringen::V,авчрах,brengen
1324,bringen::V,аваачих,brengen
1325,hinzufügen::V,нэмэх,toevoegen
1326,bekommen::V,хүлээн авах,verkrijgen
1327,erhalten::V,хүлээн авах,krijgen
1328,nehmen::V,авах,nemen
1329,wählen::V,сонгох,kiezen
1330,wählen::V,сонгох,verkiezen
1331,auswählen::V,шилэх,uitkiezen
1332,bewahren::V,гамнах,bewaren
1333,behindern::V,саад хийх,hinderen
1334,behindern::V,тотгор болох,hinderen
1335,verderben::V,эвдэх,bederven
1336,beschädigen::V,гэмтээх,beschadigen
1337,zerbrechen::V,хагалах,breken
1338,zerbrechen::V,хагалах,stukbreken
1339,zerbrechen::V,хага цохих,breken
1340,zerbrechen::V,хага цохих,stukbreken
1341,zerreißen::V,урах,scheuren
1342,zerreißen::V,урах,verscheuren
1343,zerstören::V,эвдэх,vernielen
1344,zerstören::V,сүйтгэх,vernielen
1345,verbrennen::V,шатаах,branden
1346,verbrennen::V,шатаах,verbranden
1347,geben::V,өгөх,geven
1348,reichen::V,өгөх,reiken
1349,reichen::V,өгөх,aanreiken
1350,reichen::V,дамжуулах,reiken
1351,reichen::V,дамжуулах,aanreiken
1352,schenken::V,бэлэглэх,schenken
1353,versprechen::V,амлах,beloven
1354,wünschen::V,ерөөх,wensen
1355,loben::V,магтах,loven
1356,loben::V,магтах,prijzen
1357,loben::V,сайшаах,loven
1358,loben::V,сайшаах,prijzen
1359,küssen::V,озох,kussen
1360,küssen::V,үнсэх,kussen
1361,wiegen::V,бүүвэйлэх,wiegen
1362,zudecken::V,хучих,toedekken
1363,zudecken::V,бүтээх,toedekken
1364,wecken::V,сэрээх,wekken
1365,zeigen::V,үзүүлэх,tonen
1366,zeigen::V,үзүүлэх,wijzen
1367,führen::V,хөтлөх,voeren
1368,lehren::V,заах,leren
1369,unterrichten::V,сургах,onderwijzen
1370,aufziehen::V,өсгөх,grootbrengen
1371,aufziehen::V,хүмүүжүүлэх,grootbrengen
1372,leiten::V,удирдах,leiden
1373,antreiben::V,шамдуулах,aandrijven
1374,lassen::V,-уулах,laten
1375,einladen::V,залах,uitnodigen
1376,vereinigen::V,нэгтгэх,verenigen
1377,vereinigen::V,хамтруулах,verenigen
1378,besuchen::V,зочлох,bezoeken
1379,treffen::V,учрах,treffen
1380,treffen::V,учрах,ontmoeten
1381,treffen::V,дайралдах,treffen
1382,treffen::V,дайралдах,ontmoeten
1383,sich versammeln::V,хуралдах,zich verzamelen
1384,spielen::V,наадах,spelen
1385,singen::V,дуулах,zingen
1386,tanzen::V,бүжиглэх,dansen
1387,sich trennen::V,салах,van elkaar gaan
1388,verlassen::V,хаях,verlaten
1389,retten::V,гэтэлгэх,redden
1390,bewachen::V,сахих,bewaken
1391,schützen::V,хамгаалах,beschermen
1392,verteidigen::V,хамгаалах,verdedigen
1393,sich schlagen::V,зодолдох,knokken
1394,schießen::V,харвах,schieten
1395,schießen::V,буу буудах,schieten
1396,siegen::V,ялах,overwinnen
1397,ärgern::V,уурлуулах,ergeren
1398,ärgern::V,уур хүргэх,ergeren
1399,schlagen::V,цохих,slaan
1400,treten::V,өшиглөх,trappen
1401,treten::V,өшиглөх,schoppen
1402,stechen::V,хатгах,steken
1403,stechen::V,хатгах,prikken
1404,stoßen::V,ёврох,stoten
1405,stoßen::V,нудрах,stoten
1406,stehlen::V,хулгайлах,stelen
1407,stören::V,саад болох,storen
1408,stören::V,саад болох,verstoren
1409,belästigen::V,зовоох,lastig vallen
1410,belästigen::V,амраахгүй байх,lastig vallen
1411,verbergen::V,нуух,verbergen
1412,verbergen::V,далдлах,verbergen
1413,täuschen::V,мэхлэх,misleiden
1414,betrügen::V,хуурах,bedriegen
1415,töten::V,алах,doden
1416,wohnen::V,суух,wonen
1417,wohnen::V,амьдрах,wonen
1418,arbeiten::V,ажиллах,werken
1419,arbeiten::V,хөдөлмөрлөх,werken
1420,sammeln::V,түүх,inzamelen
1421,sammeln::V,түүх,verzamelen
1422,sammeln::V,хураах,inzamelen
1423,sammeln::V,хураах,verzamelen
1424,pflücken::V,түүх,plukken
1425,jagen::V,агнах,jagen
1426,jagen::V,гөрөөлөх,jagen
1427,fischen::V,загасчлах,vissen
1428,fischen::V,загас барих,vissen
1429,fassen::V,барих,vangen
1430,hüten::V,маллах,hoeden
1431,hüten::V,хариулах,hoeden
1432,treiben::V,туух,drijven
1433,anbinden::V,уях,vastbinden
1434,füttern::V,тэжээх,voeren
1435,melken::V,саах,melken
1436,hacken::V,цавчих,hakken
1437,gießen::V,услах,gieten
1438,reifen::V,боловсрох,rijpen
1439,zubereiten::V,бэлдэх,klaarmaken
1440,zubereiten::V,бэлдэх,toebereiden
1441,kochen::V,чанах,koken
1442,backen::V,жигнэх,bakken
1443,braten::V,шарах,braden
1444,braten::V,хайрах,braden
1445,umrühren::V,хутгах,omroeren
1446,stricken::V,нэхэх,breien
1447,stricken::V,сүлжих,breien
1448,nähen::V,оёх,naaien
1449,färben::V,будах,verven
1450,färben::V,будах,kleuren
1451,reinigen::V,арилгах,reinigen
1452,reinigen::V,цэвэрлэх,reinigen
1453,waschen::V,угаах,wassen
1454,abwischen::V,арчих,afvegen
1455,spülen::V,зайлах,spoelen
1456,spülen::V,зайлах,afwassen
1457,fegen::V,хамах,vegen
1458,fegen::V,шүүрдэх,vegen
1459,kehren::V,шүүрдэх,vegen
1460,kehren::V,туужуудах,vegen
1461,baden::V,усанд орох,baden
1462,sich waschen::V,биеэ угаах,zich wassen
1463,ausziehen::V,тайлах,uittrekken
1464,anziehen::V,өмсөх,aantrekken
1465,sich anziehen::V,хувцаслах,zich aankleden
1466,kämmen::V,самнах,kammen
1467,schmücken::V,гоёх,tooien
1468,schmücken::V,чимэх,tooien
1469,sagen::V,гэх,zeggen
1470,sagen::V,хэлэх,zeggen
1471,sprechen::V,ярих,spreken
1472,sprechen::V,өгүүлэх,spreken
1473,reden::V,хэлэх,praten
1474,reden::V,хөөрөлдөх,praten
1475,sich unterhalten::V,ярилцах,zich onderhouden
1476,fragen::V,асуух,vragen
1477,bitten::V,гуйх,vragen
1478,bitten::V,гуйх,verzoeken
1479,erzählen::V,өгүүлэх,vertellen
1480,mitteilen::V,дуулгах,meedelen
1481,mitteilen::V,мэдээлэх,meedelen
1482,nennen::V,нэрлэх,noemen
1483,rufen::V,дуудах,roepen
1484,prahlen::V,бардах,pralen
1485,prahlen::V,сайрхах,pralen
1486,übersetzen::V,орчуулах,vertalen
1487,denken::V,санах,denken
1488,glauben::V,итгэх,geloven
1489,bemerken::V,ажих,bemerken
1490,bemerken::V,ажиглах,bemerken
1491,erkennen::V,таних,herkennen
1492,begreifen::V,ойлгох,begrijpen
1493,verstehen::V,мэдэж авах,verstaan
1494,lernen::V,сурах,leren
1495,wissen::V,мэдэх,weten
1496,sich erinnern an::V,дурсах,zich herinneren aan
1497,vergessen::V,мартах,vergeten
1498,messen::V,хэмжих,meten
1499,zählen::V,тоолох,tellen
1500,rechnen::V,тооцоох,rekenen
1501,lesen::V,унших,lezen
1502,malen::V,зурах,schilderen
1503,zeichnen::V,дүрслэн бичих,tekenen
1504,schreiben::V,бичих,schrijven
1505,besitzen::V,эзэмших,bezitten
1506,kaufen::V,худалдан авах,kopen
1507,verkaufen::V,худалдах,verkopen
1508,bezahlen::V,төлөх,betalen
1509,zahlen::V,төлөх,betalen
1510,beherrschen::V,эзэмших,beheersen
1511,ertragen::V,тэсэх,verdragen
