,Concept_ID,xal,cy
774,hier::ADV,энүнд,yma
775,hierhin::ADV,нааран,hyd yma
776,von hier::ADV,эндәс,oddi yma
777,dort::ADV,тенд,acw
778,dorthin::ADV,тиигән,tuag yno
779,geradeaus::ADV,шуд,syth ymlaen
780,vorwärts::ADV,уралан,ymlaen
781,rückwärts::ADV,гедргән,yn ôl
782,zurück::ADV,хәрү,yn ôl
783,unten::ADV,дор,isod
784,unten::ADV,дор,oddi tanodd
785,hinab::ADV,дор,i lawr
786,hinab::ADV,дор,i waered
787,hinab::ADV,доракшан,i lawr
788,hinab::ADV,доракшан,i waered
789,oben::ADV,деер,fry
790,hinauf::ADV,өөдән,i fyny
791,hinauf::ADV,өөдән,i'r lan
792,hinauf::ADV,деер,i fyny
793,hinauf::ADV,деер,i'r lan
794,überall::ADV,альд болв чигн,ym mhobman
795,nicht::ADV,эс,ni
796,nicht::ADV,эс,nid
797,nicht::ADV,биш,ni
798,nicht::ADV,биш,nid
799,nicht::ADV,бичә,ni
800,nicht::ADV,бичә,nid
801,ein wenig::ADV,баахн,tipyn
802,ein wenig::ADV,баахн,ychydig
803,ein wenig::ADV,баахнар,tipyn
804,ein wenig::ADV,баахнар,ychydig
805,kaum::ADV,әрә,prin
806,sehr::ADV,йир,iawn
807,so::ADV,иигҗ,fel
808,so::ADV,иигҗ,felly
809,noch::ADV,ода чигн,eto
810,nur::ADV,һанцхн,yn unig
811,schon::ADV,одх,eisoes
812,schon::ADV,одх,yn barod
813,wieder::ADV,бас,drachefn
814,vergebens::ADV,киидән,yn ofer
815,vor::PRP,урд,o flaen
816,hinter::PRP,ца,ar ôl
817,unter::PRP,дор,islaw
818,durch::PRP,ивт,trwy
819,durch::PRP,дундаһур,trwy
820,neben::PRP,хаҗуд,ar bwys
821,zwischen::PRP,хоорнд,rhwng
822,zwischen::PRP,хоорнд,cydrhwng
823,wegen::PRP,көлтә,o achos
824,wegen::PRP,көлтә,oherwydd
825,wegen::PRP,деерәс,o achos
826,wegen::PRP,деерәс,oherwydd
827,dies::PRN,эн,hyn
828,das::PRN,тер,hynny
829,alles::PRN,цуһар,popeth
830,ich::PRN,би,fi
831,du::PRN,чи,ti
832,er::PRN,тер,fe
833,wir::PRN,мадн,ni
834,ihr::PRN,та,chi
835,sie::PRN,тедн,hwy
836,was::FPRN,юн,pa beth
837,wer::FPRN,кен,pwy
838,wo::FADV,хама,ble
839,wo::FADV,хама,ym mha le
840,wohin::FADV,хамаран,i ble
841,wohin::FADV,хамаран,i ba le
842,wie::FADV,яһҗ,sut
843,wie::FADV,яһад,sut
844,warum::FADV,юңгад,pam
845,wieviel::FNUM,кедү,faint
846,eins::NUM,негн,un
847,zwei::NUM,хойр,dau
848,drei::NUM,һурвн,tri
849,vier::NUM,дөрвн,pedwar
850,fünf::NUM,тавн,pump
851,sechs::NUM,зурһан,chwech
852,sieben::NUM,долан,saith
853,acht::NUM,нәәмн,wyth
854,neun::NUM,йисн,naw
855,zehn::NUM,арвн,deg
856,elf::NUM,арвн негн,un ar ddeg
857,zwölf::NUM,арвн хойр,deuddeg
858,zwölf::NUM,арвн хойр,un deg dau
859,zwanzig::NUM,хөрн,ugain
860,dreißig::NUM,һучн,tri deg
861,dreißig::NUM,һучн,deg ar hugain
862,vierzig::NUM,дөчн,deugain
863,fünfzig::NUM,тәвн,hanner cant
864,sechzig::NUM,җирн,chwe deg
865,siebzig::NUM,далн,saith deg
866,siebzig::NUM,далн,deg a thrigain
867,achtzig::NUM,найн,wyth deg
868,achtzig::NUM,найн,pedar ugain
869,neunzig::NUM,йирн,naw deg
870,neunzig::NUM,йирн,deg a phedwar ugain
871,hundert::NUM,зун,cant
872,tausend::NUM,миңһн,mil
873,und::CNJ,болн,a
874,oder::CNJ,эс гиҗ,neu
875,oder::CNJ,эс гихлә,neu
876,stehen::V,зогсх,sefyll
877,sitzen::V,суух,eistedd
878,liegen::V,кевтх,gorwedd
879,hängen::V,өлгәтә бәәх,hongian
880,werden::V,болх,dod yn
881,werden::V,болх,mynd yn
882,passieren::V,болх,digwydd
883,beginnen::V,эклх,cychwyn
884,enden::V,төгсх,gorffen
885,wechseln::V,хүврх,newid
886,aufgehen[Sonne]::V,һарх,codi
887,untergehen[Sonne]::V,орх,machlud
888,untergehen[Sonne]::V,сүүрлх,machlud
889,scheinen[Sonne]::V,герлтх,tywynnu
890,donnern::V,күрҗңнх,taranu
891,wehen::V,сальклх,chwythu
892,strömen::V,һооҗх,ffrydio
893,fließen::V,урсх,llifo
894,sich drehen::V,эргх,troi
895,sich drehen::V,эргх,cylchdroi
896,schwanken::V,дәәвлх,siglo
897,schwingen::V,нәәхлх,siglo
898,fallen::V,унх,cwympo
899,fallen::V,киисх,cwympo
900,brennen::V,шатх,llosgi
901,rauchen::V,ута һарһх,mygu
902,regnen::V,орх,glawio
903,gefrieren::V,мөстх,rhewi
904,tauen::V,хәәлх,toddi
905,tauen::V,хәәлх,meirioli
906,schmelzen::V,хәәлх,toddi
907,schmelzen::V,хәәлгдх,toddi
908,trocknen::V,эврх,sychu
909,sieden::V,буслх,berwi
910,faulen::V,үмкәрх,pydru
911,faulen::V,үмкәрх,braenu
912,verfaulen::V,илҗрх,pydru
913,verfaulen::V,илҗрх,dadfeilio
914,reißen::V,тасрх,clecian
915,reißen::V,тасрх,torri'n glats
916,versinken::V,чивх,suddo
917,vergehen::V,болх,myned heibio
918,vergehen::V,болх,pasio
919,erscheinen::V,һарх,ymddangos
920,verschwinden::V,уга болх,diflannu
921,sinken::V,татгдх,syrthio
922,abnehmen::V,хасгдх,lleihau
923,zunehmen::V,өсх,cynyddu
924,steigen::V,немх,codi
925,wachsen::V,өсх,tyfu
926,wachsen::V,урһх,tyfu
927,glänzen::V,гилвкх,disgleirio
928,funkeln::V,цәклх,pefrio
929,lärmen::V,шууглдх,cadw sŵn
930,lärmen::V,шууглдх,gwneud twrw
931,läuten::V,хоңх,canu
932,klingeln::V,җиңнулх,canu
933,klingeln::V,җиңнулх,seinio
934,klirren::V,җиңнх,tincian
935,brausen::V,догшрхх,rhuo
936,rauschen::V,сарҗңнх,siffrwd
937,rauschen::V,сарҗңнх,chwithrwd
938,klingen::V,ә һарх,seinio
939,bellen::V,хуцх,cyfarth
940,heulen::V,уульх,udo
941,heulen::V,уульх,oernadu
942,blasen::V,үләх,chwythu
943,pfeifen::V,ишкрх,chwibanu
944,schreien::V,хәәкрх,gweiddi
945,schreien::V,хәәкрх,bloeddio
946,stöhnen::V,түңшх,griddfan
947,zittern::V,дагҗннх,crynu
948,leben::V,бәәх,byw
949,geboren werden::V,төрх,cael eich geni
950,atmen::V,әмсхлх,anadlu
951,trinken::V,уух,yfed
952,essen::V,идх,bwyta
953,schlucken::V,зальгх,llyncu
954,müde werden::V,көшх,blino
955,einschlafen::V,унтх,mynd i gysgu
956,einschlafen::V,унтх,syrthio i gysgu
957,schlafen::V,нөөрсх,huno
958,schlafen::V,нөөрсх,cysgu
959,aufwachen::V,серх,dihuno
960,aufstehen::V,босх,codi
961,sich erholen::V,амрх,ymlacio
962,sich erholen::V,амрх,dadflino
963,krank werden::V,гемтх,mynd yn sâl
964,krank werden::V,гемтх,mynd yn wael
965,krank sein::V,шалтглх,gwaelu
966,schmerzen::V,өвдх,brifo
967,husten::V,ханях,pesychu
968,genesen::V,эдгх,gwella
969,genesen::V,эдгх,cael yn ôl
970,sterben::V,үкх,marw
971,sterben::V,өңгрх,marw
972,umkommen::V,үкх,trengi
973,sich bewegen::V,көдлх,symud
974,sich bewegen::V,көндрх,symud
975,sich rühren::V,көндрх,syflyd
976,sich erheben::V,босх,codi
977,sich setzen::V,суух,eistedd
978,hinfallen::V,унх,cwympo
979,hinfallen::V,киисх,cwympo
980,laufen::V,йовх,cerdded
981,schreiten::V,алхх,camu
982,spazierengehen::V,сергҗ йовх,mynd am dro
983,eilen::V,шулудх,rhuthro
984,sich beeilen::V,адһх,brysio
985,sich beeilen::V,шамдх,brysio
986,sausen::V,хурдлх,rhuthro
987,sausen::V,йир_хурдар_гүүх,rhuthro
988,sausen::V,йир_хурдар_йовх,rhuthro
989,rennen::V,гүүх,rhedeg
990,springen::V,һәрәдх,llamu
991,springen::V,һәрәдх,neidio
992,klettern::V,давшх,dringo
993,schaukeln::V,дүүдңндх,siglo
994,kriechen::V,мөлкх,cropian
995,schwimmen::V,усчх,nofio
996,tauchen::V,булхх,plymio
997,tauchen::V,булхх,ymsuddo
998,rudern::V,хәәвдх,rhwyfo
999,fahren::V,йовх,gyrru
1000,fahren::V,йовх,dreifio
1001,fliegen::V,нисх,hedfan
1002,gehen::V,йовх,mynd
1003,weggehen::V,йовх,mynd
1004,weggehen::V,йовх,ymadael
1005,weggehen::V,одх,mynd
1006,weggehen::V,одх,ymadael
1007,weggehen::V,һарх,mynd
1008,weggehen::V,һарх,ymadael
1009,weggehen::V,мөрлх,mynd
1010,weggehen::V,мөрлх,ymadael
1011,abfahren::V,мордх,ymadael
1012,anhalten::V,зогсх,stopio
1013,hineingehen::V,орх,mynd i mewn
1014,eintreten::V,орх,mynd i
1015,kommen::V,ирх,dod
1016,ankommen::V,ирх,cyrraedd
1017,zurückkommen::V,орх,dychwelyd
1018,bleiben::V,бәәх,aros
1019,bleiben::V,бәәх,sefyll
1020,warten::V,күләх,aros
1021,warten::V,күләх,disgwyl
1022,erwarten::V,күләх,disgwyl
1023,suchen::V,хәәх,chwilio am
1024,finden::V,олх,darganfod
1025,versuchen::V,седх,profi
1026,versuchen::V,седх,ceisio
1027,vorbereiten::V,белдх,paratoi
1028,lieben::V,дурлх,caru
1029,mögen::V,таассгдх,hoffi
1030,lachen::V,инәх,chwerthin
1031,rühren::V,уйрах,cynhyrfu
1032,weinen::V,уульх,wylo
1033,weinen::V,уульх,llefain
1034,schimpfen::V,харах,grwgnach
1035,sich ärgern::V,уурлх,gofidio
1036,sich fürchten::V,әәх,ofni
1037,fürchten::V,әәх,arswydo
1038,fürchten::V,сүрдх,arswydo
1039,fliehen::V,зулх,ffoi
1040,flüchten::V,орһх,dianc
1041,flüchten::V,зулх,dianc
1042,sehen::V,үзх,gweld
1043,anschauen::V,харх,syllu
1044,anschauen::V,харх,edrych
1045,ansehen::V,хәләх,gwylio
1046,ansehen::V,үзх,gwylio
1047,hören::V,соңсх,clywed
1048,zuhören::V,соңсх,gwrando
1049,probieren::V,амсх,profi
1050,riechen::V,үнрчлх,arogli
1051,fühlen::V,медх,teimlo
1052,fühlen::V,медх,clywed
1053,scheinen::V,болҗ медгдх,ymddangos
1054,scheinen::V,миниһәр болхла,ymddangos
1055,scheinen::V,болад бәәх,ymddangos
1056,zu sehen sein::V,үзгдх,dod i'r golwg
1057,vernehmen::V,соңсх,clywed sôn am
1058,frieren::V,даарх,bod yn oer
1059,tun::V,кех,gwneud
1060,können::V,чадх,gallu
1061,wollen::V,дурлх,bod mewn angen
1062,anfangen::V,эклх,dechrau
1063,beenden::V,дуусх,darfod
1064,beenden::V,дуусх,gorffen
1065,aufhören::V,уурх,peidio
1066,gelingen::V,бүтх,llwyddo
1067,gelingen::V,күцәх,llwyddo
1068,geraten::V,болх,diweddu
1069,öffnen::V,секх,agor
1070,schließen::V,хаах,cau
1071,stellen::V,тәвх,gosod
1072,setzen::V,суулһх,gosod
1073,legen::V,тәвх,gosod
1074,berühren::V,көндәх,cyffwrdd
1075,verbinden::V,боох,cysylltu
1076,bedecken::V,хучх,gorchuddio
1077,bedecken::V,бүркх,gorchuddio
1078,aufhängen::V,өлгх,crogi
1079,aufhängen::V,өлгх,hongian
1080,anzünden::V,асах,cynnau
1081,anzünden::V,шатах,cynnau
1082,aufheben::V,өөдән өргх,codi
1083,zurücklassen::V,үлдәх,gadael
1084,verlieren::V,геех,colli
1085,fallen lassen::V,алдх,gollwng
1086,machen::V,кех,gwneud
1087,herstellen::V,кех,cynhyrchu
1088,bauen::V,тосхх,adeiladu
1089,reparieren::V,ясх,trwsio
1090,reparieren::V,ясх,atgyweirio
1091,verbessern::V,сәәрүлх,diwygio
1092,ändern::V,хүврәх,altro
1093,graben::V,малтх,palu
1094,graben::V,малтх,cloddio
1095,beugen::V,нуһлх,plygu
1096,biegen::V,матилһх,plygu
1097,drehen::V,эргүлх,troelli
1098,wenden::V,көмрх,troi
1099,wenden::V,эргүлх,troi
1100,umdrehen::V,эргүлх,troi
1101,heben::V,өргх,codi
1102,heben::V,деер өргх,codi
1103,hochheben::V,өргх,dyrchafu
1104,ergreifen::V,бәрх,gafael
1105,halten::V,бәрх,dal
1106,drücken::V,шахх,pwyso
1107,drücken::V,шахх,gwasgu
1108,schieben::V,түлкх,gwthio
1109,kratzen::V,мааҗх,crafu
1110,lecken::V,долах,llyfu
1111,beißen::V,хазх,cnoi
1112,beißen::V,хазх,brathu
1113,abreißen::V,таслх,tynnu ymaith
1114,abschneiden::V,тәәрх,torri
1115,binden::V,боох,clymu
1116,stecken::V,шаах,plannu
1117,stecken::V,хатхх,plannu
1118,brechen::V,хамхлх,torri
1119,klopfen::V,цокх,taro
1120,hauen::V,цокх,taro
1121,kleben::V,наах,gludio
1122,reiben::V,зүлгх,rhwbio
1123,streichen::V,наах,taenu
1124,streichen::V,лашх,taenu
1125,streichen::V,түркх,taenu
1126,schleifen::V,хурцлх,hogi
1127,schneiden::V,хәәчлх,torri
1128,rütteln::V,дәәвлүлх,ysgytio
1129,schütteln::V,сегсрх,siglo
1130,schütteln::V,сегсрх,ysgwyd
1131,schwenken::V,дайлх,siglo
1132,schütten::V,кех,tywallt
1133,füllen::V,дүүргх,llenwi
1134,einwickeln::V,орах,lapio
1135,tragen::V,зөөх,cludo
1136,schleppen::V,чирх,llusgo
1137,ziehen::V,татх,tynnu
1138,aufbewahren::V,хадһлх,cadw
1139,werfen::V,хайх,taflu
1140,fangen::V,бәрх,dal
1141,fangen::V,хавлх,dal
1142,packen::V,бәрх,cipio
1143,packen::V,бәрх,crafangu
1144,verstecken::V,дүрх,celu
1145,verstecken::V,дүрх,cuddio
1146,verstecken::V,бултулх,celu
1147,verstecken::V,бултулх,cuddio
1148,teilen::V,хувах,rhannu
1149,schicken::V,илгәх,anfon
1150,bringen::V,авч ирх,dod â
1151,hinzufügen::V,немх,chwanegu
1152,bekommen::V,авх,cael
1153,erhalten::V,авх ,derbyn
1154,nehmen::V,авх,cymryd
1155,wählen::V,шүүх,dewis
1156,auswählen::V,шүүх,dethol
1157,bewahren::V,хадһлх,cadw
1158,bewahren::V,кевтнь үлдәх,cadw
1159,bewahren::V,кевтнь бәәлһх,cadw
1160,behindern::V,харшлх,atal
1161,behindern::V,харшлх,rhwystro
1162,verderben::V,үрәх,difetha
1163,beschädigen::V,эвдх,niweidio
1164,zerbrechen::V,күүлх,torri
1165,zerbrechen::V,хамхлх,torri
1166,zerreißen::V,шуучх,rhwygo
1167,zerstören::V,эвдх,dinistrio
1168,verbrennen::V,шатах,llosgi
1169,geben::V,өгх,rhoi
1170,reichen::V,өгх,estyn
1171,schenken::V,белглх,rhoddi
1172,versprechen::V,амлх,addo
1173,wünschen::V,сә хәәх,dymuno
1174,loben::V,магтх,canmol
1175,küssen::V,үмсх,cusanu
1176,wiegen::V,саатулх,siglo
1177,zudecken::V,бүркх,gorchuddio
1178,wecken::V,серүлх,deffro
1179,zeigen::V,үзүлх,dangos
1180,führen::V,көтлх,arwain
1181,lehren::V,заах,dysgu
1182,lehren::V,сурһх,dysgu
1183,unterrichten::V,сурһх,hyfforddi
1184,unterrichten::V,багшлх,hyfforddi
1185,aufziehen::V,өскәх,dod i fyny
1186,leiten::V,һардх,arwain
1187,leiten::V,толһалх,arwain
1188,antreiben::V,шамдах,annog
1189,lassen::V,күч үзүлх,gadael
1190,einladen::V,үрх,gwahodd
1191,vereinigen::V,хамцулх,uno
1192,vereinigen::V,хамцулх,cyfuno
1193,besuchen::V,одх,ymweld â
1194,treffen::V,харһх,cwrdd
1195,treffen::V,харһх,cyfarfod
1196,sich versammeln::V,цуглрх,casglu
1197,sich versammeln::V,цуглрх,cynnull
1198,sich versammeln::V,хурх,casglu
1199,sich versammeln::V,хурх,cynnull
1200,spielen::V,наадх,chwarae
1201,singen::V,дуулх,canu
1202,tanzen::V,биилх,dawnsio
1203,sich trennen::V,хаһцх,ymwahanu
1204,verlassen::V,хайх,gadael
1205,retten::V,әм аврх,achub
1206,retten::V,әәмшгәс харсх,achub
1207,bewachen::V,харх,gwarchod
1208,bewachen::V,манх,gwarchod
1209,schützen::V,харсх,noddi
1210,verteidigen::V,харсх,amddiffyn
1211,sich schlagen::V,гүвдлдх,ffraeo
1212,sich schlagen::V,гүвдлдх,terfysgu
1213,schießen::V,хах,saethu
1214,siegen::V,диилх,ennill
1215,ärgern::V,уурлулх,cythruddo
1216,schlagen::V,цокх,curo
1217,schlagen::V,гүвдх,curo
1218,stechen::V,хатхх,pigo
1219,stoßen::V,түлкчкх,gwthio
1220,stehlen::V,хулхалх,dwyn
1221,stehlen::V,хулхалх,lladrata
1222,stören::V,һә болх,aflonyddu
1223,belästigen::V,амр эс өгх,trafferthu
1224,verbergen::V,нуух,cuddio
1225,verbergen::V,бултулх,cuddio
1226,täuschen::V,меклх,twyllo
1227,betrügen::V,меклх,hocedu
1228,betrügen::V,мек һарһх,hocedu
1229,töten::V,алх,lladd
1230,wohnen::V,бәәх,byw
1231,arbeiten::V,көдлх,gweithio
1232,sammeln::V,түүх,casglu
1233,pflücken::V,түүх,casglu
1234,pflücken::V,хурах,casglu
1235,jagen::V,аңнх,hela
1236,jagen::V,аңһучлх,hela
1237,fischen::V,заһс аңнх,pysgota
1238,fassen::V,бәрх,dal
1239,hüten::V,хәрүлх,bugeilio
1240,treiben::V,туух,gyrru
1241,anbinden::V,уйх,clymu
1242,füttern::V,теҗәх,porthi
1243,melken::V,саах,godro
1244,hacken::V,чавчх,torri
1245,gießen::V,услх,dyfrhau
1246,reifen::V,болх,aeddfedu
1247,reifen::V,болвсрх,aeddfedu
1248,zubereiten::V,белдх,coginio
1249,kochen::V,чанх,berwi
1250,kochen::V,болһх,berwi
1251,backen::V,болһх,pobi
1252,backen::V,болһх,crasu
1253,braten::V,хуурх,ffrio
1254,umrühren::V,самрх,cyffroi
1255,stricken::V,өлгх,gwau
1256,nähen::V,уйх,gwnïo
1257,färben::V,будх,lliwio
1258,reinigen::V,цеврлх,glanhau
1259,waschen::V,уһах,golchi
1260,abwischen::V,арчх,sychu
1261,spülen::V,зәәлх,streulio
1262,fegen::V,сәвүрдх,ysgubo
1263,kehren::V,сәвүрдх,ysgubo
1264,baden::V,өөмх,cael bath
1265,sich waschen::V,уһах,ymolchi
1266,sich waschen::V,бийән уһаҗ,ymolchi
1267,ausziehen::V,тәәлх,tynnu
1268,anziehen::V,өмсх,gwisgo
1269,sich anziehen::V,хувцлх,ymwisgo
1270,kämmen::V,самлх,cribo
1271,schmücken::V,чимх,harddu
1272,schmücken::V,чимх,addurno
1273,schmücken::V,кеерүлх,harddu
1274,schmücken::V,кеерүлх,addurno
1275,sagen::V,келх,dweud
1276,sprechen::V,келх,llefaru
1277,reden::V,күүндх,siarad
1278,reden::V,күр_кех,siarad
1279,sich unterhalten::V,күүндх,sgwrsio
1280,fragen::V,сурх,gofyn
1281,bitten::V,эрх,gofyn am
1282,erzählen::V,келх,dweud
1283,erzählen::V,келҗ өгх,dweud
1284,mitteilen::V,медүлх,cyfleu
1285,nennen::V,нерәдх,enwi
1286,nennen::V,нер өгх,enwi
1287,rufen::V,дуудх,galw
1288,prahlen::V,көөрх,brolio
1289,prahlen::V,көөрх,ymffrostio
1290,übersetzen::V,орчулх,cyfieithu
1291,denken::V,санх,meddwl
1292,glauben::V,шүтх,credu
1293,glauben::V,шүтх,coelio
1294,glauben::V,нәәлх,credu
1295,glauben::V,нәәлх,coelio
1296,bemerken::V,темдглх,sylwi
1297,erkennen::V,таньх,adnabod
1298,erkennen::V,медх,adnabod
1299,begreifen::V,медх,amgyffred
1300,verstehen::V,соңсх,deall
1301,lernen::V,сурх,dysgu
1302,wissen::V,медх,gwybod
1303,sich erinnern an::V,санх,cofio
1304,vergessen::V,мартх,anghofio
1305,messen::V,кемҗәлх,mesur
1306,zählen::V,тоолх,cyfrif
1307,rechnen::V,тоолх,cyfrifo
1308,lesen::V,умшх,darllen
1309,malen::V,зурх,peintio
1310,zeichnen::V,зурх,tynnu
1311,schreiben::V,бичх,ysgrifennu
1312,besitzen::V,эзлх,meddu
1313,kaufen::V,хулдҗ авх,prynu
1314,verkaufen::V,хулдх,gwerthu
1315,verkaufen::V,гүүлгх,gwerthu
1316,bezahlen::V,өгх,talu am
1317,zahlen::V,өгх,talu
1318,beherrschen::V,эзлх,rheoli
1319,beherrschen::V,эзлх,llywodraethu
1320,ertragen::V,даах,dioddef
1321,treten::V,,cicio
