,Concept_ID,vep,lt
199,Spinne::N,hämähouk,voras
200,Ameise::N,murahaine,skruzdė
201,Laus::N,täi,utėlė
202,Mücke::N,säs'k,uodas
203,Fliege::N,kärbhaine,musė
204,Schmetterling::N,lipkaine,drugys
205,Schmetterling::N,lipkaine,peteliškė
206,Beere::N,marj,uoga
207,Apfel::N,jablok,obuolys
208,Pilz::N,sen',grybas
209,Pilz::N,babuk,grybas
210,Zwiebel::N,lauk,svogūnas
211,Saat::N,semned,sėkla
212,Korn::N,jüvä,grūdai
213,Korn::N,vill',grūdai
214,Heu::N,hein,šienas
215,Schale::N,kor',žievelė
216,Grube::N,kop,duobė
217,Falle::N,rida,pinklės
218,Falle::N,rida,žabangai
219,Schlinge::N,rihm,kilpa
220,Spur::N,jäl'g,vėžė
221,Spur::N,jäl'g,pėdos
222,Spur::N,jäl'g,pėdsakas
223,Asche::N,tuhk,pelenai
224,Dreck::N,redu,purvas
225,Dreck::N,pačak,purvas
226,Eisen::N,raud,geležis
227,Gold::N,kuld,auksas
228,Silber::N,hobed,sidabras
229,Kohle::N,hil',anglis
230,Glas::N,stökol,stiklas
231,Lehm::N,savi,molis
232,Sand::N,lete,smėlis
233,Mensch::N,mez',žmogus
234,Mensch::N,ristit,žmogus
235,Mann::N,mez',vyras
236,Mann::N,mez',vyriškis
237,Frau::N,naine,moteris
238,Kind::N,laps',vaikas
239,Junge::N,poig,vaikinas
240,Junge::N,poig,berniukas
241,Junge::N,prihaine,vaikinas
242,Junge::N,prihaine,berniukas
243,Mädchen::N,neičukaine,mergytė
244,Mädchen::N,neičukaine,mergaitė
245,Familie::N,kanz,šeima
246,Familie::N,pereh,šeima
247,Großvater::N,ded,senelis
248,Großmutter::N,bab,senelė
249,Eltern::N,vanhembad,tėvai
250,Eltern::N,kazvatajad,tėvai
251,Vater::N,tat,tėvas
252,Mutter::N,mam,motina
253,Sohn::N,poig,sūnus
254,Tochter::N,tütär,duktė
255,Bruder::N,veik,brolis
256,Bruder::N,vell',brolis
257,Schwester::N,čiža,sesuo
258,Schwester::N,sizar,sesuo
259,Onkel::N,däd',dėdė
260,Tante::N,tädi,teta
261,Ehemann::N,mužik,vyras
262,Ehefrau::N,ak,žmona
263,Freude::N,ilo,džiaugsmas
264,Freude::N,ihastuz,džiaugsmas
265,Gelächter::N,nagr,juokas
266,Glück::N,oza,laimė
267,Kummer::N,gor'a,vargas
268,Kummer::N,gor'a,rūpestis
269,Wunsch::N,taht,troškimas
270,Wunsch::N,taht,pageidavimas
271,Lust::N,himo,noras
272,Lust::N,himo,geidulys
273,Geist::N,heng,dvasia
274,Gedanke::N,meletuz,mintis
275,Gedächtnis::N,mušt,atmintis
276,Verstand::N,mel',protas
277,Sinn::N,jüvä,prasmė
278,Grund::N,sü,priežastis
279,Wahrheit::N,tozi,tiesa
280,Wahrheit::N,tozi,teisybė
281,Gespräch::N,lodu,pokalbis
282,Gespräch::N,pagin,pokalbis
283,Märchen::N,sarn,pasaka
284,Erzählung::N,sanutez,apsakymas
285,Erzählung::N,sanutez,pasakojimas
286,Nachricht::N,tedotuz,žinia
287,Neuigkeit::N,uzištuz,naujiena
288,Name::N,nimi,vardas
289,Rätsel::N,ozoitez,mįslė
290,Rede::N,pagin,kalba
291,Rede::N,sanad,kalba
292,Sprache::N,kel',kalba
293,Stimme::N,än',balsas
294,Wort::N,sana,žodis
295,Zeichen::N,znam,žymė
296,Zeichen::N,znam,ženklas
297,Ruf::N,kida,šauksmas
298,Ruf::N,kucund,šauksmas
299,Lärm::N,judu,triukšmas
300,Laut::N,kulund,garsas
301,Ton::N,kulund,tonas
302,Ton::N,kulund,garsas
303,Lied::N,pajo,daina
304,Lied::N,pajo,giesmė
305,Ruhe::N,lebu,ramybė
306,Ruhe::N,lebu,ramumas
307,Leute::N,rahvaz,žmonės
308,Volk::N,rahvaz,tauta
309,Arbeit::N,tö,darbas
310,Arbeit::N,tö,triūsas
311,Arbeit::N,rad,darbas
312,Arbeit::N,rad,triūsas
313,Gast::N,adiv,svečias
314,Geschenk::N,lahj,dovana
315,Spiel::N,vänd,žaismas
316,Spiel::N,vänd,žaidimas
317,Gesellschaft::N,sebr,draugija
318,Gesellschaft::N,sebr,kompanija
319,Hilfe::N,abu,pagalba
320,Freund::N,sebranik,draugas
321,Freund::N,sebranik,bičiulis
322,Kamerad::N,sebranik,draugas
323,Angelegenheit::N,azj,dalykas
324,Angelegenheit::N,azj,reikalas
325,Anzahl::N,lugu,kiekis
326,Anzahl::N,lugu,skaičius
327,Art::N,rod,rūšis
328,Art::N,rodsugu,rūšis
329,Stück::N,pala,gabalas
330,Stück::N,supal,gabalas
331,Teil::N,pala,dalis
332,Hälfte::N,pol',pusė
333,Kreis::N,ümbruz,ratas
334,Kreis::N,ümbruz,apskritis
335,Kreis::N,ümbruz,apskritimas
336,Kreis::N,kehkruz,ratas
337,Kreis::N,kehkruz,apskritis
338,Kreis::N,kehkruz,apskritimas
339,Kreuz::N,rist,kryžius
340,Linie::N,pird,linija
341,Strich::N,pird,brėžis
342,Strich::N,pird,brūkšnys
343,Abstand::N,keskust,atstumas
344,Entfernung::N,matk,atstumas
345,Gegend::N,taho,vietovė
346,Platz::N,avaruz',vieta
347,Ort::N,koht,vieta
348,Ort::N,koht,vietovė
349,Seite::N,pol',pusė
350,Seite::N,pol',šonas
351,Seite::N,kül'g,pusė
352,Seite::N,kül'g,šonas
353,Mitte::N,kesk,vidurys
354,Gegenstand::N,kalu,dalykas
355,Sache::N,azj,daiktas
356,Rand::N,röun,kraštas
357,Rand::N,röun,pakraštys
358,Kante::N,röun,kraštas
359,Ecke::N,saum,kertė
360,Ecke::N,saum,kampas
361,Spitze::N,agjaine,priekis
362,Spitze::N,agjaine,priešakys
363,Ende::N,agj,galas
364,Loch::N,reig,skylė
365,Winkel::N,čoga,kampas
366,Winkel::N,čoga,kampelis
367,Winkel::N,saum,kampas
368,Winkel::N,saum,kampelis
369,Muster::N,kirjam,raštas
370,Größe::N,suruz',dydis
371,Größe::N,suruz',didumas
372,Länge::N,piduz,ilgis
373,Länge::N,piduz,ilgumas
374,Höhe::N,korktuz',aukštis
375,Höhe::N,korktuz',aukštuma
376,Gewicht::N,jügu,svoris
377,Gewicht::N,jügu,svarstis
378,Gewicht::N,vedäduz,svoris
379,Gewicht::N,vedäduz,svarstis
380,Menge::N,äjüz',kiekis
381,Menge::N,äjüz',daugybė
382,Haufen::N,kogo,krūva
383,Haufen::N,kogo,šūsnis
384,Reihe::N,rivi,greta
385,Boot::N,veneh,valtis
386,Boot::N,veneh,laivelis
387,Ruder::N,air,irklas
388,Schlitten::N,regi,rogės
389,Schlitten::N,regi,rogutės
390,Schlitten::N,regut,rogės
391,Schlitten::N,regut,rogutės
392,Ski::N,suks',slidė
393,Lagerfeuer::N,nodj,laužas
394,Lagerfeuer::N,pažag,laužas
395,Last::N,jüguz,našta
396,Last::N,jüguz,nešulys
397,Gang::N,astund,eisena
398,Schritt::N,hašk,žingsnis
399,Norden::N,pohjoine,šiaurė
400,Norden::N,pohjoine,žiemiai
401,Süden::N,suvi,pietūs
402,Westen::N,päivlaskm,vakarai
403,Osten::N,päivnouzm,rytai
404,Holz::N,pu,mediena
405,Brett::N,laud,lenta
406,Platte::N,keitim,plokštė
407,Stütze::N,tugi,atrama
408,Stütze::N,tugi,atspara
409,Stange::N,arz',lazda
410,Stange::N,arz',kartis
411,Stock::N,kalu,lazda
412,Stab::N,seibaz,kartis
413,Rohr::N,torv,vamzdis
414,Haus::N,pert',namas
415,Heim::N,kodi,namai
416,Ofen::N,päč,krosnis
417,Fußboden::N,lava,grindys
418,Tisch::N,laud,stalas
419,Tisch::N,stal'c,stalas
420,Stuhl::N,ištim,kėdė
421,Wiege::N,kätte,lopšys
422,Bett::N,sija,lova
423,Bett::N,sija,patalai
424,Bett::N,magaduzsija,lova
425,Bett::N,magaduzsija,patalai
426,Regal::N,palič,lentyna
427,Kiste::N,mülütim,dėžė
428,Fenster::N,ikun,langas
429,Tür::N,uks',durys
430,Tor::N,verai,vartai
431,Zaun::N,aid,tvora
432,Dach::N,katuz,stogas
433,Leiter::N,pordhad,kopėčios
434,Besen::N,lud,šluota
435,Besen::N,vast,šluota
436,Spaten::N,labid,lopeta
437,Spaten::N,labid,kastuvas
438,Schaufel::N,labid,semtuvas
439,Gabel::N,hangoine,šakutė
440,Löffel::N,luzik,šaukštas
441,Messer::N,veič,peilis
442,Nagel::N,nagl,vinis
443,Netz::N,verk,tinklas
444,Haken::N,kouk,vagis
445,Haken::N,kouk,kablys
446,Griff::N,kägä,kotas
447,Griff::N,kägä,rankena
448,Griff::N,varz',kotas
449,Griff::N,varz',rankena
450,Schloss::N,lukkol,spyna
451,Schloss::N,lukkol,užraktas
452,Bild::N,kuva,paveikslas
453,Figur::N,figur,figūra
454,Puppe::N,tätüine,lėlė
455,Beutel::N,havad,krepšys
456,Beutel::N,havad,maišelis
457,Bündel::N,toppaz,ryšulys
458,Bündel::N,käč,ryšulys
459,Tasche::N,sumk,krepšelis
460,Eimer::N,vädr,kibiras
461,Deckel::N,katuz,dangtis
462,Geschirr::N,astii,indai
463,Sack::N,havad,maišas
464,Tasse::N,čašk,puodukas
465,Topf::N,pada,puodas
466,Kessel::N,katil,katilas
467,Essen::N,sönd,valgis
468,Nahrung::N,söm,penas
469,Nahrung::N,söm,maistas
470,Speise::N,sömine,patiekalas
471,Fleisch::N,liha,mėsa
472,Getreide::N,vill',javai
473,Brei::N,pudr,košė
474,Brot::N,leib,duona
475,Scheibe::N,bibaleh,riekė
476,Scheibe::N,šlik,riekė
477,Fett::N,razv,taukai
478,Fett::N,razv,riebalai
479,Butter::N,voi,sviestas
480,Öl::N,voi,aliejus
481,Salz::N,sol,druska
482,Suppe::N,lem',sriuba
483,Suppe::N,keitoz,sriuba
484,Honig::N,mezi,medus
485,Milch::N,maid,pienas
486,Tee::N,čai,arbata
487,Leder::N,nahk,oda
488,Wolle::N,vill,vilna
489,Stoff::N,kangaz,audeklas
490,Nadel::N,negl,adata
491,Faden::N,nit',gija
492,Faden::N,nit',siūlas
493,Knopf::N,nübl',saga
494,Knoten::N,sol'm,mazgas
495,Farbe::N,muju,dažai
496,Kleidung::N,sobad,rūbai
497,Kleidung::N,sobad,drabužiai
498,Hemd::N,paid,marškiniai
499,Kragen::N,kagluz,apykaklė
500,Ärmel::N,hijam,rankovė
501,Hose::N,štanad,kelnės
502,Gürtel::N,vö,juosta
503,Gürtel::N,vö,diržas
504,Mütze::N,šapuk,kepurė
505,Schuh::N,keng',batas
506,Stiefel::N,sapug,auliniai batai
507,Ring::N,rengaz,žiedas
508,Band::N,lentaine,kaspinas
509,Kamm::N,suga,šukos
510,Spiegel::N,zerkol,veidrodis
511,Riemen::N,vö,diržas
512,Schnur::N,nor,virvė
513,Leine::N,talutimnor,pavadėlis
514,Decke::N,sijakatuz,antklodė
515,Kissen::N,pöluz,pagalvė
516,Kissen::N,pöluz,priegalvis
517,Tuch::N,paik,skarelė
518,Handtuch::N,käzipaik,rankšluostis
519,Kraft::N,vägi,jėga
520,Stärke::N,vahvuz',stiprumas
521,Gesundheit::N,tervhuz,sveikata
522,Krankheit::N,läžund,liga
523,Schmerz::N,kibu,skausmas
524,Wunde::N,čapatez,žaizda
525,Fieber::N,säru,karštis
526,Arznei::N,zel'l',vaistas
527,Brücke::N,sild,tiltas
528,Brunnen::N,kaiv,šulinys
529,Weide::N,omaluine,ganykla
530,Weide::N,omaluine,gluosnis
531,Pfad::N,tehut,takas
532,Weg::N,te,kelias
533,Straße::N,te,gatvė
534,Dorf::N,külä,kaimas
535,Dorf::N,külä,sodžius
536,Stadt::N,lidn,miestas
537,Brief::N,kirjeine,laiškas
538,Buch::N,kirj,knyga
539,Buchstabe::N,kirjam,raidė
540,Zeitung::N,lehtez,laikraštis
541,Leben::N,elo,gyvybė
542,Leben::N,elo,gyvenimas
543,Tod::N,surm,mirtis
544,Grab::N,kaum,kapas
545,Kirche::N,jumalanpert',bažnyčia
546,Sünde::N,grähk,nuodėmė
547,Sünde::N,grähk,nusidėjimas
548,Gott::N,jumal,dievas
549,Arbeiter::N,radnik,darbininkas
550,Chef::N,pämez',šefas
551,Chef::N,pämez',vadovas
552,Chef::N,pämez',viršininkas
553,Meister::N,mastar,meistras
554,Arzt::N,lekar',gydytojas
555,Lehrer::N,opendai,mokytojas
556,Geld::N,rahad,pinigai
557,Geschäft::N,biznes,biznis
558,Laden::N,lauk,krautuvė
559,Laden::N,lauk,parduotuvė
560,Preis::N,arv,kaina
561,Ware::N,tavar,prekė
562,Nutzen::N,liža,nauda
563,Nutzen::N,liža,pelnas
564,Reichtum::N,kodielo,turtas
565,Reichtum::N,kal'huz',turtas
566,Welt::N,mail'm,pasaulis
567,Land::N,ma,žemė
568,Land::N,ma,šalis
569,Staat::N,valdkund,valstija
570,König::N,kunigaz,karalius
571,Macht::N,vald,galia
572,Macht::N,vald,valdžia
573,Grenze::N,röun,riba
574,Grenze::N,röun,siena
575,Krieg::N,soda,karas
576,Feind::N,vihanik,priešas
577,Feind::N,vastustai,priešas
578,Gewalt::N,vägivald,jėga
579,Gewalt::N,vägivald,smurtas
580,Gewalt::N,vägivald,prievarta
581,Kampf::N,tora,kova
582,Bogen[Waffe]::N,taug,lankas
583,Pfeil::N,nol,strėlė
584,Gewehr::N,oružj,šautuvas
585,Fehler::N,viga,klaida
586,Lüge::N,kelastuz,melas
587,Schaden::N,pahuz',nuostolis
588,Schaden::N,pahuz',apgadinimas
589,Unglück::N,bed,nelaimė
590,Unglück::N,gor'a,nelaimė
591,Schuld::N,värhuz',kaltė
592,Alter::N,igä,amžius
593,Schluss::N,lop,pabaiga
594,Zeit::N,aig,laikas
595,Tag::N,päiv,diena
596,Morgen::N,homendez,rytas
597,Mittag::N,keskpäiv,vidurdienis
598,Abend::N,eht,vakaras
599,Nacht::N,ö,naktis
600,Woche::N,nedal',savaitė
601,Monat::N,ku,mėnuo
602,Jahr::N,voz',metai
603,Frühling::N,keväz',pavasaris
604,Sommer::N,keza,vasara
605,Herbst::N,sügüz',ruduo
606,Winter::N,tal'v,žiema
607,Januar::N,viluku,sausis
608,Februar::N,uhoku,vasaris
609,März::N,keväz'ku,kovas
610,April::N,sulaku,balandis
611,Mai::N,semendku,gegužė
612,Juni::N,kezaku,birželis
613,Juli::N,heinku,liepa
614,August::N,eloku,rugpjūtis
615,September::N,sügüz'ku,rugsėjis
616,Oktober::N,reduku,spalis
617,November::N,kül'mku,lapkritis
618,Dezember::N,tal'vku,gruodis
619,Montag::N,ezmärg,pirmadienis
620,Dienstag::N,tožnarg,antradienis
621,Mittwoch::N,koumanz'päiv,trečiadienis
622,Donnerstag::N,nellänz'päiv,ketvirtadienis
623,Freitag::N,pätnič,penktadienis
624,Freitag::N,videnz'päiv,penktadienis
625,Samstag::N,sobat,šeštadienis
626,Sonntag::N,pühäpäiv,sekmadienis
627,groß::A,sur',didis
628,groß::A,sur',didelis
629,groß::A,järed,didis
630,groß::A,järed,didelis
631,klein::A,pen',mažas
632,klein::A,pičuine,mažas
633,lang::A,pit'k,ilgas
634,kurz::A,lühüd,trumpas
635,breit::A,leved,platus
636,schmal::A,kaid,smulkus
637,dicht::A,tihed,tankus
638,dick[Gegenstand]::A,paks,storas
639,dünn::A,hoik,plonas
640,fein::A,hen,smulkus
641,fest::A,luja,kietas
642,fest::A,luja,tvirtas
643,fest::A,ninev,kietas
644,fest::A,ninev,tvirtas
645,flach::A,lapak,lėkštas
646,flach::A,lapak,plokščias
647,glatt::A,siled,slidus
648,hart::A,kova,kietas
649,weich::A,pehmed,minkštas
650,rund::A,kehker,apvalus
651,rund::A,kehker,apskritas
652,spitz::A,nügu,aštrus
653,spitz::A,nügu,smailus
654,spitz::A,terav,aštrus
655,spitz::A,terav,smailus
656,scharf::A,terav,aštrus
657,stumpf::A,tül'c,bukas
658,stumpf::A,tül'c,atšipęs
659,schwer::A,jüged,sunkus
660,schön::A,čoma,gražus
661,heiß::A,räk,karštas
662,warm::A,läm',šiltas
663,kalt::A,vilu,šaltas
664,kühl::A,raibak,vėsus
665,kühl::A,raibak,bejausmis
666,kühl::A,viluhk,vėsus
667,kühl::A,viluhk,bejausmis
668,frisch::A,lahed,šviežias
669,feucht::A,neps,drėgnas
670,feucht::A,toreh,drėgnas
671,nass::A,märg,šlapias
672,trocken::A,kuiv,sausas
673,voll::A,täuz',pilnas
674,leer::A,joudai,tuščias
675,offen::A,avoin,atviras
676,offen::A,avol'jaine,atviras
677,geschlossen::A,saubaline,uždaras
678,geschlossen::A,saubaline,uždarytas
679,sauber::A,puhtaz,švarus
680,schmutzig::A,redukaz,nešvarus
681,schmutzig::A,redukaz,purvinas
682,roh::A,rohk,žalias
683,roh::A,toreh,žalias
684,reif::A,küps,prinokęs
685,reif::A,küps,pribrendęs
686,lecker::A,magukaz,gardus
687,süß::A,maged,saldus
688,bitter::A,karged,kartus
689,sauer::A,muiged,gižus
690,sauer::A,muiged,rūgštus
691,hell::A,kirkas,šviesus
692,hell::A,kirkas,skaistus
693,hell::A,valgei,šviesus
694,hell::A,valgei,skaistus
695,dunkel::A,pimed,tamsus
696,schwarz::A,must,juodas
697,weiß::A,vauged,baltas
698,rot::A,rusked,raudonas
699,gelb::A,pakuine,geltonas
700,blau::A,sinine,mėlynas
701,grün::A,vihand,žalias
702,grau::A,hahk,pilkas
703,bunt::A,kirjav,margas
704,bunt::A,kirjav,spalvotas
705,billig::A,odav,pigus
706,teuer::A,kalliž,brangus
707,wertvoll::A,arvokas,vertingas
708,blind::A,soged,aklas
709,taub::A,kurdiž,kurčias
710,kräftig::A,vägev,stiprus
711,stark::A,vahv,stiprus
712,stark::A,vägekaz,stiprus
713,schwach::A,väll',silpnas
714,fett::A,razvakaz,riebus
715,schlank::A,kapos,laibas
716,schlank::A,kapos,lieknas
717,hübsch::A,čoma,gražus
718,böse::A,äred,blogas
719,böse::A,käred,blogas
720,dumm::A,el'getoi,paikas
721,dumm::A,el'getoi,kvailas
722,faul::A,lašk,tingus
723,fleißig::A,radonnavedii,stropus
724,fleißig::A,radonnavedii,kruopštus
725,geizig::A,ažlak,šykštus
726,klug::A,melev,sumanus
727,klug::A,melev,protingas
728,klug::A,melekaz,sumanus
729,klug::A,melekaz,protingas
730,geschickt::A,mahtokaz,apsukrus
731,lieb::A,izo,mielas
732,lieb::A,sula,mielas
733,lustig::A,ilokaz,smagus
734,lustig::A,ilokaz,linksmas
735,sanft::A,laskav,švelnus
736,sanft::A,laskav,minkštas
737,hungrig::A,näl'ghine,alkanas
738,krank::A,läžui,ligotas
739,krank::A,läžui,sergantis
740,nackt::A,alastoi,nuogas
741,traurig::A,opalahine,liūdnas
742,lebendig::A,eläb,gyvas
743,gut::A,hüvä,geras
744,schlecht::A,huba,blogas
745,schlecht::A,huba,prastas
746,richtig::A,oiged,tikras
747,richtig::A,oiged,teisingas
748,schlimm::A,paha,blogas
749,schlimm::A,paha,prastas
750,wahr::A,todesine,tikras
751,alt::A,vanh,senas
752,neu::A,uz',naujas
753,ehemalig::A,edeline,buvęs
754,alt[Lebewesen]::A,ravaz,pagyvenęs
755,jung::A,nor',jaunas
756,arm::A,gol'l',neturtingas
757,reich::A,elokaz,turtingas
758,bekannt::A,tutab,žinomas
759,bekannt::A,tutab,pažįstamas
760,berühmt::A,tetab,žymus
761,berühmt::A,tetab,garsus
762,fremd::A,veraz,svetimas
763,verschieden::A,erazvuitte,įvairus
764,nah::A,läheline,artimas
765,fern::A,edahaine,tolimas
766,linker::A,hura,kairys
767,rechter::A,oiged,dešinys
768,anderer::A,toine,kitas
769,erster::A,ezmäine,pirmas
770,zweiter::A,toine,antras
771,dritter::A,koumanz',trečias
772,letzter::A,jäl'gmäine,paskutinis
773,allein::ADV,üksnäze,vienas
774,auf einmal::ADV,ühten aigan,iš karto
775,zusammen::ADV,ühtes,kartu
776,zusammen::ADV,ühtes,drauge
777,lange::ADV,hätken,ilgai
778,plötzlich::ADV,äkkid,staiga
779,sofort::ADV,kerdalaz,tuojau
780,später::ADV,möhemba,vėliau
781,später::ADV,möhemba,paskiau
782,jetzt::ADV,nügüd',dabãr
783,heute::ADV,tämbei,šiandien
784,morgen::ADV,homen,rytoj
785,bald::ADV,pigai,greitai
786,bald::ADV,pigai,netrukus
787,dann::ADV,sid',po to
788,gestern::ADV,eglai,vakar
789,einst::ADV,ende,kadaise
790,einst::ADV,ende,kitą kartą
791,einst::ADV,kerdan,kadaise
792,einst::ADV,kerdan,kitą kartą
793,damals::ADV,siloi,anuomet
794,damals::ADV,siloi,anuokart
795,danach::ADV,sid',po to
796,danach::ADV,sid',paskui
797,vorher::ADV,ende,anksčiau
798,zuerst::ADV,ezmäi,pirma
799,zuerst::ADV,ezmäi,iš pradžių̃
