,Concept_ID,la,zh
863,zuhören::V,auscultare,倾听
864,probieren::V,gustare,尝
865,riechen::V,olfacere,闻
866,fühlen::V,sentire,感到
867,scheinen::V,videri,照耀
868,zu sehen sein::V,conspici,可以看到
869,vernehmen::V,comperire,审讯
870,frieren::V,algere,觉得冷
871,tun::V,facere,作
872,können::V,posse,能
873,wollen::V,velle,要
874,anfangen::V,incipere,开始
875,beenden::V,finire,结束
876,aufhören::V,desistere,停止
877,gelingen::V,contingere,成功
878,geraten::V,evenire,陷于
879,öffnen::V,aperire,打开
880,schließen::V,claudere,关
881,stellen::V,sistere,放
882,setzen::V,ponere,放
883,legen::V,ponere,摆
884,berühren::V,tangere,触
885,verbinden::V,iungere,联结
886,bedecken::V,tegere,覆盖
887,bedecken::V,operire,覆盖
888,aufhängen::V,suspendere,挂
889,anzünden::V,accendere,点
890,anzünden::V,inflammare,点
891,aufheben::V,tollere,拾起
892,zurücklassen::V,relinquere,遗留
893,verlieren::V,perdere,丧失
894,verlieren::V,amittere,丧失
895,fallen lassen::V,dimittere,让掉下
896,machen::V,facere,做
897,herstellen::V,fabricare,生产
898,bauen::V,construere,建造
899,reparieren::V,reparare,修理
900,verbessern::V,emendare,改进
901,ändern::V,mutare,改变
902,graben::V,fodere,挖
903,beugen::V,flectere,弯下
904,biegen::V,curvare,弯
905,drehen::V,torquere,转动
906,wenden::V,vertere,转动
907,umdrehen::V,convertere,转动
908,heben::V,tollere,举起
909,hochheben::V,levare,抬高
910,ergreifen::V,capessere,抓住
911,halten::V,tenere,拿着
912,drücken::V,premere,压
913,schieben::V,promovere,推
914,kratzen::V,radere,搔
915,lecken::V,lambere,舔
916,beißen::V,mordere,咬
917,abreißen::V,avellere,撕下
918,abschneiden::V,desecare,切断
919,binden::V,ligare,捆
920,stecken::V,inserere,插
921,brechen::V,rumpere,断裂
922,klopfen::V,pultare,敲
923,hauen::V,ferire,揍
924,kleben::V,agglutinare,粘
925,reiben::V,terere,摩擦
926,streichen::V,oblinere,涂
927,schleifen::V,acuere,拖曳
928,schneiden::V,secare,切
929,rütteln::V,quassare,颠簸
930,schütteln::V,quatere,摇动
931,schwenken::V,ventilare,摇动
932,schütten::V,fundere,倒
933,füllen::V,complere,填满
934,einwickeln::V,involvere,包
935,tragen::V,ferre,提
936,tragen::V,portare,提
937,schleppen::V,pertrahere,扛
938,ziehen::V,trahere,拉
939,aufbewahren::V,asservare,保存
940,werfen::V,iacere,扔
941,fangen::V,capere,捕捉
942,packen::V,capessere,抓住
943,verstecken::V,abdere,藏
944,teilen::V,partiri,分
945,teilen::V,dividere,分
946,schicken::V,mittere,派遣
947,bringen::V,apportare,带来
948,hinzufügen::V,addere,添加
949,bekommen::V,adipisci,得到
950,erhalten::V,accipere,接到
951,nehmen::V,sumere,拿
952,wählen::V,eligere,挑选
953,auswählen::V,deligere,选择
954,bewahren::V,conservare,保持
955,behindern::V,impedire,防碍
956,verderben::V,corrumpere,败坏
957,beschädigen::V,laedere,损坏
958,zerbrechen::V,rumpere,破碎
959,zerbrechen::V,frangere,破碎
960,zerreißen::V,discindere,撕碎
961,zerstören::V,delere,毁坏
962,verbrennen::V,urere,燃烧
963,verbrennen::V,cremare,燃烧
964,geben::V,dare,给
965,reichen::V,praebere,递给
966,schenken::V,donare,赠送
967,schenken::V,largiri,赠送
968,versprechen::V,polliceri,许诺
969,versprechen::V,promittere,许诺
970,loben::V,laudare,表扬
971,küssen::V,osculari,亲
972,zudecken::V,tegere,盖上
973,wecken::V,excitare,唤起
974,zeigen::V,monstrare,指
975,führen::V,ducere,带领
976,lehren::V,docere,教
977,unterrichten::V,instituere,讲课
978,aufziehen::V,nutrire,抚养
979,leiten::V,ducere,领导
980,antreiben::V,incitare,催促
981,lassen::V,iubere,让
982,einladen::V,invitare,邀请
983,vereinigen::V,coniungere,统一
984,besuchen::V,visere,参观
985,treffen::V,convenire,会面
986,sich versammeln::V,convenire,聚集
987,spielen::V,ludere,玩
988,singen::V,cantare,唱歌
989,tanzen::V,saltare,跳舞
990,sich trennen::V,digredi,分别
991,sich trennen::V,discedere,分别
992,verlassen::V,deserere,离开
993,verlassen::V,relinquere,离开
994,retten::V,servare,救
995,bewachen::V,custodire,守卫
996,schützen::V,tueri,保护
997,schützen::V,tutari,保护
998,verteidigen::V,defendere,保卫
999,sich schlagen::V,luctari,打架
1000,schießen::V,iaculari,射击
1001,siegen::V,vincere,获胜
1002,ärgern::V,irritare,激怒
1003,schlagen::V,ferire,打
1004,treten::V,calcare,踢
1005,stechen::V,pungere,刺
1006,stoßen::V,tundere,撞
1007,stehlen::V,furari,盗窃
1008,stören::V,turbare,干扰
1009,belästigen::V,obtundere,打搅
1010,verbergen::V,celare,隐藏
1011,verbergen::V,occultare,隐藏
1012,täuschen::V,fallere,欺骗
1013,betrügen::V,fraudare,欺骗
1014,töten::V,necare,杀
1015,töten::V,caedere,杀
1016,wohnen::V,habitare,居住
1017,arbeiten::V,laborare,工作
1018,sammeln::V,colligere,收集
1019,pflücken::V,carpere,采
1020,jagen::V,venari,打猎
1021,fischen::V,piscari,捕鱼
1022,fassen::V,capere,捉住
1023,hüten::V,custodire,守护
1024,treiben::V,agere,漂
1025,anbinden::V,alligare,拴
1026,füttern::V,nutrire,喂
1027,melken::V,mulgere,挤奶
1028,hacken::V,findere,剁细
1029,gießen::V,rigare,浇
1030,reifen::V,maturescere,成熟
1031,zubereiten::V,apparare,
1032,kochen::V,coquere,煮
1033,backen::V,coquere,烤
1034,braten::V,torrere,煎
1035,umrühren::V,commovere,搅拌
1036,stricken::V,texere,织
1037,nähen::V,suere,缝
1038,färben::V,tingere,染色
1039,reinigen::V,purgare,清洁
1040,waschen::V,lavare,洗
1041,abwischen::V,abstergere,擦掉
1042,spülen::V,perluere,清洗
1043,fegen::V,verrere,扫
1044,kehren::V,purgare,打扫
1045,baden::V,lavari,给...洗澡
1046,sich waschen::V,lavari,洗澡
1047,ausziehen::V,exuere,脱
1048,anziehen::V,induere,穿
1049,sich anziehen::V,vestiri,穿衣
1050,kämmen::V,pectere,梳
1051,schmücken::V,ornare,装饰
1052,schmücken::V,decorare,装饰
1053,sagen::V,dicere,说
1054,sprechen::V,fari,说
1055,reden::V,loqui,讲
1056,sich unterhalten::V,colloqui,聊天
1057,sich unterhalten::V,disputare,聊天
1058,fragen::V,rogare,问
1059,fragen::V,quaerere,问
1060,bitten::V,orare,请
1061,bitten::V,rogare,请
1062,erzählen::V,narrare,叙述
1063,mitteilen::V,communicare,通知
1064,nennen::V,appellare,叫做
1065,rufen::V,vocare,叫
1066,prahlen::V,gloriari,吹牛
1067,übersetzen::V,vertere,翻译
1068,denken::V,cogitare,想
1069,glauben::V,credere,以为
1070,bemerken::V,animadvertere,发觉
1071,erkennen::V,cognoscere,识别
1072,begreifen::V,comprehendere,理解
1073,verstehen::V,intellegere,明白
1074,lernen::V,discere,学
1075,wissen::V,scire,知道
1076,sich erinnern an::V,meminisse,回忆
1077,vergessen::V,oblivisci,忘记
1078,messen::V,metiri,测量
1079,zählen::V,numerare,数
1080,rechnen::V,reri,计算
1081,rechnen::V,calculare,计算
1082,lesen::V,legere,读
1083,malen::V,pingere,画
1084,zeichnen::V,scribere,绘制
1085,schreiben::V,scribere,写
1086,besitzen::V,possidere,占有
1087,kaufen::V,emere,买
1088,verkaufen::V,vendere,卖
1089,bezahlen::V,pendere,付钱
1090,zahlen::V,solvere,支付
1091,beherrschen::V,regere,统治
1092,beherrschen::V,imperare,统治
1093,ertragen::V,tolerare,忍耐
1094,ertragen::V,sustinere,忍耐
1095,wünschen::V,,祝
1096,wiegen::V,,轻摇
