,Concept_ID,tr,ro
161,Ast::N,budak,creangă
162,Zweig::N,dal,ramură
163,Zweig::N,dal,creangă
164,Blatt::N,yaprak,frunză
165,Birke::N,huş,mesteacăn
166,Kiefer[Baum]::N,çam,pin
167,Weide[Baum]::N,söğüt,salcie
168,Weide[Baum]::N,söğüt,răchită
169,Tanne::N,çam,brad
170,Tanne::N,köknar,brad
171,Horn::N,boynuz,corn
172,Feder::N,tüy,pană
173,Fell::N,post,piele
174,Flügel::N,kanat,aripă
175,Klaue::N,pençe,gheară
176,Kralle::N,tırnak,labă
177,Kralle::N,tırnak,gheară
178,Schwanz::N,kuyruk,coadă
179,Ei::N,yumurta,ou
180,Nest::N,yuva,cuib
181,Bau::N,in,bârlog
182,Bau::N,in,vizuină
183,Tier::N,hayvan,animal
184,Herde::N,sürü,turmă
185,Herde::N,sürü,cireadă
186,Kuh::N,inek,vacă
187,Bulle::N,boğa,taur
188,Pferd::N,at,cal
189,Pferd::N,beygir,cal
190,Schaf::N,koyun,oaie
191,Schwein::N,domuz,porc
192,Hund::N,it,câine
193,Hund::N,köpek,câine
194,Katze::N,kedi,pisică
195,Bär::N,ayı,urs
196,Eichhörnchen::N,sincap,veveriță
197,Elch::N,büyük kuzey geyiği,elan
198,Fuchs::N,tilki,vulpe
199,Hase::N,tavşan,iepure
200,Maus::N,fare,șoarece
201,Maus::N,sıçan,șoarece
202,Wolf::N,kurt,lup
203,Vogel::N,kuş,pasăre
204,Schwarm::N,sürü,cârd
205,Huhn::N,tavuk,găină
206,Hahn::N,horoz,cocoș
207,Gans::N,kaz,gâscă
208,Adler::N,kartal,vultur
209,Adler::N,karakuş,vultur
210,Ente::N,ördek,rață
211,Eule::N,baykuş,bufniță
212,Kranich::N,turna,cocor
213,Krähe::N,karga,cioară
214,Kuckuck::N,guguk,cuc
215,Schwan::N,kuğu,lebădă
216,Fisch::N,balık,pește
217,Barsch::N,hani,biban
218,Barsch::N,levrek,biban
219,Hecht::N,turnabalığı,știucă
220,Schlange[Tier]::N,yılan,șarpe
221,Wurm::N,kurt,vierme
222,Wurm::N,solucan,vierme
223,Spinne::N,örümcek,păianjen
224,Ameise::N,karınca,furnică
225,Laus::N,bit,păduche
226,Mücke::N,sivrisinek,țânțar
227,Fliege::N,sinek,muscă
228,Schmetterling::N,kelebek,fluture
229,Beere::N,tane,boabă
230,Apfel::N,elma,măr
231,Pilz::N,mantar,burete
232,Pilz::N,mantar,ciupercă
233,Zwiebel::N,soğan,ceapă
234,Saat::N,ekin,semănătură
235,Korn::N,tane,grâu
236,Heu::N,kuru ot,fân
237,Schale::N,kabuk,coajă
238,Grube::N,çukur,groapă
239,Falle::N,tuzak,cursă
240,Falle::N,tuzak,capcană
241,Schlinge::N,ilmik,laț
242,Spur::N,iz,dâră
243,Asche::N,kül,cenușă
244,Dreck::N,pislik,noroi
245,Dreck::N,pislik,murdărie
246,Eisen::N,demir,fier
247,Gold::N,altın,aur
248,Silber::N,gümüş,argint
249,Kohle::N,kömür,cărbune
250,Glas::N,cam,sticlă
251,Lehm::N,balçık,lut
252,Lehm::N,balçık,humă
253,Sand::N,kum,nisip
254,Mensch::N,insan,om
255,Mensch::N,insan,persoană
256,Mann::N,adam,om
257,Mann::N,adam,bărbat
258,Mann::N,erkek,om
259,Mann::N,erkek,bărbat
260,Frau::N,bayan,femeie
261,Kind::N,çocuk,copil
262,Junge::N,erkek çocuk,băiat
263,Junge::N,erkek çocuk,flăcău
264,Mädchen::N,kız,fată
265,Familie::N,aile,familie
266,Großvater::N,dede,bunic
267,Großvater::N,dede,tată mare
268,Großvater::N,büyükbaba,bunic
269,Großvater::N,büyükbaba,tată mare
270,Großmutter::N,nine,bunică
271,Großmutter::N,nine,mamă mare
272,Großmutter::N,büyükanne,bunică
273,Großmutter::N,büyükanne,mamă mare
274,Eltern::N,ebeveyn,părinți
275,Eltern::N,ana baba,părinți
276,Vater::N,ata,tată
277,Vater::N,ata,părinte
278,Vater::N,baba,tată
279,Vater::N,baba,părinte
280,Mutter::N,ana,mamă
281,Mutter::N,anne,mamă
282,Sohn::N,oğul,fiu
283,Sohn::N,oğul,fecior
284,Tochter::N,kız,fiică
285,Tochter::N,kız evlât,fiică
286,Bruder::N,abi,frate
287,Bruder::N,erkek kardeş,frate
288,Schwester::N,abla,soră
289,Schwester::N,kız kardeş,soră
290,Onkel::N,dayı,unchi
291,Tante::N,hala,mătușă
292,Tante::N,teyze,mătușă
293,Ehemann::N,koca,soț
294,Ehemann::N,koca,bărbat
295,Ehefrau::N,karı,soție
296,Freude::N,neşe,bucurie
297,Freude::N,sevinç,bucurie
298,Gelächter::N,gülme,râset
299,Gelächter::N,kahkaha,râset
300,Glück::N,mutluluk,fericire
301,Kummer::N,dert,mâhnire
302,Kummer::N,keder,mâhnire
303,Wunsch::N,arzu,dorință
304,Wunsch::N,arzu,deziderat
305,Wunsch::N,istek,dorință
306,Wunsch::N,istek,deziderat
307,Lust::N,arzu,poftă
308,Lust::N,arzu,înclinare
309,Lust::N,heves,poftă
310,Lust::N,heves,înclinare
311,Geist::N,tin,duh
312,Geist::N,tin,minte
313,Geist::N,tin,suflet
314,Gedanke::N,fikir,gând
315,Gedanke::N,fikir,cuget
316,Gedanke::N,düşünce,gând
317,Gedanke::N,düşünce,cuget
318,Gedächtnis::N,bellek,memorie
319,Verstand::N,zekâ,minte
320,Verstand::N,zekâ,intelect
321,Sinn::N,anlam,sens
322,Sinn::N,anlam,înțeles
323,Grund::N,sebep,cauză
324,Grund::N,sebep,pricină
325,Wahrheit::N,doğruluk,adevăr
326,Wahrheit::N,gerçeklik,adevăr
327,Gespräch::N,görüşme,convorbire
328,Gespräch::N,görüşme,conversație
329,Märchen::N,masal,basm
330,Märchen::N,masal,poveste
331,Erzählung::N,öykü,poveste
332,Erzählung::N,hikâye,poveste
333,Nachricht::N,haber,veste
334,Neuigkeit::N,haber,noutate
335,Neuigkeit::N,haber,actualitate
336,Name::N,ad,nume
337,Name::N,isim,nume
338,Rätsel::N,bilmece,ghicitoare
339,Rede::N,söylev,discurs
340,Rede::N,konuşma,discurs
341,Sprache::N,dil,limbă
342,Sprache::N,dil,limbaj
343,Sprache::N,lisan,limbă
344,Sprache::N,lisan,limbaj
345,Stimme::N,ses,glas
346,Wort::N,kelime,cuvânt
347,Zeichen::N,işaret,semn
348,Zeichen::N,işaret,semnal
349,Ruf::N,çağırma,chemare
350,Lärm::N,şamata,zgomot
351,Lärm::N,şamata,tărăboi
352,Lärm::N,gürültü,zgomot
353,Lärm::N,gürültü,tărăboi
354,Laut::N,ses,sunet
355,Ton::N,ses,ton
356,Lied::N,türkü,cântec
357,Ruhe::N,sakinlik,odihnă
358,Ruhe::N,sakinlik,liniște
359,Leute::N,halk,lume
360,Leute::N,halk,oameni
361,Leute::N,insanlar,lume
362,Leute::N,insanlar,oameni
363,Volk::N,ulus,popor
364,Volk::N,ulus,națiune
365,Volk::N,millet,popor
366,Volk::N,millet,națiune
367,Arbeit::N,iş,lucru
368,Arbeit::N,çalışma,lucru
369,Gast::N,konuk,musafir
370,Gast::N,misafir,musafir
371,Geschenk::N,hediye,dar
372,Geschenk::N,hediye,cadou
373,Geschenk::N,armağan,dar
374,Geschenk::N,armağan,cadou
375,Spiel::N,oyun,joc
376,Gesellschaft::N,çevre,societate
377,Gesellschaft::N,arkadaşlık,societate
378,Hilfe::N,yardım,ajutor
379,Freund::N,dost,amic
380,Freund::N,dost,prieten
381,Freund::N,arkadaş,amic
382,Freund::N,arkadaş,prieten
383,Kamerad::N,arkadaş,tovarăș
384,Angelegenheit::N,iş,afacere
385,Angelegenheit::N,husus,afacere
386,Anzahl::N,sayı,număr
387,Anzahl::N,sayı,cantitate
388,Art::N,çeşit,fel
389,Art::N,çeşit,specie
390,Stück::N,tane,bucată
391,Stück::N,parça,bucată
392,Teil::N,kısım,parte
393,Teil::N,kısım,porție
394,Hälfte::N,yarı,jumătate
395,Kreis::N,daire,cerc
396,Kreuz::N,haç,cruce
397,Linie::N,hat,linie
398,Linie::N,çizgi,linie
399,Strich::N,çizgi,linie
400,Strich::N,çizgi,trăsătură
401,Abstand::N,aralık,distanță
402,Abstand::N,aralık,depărtare
403,Entfernung::N,mesafe,distanță
404,Entfernung::N,mesafe,depărtare
405,Entfernung::N,uzaklık,distanță
406,Entfernung::N,uzaklık,depărtare
407,Gegend::N,yöre,regiune
408,Platz::N,yer,loc
409,Ort::N,yer,loc
410,Seite::N,yan,latură
411,Seite::N,taraf,latură
412,Mitte::N,orta,centru
413,Mitte::N,merkez,centru
414,Gegenstand::N,şey,obiect
415,Sache::N,iş,lucru
416,Sache::N,iş,chestie
417,Sache::N,şey,lucru
418,Sache::N,şey,chestie
419,Rand::N,kenar,bordură
420,Kante::N,kenar,muchie
421,Kante::N,kenar,bordură
422,Ecke::N,köşe,colț
423,Spitze::N,uç,vârf
424,Spitze::N,uç,creștet
425,Spitze::N,baş,vârf
426,Spitze::N,baş,creștet
427,Ende::N,uç,capăt
428,Loch::N,oyuk,gaură
429,Loch::N,delik,gaură
430,Winkel::N,köşe,colț
431,Muster::N,örnek,desen
432,Größe::N,büyüklük,mărime
433,Länge::N,uzunluk,lungime
434,Höhe::N,yükseklik,înălțime
435,Gewicht::N,ağırlık,greutate
436,Menge::N,miktar,cantitate
437,Haufen::N,küme,grămadă
438,Haufen::N,yığın,grămadă
439,Reihe::N,sıra,șir
440,Reihe::N,sıra,rând
441,Boot::N,kayık,barcă
442,Boot::N,kayık,luntre
443,Boot::N,sandal,barcă
444,Boot::N,sandal,luntre
445,Ruder::N,kürek,vâslă
446,Ruder::N,kürek,lopată
447,Schlitten::N,kızak,sanie
448,Ski::N,kayak,schi
449,Lagerfeuer::N,kamp ateşi,foc de tabără
450,Last::N,yük,povară
451,Last::N,yük,sarcină
452,Gang::N,gidiş,mers
453,Gang::N,gidiş,umblet
454,Gang::N,yürüyüş,mers
455,Gang::N,yürüyüş,umblet
456,Schritt::N,adım,pas
457,Norden::N,kuzey,nord
458,Norden::N,kuzey,miazănoapte
459,Süden::N,güney,sud
460,Süden::N,güney,miazăzi
461,Westen::N,batı,apus
462,Osten::N,doğu,est
463,Osten::N,doğu,răsărit
464,Holz::N,ağaç,lemn
465,Holz::N,tahta,lemn
466,Brett::N,tahta,scândură
467,Platte::N,levha,placă
468,Stütze::N,dayak,proptea
469,Stütze::N,destek,proptea
470,Stange::N,çubuk,bară
471,Stange::N,çubuk,prăjină
472,Stock::N,sopa,băț
473,Stock::N,sopa,baston
474,Stock::N,değnek,băț
475,Stock::N,değnek,baston
476,Stab::N,sırık,baston
477,Stab::N,sırık,prăjină
478,Stab::N,baston,baston
479,Stab::N,baston,prăjină
480,Rohr::N,boru,tub
481,Rohr::N,boru,țeavă
482,Haus::N,ev,casă
483,Heim::N,ev,casă
484,Heim::N,ev,cămin
485,Heim::N,yurt,casă
486,Heim::N,yurt,cămin
487,Ofen::N,soba,sobă
488,Fußboden::N,taban,podea
489,Fußboden::N,taban,dușumea
490,Fußboden::N,döşeme,podea
491,Fußboden::N,döşeme,dușumea
492,Tisch::N,masa,masă
493,Stuhl::N,iskemle,scaun
494,Stuhl::N,sandalye,scaun
495,Wiege::N,beşik,leagăn
496,Bett::N,yatak,pat
497,Regal::N,raf,rafturi
498,Kiste::N,sandık,ladă
499,Kiste::N,sandık,cutie
500,Fenster::N,pencere,fereastră
501,Tür::N,kapı,ușă
502,Tor::N,kapı,poartă
503,Zaun::N,çit,gard
504,Dach::N,dam,acoperiș
505,Dach::N,çatı,acoperiș
506,Leiter::N,merdiven,scară
507,Besen::N,süpürge,mătură
508,Spaten::N,bel,cazma
509,Spaten::N,bel,hârleț
510,Schaufel::N,kürek,lopată
511,Gabel::N,çatal,furculiță
512,Löffel::N,kaşık,lingură
513,Messer::N,bıçak,cuțit
514,Nagel::N,çivi,cui
515,Netz::N,ağ,plasă
516,Haken::N,çengel,cârlig
517,Griff::N,kulp,mâner
518,Griff::N,tutamak,mâner
519,Schloss::N,kilit,lacăt
520,Bild::N,imaj,tablou
521,Bild::N,imaj,imagine
522,Bild::N,resim,tablou
523,Bild::N,resim,imagine
524,Figur::N,şekil,chip
525,Figur::N,şekil,figură
526,Figur::N,heykel,chip
527,Figur::N,heykel,figură
528,Puppe::N,kukla,păpușă
529,Beutel::N,kese,pungă
530,Beutel::N,kese,săculeț
531,Beutel::N,torba,pungă
532,Beutel::N,torba,săculeț
533,Bündel::N,deste,mănunchi
534,Tasche::N,çanta,geantă
535,Eimer::N,kova,găleată
536,Deckel::N,kapak,capac
537,Geschirr::N,kap kacak,vase
538,Geschirr::N,kap kacak,tacâmuri
539,Sack::N,torba,sac
540,Tasse::N,fincan,ceașcă
541,Topf::N,tencere,oală
542,Kessel::N,kazan,cazan
543,Kessel::N,kazan,căldare
544,Essen::N,yemek,mâncare
545,Nahrung::N,gıda,hrană
546,Nahrung::N,gıda,aliment
547,Nahrung::N,besin,hrană
548,Nahrung::N,besin,aliment
549,Speise::N,yemek,bucate
550,Speise::N,yemek,fel de bucate
551,Fleisch::N,et,carne
552,Getreide::N,tahıl,cereale
553,Getreide::N,hububat,cereale
554,Brei::N,ezme,pireu
555,Brot::N,ekmek,pâine
556,Scheibe::N,dilim,felie
557,Scheibe::N,dilim,bucată
558,Fett::N,yağ,untură
559,Fett::N,yağ,grăsime
560,Butter::N,tereyağı,unt
561,Öl::N,yağ,ulei
562,Öl::N,akar yağ,ulei
563,Salz::N,tuz,sare
564,Suppe::N,çorba,supă
565,Suppe::N,çorba,ciorbă
566,Honig::N,bal,miere
567,Milch::N,süt,lapte
568,Tee::N,çay,ceai
569,Leder::N,deri,piele
570,Leder::N,meşin,piele
571,Wolle::N,yün,lână
572,Stoff::N,kumaş,stofă
573,Nadel::N,iğne,ac
574,Faden::N,tire,ață
575,Faden::N,iplik,ață
576,Knopf::N,düğme,buton
577,Knoten::N,düğüm,nod
578,Farbe::N,boya,vopsea
579,Kleidung::N,giyim,haine
580,Kleidung::N,giyim,îmbrăcăminte
581,Hemd::N,gömlek,cămașă
582,Kragen::N,yaka,guler
583,Ärmel::N,yen,mânecă
584,Ärmel::N,elbise kolu,mânecă
585,Hose::N,pantolon,pantaloni
586,Gürtel::N,kuşak,cordon
587,Mütze::N,bere,șapcă
588,Mütze::N,kasket,șapcă
589,Schuh::N,kundura,gheată
590,Schuh::N,ayakkabı,gheată
591,Stiefel::N,çizme,cizmă
592,Ring::N,yüzük,inel
593,Ring::N,yüzük,verigă
594,Band::N,bağ,panglică
595,Band::N,bağ,șiret
596,Band::N,şerit,panglică
597,Band::N,şerit,șiret
598,Kamm::N,tarak,pieptene
599,Spiegel::N,ayna,oglindă
600,Riemen::N,kayış,curea
601,Schnur::N,ip,funie
602,Schnur::N,ip,sfoară
603,Schnur::N,sicim,funie
604,Schnur::N,sicim,sfoară
605,Leine::N,kayış,lesă
606,Leine::N,kayış,curea
607,Decke::N,örtü,pătură
608,Decke::N,yorgan,pătură
609,Kissen::N,yastık,pernă
610,Tuch::N,bez,batic
611,Handtuch::N,havlu,prosop
612,Handtuch::N,havlu,ștergar
613,Kraft::N,güç,forță
614,Kraft::N,güç,putere
615,Kraft::N,kuvvet,forță
616,Kraft::N,kuvvet,putere
617,Stärke::N,kuvvet,tărie
618,Stärke::N,kuvvet,vigoare
619,Gesundheit::N,sağlık,sănătate
620,Krankheit::N,hastalık,boală
621,Krankheit::N,hastalık,maladie
622,Schmerz::N,ağrı,durere
623,Schmerz::N,sancı,durere
624,Wunde::N,yara,rană
625,Fieber::N,ateş,febră
626,Arznei::N,ilâç,leac
627,Arznei::N,ilâç,medicament
628,Brücke::N,köprü,pod
629,Brücke::N,köprü,punte
630,Brunnen::N,kuyu,puț
631,Brunnen::N,çeşme,puț
632,Weide::N,otlak,izlaz
633,Weide::N,otlak,pășune
634,Pfad::N,patika,cărare
635,Pfad::N,keçiyolu,cărare
636,Weg::N,yol,drum
637,Straße::N,yol,cale
638,Straße::N,yol,stradă
639,Straße::N,cadde,cale
640,Straße::N,cadde,stradă
641,Dorf::N,köy,sat
642,Stadt::N,kent,oraș
643,Stadt::N,şehir,oraș
644,Brief::N,mektup,scrisoare
645,Buch::N,kitap,carte
646,Buchstabe::N,harf,literă
647,Buchstabe::N,harf,caracter
648,Zeitung::N,gazete,ziar
649,Zeitung::N,gazete,gazetă
650,Leben::N,hayat,viață
651,Tod::N,ölüm,moarte
652,Grab::N,kabir,groapă
653,Grab::N,kabir,mormânt
654,Kirche::N,kilise,biserică
655,Sünde::N,günah,păcat
656,Gott::N,tanrı,zeu
657,Arbeiter::N,işçi,muncitor
658,Chef::N,şef,șef
659,Chef::N,müdür,șef
660,Meister::N,usta,meșter
661,Meister::N,usta,maestru
662,Arzt::N,hekim,medic
663,Arzt::N,hekim,doctor
664,Arzt::N,doktor,medic
665,Arzt::N,doktor,doctor
666,Lehrer::N,hoca,profesor
667,Lehrer::N,hoca,învățător
668,Lehrer::N,öğretmen,profesor
669,Lehrer::N,öğretmen,învățător
670,Geld::N,para,bani
671,Geld::N,para,parale
672,Geschäft::N,ticaret,treabă
673,Geschäft::N,ticaret,afacere
674,Laden::N,dükkân,magazin
675,Laden::N,dükkân,prăvălie
676,Preis::N,fiyat,preț
677,Ware::N,mal,marfă
678,Nutzen::N,fayda,folos
679,Nutzen::N,fayda,profit
680,Reichtum::N,servet,avuție
681,Reichtum::N,servet,bogăție
682,Reichtum::N,zenginlik,avuție
683,Reichtum::N,zenginlik,bogăție
684,Welt::N,dünya,lume
685,Land::N,ülke,țară
686,Staat::N,devlet,stat
687,König::N,kral,rege
688,Macht::N,kudret,putere
689,Macht::N,kudret,putință
690,Macht::N,iktidar,putere
691,Macht::N,iktidar,putință
692,Grenze::N,had,hotar
693,Grenze::N,had,graniță
694,Grenze::N,had,frontieră
695,Grenze::N,sınır,hotar
696,Grenze::N,sınır,graniță
697,Grenze::N,sınır,frontieră
698,Krieg::N,savaş,război
699,Feind::N,düşman,dușman
700,Gewalt::N,zor,violență
701,Gewalt::N,cebir,violență
702,Kampf::N,savaş,luptă
703,Bogen[Waffe]::N,yay,arc
704,Pfeil::N,ok,săgeată
705,Gewehr::N,tüfek,armă
706,Gewehr::N,tüfek,pușcă
707,Fehler::N,hata,eroare
708,Fehler::N,hata,greșeală
709,Fehler::N,yanlış,eroare
710,Fehler::N,yanlış,greșeală
711,Lüge::N,yalan,minciună
712,Schaden::N,zarar,daună
713,Schaden::N,zarar,pagubă
714,Unglück::N,felâket,nenorocire
715,Unglück::N,talihsizlik,nenorocire
716,Schuld::N,suç,vină
717,Schuld::N,kabahat,vină
718,Alter::N,yaş,etate
719,Alter::N,yaş,vârstă
720,Schluss::N,son,sfârșit
721,Zeit::N,zaman,timp
722,Zeit::N,zaman,vreme
723,Tag::N,gün,zi
724,Morgen::N,sabah,dimineață
725,Mittag::N,öğle,prânz
726,Mittag::N,öğle,amiază
727,Abend::N,akşam,seară
728,Nacht::N,gece,noapte
729,Woche::N,hafta,săptămână
730,Monat::N,ay,lună
731,Jahr::N,yıl,an
732,Jahr::N,sene,an
733,Frühling::N,ilkbahar,primăvară
734,Sommer::N,yaz,vară
735,Herbst::N,güz,toamnă
736,Herbst::N,sonbahar,toamnă
737,Winter::N,kış,iarnă
738,Januar::N,ocak,ianuarie
739,Februar::N,şubat,februarie
740,März::N,mart,martie
741,April::N,nisan,aprilie
742,Mai::N,mayıs,mai
743,Juni::N,haziran,iunie
744,Juli::N,temmuz,iulie
745,August::N,ağustos,august
746,September::N,eylül,septembrie
747,Oktober::N,ekim,octombrie
748,November::N,kasım,noiembrie
749,Dezember::N,aralık,decembrie
750,Montag::N,pazartesi,luni
751,Dienstag::N,salı,marți
752,Mittwoch::N,çarşamba,miercuri
753,Donnerstag::N,perşembe,joi
754,Freitag::N,cuma,vineri
755,Samstag::N,cumartesi,sâmbătă
756,Sonntag::N,pazar,duminică
757,groß::A,büyük,mare
758,klein::A,ufak,mic
759,klein::A,küçük,mic
760,lang::A,uzun,lung
761,kurz::A,kısa,scurt
762,breit::A,enli,lat
763,breit::A,enli,larg
764,breit::A,geniş,lat
765,breit::A,geniş,larg
766,schmal::A,dar,strâmt
767,dicht::A,sık,des
768,dicht::A,yoğun,des
769,dick[Gegenstand]::A,kalın,gros
770,dick[Gegenstand]::A,iri,gros
771,dünn::A,ince,subțire
772,fein::A,ince,fin
773,fein::A,ince,subțire
774,fein::A,narin,fin
775,fein::A,narin,subțire
776,fest::A,sabit,tare
777,fest::A,sabit,solid
778,fest::A,sağlam,tare
779,fest::A,sağlam,solid
780,flach::A,düz,șes
781,flach::A,düz,plan
782,flach::A,yassı,șes
783,flach::A,yassı,plan
784,glatt::A,düz,lins
785,hart::A,katı,dur
786,weich::A,yumuşak,moale
787,rund::A,yuvarlak,rotund
788,rund::A,yuvarlak,circular
789,spitz::A,sivri,ascuțit
790,scharf::A,keskin,tăios
791,scharf::A,keskin,ascuțit
792,stumpf::A,kör,tocit
793,schwer::A,ağır,greu
794,schön::A,güzel,frumos
795,heiß::A,kızgın,cald
796,heiß::A,kızgın,fierbinte
797,warm::A,sıcak,cald
798,warm::A,sıcak,fierbinte
799,kalt::A,soğuk,rece
800,kühl::A,serin,rece
801,kühl::A,serin,răcoros
802,frisch::A,taze,răcoros
803,frisch::A,taze,proaspăt
804,feucht::A,nemli,umed
805,feucht::A,nemli,jilav
806,feucht::A,rutubetli,umed
807,feucht::A,rutubetli,jilav
808,nass::A,yaş,ud
809,nass::A,ıslak,ud
810,trocken::A,kuru,sec
811,trocken::A,kuru,uscat
812,voll::A,dolu,plin
813,voll::A,dolmuş,plin
814,leer::A,boş,gol
815,offen::A,açık,deschis
816,geschlossen::A,kapalı,închis
817,sauber::A,pak,curat
818,sauber::A,temiz,curat
819,schmutzig::A,pis,murdar
820,schmutzig::A,kirli,murdar
821,roh::A,çiğ,crud
822,reif::A,olgun,copt
823,lecker::A,lezzetli,gustos
824,süß::A,tatlı,dulce
825,süß::A,şekerli,dulce
826,bitter::A,acı,amar
827,sauer::A,ekşi,acru
828,hell::A,aydınlık,clar
829,hell::A,aydınlık,luminos
830,dunkel::A,karanlık,obscur
831,dunkel::A,karanlık,întunecos
832,schwarz::A,kara,negru
833,schwarz::A,siyah,negru
834,weiß::A,ak,alb
835,weiß::A,beyaz,alb
836,rot::A,kırmızı,roșu
