,Concept_ID,az,it
813,sofort::ADV,həmən,all'istante
814,sofort::ADV,dərhal,sùbito
815,sofort::ADV,dərhal,all'istante
816,später::ADV,sonra,più tardi
817,jetzt::ADV,indi,ora
818,jetzt::ADV,indi,adesso
819,heute::ADV,bugün,oggi
820,morgen::ADV,sabah,domani
821,bald::ADV,yaxında,presto
822,bald::ADV,yaxında,tra poco
823,bald::ADV,tezliklə,presto
824,bald::ADV,tezliklə,tra poco
825,dann::ADV,onda,allora
826,gestern::ADV,dünən,ieri
827,einst::ADV,əvvəllər,prima
828,einst::ADV,əvvəllər,un tempo
829,damals::ADV,o vaxt,allora
830,danach::ADV,sonra,poi
831,danach::ADV,sonra,dopo
832,vorher::ADV,qabaqcadan,prima
833,zuerst::ADV,əvvəl,prima
834,zuerst::ADV,əvvəl,dapprima
835,einmal::ADV,bir dəfə,una volta
836,manchmal::ADV,hərdənbir,talvolta
837,manchmal::ADV,hərdənbir,qualche volta
838,oft::ADV,tez-tez,spesso
839,oft::ADV,çox vaxt,spesso
840,immer::ADV,daimi,sempre
841,immer::ADV,həmişə,sempre
842,niemals::ADV,əsla,non mai
843,niemals::ADV,heç bir zaman,non mai
844,hier::ADV,bura,qua
845,hier::ADV,burada,qua
846,hierhin::ADV,buraya,qua
847,von hier::ADV,buradan,ne
848,von hier::ADV,buradan,da qui
849,dort::ADV,ora,lì
850,dort::ADV,orada,lì
851,dorthin::ADV,oraya,là
852,geradeaus::ADV,düz,diritto
853,vorwärts::ADV,irəli,avanti
854,rückwärts::ADV,geri,all'indietro
855,zurück::ADV,geriyə,di indietro
856,unten::ADV,aşağıda,giù
857,unten::ADV,aşağıda,sotto
858,hinab::ADV,aşağı,giù
859,hinab::ADV,aşağı,in giù
860,oben::ADV,yuxarıda,su
861,oben::ADV,yuxarıda,sopra
862,hinauf::ADV,yuxarı,in sù
863,hinauf::ADV,yuxarı,in alto
864,überall::ADV,hər yerdə,dappertutto
865,nicht::ADV,-ma-,non
866,ein wenig::ADV,bir az,un po'
867,ein wenig::ADV,bir az,un poco
868,kaum::ADV,güclə,a appena
869,sehr::ADV,çox,molto
870,so::ADV,belə,così
871,so::ADV,belə,tanto
872,noch::ADV,hələ,ancora
873,nur::ADV,yalnız,solo
874,nur::ADV,yalnız,soltanto
875,schon::ADV,artıq,già
876,wieder::ADV,yenə,di nuovo
877,vergebens::ADV,boş yerə,invano
878,vor::PRP,önündə,davanti a
879,hinter::PRP,arxasında,dietro
880,unter::PRP,altında,sotto
881,durch::PRP,içindən,per
882,durch::PRP,içindən,attraverso
883,neben::PRP,yanında,a accanto a
884,zwischen::PRP,arasında,fra
885,wegen::PRP,üçün,a causa di
886,wegen::PRP,ötəri,a causa di
887,dies::PRN,bu,ciò
888,dies::PRN,bu,questo
889,das::PRN,o,ciò
890,das::PRN,o,quello
891,alles::PRN,hər şey,tutto
892,ich::PRN,mən,ìo
893,du::PRN,sən,tu
894,er::PRN,o,lui
895,er::PRN,o,egli
896,wir::PRN,biz,noi
897,ihr::PRN,siz,voi
898,sie::PRN,onlar,loro
899,was::FPRN,nə,che
900,was::FPRN,nə,che cosa
901,wer::FPRN,kim,chi
902,wo::FADV,harada,dove
903,wohin::FADV,haraya,dove
904,wie::FADV,necə,come
905,warum::FADV,niyə,perche
906,warum::FADV,nə üçün,perche
907,wieviel::FNUM,neçə,quanto
908,wieviel::FNUM,nə qədər,quanto
909,eins::NUM,bir,uno
910,zwei::NUM,iki,due
911,drei::NUM,üç,tre
912,vier::NUM,dörd,quattro
913,fünf::NUM,beş,cinque
914,sechs::NUM,altı,sei
915,sieben::NUM,yeddi,sette
916,acht::NUM,səkkiz,otto
917,neun::NUM,doqquz,nove
918,zehn::NUM,on,dieci
919,elf::NUM,on bir,ùndici
920,zwölf::NUM,on iki,dodici
921,zwanzig::NUM,iyirmi,venti
922,dreißig::NUM,otuz,trenta
923,vierzig::NUM,qırx,quaranta
924,fünfzig::NUM,əlli,cinquanta
925,sechzig::NUM,altmış,sessanta
926,siebzig::NUM,yetmiş,settanta
927,achtzig::NUM,səksən,ottanta
928,neunzig::NUM,doxsan,novanta
929,hundert::NUM,yüz,cento
930,tausend::NUM,min,mille
931,und::CNJ,və,e
932,oder::CNJ,ya,o
933,stehen::V,durmaq,stare in piedi
934,sitzen::V,oturmaq,sedere
935,sitzen::V,oturmaq,stare seduto
936,liegen::V,uzanmaq,giacere
937,hängen::V,asılmaq,pèndere
938,hängen::V,asılmaq,èssere appeso
939,werden::V,olmaq,farsi
940,werden::V,olmaq,diventare
941,passieren::V,olmaq,succèdere
942,passieren::V,baş vermək,succèdere
943,beginnen::V,başlamaq,cominciare
944,enden::V,bitmək,finire
945,enden::V,bitmək,terminare
946,wechseln::V,dəyişmək,variare
947,wechseln::V,dəyişmək,cambiare
948,aufgehen[Sonne]::V,doğmaq,sòrgere
949,aufgehen[Sonne]::V,doğmaq,spuntare
950,untergehen[Sonne]::V,batmaq,tramontare
951,scheinen[Sonne]::V,parlamaq,splèndere
952,donnern::V,guruldamaq,tonare
953,wehen::V,əsmək,soffiare
954,strömen::V,axmaq,fluire
955,fließen::V,axmaq,fluire
956,fließen::V,axmaq,scorrere
957,sich drehen::V,dönmək,girarsi
958,schwanken::V,yellənmək,oscillare
959,schwanken::V,yellənmək,barcollare
960,schwingen::V,yellənmək,vibrare
961,schwingen::V,yellənmək,oscillare
962,fallen::V,düşmek,cadere
963,brennen::V,yanmaq,àrdere
964,brennen::V,yanmaq,bruciare
965,rauchen::V,tüstüləmək,fumare
966,regnen::V,yağmaq,piòvere
967,gefrieren::V,donmaq,gelarsi
968,gefrieren::V,donmaq,congelarsi
969,tauen::V,ərimək,sciògliersi
970,schmelzen::V,ərimək,fòndere
971,schmelzen::V,ərimək,sciògliersi
972,trocknen::V,qurumaq,asciugarsi
973,sieden::V,qaynamaq,bollire
974,faulen::V,çürümək,marcire
975,verfaulen::V,çürümək,imputridire
976,reißen::V,yırtılmaq,strapparsi
977,versinken::V,batmaq,affondare
978,vergehen::V,ötmək,passare
979,erscheinen::V,görünmək,apparire
980,erscheinen::V,görünmək,comparire
981,verschwinden::V,yox olmaq,sparire
982,verschwinden::V,yox olmaq,scomparire
983,sinken::V,enmək,calare
984,sinken::V,enmək,scendere
985,abnehmen::V,azalmaq,diminuire
986,zunehmen::V,artmaq,aumentare
987,steigen::V,yüksəlmək,salire
988,steigen::V,yüksəlmək,montare
989,wachsen::V,böyümək,crescere
990,glänzen::V,parlamaq,splèndere
991,funkeln::V,parıldamaq,brillare
992,funkeln::V,parıldamaq,scintillare
993,lärmen::V,səs-küy etmək,strepitare
994,lärmen::V,səs-küy etmək,fare chiasso
995,läuten::V,çalmaq,suonare
996,klingeln::V,zəng etmək,suonare
997,klirren::V,cingildəmək,tintinnare
998,brausen::V,gurlamaq,rombare
999,brausen::V,gurlamaq,rumoreggiare
1000,rauschen::V,xışıldamaq,frusciare
1001,klingen::V,səslənmək,suonare
1002,bellen::V,hürmək,latrare
1003,bellen::V,hürmək,abbaiare
1004,heulen::V,ulamaq,urlare
1005,heulen::V,ulamaq,ululare
1006,blasen::V,üfləmək,soffiare
1007,pfeifen::V,fit vermek,fischiare
1008,schreien::V,bağırmaq,gridare
1009,schreien::V,qışqırmaq,gridare
1010,stöhnen::V,inləmək,gèmere
1011,zittern::V,titrəmək,tremare
1012,leben::V,yaşamaq,vìvere
1013,geboren werden::V,doğmaq,nàscere
1014,atmen::V,nəfəs almaq,respirare
1015,trinken::V,içmek,bere
1016,essen::V,yemək,mangiare
1017,schlucken::V,udmaq,inghiottire
1018,müde werden::V,yorulmaq,stancarsi
1019,einschlafen::V,yuxuya getmək,addormentarsi
1020,schlafen::V,uyumaq,dormire
1021,aufwachen::V,oyanmaq,svegliarsi
1022,aufstehen::V,yuxudan durmaq,levarsi
1023,sich erholen::V,dincəlmək,riposarsi
1024,krank werden::V,xəstə olmaq,ammalarsi
1025,krank sein::V,azarlanmaq,èssere malato
1026,krank sein::V,xəstələnmək,èssere malato
1027,schmerzen::V,ağrimaq,dolere
1028,husten::V,öksürmək,tossire
1029,genesen::V,sağalmaq,guarire
1030,sterben::V,ölmək,morire
1031,sterben::V,vəfat etmək,morire
1032,umkommen::V,həlak olmaq,perire
1033,sich bewegen::V,hərəkət etmək,agitarsi
1034,sich rühren::V,tərpənmək,muòversi
1035,sich erheben::V,qalxmaq,alzarsi
1036,sich setzen::V,oturmaq,sedersi
1037,hinfallen::V,yıxılmaq,cadere
1038,laufen::V,yerimək,camminare
1039,laufen::V,yerimək,andare a piedi
1040,schreiten::V,addım atmaq,andare
1041,schreiten::V,addım atmaq,procedere
1042,spazierengehen::V,gəzmək,passeggiare
1043,spazierengehen::V,gəzmək,andare a passeggio
1044,eilen::V,atılmaq,andare in fretta
1045,sich beeilen::V,tələsmək,affrettarsi
1046,sausen::V,çırpmaq,volare
1047,sausen::V,çırpmaq,correre
1048,rennen::V,qaçmaq,correre
1049,springen::V,sıçramaq,saltare
1050,klettern::V,dırmanmaq,arrampicarsi
1051,schaukeln::V,sallanmaq,fare l'altalena
1052,kriechen::V,sürünmək,strisciare
1053,schwimmen::V,üzmek,nuotare
1054,tauchen::V,dalmaq,tuffarsi
1055,tauchen::V,dalmaq,immèrgersi
1056,rudern::V,avarlamaq,remare
1057,fahren::V,sürmək,andare
1058,fahren::V,sürmək,viaggiare
1059,fliegen::V,uçmaq,volare
1060,gehen::V,getmək,andare
1061,weggehen::V,getmək,andàrsene
1062,weggehen::V,getmək,andare via
1063,abfahren::V,yola düşmək,partire
1064,anhalten::V,saxlamaq,fermarsi
1065,hineingehen::V,girmək,entrare
1066,eintreten::V,girmək,entrare
1067,eintreten::V,daxil olmaq,entrare
1068,kommen::V,gəlmək,venire
1069,ankommen::V,gəlib çatmaq,arrivare
1070,zurückkommen::V,qayıtmaq,ritornare
1071,bleiben::V,qalmaq,restare
1072,bleiben::V,qalmaq,rimanere
1073,warten::V,gözləmək,aspettare
1074,erwarten::V,bəkləmək,attèndere
1075,suchen::V,aramaq,cercare
1076,suchen::V,axtarmaq,cercare
1077,finden::V,tapmaq,trovare
1078,versuchen::V,çalışmaq,tentare
1079,vorbereiten::V,hazırlamaq,preparare
1080,lieben::V,sevmək,amare
1081,mögen::V,xoşlamaq,piacere a
1082,mögen::V,xoşlamaq,volere bene a
1083,lachen::V,gülmək,rìdere
1084,rühren::V,həyəcanlandırmaq,commuòvere
1085,weinen::V,ağlamaq,piàngere
1086,schimpfen::V,küfr etmək,imprecare
1087,sich ärgern::V,acıqlanmaq,stizzirsi
1088,sich ärgern::V,acıqlanmaq,arrabbiarsi
1089,sich fürchten::V,qorxmaq,avere paura
1090,fürchten::V,qorxmaq,temere
1091,fliehen::V,qaçmaq,fuggire
1092,flüchten::V,qaçmaq,sfuggire
1093,sehen::V,görmək,vedere
1094,anschauen::V,baxmaq,guardare
1095,ansehen::V,baxmaq,guardare
1096,hören::V,duymaq,udire
1097,hören::V,duymaq,sentire
1098,hören::V,eşitmək,udire
1099,hören::V,eşitmək,sentire
1100,zuhören::V,dinləmək,ascoltare
1101,probieren::V,dadına baxmaq,degustare
1102,probieren::V,dadına baxmaq,assaggiare
1103,riechen::V,qoxlamaq,sentire
1104,fühlen::V,duymaq,sentire
1105,scheinen::V,görünmək,parere
1106,scheinen::V,görünmək,sembrare
1107,zu sehen sein::V,görünmək,vedersi
1108,vernehmen::V,eşitmək,sentire
1109,vernehmen::V,eşitmək,percepire
1110,frieren::V,üşümək,aver freddo
1111,tun::V,etmək,fare
1112,können::V,bilmək,sapere
1113,können::V,bacarmaq,sapere
1114,wollen::V,istəmək,volere
1115,anfangen::V,başlamaq,iniziare
1116,anfangen::V,başlamaq,cominciare
1117,beenden::V,bitirmək,finire
1118,beenden::V,bitirmək,terminare
1119,aufhören::V,bitmək,finire
1120,aufhören::V,bitmək,cessare
1121,aufhören::V,qurtarmaq,finire
1122,aufhören::V,qurtarmaq,cessare
1123,gelingen::V,müvəffəq olmaq,riuscire
1124,geraten::V,düşmək,stare
1125,öffnen::V,açmaq,aprire
1126,schließen::V,qapamaq,chiùdere
1127,stellen::V,qoymaq,porre
1128,stellen::V,qoymaq,mettere
1129,setzen::V,oturtmaq,porre
1130,setzen::V,oturtmaq,mettere
1131,legen::V,qoymaq,posare
1132,legen::V,qoymaq,mettere
1133,berühren::V,toxunmaq,toccare
1134,verbinden::V,bağlamaq,unire
1135,verbinden::V,bağlamaq,congiùngere
1136,bedecken::V,örtmək,coprire
1137,bedecken::V,örtmək,ricoprire
1138,aufhängen::V,asmaq,attaccare
1139,anzünden::V,yandırmaq,accèndere
1140,anzünden::V,yandırmaq,incendiare
1141,aufheben::V,qaldırmaq,raccògliere
1142,zurücklassen::V,buraxmaq,lasciare
1143,zurücklassen::V,buraxmaq,lasciare indietro
1144,verlieren::V,itirmək,pèrdere
1145,fallen lassen::V,düşürmək,lasciare cadere
1146,machen::V,etmək,fare
1147,herstellen::V,istehsal etmək,produrre
1148,herstellen::V,istehsal etmək,fabbricare
1149,bauen::V,tikmək,costruire
1150,reparieren::V,təmir etmək,riparare
1151,verbessern::V,düzəltmək,migliorare
1152,ändern::V,dəyişdirmək,mutare
1153,ändern::V,dəyişdirmək,cambiare
1154,graben::V,qazımaq,scavare
1155,beugen::V,əymək,chinare
1156,beugen::V,əymək,flettere
1157,biegen::V,bükmək,tòrcere
1158,drehen::V,döndərmək,girare
1159,wenden::V,çevirmək,girare
1160,wenden::V,çevirmək,voltare
1161,umdrehen::V,çevirmək,rivoltare
1162,heben::V,qaldırmaq,levare
1163,hochheben::V,qaldırmaq,levare
1164,hochheben::V,qaldırmaq,sollevare
1165,ergreifen::V,tutmaq,afferrare
1166,halten::V,saxlamaq,tenere
1167,drücken::V,sıxmaq,premere
1168,schieben::V,sürmək,spìngere
1169,kratzen::V,qaşımaq,grattare
1170,kratzen::V,qaşımaq,graffiare
1171,lecken::V,yalamaq,leccare
1172,beißen::V,dişləmək,mòrdere
1173,abreißen::V,qoparmaq,staccarsi
1174,abreißen::V,qoparmaq,strapparsi
1175,abschneiden::V,ayırmaq,tagliare
1176,binden::V,bağlamaq,legare
1177,binden::V,bağlamaq,bendare
1178,stecken::V,soxmaq,ficcare
1179,brechen::V,qırmaq,rompere
1180,klopfen::V,sındırmaq,bàttere
1181,hauen::V,vurmaq,picchiare
1182,kleben::V,apışdırmaq,incollare
1183,reiben::V,ovmaq,fregare
1184,streichen::V,sürtmək,spalmare
1185,schleifen::V,bülövləmək,arrotare
1186,schneiden::V,kəsmək,tagliare
1187,rütteln::V,sirkələmək,scuòtere
1188,schütteln::V,çalxalamaq,agitare
1189,schütteln::V,çalxalamaq,scuòtere
1190,schwenken::V,yelləmək,agitare
1191,schwenken::V,yelləmək,sventolare
1192,schütten::V,tökmək,versare
1193,füllen::V,doldurmaq,riempire
1194,einwickeln::V,sarımaq,involtare
1195,tragen::V,daşımaq,portare
1196,schleppen::V,sürükləmək,trainare
1197,schleppen::V,sürükləmək,trascinare
1198,ziehen::V,çəkmək,tirare
1199,aufbewahren::V,gizlətmək,custodire
1200,aufbewahren::V,gizlətmək,conservare
1201,werfen::V,atmaq,gettare
1202,werfen::V,atmaq,lanciare
1203,fangen::V,tutmaq,prèndere
1204,fangen::V,tutmaq,acchiappare
1205,packen::V,yaxalamaq,pigliare
1206,packen::V,yaxalamaq,afferrare
1207,verstecken::V,gizlətmək,nascondere
1208,teilen::V,bölmək,divìdere
1209,schicken::V,yollamaq,inviare
1210,schicken::V,göndərmək,inviare
1211,bringen::V,gətirmək,portare
1212,bringen::V,gətirmək,apportare
1213,hinzufügen::V,əlavə etmək,aggiùngere
1214,bekommen::V,almaq,ricevere
1215,bekommen::V,əldə etmək,ricevere
1216,erhalten::V,almaq,ricevere
1217,nehmen::V,almaq,prèndere
1218,wählen::V,seçmək,elèggere
1219,wählen::V,seçmək,scegliere
1220,auswählen::V,arımaq,scegliere
1221,bewahren::V,qorumaq,conservare
1222,behindern::V,mane olmaq,impedire
1223,verderben::V,pozmaq,guastare
1224,beschädigen::V,zədələmək,danneggiare
1225,zerbrechen::V,qırmaq,rompere
1226,zerbrechen::V,qırmaq,spezzare
1227,zerbrechen::V,sındırmaq,rompere
1228,zerbrechen::V,sındırmaq,spezzare
1229,zerreißen::V,yırtmaq,stracciare
1230,zerstören::V,dağıtmaq,distrùggere
1231,verbrennen::V,yandırmaq,bruciare
1232,geben::V,vermək,dare
1233,reichen::V,uzatmaq,pòrgere
1234,schenken::V,vermək,regalare
1235,versprechen::V,vəd vermək,promettere
1236,wünschen::V,arzulamaq,augurare
1237,loben::V,tərifləmək,lodare
1238,küssen::V,öpmək,baciare
1239,wiegen::V,tərpətmək,cullare
1240,wiegen::V,tərpətmək,dondolare
1241,zudecken::V,örtmək,coprire
1242,wecken::V,oyatmaq,svegliare
1243,zeigen::V,göstərmək,indicare
1244,führen::V,rəhbərlik etmək,guidare
1245,führen::V,rəhbərlik etmək,condurre
1246,lehren::V,öyrətmək,insegnare
1247,unterrichten::V,öyrətmək,istruire
1248,unterrichten::V,öyrətmək,insegnare
1249,unterrichten::V,dərs vermək,istruire
1250,unterrichten::V,dərs vermək,insegnare
1251,aufziehen::V,tərbiyə etmək,allevare
1252,leiten::V,idarə etmək,avviare
1253,leiten::V,idarə etmək,dirìgere
1254,antreiben::V,bizləmək,incitare
1255,lassen::V,-tırmaq,fare
1256,einladen::V,dəvət etmək,invitare
1257,vereinigen::V,birləşdirmək,unire
1258,besuchen::V,baş çəkmək,visitare
1259,besuchen::V,baş çəkmək,far vìsita a
1260,besuchen::V,ziyarət etmək,visitare
1261,besuchen::V,ziyarət etmək,far vìsita a
1262,treffen::V,rastlaşmaq,incontrare
1263,treffen::V,rast gəlmək,incontrare
1264,sich versammeln::V,toplanmaq,rinunirsi
1265,spielen::V,oynamaq,giocare
1266,singen::V,oxumaq,cantare
1267,tanzen::V,oynamaq,danzare
1268,tanzen::V,rəqs etmək,danzare
1269,sich trennen::V,ayrılmaq,separarsi
1270,verlassen::V,tərk etmək,lasciare
1271,verlassen::V,tərk etmək,abbandonare
1272,retten::V,xilas etmək,salvare
1273,bewachen::V,gözətmək,custodire
1274,schützen::V,qorumaq,protèggere
1275,verteidigen::V,qorumaq,difèndere
1276,sich schlagen::V,döyüşmək,bàttersi
1277,schießen::V,atmaq,sparare
1278,schießen::V,atəş açmaq,sparare
1279,siegen::V,yenmək,vìncere
1280,ärgern::V,acışdırmaq,stizzire
1281,schlagen::V,döymək,bàttere
1282,treten::V,təpmək,calciare
1283,stechen::V,soxmaq,pùngere
1284,stoßen::V,itələmək,urtare
1285,stoßen::V,itələmək,spìngere
1286,stehlen::V,çalmaq,rubare
1287,stehlen::V,oğurlamaq,rubare
1288,stören::V,pozmaq,disturbare
1289,belästigen::V,narahat etmək,molestare
1290,belästigen::V,narahat etmək,importunare
1291,verbergen::V,gizləmək,celare
1292,verbergen::V,gizləmək,nascondere
1293,täuschen::V,aldatmaq,ingannare
1294,betrügen::V,aldatmaq,frodare
1295,betrügen::V,aldatmaq,truffare
1296,töten::V,öldürmək,uccìdere
1297,wohnen::V,yaşamaq,abitare
1298,arbeiten::V,işləmək,lavorare
1299,arbeiten::V,çalışmaq,lavorare
1300,sammeln::V,yığmaq,raccògliere
1301,sammeln::V,yığmaq,collezionare
1302,sammeln::V,toplamaq,raccògliere
1303,sammeln::V,toplamaq,collezionare
1304,pflücken::V,qoparmaq,cògliere
1305,jagen::V,ovlamaq,cacciare
1306,fischen::V,balıq tutmaq,pescare
1307,fassen::V,tutmaq,catturare
1308,fassen::V,tutmaq,acchiappare
1309,hüten::V,güdmək,pascolare
1310,treiben::V,haylamaq,spìngere
1311,anbinden::V,bağlamaq,legare
1312,anbinden::V,bağlamaq,attaccare
1313,füttern::V,bəsləmək,dar da mangiare a
1314,melken::V,sağmaq,mùngere
1315,hacken::V,yarmaq,tritare
1316,hacken::V,yarmaq,spaccare
1317,gießen::V,sulamaq,annaffiare
1318,reifen::V,dəymək,maturare
1319,zubereiten::V,bişirmək,preparare
1320,kochen::V,qaynatmaq,cuòcere
1321,backen::V,bişirmək,cuòcere
1322,backen::V,bişirmək,cuòcere al forno
1323,braten::V,qızartmaq,frìggere
1324,braten::V,qızartmaq,arrostire
1325,umrühren::V,qarışdırmaq,mescolare
1326,stricken::V,hörmək,llavorare a maglia
1327,nähen::V,tikmək,cucire
1328,färben::V,boyamaq,tìngere
1329,reinigen::V,təmizləmək,pulire
1330,reinigen::V,təmizləmək,nettare
1331,waschen::V,yumaq,lavare
1332,abwischen::V,silmək,asciugare
1333,spülen::V,çalxamaq,lavare
1334,spülen::V,çalxamaq,sciacquare
1335,fegen::V,süpürmək,spazzare
1336,kehren::V,süpürmək,spazzare
1337,baden::V,çimmək,bagnarsi
1338,baden::V,çimmək,fare il bagno
1339,sich waschen::V,yuyunmaq,lavarsi
1340,ausziehen::V,soyunmaq,tògliersi
1341,anziehen::V,geymək,mettersi
1342,anziehen::V,geymək,indossare
1343,sich anziehen::V,geyinmək,vestirsi
1344,kämmen::V,daramaq,pettinare
1345,schmücken::V,bəzəmək,ornare
1346,schmücken::V,bəzəmək,decorare
1347,sagen::V,demək,dire
1348,sagen::V,söymek,dire
1349,sprechen::V,danışmaq,parlare
1350,reden::V,danışmaq,parlare
1351,sich unterhalten::V,söhbət etmək,conversare
1352,fragen::V,soruşmaq,chièdere
1353,fragen::V,soruşmaq,domandare
1354,bitten::V,diləmək,pregare
1355,bitten::V,xahiş etmək,pregare
1356,erzählen::V,bəhs etmək,narrare
1357,erzählen::V,bəhs etmək,raccontare
1358,mitteilen::V,bildirmək,comunicare
1359,nennen::V,adlandırmaq,nominare
1360,rufen::V,çağırmaq,chiamare
1361,prahlen::V,öyünmək,vantarsi
1362,übersetzen::V,tərcümə etmək,tradurre
1363,denken::V,düşünmək,pensare
1364,denken::V,fikirləşmək,pensare
1365,glauben::V,inanmaq,credere
1366,bemerken::V,qeyd etmək,notare
1367,bemerken::V,qeyd etmək,osservare
1368,erkennen::V,tanımaq,riconoscere
1369,begreifen::V,anlamaq,capire
1370,begreifen::V,anlamaq,comprèndere
1371,verstehen::V,duymaq,intèndere
1372,verstehen::V,duymaq,comprèndere
1373,lernen::V,öyrənmək,imparare
1374,lernen::V,öyrənmək,apprèndere
1375,wissen::V,bilmək,sapere
1376,sich erinnern an::V,xatırlamaq,ricordare
1377,sich erinnern an::V,xatırlamaq,ricordarsi di
1378,vergessen::V,unutmaq,dimenticare
1379,messen::V,ölçmək,misurare
1380,zählen::V,saymaq,contare
1381,rechnen::V,hesablamaq,contare
1382,rechnen::V,hesablamaq,calcolare
1383,lesen::V,oxumaq,lèggere
1384,malen::V,şəkil çəkmək,dipìngere
1385,zeichnen::V,cızmaq,disegnare
1386,schreiben::V,yazmaq,scrìvere
1387,besitzen::V,yiyələnmək,possedere
1388,besitzen::V,malik olmaq,possedere
1389,kaufen::V,satın almaq,comprare
1390,kaufen::V,satın almaq,acquistare
1391,verkaufen::V,satmaq,vendere
1392,bezahlen::V,ödəmək,pagare
1393,zahlen::V,ödəmək,pagare
1394,beherrschen::V,idarə etmək,dominare
1395,ertragen::V,dözmək,sopportare
