,Concept_ID,zh,et
854,tauchen::V,潜水,sukelduma
855,rudern::V,划船,sõudma
856,fahren::V,行驶,sõitma
857,fliegen::V,飞,lendama
858,gehen::V,走,käima
859,gehen::V,走,minema
860,weggehen::V,离去,ära minema
861,weggehen::V,离去,välja minema
862,abfahren::V,出发,väljuma
863,abfahren::V,出发,ära sõitma
864,anhalten::V,停住,peatuma
865,hineingehen::V,进去,sisenema
866,hineingehen::V,进去,sisse minema
867,eintreten::V,进入,sisenema
868,eintreten::V,进入,sisse astuma
869,kommen::V,来,tulema
870,ankommen::V,到达,saabuma
871,zurückkommen::V,回来,tagasi tulema
872,bleiben::V,停留,jääma
873,warten::V,等,ootama
874,erwarten::V,等候,ootama
875,erwarten::V,等候,lootma
876,suchen::V,找,otsima
877,finden::V,找到,leidma
878,versuchen::V,尝试,püüdma
879,versuchen::V,尝试,üritama
880,versuchen::V,尝试,katsetama
881,vorbereiten::V,预备,valmistama
882,lieben::V,爱,armastama
883,mögen::V,喜欢,sallima
884,mögen::V,喜欢,meeldima
885,lachen::V,笑,naerma
886,weinen::V,哭,nutma
887,schimpfen::V,骂,sõimama
888,sich ärgern::V,生气,ärrituma
889,sich ärgern::V,生气,vihastuma
890,sich fürchten::V,害怕,kartma
891,sich fürchten::V,害怕,hirmu tundma
892,fürchten::V,害怕,kartma
893,fliehen::V,逃走,põgenema
894,flüchten::V,逃跑,põgenema
895,sehen::V,看,nägema
896,anschauen::V,注视,vaatama
897,ansehen::V,注视,vaatama
898,hören::V,听,kuulma
899,zuhören::V,倾听,kuulama
900,probieren::V,尝,proovima
901,riechen::V,闻,nuusutama
902,fühlen::V,感到,tundma
903,scheinen::V,照耀,näida
904,scheinen::V,照耀,ilmuda
905,zu sehen sein::V,可以看到,ilmuma
906,vernehmen::V,审讯,üle kuulama
907,frieren::V,觉得冷,külmetada
908,tun::V,作,tegema
909,können::V,能,võima
910,können::V,能,oskama
911,wollen::V,要,tahtma
912,anfangen::V,开始,hakkama
913,anfangen::V,开始,alustama
914,beenden::V,结束,lõpetama
915,aufhören::V,停止,lakkama
916,gelingen::V,成功,õnnestuma
917,geraten::V,陷于,jõudma
918,öffnen::V,打开,avama
919,schließen::V,关,sulgema
920,stellen::V,放,panema
921,stellen::V,放,asetama
922,setzen::V,放,panema
923,legen::V,摆,panema
924,legen::V,摆,asetama
925,berühren::V,触,riivama
926,berühren::V,触,puudutama
927,verbinden::V,联结,ühendama
928,bedecken::V,覆盖,katma
929,aufhängen::V,挂,riputama
930,anzünden::V,点,süütama
931,aufheben::V,拾起,üles tõstma
932,zurücklassen::V,遗留,jätma
933,verlieren::V,丧失,kaotama
934,fallen lassen::V,让掉下,maha pillama
935,fallen lassen::V,让掉下,kukkuda laskma
936,machen::V,做,tegema
937,herstellen::V,生产,valmistama
938,bauen::V,建造,ehitama
939,reparieren::V,修理,parandama
940,verbessern::V,改进,parandama
941,ändern::V,改变,muutma
942,ändern::V,改变,ümber tegema
943,graben::V,挖,kaevama
944,beugen::V,弯下,painutama
945,biegen::V,弯,painutama
946,drehen::V,转动,keerama
947,wenden::V,转动,ümber pöörama
948,umdrehen::V,转动,ümber keerama
949,heben::V,举起,tõstma
950,hochheben::V,抬高,üles tõstma
951,hochheben::V,抬高,kõrgele tõstma
952,ergreifen::V,抓住,haarama
953,halten::V,拿着,hoidma
954,drücken::V,压,pigistama
955,schieben::V,推,lükkama
956,kratzen::V,搔,kraapima
957,lecken::V,舔,lakkuma
958,beißen::V,咬,purema
959,beißen::V,咬,hammustama
960,abreißen::V,撕下,rebima
961,abreißen::V,撕下,ära rebima
962,abschneiden::V,切断,ära lõikama
963,binden::V,捆,siduma
964,stecken::V,插,pistma
965,brechen::V,断裂,murdma
966,klopfen::V,敲,koputama
967,hauen::V,揍,lööma
968,kleben::V,粘,kleepima
969,reiben::V,摩擦,hõõruma
970,streichen::V,涂,silitama
971,schleifen::V,拖曳,lihvima
972,schleifen::V,拖曳,teritama
973,schneiden::V,切,lõikama
974,rütteln::V,颠簸,raputama
975,schütteln::V,摇动,raputama
976,schütteln::V,摇动,loksutama
977,schwenken::V,摇动,vehkima
978,schwenken::V,摇动,lehvitama
979,schütten::V,倒,kallama
980,füllen::V,填满,täitma
981,einwickeln::V,包,sisse mähkima
982,tragen::V,提,kandma
983,schleppen::V,扛,tassima
984,schleppen::V,扛,lohistama
985,ziehen::V,拉,vedama
986,ziehen::V,拉,tõmbama
987,aufbewahren::V,保存,säilitama
988,aufbewahren::V,保存,alal hoidma
989,werfen::V,扔,viskama
990,fangen::V,捕捉,püüdma
991,packen::V,抓住,kinni haarama
992,packen::V,抓住,kinni võtma
993,verstecken::V,藏,peitma
994,teilen::V,分,jagama
995,teilen::V,分,jaotama
996,schicken::V,派遣,saatma
997,bringen::V,带来,viima
998,hinzufügen::V,添加,lisama
999,bekommen::V,得到,saama
1000,erhalten::V,接到,saama
1001,nehmen::V,拿,võtma
1002,wählen::V,挑选,valima
1003,auswählen::V,选择,valima
1004,bewahren::V,保持,hoidma
1005,behindern::V,防碍,takistama
1006,verderben::V,败坏,rikkuma
1007,beschädigen::V,损坏,rikkuma
1008,zerbrechen::V,破碎,katki tegema
1009,zerreißen::V,撕碎,katki rebima
1010,zerstören::V,毁坏,purustama
1011,verbrennen::V,燃烧,põletama
1012,geben::V,给,andma
1013,reichen::V,递给,andma
1014,reichen::V,递给,ulatama
1015,schenken::V,赠送,kinkima
1016,versprechen::V,许诺,lubama
1017,versprechen::V,许诺,tõotama
1018,wünschen::V,祝,soovima
1019,loben::V,表扬,kiitma
1020,küssen::V,亲,suudlema
1021,wiegen::V,轻摇,hällitama
1022,zudecken::V,盖上,kaanetama
1023,zudecken::V,盖上,kinni katma
1024,wecken::V,唤起,äratama
1025,zeigen::V,指,näitama
1026,führen::V,带领,juhatama
1027,lehren::V,教,õpetama
1028,unterrichten::V,讲课,õpetama
1029,aufziehen::V,抚养,üles kasvatama
1030,leiten::V,领导,juhtima
1031,antreiben::V,催促,ergutama
1032,lassen::V,让,laskma
1033,einladen::V,邀请,kutsuma
1034,vereinigen::V,统一,ühendama
1035,besuchen::V,参观,külastama
1036,treffen::V,会面,kohtama
1037,sich versammeln::V,聚集,kogunema
1038,spielen::V,玩,mängima
1039,singen::V,唱歌,laulma
1040,tanzen::V,跳舞,tantsima
1041,sich trennen::V,分别,lahku minema
1042,verlassen::V,离开,maha jätma
1043,retten::V,救,päästma
1044,bewachen::V,守卫,valvama
1045,schützen::V,保护,kaitsma
1046,verteidigen::V,保卫,kaitsma
1047,sich schlagen::V,打架,kaklema
1048,schießen::V,射击,tulistama
1049,siegen::V,获胜,võitma
1050,ärgern::V,激怒,ärritama
1051,ärgern::V,激怒,vihastama
1052,schlagen::V,打,lööma
1053,treten::V,踢,sõtkuma
1054,stechen::V,刺,pistma
1055,stechen::V,刺,torkama
1056,stoßen::V,撞,tõukama
1057,stehlen::V,盗窃,varastama
1058,stören::V,干扰,segama
1059,stören::V,干扰,häirima
1060,belästigen::V,打搅,ahistama
1061,verbergen::V,隐藏,peitma
1062,verbergen::V,隐藏,varjama
1063,täuschen::V,欺骗,petma
1064,täuschen::V,欺骗,tüssama
1065,betrügen::V,欺骗,petma
1066,betrügen::V,欺骗,tüssama
1067,betrügen::V,欺骗,truudust murtma
1068,töten::V,杀,tapma
1069,töten::V,杀,surmama
1070,wohnen::V,居住,elama
1071,arbeiten::V,工作,töötama
1072,sammeln::V,收集,koguma
1073,sammeln::V,收集,korjama
1074,pflücken::V,采,noppima
1075,jagen::V,打猎,jahtima
1076,fischen::V,捕鱼,kalastama
1077,fischen::V,捕鱼,kala püüdma
1078,fassen::V,捉住,püüdma
1079,hüten::V,守护,karjatama
1080,treiben::V,漂,ajama
1081,anbinden::V,拴,kinni siduma
1082,füttern::V,喂,söötma
1083,melken::V,挤奶,lüpsma
1084,hacken::V,剁细,raiuma
1085,hacken::V,剁细,lõhkuma
1086,gießen::V,浇,kastma
1087,reifen::V,成熟,valmima
1088,kochen::V,煮,keetma
1089,backen::V,烤,küpsetama
1090,braten::V,煎,praadima
1091,umrühren::V,搅拌,segama
1092,stricken::V,织,kuduma
1093,nähen::V,缝,õmblema
1094,färben::V,染色,värvima
1095,reinigen::V,清洁,puhastama
1096,waschen::V,洗,pesema
1097,abwischen::V,擦掉,puhtaks pühkima
1098,spülen::V,清洗,uhtma
1099,fegen::V,扫,pühkima
1100,kehren::V,打扫,pühkima
1101,baden::V,给...洗澡,suplema
1102,baden::V,给...洗澡,kümblema
1103,sich waschen::V,洗澡,end pesema
1104,ausziehen::V,脱,käest võtma
1105,ausziehen::V,脱,jalast võtma
1106,ausziehen::V,脱,seljast võtma
1107,anziehen::V,穿,jalga panema
1108,sich anziehen::V,穿衣,riietuma
1109,kämmen::V,梳,kammima
1110,schmücken::V,装饰,kaunistama
1111,sagen::V,说,ütlema
1112,sprechen::V,说,rääkima
1113,sprechen::V,说,kõnelema
1114,reden::V,讲,kõnelema
1115,sich unterhalten::V,聊天,vestlema
1116,fragen::V,问,küsima
1117,bitten::V,请,paluma
1118,erzählen::V,叙述,jutustama
1119,mitteilen::V,通知,teatama
1120,mitteilen::V,通知,teada andma
1121,nennen::V,叫做,nimetama
1122,rufen::V,叫,kutsuma
1123,prahlen::V,吹牛,hooplema
1124,übersetzen::V,翻译,tõlkima
1125,denken::V,想,mõtlema
1126,glauben::V,以为,uskuma
1127,bemerken::V,发觉,märkama
1128,erkennen::V,识别,ära tundma
1129,begreifen::V,理解,aru saama
1130,verstehen::V,明白,mõistma
1131,lernen::V,学,õppima
1132,wissen::V,知道,teadma
1133,sich erinnern an::V,回忆,mäletama
1134,vergessen::V,忘记,unustama
1135,messen::V,测量,mõõtma
1136,zählen::V,数,loendama
1137,rechnen::V,计算,arvutama
1138,lesen::V,读,lugema
1139,malen::V,画,maalima
1140,zeichnen::V,绘制,joonistama
1141,schreiben::V,写,kirjutama
1142,besitzen::V,占有,omama
1143,kaufen::V,买,ostma
1144,verkaufen::V,卖,müüma
1145,bezahlen::V,付钱,tasuma
1146,zahlen::V,支付,maksma
1147,beherrschen::V,统治,valitsema
1148,ertragen::V,忍耐,taluma
1149,vergebens::ADV,,asjata
1150,klirren::V,,kõlisema
1151,rauschen::V,,kohisema
1152,rühren::V,,liigutama
1153,rühren::V,,heldima panema
1154,zubereiten::V,,valmistama
