,Concept_ID,lt,ku
792,hinauf::ADV,į viršų,banî
793,überall::ADV,visur,li her derê
794,nicht::ADV,ne,ne
795,nicht::ADV,ne,nîn
796,nicht::ADV,ne,tine
797,ein wenig::ADV,truputį,hebkî
798,kaum::ADV,vos,tema
799,kaum::ADV,vos,himangi
800,sehr::ADV,labai,gelek
801,sehr::ADV,baisiai,gelek
802,so::ADV,taip,weha
803,noch::ADV,dar,hêj
804,noch::ADV,dar,dîsa
805,nur::ADV,tik,tenê
806,nur::ADV,tik,bes
807,nur::ADV,vien,tenê
808,nur::ADV,vien,bes
809,schon::ADV,jau,hew
810,wieder::ADV,vėl,jar din
811,wieder::ADV,vėl,dîsa
812,wieder::ADV,iš naujo,jar din
813,wieder::ADV,iš naujo,dîsa
814,vergebens::ADV,veltui,deya çun
815,vergebens::ADV,veltui,îfleh bûn
816,vergebens::ADV,bergždžiai,deya çun
817,vergebens::ADV,bergždžiai,îfleh bûn
818,vor::PRP,prieš,li ber
819,hinter::PRP,už,li pişt
820,unter::PRP,po,li bin
821,durch::PRP,pro,kura
822,durch::PRP,per,kura
823,neben::PRP,prie,li ba
824,neben::PRP,šalia,li ba
825,zwischen::PRP,tarp,nabeyne
826,zwischen::PRP,tarp,di nav...da
827,wegen::PRP,dėl,ji bo
828,wegen::PRP,dėl,ji ber
829,wegen::PRP,dėlei,ji bo
830,wegen::PRP,dėlei,ji ber
831,dies::PRN,šis,ev
832,dies::PRN,šitas,ev
833,das::PRN,tat,ev
834,alles::PRN,visas,hemû
835,ich::PRN,aš,ez
836,du::PRN,tu,tu
837,er::PRN,jis,wî
838,wir::PRN,mes,êm
839,ihr::PRN,jūs,hûn
840,sie::PRN,ji,we
841,sie::PRN,jos,we
842,was::FPRN,kas,çi
843,wer::FPRN,kas,ki
844,wo::FADV,kur,li ku dere
845,wohin::FADV,kur,li ku dere
846,wohin::FADV,kur link,li ku dere
847,wie::FADV,kaip,çawa
848,warum::FADV,kod̃ėl,çima
849,warum::FADV,dėl ko,çima
850,wieviel::FNUM,kiek,çend
851,eins::NUM,vienas,yek
852,zwei::NUM,du,didu
853,drei::NUM,trys,sisê
854,vier::NUM,keturi,çar
855,fünf::NUM,penki,penç
856,sechs::NUM,šeši,şeş
857,sieben::NUM,septyni,heft
858,acht::NUM,aštuoni,heşt
859,neun::NUM,devyni,neh
860,zehn::NUM,dešimt,deh
861,elf::NUM,vienuolika,yazdeh
862,zwölf::NUM,dvylika,diwazdeh
863,zwanzig::NUM,dvidešimt,bîst
864,dreißig::NUM,trisdešimt,sih
865,vierzig::NUM,keturiasdešimt,çil
866,fünfzig::NUM,penkiasdešimt,pençi
867,sechzig::NUM,šešiasdešimt,şêst
868,siebzig::NUM,septyniasdešimt,heftê
869,achtzig::NUM,aštuoniasdešimt,heştê
870,neunzig::NUM,devyniasdešimt,nod
871,hundert::NUM,šimtas,sêd
872,tausend::NUM,tūkstantis,hezar
873,und::CNJ,ĩr,û
874,oder::CNJ,ar,an
875,oder::CNJ,ar,yan
876,oder::CNJ,arba,an
877,oder::CNJ,arba,yan
878,stehen::V,stovėti,sekinîn
879,sitzen::V,sėdėti,rûniştin
880,liegen::V,gulėti,paldan
881,hängen::V,kyboti,darve kirin
882,hängen::V,kabėti,darve kirin
883,werden::V,taptis,bûn
884,werden::V,darytis,bûn
885,passieren::V,atsitikti,hatin holê
886,passieren::V,atsitikti,hatin serê kesî
887,passieren::V,pasitaikyti,hatin holê
888,passieren::V,pasitaikyti,hatin serê kesî
889,beginnen::V,prasid́ėti,li dest pêkirin
890,enden::V,baigtis,xalas bû
891,wechseln::V,keistis,guherandin
892,wechseln::V,keistis,dêgiş kirin
893,wechseln::V,pasikeisti,guherandin
894,wechseln::V,pasikeisti,dêgiş kirin
895,aufgehen[Sonne]::V,tekėti,hilatin
896,aufgehen[Sonne]::V,patekėti,hilatin
897,untergehen[Sonne]::V,leistis,çun ava
898,untergehen[Sonne]::V,nusileisti,çun ava
899,scheinen[Sonne]::V,šviesti,şewk de
900,donnern::V,griausti,gire-gir
901,donnern::V,griaudėti,gire-gir
902,wehen::V,pūsti,ba le de
903,strömen::V,lietis,xwe girtin
904,strömen::V,plūsti,xwe girtin
905,fließen::V,tekėti,herikîn
906,sich drehen::V,suktis,xwe zivirandin
907,sich drehen::V,pasisukti,xwe zivirandin
908,schwanken::V,svyruoti,hejandin
909,schwingen::V,suptis,libakirin
910,fallen::V,pulti,ketin
911,fallen::V,kristi,ketin
912,brennen::V,degti,şewitîn
913,rauchen::V,rūkyti,kişandin
914,regnen::V,lyti,bahran tê
915,gefrieren::V,užšalti,qefilandin
916,tauen::V,tirpti,helandin
917,schmelzen::V,lydytis,helandin
918,trocknen::V,džiūti,zuwabûn
919,sieden::V,virti,kelîn
920,faulen::V,pūti,xerabûn
921,verfaulen::V,švinkti,xerabûn
922,reißen::V,plyšti,jêkirin
923,reißen::V,trūkti,jêkirin
924,versinken::V,skę̃sti,xerq bûn
925,versinken::V,grimzti,xerq bûn
926,vergehen::V,praeiti,derbas bûn
927,erscheinen::V,pasirodyti,peyda bûn
928,verschwinden::V,dingti,wendabûn
929,verschwinden::V,išnykti,wendabûn
930,verschwinden::V,pranykti,wendabûn
931,sinken::V,kristi,noq bûn
932,abnehmen::V,mažėti,kêm bûn
933,abnehmen::V,silpnėti,kêm bûn
934,zunehmen::V,didėti,qelew bûn
935,zunehmen::V,padaugėti,qelew bûn
936,steigen::V,kilti,hildan
937,wachsen::V,augti,mezin bûn
938,glänzen::V,blizgėti,biriqîn
939,funkeln::V,žibėti,çikisîn
940,lärmen::V,triukšmauti,guşîn
941,läuten::V,skambinti,lê de
942,klingeln::V,skambinti,sîl dan
943,klingeln::V,skambinti,ringerin
944,klirren::V,žvangėti,zingzing hat
945,brausen::V,šniokšti,guşîn
946,rauschen::V,ošti,guşîn
947,rauschen::V,šlamėti,guşîn
948,klingen::V,skardėti,deng pe ketin
949,bellen::V,loti,kewtîn
950,heulen::V,kaukti,ûrîn
951,heulen::V,staugti,ûrîn
952,blasen::V,pūsti,puf kirin
953,pfeifen::V,švilpti,fîkandin
954,pfeifen::V,švilpauti,fîkandin
955,schreien::V,šaukti,qîrîn
956,stöhnen::V,dejuoti,nalîn
957,stöhnen::V,aimanuoti,nalîn
958,zittern::V,virpėti,hejîn
959,leben::V,gyventi,jihîn
960,geboren werden::V,gimti,hatin dinyê
961,geboren werden::V,gimti,bûn
962,atmen::V,alsuoti,hilmijîn
963,atmen::V,kvėpuoti,hilmijîn
964,trinken::V,gerti,vexwarin
965,essen::V,valgyti,xwarin
966,schlucken::V,praryti,daqulbandin
967,müde werden::V,nuvargti,betilîln
968,müde werden::V,nuvargti,qerimîn
969,müde werden::V,privargti,betilîln
970,müde werden::V,privargti,qerimîn
971,einschlafen::V,užmigti,razan
972,schlafen::V,miegoti,razan
973,schlafen::V,miegoti,razandin
974,aufwachen::V,pabusti,şiyarbûn
975,aufstehen::V,keltis,rabûn
976,aufstehen::V,atsikelti,rabûn
977,sich erholen::V,pailsėti,baş bûn
978,sich erholen::V,poilsiauti,baş bûn
979,krank werden::V,susirgti,nexweş kêt
980,krank sein::V,sirgti,nexweş bû
981,schmerzen::V,sopėti,êşandin
982,schmerzen::V,skaudėti,êşandin
983,husten::V,kosėti,kuxin
984,genesen::V,sveikti,baş bûn
985,genesen::V,taisytis,baş bûn
986,sterben::V,mirti,mirin
987,sterben::V,numirti,mirin
988,umkommen::V,žūti,mirin
989,sich bewegen::V,judėti,leqîn
990,sich bewegen::V,pasijudinti,leqîn
991,sich rühren::V,krutėti,leqîn
992,sich erheben::V,pakilti,rabûn
993,sich erheben::V,atsikelti,rabûn
994,sich setzen::V,sėstis,runiştin
995,sich setzen::V,atsisėsti,runiştin
996,hinfallen::V,parkristi,kêtin
997,hinfallen::V,pargriūti,kêtin
998,laufen::V,eiti,meşîn
999,schreiten::V,žengti,meşkirin
1000,schreiten::V,žingsniuoti,meşkirin
1001,spazierengehen::V,pasivaikščioti,gerandin
1002,eilen::V,skubėti,lezandin
1003,sich beeilen::V,paskub́ėti,zûkirin
1004,sich beeilen::V,pasiskubinti,zûkirin
1005,sausen::V,dumti,fîzîn
1006,sausen::V,lėkti,fîzîn
1007,rennen::V,bėgti,baz dan
1008,springen::V,šokti,hilpekîn
1009,klettern::V,kopti,hilperikîn
1010,schaukeln::V,supti,lorandin
1011,schaukeln::V,linguoti,lorandin
1012,kriechen::V,ropoti,xuşandin
1013,kriechen::V,šliaužti,xuşandin
1014,schwimmen::V,plaukti,avjenîn
1015,tauchen::V,nerti,qutxuyardin
1016,tauchen::V,nerti,noqîn
1017,rudern::V,irtis,qaîq ajotin
1018,rudern::V,irkluoti,qaîq ajotin
1019,fahren::V,važiuoti,ajotin
1020,fahren::V,važinėti,ajotin
1021,fliegen::V,lėkti,firîn
1022,fliegen::V,skristi,firîn
1023,gehen::V,eiti,çûn
1024,weggehen::V,išeiti,çûn
1025,abfahren::V,išvykti,çûyin
1026,abfahren::V,išvažiuoti,çûyin
1027,anhalten::V,sustoti,rawestîn
1028,hineingehen::V,įeiti,ketin hundir
1029,eintreten::V,įžengti,têketin
1030,kommen::V,ateiti,hatin
1031,ankommen::V,ateiti,gihan
1032,ankommen::V,ateiti,gihîştin
1033,zurückkommen::V,grį̃žti,vegerandin
1034,zurückkommen::V,sugrį̃žti,vegerandin
1035,bleiben::V,likti,sekinîn
1036,bleiben::V,pasilikti,sekinîn
1037,warten::V,laukti,payîn
1038,erwarten::V,laukti,payîn
1039,suchen::V,ieškoti,lêgerîn
1040,finden::V,rasti,peyda kirin
1041,finden::V,surasti,peyda kirin
1042,versuchen::V,mėginti,çeribandin
1043,vorbereiten::V,rengti,amade kirin
1044,lieben::V,myĺėti,hez kirin
1045,mögen::V,ḿėgti,dil kirin
1046,mögen::V,patikti,dil kirin
1047,lachen::V,juoktis,kenîn
1048,rühren::V,jaudinti,hêjan
1049,rühren::V,graudinti,hêjan
1050,weinen::V,verkti,girîn
1051,schimpfen::V,bartis,pevçûn
1052,sich ärgern::V,pykti,enirîn
1053,sich ärgern::V,apmaudauti,enirîn
1054,sich fürchten::V,bijoti,tirsîn
1055,sich fürchten::V,baimintis,tirsîn
1056,fürchten::V,bijoti,tirsin
1057,fürchten::V,baimintis,tirsin
1058,fliehen::V,bėgti,bazdan
1059,fliehen::V,sprukti,bazdan
1060,flüchten::V,pabėgti,revîn
1061,sehen::V,žiūŕėti,dîtin
1062,anschauen::V,žiūŕėti,sêr kirin
1063,ansehen::V,žiūrėti į,hesibandin
1064,ansehen::V,pažiūrėti į,hesibandin
1065,hören::V,girdėti,guhdar jirin
1066,zuhören::V,klausytis,guhdarî kirin
1067,probieren::V,ragauti,tehm kirin
1068,probieren::V,paragauti,tehm kirin
1069,riechen::V,uosti,bihn kirin
1070,riechen::V,užuosti,bihn kirin
1071,fühlen::V,justi,hîs kirin
1072,fühlen::V,jausti,hîs kirin
1073,fühlen::V,pajusti,hîs kirin
1074,scheinen::V,rodytis,xoyer kir
1075,scheinen::V,atrodyti,xoyer kir
1076,zu sehen sein::V,pasirodyti,diyar bûn
1077,vernehmen::V,išgirsti,bihîstin
1078,frieren::V,šalti,qerişîn
1079,tun::V,daryti,kirin
1080,können::V,galėti,karin
1081,können::V,pajėgti,karin
1082,wollen::V,norėti,xwestîn
1083,anfangen::V,pradėti,dest pêkirin
1084,anfangen::V,prasid́ėti,dest pêkirin
1085,beenden::V,baigti,xelas kirin
1086,beenden::V,užbaigti,xelas kirin
1087,aufhören::V,liautis,xelas kirin
1088,gelingen::V,pavykti,çe bûn
1089,gelingen::V,pasisekti,çe bûn
1090,geraten::V,nusisekti,qewîmîn
1091,öffnen::V,atverti,vekirin
1092,öffnen::V,atidaryti,vekirin
1093,schließen::V,uždaryti,girtin
1094,stellen::V,statyti,danîn
1095,stellen::V,pastatyti,danîn
1096,setzen::V,sodinti,rûniştin
1097,setzen::V,pasodinti,rûniştin
1098,legen::V,dėti,danîn
1099,legen::V,dėti,razandin
1100,legen::V,pad́ėti,danîn
1101,legen::V,pad́ėti,razandin
1102,berühren::V,liesti,lêketin
1103,berühren::V,paliesti,lêketin
1104,verbinden::V,jungti,anîn pê
1105,verbinden::V,surišti,anîn pê
1106,bedecken::V,uždengti,sergirtin
1107,aufhängen::V,pakarti,aliqandin
1108,aufhängen::V,pakabinti,aliqandin
1109,anzünden::V,padegti,pêxistin
1110,aufheben::V,pakelti,hildan
1111,zurücklassen::V,palikti,hiştin
1112,zurücklassen::V,palikti,vehiştin
1113,verlieren::V,pamesti,wendakirin
1114,fallen lassen::V,atsisakyti,xistin bixe
1115,fallen lassen::V,atsisakyti,xistin
1116,machen::V,dirbti,kirin
1117,machen::V,dirbti,çêkirin
1118,herstellen::V,gaminti,çê kirin
1119,herstellen::V,gaminti,peyda kirin
1120,bauen::V,statyti,lêkirin
1121,bauen::V,pastatyti,lêkirin
1122,reparieren::V,taisyti,veherînerîn
1123,reparieren::V,remontuoti,veherînerîn
1124,verbessern::V,gerinti,sererastkirin
1125,verbessern::V,ištaisyti,sererastkirin
1126,ändern::V,keisti,degiş kirin
1127,ändern::V,pakeisti,degiş kirin
1128,graben::V,kasti,kolandin
1129,beugen::V,lenkti,tewîn
1130,beugen::V,lenkti,xwar kirin
1131,beugen::V,palenkti,tewîn
1132,beugen::V,palenkti,xwar kirin
1133,biegen::V,lenkti,tewandin
1134,biegen::V,lenkti,xwarkirin
1135,biegen::V,palenkti,tewandin
1136,biegen::V,palenkti,xwarkirin
1137,drehen::V,sukti,fitilandin
1138,wenden::V,kreipti,zivîrin
1139,wenden::V,pakreipti,zivîrin
1140,umdrehen::V,sukti,vegerandin
1141,umdrehen::V,apversti,vegerandin
1142,heben::V,kelti,hildan
1143,heben::V,pakelti,hildan
1144,hochheben::V,pakelti,hildan
1145,ergreifen::V,čiupti,dest avêtin
1146,ergreifen::V,griebti,dest avêtin
1147,halten::V,laikyti,hîştin
1148,halten::V,laikyti,sekinîn
1149,halten::V,palaikyti,hîştin
1150,halten::V,palaikyti,sekinîn
1151,drücken::V,spausti,pêl kirin
1152,schieben::V,stumti,damdan
1153,kratzen::V,kasyti,xurandin
1154,kratzen::V,grandyti,xurandin
1155,lecken::V,laižyti,alastin
1156,beißen::V,kandžioti,gez kirin
1157,abreißen::V,nuplėšti,hilşandin
1158,abschneiden::V,atpjauti,jêkirin
1159,abschneiden::V,atkirpti,jêkirin
1160,binden::V,rišti,girêdan
1161,binden::V,surišti,girêdan
1162,stecken::V,kišti,têxistin
1163,stecken::V,įkišti,têxistin
1164,brechen::V,lūžti,şikandin
1165,brechen::V,laužyti,şikandin
1166,klopfen::V,belsti,kutandin
1167,klopfen::V,barbenti,kutandin
1168,hauen::V,mušti,li dan
1169,kleben::V,lipdyti,zeliqîn
1170,kleben::V,lipdyti,şirêz kirin
1171,kleben::V,klijuoti,zeliqîn
1172,kleben::V,klijuoti,şirêz kirin
1173,reiben::V,trinti,firikandin
1174,reiben::V,tarkuoti,firikandin
1175,streichen::V,tepti,bax dan
1176,streichen::V,užtepti,bax dan
1177,schleifen::V,galą́sti,çarkirin
1178,schneiden::V,pjauti,jêkirin
1179,schneiden::V,kirpti,jêkirin
1180,rütteln::V,purtyti,hejandin
1181,schütteln::V,purtyti,daweşîn
1182,schwenken::V,mojuoti,têwdan
1183,schütten::V,pilti,rijandin
1184,schütten::V,berti,rijandin
1185,füllen::V,pildyti,dagirtin
1186,füllen::V,pripildyti,dagirtin
1187,einwickeln::V,įvynioti,pêçandin
1188,einwickeln::V,suvynioti,pêçandin
1189,tragen::V,nešti,kişandin
1190,tragen::V,nešti,rajtin
1191,tragen::V,nešioti,kişandin
1192,tragen::V,nešioti,rajtin
1193,schleppen::V,vilkti,kişandin
1194,ziehen::V,tempti,kişandin
1195,aufbewahren::V,laikyti,hilandin
1196,werfen::V,mesti,avêtin
1197,werfen::V,sviesti,avêtin
1198,fangen::V,sugauti,sem kirin
1199,fangen::V,sugauti,girtin
1200,packen::V,čiupti,pê girtin
1201,packen::V,griebti,pê girtin
1202,verstecken::V,slėpti,hîlanin
1203,verstecken::V,slapstyti,hîlanin
1204,teilen::V,dalyti,parvekirin
1205,teilen::V,padalyti,parvekirin
1206,schicken::V,sių̃sti,şandin
1207,schicken::V,pasių̃sti,şandin
1208,bringen::V,atnešti,anîn
1209,bringen::V,atnešti,birin
1210,hinzufügen::V,pridėti,dan ser
1211,hinzufügen::V,pridėti,li tiştekî zêde kirin
1212,bekommen::V,gauti,standin
1213,erhalten::V,gauti,standin
1214,nehmen::V,paimti,girtin
1215,wählen::V,rinkti,ray dan
1216,wählen::V,išsirinkti,ray dan
1217,auswählen::V,išrinkti,bijartin
1218,bewahren::V,išsaugoti,rê li ber girtin
1219,bewahren::V,išsaugoti,lê xwedî derketin
1220,behindern::V,trukdyti,bara wi
1221,verderben::V,sugadinti,heram bûn
1222,beschädigen::V,žaloti,xerab kirin
1223,beschädigen::V,gadinti,xerab kirin
1224,zerbrechen::V,sukulti,şikênandin
1225,zerbrechen::V,sukulti,perçe kirin
1226,zerbrechen::V,sudaužyti,şikênandin
1227,zerbrechen::V,sudaužyti,perçe kirin
1228,zerreißen::V,perplėšti,qelişandin
1229,zerreißen::V,suplėšyti,qelişandin
1230,zerstören::V,suardyti,hilşandin
1231,zerstören::V,sugriauti,hilşandin
1232,verbrennen::V,deginti,şewitandin
1233,verbrennen::V,sudeginti,şewitandin
1234,geben::V,duoti,dan
1235,geben::V,duoti,dayin
1236,geben::V,paduoti,dan
1237,geben::V,paduoti,dayin
1238,reichen::V,paduoti,besbûn
1239,reichen::V,paduoti,têrkirin
1240,schenken::V,dovanoti,diyarî kirin
1241,versprechen::V,žadėti,soz dan
1242,versprechen::V,pažadėti,soz dan
1243,wünschen::V,norėti,dil kirin
1244,wünschen::V,linḱėti,dil kirin
1245,loben::V,girti,pesinandin
1246,loben::V,pagirti,pesinandin
1247,küssen::V,bučiuoti,maçkirin
1248,wiegen::V,supti,lorandin
1249,wiegen::V,supti,wezinandin
1250,zudecken::V,užkloti,nixumandin
1251,zudecken::V,uždengti,nixumandin
1252,wecken::V,žadinti,bixwe hesandin
1253,zeigen::V,rodyti,şanîdan
1254,führen::V,vesti,raber kirin
1255,führen::V,vadovauti,raber kirin
1256,lehren::V,mokyti,hîn kirin
1257,lehren::V,išmokyti,hîn kirin
1258,unterrichten::V,dėstyti,ders dan
1259,aufziehen::V,išauginti,mesinkirin
1260,leiten::V,valdyti,rêberî kirin
1261,leiten::V,vadovauti,rêberî kirin
1262,antreiben::V,uiti,bezandin
1263,antreiben::V,raginti,bezandin
1264,antreiben::V,skubinti,bezandin
1265,lassen::V,paliepti,berdan
1266,lassen::V,paliepti,hiştin
1267,einladen::V,kviesti,dawet kirin
1268,einladen::V,pakviesti,dawet kirin
1269,vereinigen::V,sujungti,bi yek kirin
1270,vereinigen::V,suvienyti,bi yek kirin
1271,besuchen::V,lankyti,mêvan bûn
1272,besuchen::V,aplankyti,mêvan bûn
1273,treffen::V,sutikti,rast hatin
1274,treffen::V,pasitikti,rast hatin
1275,sich versammeln::V,susirinkti,li hev çivîn
1276,spielen::V,groti,listin
1277,spielen::V,žaisti,listin
1278,singen::V,dainuoti,stran
1279,tanzen::V,šokti,reqisîn
1280,sich trennen::V,skirtis,hew berdan
1281,sich trennen::V,išsiskirti,hew berdan
1282,verlassen::V,palikti,tanê hişt
1283,verlassen::V,palikti,bêkes
1284,retten::V,gelbėti,rihakirin
1285,bewachen::V,sergėti,raçavkirin
1286,schützen::V,ginti,hemet kirin
1287,schützen::V,apginti,hemet kirin
1288,verteidigen::V,ginti,paraztin
1289,verteidigen::V,apginti,paraztin
1290,sich schlagen::V,muštis,li hev bezîn
1291,schießen::V,šauti,agir kirin
1292,schießen::V,šaudyti,agir kirin
1293,siegen::V,nugalėti,biser ketin
1294,ärgern::V,pykinti,xeyirandin
1295,schlagen::V,mušti,lêdan
1296,schlagen::V,mušti,lêxistin
1297,schlagen::V,smogti,lêdan
1298,schlagen::V,smogti,lêxistin
1299,schlagen::V,trenkti,lêdan
1300,schlagen::V,trenkti,lêxistin
1301,treten::V,mygti,têlekirin
1302,stechen::V,gelti,têrekirin
1303,stechen::V,smeigti,têrekirin
1304,stoßen::V,stumti,lêketin
1305,stoßen::V,pastumti,lêketin
1306,stehlen::V,vogti,dizîn
1307,stehlen::V,vogti,dizî birin
1308,stören::V,trikdyti,aciz kirin
1309,belästigen::V,apsunkinti,li tela yeki ketin
1310,verbergen::V,slėpti,veşartin
1311,verbergen::V,slėpti,kemîndanîn
1312,verbergen::V,paslėpti,veşartin
1313,verbergen::V,paslėpti,kemîndanîn
1314,täuschen::V,klaidinti,xapandin
1315,täuschen::V,klaidinti,lê zexeli kirin
1316,betrügen::V,apgauti,xapandin
1317,töten::V,žudyti,kûştin
1318,töten::V,nužudyti,kûştin
1319,wohnen::V,gyventi,rûniştin
1320,arbeiten::V,dirbti,kar kirin
1321,arbeiten::V,dirbti,şêxulin
1322,arbeiten::V,triūsti,kar kirin
1323,arbeiten::V,triūsti,şêxulin
1324,sammeln::V,rinkti,komkirin
1325,pflücken::V,skinti,çinîn
1326,pflücken::V,raškyti,çinîn
1327,jagen::V,medžioti,nêçîr kirin
1328,fischen::V,žvejoti,masî girtin
1329,fassen::V,sučiupti,pê girtin
1330,fassen::V,sučiupti,sêm kirin
1331,hüten::V,ganyti,hei jê man
1332,treiben::V,ginti,bêherandin
1333,anbinden::V,pririšti,tewilandin
1334,füttern::V,šerti,xwarine dan lê
1335,melken::V,melžti,dotin
1336,hacken::V,kapoti,kolandin
1337,gießen::V,lieti,av dan
1338,gießen::V,laistyti,av dan
1339,reifen::V,nokti,kemilîn
1340,reifen::V,sirpti,kemilîn
1341,zubereiten::V,ruošti,çe kirin
1342,zubereiten::V,gaminti,çe kirin
1343,kochen::V,virti,xwarin çe kirin
1344,kochen::V,virti,kelandin
1345,kochen::V,virinti,xwarin çe kirin
1346,kochen::V,virinti,kelandin
1347,backen::V,kepti,pijandin
1348,braten::V,kepti,qelandin
1349,braten::V,kepti,sor kirin
1350,braten::V,kepinti,qelandin
1351,braten::V,kepinti,sor kirin
1352,umrühren::V,maišyti,têvdan
1353,umrühren::V,pamaišyti,têvdan
1354,stricken::V,megzti,hûnan
1355,nähen::V,siūti,kêl kirin
1356,färben::V,dažyti,boyax kirin
1357,färben::V,nudažyti,boyax kirin
1358,reinigen::V,valyti,paqijkirin
1359,reinigen::V,švarinti,paqijkirin
1360,waschen::V,plauti,şuştin
1361,waschen::V,mazgoti,şuştin
1362,waschen::V,skalbti,şuştin
1363,abwischen::V,nušluostyti,pakîj kirin
1364,spülen::V,plauti,şuştin
1365,spülen::V,skalauti,şuştin
1366,fegen::V,šluoti,maliştin
1367,kehren::V,šluoti,maliştin
1368,baden::V,maudytis,serîşûştin
1369,sich waschen::V,praustis,serîşûştin
1370,ausziehen::V,numauti,jê kirin
1371,ausziehen::V,nuvilkti,jê kirin
1372,anziehen::V,mauti,pê kirin
1373,anziehen::V,apsivilkti,pê kirin
1374,sich anziehen::V,rengtis,xwe kirin
1375,sich anziehen::V,apsirengti,xwe kirin
1376,kämmen::V,šukuoti,şeh kirin
1377,schmücken::V,puošti,xemilandin
1378,schmücken::V,dabinti,xemilandin
1379,schmücken::V,gražinti,xemilandin
1380,sagen::V,tarti,gotin
1381,sagen::V,tarti,peyivîn
1382,sprechen::V,kalbėti,peyivîn
1383,reden::V,šnekėti,axaftin
1384,sich unterhalten::V,kalbėtis,hev biştaxilin
1385,sich unterhalten::V,šnekučiuotis,hev biştaxilin
1386,fragen::V,klausti,pirsîn
1387,fragen::V,klausti,pirs kirin
1388,bitten::V,prašyti,tika kirin
1389,erzählen::V,pasakoti,behs kirin
1390,mitteilen::V,skelbti,vegotin
1391,mitteilen::V,pranešti,vegotin
1392,nennen::V,vadinti,bi nav kirin
1393,nennen::V,vardyti,bi nav kirin
1394,rufen::V,šaukti,bakirin
1395,rufen::V,kviesti,bakirin
1396,prahlen::V,girtis,pesnê xwe dan
1397,übersetzen::V,versti,qulibandin
1398,übersetzen::V,versti,derbas kirin
1399,übersetzen::V,išversti,qulibandin
1400,übersetzen::V,išversti,derbas kirin
1401,denken::V,galvoti,fikirîn
1402,glauben::V,manyti,bawer bûn
1403,glauben::V,tikėti,bawer bûn
1404,bemerken::V,pamatyti,bala xwe dan
1405,bemerken::V,pamatyti,çac lê ketin
1406,bemerken::V,pastebėti,bala xwe dan
1407,bemerken::V,pastebėti,çac lê ketin
1408,erkennen::V,pažinti,pêhesîn
1409,erkennen::V,atpažinti,pêhesîn
1410,begreifen::V,suvokti,fêmkirin
1411,verstehen::V,suprasti,fêmkirin
1412,lernen::V,mokytis,halmandin
1413,lernen::V,mokytis,fêrbun
1414,wissen::V,žinoti,zanîn
1415,sich erinnern an::V,prisiminti,bir bûn
1416,vergessen::V,užmiršti,ji bir kirin
1417,messen::V,matuoti,pê kanîn
1418,zählen::V,skaičiuoti,hejmardin
1419,rechnen::V,skaičiuoti,hesibandin
1420,lesen::V,skaityti,xwendin
1421,malen::V,tapyti,rengandin
1422,malen::V,tapyti,boyax kirin
1423,zeichnen::V,piešti,işaret kirin
1424,zeichnen::V,žymėti,işaret kirin
1425,zeichnen::V,braižyti,işaret kirin
1426,schreiben::V,rašyti,nivîsandin
1427,besitzen::V,turėti,hebûn
1428,kaufen::V,pirkti,kirîn
1429,verkaufen::V,parduoti,firotin
1430,bezahlen::V,apmokėti,pere dan
1431,zahlen::V,mokėti,pere dan
1432,zahlen::V,mokėti,dayin
1433,beherrschen::V,valdyti,zebt kirin
1434,beherrschen::V,valdyti,hukim kirin
1435,ertragen::V,kę̃sti,bihêzkirin
1436,ertragen::V,pakelti,bihêzkirin
1437,ertragen::V,iškę̃sti,bihêzkirin
