,Concept_ID,bg,ru
206,Zwiebel::N,кромид,луковица
207,Saat::N,семе,семя
208,Korn::N,зърно,зерно
209,Heu::N,сено,сено
210,Schale::N,кора,шелуха
211,Grube::N,яма,яма
212,Grube::N,дупка,яма
213,Falle::N,примка,ловушка
214,Schlinge::N,клуп,силок
215,Spur::N,диря,след
216,Spur::N,следа,след
217,Asche::N,пепел,зола
218,Asche::N,пепел,пепел
219,Dreck::N,кал,грязь
220,Eisen::N,желязо,железо
221,Gold::N,злато,золото
222,Silber::N,сребро,серебро
223,Kohle::N,въглища,уголь
224,Glas::N,стъкло,стекло
225,Lehm::N,глина,глина
226,Sand::N,пясък,песок
227,Mensch::N,човек,человек
228,Mann::N,мъж,мужчина
229,Frau::N,жена,женщина
230,Kind::N,дете,ребенок
231,Junge::N,момче,мальчик
232,Mädchen::N,момиче,девочка
233,Familie::N,фамилия,семья
234,Familie::N,семейство,семья
235,Großvater::N,дядо,дедушка
236,Großmutter::N,баба,бабушка
237,Eltern::N,родители,родители
238,Vater::N,баща,отец
239,Mutter::N,майка,мать
240,Sohn::N,син,сын
241,Tochter::N,дъщеря,дочь
242,Bruder::N,брат,брат
243,Schwester::N,сестра,сестра
244,Onkel::N,чичо,дядя
245,Onkel::N,вуйчо,дядя
246,Tante::N,леля,тетя
247,Ehemann::N,съпруг,муж
248,Ehefrau::N,съпруга,жена
249,Freude::N,радост,радость
250,Gelächter::N,смях,смех
251,Glück::N,щастие,счастье
252,Kummer::N,тъга,горе
253,Wunsch::N,желание,желание
254,Lust::N,желание,влечение
255,Geist::N,дух,дух
256,Gedanke::N,мисъл,мысль
257,Gedächtnis::N,памет,память
258,Verstand::N,ум,ум
259,Verstand::N,разум,ум
260,Sinn::N,смисъл,смысл
261,Grund::N,причина,повод
262,Wahrheit::N,правда,правда
263,Gespräch::N,разговор,беседа
264,Märchen::N,приказка,сказка
265,Erzählung::N,разказ,рассказ
266,Nachricht::N,вест,сообщение
267,Nachricht::N,известие,сообщение
268,Neuigkeit::N,новина,новость
269,Name::N,име,имя
270,Rätsel::N,гатанка,загадка
271,Rede::N,реч,речь
272,Rede::N,слово,речь
273,Sprache::N,език,язык
274,Stimme::N,глас,голос
275,Wort::N,дума,слово
276,Zeichen::N,знак,знак
277,Ruf::N,зов,зов
278,Lärm::N,шум,шум
279,Lärm::N,глъчка,шум
280,Laut::N,звук,звук
281,Ton::N,тон,звучание
282,Lied::N,песен,песня
283,Ruhe::N,тишина,покой
284,Ruhe::N,спокойствие,покой
285,Leute::N,хора,люди
286,Volk::N,народ,народ
287,Arbeit::N,труд,работа
288,Arbeit::N,работа,работа
289,Gast::N,гост,гость
290,Geschenk::N,дар,подарок
291,Geschenk::N,подарък,подарок
292,Spiel::N,игра,игра
293,Gesellschaft::N,общество,общество
294,Hilfe::N,помощ,помощь
295,Freund::N,приятел,друг
296,Kamerad::N,другар,приятель
297,Angelegenheit::N,работа,дело
298,Anzahl::N,брой,количество
299,Anzahl::N,количество,количество
300,Art::N,вид,вид
301,Stück::N,къс,кусок
302,Stück::N,парче,кусок
303,Teil::N,дял,часть
304,Teil::N,част,часть
305,Hälfte::N,половина,половина
306,Kreis::N,кръг,круг
307,Kreuz::N,кръст,крест
308,Linie::N,черта,линия
309,Strich::N,щрих,черта
310,Strich::N,черта,черта
311,Abstand::N,дистанция,промежуток
312,Abstand::N,разстояние,промежуток
313,Entfernung::N,разстояние,расстояние
314,Gegend::N,местност,местность
315,Platz::N,място,пространство
316,Ort::N,място,место
317,Seite::N,страна,сторона
318,Mitte::N,среда,середина
319,Gegenstand::N,предмет,предмет
320,Sache::N,вещ,вещь
321,Rand::N,ръб,край
322,Kante::N,ръб,ребро
323,Kante::N,кант,ребро
324,Ecke::N,ъгъл,угол
325,Spitze::N,връх,кончик
326,Spitze::N,острие,кончик
327,Ende::N,край,конец
328,Loch::N,дупка,дыра
329,Winkel::N,кът,угол
330,Winkel::N,ъгъл,угол
331,Muster::N,десен,узор
332,Muster::N,образец,узор
333,Größe::N,големина,размер
334,Länge::N,дължина,длина
335,Höhe::N,висота,высота
336,Höhe::N,височина,высота
337,Gewicht::N,тегло,вес
338,Gewicht::N,тежест,вес
339,Menge::N,количество,количество
340,Haufen::N,куп,куча
341,Haufen::N,грамада,куча
342,Reihe::N,ред,ряд
343,Reihe::N,редица,ряд
344,Boot::N,лодка,лодка
345,Ruder::N,весло,весло
346,Ruder::N,гребло,весло
347,Schlitten::N,шейна,сани
348,Ski::N,ски,лыжа
349,Lagerfeuer::N,огнище,костер
350,Last::N,товар,тяжесть
351,Gang::N,ход,ход
352,Gang::N,вървеж,ход
353,Schritt::N,стъпка,шаг
354,Norden::N,север,север
355,Süden::N,юг,юг
356,Westen::N,запад,запад
357,Osten::N,изток,восток
358,Holz::N,дърво,древесина
359,Brett::N,дъска,доска
360,Stange::N,прът,жердь
361,Stange::N,върлина,жердь
362,Stock::N,прът,палка
363,Stock::N,тояга,палка
364,Stab::N,прът,шест
365,Rohr::N,цев,труба
366,Rohr::N,тръба,труба
367,Haus::N,къща,дом
368,Heim::N,дом,дом
369,Ofen::N,печка,печь
370,Fußboden::N,под,пол
371,Tisch::N,маса,стол
372,Stuhl::N,стол,стул
373,Wiege::N,люлка,колыбель
374,Bett::N,легло,постель
375,Bett::N,креват,постель
376,Regal::N,рафт,полка
377,Regal::N,етажерка,полка
378,Kiste::N,кутия,ящик
379,Kiste::N,сандък,ящик
380,Fenster::N,прозорец,окно
381,Tür::N,врата,дверь
382,Tor::N,врата,ворота
383,Zaun::N,ограда,забор
384,Dach::N,покрив,крыша
385,Leiter::N,стълба,лестница
386,Besen::N,метла,метла
387,Spaten::N,лопата,лопата
388,Schaufel::N,лопата,совок
389,Gabel::N,вилица,вилка
390,Löffel::N,лъжица,ложка
391,Messer::N,нож,нож
392,Nagel::N,гвоздей,гвоздь
393,Netz::N,мрежа,сеть
394,Haken::N,кука,крюк
395,Haken::N,закачалка,крюк
396,Griff::N,ръчка,ручка
397,Griff::N,дръжка,ручка
398,Schloss::N,брава,замок
399,Schloss::N,ключалка,замок
400,Bild::N,картина,картина
401,Figur::N,фигура,фигура
402,Puppe::N,кукла,кукла
403,Beutel::N,кесия,мешок
404,Bündel::N,връзка,связка
405,Tasche::N,чанта,сумка
406,Eimer::N,кофа,ведро
407,Deckel::N,капак,крышка
408,Deckel::N,похлупак,крышка
409,Geschirr::N,съдове,посуда
410,Sack::N,чувал,мешок
411,Tasse::N,чаша,чашка
412,Topf::N,гърне,кастрюля
413,Topf::N,тенджера,кастрюля
414,Kessel::N,котел,котел
415,Essen::N,ядене,еда
416,Nahrung::N,храна,пища
417,Speise::N,ястие,блюдо
418,Speise::N,ястие,кушанье
419,Fleisch::N,месо,мясо
420,Getreide::N,зърнено храни,хлеб
421,Brei::N,каша,каша
422,Brot::N,хляб,хлеб
423,Scheibe::N,резен,ломоть
424,Fett::N,мазнина,жир
425,Butter::N,масло,масло
426,Öl::N,олио,масло
427,Öl::N,оливия,масло
428,Salz::N,сол,соль
429,Suppe::N,супа,суп
430,Honig::N,мед,мед
431,Milch::N,мляко,молоко
432,Tee::N,чай,чай
433,Leder::N,кожа,кожа
434,Wolle::N,вълна,шерсть
435,Stoff::N,плат,ткань
436,Stoff::N,материал,ткань
437,Nadel::N,игла,игла
438,Faden::N,конец,нитка
439,Knopf::N,копче,пуговица
440,Knoten::N,възел,узел
441,Farbe::N,боя,краска
442,Kleidung::N,дрехи,одежда
443,Kleidung::N,облекло,одежда
444,Hemd::N,риза,рубашка
445,Kragen::N,яка,воротник
446,Ärmel::N,ръкав,рукав
447,Hose::N,панталони,брюки
448,Gürtel::N,пояс,пояс
449,Gürtel::N,колан,пояс
450,Mütze::N,каскет,шапка
451,Mütze::N,фуражка,шапка
452,Schuh::N,обувка,ботинок
453,Stiefel::N,ботуш,сапог
454,Ring::N,пръстен,кольцо
455,Band::N,лента,лента
456,Band::N,връзка,лента
457,Kamm::N,гребен,расческа
458,Spiegel::N,огледало,зеркало
459,Riemen::N,каиш,ремень
460,Riemen::N,ремък,ремень
461,Schnur::N,връв,веревка
462,Leine::N,връв,поводок
463,Leine::N,въже,поводок
464,Decke::N,покривка,одеяло
465,Kissen::N,възглавница,подушка
466,Tuch::N,сукно,платок
467,Handtuch::N,пешкир,полотенце
468,Handtuch::N,кърпа за лице,полотенце
469,Kraft::N,мощ,сила
470,Kraft::N,сила,сила
471,Stärke::N,сила,крепость
472,Gesundheit::N,здраве,здоровье
473,Krankheit::N,болест,болезнь
474,Schmerz::N,болка,боль
475,Wunde::N,рана,рана
476,Fieber::N,треска,лихорадка
477,Fieber::N,треска,температура
478,Fieber::N,температура,лихорадка
479,Fieber::N,температура,температура
480,Arznei::N,лек,лекарство
481,Arznei::N,лекарство,лекарство
482,Brücke::N,мост,мост
483,Brunnen::N,чешма,колодец
484,Brunnen::N,кладенец,колодец
485,Weide::N,паша,пастбище
486,Weide::N,пасище,пастбище
487,Pfad::N,пътека,тропа
488,Weg::N,път,путь
489,Weg::N,път,дорога
490,Straße::N,шосе,улица
491,Straße::N,шосе,дорога
492,Dorf::N,село,деревня
493,Stadt::N,град,город
494,Brief::N,писмо,письмо
495,Buch::N,книга,книга
496,Buchstabe::N,буква,буква
497,Zeitung::N,вестник,газета
498,Leben::N,живот,жизнь
499,Tod::N,смърт,смерть
500,Grab::N,гроб,могила
501,Kirche::N,църква,церковь
502,Sünde::N,грях,грех
503,Gott::N,бог,бог
504,Arbeiter::N,работник,рабочий
505,Chef::N,шеф,начальник
506,Chef::N,началник,начальник
507,Meister::N,майстор,мастер
508,Arzt::N,лекар,врач
509,Lehrer::N,учител,учитель
510,Geld::N,пари,деньги
511,Geschäft::N,сделка,занятие
512,Laden::N,дюкян,магазин
513,Laden::N,магазин,магазин
514,Preis::N,цена,цена
515,Ware::N,стока,товар
516,Nutzen::N,полза,выгода
517,Nutzen::N,облага,выгода
518,Reichtum::N,богатство,богатство
519,Welt::N,свят,мир
520,Land::N,страна,страна
521,Staat::N,щат,государство
522,Staat::N,държава,государство
523,König::N,крал,король
524,Macht::N,мощ,власть
525,Macht::N,власт,власть
526,Grenze::N,граница,граница
527,Krieg::N,война,война
528,Feind::N,враг,враг
529,Feind::N,неприятел,враг
530,Gewalt::N,сила,насилие
531,Gewalt::N,насилие,насилие
532,Kampf::N,борба,борьба
533,Kampf::N,сражение,борьба
534,Bogen[Waffe]::N,лък,лук
535,Pfeil::N,стрела,стрела
536,Gewehr::N,пушка,ружье
537,Fehler::N,грешка,ошибка
538,Lüge::N,лъжа,ложь
539,Schaden::N,повреда,вред
540,Unglück::N,нещастие,беда
541,Schuld::N,вина,вина
542,Alter::N,възраст,возраст
543,Schluss::N,край,окончание
544,Zeit::N,време,время
545,Tag::N,ден,день
546,Morgen::N,утро,утро
547,Morgen::N,сутрин,утро
548,Mittag::N,обед,полдень
549,Mittag::N,пладне,полдень
550,Abend::N,вечер,вечер
551,Nacht::N,нощ,ночь
552,Woche::N,седмица,неделя
553,Monat::N,месец,месяц
554,Jahr::N,година,год
555,Frühling::N,пролет,весна
556,Sommer::N,лято,лето
557,Herbst::N,есен,осень
558,Winter::N,зима,зима
559,Januar::N,януари,январь
560,Februar::N,февруари,февраль
561,März::N,март,март
562,April::N,април,апрель
563,Mai::N,май,май
564,Juni::N,юни,июнь
565,Juli::N,юли,июль
566,August::N,август,август
567,September::N,септември,сентябрь
568,Oktober::N,октомври,октябрь
569,November::N,ноември,ноябрь
570,Dezember::N,декември,декабрь
571,Montag::N,понеделник,понедельник
572,Dienstag::N,вторник,вторник
573,Mittwoch::N,сряда,среда
574,Donnerstag::N,четвъртък,четверг
575,Freitag::N,петък,пятница
576,Samstag::N,събота,суббота
577,Sonntag::N,неделя,воскресенье
578,groß::A,едър,большой
579,groß::A,голям,большой
580,klein::A,малък,маленький
581,klein::A,дребен,маленький
582,lang::A,дълъг,длинный
583,kurz::A,къс,короткий
584,breit::A,широк,широкий
585,schmal::A,тесен,узкий
586,dicht::A,гъст,густой
587,dick[Gegenstand]::A,дебел,толстый
588,dünn::A,тънък,тонкий
589,fein::A,фин,тонкий
590,fein::A,тънък,тонкий
591,fest::A,твърд,крепкий
592,fest::A,плътен,крепкий
593,flach::A,равен,плоский
594,flach::A,плосък,плоский
595,glatt::A,гладък,гладкий
596,hart::A,твърд,твердый
597,hart::A,корав,твердый
598,weich::A,мек,мягкий
599,rund::A,кръгъл,круглый
600,spitz::A,островръх,остроконечный
601,scharf::A,остър,острый
602,stumpf::A,тъп,тупой
603,schwer::A,тежък,тяжелый
604,schön::A,хубав,красивый
605,schön::A,красив,красивый
606,heiß::A,жарък,жаркий
607,warm::A,топъл,теплый
608,kalt::A,студен,холодный
609,kühl::A,хладен,прохладный
610,frisch::A,свеж,свежий
611,feucht::A,влажен,влажный
612,nass::A,мокър,мокрый
613,trocken::A,сух,сухой
614,voll::A,пълен,полный
615,voll::A,пълен,наполненный
616,leer::A,празен,пустой
617,offen::A,откровен,открытый
618,geschlossen::A,закрит,закрытый
619,geschlossen::A,затворен,закрытый
620,sauber::A,чист,чистый
621,schmutzig::A,мръсен,грязный
622,roh::A,суров,сырой
623,reif::A,зрял,зрелый
624,lecker::A,вкусен,вкусный
625,süß::A,сладък,сладкий
626,bitter::A,горчив,горький
627,sauer::A,кисел,кислый
628,hell::A,ясен,светлый
629,hell::A,светъл,светлый
630,dunkel::A,тъмен,темный
631,schwarz::A,черен,черный
632,weiß::A,бял,белый
633,rot::A,червен,красный
634,gelb::A,жълт,желтый
635,blau::A,син,синий
636,grün::A,зелен,зеленый
637,grau::A,сив,серый
638,bunt::A,шарен,пестрый
639,bunt::A,пъстър,пестрый
640,billig::A,евтин,дешевый
641,teuer::A,скъп,дорогой
642,wertvoll::A,ценен,ценный
643,blind::A,сляп,слепой
644,taub::A,глух,глухой
645,kräftig::A,силен,могучий
646,stark::A,здрав,сильный
647,stark::A,силен,сильный
648,schwach::A,слаб,слабый
649,fett::A,тлъст,жирный
650,schlank::A,тънък,стройный
651,schlank::A,строен,стройный
652,hübsch::A,хубав,прелестный
653,böse::A,зъл,злой
654,dumm::A,глупав,глупый
655,faul::A,ленив,ленивый
656,faul::A,мързелив,ленивый
657,fleißig::A,прилежен,прилежный
658,geizig::A,скъпернически,жадный
659,klug::A,умен,умный
660,klug::A,разумен,умный
661,geschickt::A,умел,искусный
662,geschickt::A,сръчен,искусный
663,lieb::A,мил,милый
664,lieb::A,драг,милый
665,lustig::A,весел,веселый
666,sanft::A,нежен,нежный
667,sanft::A,кротък,нежный
668,hungrig::A,гладен,голодный
669,krank::A,болен,больной
670,nackt::A,гол,голый
671,traurig::A,тъжен,грустный
672,traurig::A,печален,грустный
673,lebendig::A,жив,живой
674,gut::A,добър,хороший
675,schlecht::A,лош,плохой
676,richtig::A,правилен,правильный
677,schlimm::A,лош,отвратительный
678,schlimm::A,лош,мерзкий
679,wahr::A,верен,настоящий
680,wahr::A,истински,настоящий
681,alt::A,стар,старый
682,alt::A,древен,старый
683,neu::A,нов,новый
684,ehemalig::A,бивш,бывший
685,alt[Lebewesen]::A,стар,пожилой
686,jung::A,млад,молодой
687,arm::A,беден,бедный
688,reich::A,богат,богатый
689,bekannt::A,познат,знакомый
690,bekannt::A,известен,знакомый
691,berühmt::A,почут,знаменитый
692,berühmt::A,известен,знаменитый
693,fremd::A,чужд,чужой
694,verschieden::A,разен,разный
695,verschieden::A,различен,разный
696,nah::A,близък,близкий
697,fern::A,далечен,далекий
698,linker::A,ляв,левый
699,rechter::A,прав,правый
700,anderer::A,друг,другой
701,erster::A,пръв,первый
702,erster::A,първи,первый
703,zweiter::A,втори,второй
704,dritter::A,трети,третий
705,letzter::A,последен,последний
706,allein::ADV,само,один
707,auf einmal::ADV,същевременно,сразу
708,zusammen::ADV,заедно,вместе
709,lange::ADV,дълго,долго
710,plötzlich::ADV,изведнъж,вдруг
711,sofort::ADV,веднага,тотчас
712,später::ADV,по-късно,позже
713,jetzt::ADV,сега,сейчас
714,heute::ADV,днес,сегодня
715,morgen::ADV,утре,завтра
716,bald::ADV,скоро,скоро
717,dann::ADV,после,потом
718,dann::ADV,тогава,потом
719,gestern::ADV,вчера,вчера
720,einst::ADV,някога,однажды
721,damals::ADV,тогава,тогда
722,danach::ADV,после,затем
723,danach::ADV,след това,затем
724,vorher::ADV,преди,раньше
725,vorher::ADV,преди това,раньше
726,zuerst::ADV,най-напред,сперва
727,einmal::ADV,веднъж,раз
728,einmal::ADV,един път,раз
729,manchmal::ADV,понякога,иногда
730,oft::ADV,често,часто
731,immer::ADV,винаги,всегда
732,niemals::ADV,никога,никогда
733,hier::ADV,тук,здесь
734,hier::ADV,тука,здесь
735,hierhin::ADV,насам,сюда
736,von hier::ADV,оттук,отсюда
737,von hier::ADV,оттука,отсюда
738,dort::ADV,там,там
739,dorthin::ADV,натам,туда
740,dorthin::ADV,нататък,туда
741,geradeaus::ADV,направо,прямо
742,vorwärts::ADV,напред,вперед
743,rückwärts::ADV,назад,назад
744,zurück::ADV,обратно,обратно
745,unten::ADV,долу,внизу
746,hinab::ADV,надолу,вниз
747,oben::ADV,горе,наверху
748,hinauf::ADV,нагоре,вверх
749,überall::ADV,навсякъде,везде
750,nicht::ADV,не,не
751,ein wenig::ADV,малко,немного
752,kaum::ADV,едва,едва
753,kaum::ADV,едвам,едва
754,sehr::ADV,много,очень
755,sehr::ADV,твърде,очень
756,so::ADV,тъй,так
757,so::ADV,така,так
758,noch::ADV,още,еще
759,nur::ADV,само,только
760,schon::ADV,вече,уже
761,wieder::ADV,пак,опять
762,wieder::ADV,отново,опять
763,vergebens::ADV,напразно,напрасно
764,vor::PRP,пред,перед
765,hinter::PRP,зад,за
766,hinter::PRP,зад,позади
767,unter::PRP,под,под
768,durch::PRP,през,сквозь
769,neben::PRP,до,возле
770,neben::PRP,при,возле
771,zwischen::PRP,между,между
772,zwischen::PRP,помежду,между
773,wegen::PRP,заради,из-за
774,dies::PRN,този,это
775,das::PRN,туй,то
776,das::PRN,това,то
777,alles::PRN,всичко,все
778,ich::PRN,аз,я
779,du::PRN,ти,ты
780,er::PRN,той,он
781,wir::PRN,ние,мы
782,ihr::PRN,вие,вы
783,sie::PRN,те,они
784,was::FPRN,що,что
785,was::FPRN,какво,что
786,wer::FPRN,кой,кто
787,wo::FADV,къде,где
788,wohin::FADV,накъде,куда
789,wohin::FADV,накъдето,куда
790,wie::FADV,как,как
791,warum::FADV,защо,почему
792,wieviel::FNUM,колко,сколько
793,eins::NUM,един,один
794,zwei::NUM,два,два
795,drei::NUM,три,три
796,vier::NUM,четири,четыре
797,fünf::NUM,пет,пять
798,sechs::NUM,шест,шесть
799,sieben::NUM,седем,семь
800,acht::NUM,осем,восемь
801,neun::NUM,девет,девять
802,zehn::NUM,десет,десять
803,elf::NUM,единайсет,одиннадцать
804,elf::NUM,единадесет,одиннадцать
805,zwölf::NUM,дванайсет,двенадцать
806,zwölf::NUM,дванадесет,двенадцать
807,zwanzig::NUM,двайсет,двадцать
808,zwanzig::NUM,двадесет,двадцать
809,dreißig::NUM,тридесет,тридцать
810,vierzig::NUM,четиридесет,сорок
811,fünfzig::NUM,петдесет,пятьдесят
812,sechzig::NUM,шестдесет,шестьдесят
813,siebzig::NUM,седемдесет,семьдесят
814,achtzig::NUM,осемдесет,восемьдесят
815,neunzig::NUM,деветдесет,девяносто
816,hundert::NUM,сто,сто
817,tausend::NUM,хиляда,тысяча
818,und::CNJ,а,и
819,und::CNJ,та,и
820,oder::CNJ,или,или
821,oder::CNJ,или,либо
822,stehen::V,стоя,стоять
823,sitzen::V,седя,сидеть
824,liegen::V,лежа,лежать
825,hängen::V,вися,висеть
826,werden::V,бъда,стать
827,werden::V,стана,стать
828,passieren::V,случа се,случиться
829,beginnen::V,започна,начаться
830,enden::V,свърша,кончиться
831,wechseln::V,променям,меняться
832,aufgehen[Sonne]::V,изгрея,взойти
833,untergehen[Sonne]::V,заляза,зайти
834,scheinen[Sonne]::V,грея,светить
835,scheinen[Sonne]::V,светя,светить
836,donnern::V,гърмя,греметь
837,wehen::V,вея,дуть
838,wehen::V,духам,дуть
839,strömen::V,тека,литься
840,strömen::V,лея се,литься
841,fließen::V,тека,течь
842,sich drehen::V,въртя се,вращаться
843,schwanken::V,клатя се,колебаться
844,schwingen::V,трептя,качаться
845,fallen::V,падам,падать
846,brennen::V,горя,гореть
847,rauchen::V,димя,дымить
848,regnen::V,вали дъжд,дождить
849,gefrieren::V,замръзна,замерзнуть
850,tauen::V,топя се,таять
851,schmelzen::V,разтопя се,плавиться
852,trocknen::V,съхна,сохнуть
853,sieden::V,вря,кипеть
854,sieden::V,кипя,кипеть
855,faulen::V,гния,гнить
856,verfaulen::V,изгния,сгнить
857,reißen::V,напукам се,рваться
858,versinken::V,потъна,тонуть
859,vergehen::V,минавам,проходить
860,erscheinen::V,явя се,появиться
861,verschwinden::V,изчезна,исчезнуть
862,sinken::V,падна,спадать
863,abnehmen::V,отслабна,уменьшиться
864,zunehmen::V,нарасна,увеличиваться
865,steigen::V,увелича се,подниматься
