,Concept_ID,br,ka
727,geradeaus::ADV,war-eeun,პირდაპირ
728,vorwärts::ADV,war-raok,წინ
729,rückwärts::ADV,war-lerc'h,უკან
730,zurück::ADV,war-dreñv,უკანვე
731,unten::ADV,en traoñ,დაბლა
732,unten::ADV,en traoñ,ქვევით
733,hinab::ADV,a-izel,ძირს
734,oben::ADV,en nec'h,ზემოთ
735,hinauf::ADV,e-krec'h,ზევით
736,überall::ADV,dre-holl,ყველგან
737,nicht::ADV,ne ... ket,არ
738,ein wenig::ADV,un tammig,ცოტა
739,kaum::ADV,a-boan,ძლივს
740,sehr::ADV,-tre,მეტად
741,sehr::ADV,-tre,ძალიან
742,sehr::ADV,-kenañ,მეტად
743,sehr::ADV,-kenañ,ძალიან
744,so::ADV,evel-se,ისე
745,noch::ADV,c'hoazh,ჯერ
746,nur::ADV,hepken,მხოლოდ
747,schon::ADV,dija,უკვე
748,wieder::ADV,adarre,ისევ
749,wieder::ADV,adarre,კიდევ
750,vor::PRP,dirak,წინ
751,hinter::PRP,a-drek,უკან
752,hinter::PRP,a-drek,მიღმა
753,hinter::PRP,a-dreñv,უკან
754,hinter::PRP,a-dreñv,მიღმა
755,unter::PRP,dindan,ქვეშ
756,unter::PRP,dindan,ქვევით
757,durch::PRP,dre,გავლით
758,neben::PRP,e-kichen,გვერდით
759,zwischen::PRP,etre,შუა
760,zwischen::PRP,etre,შორის
761,wegen::PRP,abalamour da,გამო
762,wegen::PRP,abalamour da,შედეგად
763,dies::PRN,hemañ,ეს
764,das::PRN,se,ეგ
765,das::PRN,hennezh,ეგ
766,alles::PRN,pep tra,ყველაფერი
767,ich::PRN,me,მე
768,du::PRN,te,შენ
769,er::PRN,eñ,ის
770,er::PRN,eñ,იგი
771,wir::PRN,ni,ჩვენ
772,ihr::PRN,c'hwi,თქვენ
773,sie::PRN,int,ისინი
774,was::FPRN,petra,რა
775,wer::FPRN,piv,ვინ
776,wo::FADV,pelec'h,სად
777,wohin::FADV,da belec'h,საით
778,wie::FADV,penaos,როგორ
779,warum::FADV,perak,რაზე
780,warum::FADV,perak,რატომ
781,wieviel::FNUM,pet,რამდენი
782,eins::NUM,unan,ერთი
783,zwei::NUM,daou,ორი
784,drei::NUM,tri,სამი
785,vier::NUM,pevar,ოთხი
786,fünf::NUM,pemp,ხუთი
787,sechs::NUM,c'hwec'h,ექვსი
788,sieben::NUM,seizh,შვიდი
789,acht::NUM,eizh,რვა
790,neun::NUM,nav,ცხრა
791,zehn::NUM,dek,ათი
792,elf::NUM,unnek,თერთმეტი
793,zwölf::NUM,daouzek,თორმეტი
794,zwanzig::NUM,ugent,ოცი
795,dreißig::NUM,tregont,ოცდაათი
796,vierzig::NUM,daou-ugent,ორმოცი
797,fünfzig::NUM,hanter-kant,ორმოცდაათი
798,sechzig::NUM,tri-ugent,სამოცი
799,siebzig::NUM,dek ha tri-ugent,სამოცდაათი
800,achtzig::NUM,pevar-ugent,ოთხმოცი
801,neunzig::NUM,dek ha pevar-ugent,ოთხმოცდაათი
802,hundert::NUM,kant,ასი
803,tausend::NUM,mil,ათასი
804,und::CNJ,ha,და
805,oder::CNJ,pe,ან
806,stehen::V,bezañ a-sav,დგას
807,sitzen::V,azezañ,ზის
808,sitzen::V,bezañ en e goazez,ზის
809,liegen::V,bezañ en e c'hourvez,აწევს
810,hängen::V,krougañ,კიდია
811,werden::V,dazonet,გახდება
812,passieren::V,c'hoarvezout,მოხდება
813,beginnen::V,stagañ,იწყება
814,enden::V,achuiñ,გათავდება
815,wechseln::V,cheñch,იცვლება
816,aufgehen[Sonne]::V,dirouzañ,ამოდის
817,scheinen[Sonne]::V,lugernañ,ანათებს
818,donnern::V,taranal,ქუხს
819,wehen::V,c'hwezhañ,ქრის
820,wehen::V,c'hwezhañ,დაუბერავს
821,strömen::V,deredek,იღვრება
822,fließen::V,redek,დის
823,fließen::V,redek,მიედინება
824,sich drehen::V,troiñ,ტრიალებს
825,schwanken::V,trantellat,ირხევა
826,schwingen::V,froumal,ირხევა
827,fallen::V,kouezhañ,დავარდება
828,brennen::V,deviñ,იწვის
829,rauchen::V,divogedañ,ბოლავს
830,rauchen::V,divogedañ,აბოლებს
831,regnen::V,glavañ,წვიმს
832,gefrieren::V,reviñ,იყინება
833,tauen::V,diskornañ,დნება
834,schmelzen::V,teuziñ,დნება
835,trocknen::V,sec'hañ,გაშრება
836,sieden::V,berviñ,დუღს
837,faulen::V,breinañ,ლპება
838,verfaulen::V,breinañ,ლპება
839,reißen::V,darnaouiñ,დაიხევა
840,versinken::V,sodellañ,ეფლობა
841,versinken::V,sodellañ,ჩაიძირება
842,vergehen::V,tremen,გადის
843,erscheinen::V,donet war-wel,გამოჩნდება
844,verschwinden::V,monet diwar wel,გააქრება
845,verschwinden::V,monet diwar wel,დაიკარგება
846,sinken::V,en em izelat,დაიწევს
847,abnehmen::V,nebeutaat,შემცირდება
848,zunehmen::V,kreskiñ,გასუქდება
849,steigen::V,sevel,მოიმატებს
850,wachsen::V,kreskiñ,იზრდება
851,wachsen::V,kreskiñ,მრავლდება
852,glänzen::V,lugernañ,ბრწყინავს
853,funkeln::V,elieniñ,კაშკაშებს
854,lärmen::V,rabotat,ხმაურობს
855,klirren::V,diridignat,დააწკარუნებს
856,klirren::V,sterlinkañ,დააწკარუნებს
857,brausen::V,gwegal,ბობოქრობს
858,rauschen::V,trouzal,შრიალებს
859,klingen::V,seniñ,ხმას გამოსცემს
860,bellen::V,harzhal,უყეფს
861,heulen::V,yudal,ღმუის
862,blasen::V,c'hwezhañ,დაუბერავს
863,pfeifen::V,c'hwitellat,უსტვენს
864,schreien::V,huchal,ყვირის
865,stöhnen::V,hirvoudiñ,კვნესის
866,zittern::V,krenañ,აძაგძაგებს
867,leben::V,bevañ,ცოცხლობს
868,geboren werden::V,genel,იშვება
869,geboren werden::V,genel,იბადება
870,atmen::V,tennañ e anal,სუნთქავს
871,trinken::V,evañ,სვამს
872,trinken::V,evañ,დალევს
873,essen::V,debriñ,შეჭამს
874,schlucken::V,lonkañ,ყლაპავს
875,müde werden::V,skuizhañ,დაიქანცება
876,einschlafen::V,menel kousket,დაიძინებს
877,schlafen::V,kousket,სძინავს
878,aufwachen::V,dihuniñ,გაიღვიძებს
879,aufstehen::V,sevel,ადგება
880,sich erholen::V,diskuizhañ,დაისვენებს
881,krank werden::V,klañviñ,ავად გახდება
882,krank sein::V,bezañ klañv,ავადმყოფობს
883,schmerzen::V,skourjezañ,სტკივა
884,husten::V,pasaat,ახველებს
885,husten::V,peudal,ახველებს
886,genesen::V,pareañ,მორჩება
887,sterben::V,mervel,კვდება
888,umkommen::V,perisañ,დაიღუპება
889,sich bewegen::V,bouljal,იძვრის
890,sich bewegen::V,bouljal,მოძრაობს
891,sich rühren::V,fiñval,გაინძრევა
892,sich erheben::V,sevel,ადგება
893,sich setzen::V,azezañ,დაჯდება
894,sich setzen::V,mont en e goazez,დაჯდება
895,hinfallen::V,kouezhañ,დაეცემა
896,laufen::V,redek,დადის
897,schreiten::V,kerzhet,აბიჯებს
898,spazierengehen::V,pourmen,დასეირნობს
899,eilen::V,hastañ,მიიჩქარის
900,sich beeilen::V,hastañ,აჩქარდება
901,sausen::V,karzhañ,მიქრის
902,rennen::V,redek,დარბის
903,springen::V,lammat,ხტის
904,klettern::V,krimpat,ძვრება
905,schaukeln::V,brañsellat,ქანაობს
906,kriechen::V,skrampañ,დაბობღავს
907,schwimmen::V,neuial,ცურავს
908,tauchen::V,splujañ,ჩაიძირება
909,rudern::V,roeñvat,ნიჩაბს უსვამს
910,fahren::V,kas,დადის
911,fahren::V,kas,მგზავრობს
912,fahren::V,bleniañ,დადის
913,fahren::V,bleniañ,მგზავრობს
914,fliegen::V,nijal,იფრენს
915,fliegen::V,nijal,გაფრინდება
916,gehen::V,mont,მიდის
917,weggehen::V,mont kuit,წამოდის
918,abfahren::V,mont kuit,მიემგზავრება
919,anhalten::V,chom a-sav,ჩერდება
920,hineingehen::V,monet e-barzh,შედის
921,eintreten::V,monet e-barzh,შედის
922,kommen::V,dont,მოდის
923,ankommen::V,erruout,ჩადის
924,zurückkommen::V,addonet,დაბრუნდება
925,bleiben::V,chom,დარჩება
926,warten::V,gortoz,ელოდება
927,erwarten::V,gortoz,ელის
928,erwarten::V,gortoz,დაიცდის
929,suchen::V,klask,ეძებს
930,suchen::V,klask,მოძებნის
931,finden::V,kavout,მიაგნებს
932,finden::V,kavout,გამოძებნის
933,versuchen::V,klask,ცდის
934,versuchen::V,klask,ცდილობს
935,vorbereiten::V,aozañ,მოამზადებს
936,lieben::V,karout,უყვარს
937,mögen::V,karout,ეტრფის
938,lachen::V,c'hoarzin,იცინის
939,rühren::V,tenerañ,გულს აუჩუყებს
940,weinen::V,gouelañ,ტირის
941,schimpfen::V,krozal,შეიგინება
942,sich ärgern::V,fachañ,გაბრაზობს
943,sich ärgern::V,en em fachañ,გაბრაზობს
944,fliehen::V,tec'het,გაიქცევა
945,flüchten::V,tuzañ,გაიქცევა
946,sehen::V,gwelet,ხედავს
947,anschauen::V,sellout ouzh,ნახავს
948,ansehen::V,sellout ouzh,უყურებს
949,hören::V,klevet,ისმენს
950,zuhören::V,selaou,მოისმენს
951,probieren::V,blasa,გასინჯავს
952,riechen::V,klevet,ყნოსავს
953,fühlen::V,santout,გრძნობს
954,scheinen::V,diskouez bezañ,ეჩვენება
955,zu sehen sein::V,bezañ gwelus,მოჩანს
956,vernehmen::V,merzhañ,გაიგებს
957,frieren::V,anoued,იყინება
958,tun::V,ober,აკეთებს
959,können::V,gouzout,შეიძლება
960,wollen::V,fellout da,უნდა
961,wollen::V,kaout c'hoant da,უნდა
962,anfangen::V,kregiñ,დაიწყებს
963,beenden::V,achuiñ,ამთავრებს
964,aufhören::V,paouez,შეწყვეტს
965,öffnen::V,digeriñ,გახსნის
966,schließen::V,serriñ,ხურავს
967,schließen::V,serriñ,დაკეტავს
968,stellen::V,lakaat,დადგამს
969,setzen::V,lakaat,დასვამს
970,legen::V,lakaat,დადებს
971,berühren::V,touch,შეახებს
972,berühren::V,touch,მიაკარებს
973,verbinden::V,eren,შეაერთებს
974,bedecken::V,goloiñ,გადააფარებს
975,aufhängen::V,istribilhañ,დაკიდებს
976,anzünden::V,alumiñ,დაანთებს
977,anzünden::V,alumiñ,მოუკიდებს
978,anzünden::V,c'hwezzañ,დაანთებს
979,anzünden::V,c'hwezzañ,მოუკიდებს
980,aufheben::V,dastum,აიღებს
981,aufheben::V,dastum,აიყვანს
982,zurücklassen::V,lezel,დატოვებს
983,verlieren::V,koll,დაკარგავს
984,fallen lassen::V,laoskel,გაუვარდება
985,fallen lassen::V,lezel da gouezhel,გაუვარდება
986,machen::V,ober,გააკეთებს
987,machen::V,ober,გამოიწვევს
988,herstellen::V,fardañ,დაამზადებს
989,bauen::V,sevel,ააშენებს
990,reparieren::V,adaozañ,შეაკეთებს
991,reparieren::V,adaozañ,გაარემონტებს
992,verbessern::V,gwellaat,გამოაკეთებს
993,verbessern::V,gwellaat,გააუმჯობესებს
994,ändern::V,cheñch,შეცვლის
995,graben::V,kleuzañ,თხრის
996,beugen::V,plegañ,ხრის
997,biegen::V,krommañ,გაღუნავს
998,drehen::V,treiñ,ატრიალებს
999,wenden::V,treiñ,მოაბრუნებს
1000,umdrehen::V,treiñ,შეატრიალებს
1001,heben::V,sevel,ასწევს
1002,hochheben::V,sevel,აიყვანს
1003,ergreifen::V,kemer,სტაცებს
1004,halten::V,dalc'hen,უჭირავს
1005,drücken::V,bountañ,დააწვება
1006,schieben::V,poulzañ,მისწევს
1007,kratzen::V,skrabat,მოფხანს
1008,lecken::V,lipat,ლოკავს
1009,beißen::V,kregiñ,უკბენს
1010,abreißen::V,diframmañ,გლეჯს
1011,abreißen::V,diframmañ,მოწყვეტს
1012,abschneiden::V,troc'hañ,გაჭრის
1013,binden::V,stagañ,შეკრავს
1014,binden::V,stagañ,გადააბამს
1015,stecken::V,sankañ,ჩაასობს
1016,brechen::V,darnaouiñ,მოიტეხს
1017,klopfen::V,skoiñ,აკაკუნებს
1018,hauen::V,dornañ,ლეწავს
1019,kleben::V,pegañ,წებავს
1020,kleben::V,pegañ,დააწებებს
1021,reiben::V,taravat,დაზელს
1022,reiben::V,trekiñ,დაზელს
1023,streichen::V,toazañ,უსვამს
1024,schleifen::V,lemmañ,ლესავს
1025,schneiden::V,troc'hañ,გაჭრის
1026,rütteln::V,tordorosañ,არხევს
1027,schütteln::V,hejañ,არყევს
1028,schütteln::V,hejañ,ანძრევს
1029,schütten::V,diskargañ,ღვრის
1030,schütten::V,diskargañ,დააქცევს
1031,füllen::V,kargañ,გაავსებს
1032,einwickeln::V,gronnañ,შეახვევს
1033,tragen::V,dougen,მიიტანს
1034,schleppen::V,stlejal,მიათრევს
1035,ziehen::V,sachañ,წევს
1036,ziehen::V,sachañ,ათრევს
1037,aufbewahren::V,miret,შეინახავს
1038,werfen::V,teuler,ისვრის
1039,fangen::V,tapañ,დაიჭერს
1040,packen::V,krapat,სტაცებს
1041,verstecken::V,kuzhat,მალავს
1042,teilen::V,rannañ,დაყოფს
1043,schicken::V,kas,გაგზავნის
1044,bringen::V,degas,მოიტანს
1045,hinzufügen::V,lakat ouzhpenn,დაამატებს
1046,bekommen::V,kaout,ამოიღებს
1047,erhalten::V,kaout,იღებს
1048,nehmen::V,kemer,აიღებს
1049,wählen::V,choaz,გადაარჩევს
1050,auswählen::V,dibab,ამოარჩევს
1051,bewahren::V,mirout,ინარჩუნებს
1052,behindern::V,diaezañ,აბრკოლებს
1053,behindern::V,diaezañ,გააძნელებს
1054,verderben::V,lovrañ,გააფუჭებს
1055,beschädigen::V,gwallegañ,დააზიანებს
1056,zerbrechen::V,torriñ,დაამტვრევს
1057,zerreißen::V,diroegiñ,გახევს
1058,zerstören::V,distrujañ,მოსპობს
1059,zerstören::V,distrujañ,დაანგრევს
1060,verbrennen::V,deviñ,დაწვავს
1061,geben::V,reiñ,აძლევს
1062,schenken::V,donezonañ,აჩუქებს
1063,versprechen::V,prometiñ,აღუთქვამს
1064,wünschen::V,hetiñ,უსურვებს
1065,loben::V,feurmiñ,აქებს
1066,loben::V,feurmiñ,ამკობს
1067,küssen::V,pokat,აკოცებს
1068,wiegen::V,pouezañ,არხევს
1069,zudecken::V,goloiñ,გადახურავს
1070,wecken::V,dihuniñ,გააღვიძებს
1071,zeigen::V,diskouez,დაანახვებს
1072,führen::V,kas,მიჰყავს
1073,lehren::V,deskiñ,ასწავლის
1074,unterrichten::V,kelenn,ასწავლის
1075,leiten::V,bleinañ,აწარმოებს
1076,leiten::V,bleinañ,ხელმძღვანელობს
1077,antreiben::V,poulzañ,დააჩქარებს
1078,lassen::V,leuskel,ა--ინებს
1079,einladen::V,pediñ,მოიპატიჟებს
1080,vereinigen::V,unisañ,შეაერთებს
1081,besuchen::V,gweladenniñ,სანახავად მიდის
1082,treffen::V,kejal,შეხვდება
1083,treffen::V,ankontrañ,შეხვდება
1084,sich versammeln::V,bodennañ,შეიკრიბება
1085,spielen::V,c'hoari,ეთამაშება
1086,singen::V,kanañ,მღერის
1087,tanzen::V,dañsal,ცეკვავს
1088,sich trennen::V,dispartiañ,მოშორდება
1089,verlassen::V,lezel,მიატოვებს
1090,retten::V,saveteiñ,იხსნის
1091,retten::V,saveteiñ,გადაარჩენს
1092,bewachen::V,mesa,დარაჯობს
1093,bewachen::V,mesa,უთვალთვალებს
1094,schützen::V,diwall,დაიფარავს
1095,verteidigen::V,difenn,დაიცავს
1096,sich schlagen::V,lopañ,იჩხუბებს
1097,siegen::V,trec'hiñ,გაიმარჯვებს
1098,ärgern::V,hegasiñ,აჯავრებს
1099,schlagen::V,skeiñ,ცემს
1100,treten::V,botaouiñ,პანღურს ამოჰკრავს
1101,stechen::V,pikat,სჩხვლეტს
1102,stoßen::V,stokañ,დაეჯახება
1103,stehlen::V,laerezh,ქურდობს
1104,stehlen::V,laerezh,მოიპარავს
1105,stören::V,direnkañ,შეაწუხებს
1106,belästigen::V,dregasiñ,მობეზრდება
1107,verbergen::V,skoachañ,დამალავს
1108,täuschen::V,tromplañ,შეცდებს
1109,betrügen::V,lorbañ,მოატყუებს
1110,töten::V,lazhañ,მოკლავს
1111,wohnen::V,bezañ o chom,ცხოვრობს
1112,wohnen::V,bezañ o chom,ბინადრობს
1113,arbeiten::V,labourat,მუშაობს
1114,sammeln::V,dastum,შეკრებს
1115,pflücken::V,kuntuilhañ,კრეფს
1116,jagen::V,chaseal,ნადირობს
1117,fischen::V,pesketa,თევზაობს
1118,fassen::V,pakañ,დააჭერს
1119,hüten::V,geota,მწყემსავს
1120,anbinden::V,stagañ,მიაბამს
1121,füttern::V,boueta,აჭმევს
1122,melken::V,goro,წველის
1123,hacken::V,difrakal,კეპავს
1124,gießen::V,dourañ,რწყავს
1125,reifen::V,azviñ,მწიფდება
1126,zubereiten::V,keginañ,მოამზადებს
1127,kochen::V,poazhañ,მოხარშავს
1128,backen::V,fritañ,გამოაცხობს
1129,braten::V,rostañ,შეწვავს
1130,stricken::V,stammañ,ქსოვს
1131,nähen::V,gwriat,გაკერავს
1132,färben::V,livañ,შეღებავს
1133,reinigen::V,naetañ,გაწმენდს
1134,reinigen::V,naetañ,გასუფთავებს
1135,waschen::V,gwalc'hiñ,გარეცხავს
1136,abwischen::V,torchañ,წაშლის
1137,spülen::V,disgwalc'hiñ,გაავლებს
1138,fegen::V,skubañ,დაბლანდავს
1139,kehren::V,skubañ,დაგვის
1140,baden::V,kouronkañ,ბანაობს
1141,sich waschen::V,en em walc'hiñ,იბანება
1142,sich anziehen::V,gwiskañ,ჩაიცვამს
1143,kämmen::V,kribat,დავარცხნის
1144,schmücken::V,kinklañ,მორთავს
1145,sagen::V,larêt,იტყვის
1146,sagen::V,lavaret,იტყვის
1147,sprechen::V,komz,ლაპარაკობს
1148,reden::V,kaozeal,საუბრობს
1149,sich unterhalten::V,balbotal,ბაასობს
1150,sich unterhalten::V,balbotal,მუსაიფობს
1151,fragen::V,goulenn,ჰკითხავს
1152,bitten::V,goulenn,სთხოვს
1153,erzählen::V,kontañ,მოუთხრობს
1154,mitteilen::V,kemenn,აუწყებს
1155,mitteilen::V,kemenn,აცნობებს
1156,nennen::V,anviñ,უწოდებს
1157,rufen::V,gelver,დაუძახებს
1158,prahlen::V,fougeal,ტრაბახობს
1159,übersetzen::V,treiñ,გადათარგმნის
1160,denken::V,soñjal,ფიქრობს
1161,denken::V,soñjal,აზროვნებს
1162,glauben::V,krediñ,სჯერა
1163,bemerken::V,apresevañ,შენიშვნავს
1164,erkennen::V,anavout,გამოიცნობს
1165,begreifen::V,meizañ,გაიგებს
1166,verstehen::V,kompren,გაიგონებს
1167,lernen::V,deskiñ,ისწავლის
1168,wissen::V,gouzout,ეცოდინება
1169,sich erinnern an::V,kaout soñj e,მოიგონებს
1170,sich erinnern an::V,kaout soñj e,გაიხსენებს
1171,vergessen::V,ankouaat,ივიწყებს
1172,messen::V,muzuliañ,ზომავს
1173,zählen::V,kontañ,ითვლის
1174,rechnen::V,jedañ,გაიანგარიშებს
1175,lesen::V,lenn,კითხულობს
1176,malen::V,livañ,ხატავს
1177,zeichnen::V,tresañ,ხაზავს
1178,schreiben::V,skrivañ,დაწერს
1179,besitzen::V,kaout,ექნება
1180,kaufen::V,prenañ,ყიდულობს
1181,verkaufen::V,gwerzhañ,გაყიდის
1182,bezahlen::V,paeañ,გადაიხდის
1183,zahlen::V,paeañ,გადაიხდის
1184,beherrschen::V,mestroniañ,ფლობს
1185,ertragen::V,anduriñ,მოითმენს
1186,Grube::N,,ორმო
1187,Spur::N,,კვალი
1188,Lehm::N,,თიხა
1189,Laut::N,,ხმა
1190,Laut::N,,ბგერა
1191,Winkel::N,,კუთხე
1192,Lagerfeuer::N,,კოცონი
1193,vergebens::ADV,,ამაოდ
1194,vergebens::ADV,,ტყუილად
1195,untergehen[Sonne]::V,,ჩადის
1196,läuten::V,,დარეკავს
1197,klingeln::V,,დარეკავს
1198,sich fürchten::V,,შიშობს
1199,fürchten::V,,ფრთხილობს
1200,gelingen::V,,მოახერხებს
1201,geraten::V,,გამოდის
1202,schwenken::V,,აქნევს
1203,reichen::V,,მიაწოდებს
1204,aufziehen::V,,აღზრდის
1205,schießen::V,,ისვრის
1206,treiben::V,,მიერეკება
1207,umrühren::V,,შეურევს
1208,umrühren::V,,გათქვეფს
1209,ausziehen::V,,გაიხდის
1210,anziehen::V,,ჩაიცვამს
