,Concept_ID,mrj,uz
741,hinter::PRP,шайылан,ketida
742,hinter::PRP,шайылный,ketida
743,unter::PRP,лӹвӓкӹ,ostida
744,durch::PRP,вашт,bo'ylab
745,neben::PRP,сага,yonida
746,zwischen::PRP,лош,orada
747,zwischen::PRP,лошкы,orada
748,wegen::PRP,мычыц,sababli
749,dies::PRN,тидӹ,o'sha
750,dies::PRN,ти,o'sha
751,das::PRN,тидӹ,narigi
752,das::PRN,ти,narigi
753,alles::PRN,цилӓ,har nima
754,ich::PRN,мый,men
755,du::PRN,тӹнь,sen
756,er::PRN,тӹдӹ,u
757,wir::PRN,мӓ,biz
758,ihr::PRN,вӓ,siz
759,sie::PRN,нӹнӹ,ular
760,was::FPRN,ма,nima
761,wer::FPRN,кӱ,kim
762,wo::FADV,кышан,qaerda
763,wo::FADV,кыштакен,qaerda
764,wohin::FADV,кышкы,qayerga
765,wie::FADV,кыце,qanday
766,warum::FADV,малын,nega
767,wieviel::FNUM,кынар,qancha
768,wieviel::FNUM,кынары,qancha
769,wieviel::FNUM,кынаркы,qancha
770,eins::NUM,иктӹ,bir
771,eins::NUM,иктӹт,bir
772,zwei::NUM,кок,ikki
773,zwei::NUM,кокты,ikki
774,drei::NUM,кым,uch
775,drei::NUM,кымыт,uch
776,vier::NUM,нӹл,to'rt
777,fünf::NUM,вӹц,besh
778,sechs::NUM,куд,olti
779,sechs::NUM,кудытмозн,olti
780,sieben::NUM,шӹм,etti
781,sieben::NUM,шӹмӹт,etti
782,acht::NUM,кӓндӓкш,sakkiz
783,acht::NUM,кӓндӓкшӹ,sakkiz
784,neun::NUM,ӹндекшшӱдӹ,to'qqiz
785,zehn::NUM,лу,o'n
786,elf::NUM,луатик,o'n bir
787,elf::NUM,луатиктӹ,o'n bir
788,zwölf::NUM,луаткок,o'n ikki
789,zwölf::NUM,луаткокты,o'n ikki
790,zwanzig::NUM,коклы,yigirma
791,dreißig::NUM,кымлы,o'ttiz
792,vierzig::NUM,нӹллӹ,qirq
793,fünfzig::NUM,вӹцлӹ,ällik
794,sechzig::NUM,кудлу,oltmish
795,siebzig::NUM,шӹмлу,etmish
796,achtzig::NUM,кӓндӓкшлу,sakson
797,neunzig::NUM,ӹндекшлу,to'qson
798,hundert::NUM,шӱдӹ,yuz
799,tausend::NUM,тӹжем,ming
800,und::CNJ,дöн,va
801,oder::CNJ,льывы,yo
802,stehen::V,шалшаг,turmoq
803,sitzen::V,шӹнзӓш,o'tirmoq
804,liegen::V,киӓш,yotmoq
805,hängen::V,кечӓш,osilmoq
806,werden::V,шагалаш,bo'lmoq
807,passieren::V,ӹштӓ́лтӓш,bo'lib o'tmoq
808,beginnen::V,тӹнгӓлӓлтӓш,boshlanmoq
809,enden::V,пӹтӓш,bitmoq
810,wechseln::V,весемӓш,o'zgarmoq
811,wechseln::V,весемӓлтӓш,o'zgarmoq
812,aufgehen[Sonne]::V,авараш,chiqmoq
813,untergehen[Sonne]::V,шӹ́нзӓш,botmoq
814,scheinen[Sonne]::V,сотемдӓрӓш,yaraqlamoq
815,donnern::V,хӹдӹртӓш,gulduramoq
816,wehen::V,ӹфӹлӓш,elpimoq
817,strömen::V,йогащ,oqmoq
818,fließen::V,йогащ,oqmoq
819,sich drehen::V,пöрдӓш,aylanmoq
820,schwanken::V,лыпшалташ,qoqilmoq
821,schwingen::V,кӓчӓйӓш,lopillamoq
822,fallen::V,кенвазаш,tushmoq
823,fallen::V,шынгалташ,tushmoq
824,brennen::V,йылаш,yonmoq
825,rauchen::V,шыпшаш,tutamoq
826,regnen::V,юраш,yomg'ir yog'moq
827,gefrieren::V,гӓш,muzlamoq
828,gefrieren::V,кӹлмаш,muzlamoq
829,tauen::V,шылаш,ärimoq
830,schmelzen::V,шӹрӓнӓш,ärimoq
831,trocknen::V,кошкаш,qurimoq
832,sieden::V,шолаш,qaynamoq
833,faulen::V,шӱӓш,chirimoq
834,verfaulen::V,йӓнгӓрӓлтӓш,chirimoq
835,reißen::V,кышкедӓлтӓш,qayt qilmoq
836,versinken::V,ва́лаш,g'arq bo'lmoq
837,vergehen::V,эртӓш,o'tmoq
838,erscheinen::V,каяш,zuhur ätmoq
839,verschwinden::V,ямаш,yo'qolmoq
840,sinken::V,пычаш,pasaymoq
841,abnehmen::V,чӹдемӓш,kamaymoq
842,abnehmen::V,кöтӹргӓш,kamaymoq
843,zunehmen::V,когоэмӓш,urchimoq
844,steigen::V,лӱлта́лташ,oshmoq
845,wachsen::V,кушкаш,o'smoq
846,glänzen::V,йӹлгӹжӓш,porlamoq
847,funkeln::V,валгалташ,yalt ätmoq
848,lärmen::V,юкланаш,taraq ätmoq
849,läuten::V,цоргаш,jiringlamoq
850,klingeln::V,цоргаш,jiringlamoq
851,klirren::V,цонгырталгаш,sharaqlamoq
852,brausen::V,ышдымыла́наш,vag'illamoq
853,rauschen::V,шу́жгаш,shitirlamoq
854,klingen::V,йо́нгаш,yangramoq
855,bellen::V,опташ,hurmoq
856,heulen::V,урмыжаш,uvlamoq
857,blasen::V,ӹфӹлӓш,puflamoq
858,pfeifen::V,ши́шкаш,xushtak chalmoq 
859,schreien::V,уташ,qiyqirmoq
860,schreien::V,саслаш,qiyqirmoq
861,schreien::V,варгынзаш,qiyqirmoq
862,stöhnen::V,ӹнгӹрӓш,nola qilmoq
863,zittern::V,цӹтӹрӓш,titramoq
864,leben::V,ӹлӓш,yashamoq
865,geboren werden::V,шачаш,tug'ilmoq
866,atmen::V,шӱлӓш,nafas chiqarmoq
867,trinken::V,йӱӓш,ichmoq
868,essen::V,качкаш,emoq
869,schlucken::V,нелӓш,yutmoq
870,müde werden::V,янгылаш,horimoq
871,einschlafen::V,амален кеӓш,uxlab qolmoq
872,schlafen::V,амалаш,uxlamoq
873,aufwachen::V,понгыжалташ,uyg'onmoq
874,aufstehen::V,кӹньӹл шагалаш,qo'pmoq
875,sich erholen::V,кӓнаш,dam olmoq
876,krank werden::V,церлӓнен вазаш,kasallanmoq
877,krank sein::V,церлӓнӓш,betob yotmoq
878,krank sein::V,ясланаш,betob yotmoq
879,krank sein::V,ясыланаш,betob yotmoq
880,schmerzen::V,каршташ,og'rimoq
881,husten::V,кахыраш,yo'talmoq
882,genesen::V,паремӓш,tuzalmoq
883,genesen::V,тöрлӓнӓш,tuzalmoq
884,sterben::V,вазын колаш,o'lmoq
885,umkommen::V,пӹтӓш,halok bo'lmoq
886,sich bewegen::V,кашташ,harakat qilmoq
887,sich rühren::V,тӓрвӓнӓш,qimirlamoq
888,sich erheben::V,кӹньӹлӓш,qo'pmoq
889,sich setzen::V,шӹнзӓш,o'tirmoq
890,hinfallen::V,кенвазаш,yiqilmoq
891,hinfallen::V,шынгалташ,yiqilmoq
892,laufen::V,кашташ,yurmoq
893,schreiten::V,ашкедӓш,yurmoq
894,spazierengehen::V,мадын кашташ,sayr ätmoq
895,eilen::V,вӓшкӓш,tezlamoq
896,sich beeilen::V,вӓшкӓш,shoshmoq
897,sich beeilen::V,талашаш,shoshmoq
898,sausen::V,хойхаланаш,chopqillamoq
899,sausen::V,хояш,chopqillamoq
900,rennen::V,кыргыжаш,yugurmoq
901,springen::V,тӹршештӓш,sakramoq
902,klettern::V,ку́заш,yuqorilamoq
903,schaukeln::V,лыпшалташ,irg'amoq
904,kriechen::V,авалянаш,ämaklamoq
905,kriechen::V,ньыжиклӓш,ämaklamoq
906,schwimmen::V,илӓш,suzmoq
907,tauchen::V,цымаш,chu'mmoq
908,rudern::V,шуалташ,eshkak eshmoq
909,fahren::V,кеӓш,haydamoq
910,fliegen::V,чонгештӓш,uchmoq
911,gehen::V,кеӓш,bormoq
912,weggehen::V,кеӓш,ketoq
913,abfahren::V,кеӓш,jo'namoq
914,anhalten::V,цӓрнӓш,to'xtamoq
915,hineingehen::V,пыраш,kirmoq
916,eintreten::V,пыраш,kirmoq
917,kommen::V,толаш,kelmoq
918,ankommen::V,шоаш,etib kelmoq
919,zurückkommen::V,пöртӹлӓш,qaytib kelmoq
920,bleiben::V,кодаш,qolmoq
921,warten::V,вычаш,poylamoq
922,erwarten::V,вычаш,kutmoq
923,suchen::V,кӹчӓлӓш,izlamoq
924,finden::V,моаш,topmoq
925,versuchen::V,путаяш,chalishmoq
926,versuchen::V,цацаш,chalishmoq
927,vorbereiten::V,поспейӹктӓш,hozirlamoq
928,lieben::V,яраташ,sevmoq
929,mögen::V,яраташ,ardoqlamoq
930,lachen::V,ваштылаш,kulmoq
931,rühren::V,тӓрвӓтӓш,ta'sirlantirmoq
932,weinen::V,мӓгӹрӓш,yig'lamoq
933,schimpfen::V,свырседӓлӓш,koyinmoq
934,sich ärgern::V,шӹдешкӓш,g'azab qilmoq
935,sich fürchten::V,лӱдӓш,hurkmoq
936,fürchten::V,лӱдӓш,qo'rqmoq
937,fliehen::V,кыргыжаш,qochmoq
938,flüchten::V,кыргыж шӹлӓш,qochmoq
939,sehen::V,ужаш,ko'rmoq
940,anschauen::V,анжалаш,razm solmoq
941,ansehen::V,анжаш,razm qilmoq
942,hören::V,колаш,äshitmoq
943,zuhören::V,колышташ,tinglamoq
944,probieren::V,тотештӓш,tatib ko'rmoq
945,probieren::V,подыл анжаш,tatib ko'rmoq
946,riechen::V,ӱпшӹнзӓш,iskamoq
947,fühlen::V,шижӓш,sezmoq
948,scheinen::V,каяш,tuyilmoq
949,zu sehen sein::V,каяш,ko'rinmoq
950,vernehmen::V,колын колташ,äshitmoq
951,frieren::V,кӹлмаш,sovuq qotmoq
952,frieren::V,тӹнгӹргӓш,sovuq qotmoq
953,tun::V,ӹштӓш,ätmoq
954,können::V,кердӓш,-a olmoq
955,können::V,кердӓш,-y olmoq
956,wollen::V,жалаяш,istamoq
957,anfangen::V,тӹнгӓлӓш,boshlamoq
958,beenden::V,пӹтӓрӓш,bitirmoq
959,aufhören::V,цӓрнӓш,tinmoq
960,gelingen::V,цӓш лиӓш,muvaffaqiyat qozonmoq
961,geraten::V,лиӓш,bo'lmoq
962,öffnen::V,пачаш,ochmoq
963,schließen::V,чӱчӓш,yopmoq
964,stellen::V,шӹндӓш,qo'ymoq
965,setzen::V,шӹндӓш,o'tqazmoq
966,legen::V,опташ,yotqizmoq
967,legen::V,пиштӓш,yotqizmoq
968,berühren::V,тӹкӓлӓш,tegmoq
969,verbinden::V,пидӓш,ulamoq
970,bedecken::V,леведӓш,bekitmoq
971,aufhängen::V,сӓкӓш,ildirmoq
972,anzünden::V,чӱктӓш,yondirmoq
973,aufheben::V,кузыкташ,ko'tarmoq
974,zurücklassen::V,кодаш,ayrilmoq
975,verlieren::V,ямдаш,yo'qotmoq
976,fallen lassen::V,кенвацтараш,tushirmoq
977,machen::V,ӹштӓш,qilmoq
978,herstellen::V,йӓмдӹлӓш,chiqarmoq
979,bauen::V,ӹштӓш,solmoq
980,reparieren::V,чиняш,tuzatmoq
981,reparieren::V,алалаш,tuzatmoq
982,verbessern::V,яжоэмден шӹндӓш,isloh qilmoq
983,ändern::V,вашталташ,o'zgartirmoq
984,graben::V,капаяш,qazimoq
985,beugen::V,лывырташ,bukmoq
986,beugen::V,каклярташ,bukmoq
987,biegen::V,лывырташ,bukmoq
988,drehen::V,сӓрӓш,aylantirmoq
989,drehen::V,сӓрӹкӓлӓш,aylantirmoq
990,wenden::V,сӓрӓлӓш,burmoq
991,umdrehen::V,сӓрӓлӓш,ag'darmoq
992,heben::V,лӱктӓш,yuksaltirmoq
993,hochheben::V,кузыкташ,ko'tarmoq
994,ergreifen::V,хватяш,tutamlamoq
995,halten::V,кычаш,tutmoq
996,drücken::V,темдӓш,bosmoq
997,schieben::V,шӹкӓш,surmoq
998,kratzen::V,нӹжӓш,qashimoq
999,lecken::V,нылаш,mijimoq
1000,beißen::V,пыралаш,tishlamoq
1001,abreißen::V,кӹрӓш,emirmoq
1002,abreißen::V,кышкед нӓлӓш,emirmoq
1003,abschneiden::V,шулаш,cho'rt kesmoq
1004,abschneiden::V,лаштыклаш,cho'rt kesmoq
1005,binden::V,пидӓш,bog'lamoq
1006,stecken::V,шыралаш,suqmoq
1007,brechen::V,тодылаш,sindirmoq
1008,brechen::V,пыдырташ,sindirmoq
1009,klopfen::V,рушткаш,dukurlamoq
1010,hauen::V,шелӹштӓш,urmoq
1011,kleben::V,клейӓш,yopishtirmoq
1012,reiben::V,нӹжӓш,surkamoq
1013,streichen::V,шӹрӓш,surkamoq
1014,schleifen::V,шымаш,qayramoq
1015,schneiden::V,пӹчкӓш,kesmoq
1016,rütteln::V,мыльгыкташ,chayqamoq
1017,schütteln::V,цӹтӹртӓш,chayqamoq
1018,schütteln::V,мыльгыкташ,chayqamoq
1019,schwenken::V,машыяш,chayqatmoq
1020,schütten::V,опталаш,quymoq
1021,füllen::V,темӓш,to'ldirmoq
1022,einwickeln::V,пӹтӹрӓ́лӓш,chulg'amoq
1023,tragen::V,намалаш,tashimoq
1024,schleppen::V,шӹдӹрӓш,sudramoq
1025,ziehen::V,шыпшаш,tortmoq
1026,aufbewahren::V,перегӓш,tutmoq
1027,werfen::V,кӹшкӓш,tashlamoq
1028,fangen::V,кычаш,tutmoq
1029,packen::V,хватяш,opqochmoq
1030,verstecken::V,шӹлтӓш,yashirmoq
1031,teilen::V,пайылаш,bo'lmoq
1032,schicken::V,колташ,yubormoq
1033,bringen::V,кандаш,keltirmoq
1034,bekommen::V,лыкташ,olmoq
1035,erhalten::V,получаяш,olmoq
1036,nehmen::V,налаш,olmoq
1037,wählen::V,айыраш,saylamoq
1038,auswählen::V,айыраш,saylamoq
1039,bewahren::V,перегӓш,saqlamoq
1040,behindern::V,мешӓйӓш,xalal bermoq
1041,verderben::V,портяш,xazon qilmoq
1042,beschädigen::V,шушырташ,buzmoq
1043,zerbrechen::V,пыдырташ,sindirmoq
1044,zerreißen::V,кӹрӓш,yirtmoq
1045,zerstören::V,шӓлӓтӓш,vayron qilmoq
1046,verbrennen::V,йылаташ,kuydirmoq
1047,verbrennen::V,йылалташ,kuydirmoq
1048,geben::V,пуаш,bermoq
1049,reichen::V,пуаш,bermoq
1050,schenken::V,подараш,sovg'a qilmoq
1051,versprechen::V,сöрӓш,va'da bermoq
1052,wünschen::V,жалаяш,orziqmoq
1053,loben::V,хваляш,maqtamoq
1054,küssen::V,шышшалаш,o'pmoq
1055,wiegen::V,лӱнгӓлтӓш,tebratmoq
1056,zudecken::V,пиштӓш,yopmoq
1057,wecken::V,понгыжалтараш,uyg'otmoq
1058,zeigen::V,анжыкташ,ko'rsatmoq
1059,führen::V,видӓш,boshlik bo'lmoq
1060,lehren::V,тымдаш,o'rgatmoq
1061,unterrichten::V,тымдаш,dars bermoq
1062,aufziehen::V,кушташ,o'stirmoq
1063,leiten::V,видӓш,boshqarmoq
1064,leiten::V,вуйлаташ,boshqarmoq
1065,leiten::V,вуйлалташ,boshqarmoq
1066,antreiben::V,талаштараш,shoshiltirmoq
1067,lassen::V,-ыкт,ruxsat bermoq
1068,einladen::V,ӱжӓш,taklif kilmoq
1069,vereinigen::V,иктештӓш,qo'shmoq
1070,besuchen::V,толаш,mehmonga bormoq
1071,treffen::V,вӓшлиӓш,duchor bo'lmoq
1072,treffen::V,вӓшлиӓлтӓш,duchor bo'lmoq
1073,sich versammeln::V,цымыргаш,to'planmoq
1074,spielen::V,мадаш,o'ynamoq
1075,singen::V,мыраш,yalla qilmoq
1076,tanzen::V,кушташ,raqs qilmoq
1077,sich trennen::V,айырлаш,yakkalanmoq
1078,verlassen::V,шуаш,qoldirmoq
1079,retten::V,ытараш,qutqazmoq
1080,bewachen::V,оролаш,qo'rimoq
1081,schützen::V,перегӓш,yoniga olmoq
1082,verteidigen::V,перегӓш,yoqlamoq
1083,sich schlagen::V,шидӓлӓш,yoqalashmoq
1084,sich schlagen::V,шиэдӓлӓш,yoqalashmoq
1085,schießen::V,лӱӓш,otmoq
1086,siegen::V,сӹнгӓш,engmoq
1087,ärgern::V,шӹдештӓрӓш,jahl chiqarmoq
1088,schlagen::V,пӓрен колташ,urmoq
1089,schlagen::V,хӹрӹктен колташ,urmoq
1090,treten::V,чымаш,tepmoq
1091,stechen::V,пышкылаш,qadamoq
1092,stoßen::V,шыркедӓш,turtmoq
1093,stehlen::V,шолышт толаш,o'g'rilamoq
1094,stören::V,ӓрештӹлӓш,tebratmoq
1095,belästigen::V,кӓньӹсӹрлӓндӓрӓш,g'ashini keltirmoq
1096,belästigen::V,шытырланыкташ,g'ashini keltirmoq
1097,verbergen::V,шӹлтӓш,berkitmoq
1098,täuschen::V,алталаш,aldamoq
1099,täuschen::V,аталаш,aldamoq
1100,betrügen::V,мошеньӹчӓйӓш,tirriq qilmoq
1101,töten::V,пуштын шуаш,o'ldirmoq
1102,wohnen::V,ӹлӓш,istiqomat qilmoq
1103,arbeiten::V,пӓшӓлӓш,ishlamoq
1104,arbeiten::V,ровотаяш,ishlamoq
1105,sammeln::V,погаш,yig'moq
1106,pflücken::V,кӹрӓш,termoq
1107,jagen::V,охотничӓйӓш,ov qilmoq
1108,fischen::V,кол кычаш,baliq ovlamoq
1109,fassen::V,кычаш,ilinmoq
1110,hüten::V,кӹтӓш,boqtirmoq
1111,treiben::V,шуруяш,haydamoq
1112,anbinden::V,ялшташ,bog'lamoq
1113,anbinden::V,ялышташ,bog'lamoq
1114,füttern::V,пукшаш,edirmoq
1115,melken::V,шыпшылаш,sog'moq
1116,hacken::V,роаш,chopmoq
1117,gießen::V,шӓвӓш,oqizmoq
1118,reifen::V,кӱӓш,qizarmoq
1119,reifen::V,поспейӓш,qizarmoq
1120,zubereiten::V,йӓмдӹлӓш,pishirmoq
1121,kochen::V,шолташ,qaynatmoq
1122,backen::V,кӱктӓш,yopmoq
1123,braten::V,жӓрӓш,qovurmoq
1124,umrühren::V,намалаш,atalamoq
1125,stricken::V,пидӓш,to'qimoq
1126,nähen::V,ыргаш,tikmoq
1127,färben::V,пидӓш,bo'yoqlamoq
1128,reinigen::V,чиӓлтӓш,tozalamoq
1129,waschen::V,мышкаш,yuvmoq
1130,abwischen::V,ӹштӓш,surkamoq
1131,spülen::V,шӱӓлтӓш,chaymoq
1132,fegen::V,ӹштӓш,cho'tkalamoq
1133,kehren::V,ӹштӓш,supurmoq
1134,baden::V,нӱштӹлӓш,cho'milmoq
1135,sich waschen::V,мышкылташ,yuvinmoq
1136,ausziehen::V,кыдашаш,echintirmoq
1137,anziehen::V,чиӓш,kiymoq
1138,sich anziehen::V,чиӓш,kiyinmoq
1139,kämmen::V,шерӓш,taramoq
1140,schmücken::V,цеверемдӓш,yasatmoq
1141,sagen::V,манаш,aytmoq
1142,sagen::V,келесӓш,aytmoq
1143,sprechen::V,манаш,so'zlamoq
1144,reden::V,шайышташ,gapirmoq
1145,sich unterhalten::V,хытыраш,suhbatlashmoq
1146,sich unterhalten::V,хытыргаш,suhbatlashmoq
1147,fragen::V,ядаш,so'ramoq
1148,bitten::V,ядаш,iltimos qilmoq
1149,erzählen::V,келесӓш,aytib bermoq
1150,mitteilen::V,попаш,bildirmoq
1151,mitteilen::V,увертӓш,bildirmoq
1152,mitteilen::V,увертӓрӓш,bildirmoq
1153,nennen::V,лӹмдӓш,atamoq
1154,rufen::V,ӱжӓш,chaqirmoq
1155,prahlen::V,хайзаш,gerdaymoq
1156,prahlen::V,шаргаланаш,gerdaymoq
1157,übersetzen::V,вашташ,tarjima qilmoq
1158,denken::V,машанаш,o'ylamoq
1159,glauben::V,ӹнянӓш,ishonmoq
1160,bemerken::V,цаклаш,payqamoq
1161,erkennen::V,пӓлӓш,tanimoq
1162,begreifen::V,ынгылаш,tushunmoq
1163,verstehen::V,ынгылаш,anglamoq
1164,lernen::V,тыменяш,o'qimoq
1165,wissen::V,пӓлӓш,bilmoq
1166,sich erinnern an::V,ышештӓрӓш,äsni tanimoq
1167,vergessen::V,монден кодаш,unutmoq
1168,messen::V,висӓш,o'lchamoq
1169,zählen::V,шотаяш,raqamlamoq
1170,rechnen::V,шотаяш,cho'tlamoq
1171,lesen::V,лыдаш,o'qimoq
1172,malen::V,рисуяш,rasm solmoq
1173,zeichnen::V,ыдырка́лаш,chizmoq
1174,schreiben::V,вазаш,yozmoq
1175,besitzen::V,кы́чаш,ägalamoq
1176,kaufen::V,нӓлӓш,olmoq
1177,verkaufen::V,выжалаш,sotmoq
1178,bezahlen::V,тӱлӓш,to'lamoq
1179,zahlen::V,тӱлӓш,to'lamoq
1180,beherrschen::V,кы́чаш,ägalamoq
1181,ertragen::V,цӹтӓш,chidamoq
1182,Linie::N,,liniya
1183,Strich::N,,chiziq
1184,jetzt::ADV,,hozirgina
1185,hinzufügen::V,,tirkamoq
