,Concept_ID,sv,el
159,Zweig::N,kvist,κλαδί
160,Zweig::N,kvist,κλάδος
161,Blatt::N,löv,φύλλο
162,Blatt::N,blad,φύλλο
163,Birke::N,björk,σημύδα
164,Kiefer[Baum]::N,tall,πεύκο
165,Weide[Baum]::N,pil,ιτιά
166,Weide[Baum]::N,vide,ιτιά
167,Tanne::N,gran,έλατο
168,Horn::N,horn,κέρας
169,Horn::N,horn,κέρατο
170,Feder::N,fjäder,φτερό
171,Fell::N,fäll,δέρμα
172,Fell::N,fäll,τομάρι
173,Fell::N,skinn,δέρμα
174,Fell::N,skinn,τομάρι
175,Flügel::N,vinge,πτερύγιο
176,Klaue::N,klöv,κουλό
177,Kralle::N,klo,νύχι
178,Schwanz::N,svans,ουρά
179,Schwanz::N,stjärt,ουρά
180,Ei::N,ägg,αβγό
181,Nest::N,rede,φωλιά
182,Nest::N,näste,φωλιά
183,Bau::N,bo,φωλιά
184,Tier::N,djur,ζώο
185,Herde::N,flock,κοπάδι
186,Kuh::N,ko,αγελάδα
187,Bulle::N,tjur,ταύρος
188,Pferd::N,häst,άλογο
189,Schaf::N,får,πρόβατο
190,Schwein::N,svin,γουρούνι
191,Hund::N,hund,σκυλί
192,Hund::N,hund,σκύλος
193,Katze::N,katt,γάτα
194,Bär::N,björn,άρκτος
195,Bär::N,björn,αρκούδα
196,Eichhörnchen::N,ekorre,βερβερίτσα
197,Elch::N,älg,άλκη
198,Fuchs::N,räv,αλεπού
199,Hase::N,hare,λαγός
200,Maus::N,mus,ποντικός
201,Wolf::N,varg,λύκος
202,Vogel::N,fågel,πουλί
203,Schwarm::N,svärm,σμήνος
204,Huhn::N,höns,κότα
205,Huhn::N,höns,όρνιθα
206,Hahn::N,tupp,πετεινός
207,Gans::N,gås,χήνα
208,Adler::N,örn,αετός
209,Ente::N,anka,πάπια
210,Eule::N,uggla,κουκουβάγια
211,Kranich::N,trana,γερανός
212,Krähe::N,kråka,καρακάξα
213,Kuckuck::N,gök,κούκος
214,Schwan::N,svan,κύκνος
215,Fisch::N,fisk,ψάρι
216,Barsch::N,abborre,πέρκα
217,Hecht::N,gädda,λούτσος
218,Schlange[Tier]::N,orm,φίδι
219,Wurm::N,mask,σκουλήκι
220,Spinne::N,spindel,αράχνη
221,Ameise::N,myra,μυρμήγκι
222,Laus::N,lus,ψείρα
223,Mücke::N,mygga,κουνούπι
224,Fliege::N,fluga,μύγα
225,Schmetterling::N,fjäril,πεταλούδα
226,Beere::N,bär,ρόγα
227,Apfel::N,äpple,μήλο
228,Pilz::N,svamp,μανιτάρι
229,Zwiebel::N,lök,κρεμμύδι
230,Saat::N,sådd,σπόρος
231,Korn::N,korn,σπυρί
232,Heu::N,hö,σανός
233,Schale::N,skal,τσόφλι
234,Grube::N,grop,λάκκος
235,Falle::N,fälla,παγίδα
236,Schlinge::N,snara,θηλειά
237,Spur::N,spår,ίχνος
238,Asche::N,aska,στάχτη
239,Dreck::N,lort,βρωμιά
240,Eisen::N,järn,σίδερο
241,Gold::N,guld,μάλαμα
242,Gold::N,guld,χρυσάφι
243,Silber::N,silver,ασήμι
244,Silber::N,silver,άργυρος
245,Kohle::N,kol,κάρβουνο
246,Glas::N,glas,γυαλί
247,Lehm::N,lera,πηλός
248,Sand::N,sand,άμμος
249,Mensch::N,människa,άνθρωπος
250,Mann::N,man,άνδρας
251,Frau::N,kvinna,γυναίκα
252,Kind::N,barn,παιδί
253,Junge::N,pojke,αγόρι
254,Mädchen::N,flicka,κοπέλα
255,Mädchen::N,flicka,κορίτσι
256,Familie::N,familj,οικογένεια
257,Großvater::N,morfar,παππούς
258,Großmutter::N,farmor,γιαγιά
259,Eltern::N,föräldrar,γονείς
260,Vater::N,far,πατέρας
261,Mutter::N,mor,μητέρα
262,Sohn::N,son,γιος
263,Tochter::N,dotter,κόρη
264,Bruder::N,bror,αδελφός
265,Schwester::N,syster,αδελφή
266,Onkel::N,morbror,θείος
267,Tante::N,tant,θεία
268,Ehemann::N,äkta man,σύζυγος
269,Ehefrau::N,hustru,σύζυγος
270,Freude::N,fröjd,χαρά
271,Freude::N,glädje,χαρά
272,Gelächter::N,åtlöje,γέλια
273,Glück::N,lycka,ευτυχία
274,Kummer::N,sorg,έγνοια
275,Wunsch::N,önskan,επιθυμία
276,Lust::N,lust,όρεξη
277,Geist::N,ande,πνέυμα
278,Gedanke::N,tanke,σκέψη
279,Gedächtnis::N,minne,μνήμη
280,Verstand::N,förstånd,νους
281,Sinn::N,mening,νόημα
282,Sinn::N,betydelse,νόημα
283,Grund::N,skäl,λόγος
284,Grund::N,grund,λόγος
285,Wahrheit::N,sanning,αλήθεια
286,Gespräch::N,samtal,συνομιλία
287,Märchen::N,saga,παραμύθι
288,Erzählung::N,berättelse,διήγημα
289,Nachricht::N,meddelande,είδηση
290,Neuigkeit::N,nyhet,νέο
291,Name::N,namn,όνομα
292,Rätsel::N,gåta,αίνιγμα
293,Rede::N,tal,λόγος
294,Rede::N,tal,ομιλία
295,Sprache::N,språk,γλώσσα
296,Stimme::N,stämma,φωνή
297,Wort::N,ord,λέξη
298,Zeichen::N,tecken,σημείο
299,Ruf::N,rop,κραυγή
300,Lärm::N,bråk,θόρυβος
301,Lärm::N,oväsen,θόρυβος
302,Laut::N,ljud,ήχος
303,Ton::N,ton,ήχος
304,Ton::N,ton,τόνος
305,Lied::N,sång,τραγούδι
306,Ruhe::N,ro,ησυχία
307,Ruhe::N,lugn,ησυχία
308,Leute::N,folk,κόσμος
309,Leute::N,folk,άνθρωποι
310,Volk::N,folk,λαός
311,Arbeit::N,arbete,εργασία
312,Gast::N,gäst,επισκέπτης
313,Geschenk::N,gåva,δώρο
314,Geschenk::N,present,δώρο
315,Spiel::N,lek,παιχνίδι
316,Spiel::N,spel,παιχνίδι
317,Gesellschaft::N,sällskap,κοινωνία
318,Hilfe::N,hjälp,βοήθεια
319,Freund::N,vän,φίλος
320,Kamerad::N,kamrat,σύντροφος
321,Angelegenheit::N,ärende,υπόθεση
322,Angelegenheit::N,angelägenhet,υπόθεση
323,Anzahl::N,antal,αριθμός
324,Art::N,art,είδος
325,Art::N,slag,είδος
326,Stück::N,stycke,κομμάτι
327,Teil::N,del,μέρος
328,Hälfte::N,halva,μισό
329,Kreis::N,krets,κύκλος
330,Kreis::N,cirkel,κύκλος
331,Kreuz::N,kors,σταυρός
332,Kreuz::N,kryss,σταυρός
333,Linie::N,linje,γραμμή
334,Strich::N,streck,γραμμή
335,Abstand::N,avstånd,απόσταση
336,Entfernung::N,avstånd,απόσταση
337,Gegend::N,trakt,περιοχή
338,Gegend::N,trakt,τοποθεσία
339,Platz::N,plats,χώρος
340,Ort::N,plats,τόπος
341,Ort::N,ställe,τόπος
342,Seite::N,sida,πλευρά
343,Mitte::N,mitt,μέση
344,Gegenstand::N,föremål,αντικείμενο
345,Sache::N,sak,πράγμα
346,Rand::N,rand,άκρη
347,Rand::N,rand,χείλος
348,Kante::N,kant,άκρη
349,Ecke::N,vrå,γωνιά
350,Ecke::N,hörn,γωνιά
351,Spitze::N,spets,μύτη
352,Ende::N,ända,άκρη
353,Loch::N,hål,τρύπα
354,Winkel::N,vinkel,γωνία
355,Muster::N,mönster,σχέδιο
356,Größe::N,storlek,μέγεθος
357,Länge::N,längd,μήκος
358,Höhe::N,höjd,ύψος
359,Gewicht::N,tyngd,βάρος
360,Menge::N,mängd,ποσότητα
361,Haufen::N,hög,σωρός
362,Reihe::N,rad,αράδα
363,Boot::N,båt,βάρκα
364,Ruder::N,åra,κουπί
365,Schlitten::N,släde,έλκηθρο
366,Ski::N,skida,σκι
367,Lagerfeuer::N,lägereld,φωτιά
368,Last::N,last,φορτίο
369,Last::N,börda,φορτίο
370,Gang::N,gång,δρόμος
371,Schritt::N,steg,βήμα
372,Norden::N,norr,βορράς
373,Süden::N,söder,νότος
374,Westen::N,väster,δύση
375,Osten::N,öster,ανατολή
376,Holz::N,trä,ξύλο
377,Brett::N,bräda,σανίδι
378,Platte::N,platta,πλάκα
379,Stütze::N,stöd,στήριγμα
380,Stütze::N,stötta,στήριγμα
381,Stange::N,stång,ραβδί
382,Stange::N,stång,κοντός
383,Stock::N,käpp,ξύλο
384,Stock::N,käpp,μπαστούνι
385,Stock::N,pinne,ξύλο
386,Stock::N,pinne,μπαστούνι
387,Stab::N,stav,ραβδί
388,Rohr::N,rör,σωλήνας
389,Haus::N,hus,σπίτι
390,Heim::N,hem,σπίτι
391,Ofen::N,ugn,σόμπα
392,Ofen::N,ugn,θερμάστρα
393,Fußboden::N,golv,πάτωμα
394,Tisch::N,bord,τραπέζι
395,Stuhl::N,stol,καρέκλα
396,Wiege::N,vagga,κούνια
397,Bett::N,säng,κρεβάτι
398,Regal::N,hylla,ράφι
399,Kiste::N,låda,κιβώτιο
400,Fenster::N,fönster,παράθυρο
401,Tür::N,dörr,πόρτα
402,Tor::N,port,πύλη
403,Zaun::N,staket,φράχτης
404,Zaun::N,stängsel,φράχτης
405,Dach::N,tak,στέγη
406,Leiter::N,stege,σκάλα
407,Leiter::N,stege,κλίμακα
408,Besen::N,kvast,σκούπα
409,Spaten::N,spade,φτυάρι
410,Schaufel::N,skovel,φτυάρι
411,Schaufel::N,skyffel,φτυάρι
412,Gabel::N,gaffel,πιρούνι
413,Löffel::N,sked,κουτάλι
414,Messer::N,kniv,μαχαίρι
415,Nagel::N,spik,καρφί
416,Netz::N,nät,δίχτυ
417,Haken::N,krok,γάντζος
418,Haken::N,krok,αγκίστρι
419,Griff::N,tag,λαβή
420,Griff::N,handtag,λαβή
421,Schloss::N,las,κλειδαριά
422,Bild::N,bild,εικόνα
423,Figur::N,figur,ανάστημα
424,Puppe::N,docka,κούκλα
425,Beutel::N,påse,πουγγί
426,Bündel::N,bunt,δεμάτι
427,Bündel::N,knippa,δεμάτι
428,Tasche::N,väska,τσάντα
429,Eimer::N,hink,κουβάς
430,Eimer::N,ämbar,κουβάς
431,Deckel::N,lock,καπάκι
432,Geschirr::N,servis,σκεύη
433,Geschirr::N,porslin,σκεύη
434,Sack::N,säck,σάκος
435,Tasse::N,kopp,φλιτζάνι
436,Topf::N,gryta,χύτρα
437,Topf::N,kastrull,χύτρα
438,Kessel::N,kittel,καζάνι
439,Essen::N,mål,φαγητό
440,Nahrung::N,näring,τροφή
441,Speise::N,maträtt,φαγητό
442,Fleisch::N,kött,κρέας
443,Getreide::N,säd,σιτάρι
444,Getreide::N,spannmål,σιτάρι
445,Brei::N,gröt,χυλός
446,Brot::N,bröd,ψωμί
447,Brot::N,bröd,άρτος
448,Scheibe::N,skiva,φέτα
449,Fett::N,fett,πάχος
450,Butter::N,smör,βούτυρο
451,Öl::N,olja,λάδι
452,Salz::N,salt,αλάτι
453,Suppe::N,soppa,σούπα
454,Honig::N,honung,μέλι
455,Milch::N,mjölk,γάλα
456,Tee::N,te,τσάι
457,Leder::N,läder,πετσί
458,Wolle::N,ull,μαλλί
459,Wolle::N,ylle,μαλλί
460,Stoff::N,tyg,ύφασμα
461,Stoff::N,stoff,ύφασμα
462,Nadel::N,nål,βελόνα
463,Faden::N,tråd,κλωστή
464,Knopf::N,knapp,κουμπί
465,Knoten::N,knut,κόμπος
466,Farbe::N,färg,μπογιά
467,Kleidung::N,klädsel,ρούχα
468,Kleidung::N,klädsel,ενδυμασία
469,Hemd::N,skjorta,πουκάμισο
470,Kragen::N,krage,κολάρο
471,Ärmel::N,ärm,μανίκι
472,Hose::N,byxor,πανταλόνι
473,Gürtel::N,bälte,ζώνη
474,Mütze::N,mössa,σκούφος
475,Schuh::N,sko,παπούτσι
476,Stiefel::N,stövel,μπότα
477,Ring::N,ring,δαχτυλίδι
478,Band::N,band,κορδέλα
479,Kamm::N,kam,χτένα
480,Spiegel::N,spegel,καθρέφτης
481,Riemen::N,rem,λουρί
482,Schnur::N,snöre,κορδόνι
483,Leine::N,lina,σχοινί
484,Decke::N,täcke,κουβέρτα
485,Kissen::N,dyna,μαξιλάρι
486,Kissen::N,kudde,μαξιλάρι
487,Tuch::N,sjal,πανί
488,Tuch::N,sjal,μαντήλι
489,Handtuch::N,handduk,πετσέτα
490,Kraft::N,kraft,δύναμη
491,Stärke::N,styrka,ισχύς
492,Stärke::N,styrka,δύναμη
493,Gesundheit::N,hälsa,υγεία
494,Krankheit::N,sjukdom,αρρώστια
495,Schmerz::N,smärta,πόνος
496,Wunde::N,sår,πληγή
497,Fieber::N,feber,πυρετός
498,Arznei::N,medicin,φάρμακο
499,Arznei::N,läkemedel,φάρμακο
500,Brücke::N,bro,γέφυρα
501,Brunnen::N,brunn,πηγάδι
502,Weide::N,bete,βοσκή
503,Pfad::N,stig,μονοπάτι
504,Weg::N,väg,δρόμος
505,Straße::N,gata,οδός
506,Straße::N,gata,δρόμος
507,Dorf::N,by,χωριό
508,Stadt::N,stad,πόλη
509,Brief::N,brev,γράμμα
510,Brief::N,brev,επιστολή
511,Buch::N,bok,βιβλίο
512,Buchstabe::N,bokstav,γράμμα
513,Zeitung::N,tidning,εφημερίδα
514,Leben::N,liv,ζωή
515,Leben::N,liv,βίος
516,Tod::N,död,θάνατος
517,Grab::N,grav,τάφος
518,Kirche::N,kyrka,εκκλησία
519,Sünde::N,synd,αμαρτία
520,Gott::N,gud,θεός
521,Arbeiter::N,arbetare,εργάτης
522,Chef::N,chef,προϊστάμενος
523,Meister::N,mästare,μάστορας
524,Meister::N,mästare,αρχιτεχνίτης
525,Arzt::N,läkare,γιατρός
526,Lehrer::N,lärare,δάσκαλος
527,Geld::N,pengar,λεφτά
528,Geld::N,pengar,χρήματα
529,Geschäft::N,rörelse,συναλλαγή
530,Laden::N,affär,μαγαζί
531,Laden::N,affär,κατάστημα
532,Preis::N,pris,τιμή
533,Ware::N,vara,εμπόρευμα
534,Nutzen::N,gagn,όφελος
535,Nutzen::N,nytta,όφελος
536,Reichtum::N,rikedom,πλούτος
537,Welt::N,värld,κόσμος
538,Land::N,land,χώρα
539,Staat::N,stat,κράτος
540,Staat::N,stat,πολιτεία
541,König::N,kung,βασιλιάς
542,König::N,konung,βασιλιάς
543,Macht::N,makt,εξουσία
544,Grenze::N,gräns,σύνορα
545,Krieg::N,krig,πόλεμος
546,Feind::N,fiende,εχθρός
547,Gewalt::N,våld,βία
548,Kampf::N,kamp,αγώνας
549,Kampf::N,strid,αγώνας
550,Bogen[Waffe]::N,båge,τόξο
551,Pfeil::N,pil,σαΐτα
552,Gewehr::N,gevär,τουφέκι
553,Fehler::N,fel,λάθος
554,Fehler::N,fel,σφάλμα
555,Lüge::N,lögn,ψέμα
556,Lüge::N,lögn,ψεύδος
557,Schaden::N,skada,ζημία
558,Unglück::N,otur,δυστυχία
559,Unglück::N,olycka,δυστυχία
560,Schuld::N,skuld,ενοχή
561,Schuld::N,skuld,φταίξιμο
562,Alter::N,ålder,ηλικία
563,Schluss::N,slut,τέλος
564,Zeit::N,tid,χρόνος
565,Tag::N,dag,μέρα
566,Tag::N,dag,ημέρα
567,Morgen::N,morgon,πρωί
568,Mittag::N,middag,μεσημέρι
569,Abend::N,kväll,βράδυ
570,Nacht::N,natt,νύχτα
571,Woche::N,vecka,εβδομάδα
572,Monat::N,månad,μήνας
573,Jahr::N,år,έτος
574,Jahr::N,år,χρόνος
575,Frühling::N,vår,άνοιξη
576,Sommer::N,sommar,καλοκαίρι
577,Herbst::N,höst,φθινόπωρο
578,Winter::N,vinter,χειμώνας
579,Januar::N,januari,Ιανουάριος
580,Februar::N,februari,Φεβρουάριος
581,März::N,mars,Μάρτιος
582,April::N,april,Απρίλιος
583,Mai::N,maj,Μάιος
584,Juni::N,juni,Ιούνιος
585,Juli::N,juli,Ιούλιος
586,August::N,augusti,Αύγουστος
587,September::N,september,Σεπτέμβριος
588,Oktober::N,oktober,Οκτώβριος
589,November::N,november,Νοέμβριος
590,Dezember::N,december,Δεκέμβριος
591,Montag::N,måndag,Δευτέρα
592,Dienstag::N,tisdag,Τρίτη
593,Mittwoch::N,onsdag,Τετάρτη
594,Donnerstag::N,torsdag,Πέμπτη
595,Freitag::N,fredag,Παρασκευή
596,Samstag::N,lördag,Σάββατο
597,Sonntag::N,söndag,Κυριακή
598,groß::A,stor,μεγάλος
599,klein::A,liten,μικρός
600,lang::A,lång,μακρύς
601,kurz::A,kort,κοντός
602,breit::A,bred,φαρδύς
603,schmal::A,smal,στενός
604,dicht::A,tät,πυκνός
605,dick[Gegenstand]::A,tjock,παχύς
606,dick[Gegenstand]::A,tjock,χοντρός
607,dünn::A,tunn,ψιλός
608,dünn::A,tunn,λεπτός
609,fein::A,fin,ψιλός
610,fest::A,fast,στερεός
611,flach::A,platt,επίπεδος
612,glatt::A,glatt,λείος
613,glatt::A,glatt,ομαλός
614,hart::A,hård,σκληρός
615,weich::A,mjuk,μαλακός
616,rund::A,rund,στρογγυλός
617,spitz::A,toppig,μυτερός
618,spitz::A,spetsig,μυτερός
619,scharf::A,vass,κοφτερός
620,scharf::A,skarp,κοφτερός
621,stumpf::A,slö,αμβλύς
622,schwer::A,tung,βαρύς
623,schön::A,skön,ωραίος
624,schön::A,skön,όμορφος
625,schön::A,vacker,ωραίος
626,schön::A,vacker,όμορφος
627,heiß::A,het,ζεστός
628,warm::A,varm,θερμός
629,kalt::A,kall,κρύος
630,kalt::A,kall,ψυχρός
631,kühl::A,sval,δροσερός
632,kühl::A,kylig,δροσερός
633,frisch::A,färsk,νωπός
634,frisch::A,färsk,φρέσκος
635,feucht::A,fuktig,υγρός
636,nass::A,våt,βρεγμένος
637,trocken::A,torr,ξηρός
638,trocken::A,torr,στεγνός
639,voll::A,full,γεμάτος
640,leer::A,tom,άδειος
641,offen::A,öppen,ανοιχτός
642,geschlossen::A,stängd,κλειστός
643,sauber::A,ren,καθαρός
644,schmutzig::A,snuskig,βρώμικος
645,schmutzig::A,snuskig,λερωμένος
646,roh::A,rå,ωμός
647,reif::A,mogen,ώριμος
648,lecker::A,läcker,νόστιμος
649,süß::A,söt,γλυκός
650,bitter::A,besk,πικρός
651,bitter::A,bitter,πικρός
652,sauer::A,sur,ξινός
653,hell::A,ljus,φωτεινός
654,dunkel::A,mörk,σκοτεινός
655,schwarz::A,svart,μαύρος
656,schwarz::A,svart,μελανός
657,weiß::A,vit,άσπρος
658,rot::A,röd,κόκκινος
659,gelb::A,gul,κίτρινος
660,blau::A,blå,μπλε
661,blau::A,blå,γαλανός
662,grün::A,grön,πράσινος
663,grau::A,grå,γκρίζος
664,bunt::A,brokig,ποικιλόχρωπος
665,billig::A,billig,φτηνός
666,teuer::A,dyr,ακριβός
667,wertvoll::A,värdefull,πολύτιμος
668,blind::A,blind,τυφλός
669,taub::A,döv,κουφός
670,kräftig::A,kraftig,δυνατός
671,stark::A,stark,γερός
672,schwach::A,svag,αδύνατος
673,fett::A,fet,παχύς
674,schlank::A,slank,λεπτός
675,schlank::A,slank,λυγερός
676,hübsch::A,snygg,όμορφος
677,hübsch::A,snygg,χαριτωμένος
678,hübsch::A,vacker,όμορφος
679,hübsch::A,vacker,χαριτωμένος
680,böse::A,ond,κακός
681,böse::A,elak,κακός
682,dumm::A,dum,κουτός
683,dumm::A,dum,ανόητος
684,faul::A,lat,τεμπέλης
685,fleißig::A,flitig,εργατικός
686,geizig::A,snål,τσιγγούνης
687,geizig::A,girig,τσιγγούνης
688,klug::A,klok,έξυπνος
689,geschickt::A,händig,επιδέξιος
690,geschickt::A,skicklig,επιδέξιος
691,lieb::A,kär,φίλος
692,lieb::A,kär,αγαπητός
693,lieb::A,snäll,φίλος
694,lieb::A,snäll,αγαπητός
695,lustig::A,rolig,εύθυμος
696,lustig::A,rolig,χαρούμενος
697,lustig::A,lustig,εύθυμος
698,lustig::A,lustig,χαρούμενος
699,sanft::A,mild,ήπιος
700,hungrig::A,hungrig,πεινασμένος
701,krank::A,sjuk,άρρωστος
702,nackt::A,naken,γυμνός
703,traurig::A,ledsen,λυπημένος
704,traurig::A,sorgsen,λυπημένος
705,lebendig::A,levande,ζωντανός
706,gut::A,bra,καλός
707,schlecht::A,dålig,κακός
708,richtig::A,riktig,σωστός
709,schlimm::A,illa,άσχημος
710,wahr::A,sann,αληθής
711,wahr::A,sann,αληθινός
712,alt::A,gammal,παλιός
713,neu::A,ny,νέος
714,neu::A,ny,καινούργιος
715,ehemalig::A,forn,παλιός
716,ehemalig::A,tidigare,παλιός
717,alt[Lebewesen]::A,gammal,γέρος
718,jung::A,ung,νέος
719,arm::A,fattig,φτωχός
720,reich::A,rik,πλούσιος
721,bekannt::A,känd,γνωστός
722,berühmt::A,berömd,περίφημος
723,berühmt::A,berömd,ξακουσμένος
724,fremd::A,främmande,ξένος
725,verschieden::A,åtskillig,διαφορετικός
726,nah::A,nära,κοντινός
727,fern::A,fjärran,μακριά
728,linker::A,vänster,αριστερός
729,rechter::A,höger,δεξιός
730,anderer::A,annan,άλλος
731,erster::A,första,πρώτος
732,zweiter::A,andra,δεύτερος
733,dritter::A,tredje,τρίτος
734,letzter::A,sist,τελευταίος
735,allein::ADV,allena,μόνος
736,auf einmal::ADV,på en gång,εφάπαξ
737,zusammen::ADV,tillsammans,μαζί
738,lange::ADV,länge,πολύν καιρό
739,plötzlich::ADV,plötsligt,έξαφνα
740,sofort::ADV,strax,αμέσως
741,sofort::ADV,genast,αμέσως
742,später::ADV,senare,αργότερα
743,jetzt::ADV,nu,τώρα
744,heute::ADV,i dag,σήμερα
745,morgen::ADV,i morgon,αύριο
746,bald::ADV,snart,σε λίγο
747,bald::ADV,snart,εντός ολίγου
748,dann::ADV,då,ύστερα
749,gestern::ADV,i går,χτες
750,einst::ADV,en gång,ποτέ
751,einst::ADV,en gång,άλλοτε
752,damals::ADV,då,τότε
753,damals::ADV,den gången,τότε
754,danach::ADV,därefter,μετά
755,danach::ADV,därefter,ύστερα
756,vorher::ADV,före,πριν
757,vorher::ADV,före,προηγουμένως
758,vorher::ADV,förut,πριν
759,vorher::ADV,förut,προηγουμένως
