,Concept_ID,mn,cs
244,Kohle::N,нүүрс,uhlí
245,Glas::N,шил,sklo
246,Lehm::N,шавар,jíl
247,Lehm::N,шавар,hlína
248,Sand::N,элс,písek
249,Mensch::N,хүн,člověk
250,Mann::N,эр,muž
251,Mann::N,эрэгтэй,muž
252,Frau::N,эмэгтэй,žena
253,Frau::N,хатагтай,žena
254,Kind::N,хүүхэд,dítě
255,Junge::N,хүү,hoch
256,Junge::N,хүү,chlapec
257,Mädchen::N,охин,děvče
258,Mädchen::N,бүсгүй,děvče
259,Familie::N,айл,rodina
260,Großvater::N,өвгөн аав,děd
261,Großvater::N,өвгөн аав,dědeček
262,Großmutter::N,эмэг эх,babička
263,Großmutter::N,эмгээ,babička
264,Eltern::N,эцэг эх,rodiče
265,Vater::N,аав,otec
266,Vater::N,эцэг,otec
267,Mutter::N,эх,matka
268,Mutter::N,ээж,matka
269,Sohn::N,хүү,syn
270,Tochter::N,охин,dcera
271,Bruder::N,ах,bratr
272,Bruder::N,дүү,bratr
273,Schwester::N,эгч,sestra
274,Schwester::N,охин дүү,sestra
275,Onkel::N,авга ах,strýc
276,Onkel::N,нагац ах,strýc
277,Tante::N,авга эгч,teta
278,Tante::N,нагац эгч,teta
279,Ehemann::N,нөхөр,choť
280,Ehemann::N,нөхөр,manžel
281,Ehefrau::N,эхнэр,choť
282,Ehefrau::N,эхнэр,manželka
283,Ehefrau::N,гэргий,choť
284,Ehefrau::N,гэргий,manželka
285,Freude::N,баяр,radost
286,Freude::N,баясгалан,radost
287,Gelächter::N,инээдэм,smích
288,Glück::N,жаргалан,štěstí
289,Kummer::N,гаслан,žal
290,Kummer::N,гаслан,trápení
291,Wunsch::N,ерөөл,přání
292,Lust::N,дур,chuť
293,Lust::N,хүсэл,chuť
294,Geist::N,оюун,duch
295,Gedanke::N,сэтгэл,myšlenka
296,Gedächtnis::N,ой,paměť
297,Gedächtnis::N,цээж,paměť
298,Verstand::N,ухаан,rozum
299,Sinn::N,утга,smysl
300,Grund::N,учир,důvod
301,Wahrheit::N,үнэн,pravda
302,Gespräch::N,яриа,rozhovor
303,Märchen::N,явган үлгэр,pohádka
304,Erzählung::N,тууж,povídka
305,Nachricht::N,мэдээ,zpráva
306,Neuigkeit::N,сонин,novina
307,Neuigkeit::N,сонин,novinka
308,Name::N,нэр,jméno
309,Rätsel::N,оньсого,hádanka
310,Rede::N,хэлсэн үг,řeč
311,Rede::N,хэлсэн үг,proslov
312,Sprache::N,хэл,řeč
313,Sprache::N,хэл,jazyk
314,Stimme::N,дуу,hlas
315,Wort::N,үг,slovo
316,Zeichen::N,тамга,znamení
317,Zeichen::N,тэмдэг,znamení
318,Ruf::N,дуудлага,zavolání
319,Lärm::N,шуугиан,hluk
320,Lärm::N,чимээ,hluk
321,Laut::N,анир,zvuk
322,Laut::N,дуу,zvuk
323,Ton::N,авиа,tón
324,Ton::N,аялгуу,tón
325,Lied::N,дуу,píseň
326,Ruhe::N,энх,klid
327,Ruhe::N,энх,pokoj
328,Ruhe::N,тайван,klid
329,Ruhe::N,тайван,pokoj
330,Leute::N,хүмүүс,lidé
331,Volk::N,улс,národ
332,Arbeit::N,ажил,práce
333,Arbeit::N,хөдөлмөр,práce
334,Gast::N,зочин,host
335,Gast::N,айлчин,host
336,Geschenk::N,бэлэг,dar
337,Spiel::N,наадам,hra
338,Spiel::N,тоглоом,hra
339,Gesellschaft::N,хамт байх,společnost
340,Hilfe::N,тусламж,pomoc
341,Freund::N,найз,přítel
342,Freund::N,нөхөр,přítel
343,Kamerad::N,хань,kamarád
344,Kamerad::N,нөхөр,kamarád
345,Angelegenheit::N,хэрэг,záležitost
346,Anzahl::N,тоо,počet
347,Art::N,төрөл,druh
348,Art::N,янз,druh
349,Stück::N,хэсэг,kus
350,Stück::N,хэсэг,kousek
351,Teil::N,хувь,díl
352,Teil::N,хувь,část
353,Teil::N,хэсэг,díl
354,Teil::N,хэсэг,část
355,Hälfte::N,хагас,půl
356,Kreis::N,тойрог,kruh
357,Kreis::N,хүрээ,kruh
358,Kreuz::N,загалмай,kříž
359,Linie::N,шугам,linka
360,Strich::N,зураас,čára
361,Strich::N,зураас,čárka
362,Abstand::N,зай,vzdálenost
363,Entfernung::N,зай,vzdálenost
364,Entfernung::N,хол ойр,vzdálenost
365,Gegend::N,хавь,krajina
366,Gegend::N,газар,krajina
367,Platz::N,зай,prostor
368,Platz::N,завсар,prostor
369,Ort::N,газар,místo
370,Ort::N,байр,místo
371,Seite::N,тал,strana
372,Seite::N,этгээд,strana
373,Mitte::N,төв,střed
374,Mitte::N,төв,prostředek
375,Mitte::N,дунд,střed
376,Mitte::N,дунд,prostředek
377,Gegenstand::N,юм,předmět
378,Sache::N,үйл,věc
379,Sache::N,хэрэг,věc
380,Rand::N,зах,kraj
381,Rand::N,зах,okraj
382,Rand::N,хөвөө,kraj
383,Rand::N,хөвөө,okraj
384,Kante::N,ирмэг,hrana
385,Ecke::N,өнцөг,roh
386,Spitze::N,үзүүр,hrot
387,Spitze::N,үзүүр,špička
388,Ende::N,зах,konec
389,Ende::N,үзүүр,konec
390,Loch::N,цоорхой,díra
391,Loch::N,онгорхой,díra
392,Winkel::N,өнцөг,kout
393,Muster::N,хээ,vzor
394,Muster::N,угалз,vzor
395,Größe::N,хэмжээ,velikost
396,Länge::N,урт,délka
397,Höhe::N,өндөр,výška
398,Gewicht::N,жин,váha
399,Menge::N,тоо,množství
400,Haufen::N,бөөн,kupa
401,Haufen::N,бөөн,hromada
402,Reihe::N,эгнээ,řada
403,Reihe::N,эгнээ,řádek
404,Boot::N,завь,člun
405,Ruder::N,сэлүүр,veslo
406,Schlitten::N,чарга,sáně
407,Ski::N,цана,lyže
408,Lagerfeuer::N,түүдэг,táborák
409,Last::N,ачаа,náklad
410,Last::N,ачаа,břemeno
411,Gang::N,явдал,chůze
412,Gang::N,явдал,chodba
413,Schritt::N,алхам,krok
414,Norden::N,умар,sever
415,Süden::N,урд,jih
416,Süden::N,өмнө,jih
417,Westen::N,өрнө,západ
418,Westen::N,баруун,západ
419,Osten::N,зүүн,východ
420,Osten::N,дорно,východ
421,Holz::N,мод,dřevo
422,Brett::N,банз,prkno
423,Platte::N,хавтан,deska
424,Stütze::N,тулгуур,opěra
425,Stütze::N,тулга,opěra
426,Stange::N,сургааг,tyč
427,Stange::N,сургааг,tyčka
428,Stock::N,саваа,hůlka
429,Stab::N,таяг,hůl
430,Rohr::N,хоолой,trubka
431,Haus::N,гэр,dům
432,Haus::N,байшин,dům
433,Heim::N,гэр,domov
434,Ofen::N,зуух,kamna
435,Ofen::N,пийшин,kamna
436,Fußboden::N,шал,podlaha
437,Tisch::N,ширээ,stůl
438,Stuhl::N,сандал,židle
439,Wiege::N,өлгий,kolébka
440,Bett::N,ор,postel
441,Regal::N,тавиур,regál
442,Regal::N,тавиур,police
443,Kiste::N,авдар,bedna
444,Kiste::N,хайрцаг,bedna
445,Fenster::N,гэгээвч,okno
446,Tür::N,үүд,dveře
447,Tür::N,хаалга,dveře
448,Tor::N,хаалга,vrata
449,Zaun::N,хашаа,plot
450,Dach::N,дээвэр,střecha
451,Leiter::N,шат,žebřík
452,Besen::N,хамуур,koště
453,Besen::N,хамуур,smeták
454,Besen::N,туужуу,koště
455,Besen::N,туужуу,smeták
456,Spaten::N,хүрз,rýč
457,Schaufel::N,хүрз,lopata
458,Gabel::N,сэрээ,vidlička
459,Löffel::N,халбага,lžíce
460,Messer::N,хутга,nůž
461,Nagel::N,хадаас,hřebík
462,Netz::N,өөш,síť
463,Netz::N,тор,síť
464,Haken::N,гох,hák
465,Griff::N,иш,držadlo
466,Griff::N,сэнж,držadlo
467,Schloss::N,цуурга,zámek
468,Schloss::N,цоож,zámek
469,Bild::N,зураг,obraz
470,Figur::N,баримал,figura
471,Puppe::N,хүүхэлдэй,panenka
472,Beutel::N,агсаа,pytlík
473,Beutel::N,уут,pytlík
474,Bündel::N,боодол,svazek
475,Tasche::N,цүнх,taška
476,Tasche::N,цүнх,brašna
477,Eimer::N,хөнөг,kýbl
478,Eimer::N,хөнөг,vědro
479,Eimer::N,хувин,kýbl
480,Eimer::N,хувин,vědro
481,Deckel::N,таг,víko
482,Deckel::N,таг,příklop
483,Deckel::N,хавхаг,víko
484,Deckel::N,хавхаг,příklop
485,Geschirr::N,сав суулга,nádobí
486,Sack::N,шуудай,pytel
487,Tasse::N,аяга,šálek
488,Topf::N,тогоо,hrnec
489,Kessel::N,тогоо,kotel
490,Essen::N,идээ,jídlo
491,Nahrung::N,хүнс,strava
492,Nahrung::N,хүнс,potrava
493,Speise::N,идээ,jídlo
494,Fleisch::N,мах,maso
495,Getreide::N,будаа,obilí
496,Brei::N,богшмол,kaše
497,Brei::N,будаа,kaše
498,Brot::N,талх,chléb
499,Scheibe::N,зүсэм,krajíc
500,Scheibe::N,хэрчим,krajíc
501,Fett::N,өөх,tuk
502,Fett::N,өөх,omastek
503,Butter::N,тос,máslo
504,Öl::N,тос,olej
505,Salz::N,давс,sůl
506,Suppe::N,шөл,polévka
507,Honig::N,бал,med
508,Milch::N,сүү,mléko
509,Tee::N,цай,čaj
510,Leder::N,арьс,kůže
511,Leder::N,савхи,kůže
512,Wolle::N,ноос,vlna
513,Wolle::N,унгас,vlna
514,Stoff::N,бөс,látka
515,Nadel::N,зүү,jehla
516,Faden::N,боолт,nit
517,Faden::N,утас,nit
518,Knopf::N,товч,knoflík
519,Knoten::N,зангилаа,uzel
520,Farbe::N,будаг,barva
521,Kleidung::N,хувцас,šaty
522,Kleidung::N,хувцас,šatstvo
523,Hemd::N,цамц,košile
524,Kragen::N,зах заам,límec
525,Ärmel::N,ханцуй,rukáv
526,Hose::N,өмд,kalhoty
527,Gürtel::N,бүс,pás
528,Gürtel::N,бүс,opasek
529,Mütze::N,малгай,čepice
530,Mütze::N,бүрх,čepice
531,Schuh::N,туфли,bota
532,Stiefel::N,гутал,holínka
533,Ring::N,бөгж,prsten
534,Band::N,тууз,pásek
535,Kamm::N,сам,hřeben
536,Spiegel::N,толь,zrcadlo
537,Riemen::N,тасам,řemen
538,Riemen::N,сур,řemen
539,Schnur::N,татлага,šňůra
540,Leine::N,оосор,vodítko
541,Decke::N,хөнжил,pokrývka
542,Decke::N,хөнжил,přikrývka
543,Decke::N,хучлага,pokrývka
544,Decke::N,хучлага,přikrývka
545,Kissen::N,дэр,polštář
546,Tuch::N,алчуур,šátek
547,Tuch::N,даавуу,šátek
548,Handtuch::N,алчуур,ručník
549,Kraft::N,чадал,síla
550,Kraft::N,хүч,síla
551,Stärke::N,эрч,síla
552,Stärke::N,тэнхээ,síla
553,Gesundheit::N,бие,zdraví
554,Gesundheit::N,эрүүл мэнд,zdraví
555,Krankheit::N,эмгэг,nemoc
556,Krankheit::N,эмгэг,choroba
557,Schmerz::N,өвчин,bolest
558,Wunde::N,шарх,rána
559,Fieber::N,халуун,horečka
560,Arznei::N,эм,lék
561,Brücke::N,гүүр,most
562,Brunnen::N,худаг,studna
563,Weide::N,бэлчээр,pastva
564,Weide::N,бэлчээр,pastvina
565,Pfad::N,жим,pěšina
566,Pfad::N,зөрөг,pěšina
567,Weg::N,зам,cesta
568,Weg::N,харгуй,cesta
569,Straße::N,зам,silnice
570,Straße::N,харгуй,silnice
571,Dorf::N,тосгон,vesnice
572,Dorf::N,гацаа,vesnice
573,Stadt::N,хот,město
574,Brief::N,захидал,dopis
575,Brief::N,захиа,dopis
576,Buch::N,ном,kniha
577,Buch::N,бичиг,kniha
578,Buchstabe::N,үсэг,písmeno
579,Zeitung::N,сонин,noviny
580,Leben::N,амь,život
581,Leben::N,амьдрал,život
582,Tod::N,үхэл,smrt
583,Grab::N,булш,hrob
584,Kirche::N,сүм,kostel
585,Sünde::N,нүгэл,hřích
586,Sünde::N,хилэнц,hřích
587,Gott::N,бурхан,bůh
588,Arbeiter::N,ажилчин,dělník
589,Arbeiter::N,ажилчин,pracovník
590,Arbeiter::N,хөдөлмөрчин,dělník
591,Arbeiter::N,хөдөлмөрчин,pracovník
592,Chef::N,дарга,šéf
593,Chef::N,дарга,vedoucí
594,Meister::N,дархан,mistr
595,Arzt::N,эмч,lékař
596,Lehrer::N,багш,učitel
597,Geld::N,цаас,peníze
598,Geld::N,мөнгө,peníze
599,Geschäft::N,наймаа,obchod
600,Laden::N,дэлгүүр,krám
601,Preis::N,үнэ,cena
602,Ware::N,таваар,zboží
603,Ware::N,бараа,zboží
604,Nutzen::N,ашиг,užitek
605,Reichtum::N,баялаг,bohatství
606,Welt::N,дэлхий,svět
607,Welt::N,орчлон,svět
608,Land::N,улс,země
609,Land::N,орон,země
610,Staat::N,төр,stát
611,Staat::N,гүрэн,stát
612,König::N,ван,král
613,Macht::N,засаг,moc
614,Macht::N,засаг,mocnost
615,Grenze::N,хил,hranice
616,Krieg::N,дайн,válka
617,Feind::N,дайсан,nepřítel
618,Gewalt::N,хүчирхэх,násilí
619,Kampf::N,тэмцэл,boj
620,Kampf::N,байлдаан,boj
621,Bogen[Waffe]::N,нум,luk
622,Pfeil::N,годил,šíp
623,Pfeil::N,сум,šíp
624,Gewehr::N,буу,puška
625,Gewehr::N,буу,ručnice
626,Fehler::N,эндэл,chyba
627,Fehler::N,алдаа,chyba
628,Lüge::N,худал,lež
629,Schaden::N,хор,škoda
630,Schaden::N,хөнөөл,škoda
631,Unglück::N,гай,neštěstí
632,Unglück::N,гамшиг,neštěstí
633,Schuld::N,гэм,vina
634,Schuld::N,буруу,vina
635,Alter::N,нас,věk
636,Schluss::N,эцэс,konec
637,Schluss::N,төгсгөл,konec
638,Zeit::N,цаг,čas
639,Tag::N,өдөр,den
640,Morgen::N,өглөө,ráno
641,Morgen::N,өглөө,jitro
642,Mittag::N,үд,poledne
643,Abend::N,үдэш,večer
644,Nacht::N,шөнө,noc
645,Woche::N,долоо хоног,týden
646,Monat::N,сар,měsíc
647,Jahr::N,жил,rok
648,Frühling::N,хавар,jaro
649,Sommer::N,зун,léto
650,Herbst::N,намар,podzim
651,Winter::N,өвөл,zima
652,Januar::N,нэгдүгээр сар,leden
653,Februar::N,хоёрдугаар сар,únor
654,März::N,гуравдугаар сар,březen
655,April::N,дөрөвдүгээр сар,duben
656,Mai::N,тавдугаар сар,květen
657,Juni::N,зургаадугаар сар,červen
658,Juli::N,долдугаар сар,červenec
659,August::N,наймдугаар сар,srpen
660,September::N,есдүгээр сар,září
661,Oktober::N,аравдугаар сар,říjen
662,November::N,арван нэгдүгээр сар,listopad
663,Dezember::N,арван хоёрдугаар сар,prosinec
664,Montag::N,даваа,pondělí
665,Montag::N,даваа,pondělek
666,Dienstag::N,мягмар,úterý
667,Mittwoch::N,лхагва,středa
668,Donnerstag::N,пүрэв,čtvrtek
669,Freitag::N,баасан,pátek
670,Samstag::N,бямба,sobota
671,Sonntag::N,ням,neděle
672,groß::A,их,velký
673,groß::A,том,velký
674,klein::A,бага,malý
675,klein::A,жаахан,malý
676,lang::A,урт,dlouhý
677,kurz::A,охор,krátký
678,kurz::A,богино,krátký
679,breit::A,өргөн,široký
680,schmal::A,уйтан,úzký
681,schmal::A,нарийн,úzký
682,dicht::A,нягт,hustý
683,dicht::A,чигжүү,hustý
684,dick[Gegenstand]::A,зузаан,tlustý
685,dünn::A,нимгэн,tenký
686,fein::A,нарийн,jemný
687,fest::A,бөх,pevný
688,fest::A,хатуу,pevný
689,flach::A,хавтгай,plochý
690,flach::A,хавтгай,placatý
691,glatt::A,цагаан,hladký
692,hart::A,хатуу,tvrdý
693,weich::A,зөөлөн,měkký
694,rund::A,дугуй,kulatý
695,rund::A,дугуй,okrouhlý
696,rund::A,дугариг,kulatý
697,rund::A,дугариг,okrouhlý
698,spitz::A,шовх,špičatý
699,spitz::A,шовгор,špičatý
700,scharf::A,хурц,ostrý
701,scharf::A,иртэй,ostrý
702,stumpf::A,мохоо,tupý
703,schwer::A,хүнд,těžký
704,schön::A,гуа,pěkný
705,schön::A,гуа,krásný
706,schön::A,сайхан,pěkný
707,schön::A,сайхан,krásný
708,heiß::A,халуун,horký
709,warm::A,дулаан,teplý
710,kalt::A,хүйтэн,studený
711,kühl::A,сэрүүн,chladný
712,frisch::A,эрүүл,svěží
713,frisch::A,жихүүн,svěží
714,feucht::A,чийгтэй,vlhký
715,nass::A,нойтон,mokrý
716,trocken::A,хатсан,suchý
717,voll::A,дүүрэн,plný
718,leer::A,хоосон,prázdný
719,offen::A,онгорхой,otevřený
720,geschlossen::A,битүү,zavřený
721,geschlossen::A,хаалтай,zavřený
722,sauber::A,цэвэр,čistý
723,sauber::A,хиргүй,čistý
724,schmutzig::A,бохир,špinavý
725,schmutzig::A,хиртэй,špinavý
726,roh::A,түүхий,syrový
727,reif::A,болсон,zralý
728,lecker::A,амттай,chutný
729,süß::A,амттай,sladký
730,süß::A,чихэрлэг,sladký
731,bitter::A,гашуун,hořký
732,sauer::A,эсгэлэн,kyselý
733,hell::A,гэгээн,světlý
734,hell::A,гэрэлтэй,světlý
735,dunkel::A,бараан,temný
736,dunkel::A,харанхуй,temný
737,schwarz::A,хар,černý
738,weiß::A,цагаан,bílý
739,rot::A,улаан,rudý
740,rot::A,улаан,červený
741,gelb::A,шар,žlutý
742,blau::A,хөх,modrý
743,blau::A,цэнхэр,modrý
744,grün::A,ногоон,zelený
745,grau::A,орог,šedý
746,grau::A,орог,šedivý
747,grau::A,саарал,šedý
748,grau::A,саарал,šedivý
749,bunt::A,эрээн,pestrý
750,billig::A,хямд,levný
751,billig::A,хямд,laciný
752,teuer::A,үнэтэй,drahý
753,wertvoll::A,үнэт,cenný
754,blind::A,сохор,slepý
755,taub::A,чих хатуу,hluchý
756,kräftig::A,чийрэг,silný
757,stark::A,хүчтэй,silný
758,stark::A,чадалтай,silný
759,schwach::A,сул,slabý
760,fett::A,тарган,tučný
761,fett::A,тарган,tlustý
762,fett::A,голигор,tučný
763,fett::A,голигор,tlustý
764,schlank::A,голшиг,štíhlý
765,hübsch::A,сайхан,hezký
766,hübsch::A,хөөрхөн,hezký
767,böse::A,муу,zlý
768,böse::A,хортой,zlý
769,dumm::A,тэнэг,hloupý
770,faul::A,залхуу,líný
771,fleißig::A,чармайлтгай,pilný
772,geizig::A,харамч,lakomý
773,klug::A,цэцэн,chytrý
774,geschickt::A,дүйтэй,šikovný
775,lieb::A,хайрт,milý
776,lustig::A,цэнгэлтэй,veselý
777,sanft::A,наалинхай,mírný
778,hungrig::A,өлөн,hladový
779,hungrig::A,өлссөн,hladový
780,krank::A,өвчтэй,nemocný
781,nackt::A,нүцгэн,nahý
782,traurig::A,гунигт,smutný
783,traurig::A,гунигт,truchlivý
784,lebendig::A,амьд,živý
785,lebendig::A,амьтай,živý
786,gut::A,сайн,dobrý
787,schlecht::A,муу,špatný
788,schlecht::A,өөдгүй,špatný
789,richtig::A,зөв,pravý
790,richtig::A,зөв,správný
791,richtig::A,зүйтэй,pravý
792,richtig::A,зүйтэй,správný
793,schlimm::A,муухай,zlý
794,wahr::A,үнэн,pravdivý
795,wahr::A,жинхэнэ,pravdivý
796,alt::A,хуучин,starý
797,neu::A,шинэ,nový
798,ehemalig::A,агсан,bývalý
799,ehemalig::A,байсан,bývalý
800,alt[Lebewesen]::A,өвгөн,starý
801,alt[Lebewesen]::A,хижээл,starý
802,jung::A,залуу,mladý
803,arm::A,ядуу,chudý
804,reich::A,баян,bohatý
