,Concept_ID,he,ka
723,danach::ADV,אחר-כך,შემდეგ
724,vorher::ADV,לפני זה,ადრე
725,vorher::ADV,לפני זה,წინათ
726,zuerst::ADV,קדם,ჯერ
727,einmal::ADV,פעם,ერთხელ
728,manchmal::ADV,לפעמים,ხან
729,manchmal::ADV,לפעמים,ზოგჯერ
730,oft::ADV,לעתים קרובות,ხშირად
731,immer::ADV,תמיד,მუდამ
732,immer::ADV,תמיד,ყოველთვის
733,niemals::ADV,אף פעם,არასდროს
734,hier::ADV,כאן,აქ
735,hierhin::ADV,פה,აქეთ
736,von hier::ADV,מפה,აქედან
737,dort::ADV,שם,იქ
738,dorthin::ADV,שם,იქით
739,geradeaus::ADV,ישר,პირდაპირ
740,vorwärts::ADV,קדימה,წინ
741,rückwärts::ADV,לאחור,უკან
742,zurück::ADV,בחזרה,უკანვე
743,zurück::ADV,אחורנית,უკანვე
744,unten::ADV,למטה,დაბლა
745,unten::ADV,למטה,ქვევით
746,hinab::ADV,למטה,ძირს
747,oben::ADV,מעל,ზემოთ
748,oben::ADV,למעלה,ზემოთ
749,hinauf::ADV,למעלה,ზევით
750,überall::ADV,בכל מקום,ყველგან
751,nicht::ADV,לא,არ
752,ein wenig::ADV,קצת,ცოტა
753,kaum::ADV,בקשי,ძლივს
754,sehr::ADV,מאוד,მეტად
755,sehr::ADV,מאוד,ძალიან
756,so::ADV,כך,ისე
757,so::ADV,ככה,ისე
758,noch::ADV,עוד,ჯერ
759,noch::ADV,עדין,ჯერ
760,nur::ADV,רק,მხოლოდ
761,schon::ADV,כבר,უკვე
762,wieder::ADV,שוב,ისევ
763,wieder::ADV,שוב,კიდევ
764,vergebens::ADV,לריק,ამაოდ
765,vergebens::ADV,לריק,ტყუილად
766,vergebens::ADV,לשוא,ამაოდ
767,vergebens::ADV,לשוא,ტყუილად
768,vor::PRP,מול,წინ
769,hinter::PRP,מאחורי,უკან
770,hinter::PRP,מאחורי,მიღმა
771,unter::PRP,מתחת,ქვეშ
772,unter::PRP,מתחת,ქვევით
773,durch::PRP,דרך,გავლით
774,neben::PRP,ליד,გვერდით
775,neben::PRP,על-יד,გვერდით
776,zwischen::PRP,בין,შუა
777,zwischen::PRP,בין,შორის
778,wegen::PRP,בשל,გამო
779,wegen::PRP,בשל,შედეგად
780,wegen::PRP,בגלל,გამო
781,wegen::PRP,בגלל,შედეგად
782,dies::PRN,זה,ეს
783,das::PRN,זה,ეგ
784,alles::PRN,הכל,ყველაფერი
785,ich::PRN,אני,მე
786,du::PRN,את,შენ
787,du::PRN,אתה,შენ
788,er::PRN,הוא,ის
789,er::PRN,הוא,იგი
790,wir::PRN,אנחנו,ჩვენ
791,ihr::PRN,לה,თქვენ
792,sie::PRN,הם,ისინი
793,was::FPRN,מה,რა
794,wer::FPRN,מי,ვინ
795,wo::FADV,איפה,სად
796,wohin::FADV,לאן,საით
797,wie::FADV,איך,როგორ
798,warum::FADV,למה,რაზე
799,warum::FADV,למה,რატომ
800,wieviel::FNUM,כמה,რამდენი
801,eins::NUM,אחד,ერთი
802,zwei::NUM,שתים,ორი
803,drei::NUM,שלושה,სამი
804,vier::NUM,ארבעה,ოთხი
805,fünf::NUM,חמשה,ხუთი
806,sechs::NUM,ששה,ექვსი
807,sieben::NUM,שבעה,შვიდი
808,acht::NUM,שמונה,რვა
809,neun::NUM,תשעה,ცხრა
810,zehn::NUM,עשרה,ათი
811,elf::NUM,אחת עשרה,თერთმეტი
812,zwölf::NUM,שתים עשרה,თორმეტი
813,zwanzig::NUM,עשרים,ოცი
814,dreißig::NUM,שלושים,ოცდაათი
815,vierzig::NUM,ארבעים,ორმოცი
816,fünfzig::NUM,חמשים,ორმოცდაათი
817,sechzig::NUM,ששים,სამოცი
818,siebzig::NUM,שבעים,სამოცდაათი
819,achtzig::NUM,שמונים,ოთხმოცი
820,neunzig::NUM,תשעים,ოთხმოცდაათი
821,hundert::NUM,מאה,ასი
822,tausend::NUM,אלף,ათასი
823,und::CNJ,ו,და
824,oder::CNJ,או,ან
825,stehen::V,עמד,დგას
826,sitzen::V,ישב,ზის
827,liegen::V,שכב,აწევს
828,hängen::V,היה תלוי,კიდია
829,werden::V,הפך ל,გახდება
830,passieren::V,קרה,მოხდება
831,beginnen::V,התחיל,იწყება
832,enden::V,הסתים,გათავდება
833,wechseln::V,השתנה,იცვლება
834,aufgehen[Sonne]::V,זרח,ამოდის
835,untergehen[Sonne]::V,שקע,ჩადის
836,scheinen[Sonne]::V,בהק,ანათებს
837,donnern::V,רעם,ქუხს
838,wehen::V,נשב,ქრის
839,wehen::V,נשב,დაუბერავს
840,strömen::V,זרם,იღვრება
841,fließen::V,זרם,დის
842,fließen::V,זרם,მიედინება
843,sich drehen::V,הסתובב,ტრიალებს
844,schwanken::V,התנודד,ირხევა
845,schwingen::V,התנענע,ირხევა
846,fallen::V,נפל,დავარდება
847,brennen::V,בער,იწვის
848,rauchen::V,עשן,ბოლავს
849,rauchen::V,עשן,აბოლებს
850,regnen::V,ירד גשם,წვიმს
851,gefrieren::V,קפא,იყინება
852,tauen::V,נמס,დნება
853,schmelzen::V,התיך,დნება
854,trocknen::V,התיבש,გაშრება
855,sieden::V,רתח,დუღს
856,faulen::V,רקב,ლპება
857,verfaulen::V,רקב,ლპება
858,reißen::V,נקרע,დაიხევა
859,versinken::V,טבע,ეფლობა
860,versinken::V,טבע,ჩაიძირება
861,vergehen::V,עבר,გადის
862,erscheinen::V,נגלה,გამოჩნდება
863,erscheinen::V,הופיע,გამოჩნდება
864,verschwinden::V,נעלם,გააქრება
865,verschwinden::V,נעלם,დაიკარგება
866,sinken::V,ירד,დაიწევს
867,abnehmen::V,הפחית,შემცირდება
868,zunehmen::V,רבה,გასუქდება
869,steigen::V,עלה,მოიმატებს
870,wachsen::V,גדל,იზრდება
871,wachsen::V,גדל,მრავლდება
872,glänzen::V,נצץ,ბრწყინავს
873,glänzen::V,בהק,ბრწყინავს
874,funkeln::V,נצנץ,კაშკაშებს
875,lärmen::V,רעש,ხმაურობს
876,läuten::V,צלצל,დარეკავს
877,klingeln::V,צלצל,დარეკავს
878,klirren::V,קרקש,დააწკარუნებს
879,brausen::V,געש,ბობოქრობს
880,rauschen::V,רשרש,შრიალებს
881,klingen::V,נשמע,ხმას გამოსცემს
882,bellen::V,נבח,უყეფს
883,heulen::V,ילל,ღმუის
884,blasen::V,נשף,დაუბერავს
885,pfeifen::V,שרק,უსტვენს
886,schreien::V,צעק,ყვირის
887,stöhnen::V,נאנק,კვნესის
888,zittern::V,רעד,აძაგძაგებს
889,leben::V,חי,ცოცხლობს
890,geboren werden::V,נולד,იშვება
891,geboren werden::V,נולד,იბადება
892,atmen::V,נשם,სუნთქავს
893,trinken::V,שתה,სვამს
894,trinken::V,שתה,დალევს
895,essen::V,אכל,შეჭამს
896,schlucken::V,בלע,ყლაპავს
897,müde werden::V,התעיף,დაიქანცება
898,einschlafen::V,נרדם,დაიძინებს
899,schlafen::V,ישן,სძინავს
900,aufwachen::V,התעורר,გაიღვიძებს
901,aufstehen::V,קם,ადგება
902,sich erholen::V,נפש,დაისვენებს
903,krank werden::V,חלה,ავად გახდება
904,krank sein::V,היה חולה,ავადმყოფობს
905,schmerzen::V,כאב,სტკივა
906,husten::V,השתעל,ახველებს
907,genesen::V,הבריא,მორჩება
908,sterben::V,מת,კვდება
909,umkommen::V,נספה,დაიღუპება
910,sich bewegen::V,נע,იძვრის
911,sich bewegen::V,נע,მოძრაობს
912,sich rühren::V,זז,გაინძრევა
913,sich erheben::V,קם,ადგება
914,sich setzen::V,התישב,დაჯდება
915,hinfallen::V,נפל,დაეცემა
916,laufen::V,הלך ברגל,დადის
917,schreiten::V,פסע,აბიჯებს
918,spazierengehen::V,טיל,დასეირნობს
919,eilen::V,אץ,მიიჩქარის
920,eilen::V,מהר,მიიჩქარის
921,sich beeilen::V,מהר,აჩქარდება
922,sausen::V,אץ,მიქრის
923,rennen::V,רץ,დარბის
924,springen::V,קפץ,ხტის
925,klettern::V,טפס,ძვრება
926,schaukeln::V,התנדנד,ქანაობს
927,kriechen::V,זחל,დაბობღავს
928,schwimmen::V,שחה,ცურავს
929,tauchen::V,צלל,ჩაიძირება
930,rudern::V,חתר,ნიჩაბს უსვამს
931,fahren::V,נסע,დადის
932,fahren::V,נסע,მგზავრობს
933,fliegen::V,עף,იფრენს
934,fliegen::V,עף,გაფრინდება
935,gehen::V,הלך,მიდის
936,weggehen::V,עזב,წამოდის
937,abfahren::V,יצא,მიემგზავრება
938,anhalten::V,עצר,ჩერდება
939,hineingehen::V,נכנס,შედის
940,eintreten::V,נכנס,შედის
941,kommen::V,בא,მოდის
942,ankommen::V,הגיע,ჩადის
943,zurückkommen::V,שב,დაბრუნდება
944,zurückkommen::V,חזר,დაბრუნდება
945,bleiben::V,נשאר,დარჩება
946,warten::V,חכה,ელოდება
947,warten::V,המתין,ელოდება
948,erwarten::V,צפה,ელის
949,erwarten::V,צפה,დაიცდის
950,suchen::V,חפש,ეძებს
951,suchen::V,חפש,მოძებნის
952,finden::V,מצא,მიაგნებს
953,finden::V,מצא,გამოძებნის
954,versuchen::V,נסה,ცდის
955,versuchen::V,נסה,ცდილობს
956,vorbereiten::V,הכין,მოამზადებს
957,lieben::V,אהב,უყვარს
958,mögen::V,אהב,ეტრფის
959,lachen::V,צחק,იცინის
960,rühren::V,נגע ללב,გულს აუჩუყებს
961,weinen::V,בכה,ტირის
962,schimpfen::V,גער,შეიგინება
963,sich ärgern::V,זעם,გაბრაზობს
964,sich ärgern::V,כעס,გაბრაზობს
965,sich fürchten::V,פחד,შიშობს
966,sich fürchten::V,חשש,შიშობს
967,fürchten::V,פחד מ,ფრთხილობს
968,fürchten::V,חשש מ,ფრთხილობს
969,fliehen::V,ברח,გაიქცევა
970,flüchten::V,נמלט,გაიქცევა
971,sehen::V,ראה,ხედავს
972,anschauen::V,הביט,ნახავს
973,ansehen::V,התבונן,უყურებს
974,hören::V,שמע,ისმენს
975,zuhören::V,הקשיב,მოისმენს
976,probieren::V,נסה,გასინჯავს
977,riechen::V,הריח,ყნოსავს
978,fühlen::V,חש,გრძნობს
979,scheinen::V,נדמה,ეჩვენება
980,zu sehen sein::V,נראה,მოჩანს
981,vernehmen::V,נודע ל,გაიგებს
982,frieren::V,קר ל,იყინება
983,tun::V,פעל,აკეთებს
984,können::V,יכל,შეიძლება
985,wollen::V,רצה,უნდა
986,anfangen::V,התחיל,დაიწყებს
987,beenden::V,גמר,ამთავრებს
988,aufhören::V,סים,შეწყვეტს
989,gelingen::V,הצליח,მოახერხებს
990,geraten::V,עלה,გამოდის
991,öffnen::V,פתח,გახსნის
992,schließen::V,סגר,ხურავს
993,schließen::V,סגר,დაკეტავს
994,stellen::V,העמיד,დადგამს
995,setzen::V,הושיב,დასვამს
996,legen::V,שם,დადებს
997,berühren::V,נגע,შეახებს
998,berühren::V,נגע,მიაკარებს
999,verbinden::V,קשר,შეაერთებს
1000,bedecken::V,כסה,გადააფარებს
1001,aufhängen::V,תלה,დაკიდებს
1002,anzünden::V,הצית,დაანთებს
1003,anzünden::V,הצית,მოუკიდებს
1004,aufheben::V,אסף,აიღებს
1005,aufheben::V,אסף,აიყვანს
1006,zurücklassen::V,השאיר,დატოვებს
1007,verlieren::V,אבד,დაკარგავს
1008,fallen lassen::V,שמט,გაუვარდება
1009,fallen lassen::V,הפיל,გაუვარდება
1010,machen::V,עשה,გააკეთებს
1011,machen::V,עשה,გამოიწვევს
1012,herstellen::V,יצר,დაამზადებს
1013,bauen::V,בנה,ააშენებს
1014,reparieren::V,תקן,შეაკეთებს
1015,reparieren::V,תקן,გაარემონტებს
1016,verbessern::V,שפר,გამოაკეთებს
1017,verbessern::V,שפר,გააუმჯობესებს
1018,ändern::V,שנה,შეცვლის
1019,graben::V,חפר,თხრის
1020,beugen::V,כפף,ხრის
1021,biegen::V,כופף,გაღუნავს
1022,drehen::V,סובב,ატრიალებს
1023,wenden::V,הפך,მოაბრუნებს
1024,umdrehen::V,סובב,შეატრიალებს
1025,heben::V,הרים,ასწევს
1026,hochheben::V,הרים,აიყვანს
1027,ergreifen::V,אחז,სტაცებს
1028,halten::V,החזיק,უჭირავს
1029,drücken::V,לחץ,დააწვება
1030,schieben::V,הזיז,მისწევს
1031,kratzen::V,שרט,მოფხანს
1032,kratzen::V,שפשף,მოფხანს
1033,lecken::V,לקק,ლოკავს
1034,beißen::V,נשך,უკბენს
1035,abreißen::V,קרע,გლეჯს
1036,abreißen::V,קרע,მოწყვეტს
1037,abschneiden::V,חתך,გაჭრის
1038,binden::V,קשר,შეკრავს
1039,binden::V,קשר,გადააბამს
1040,stecken::V,תקע,ჩაასობს
1041,brechen::V,שבר,მოიტეხს
1042,klopfen::V,נקש,აკაკუნებს
1043,hauen::V,הכה,ლეწავს
1044,kleben::V,הדביק,წებავს
1045,kleben::V,הדביק,დააწებებს
1046,reiben::V,שפשף,დაზელს
1047,streichen::V,מרח,უსვამს
1048,schleifen::V,השחיז,ლესავს
1049,schneiden::V,גזר,გაჭრის
1050,rütteln::V,נענע,არხევს
1051,schütteln::V,נער,არყევს
1052,schütteln::V,נער,ანძრევს
1053,schwenken::V,נופף,აქნევს
1054,schwenken::V,טלטל,აქნევს
1055,schütten::V,שפך,ღვრის
1056,schütten::V,שפך,დააქცევს
1057,füllen::V,מלא,გაავსებს
1058,einwickeln::V,עטף,შეახვევს
1059,tragen::V,נשא,მიიტანს
1060,schleppen::V,סחב,მიათრევს
1061,ziehen::V,משך,წევს
1062,ziehen::V,משך,ათრევს
1063,aufbewahren::V,שמר,შეინახავს
1064,werfen::V,זרק,ისვრის
1065,fangen::V,תפס,დაიჭერს
1066,packen::V,אחז,სტაცებს
1067,verstecken::V,החביא,მალავს
1068,teilen::V,חלק,დაყოფს
1069,schicken::V,שלח,გაგზავნის
1070,bringen::V,הביא,მოიტანს
1071,hinzufügen::V,הוסיף,დაამატებს
1072,bekommen::V,תפס,ამოიღებს
1073,erhalten::V,קבל,იღებს
1074,nehmen::V,אחז,აიღებს
1075,wählen::V,בחר,გადაარჩევს
1076,auswählen::V,בחר ב,ამოარჩევს
1077,bewahren::V,קים,ინარჩუნებს
1078,behindern::V,מנע,აბრკოლებს
1079,behindern::V,מנע,გააძნელებს
1080,verderben::V,מנע,გააფუჭებს
1081,beschädigen::V,הזיק,დააზიანებს
1082,zerbrechen::V,נשבר,დაამტვრევს
1083,zerreißen::V,קרע,გახევს
1084,zerstören::V,הרס,მოსპობს
1085,zerstören::V,הרס,დაანგრევს
1086,zerstören::V,השמיד,მოსპობს
1087,zerstören::V,השמיד,დაანგრევს
1088,verbrennen::V,שרף,დაწვავს
1089,geben::V,נתן,აძლევს
1090,reichen::V,העביר,მიაწოდებს
1091,schenken::V,נתן במתנה,აჩუქებს
1092,versprechen::V,הבטיח,აღუთქვამს
1093,wünschen::V,אחל,უსურვებს
1094,loben::V,שבח,აქებს
1095,loben::V,שבח,ამკობს
1096,küssen::V,נשק,აკოცებს
1097,wiegen::V,נדנד,არხევს
1098,zudecken::V,כסה,გადახურავს
1099,wecken::V,עורר,გააღვიძებს
1100,zeigen::V,הראה,დაანახვებს
1101,führen::V,הביא,მიჰყავს
1102,führen::V,הוביל,მიჰყავს
1103,lehren::V,למד,ასწავლის
1104,unterrichten::V,למד,ასწავლის
1105,aufziehen::V,רומם,აღზრდის
1106,leiten::V,נהל,აწარმოებს
1107,leiten::V,נהל,ხელმძღვანელობს
1108,antreiben::V,המרץ,დააჩქარებს
1109,lassen::V,נתן,ა--ინებს
1110,einladen::V,הזמין,მოიპატიჟებს
1111,vereinigen::V,אחד,შეაერთებს
1112,vereinigen::V,לכד,შეაერთებს
1113,besuchen::V,בקר,სანახავად მიდის
1114,treffen::V,פגש,შეხვდება
1115,sich versammeln::V,התאסף,შეიკრიბება
1116,spielen::V,שחק,ეთამაშება
1117,singen::V,שר,მღერის
1118,tanzen::V,רקד,ცეკვავს
1119,sich trennen::V,נפרד,მოშორდება
1120,verlassen::V,עזב,მიატოვებს
1121,retten::V,הציל,იხსნის
1122,retten::V,הציל,გადაარჩენს
1123,bewachen::V,שמר,დარაჯობს
1124,bewachen::V,שמר,უთვალთვალებს
1125,schützen::V,אבטח,დაიფარავს
1126,verteidigen::V,הגן,დაიცავს
1127,sich schlagen::V,התכתש,იჩხუბებს
1128,schießen::V,ירה,ისვრის
1129,siegen::V,גבר,გაიმარჯვებს
1130,siegen::V,נצח,გაიმარჯვებს
1131,ärgern::V,עצבן,აჯავრებს
1132,schlagen::V,הכה,ცემს
1133,schlagen::V,הלקה,ცემს
1134,treten::V,בעט,პანღურს ამოჰკრავს
1135,stechen::V,דקר,სჩხვლეტს
1136,stoßen::V,דחק,დაეჯახება
1137,stehlen::V,גנב,ქურდობს
1138,stehlen::V,גנב,მოიპარავს
1139,stören::V,קטע,შეაწუხებს
1140,stören::V,הפריע,შეაწუხებს
1141,belästigen::V,הציק,მობეზრდება
1142,belästigen::V,הטריד,მობეზრდება
1143,verbergen::V,הצניע,დამალავს
1144,täuschen::V,שגע,შეცდებს
1145,betrügen::V,הונה,მოატყუებს
1146,töten::V,הרג,მოკლავს
1147,wohnen::V,גר,ცხოვრობს
1148,wohnen::V,גר,ბინადრობს
1149,arbeiten::V,עבד,მუშაობს
1150,sammeln::V,אסף,შეკრებს
1151,pflücken::V,קטף,კრეფს
1152,jagen::V,צד,ნადირობს
1153,fischen::V,דג,თევზაობს
1154,fassen::V,תפס,დააჭერს
1155,hüten::V,רעה,მწყემსავს
1156,treiben::V,הוציא,მიერეკება
1157,anbinden::V,קשר,მიაბამს
1158,füttern::V,הלעיט,აჭმევს
1159,melken::V,חלב,წველის
1160,hacken::V,קצץ,კეპავს
1161,gießen::V,השקה,რწყავს
1162,reifen::V,בשל,მწიფდება
1163,zubereiten::V,הכין,მოამზადებს
1164,kochen::V,בשל,მოხარშავს
1165,backen::V,אפה,გამოაცხობს
1166,braten::V,צלה,შეწვავს
1167,braten::V,טגן,შეწვავს
1168,umrühren::V,ערבב,შეურევს
1169,umrühren::V,ערבב,გათქვეფს
1170,stricken::V,סרג,ქსოვს
1171,nähen::V,תפר,გაკერავს
1172,färben::V,צבע,შეღებავს
1173,reinigen::V,נקה,გაწმენდს
1174,reinigen::V,נקה,გასუფთავებს
1175,waschen::V,רחץ,გარეცხავს
1176,waschen::V,כבס,გარეცხავს
1177,abwischen::V,נגב,წაშლის
1178,spülen::V,שטף,გაავლებს
1179,fegen::V,טאטא,დაბლანდავს
1180,kehren::V,טאטא,დაგვის
1181,baden::V,טבל,ბანაობს
1182,baden::V,שחה,ბანაობს
1183,sich waschen::V,התרחץ,იბანება
1184,ausziehen::V,הוריד,გაიხდის
1185,anziehen::V,לבש,ჩაიცვამს
1186,sich anziehen::V,התלבש,ჩაიცვამს
1187,kämmen::V,סרק,დავარცხნის
1188,schmücken::V,קשט,მორთავს
1189,sagen::V,אמר,იტყვის
1190,sprechen::V,דבר,ლაპარაკობს
1191,reden::V,דבר,საუბრობს
1192,sich unterhalten::V,שוחח,ბაასობს
1193,sich unterhalten::V,שוחח,მუსაიფობს
1194,fragen::V,שאל,ჰკითხავს
1195,bitten::V,בקש,სთხოვს
1196,erzählen::V,ספר,მოუთხრობს
1197,mitteilen::V,מסר,აუწყებს
1198,mitteilen::V,מסר,აცნობებს
1199,mitteilen::V,הודיע,აუწყებს
1200,mitteilen::V,הודיע,აცნობებს
1201,nennen::V,קרא בשם,უწოდებს
1202,rufen::V,גיס,დაუძახებს
1203,rufen::V,הזמין לבוא,დაუძახებს
1204,prahlen::V,התרברב,ტრაბახობს
1205,übersetzen::V,תרגם,გადათარგმნის
1206,denken::V,חשב,ფიქრობს
1207,denken::V,חשב,აზროვნებს
1208,glauben::V,האמין,სჯერა
1209,bemerken::V,הבחין,შენიშვნავს
1210,erkennen::V,זהה,გამოიცნობს
1211,begreifen::V,קלט,გაიგებს
1212,begreifen::V,הבין,გაიგებს
1213,verstehen::V,הבין,გაიგონებს
1214,lernen::V,למד,ისწავლის
1215,wissen::V,ידע,ეცოდინება
1216,sich erinnern an::V,זכר,მოიგონებს
1217,sich erinnern an::V,זכר,გაიხსენებს
1218,vergessen::V,שכח,ივიწყებს
1219,messen::V,מדד,ზომავს
1220,zählen::V,ספר,ითვლის
1221,rechnen::V,חשב,გაიანგარიშებს
1222,lesen::V,קרא,კითხულობს
1223,malen::V,ציר,ხატავს
1224,zeichnen::V,שרטט,ხაზავს
1225,schreiben::V,כתב,დაწერს
1226,besitzen::V,היה בעל של,ექნება
1227,kaufen::V,קנה,ყიდულობს
1228,kaufen::V,רכש,ყიდულობს
1229,verkaufen::V,מכר,გაყიდის
1230,bezahlen::V,שלם,გადაიხდის
1231,zahlen::V,שלם,გადაიხდის
1232,beherrschen::V,שלט,ფლობს
1233,ertragen::V,סבל,მოითმენს
