,Concept_ID,udm,ga
447,Zaun::N,забор,fál
448,Zaun::N,забор,claí
449,Dach::N,липет,díon
450,Leiter::N,падӟа,dréimire
451,Besen::N,ӵужон,scuab
452,Besen::N,исьнер,scuab
453,Spaten::N,лопатка,spád
454,Spaten::N,лопатка,rámhainn
455,Schaufel::N,ютырон,sluasaid
456,Gabel::N,тэчы,forc
457,Gabel::N,тэчы,gabhlóg
458,Gabel::N,вилка,forc
459,Gabel::N,вилка,gabhlóg
460,Löffel::N,пуньы,spúnóg
461,Messer::N,пурт,scian
462,Nagel::N,кортӵог,tairne
463,Netz::N,сеть,líon
464,Netz::N,сеть,eangach
465,Haken::N,курик,croch
466,Griff::N,ныд,cos
467,Griff::N,ныд,hanla
468,Schloss::N,тунгон,glas
469,Bild::N,суред,pictiúr
470,Figur::N,фигура,fíor
471,Puppe::N,мунё,bábóg
472,Beutel::N,пуйы,mála
473,Beutel::N,пуйы,mealbhóg
474,Bündel::N,керттэт,beart
475,Tasche::N,пуйы,mála
476,Tasche::N,сумка,mála
477,Eimer::N,ведра,buicéad
478,Deckel::N,ӵоксэт,clár
479,Deckel::N,ӵоксэт,claibín
480,Geschirr::N,тусьты-пуньы,soithí
481,Geschirr::N,тусьты-пуньы,gréithe
482,Sack::N,пуйы,sac
483,Sack::N,пуйы,mála
484,Tasse::N,ӵаша,cupán
485,Topf::N,миска,pota
486,Kessel::N,пурты,citeal
487,Essen::N,сиськон,béile
488,Nahrung::N,сион,bia
489,Speise::N,сиён,mias
490,Fleisch::N,сӥль,feoil
491,Getreide::N,ю тысь,grán
492,Getreide::N,ю тысь,arbhar
493,Brei::N,ӝук,brúitín
494,Brot::N,нянь,arán
495,Scheibe::N,шорем,píosa
496,Scheibe::N,шорем,slisne
497,Fett::N,кӧй,saill
498,Fett::N,кӧй,méathras
499,Butter::N,вӧй,im
500,Öl::N,вӧй,ola
501,Salz::N,сылал,salann
502,Suppe::N,шыд,sú
503,Suppe::N,шыд,anraith
504,Honig::N,чечы,mil
505,Milch::N,йӧл,bainne
506,Tee::N,чай,tae
507,Leder::N,сурон,leathar
508,Wolle::N,гон,olann
509,Wolle::N,ыжгон,olann
510,Stoff::N,куэм,éadach
511,Nadel::N,вень,snáthaid
512,Faden::N,сӥньыс,snáth
513,Knopf::N,бирды,cnaipe
514,Knoten::N,герд,snaidhm
515,Farbe::N,буёл,péint
516,Kleidung::N,дӥсь,éadaí
517,Hemd::N,дэрем,léine
518,Kragen::N,сирес,bóna
519,Ärmel::N,саес,muinchille
520,Hose::N,брюки,bríste
521,Hose::N,брюки,treabhsar
522,Hose::N,штань,bríste
523,Hose::N,штань,treabhsar
524,Gürtel::N,кускерттон,crios
525,Mütze::N,ызьы,caipín
526,Schuh::N,ботинка,bróg
527,Stiefel::N,сапег,buatais
528,Ring::N,зундэс,fáinne
529,Band::N,лента,ribín
530,Kamm::N,сын,cíor
531,Spiegel::N,синучкон,scáthán
532,Riemen::N,е,iall
533,Riemen::N,е,strapa
534,Schnur::N,гозы,téad
535,Schnur::N,гозы,sreangán
536,Leine::N,думет,iall
537,Decke::N,шобрет,pluid
538,Decke::N,шобрет,blaincéad
539,Kissen::N,миндэр,piliúr
540,Kissen::N,миндэр,adhartán
541,Tuch::N,кышет,scaif
542,Handtuch::N,ӵушкон,tuáille
543,Kraft::N,кать,fórsa
544,Kraft::N,ӟигар,fórsa
545,Stärke::N,юнлык,neart
546,Gesundheit::N,тазалык,sláinte
547,Krankheit::N,висён,tinneas
548,Krankheit::N,висён,breoiteacht
549,Schmerz::N,висён,pian
550,Wunde::N,яра,goin
551,Fieber::N,кезег,fiabhras
552,Arznei::N,эмъюм,cógas
553,Brücke::N,выж,droichead
554,Brunnen::N,колдэч,tobar
555,Weide::N,возь,féarach
556,Pfad::N,сюрес,cosán
557,Pfad::N,сюрес,conair
558,Weg::N,сюрес,slí
559,Weg::N,сюрес,bealach
560,Straße::N,сюрес,bóthar
561,Dorf::N,гурт,sráidbhaile
562,Stadt::N,кар,baile
563,Stadt::N,кар,cathair
564,Stadt::N,город,baile
565,Stadt::N,город,cathair
566,Brief::N,гожтэт,litir
567,Buch::N,книга,cín
568,Buch::N,книга,leabhar
569,Buchstabe::N,буква,litir
570,Zeitung::N,газет,nuachtán
571,Leben::N,улон,saol
572,Leben::N,улон,beatha
573,Tod::N,кулон,bás
574,Grab::N,шайгу,uaigh
575,Kirche::N,черк,eaglais
576,Sünde::N,сьӧлык,peaca
577,Gott::N,ӥнмар,dia
578,Arbeiter::N,рабочий,oibrí
579,Chef::N,начальник,saoiste
580,Chef::N,начальник,ceannasaí
581,Meister::N,кибашлы,máistir
582,Arzt::N,врач,lia
583,Arzt::N,врач,dochtúir
584,Lehrer::N,дышетӥсь,oide
585,Lehrer::N,дышетӥсь,múinteoir
586,Geld::N,уксё,airgead
587,Geld::N,коньдон,airgead
588,Geschäft::N,уж,gnó
589,Laden::N,магазин,siopa
590,Preis::N,дун,praghas
591,Ware::N,вуз,earra
592,Nutzen::N,пайда,tairbhe
593,Reichtum::N,узырлык,rachmas
594,Reichtum::N,узырлык,saibhreas
595,Welt::N,дунне,domhan
596,Land::N,шаер,tír
597,Staat::N,кун,stát
598,König::N,эксэй,rí
599,Macht::N,власть,cumhacht
600,Grenze::N,кунгож,críoch
601,Grenze::N,кунгож,teorainn
602,Krieg::N,ож,cogadh
603,Feind::N,тушмон,namhaid
604,Gewalt::N,эриктэман,foréigean
605,Kampf::N,нюръяськон,troid
606,Bogen[Waffe]::N,пукыӵ,bogha
607,Pfeil::N,пукыӵ вень,saighead
608,Gewehr::N,пыӵал,gunna
609,Fehler::N,янгыш,botún
610,Fehler::N,янгыш,meancóg
611,Lüge::N,пӧян,bréag
612,Lüge::N,пӧян,éitheach
613,Lüge::N,алдан,bréag
614,Lüge::N,алдан,éitheach
615,Lüge::N,ӧрекчан,bréag
616,Lüge::N,ӧрекчан,éitheach
617,Schaden::N,изъян,dochar
618,Schaden::N,изъян,damáiste
619,Unglück::N,куректон,drochrath
620,Unglück::N,шудтэме усён,drochrath
621,Schuld::N,янгыш,locht
622,Schuld::N,янгыш,milleán
623,Alter::N,арлыд,aois
624,Schluss::N,пум,deireadh
625,Zeit::N,дыр,am
626,Zeit::N,дыр,aimsir
627,Tag::N,нунал,lá
628,Morgen::N,ӵукна,maidin
629,Mittag::N,лымшор,nóin
630,Abend::N,ӝыт,tráthnóna
631,Abend::N,акшан,tráthnóna
632,Nacht::N,уй,oíche
633,Woche::N,арня,seachtain
634,Monat::N,толэзь,mí
635,Jahr::N,ар,bliain
636,Frühling::N,тулыс,earrach
637,Sommer::N,гужем,samhradh
638,Herbst::N,сӥзьыл,fómhar
639,Winter::N,тол,geimhreadh
640,Januar::N,выльартолэзь,Eanáir
641,Februar::N,тулыспал,Feabhra
642,März::N,южтолэзь,Márta
643,April::N,оштолэзь,Aibreán
644,Mai::N,куартолэзь,Bealtaine
645,Juni::N,вожотолэзь,Meitheamh
646,Juli::N,пӧсьтолэзь,Iúil
647,August::N,гудырикошкон,Lúnasa
648,September::N,куарусён,Meán Fómhair
649,Oktober::N,выльӝуктолэзь,Deireadh Fómhair
650,November::N,шуркынмон,Samhain
651,November::N,шуркынмон,Mí na Samhna
652,Dezember::N,толсур,Mí na Nollag
653,Montag::N,вордӥськон,Luan
654,Montag::N,вордӥськон,Dé Luain
655,Dienstag::N,вторник,Máirt
656,Dienstag::N,вторник,Dé Máirt
657,Mittwoch::N,вирнунал,Céadaoin
658,Mittwoch::N,вирнунал,Dé Céadaoin
659,Donnerstag::N,покчиарня,Déardaoin
660,Freitag::N,удмуртарня,Aoine
661,Freitag::N,удмуртарня,Dé hAoine
662,Samstag::N,кӧснунал,Satharn
663,Samstag::N,кӧснунал,Dé Sathairn
664,Sonntag::N,арня,Domhnach
665,Sonntag::N,арня,Dé Domhnaigh
666,groß::A,бадӟым,mór
667,klein::A,пичи,beag
668,lang::A,кузь,fada
669,kurz::A,вакчи,gearr
670,kurz::A,вакчи,gairid
671,breit::A,паськыт,leathan
672,breit::A,паськыт,fairsing
673,schmal::A,сюлэг,cúng
674,dicht::A,ӵем,dlúth
675,dick[Gegenstand]::A,зӧк,tiubh
676,dünn::A,векчи,caol
677,dünn::A,векчи,tanaí
678,fein::A,векчи,scáinte
679,fein::A,векчи,fíneálta
680,fest::A,юн,daingean
681,fest::A,чурыт,daingean
682,flach::A,ӵошкыт,cothrom
683,glatt::A,гылыт,mín
684,glatt::A,гылыт,sleamhain
685,glatt::A,вольыт,mín
686,glatt::A,вольыт,sleamhain
687,hart::A,чурыт,crua
688,weich::A,небыт,bog
689,rund::A,котырес,cruinn
690,spitz::A,йылсо,gobach
691,spitz::A,йылсо,biorach
692,scharf::A,лэчыт,géar
693,scharf::A,лэчыт,faobhrach
694,stumpf::A,ныж,maol
695,schwer::A,секыт,trom
696,schön::A,чебер,álainn
697,heiß::A,пӧсь,te
698,warm::A,шуныт,te
699,kalt::A,кезьыт,fuar
700,kühl::A,юзмыт,fionnuar
701,kühl::A,салкым,fionnuar
702,frisch::A,выль,úr
703,frisch::A,выль,friseáilte
704,feucht::A,мускыт,tais
705,nass::A,котмем,fliuch
706,trocken::A,кӧс,tirim
707,voll::A,тыр,lán
708,leer::A,буш,folamh
709,leer::A,тырттэм,folamh
710,offen::A,усьтэм,oscailte
711,geschlossen::A,ӵогам,dúnta
712,geschlossen::A,ӵогам,druidte
713,geschlossen::A,пунням,dúnta
714,geschlossen::A,пунням,druidte
715,sauber::A,ӝикыт,glan
716,sauber::A,чылкыт,glan
717,schmutzig::A,нӧд,salach
718,roh::A,ыль,amh
719,reif::A,вуэм,aibí
720,lecker::A,ческыт,blasta
721,süß::A,ческыт,milis
722,bitter::A,курыт,searbh
723,sauer::A,чырс,géar
724,sauer::A,чырс,searbh
725,hell::A,югыт,geal
726,hell::A,югыт,soilseach
727,dunkel::A,пеймыт,dorcha
728,schwarz::A,сьӧд,dubh
729,weiß::A,тӧдьы,bán
730,rot::A,горд,dearg
731,gelb::A,ӵуж,buí
732,blau::A,лыз,gorm
733,grün::A,вож,glas
734,grün::A,вож,uaine
735,grau::A,пурысь,liath
736,bunt::A,куӵо,ildathach
737,bunt::A,куӵо,dathannach
738,billig::A,дунтэм,saor
739,teuer::A,дуно,daor
740,teuer::A,дуно,costasach
741,wertvoll::A,дуно,luachmhar
742,blind::A,сукыр,dall
743,blind::A,сукыр,caoch
744,blind::A,синтэм,dall
745,blind::A,синтэм,caoch
746,taub::A,пельтэм,bodhar
747,kräftig::A,кужмо,cumhachtach
748,stark::A,юн,tréan
749,stark::A,юн,láidir
750,stark::A,кужмо,tréan
751,stark::A,кужмо,láidir
752,schwach::A,ляб,lag
753,schwach::A,ляб,fann
754,schwach::A,начар,lag
755,schwach::A,начар,fann
756,fett::A,кӧй,ramhar
757,schlank::A,веськыт,caol
758,schlank::A,веськыт,seang
759,schlank::A,веськрес,caol
760,schlank::A,веськрес,seang
761,hübsch::A,чебер,álainn
762,hübsch::A,чебер,dathúil
763,hübsch::A,синмаськымон,álainn
764,hübsch::A,синмаськымон,dathúil
765,böse::A,лек,olc
766,dumm::A,шузи,dúr
767,dumm::A,шузи,amaideach
768,dumm::A,визьтэм,dúr
769,dumm::A,визьтэм,amaideach
770,faul::A,азьтэм,falsa
771,faul::A,азьтэм,leisciúil
772,fleißig::A,сюлмо,dícheallach
773,geizig::A,сук,barainneach
774,geizig::A,сук,sprionlaithe
775,klug::A,визьмо,cliste
776,geschickt::A,усто,oilte
777,geschickt::A,усто,ealaíonta
778,geschickt::A,быгатӥсь,oilte
779,geschickt::A,быгатӥсь,ealaíonta
780,lieb::A,мусо,dil
781,lieb::A,мусо,dílis
782,lustig::A,шулдыр,aerach
783,lustig::A,шулдыр,meidhreach
784,sanft::A,мусо,bog
785,sanft::A,мусо,séimh
786,sanft::A,эрке,bog
787,sanft::A,эрке,séimh
788,hungrig::A,сютэм,ocrach
789,krank::A,висись,tinn
790,krank::A,висись,breoite
791,nackt::A,гольык,nocht
792,traurig::A,мӧзмыт,brónach
793,lebendig::A,улэп,beo
794,gut::A,ӟеч,maith
795,gut::A,умой,maith
796,schlecht::A,урод,dona
797,schlecht::A,урод,droch-
798,schlecht::A,алама,dona
799,schlecht::A,алама,droch-
800,richtig::A,шонер,ceart
801,schlimm::A,алама,gránna
