,Concept_ID,mrj,mdf
131,Rinde::N,каргыж,кер
132,Ast::N,укш,морга
133,Zweig::N,укш,тарад
134,Blatt::N,листӹ,лопа
135,Birke::N,куги,ке́лу
136,Kiefer[Baum]::N,йӓктӹ,пиче
137,Weide[Baum]::N,уа,каль
138,Tanne::N,кож,куз
139,Horn::N,шур,сюра
140,Feder::N,пын,толга
141,Fell::N,кавашты,кедь
142,Flügel::N,шылдыр,паця
143,Klaue::N,кӹч,кенже
144,Kralle::N,лапа,кенже
145,Schwanz::N,пач,пула
146,Ei::N,мыны,ал
147,Nest::N,пӹжӓш,пиза
148,Bau::N,ыраж,пиза
149,Tier::N,во́льык,жува́та
150,Herde::N,кӹтö,нал
151,Herde::N,кӹтö,стада
152,Kuh::N,ышкал,скал
153,Kuh::N,ышкал,тракс
154,Bulle::N,ӱшкӱж,бука
155,Pferd::N,имни,лишме
156,Schaf::N,шарык,уча́
157,Schwein::N,сасна,тува
158,Hund::N,пи,пине
159,Katze::N,коти,катоня
160,Katze::N,коти,аваката
161,Bär::N,мöскӓ,офта
162,Eichhörnchen::N,ур,ур
163,Elch::N,шарды,ся́рда
164,Fuchs::N,рӹвӹж,келазь
165,Hase::N,морен,ну́мол
166,Maus::N,каля,шеер
167,Wolf::N,пирӹ,върьгаз
168,Vogel::N,кек,нармонь
169,Schwarm::N,цуца,ко́вол
170,Schwarm::N,цуца,ме́швеле
171,Huhn::N,цӹвӹ,сараз
172,Hahn::N,ӓптӓн,а́тякш
173,Gans::N,комбы,маци
174,Adler::N,кучкыж,куцькан
175,Ente::N,лыды,яксярга
176,Eule::N,тымана,ко́рож
177,Kranich::N,тырня,ка́рга
178,Kranich::N,тыртня,ка́рга
179,Krähe::N,лудыгарак,ва́рси
180,Kuckuck::N,куку,ку́ку
181,Schwan::N,йӱксӹ,ло́ксти
182,Fisch::N,кол,кал
183,Barsch::N,алангы,о́кунь
184,Hecht::N,нуж,щу́ка
185,Hecht::N,нужгол,щу́ка
186,Schlange[Tier]::N,кӹшкы,куй
187,Wurm::N,шукш,сукс
188,Spinne::N,ӓнгӹремшӹ,унжа́
189,Ameise::N,кыткы,панжам
190,Laus::N,ти,си
191,Mücke::N,кужнер,ся́ське
192,Mücke::N,кужынер,ся́ське
193,Fliege::N,шӹнгӓ,кару
194,Schmetterling::N,лӹпӹ,ме́лав
195,Beere::N,мöр,и́мож
196,Apfel::N,олма,марь
197,Pilz::N,понгы,панга
198,Zwiebel::N,охыра,шурьхкя́
199,Saat::N,нӱшмӹ,видьмот
200,Saat::N,нӱшмӱ,видьмот
201,Korn::N,пӹрцӹ,сёра
202,Heu::N,шуды,тише
203,Schale::N,аваха,кедь
204,Schale::N,карлангы,кедь
205,Grube::N,йӓм,лотка
206,Falle::N,лӱдӹ,туфкс
207,Falle::N,лӱдӹ,кунда́ма
208,Falle::N,лӱдӹш,туфкс
209,Falle::N,лӱдӹш,кунда́ма
210,Schlinge::N,онгы,килькш
211,Spur::N,кишӓ,пильгоки́
212,Asche::N,ломых,кулу
213,Asche::N,ломпыж,кулу
214,Dreck::N,лявӹрӓ,ърда́з
215,Eisen::N,кӹртни,кшни
216,Gold::N,шöртни,ока
217,Gold::N,шöртни,золота
218,Gold::N,шöртньӹ,ока
219,Gold::N,шöртньӹ,золота
220,Silber::N,ши,сия́
221,Kohle::N,шӱ,седь
222,Kohle::N,шӱ,седьвальмя
223,Glas::N,охоница,кля́нцек
224,Lehm::N,шун,сёвонь
225,Sand::N,ошма,шува́р
226,Mensch::N,эдем,ломань
227,Mann::N,пӱэргӹ,аля
228,Mann::N,пӱэргӹ,цёраломань
229,Frau::N,ӹдӹрӓмӓш,ава
230,Kind::N,ӓзӓ,идь
231,Kind::N,ӓзӓ,шаба
232,Kind::N,шачшы,идь
233,Kind::N,шачшы,шаба
234,Junge::N,рвезӹ,цёраня
235,Junge::N,ӹрвезӹ,цёраня
236,Mädchen::N,ӹдӹрӓш,стирня́
237,Familie::N,йиш,тнал
238,Familie::N,йиш,семья
239,Familie::N,семня,тнал
240,Familie::N,семня,семья
241,Großvater::N,тьоти,атя
242,Großvater::N,тьоти,щя́тя
243,Großmutter::N,папа,баба
244,Eltern::N,ӓтя-ӓвӓ,тя́дят-а́лят
245,Vater::N,ӓтя,аля
246,Mutter::N,ӓвӓ,ава
247,Mutter::N,ӓвӓ,тядя
248,Sohn::N,эргӹ,цёра
249,Tochter::N,ӹдӹр,стирь
250,Bruder::N,ӹза,дуган
251,Bruder::N,ӹза,пяльне
252,Schwester::N,ӓкӓ,ака
253,Schwester::N,ӓкӓ,сазор
254,Onkel::N,кугуза,оця
255,Onkel::N,кугуза,патя
256,Onkel::N,кугуза,щеня́
257,Tante::N,куака,ака
258,Tante::N,куака,щака
259,Ehemann::N,мары,мирде
260,Ehefrau::N,вӓтӹ,ърьвя́
261,Freude::N,ӹвӹртӹмӓш,ке́нярдема
262,Gelächter::N,ваштылмаш,рахсема
263,Glück::N,пиӓл,паваз
264,Kummer::N,ясы,ризф
265,Kummer::N,ясы,пичефкс
266,Wunsch::N,охата,мяль
267,Wunsch::N,охата,таколдома
268,Wunsch::N,шанымаш,мяль
269,Wunsch::N,шанымаш,таколдома
270,Lust::N,шӓр,таколдома
271,Lust::N,охата,таколдома
272,Lust::N,шанымаш,таколдома
273,Geist::N,тух,вайме
274,Gedanke::N,шанымаш,мяль
275,Gedächtnis::N,ӓш,прявий
276,Verstand::N,ыш,прявий
277,Sinn::N,кын,ён
278,Grund::N,вир,туфта́л
279,Wahrheit::N,тöр,ви́де
280,Wahrheit::N,тöр,видеши́
281,Gespräch::N,хытырымаш,корхтама
282,Märchen::N,ямак,ёфкс
283,Erzählung::N,шайыштмаш,азкс
284,Nachricht::N,увертӓрӹмӓш,куля́
285,Neuigkeit::N,увер,куля́
286,Name::N,лӹм,лем
287,Rätsel::N,тышты,со́дама ёфкс
288,Rede::N,шая,вал
289,Rede::N,шая,корхтама
290,Rede::N,шамак,вал
291,Rede::N,шамак,корхтама
292,Sprache::N,йӹлмӹ,кяль
293,Stimme::N,юк,вайгяль
294,Wort::N,шамак,вал
295,Zeichen::N,палӹ,тя́ште
296,Zeichen::N,палӹ,тя́штькс
297,Ruf::N,сӹгӹрӹмӓш,тердема
298,Lärm::N,юкланымащ,гайф
299,Lärm::N,юкланымащ,жалакодома
300,Laut::N,юк,вайгяль
301,Ton::N,юк,вайгяль
302,Lied::N,мыры,мора
303,Ruhe::N,тыр,сетьме
304,Leute::N,эдемвлӓ,ломатть
305,Volk::N,халык,наро́д
306,Arbeit::N,пӓшӓ,тев
307,Gast::N,хына,и́нжи
308,Gast::N,хына,ко́нак
309,Geschenk::N,подарка,казне
310,Spiel::N,мадыш,налхкома
311,Spiel::N,мадыш,налхксема
312,Gesellschaft::N,йӓл,кружок
313,Gesellschaft::N,йӓлвлӓ,кружок
314,Hilfe::N,палшык,лездома
315,Freund::N,тӓнг,я́лга
316,Kamerad::N,тос,я́лга
317,Angelegenheit::N,дела,тев
318,Angelegenheit::N,йела,тев
319,Angelegenheit::N,йыла,тев
320,Angelegenheit::N,пӓшӓ,тев
321,Anzahl::N,шот,лувкс
322,Art::N,цӹре,вид
323,Stück::N,лаштык,пакш
324,Teil::N,пай,часть
325,Teil::N,пай,пялькс
326,Teil::N,часть,часть
327,Teil::N,часть,пялькс
328,Hälfte::N,пел,пяле
329,Kreis::N,тӹртӹш,шаркс
330,Kreuz::N,крестӹ,крёз
331,Abstand::N,ло,ётка
332,Entfernung::N,ло,ётка
333,Gegend::N,вӓр,ва́ста
334,Gegend::N,вӓр,перьфпя́ль
335,Platz::N,вӓр,ва́ста
336,Ort::N,вӓр,ва́ста
337,Seite::N,öрдӹж,пяле
338,Mitte::N,ло,кучка́
339,Gegenstand::N,хӓдӹр,веща
340,Sache::N,хӓдӹр,тев
341,Sache::N,хӓдӹр,веща
342,Rand::N,шöр,пе
343,Kante::N,шöр,и́рдез
344,Ecke::N,лык,ужа
345,Spitze::N,вуй,пря
346,Ende::N,вуй,пе
347,Ende::N,мычаш,пе
348,Loch::N,ыраж,варя
349,Winkel::N,лык,ужа
350,Muster::N,тӹрлец,сёрма
351,Größe::N,кӱкшӹц,серь
352,Länge::N,кыт,кува́лма
353,Höhe::N,кӱкшӹц,серь
354,Gewicht::N,нелӹц,сталма
355,Menge::N,шот,лувкс
356,Haufen::N,ара,мар
357,Reihe::N,ряд,ряд
358,Boot::N,пыш,венеж
359,Ruder::N,вешлӓ,миле
360,Schlitten::N,тир,ну́рда
361,Ski::N,ечӹ,сокс
362,Lagerfeuer::N,тыл,то́лмар
363,Last::N,нелӹц,канкс
364,Last::N,нелӹц,сталма
365,Gang::N,ход,молема
366,Schritt::N,ашкыл,аськолкс
367,Norden::N,йыдпелвел,якшама шире
368,Süden::N,кечӹвӓлвел,ля́мбе ши́ре
369,Westen::N,кечӹ шӹцмӹ,ши валгома шире
370,Osten::N,ирвел,шинь стяма шире
371,Osten::N,кечӹ лӱлтмӹ,шинь стяма шире
372,Holz::N,пушӓнгӹ,вирь
373,Holz::N,пушӓнгӹ,шуфта
374,Brett::N,ханга,лавця
375,Platte::N,плитӓ,плита́
376,Stütze::N,цӓрӓк,неже
377,Stange::N,равы,олга
378,Stange::N,намаш,олга
379,Stock::N,панды,байдек
380,Stab::N,равы,олгоня
381,Rohr::N,пыч,турама
382,Haus::N,пöрт,куд
383,Heim::N,пöрт,куд
384,Ofen::N,камака,пянакуд
385,Fußboden::N,седӹрӓ,кия́кс
386,Tisch::N,стöл,шра
387,Tisch::N,стöл,моркш
388,Stuhl::N,пöкен,стул
389,Wiege::N,шипкӓ,нюря́м
390,Bett::N,койка,ацам
391,Bett::N,кравать,ацам
392,Regal::N,полицӓ,лавцяланга
393,Kiste::N,шӱ́ндӹк,парга
394,Fenster::N,окня,валмья
395,Tür::N,амаса,кенкш
396,Tor::N,хапка,ортат
397,Zaun::N,забор,перяфкс
398,Dach::N,левӓш,кудпря
399,Leiter::N,ташкалтыш,куцема
400,Besen::N,сало,тяльме
401,Besen::N,салко,тяльме
402,Spaten::N,кольмы,ка́йме
403,Schaufel::N,лоток,ко́поня
404,Schaufel::N,лоток,ця́рдом
405,Gabel::N,ви́лка,ця́нгоня
406,Löffel::N,савала,куцю
407,Messer::N,кӹзӹ,пеель
408,Nagel::N,пыда,эска
409,Netz::N,вӓпш,
410,Haken::N,крӱк,кя́чказ
411,Haken::N,кагак,кя́чказ
412,Griff::N,кычем,недь
413,Griff::N,кычем,кунда́мка
414,Schloss::N,замок,замо́к
415,Schloss::N,сыравач,замо́к
416,Bild::N,картин,карти́на
417,Figur::N,кӓн,ронга-понда
418,Puppe::N,поханя,ня́ка
419,Beutel::N,мешӓк,кяскав
420,Bündel::N,топ,кярьме
421,Bündel::N,пидӹш,кярьме
422,Bündel::N,кӹлдӹш,кярьме
423,Tasche::N,сумкы,кошяльня
424,Eimer::N,ведӹрӓ,ве́дарка
425,Deckel::N,комдыш,тавадкс
426,Deckel::N,комдыш,вельхкс
427,Geschirr::N,ӓтӹ,кядьге
428,Sack::N,мешӓк,кяскав
429,Tasse::N,цӓшкӓ,ша́ваня
430,Topf::N,ми́ска,кавозь
431,Kessel::N,пад,сргавозь
432,Essen::N,качкыш,ярхцама
433,Essen::N,качкыш-йӱш,ярхцама
434,Nahrung::N,качкыш,ярхцампяль
435,Nahrung::N,качкыш-йӱш,ярхцампяль
436,Speise::N,няня,ярхцама
437,Fleisch::N,пай,пал
438,Fleisch::N,пай,сиволь
439,Getreide::N,киндӹ,сёра
440,Brei::N,шӹрӓш,ям
441,Brot::N,сыкыр,кши
442,Scheibe::N,ламыт,кочам
443,Scheibe::N,лаштык,кочам
444,Fett::N,кая,куя́
445,Butter::N,ӱ,вай
446,Öl::N,ӱ,вай
447,Salz::N,санзал,сал
448,Suppe::N,лем,шонгарям
449,Suppe::N,лем,коршампяль
450,Honig::N,мӱ,медь
451,Milch::N,шӹшер,лофца
452,Tee::N,чӓй,чай
453,Leder::N,шарга,кедь
454,Leder::N,кавашты,кедь
455,Wolle::N,миж,пона
456,Stoff::N,матер,котф
457,Stoff::N,матери,котф
458,Nadel::N,им,салмокс
459,Faden::N,шӹртӹ,сюре
460,Knopf::N,полдыш,пуня
461,Knoten::N,пӱкшем,сюлма
462,Farbe::N,чиӓ,архтомбяль
463,Farbe::N,крӓскӓ,архтомбяль
464,Kleidung::N,выргем,щам
465,Hemd::N,тыгыр,па́нар
466,Kragen::N,шӱ,сиве
467,Ärmel::N,шокш,ожа
468,Hose::N,ялаш,понкст
469,Gürtel::N,ӹштӹ,каркс
470,Mütze::N,упш,вазь
471,Schuh::N,ту́фльы,башма́к
472,Stiefel::N,кем,кя́ме
473,Ring::N,шӓргӓш,суркс
474,Band::N,лемтӓ,керькс
475,Band::N,лемтӓ,лента
476,Kamm::N,шерге,сюрьхцем
477,Spiegel::N,тӹгӹр,ванома
478,Riemen::N,прӓжӓ,шнань каркс
479,Schnur::N,кӓндӹра,пикс
480,Schnur::N,кӓндӹра,карькскя
481,Leine::N,керем,вядьме
482,Decke::N,одеял,вельхкс
483,Kissen::N,кӹпцӹк,тоду
484,Tuch::N,савыц,руця́
485,Handtuch::N,шӹргӹсавыц,на́рдама
486,Handtuch::N,шӹргӹмсавыц,на́рдама
487,Kraft::N,ви,вий
488,Stärke::N,ви,вииши
489,Gesundheit::N,шу,шумбраши́
490,Gesundheit::N,шулык,шумбраши́
491,Krankheit::N,мыж,урма́
492,Krankheit::N,мыж,сярядема
493,Schmerz::N,карштыш,маряма
494,Wunde::N,шушыр,керф
495,Fieber::N,ӱштӹмыж,маштыкс
496,Arznei::N,лекӓрцӹ,надо́бья
497,Arznei::N,лекӓрцӹ,пъчка́фтома
498,Brücke::N,кӹвер,седь
499,Brunnen::N,вӹдсӹнзӓ,эши
500,Weide::N,ныр,ванома васта
501,Pfad::N,ялгорны,ян
502,Pfad::N,ялгорны,киня́
503,Weg::N,корны,ки
504,Straße::N,корны,ки
505,Dorf::N,сола,веле
506,Stadt::N,города,ош
507,Brief::N,сирмӓш,сёрма
508,Buch::N,книгӓ,книга
509,Buchstabe::N,буква́,бу́ква
510,Zeitung::N,газет,газе́та
511,Zeitung::N,кайзет,газе́та
512,Leben::N,житя,эряф
513,Leben::N,житя,эряма
514,Tod::N,смöрт,кулома́
515,Grab::N,шӹгер,калма
516,Grab::N,мыгилӓ,калма
517,Grab::N,шӹгерлӓ,калма
518,Kirche::N,церкӹ,це́рькав
519,Sünde::N,сулык,пежеть
520,Sünde::N,сулык,муворкс
521,Gott::N,йымы,шкай
522,Arbeiter::N,пӓшӓзӹ,трудендай
523,Arbeiter::N,пӓшӓзӹ,работник
524,Chef::N,вуй,азор
525,Chef::N,вуй,оцюня
526,Meister::N,мастар,мастяр
527,Arzt::N,доктор,врач
528,Arzt::N,доктор,доктор
529,Lehrer::N,тымдышы,учи́тель
530,Geld::N,окса,ярмакт
531,Geschäft::N,торге́йӹмӓш,ладяфкс
532,Geschäft::N,торге́йӹмӓш,ладяф тев
533,Laden::N,лапка,ла́вка
534,Laden::N,магазин,ла́вка
535,Preis::N,ӓк,питне
536,Ware::N,товар,миф
537,Ware::N,товар,ра́маф
538,Nutzen::N,пайда,пара
539,Nutzen::N,пайда,лезкс
540,Reichtum::N,перке,ко́зяши
541,Welt::N,сӓндӓлӹк,свет
542,Welt::N,свет,свет
543,Land::N,сӓндӓлӹк,мастор
544,Staat::N,кугижӓншӹ,государства
545,König::N,король,король
546,Macht::N,власть,азорондама
547,Macht::N,власть,азорксши
548,Grenze::N,пӹсмӓн,ёткаян
549,Krieg::N,вырсы,война́
550,Feind::N,тышман,душман
551,Feind::N,тышман,каршек тюри
552,Gewalt::N,ви,наругама
553,Kampf::N,кредӓлмӓш,тюрема́
554,Bogen[Waffe]::N,янгеж,нал
555,Pfeil::N,пикш,нал
556,Gewehr::N,пичӓл,винто́вка
557,Fehler::N,самынь,эльбядькс
558,Lüge::N,шая,васькафнема
559,Schaden::N,вре́дӓ,зия́н
560,Unglück::N,пёда,зия́н
561,Unglück::N,тымаша,зия́н
562,Schuld::N,вуйнамат,муворши
563,Alter::N,иӓш,эряф кизот
564,Alter::N,иӓш,эряфонь пинге
565,Alter::N,игечӹ,эряф кизот
566,Alter::N,игечӹ,эряфонь пинге
567,Schluss::N,пӹтӓртӹш,пе
568,Zeit::N,веремӓ,пинге
569,Tag::N,кечӹ,ши
570,Morgen::N,ир,шобдава
571,Morgen::N,ирок,шобдава
572,Mittag::N,кечӹвӓл,шикучка
573,Abend::N,вады,иля́дь
574,Nacht::N,йыд,ве
575,Woche::N,ӓрня,недя́ля
576,Monat::N,тӹ́лзӹ,ков
577,Jahr::N,год,киза
578,Frühling::N,шошым,тунда́
579,Sommer::N,кӓнгӹж,киза
580,Herbst::N,шӹжӹ,сёксе
581,Winter::N,тел,тяла
582,Winter::N,телӹ,тяла
583,Januar::N,январ,кельмеков
584,Januar::N,январь,кельмеков
585,Februar::N,февраль,уфайков
586,März::N,март,марайков
587,April::N,апрель,шудиков
588,Mai::N,май,панжиков
589,Juni::N,июнь,лямбеков
590,Juli::N,июль,псиков
591,August::N,август,сёроньков
592,September::N,сентябрь,тюжягов
593,Oktober::N,октябрь,кельмазаков
594,November::N,ноябрь,эйндамков
595,Dezember::N,декавыр,кучкаков
596,Montag::N,шачмы,одговши
597,Dienstag::N,кышкыжмы,ша́вши
598,Mittwoch::N,вӹрчегӹ,вержи
599,Donnerstag::N,изӓрня,шува́ланя
600,Freitag::N,когарня,пя́денця
601,Samstag::N,кукшыгечӹ,ёткши
602,Sonntag::N,рушӓрня,таргоши
603,groß::A,кого,оцю
604,klein::A,изи,ёмла
605,lang::A,кужы,кува́ка
606,kurz::A,кӹтӹк,нюрьхкя́ня
607,breit::A,кымда,кели
608,schmal::A,ӓнгӹсӹр,тяйня
609,dicht::A,шӹре,сиде
610,dicht::A,шӹре,туста
611,dick[Gegenstand]::A,кӹжгӹ,эчке
612,dünn::A,вӹцкӹж,шува́ня
613,fein::A,пыльга,шува́ня
614,fest::A,цаткыды,кеме
615,flach::A,тӓлякӓ,лапш
616,glatt::A,ягылгы,вадяв
617,glatt::A,ягылгы,такор
618,hart::A,пингӹдӹ,калгода
619,weich::A,пышкыды,ляпе
620,rund::A,тӹртӹш,кру́глай
621,spitz::A,кашар,ботаз
622,spitz::A,кашар,оржа
623,scharf::A,кашар,оржа
624,stumpf::A,нӹшкӹ,ношка
625,schwer::A,нелӹ,стака
626,schön::A,цевер,мазы
627,schön::A,олмыдшы,мазы
628,heiß::A,шокшы,пси
629,warm::A,шокшы,лямбе
630,kalt::A,ӱштӹ,кельме
631,kühl::A,юалгы,эше
632,kühl::A,йонгата,эше
633,frisch::A,йонгата,свежай
634,feucht::A,ӹлӹкшӹ,летьке
635,feucht::A,вӹдӹжгӹ,летьке
636,nass::A,начкы,начка
637,trocken::A,кукшы,коське
638,voll::A,темшӹ,пяшксе
639,voll::A,темыман,пяшксе
640,leer::A,йӓрӓ,шава
641,offen::A,виш,панжада
642,offen::A,виш,виде
643,geschlossen::A,чӱчмӹ,пякстаф
644,geschlossen::A,чӱчмӹ,сёлгф
645,geschlossen::A,тӹкӹлӓлтшӹ,пякстаф
646,geschlossen::A,тӹкӹлӓлтшӹ,сёлгф
647,sauber::A,ире,ару
648,schmutzig::A,шоран,рда́зу
649,schmutzig::A,шоран,пя́ндра
650,schmutzig::A,лявӹрӓн,рда́зу
651,schmutzig::A,лявӹрӓн,пя́ндра
652,schmutzig::A,шорангшы,рда́зу
653,schmutzig::A,шорангшы,пя́ндра
654,roh::A,пеле кӱшӹ,верок
655,reif::A,кӱшӹ,ке́нерьф
656,lecker::A,тотан,танцти
657,süß::A,мӱӓн,ламбама
658,bitter::A,качы,сяпи
659,sauer::A,шапы,шапама
660,hell::A,соты,валда
661,hell::A,валгыды,валда
662,dunkel::A,пӹц,шобда
663,dunkel::A,пӹцкемӹш,шобда
664,schwarz::A,шим,равжа
665,weiß::A,ош,акша
666,weiß::A,ошы,акша
667,rot::A,якшаргы,якстерь
668,gelb::A,сар,тюжя́
669,gelb::A,сары,тюжя́
670,blau::A,симсӹ,сенем
671,grün::A,ыжар,пиже
672,grün::A,ыжар,сянгяря
673,grau::A,луды,уле
674,bunt::A,ала,сёрмав
675,billig::A,шулдаш,у́цез
676,billig::A,шулдаш,аф пи́тни
677,teuer::A,шергӹ,пи́тни
678,teuer::A,шергӓкӓн,пи́тни
679,wertvoll::A,ӓкӓн,питни
680,blind::A,слöпöй,сокор
681,blind::A,сльöпöй,сокор
682,taub::A,тӱтӱк,пярав
683,kräftig::A,виӓн,пяк вии
684,stark::A,виӓн,вии
685,schwach::A,шава,лафча
686,schwach::A,лӹпкӓ,лафча
687,schwach::A,слабка,лафча
688,fett::A,таза,куя́
689,schlank::A,яштака,виде ронга
690,hübsch::A,сӹлнӹ,мазы
691,hübsch::A,олмыдшы,мазы
692,böse::A,шӹдӓн,кяжи
693,dumm::A,окмак,аф ёню
694,dumm::A,окмак,шава пря
695,faul::A,ялахай,нола
696,fleißig::A,пӓшам яратышы,ку́лхцонды
697,geizig::A,шык,кирьжя
698,geizig::A,шык,жаднай
699,klug::A,ышан,ёню
700,klug::A,ышан,пря́ви
701,geschickt::A,мастар,маштозь тиф
702,lieb::A,тыри,цебярь
703,lustig::A,мындыр,ра́хси
704,lustig::A,сусу,ра́хси
705,sanft::A,йӹвӹжӓ,сетьме
706,hungrig::A,шужышы,вача
707,hungrig::A,шужышы,вачеда
708,krank::A,церлӹ,сяряди
709,krank::A,хворой,сяряди
710,nackt::A,цӓрӓ,штада
711,nackt::A,цӓрӓ,кърхтапа
712,traurig::A,сы́лыкан,ла́жнай
713,traurig::A,кымы́лдымы,ла́жнай
714,lebendig::A,живой,эряй
715,gut::A,яжо,пара
716,gut::A,яжо,цебярь
717,schlecht::A,уда,кальдяв
718,schlecht::A,худа,кальдяв
719,richtig::A,вургамла,виде
720,schlimm::A,йӹрнык,кальдяв
721,wahr::A,настоящий,афкуксонь
722,wahr::A,настояшый,афкуксонь
723,alt::A,шонгы,ташта
724,neu::A,у,од
725,ehemalig::A,тошты,и́нгольдень
726,alt[Lebewesen]::A,ӹлалшӹ,сире
727,jung::A,нöргӹ,од
728,jung::A,молода,од
729,arm::A,укеӓн,а́шу
730,reich::A,паян,козя
731,reich::A,пурлыкан,козя
732,bekannt::A,палӹмӹ,содаф
733,berühmt::A,лӹмлы,содавикс
734,fremd::A,эдемӹн,лия
735,fremd::A,эдемӹн,аф содаф
736,verschieden::A,тӹрлӹ,аф фкя ла́цонь
737,nah::A,лишӹл,мала
738,nah::A,лишӹл,аф ичкоздень
