,Concept_ID,ba,udm
54,Atem::N,һулыш,лул
55,Atem::N,һулыш,шокан
56,Hunger::N,аслыҡ,кӧтсюман
57,Träne::N,күҙ иәше,синкыли
58,Geschmack::N,тәм,шӧм
59,Geruch::N,еҫ,зын
60,Schlaf::N,йоҡлау,вӧт
61,Traum::N,төш,уйвӧт
62,Himmel::N,күк,ин
63,Sonne::N,ҡояш,шунды
64,Mond::N,ай,толэзь
65,Stern::N,йондоҙ,кизили
66,Luft::N,һауа,омыр
67,Wind::N,ел,тӧл
68,Welle::N,тулҡын,тулкым
69,Wasser::N,һыу,ву
70,Stein::N,таш,из
71,Boden::N,тупраҡ,музъем
72,Erde::N,балсҡ,му
73,Staub::N,туҙан,пыль
74,Rauch::N,төтөн,ӵын
75,Funke::N,осҡон,гизьы
76,Feuer::N,ут,тыл
77,Licht::N,яҡтылыҡ,тыл
78,Schatten::N,күләгә,вужер
79,Wetter::N,һауа торошо,куазь
80,Nebel::N,төман,бус
81,Wolke::N,болот,пилем
82,Regen::N,ямғыр,зор
83,Schnee::N,ҡар,лымы
84,Eis::N,боҙ,йӧ
85,Frost::N,һалҡын,кезьыт
86,Kälte::N,һыуыҡ,кезьыт
87,Hitze::N,томра,пӧсь
88,Hitze::N,эҫелек,пӧсь
89,Raureif::N,ҡырау,гӧр
90,Regenbogen::N,йәйғор,вуюись
91,Donner::N,күк күкрәү,гудыри
92,Strömung::N,ағым,бызён
93,Tropfen::N,тамсы,шапык
94,Schaum::N,күбек,шукы
95,Schmutz::N,батҡаҡ,нӧд
96,Schmutz::N,батҡаҡ,дэри
97,See::N,күл,ты
98,Sumpf::N,һаҙлык,нюр
99,Moor::N,һаҙ,нюр
100,Wiese::N,болон,возь
101,Wiese::N,болон,возьвыл
102,Wald::N,урман,сик
103,Wald::N,урман,нюлэс
104,Hügel::N,түбә,выр
105,Hügel::N,түбә,вырйыл
106,Anhöhe::N,түбә,выр
107,Anhöhe::N,түбә,вырйыл
108,Anhöhe::N,ҡалҡыулыҡ,выр
109,Anhöhe::N,ҡалҡыулыҡ,вырйыл
110,Berg::N,тау,гурезь
111,Gipfel::N,түбә,йыл
112,Höhle::N,мәмерйә,гу
113,Abhang::N,ипкен,бам
114,Quelle::N,шишмә,ошмес
115,Bach::N,шишмә,пичи шур
116,Fluss::N,йылға,шур
117,Ufer::N,яр,ярдур
118,Küste::N,яр буйы,вудур
119,Festland::N,ҡоро ер,мувыр
120,Meer::N,диңгез,зарезь
121,Bucht::N,бухта,вукож
122,Insel::N,үтрау,вумуӵ
123,Insel::N,үтрау,шормуӵ
124,Blume::N,сәскә,сяська
125,Gras::N,үлән,турын
126,Wurzel::N,тамыр,выжы
127,Baum::N,ағас,пу
128,Stamm::N,олон,модос
129,Stamm::N,көбәк,модос
130,Rinde::N,ҡабыҡ,сул
131,Ast::N,ботаҡ,ул
132,Zweig::N,ботаҡ,вай
133,Zweig::N,тармаҡ,вай
134,Blatt::N,япраҡ,куар
135,Birke::N,ҡайын,кызьпу
136,Kiefer[Baum]::N,ҡарғай,пужым
137,Weide[Baum]::N,тал,бадьпу
138,Tanne::N,шыршы,кыз
139,Horn::N,мөғөҙ,сюр
140,Feder::N,ҡауырһын,тылы
141,Fell::N,тире,ку
142,Flügel::N,ҡанат,бурд
143,Klaue::N,тырнаҡ,гижы
144,Kralle::N,аяҡ,пыд
145,Schwanz::N,ҡойроҡ,быж
146,Ei::N,йомортҡа,пуз
147,Ei::N,йомортҡа,кукей
148,Nest::N,оя,кар
149,Nest::N,оя,пузкар
150,Bau::N,оң,кар
151,Bau::N,оң,гу
152,Tier::N,жайуан,пӧйшур
153,Tier::N,йыртҡыс,пӧйшур
154,Herde::N,көтөү,уллё
155,Kuh::N,һыйыр,скал
156,Bulle::N,үгеҙ,ош
157,Bulle::N,үгеҙ,пороз
158,Pferd::N,ат,вал
159,Schaf::N,һарыҡ,ыж
160,Schwein::N,сусҡа,парсь
161,Hund::N,эт,пуны
162,Katze::N,бесәй,коӵыш
163,Bär::N,айыу,гондыр
164,Eichhörnchen::N,тейен,коньы
165,Elch::N,мышы,койык
166,Fuchs::N,төлкө,ӟичы
167,Hase::N,ҡуян,кеч
168,Maus::N,сысҡан,шыр
169,Wolf::N,бүре,кион
170,Vogel::N,ҡош,тылобурдо
171,Schwarm::N,көтөү,уллё
172,Huhn::N,тауыҡ,курег
173,Hahn::N,әтәс,атас
174,Gans::N,ҡаҙ,ӟазег
175,Adler::N,бөркөт,ӧрзи
176,Ente::N,өйрәк,ӵӧж
177,Eule::N,өкө,кучыран
178,Eule::N,ябалаҡ,кучыран
179,Kranich::N,торна,тури
180,Krähe::N,ҡарға,куака
181,Kuckuck::N,кәкүк,кикы
182,Schwan::N,аҡҡош,юсь
183,Fisch::N,балыҡ,чорыг
184,Barsch::N,алабуға,юш
185,Hecht::N,суртан,чипей
186,Schlange[Tier]::N,йылан,кый
187,Wurm::N,селяүсен,нумыр
188,Spinne::N,үрмәксе,чонари
189,Ameise::N,ҡырмыҫҡа,кузьыли
190,Laus::N,бет,тэй
191,Mücke::N,серәкәй,нымы
192,Mücke::N,серәкәй,чибинь
193,Fliege::N,себен,кут
194,Schmetterling::N,күбәләк,бубыли
195,Beere::N,еләк,узы-боры
196,Apfel::N,алма,яблок
197,Pilz::N,бәшмәк,губи
198,Zwiebel::N,һуган,сугон
199,Saat::N,орлоҡ,кидыс
200,Korn::N,иген,тысь
201,Heu::N,бесән,турын
202,Schale::N,ҡабыҡ,кыд
203,Grube::N,соҡор,гу
204,Grube::N,соҡор,гоп
205,Falle::N,тоҙак,налик
206,Falle::N,ҡапҡан,налик
207,Schlinge::N,тоҙак,гиӟ
208,Schlinge::N,тоҙак,герд
209,Spur::N,әҫер,пытьы
210,Spur::N,әҫер,бервыл
211,Asche::N,көл,пень
212,Dreck::N,батҡаҡ,дэри
213,Eisen::N,тимер,корт
214,Gold::N,алтын,зарни
215,Silber::N,көмөш,азвесь
216,Kohle::N,күмер,эгыр
217,Glas::N,быяла,стекло
218,Glas::N,быяла,пияла
219,Lehm::N,балсыҡ,сюй
220,Sand::N,ҡом,луо
221,Mensch::N,кеше,мурт
222,Mensch::N,кеше,адями
223,Mann::N,ир,воргорон
224,Frau::N,ҡатын,кышномурт
225,Kind::N,бала,нуны
226,Kind::N,бала,пинал
227,Junge::N,малай,пи
228,Mädchen::N,ҡыҙ,ныл
229,Mädchen::N,ҡыҙыҡай,ныл
230,Familie::N,ғаилә,семья
231,Großvater::N,олатай,песятай
232,Großvater::N,олатай,пересь атай
233,Großmutter::N,әбәй,песянай
234,Großmutter::N,әбәй,пересь анай
235,Eltern::N,ата-әсә,атай-анай
236,Eltern::N,ата-әсә,бубы-мумы
237,Vater::N,атай,айы
238,Vater::N,атай,атай
239,Mutter::N,әсә,мумы
240,Sohn::N,ул,пи
241,Tochter::N,ҡыҙ,ныл
242,Bruder::N,агай,агай
243,Schwester::N,алай,апа
244,Schwester::N,алай,сузэр
245,Schwester::N,һеңле,апа
246,Schwester::N,һеңле,сузэр
247,Onkel::N,ағай,агай
248,Tante::N,апай,апа
249,Tante::N,апай,кенак
250,Ehemann::N,ир,карт
251,Ehefrau::N,ҡатын,кышно
252,Freude::N,шатлыҡ,шумпотон
253,Freude::N,ҡыуаныс,шумпотон
254,Gelächter::N,көлөү,горем
255,Glück::N,бәхет,шуд
256,Kummer::N,ҡайғы,кайгу
257,Kummer::N,ҡайғы,куректон
258,Wunsch::N,теләк,мылпотон
259,Lust::N,әүәҫлек,потон
260,Geist::N,аң,лул
261,Geist::N,рух,лул
262,Gedanke::N,уй,малпан
263,Gedanke::N,фекер,малпан
264,Gedächtnis::N,хәтер,йырсазь
265,Gedächtnis::N,хәтер,тодэваён
266,Verstand::N,аҡыл,йырвизь
267,Sinn::N,мәғәня,смысл
268,Grund::N,сәбәп,муг
269,Grund::N,сәбәп,ньӧм
270,Wahrheit::N,дөрөҫлөк,зэм
271,Wahrheit::N,дөрөҫлөк,шонер
272,Gespräch::N,әңгәмә,вераськон
273,Märchen::N,әкиәт,выжыкыл
274,Erzählung::N,хикәйә,верос
275,Nachricht::N,хәбәр,ивор
276,Neuigkeit::N,яңылыҡ,выльивор
277,Name::N,исем,ним
278,Rätsel::N,йомаҡ,мадькыл
279,Rede::N,телмәр,верам
280,Sprache::N,тел,кыл
281,Sprache::N,телмәр,кыл
282,Stimme::N,тауыш,куара
283,Wort::N,һүҙ,кыл
284,Zeichen::N,билдә,пус
285,Zeichen::N,билдә,тодмет
286,Ruf::N,саҡырыу,ӧтён
287,Ruf::N,саҡырыу,чортон
288,Lärm::N,шаулау,ӵашетон
289,Laut::N,тауыш,куара
290,Ton::N,яңғырау,куара
291,Lied::N,йыр,кырӟан
292,Ruhe::N,ял,чалмыт улон
293,Ruhe::N,тыныслыҡ,чалмыт улон
294,Leute::N,кешеләр,адямиос
295,Volk::N,халҡ,калык
296,Arbeit::N,эш,уж
297,Gast::N,ҡунаҡ,куно
298,Geschenk::N,бүләк,салам
299,Geschenk::N,бүләк,кузьым
300,Spiel::N,уйын,шудон
301,Gesellschaft::N,йәмғиәт,калык
302,Hilfe::N,ярҙам,юрттон
303,Freund::N,дуҫ,эш
304,Freund::N,дуҫ,юлтош
305,Kamerad::N,иптәш,тодмо
306,Angelegenheit::N,әш,уж
307,Anzahl::N,һан,лыд
308,Art::N,төр,тус
309,Stück::N,киҫәк,юдэс
310,Teil::N,өлөш,люкет
311,Hälfte::N,ярты,ӝыны
312,Kreis::N,түңәрәк,котырес
313,Kreuz::N,тәре,крест
314,Linie::N,һыҙыҡ,гож
315,Strich::N,һыҙат,гож
316,Abstand::N,ара,вис
317,Abstand::N,ара,кусып
318,Entfernung::N,алыҫлыҡ,кусып
319,Gegend::N,урын,инты
320,Platz::N,арауыҡ,инты
321,Ort::N,ерҙәр,инты
322,Ort::N,ерҙәр,места
323,Ort::N,урындар,инты
324,Ort::N,урындар,места
325,Ort::N,эш урыны,инты
326,Ort::N,эш урыны,места
327,Seite::N,яҡ,пал
328,Mitte::N,урталыҡ,шор
329,Gegenstand::N,нәмә,арбери
330,Sache::N,нәмә,котыр
331,Sache::N,әйбер,котыр
332,Rand::N,сит,дур
333,Rand::N,сит,шаер
334,Kante::N,ҡабырға,дур
335,Kante::N,ян,дур
336,Ecke::N,мөйөш,сэрег
337,Spitze::N,ос,йыл
338,Ende::N,аҙаҡ,пум
339,Loch::N,тишек,пась
340,Winkel::N,мөйөш,сэрег
341,Muster::N,биҙәк,пужы
342,Größe::N,ҙурлыҡ,быдӟала
343,Länge::N,оҙонлоҡ,кузьдала
344,Höhe::N,бейеклек,ӝуждала
345,Gewicht::N,үлсәү,сектала
346,Gewicht::N,үлсәү,секытлык
347,Menge::N,һан,лыд
348,Menge::N,һан,лыдпус
349,Haufen::N,өйөм,люк
350,Reihe::N,рәт,чур
351,Boot::N,кәмә,пыж
352,Boot::N,кәмә,лодка
353,Ruder::N,ишкәк,полыс
354,Schlitten::N,сана,додьы
355,Ski::N,саңгы,куас
356,Lagerfeuer::N,костер,тылскем
357,Last::N,ауырлыҡ,секыт
358,Gang::N,барыу,ветлон
359,Schritt::N,аҙым,вамыш
360,Norden::N,төньяҡ,уйпал
361,Süden::N,көньяҡ,лымшор
362,Westen::N,көнбайыш,шунды пуксён
363,Osten::N,көнсығыш,шунды ӝужан
364,Holz::N,үағас,пу
365,Brett::N,таҡта,пул
366,Platte::N,плита,плита
367,Stütze::N,терәк,пыкет
368,Stange::N,кәртә,пуӵ
369,Stock::N,таяҡ,боды
370,Stab::N,ҡолға,пуӵ
371,Stab::N,ҡолға,боды
372,Rohr::N,торба,труба
373,Haus::N,өй,юрт
374,Haus::N,йорт,юрт
375,Heim::N,өй,корка
376,Ofen::N,мейес,гур
377,Fußboden::N,енес,выж
378,Tisch::N,өҫтәл,ӝӧк
379,Stuhl::N,ултырғыс,пукон
380,Wiege::N,бишек,кӧкы
381,Wiege::N,бишек,зыбка
382,Bett::N,карауат,валес
383,Regal::N,кәштә,ӝажы
384,Kiste::N,йәшинк,ящик
385,Fenster::N,тәҙрә,укно
386,Fenster::N,тәҙрә,косяк
387,Tür::N,ишек,ӧс
388,Tor::N,ҡапҡа,ӟезьы
389,Zaun::N,ҡойма,забор
390,Dach::N,түбә,липет
391,Dach::N,ҡыйыҡ,липет
392,Leiter::N,баҫҡыс,падӟа
393,Besen::N,һепертке,ӵужон
394,Besen::N,һепертке,исьнер
395,Spaten::N,көрәк,лопатка
396,Schaufel::N,көрәк,ютырон
397,Gabel::N,сәнске,тэчы
398,Gabel::N,сәнске,вилка
399,Löffel::N,ҡалаҡ,пуньы
400,Messer::N,бысаҡ,пурт
401,Nagel::N,сөй,кортӵог
402,Netz::N,ау,сеть
403,Haken::N,ыргаҡ,курик
404,Griff::N,тотҡа,ныд
405,Schloss::N,йоҙаҡ,тунгон
406,Bild::N,картина,суред
407,Figur::N,һын,фигура
408,Puppe::N,ҡурсаҡ,мунё
409,Beutel::N,тоҡ,пуйы
410,Bündel::N,төргәк,керттэт
411,Tasche::N,сумка,пуйы
412,Tasche::N,сумка,сумка
413,Eimer::N,биҙрә,ведра
414,Deckel::N,ҡапҡас,ӵоксэт
415,Geschirr::N,һауыт-һаба,тусьты-пуньы
416,Sack::N,тоҡ,пуйы
417,Tasse::N,сынаяҡ,ӵаша
418,Topf::N,кәстрүл,миска
419,Kessel::N,ҡаҙан,пурты
420,Essen::N,ашау,сиськон
421,Nahrung::N,аҙыҡ,сион
422,Speise::N,аш,сиён
423,Fleisch::N,ит,сӥль
424,Getreide::N,иген,ю тысь
425,Getreide::N,ашлыҡ,ю тысь
426,Brei::N,бутҡа,ӝук
427,Brot::N,икмәк,нянь
428,Scheibe::N,телем,шорем
429,Fett::N,май,кӧй
430,Butter::N,май,вӧй
431,Öl::N,май буяуы,вӧй
432,Salz::N,тоҙ,сылал
433,Suppe::N,һурпа,шыд
434,Honig::N,бал,чечы
435,Milch::N,һөт,йӧл
436,Tee::N,сәй,чай
437,Leder::N,күн,сурон
438,Wolle::N,йөн,гон
439,Wolle::N,йөн,ыжгон
440,Stoff::N,туҡыма,куэм
441,Nadel::N,энә,вень
442,Faden::N,еп,сӥньыс
443,Knopf::N,төймә,бирды
444,Knoten::N,төйөн,герд
445,Farbe::N,буяу,буёл
446,Kleidung::N,кейем,дӥсь
447,Hemd::N,күлдәк,дэрем
448,Kragen::N,яға,сирес
449,Ärmel::N,ең,саес
450,Hose::N,салбар,брюки
451,Hose::N,салбар,штань
452,Gürtel::N,ҡайыш,кускерттон
453,Mütze::N,бүрк,ызьы
454,Schuh::N,туфли,ботинка
455,Stiefel::N,итек,сапег
456,Ring::N,йөҙөк,зундэс
457,Ring::N,балдаҡ,зундэс
458,Band::N,таҫма,лента
459,Kamm::N,тараҡ,сын
460,Spiegel::N,көзгө,синучкон
461,Riemen::N,ҡайыш,е
462,Schnur::N,бау,гозы
463,Leine::N,бау,думет
464,Decke::N,одеяд,шобрет
465,Kissen::N,мендәр,миндэр
466,Tuch::N,яулыҡ,кышет
467,Handtuch::N,таҫтамал,ӵушкон
468,Kraft::N,көс,кать
469,Kraft::N,көс,ӟигар
470,Stärke::N,көс,юнлык
471,Gesundheit::N,һаулыҡ,тазалык
472,Krankheit::N,сир,висён
473,Krankheit::N,ауырыу,висён
474,Schmerz::N,һыҙлау,висён
475,Schmerz::N,әрнеү,висён
476,Wunde::N,йәрәхәт,яра
477,Fieber::N,тапма,кезег
478,Fieber::N,биҙгәк,кезег
479,Arznei::N,дарыу,эмъюм
480,Brücke::N,күпер,выж
481,Brunnen::N,ҡоҙоҡ,колдэч
482,Weide::N,көтөүлек,возь
483,Pfad::N,һуҡмаҡ,сюрес
484,Weg::N,юл,сюрес
485,Straße::N,урам,сюрес
486,Dorf::N,ауыл,гурт
487,Stadt::N,ҡала,кар
488,Stadt::N,ҡала,город
489,Brief::N,хат,гожтэт
490,Buch::N,китап,книга
491,Buch::N,кенәгә,книга
492,Buchstabe::N,хәреф,буква
493,Zeitung::N,гәзит,газет
494,Leben::N,йәшәү,улон
495,Tod::N,үлем,кулон
496,Grab::N,ҡәбер,шайгу
497,Kirche::N,сиркәү,черк
498,Sünde::N,гөнаһ,сьӧлык
499,Gott::N,алла,ӥнмар
500,Gott::N,хоҙай,ӥнмар
501,Arbeiter::N,эшсе,рабочий
502,Chef::N,башлыҡ,начальник
503,Meister::N,оҫта,кибашлы
504,Arzt::N,врач,врач
505,Lehrer::N,уҡытыусы,дышетӥсь
506,Geld::N,аҡса,уксё
507,Geld::N,аҡса,коньдон
508,Geschäft::N,эш,уж
509,Laden::N,магазин,магазин
510,Preis::N,хаҡ,дун
511,Ware::N,тауар,вуз
512,Nutzen::N,файҙа,пайда
513,Reichtum::N,байлыҡ,узырлык
514,Welt::N,донъя,дунне
515,Land::N,ил,шаер
516,Staat::N,дәүләт,кун
517,König::N,король,эксэй
518,Macht::N,власть,власть
519,Grenze::N,сик,кунгож
520,Krieg::N,һуғыш,ож
521,Feind::N,йылан,тушмон
522,Gewalt::N,көслөк,эриктэман
523,Kampf::N,көрәш,нюръяськон
524,Bogen[Waffe]::N,йәйә,пукыӵ
525,Pfeil::N,уҡ,пукыӵ вень
526,Gewehr::N,мылтыҡ,пыӵал
527,Fehler::N,хата,янгыш
528,Lüge::N,ялған,пӧян
529,Lüge::N,ялған,алдан
530,Lüge::N,ялған,ӧрекчан
531,Schaden::N,зыян,изъян
532,Schaden::N,зарар,изъян
533,Unglück::N,ҡаза,куректон
534,Unglück::N,ҡаза,шудтэме усён
535,Schuld::N,ғәйеп,янгыш
536,Alter::N,йәш,арлыд
537,Schluss::N,һуң,пум
538,Schluss::N,аҙаҡ,пум
539,Zeit::N,мәл,дыр
540,Zeit::N,заман,дыр
541,Tag::N,көн,нунал
542,Morgen::N,иртә,ӵукна
543,Morgen::N,иртәнсәк,ӵукна
544,Mittag::N,төш,лымшор
545,Abend::N,кис,ӝыт
546,Abend::N,кис,акшан
547,Nacht::N,төн,уй
548,Woche::N,аҙна,арня
549,Monat::N,ай,толэзь
550,Jahr::N,йыл,ар
551,Frühling::N,яҙ,тулыс
552,Sommer::N,йәй,гужем
553,Herbst::N,көз,сӥзьыл
554,Winter::N,ҡыш,тол
555,Januar::N,ғинуар,выльартолэзь
556,Februar::N,февраль,тулыспал
557,März::N,март,южтолэзь
558,April::N,апрель,оштолэзь
559,Mai::N,май,куартолэзь
560,Juni::N,июнь,вожотолэзь
561,Juli::N,июль,пӧсьтолэзь
562,August::N,август,гудырикошкон
563,September::N,сентябрь,куарусён
564,Oktober::N,октябрь,выльӝуктолэзь
565,November::N,ноябрь,шуркынмон
566,Dezember::N,декабрь,толсур
567,Montag::N,дүшәмбе,вордӥськон
568,Dienstag::N,шишәмбе,вторник
569,Mittwoch::N,шаршамбы,вирнунал
570,Donnerstag::N,кесаҙна,покчиарня
571,Freitag::N,йома,удмуртарня
572,Samstag::N,шәмбе,кӧснунал
573,Sonntag::N,йәкшәмбе,арня
574,groß::A,ҙур,бадӟым
575,klein::A,бәләкәс,пичи
576,lang::A,оҙон,кузь
577,kurz::A,ҡыҫҡа,вакчи
578,breit::A,киң,паськыт
579,schmal::A,тар,сюлэг
580,dicht::A,йыш,ӵем
581,dicht::A,ҡуйы,ӵем
582,dick[Gegenstand]::A,ҡалын,зӧк
583,dünn::A,йоҡа,векчи
584,dünn::A,нәҙек,векчи
585,fein::A,нескә,векчи
586,fest::A,ныҡ,юн
587,fest::A,ныҡ,чурыт
588,flach::A,яҫы,ӵошкыт
589,flach::A,ялпаҡ,ӵошкыт
590,glatt::A,шыма,гылыт
591,glatt::A,шыма,вольыт
592,hart::A,ҡаты,чурыт
593,weich::A,йомшаҡ,небыт
594,rund::A,түңәрәк,котырес
595,spitz::A,осло түбәле,йылсо
596,scharf::A,үткер,лэчыт
597,stumpf::A,утмәҫ,ныж
598,schwer::A,ауыр,секыт
599,schön::A,матур,чебер
600,heiß::A,эҫе,пӧсь
601,warm::A,йылы,шуныт
602,kalt::A,һыуыҡ,кезьыт
603,kühl::A,һалҡынса,юзмыт
604,kühl::A,һалҡынса,салкым
605,frisch::A,һалҡынса,выль
606,feucht::A,еүеш,мускыт
607,feucht::A,дымлы,мускыт
608,nass::A,еүеш,котмем
609,trocken::A,кипкән,кӧс
610,voll::A,тулы,тыр
611,leer::A,буш,буш
612,leer::A,буш,тырттэм
613,offen::A,асыҡ,усьтэм
614,geschlossen::A,ябыҡ,ӵогам
615,geschlossen::A,ябыҡ,пунням
616,sauber::A,таҙа,ӝикыт
617,sauber::A,таҙа,чылкыт
618,schmutzig::A,бысраҡ,нӧд
619,roh::A,сей,ыль
620,reif::A,өлгөрғән,вуэм
621,lecker::A,тәмле,ческыт
622,süß::A,тямле,ческыт
623,süß::A,тәм-том,ческыт
624,bitter::A,әсе,курыт
625,sauer::A,әсе,чырс
626,hell::A,яҡты,югыт
627,dunkel::A,ҡараңғы,пеймыт
628,schwarz::A,ҡара,сьӧд
629,weiß::A,аҡ,тӧдьы
630,rot::A,матур,горд
631,rot::A,һылыу,горд
632,rot::A,сибәр,горд
633,gelb::A,һары,ӵуж
634,blau::A,күк,лыз
635,grün::A,йәшел,вож
636,grau::A,буҙ,пурысь
637,bunt::A,сыбар,куӵо
638,bunt::A,ала-ҡола,куӵо
639,billig::A,арзан,дунтэм
640,teuer::A,ҡыйбатлы,дуно
641,wertvoll::A,ҡиммәтле,дуно
642,blind::A,һуҡыр,сукыр
643,blind::A,һуҡыр,синтэм
644,taub::A,һаңғырау,пельтэм
645,kräftig::A,көслө,кужмо
646,kräftig::A,ҡеүәтле,кужмо
647,stark::A,көслө,юн
648,stark::A,көслө,кужмо
649,stark::A,ҡеүәтле,юн
650,stark::A,ҡеүәтле,кужмо
651,schwach::A,көсһөҙ,ляб
652,schwach::A,көсһөҙ,начар
653,fett::A,һимеҙ,кӧй
654,schlank::A,зифа,веськыт
655,schlank::A,зифа,веськрес
656,hübsch::A,матур,чебер
657,hübsch::A,матур,синмаськымон
658,böse::A,асыулы,лек
659,dumm::A,иҫәр,шузи
660,dumm::A,иҫәр,визьтэм
661,faul::A,иренсәк,азьтэм
662,fleißig::A,тырыш,сюлмо
663,geizig::A,һаран,сук
664,klug::A,аҡыллы,визьмо
665,geschickt::A,оҫта,усто
666,geschickt::A,оҫта,быгатӥсь
667,lieb::A,яғымлы,мусо
668,lustig::A,күңелле,шулдыр
669,sanft::A,йыуаш,мусо
670,sanft::A,йыуаш,эрке
671,hungrig::A,ас,сютэм
672,krank::A,сирле,висись
673,krank::A,ауырыу,висись
674,nackt::A,яланғас,гольык
675,traurig::A,яманһыу,мӧзмыт
676,lebendig::A,тере,улэп
677,lebendig::A,йәнле,улэп
678,gut::A,яҡшы,ӟеч
679,gut::A,яҡшы,умой
680,schlecht::A,хөрт,урод
681,schlecht::A,хөрт,алама
682,schlecht::A,алама,урод
683,schlecht::A,алама,алама
684,richtig::A,дөрөҫ,шонер
685,schlimm::A,хөрт,алама
686,schlimm::A,алама,алама
687,wahr::A,дөрөҫ,зэмос
688,alt::A,иҫке,вуж
689,alt::A,боронғо,вуж
690,neu::A,яңы,выль
691,ehemalig::A,элекке,азьвылэз
692,alt[Lebewesen]::A,ҡарт,пересь
693,jung::A,йәш,егит
694,jung::A,йәш,пинал
695,arm::A,фәҡир,начар
696,arm::A,фәҡир,куанер
697,reich::A,бай,узыр
698,bekannt::A,таныш,тодмо
699,berühmt::A,атаҡлы,дано
700,berühmt::A,данлыҡлы,дано
701,fremd::A,ят,ят
702,fremd::A,сит,ят
703,verschieden::A,төрлө,пӧртэм
704,nah::A,яҡын,матысь
705,fern::A,алыҫ,кыдёкысь
706,fern::A,йыраҡ,кыдёкысь
707,linker::A,һул,паллян
708,rechter::A,уң,бур
709,rechter::A,уң,бурпал
710,anderer::A,бутән,мукет
711,erster::A,тәүге,нырысетӥез
712,zweiter::A,икенсе,кыктэтӥез
713,dritter::A,өсөнсө,кунньметӥез
714,letzter::A,һуңғы,берло
715,letzter::A,һуңғы,берпум
716,allein::ADV,бер үҙе,огназ
717,allein::ADV,яңғыҙ,огназ
718,auf einmal::ADV,бер юлы,огдыре
719,zusammen::ADV,бергә,ӵош
720,zusammen::ADV,бергә,валче
721,lange::ADV,оҙаҡ,кема
722,plötzlich::ADV,ҡапыл,мапламтэ шорысь
723,sofort::ADV,шунда уҡ,али ик
724,später::ADV,һуңыраҡ,бергес
725,später::ADV,һуңыраҡ,берлогес
726,jetzt::ADV,хәҙер,али
727,jetzt::ADV,хәҙер,табере
728,heute::ADV,бөгөн,туннэ
729,morgen::ADV,иртәгә,ӵуказе
730,bald::ADV,тиҙҙән,ӝоген
731,dann::ADV,һуңынан,берло
732,gestern::ADV,кисә,толон
733,einst::ADV,ҡасандыр,огпол
734,einst::ADV,ҡасандыр,одӥг пол
735,einst::ADV,бер баҡыт,огпол
736,einst::ADV,бер баҡыт,одӥг пол
737,damals::ADV,ул саҡта,соку
738,danach::ADV,һуңынан,собере
739,vorher::ADV,элек,азьло
740,vorher::ADV,элек,азьвыл
741,zuerst::ADV,башта,азьло
742,einmal::ADV,бер,огпол
743,manchmal::ADV,ҡайһы берҙә,куддыръя
744,oft::ADV,йыш,ӵем
745,immer::ADV,һәр ҡасан,пыр
746,immer::ADV,һәр ҡасан,котьку
747,niemals::ADV,бер ҡасан да,уз ноку
748,niemals::ADV,бер ваҡытта ла,уз ноку
749,hier::ADV,бында,татын
750,hierhin::ADV,бында,татчы
751,von hier::ADV,бынан,татысь
752,von hier::ADV,ошонан,татысь
