,Concept_ID,ce,he
780,bellen::V,лета,נבח
781,heulen::V,угӏа,ילל
782,blasen::V,хӏуп баха,נשף
783,pfeifen::V,шок етта,שרק
784,schreien::V,мохь бетта,צעק
785,stöhnen::V,узарш дан,נאנק
786,zittern::V,дега,רעד
787,leben::V,даха,חי
788,geboren werden::V,хила,נולד
789,atmen::V,садеӏа,נשם
790,trinken::V,мала,שתה
791,essen::V,кхалла,אכל
792,schlucken::V,къурдбан,בלע
793,müde werden::V,кӏаддала,התעיף
794,einschlafen::V,наб кхета,נרדם
795,schlafen::V,вижа,ישן
796,schlafen::V,наб ян,ישן
797,schlafen::V,дижина хила,ישן
798,aufwachen::V,самадала,התעורר
799,aufstehen::V,гӏатта,קם
800,sich erholen::V,садаӏа,נפש
801,krank werden::V,цомгуш хила,חלה
802,krank sein::V,цомгуш хила,היה חולה
803,schmerzen::V,лаза,כאב
804,schmerzen::V,ӏийжа,כאב
805,husten::V,йовхарш етта,השתעל
806,genesen::V,тадала,הבריא
807,sterben::V,дала,מת
808,umkommen::V,хӏаллакхила,נספה
809,sich bewegen::V,лела,נע
810,sich rühren::V,меттахъхьен,זז
811,sich erheben::V,хьалагlатта,קם
812,sich setzen::V,хаа,התישב
813,hinfallen::V,дожа,נפל
814,hinfallen::V,охьакхета,נפל
815,laufen::V,вада,הלך ברגל
816,laufen::V,хьада,הלך ברגל
817,schreiten::V,болар дан,פסע
818,schreiten::V,ког баккха,פסע
819,spazierengehen::V,доладала,טיל
820,eilen::V,сихдала,אץ
821,eilen::V,сихдала,מהר
822,sich beeilen::V,сихдала,מהר
823,rennen::V,дада,רץ
824,springen::V,ирхкхийсадала,קפץ
825,klettern::V,тӏедийла,טפס
826,schaukeln::V,техко,התנדנד
827,kriechen::V,такха,זחל
828,schwimmen::V,некадан,שחה
829,tauchen::V,чулелха,צלל
830,rudern::V,дига лело,חתר
831,rudern::V,кема лело,חתר
832,fahren::V,хахка,נסע
833,fliegen::V,тӏемадала,עף
834,gehen::V,лeла,הלך
835,weggehen::V,дӏадаха,עזב
836,abfahren::V,дӏадаха,יצא
837,anhalten::V,саца,עצר
838,hineingehen::V,чудала,נכנס
839,eintreten::V,чудала,נכנס
840,kommen::V,кхача,בא
841,kommen::V,дӏакхача,בא
842,kommen::V,схьакхача,בא
843,ankommen::V,кхача,הגיע
844,ankommen::V,схьакхача,הגיע
845,zurückkommen::V,юхада,שב
846,zurückkommen::V,юхада,חזר
847,bleiben::V,диса,נשאר
848,warten::V,хьежа,חכה
849,warten::V,хьежа,המתין
850,warten::V,cобар дан,חכה
851,warten::V,cобар дан,המתין
852,erwarten::V,хьоьжуш ӏан,צפה
853,suchen::V,леха,חפש
854,finden::V,каро,מצא
855,versuchen::V,дан хьажа,נסה
856,vorbereiten::V,кечъян,הכין
857,lieben::V,деза,אהב
858,mögen::V,безамхила,אהב
859,lachen::V,дела,צחק
860,rühren::V,хьедан,נגע ללב
861,weinen::V,делха,בכה
862,schimpfen::V,чехо,גער
863,sich ärgern::V,оьгӏазъэха,זעם
864,sich ärgern::V,оьгӏазъэха,כעס
865,sich fürchten::V,кхера,פחד
866,sich fürchten::V,кхера,חשש
867,fürchten::V,кхера,פחד מ
868,fürchten::V,кхера,חשש מ
869,fliehen::V,дӏадада,ברח
870,flüchten::V,дӏадада,נמלט
871,sehen::V,ган,ראה
872,anschauen::V,хьажа,הביט
873,anschauen::V,хьежа,הביט
874,ansehen::V,хьовса,התבונן
875,hören::V,хаза,שמע
876,zuhören::V,ладогӏа,הקשיב
877,probieren::V,хьажа,נסה
878,riechen::V,хьожа яха,הריח
879,fühlen::V,хаадала,חש
880,scheinen::V,мотта,נדמה
881,zu sehen sein::V,гуш хила,נראה
882,vernehmen::V,бартхатта,נודע ל
883,frieren::V,гӏоро,קר ל
884,tun::V,дан,פעל
885,können::V,дадала,יכל
886,wollen::V,тӏергӏа,רצה
887,anfangen::V,доло,התחיל
888,beenden::V,довла,גמר
889,aufhören::V,саца,סים
890,gelingen::V,кадала,הצליח
891,geraten::V,хила,עלה
892,öffnen::V,дӏаделла,פתח
893,öffnen::V,схьаделла,פתח
894,schließen::V,къовла,סגר
895,schließen::V,дӏачӏагӏа,סגר
896,stellen::V,хlотто,העמיד
897,setzen::V,дийгӏа,הושיב
898,legen::V,охьадилла,שם
899,berühren::V,хьедан,נגע
900,verbinden::V,вовшахтаса,קשר
901,bedecken::V,тилла,כסה
902,bedecken::V,тӏетаса,כסה
903,aufhängen::V,хьалаолла,תלה
904,anzünden::V,лато,הצית
905,aufheben::V,айа,אסף
906,zurücklassen::V,дита,השאיר
907,verlieren::V,дайа,אבד
908,fallen lassen::V,охьадожо,שמט
909,fallen lassen::V,охьадожо,הפיל
910,machen::V,дан,עשה
911,herstellen::V,дан,יצר
912,bauen::V,гӏишлоян,בנה
913,reparieren::V,тадан,תקן
914,verbessern::V,нисдан,שפר
915,ändern::V,хийца,שנה
916,graben::V,ахка,חפר
917,beugen::V,сатто,כפף
918,biegen::V,сатто,כופף
919,drehen::V,хьовзо,סובב
920,umdrehen::V,хьовзo,סובב
921,heben::V,айа,הרים
922,heben::V,хьалаайа,הרים
923,hochheben::V,хьалаайа,הרים
924,ergreifen::V,дӏалаца,אחז
925,halten::V,латто,החזיק
926,drücken::V,тӏетаӏо,לחץ
927,schieben::V,татта,הזיז
928,kratzen::V,мӏараш тийса,שרט
929,kratzen::V,мӏараш тийса,שפשף
930,lecken::V,мотт хьекха,לקק
931,beißen::V,катoха,נשך
932,abreißen::V,схьадаккха,קרע
933,abschneiden::V,кхада,חתך
934,binden::V,дӏадехка,קשר
935,binden::V,вовшахтаса,קשר
936,stecken::V,чудахийта,תקע
937,brechen::V,кагдан,שבר
938,klopfen::V,детта,נקש
939,hauen::V,етта,הכה
940,kleben::V,тӏелато,הדביק
941,reiben::V,хьекхо,שפשף
942,streichen::V,тlехьакха,מרח
943,schleifen::V,ирдан,השחיז
944,schneiden::V,ларга,גזר
945,rütteln::V,лесто,נענע
946,schütteln::V,лесто,נער
947,schwenken::V,лесто,נופף
948,schwenken::V,лесто,טלטל
949,schütten::V,дотта,שפך
950,füllen::V,дуза,מלא
951,einwickeln::V,хьарчо,עטף
952,tragen::V,дахьа,נשא
953,schleppen::V,ийзо,סחב
954,ziehen::V,озо,משך
955,aufbewahren::V,ӏалашдан,שמר
956,werfen::V,кхосса,זרק
957,fangen::V,леца,תפס
958,packen::V,леца,אחז
959,verstecken::V,къайладаккха,החביא
960,teilen::V,декъа,חלק
961,schicken::V,дӏадахьийта,שלח
962,bringen::V,дан,הביא
963,hinzufügen::V,тӏетоха,הוסיף
964,bekommen::V,даккха,תפס
965,erhalten::V,даккха,קבל
966,nehmen::V,схьаэца,אחז
967,wählen::V,харжа,בחר
968,auswählen::V,харжа,בחר ב
969,bewahren::V,lалашдан,קים
970,behindern::V,новкъарло ян,מנע
971,verderben::V,талхо,מנע
972,beschädigen::V,дохо,הזיק
973,zerbrechen::V,дохо,נשבר
974,zerbrechen::V,кагдан,נשבר
975,zerreißen::V,хадо,קרע
976,zerstören::V,дохо,הרס
977,zerstören::V,дохо,השמיד
978,zerstören::V,кагдан,הרס
979,zerstören::V,кагдан,השמיד
980,verbrennen::V,даго,שרף
981,geben::V,яла,נתן
982,reichen::V,дӏадала,העביר
983,reichen::V,дӏакховдо,העביר
984,schenken::V,совгӏат дан,נתן במתנה
985,versprechen::V,ваӏда дан,הבטיח
986,wünschen::V,лаа,אחל
987,loben::V,хасто,שבח
988,küssen::V,оба яккха,נשק
989,wiegen::V,тахка,נדנד
990,zudecken::V,тӏетаса,כסה
991,wecken::V,самадаккха,עורר
992,zeigen::V,гайта,הראה
993,führen::V,дига,הביא
994,führen::V,дига,הוביל
995,lehren::V,ӏамо,למד
996,unterrichten::V,хьеха,למד
997,aufziehen::V,кхио,רומם
998,leiten::V,урхалла дан,נהל
999,antreiben::V,сихдан,המרץ
1000,lassen::V,-йта,נתן
1001,einladen::V,кхайкха,הזמין
1002,vereinigen::V,цхьаьнатоха,אחד
1003,vereinigen::V,цхьаьнатоха,לכד
1004,besuchen::V,хьажахIотта,בקר
1005,treffen::V,дуьхьалкхета,פגש
1006,sich versammeln::V,гулдан,התאסף
1007,spielen::V,ловза,שחק
1008,singen::V,лакха,שר
1009,tanzen::V,хелхадала,רקד
1010,sich trennen::V,къаста,נפרד
1011,verlassen::V,дита,עזב
1012,retten::V,кӏелхьардаккха,הציל
1013,bewachen::V,ха дан,שמר
1014,schützen::V,лардан,אבטח
1015,verteidigen::V,лардан,הגן
1016,sich schlagen::V,етта,התכתש
1017,schießen::V,детта,ירה
1018,siegen::V,тола,גבר
1019,siegen::V,тола,נצח
1020,ärgern::V,оьгӏаздахийта,עצבן
1021,schlagen::V,тоха,הכה
1022,schlagen::V,тоха,הלקה
1023,treten::V,мийра тоха,בעט
1024,stechen::V,ӏотта,דקר
1025,stechen::V,къовзо,דקר
1026,stoßen::V,татта,דחק
1027,stehlen::V,лачкъо,גנב
1028,stören::V,новкъарло ян,קטע
1029,stören::V,новкъарло ян,הפריע
1030,belästigen::V,сагатдан,הציק
1031,belästigen::V,сагатдан,הטריד
1032,verbergen::V,къайладаккха,הצניע
1033,täuschen::V,ӏexo,שגע
1034,betrügen::V,ледан,הונה
1035,töten::V,ден,הרג
1036,wohnen::V,даха,גר
1037,arbeiten::V,къахьега,עבד
1038,sammeln::V,гулдан,אסף
1039,pflücken::V,даха,קטף
1040,jagen::V,талла,צד
1041,fischen::V,чӏерий леца,דג
1042,fassen::V,лаца,תפס
1043,fassen::V,схьалаца,תפס
1044,hüten::V,лардан,רעה
1045,treiben::V,лахка,הוציא
1046,anbinden::V,дӏадехка,קשר
1047,füttern::V,хӏума яла,הלעיט
1048,melken::V,оза,חלב
1049,gießen::V,хи тоха,השקה
1050,reifen::V,хьекъа,בשל
1051,zubereiten::V,кечъян,הכין
1052,zubereiten::V,кхача бан,הכין
1053,kochen::V,кхача бан,בשל
1054,backen::V,датта,אפה
1055,braten::V,кхарза,צלה
1056,braten::V,кхарза,טגן
1057,umrühren::V,кего,ערבב
1058,nähen::V,тега,תפר
1059,färben::V,басардан,צבע
1060,reinigen::V,цӏандан,נקה
1061,waschen::V,йила,רחץ
1062,waschen::V,йила,כבס
1063,waschen::V,йитта,רחץ
1064,waschen::V,йитта,כבס
1065,waschen::V,дӏадайа,רחץ
1066,waschen::V,дӏадайа,כבס
1067,abwischen::V,дӏадайа,נגב
1068,spülen::V,хи кхарза,שטף
1069,fegen::V,нуй хьакха,טאטא
1070,kehren::V,нуй хьакха,טאטא
1071,baden::V,лийча,טבל
1072,baden::V,лийча,שחה
1073,sich waschen::V,юьхь йила,התרחץ
1074,ausziehen::V,духар дӏадаккха,הוריד
1075,sich anziehen::V,духа,התלבש
1076,kämmen::V,ехк хьакха,סרק
1077,schmücken::V,хаздан,קשט
1078,sagen::V,ала,אמר
1079,sprechen::V,баха,דבר
1080,sprechen::V,мотт бийца,דבר
1081,reden::V,къамел дан,דבר
1082,sich unterhalten::V,къамел дан,שוחח
1083,fragen::V,хатта,שאל
1084,bitten::V,деха,בקש
1085,erzählen::V,дийца,ספר
1086,mitteilen::V,хаам бан,מסר
1087,mitteilen::V,хаам бан,הודיע
1088,nennen::V,цӏе яккха,קרא בשם
1089,rufen::V,кхайкха,גיס
1090,rufen::V,кхайкха,הזמין לבוא
1091,prahlen::V,куралла ян,התרברב
1092,prahlen::V,дозалла дан,התרברב
1093,übersetzen::V,гоч дан,תרגם
1094,denken::V,ойла ян,חשב
1095,glauben::V,теша,האמין
1096,bemerken::V,ган,הבחין
1097,erkennen::V,довза,זהה
1098,begreifen::V,кхета,קלט
1099,begreifen::V,кхета,הבין
1100,verstehen::V,кхета,הבין
1101,lernen::V,деша,למד
1102,wissen::V,хаа,ידע
1103,sich erinnern an::V,дагадан,זכר
1104,vergessen::V,дицдала,שכח
1105,messen::V,дуста,מדד
1106,zählen::V,дагардан,ספר
1107,rechnen::V,лара,חשב
1108,lesen::V,еша,קרא
1109,malen::V,сурт дилла,ציר
1110,zeichnen::V,сурт дилла,שרטט
1111,schreiben::V,яздан,כתב
1112,besitzen::V,доладан,היה בעל של
1113,kaufen::V,эца,קנה
1114,kaufen::V,эца,רכש
1115,verkaufen::V,дохка,מכר
1116,bezahlen::V,мах бала,שלם
1117,zahlen::V,мах бала,שלם
1118,beherrschen::V,собаре хила,שלט
1119,ertragen::V,лан,סבל
1120,ertragen::V,сатоха,סבל
1121,ertragen::V,садетта,סבל
1122,Schwarm::N,,נחיל
1123,Schwarm::N,,להקה
1124,Schlinge::N,,לולאה
1125,Art::N,,סוג
1126,Entfernung::N,,מרחק
1127,Griff::N,,ידית
1128,Figur::N,,פסל
1129,Bogen[Waffe]::N,,קשת
1130,so::ADV,,כך
1131,so::ADV,,ככה
1132,abnehmen::V,,הפחית
1133,sausen::V,,אץ
1134,wenden::V,,הפך
1135,hacken::V,,קצץ
1136,stricken::V,,סרג
1137,anziehen::V,,לבש
