,Concept_ID,ka,es
86,Wolke::N,ღრუბელი,nube
87,Regen::N,წვიმა,lluvia
88,Schnee::N,თოვლი,nieve
89,Eis::N,თოში,hielo
90,Eis::N,ყინული,hielo
91,Frost::N,ყინვა,helada
92,Kälte::N,სიცივე,frío
93,Hitze::N,სიცხე,calor
94,Raureif::N,ჭირხლი,escarcha
95,Raureif::N,თრთვილი,escarcha
96,Regenbogen::N,ცისარტყელა,arco iris
97,Donner::N,ქუხილი,trueno
98,Strömung::N,დინება,corriente
99,Tropfen::N,წვეთი,gota
100,Schaum::N,ქაფი,espuma
101,Schaum::N,დორბლი,espuma
102,Schmutz::N,ჭუჭყი,suciedad
103,Schmutz::N,ტალახი,suciedad
104,See::N,ტბა,lago
105,Sumpf::N,ჭაობი,pantano
106,Moor::N,ტორფნარი,turbera
107,Wiese::N,ველი,prado
108,Wiese::N,ველი,pradera
109,Wiese::N,მდელო,prado
110,Wiese::N,მდელო,pradera
111,Wald::N,ტყე,bosque
112,Hügel::N,ბორცვი,colina
113,Anhöhe::N,მაღლობი,cerro
114,Berg::N,მთა,monte
115,Berg::N,მთა,montaña
116,Gipfel::N,მწვერვალი,cima
117,Gipfel::N,მწვერვალი,cumbre
118,Höhle::N,მღვიმე,cueva
119,Höhle::N,მღვიმე,caverna
120,Höhle::N,გამოქვებული,cueva
121,Höhle::N,გამოქვებული,caverna
122,Abhang::N,ფერდობი,cuesta
123,Abhang::N,ფერდობი,declive
124,Quelle::N,წყარო,fuente
125,Quelle::N,წყარო,manantial
126,Quelle::N,სათავე,fuente
127,Quelle::N,სათავე,manantial
128,Bach::N,რუ,arroyo
129,Bach::N,ნაკადული,arroyo
130,Fluss::N,მდინარე,río
131,Ufer::N,კიდე,orilla
132,Ufer::N,ნაპირი,orilla
133,Küste::N,ნაპირი,costa
134,Festland::N,ხმელეთი,tierra firme
135,Meer::N,ზღვა,mar
136,Bucht::N,ყურე,cala
137,Bucht::N,ყურე,bahía
138,Insel::N,კუნძული,isla
139,Blume::N,ყვავილი,flor
140,Gras::N,ბალახი,hierba
141,Wurzel::N,ძირი,raíz
142,Wurzel::N,ფესვი,raíz
143,Baum::N,ხე,árbol
144,Stamm::N,ტანი,tronco
145,Rinde::N,ქერქი,corteza
146,Ast::N,ტოტი,rama
147,Zweig::N,შტო,ramo
148,Blatt::N,ფოთოლი,hoja
149,Birke::N,არყი,abedul
150,Kiefer[Baum]::N,ფიჭვი,pino
151,Weide[Baum]::N,ტირიფი,sauce
152,Tanne::N,ნაძვი,abeto
153,Horn::N,რქა,asta
154,Horn::N,რქა,cuerno
155,Feder::N,ფრთა,pluma
156,Fell::N,ტყავი,piel
157,Flügel::N,ფრთა,ala
158,Klaue::N,კლანჭი,garra
159,Kralle::N,ტორი,uña
160,Kralle::N,ტორი,garra
161,Schwanz::N,კუდი,cola
162,Ei::N,კვერცხი,huevo
163,Nest::N,ბუდე,nido
164,Bau::N,სორო,madriguera
165,Tier::N,ნადირი,animal
166,Tier::N,ცხოველი,animal
167,Herde::N,ფარა,rebaño
168,Kuh::N,ფური,vaca
169,Kuh::N,ძროხა,vaca
170,Bulle::N,ხარი,toro
171,Pferd::N,რაში,caballo
172,Pferd::N,ცხენი,caballo
173,Schaf::N,ცხვარი,oveja
174,Schwein::N,ღორი,cerdo
175,Hund::N,ძაღლი,perro
176,Katze::N,კატა,gato
177,Bär::N,დათვი,oso
178,Eichhörnchen::N,ციყვი,ardilla
179,Elch::N,ცხენ-ირემი,alce
180,Fuchs::N,მელა,zorro
181,Hase::N,კურდღელი,liebre
182,Maus::N,თაგვი,ratón
183,Wolf::N,მგელი,lobo
184,Vogel::N,ჩიტი,ave
185,Vogel::N,ჩიტი,pájaro
186,Vogel::N,ფრინველი,ave
187,Vogel::N,ფრინველი,pájaro
188,Schwarm::N,გუნდი,bandada
189,Huhn::N,დედალი,gallina
190,Hahn::N,მამალი,gallo
191,Gans::N,ბატი,oca
192,Gans::N,ბატი,ganso
193,Adler::N,არწივი,águila
194,Ente::N,იხვი,pato
195,Eule::N,ბუ,lechuza
196,Kranich::N,წერო,grulla
197,Krähe::N,ყვავი,corneja
198,Kuckuck::N,გუგული,cuco
199,Schwan::N,გედი,cisne
200,Fisch::N,თევზი,pez
201,Barsch::N,ქორჭილა,perca
202,Hecht::N,ქარიყლაპია,lucio
203,Schlange[Tier]::N,გველი,serpiente
204,Wurm::N,ჭია,gusano
205,Spinne::N,ობობა,araña
206,Ameise::N,ჭიანჭველა,hormiga
207,Laus::N,ტილი,piojo
208,Laus::N,მკბენარი,piojo
209,Mücke::N,კოღო,mosquito
210,Fliege::N,ბუზი,mosca
211,Schmetterling::N,პეპელა,mariposa
212,Beere::N,კენკრა,baya
213,Apfel::N,ვაშლი,manzana
214,Pilz::N,სოკო,seta
215,Pilz::N,სოკო,hongo
216,Zwiebel::N,ხახვი,cebolla
217,Saat::N,თესლი,siembra
218,Korn::N,მარცვალი,grano
219,Heu::N,თივა,heno
220,Schale::N,ჩენჩო,cáscara
221,Grube::N,ორმო,foso
222,Falle::N,ხაფანგი,trampa
223,Schlinge::N,მახე,lazo
224,Spur::N,კვალი,huella
225,Asche::N,ფერფლი,ceniza
226,Dreck::N,ტალახი,suciedad
227,Dreck::N,სიბინძურე,suciedad
228,Eisen::N,რკინა,hierro
229,Gold::N,ოქრო,oro
230,Silber::N,ვერცხლი,plata
231,Kohle::N,ნახშირი,carbón
232,Glas::N,მინა,vidrio
233,Glas::N,მინა,cristal
234,Lehm::N,თიხა,barro
235,Sand::N,ქვიშა,arena
236,Mensch::N,ადამიანი,hombre
237,Mensch::N,ადამიანი,ser humano
238,Mann::N,კაცი,hombre
239,Frau::N,ქალი,mujer
240,Kind::N,ბავშვი,niño
241,Junge::N,ვაჟი,chico
242,Junge::N,ვაჟი,muchacho
243,Mädchen::N,გოგო,chica
244,Mädchen::N,გოგო,muchacha
245,Familie::N,ოჯახი,familia
246,Großvater::N,პაპა,abuelo
247,Großvater::N,ბაბუა,abuelo
248,Großmutter::N,ბებია,abuela
249,Großmutter::N,დიდედა,abuela
250,Eltern::N,მშობლები,padres
251,Vater::N,მამა,padre
252,Mutter::N,დედა,madre
253,Sohn::N,ვაჟიშვილი,hijo
254,Tochter::N,ქალიშვილი,hija
255,Bruder::N,ძმა,hermano
256,Schwester::N,და,hermana
257,Onkel::N,ბიძა,tío
258,Tante::N,დეიდა,tía
259,Tante::N,მამიდა,tía
260,Ehemann::N,ქმარი,esposo
261,Ehefrau::N,ცოლი,esposa
262,Freude::N,სიხარული,placer
263,Freude::N,სიხარული,alegría
264,Gelächter::N,სიცილი,risa
265,Gelächter::N,სიცილი,carcajada
266,Glück::N,ბედნიერება,felicidad
267,Kummer::N,მწუხარება,pena
268,Wunsch::N,წადილი,deseo
269,Wunsch::N,სურვილი,deseo
270,Lust::N,წადილი,ganas
271,Geist::N,სული,mente
272,Geist::N,სული,espíritu
273,Gedanke::N,ფიქრი,idea
274,Gedanke::N,ფიქრი,pensamiento
275,Gedächtnis::N,მეხსიერება,memoria
276,Verstand::N,ჭკუა,razón
277,Verstand::N,ჭკუა,entendimiento
278,Verstand::N,გონება,razón
279,Verstand::N,გონება,entendimiento
280,Sinn::N,მნიშვნელობა,sentido
281,Sinn::N,მნიშვნელობა,significado
282,Grund::N,მიზეზი,causa
283,Wahrheit::N,სიმართლე,verdad
284,Wahrheit::N,ჭეშმარიტება,verdad
285,Gespräch::N,ბაასი,conversación
286,Gespräch::N,საუბარი,conversación
287,Märchen::N,არაკი,cuento
288,Märchen::N,ზღაპარი,cuento
289,Erzählung::N,თქმულება,cuento
290,Erzählung::N,თქმულება,narración
291,Nachricht::N,ცნობა,mensaje
292,Nachricht::N,ამბავი,mensaje
293,Neuigkeit::N,სიახლე,noticia
294,Name::N,სახელი,nombre
295,Rätsel::N,გამოცანა,acertijo
296,Rätsel::N,გამოცანა,adivinanza
297,Rede::N,სიტყვა,discurso
298,Sprache::N,ენა,lengua
299,Stimme::N,ხმა,voz
300,Wort::N,სიტყვა,palabra
301,Zeichen::N,ნიშანი,señal
302,Ruf::N,ძახილი,llamada
303,Lärm::N,ხმაური,ruido
304,Lärm::N,ხმაური,barullo
305,Laut::N,ხმა,sonido
306,Laut::N,ბგერა,sonido
307,Ton::N,ტონი,tono
308,Lied::N,სიმღერა,canción
309,Ruhe::N,სიწყნარე,calma
310,Ruhe::N,სიწყნარე,silencio
311,Leute::N,ადამიანები,gente
312,Volk::N,ერი,pueblo
313,Volk::N,ხალხი,pueblo
314,Arbeit::N,მუშაობა,trabajo
315,Gast::N,სტუმარი,huésped
316,Gast::N,სტუმარი,invitado
317,Geschenk::N,საჩუქარი,regalo
318,Spiel::N,თამაში,juego
319,Gesellschaft::N,საზოგადოება,compañía
320,Hilfe::N,შველა,ayuda
321,Hilfe::N,შველა,socorro
322,Hilfe::N,დახმარება,ayuda
323,Hilfe::N,დახმარება,socorro
324,Freund::N,მეგობარი,amigo
325,Kamerad::N,ამხანაგი,camarada
326,Kamerad::N,ამხანაგი,compañero
327,Angelegenheit::N,საქმე,asunto
328,Anzahl::N,ოდენობა,cantidad
329,Art::N,სახეობა,tipo
330,Art::N,სახეობა,clase
331,Stück::N,ნატეხი,pieza
332,Teil::N,წილი,parte
333,Hälfte::N,ნახევარი,mitad
334,Kreis::N,წრე,círculo
335,Kreuz::N,ჯვარი,cruz
336,Linie::N,ხაზი,línea
337,Strich::N,შტრიხი,raya
338,Strich::N,შტრიხი,trazo
339,Abstand::N,მანძილი,distancia
340,Entfernung::N,სიშორე,distancia
341,Gegend::N,არე,región
342,Gegend::N,არე,comarca
343,Gegend::N,მხარე,región
344,Gegend::N,მხარე,comarca
345,Platz::N,ფართობი,espacio
346,Ort::N,ადგილი,sitio
347,Seite::N,მხარე,lado
348,Seite::N,მხარე,costado
349,Mitte::N,შუა,medio
350,Mitte::N,შუა,centro
351,Gegenstand::N,საგანი,objeto
352,Sache::N,ნივთი,cosa
353,Rand::N,კიდე,borde
354,Kante::N,ნაწიბული,borde
355,Ecke::N,კუთხე,esquina
356,Spitze::N,წვეტი,punta
357,Ende::N,ბოლო,cabo
358,Ende::N,ბოლო,extremo
359,Loch::N,ხვრელი,agujero
360,Loch::N,ხვრელი,abertura
361,Winkel::N,კუთხე,ángulo
362,Muster::N,მოხატულობა,dibujo
363,Größe::N,ზომა,tamaño
364,Größe::N,სიდიდე,tamaño
365,Länge::N,სიგრძე,longitud
366,Höhe::N,სიმაღლე,altura
367,Höhe::N,სიმაღლე,altitud
368,Gewicht::N,წონა,peso
369,Menge::N,რაოდენობა,cantidad
370,Haufen::N,გროვა,montón
371,Reihe::N,რიგი,fila
372,Reihe::N,წყება,fila
373,Boot::N,გემი,bote
374,Boot::N,გემი,barca
375,Ruder::N,ხოფი,remo
376,Ruder::N,ნიჩაბი,remo
377,Schlitten::N,მარხილი,trineo
378,Ski::N,თხილამური,esquí
379,Lagerfeuer::N,კოცონი,hoguera
380,Last::N,ტვირთი,carga
381,Gang::N,სვლა,marcha
382,Schritt::N,ბიჯი,paso
383,Norden::N,ჩრდილოეთი,norte
384,Süden::N,სამხრეთი,sur
385,Westen::N,დასავლეთი,oeste
386,Osten::N,აღმოსავლეთი,este
387,Holz::N,ხე,madera
388,Brett::N,დაფა,tabla
389,Brett::N,ფიცარი,tabla
390,Platte::N,თლილი ქვა,placa
391,Platte::N,თლილი ქვა,plancha
392,Stütze::N,საყრდენი,sostén
393,Stütze::N,საყრდენი,soporte
394,Stange::N,ჭოკი,vara
395,Stange::N,ჭოკი,percha
396,Stock::N,კეტი,palo
397,Stock::N,კეტი,bastón
398,Stab::N,ლატანი,vara
399,Stab::N,ლატანი,bastón
400,Rohr::N,მილაკი,tubo
401,Haus::N,სახლი,casa
402,Heim::N,ოჯახის კერა,hogar
403,Ofen::N,ღუმელი,estufa
404,Fußboden::N,იატაკი,suelo
405,Tisch::N,სუფრა,mesa
406,Tisch::N,მაგიდა,mesa
407,Stuhl::N,სკამი,silla
408,Wiege::N,აკვანი,cuna
409,Bett::N,საწოლი,cama
410,Bett::N,სარეცელი,cama
411,Regal::N,თაროები,estantería
412,Kiste::N,ყუთი,caja
413,Kiste::N,სკივრი,caja
414,Fenster::N,ფანჯარა,ventana
415,Fenster::N,სარკმელი,ventana
416,Tür::N,ბჭე,puerta
417,Tür::N,კარი,puerta
418,Tor::N,ჭიშკარი,puerta
419,Zaun::N,ღობე,valla
420,Zaun::N,ღობე,cercado
421,Zaun::N,გალავანი,valla
422,Zaun::N,გალავანი,cercado
423,Dach::N,სახურავი,techo
424,Dach::N,სახურავი,tejado
425,Leiter::N,კიბე,escalera
426,Besen::N,ცოცხი,escoba
427,Spaten::N,ნიჩაბი,pala
428,Schaufel::N,ბარი,pala
429,Schaufel::N,ბარი,paleta
430,Gabel::N,ჩანგალი,tenedor
431,Löffel::N,კოვზი,cuchara
432,Messer::N,დანა,cuchillo
433,Nagel::N,ლურსმანი,clavo
434,Netz::N,ბადე,red
435,Haken::N,კავი,gancho
436,Haken::N,კავი,corchete
437,Haken::N,კაუჭი,gancho
438,Haken::N,კაუჭი,corchete
439,Griff::N,ტარი,asa
440,Griff::N,ტარი,mango
441,Schloss::N,კლიტე,cerradura
442,Schloss::N,საკეტი,cerradura
443,Bild::N,სურათი,imagen
444,Figur::N,ფიგურა,figura
445,Puppe::N,თოჯინა,muñeca
446,Beutel::N,პარკი,bolsa
447,Bündel::N,გალა,haz
448,Bündel::N,ასხმა,haz
449,Tasche::N,ჩანთა,bolso
450,Eimer::N,ჩამჩა,cubo
451,Deckel::N,ხუფი,tapa
452,Deckel::N,ხუფი,tapadera
453,Deckel::N,სარქველი,tapa
454,Deckel::N,სარქველი,tapadera
455,Geschirr::N,ჭურჭელი,vajilla
456,Sack::N,ტომარა,saco
457,Tasse::N,ფინჯანი,taza
458,Topf::N,ქოთანი,olla
459,Topf::N,ქოთანი,marmita
460,Kessel::N,ქვაბი,caldera
461,Essen::N,ჭამა,comida
462,Nahrung::N,საზრდო,alimento
463,Nahrung::N,საკვები,alimento
464,Speise::N,საჭმელი,plato
465,Fleisch::N,ხორცი,carne
466,Getreide::N,მარცვლოვანი,cereales
467,Brei::N,ფაფა,puré
468,Brei::N,ფაფა,papilla
469,Brot::N,პური,pan
470,Scheibe::N,ნაჭერი,lonja
471,Scheibe::N,ნაჭერი,rebanada
472,Fett::N,ქონი,grasa
473,Fett::N,ცხიმი,grasa
474,Butter::N,კარაქი,mantequilla
475,Öl::N,ზეთი,aceite
476,Salz::N,მარილი,sal
477,Suppe::N,სუფი,sopa
478,Honig::N,თაფლი,miel
479,Milch::N,რძე,leche
480,Tee::N,ჩაი,té
481,Leder::N,ტყავი,cuero
482,Wolle::N,მატყლი,lana
483,Stoff::N,ქსოვილი,tela
484,Stoff::N,ქსოვილი,tejido
485,Nadel::N,ნემსი,aguja
486,Faden::N,ძაფი,hilo
487,Faden::N,მკედი,hilo
488,Knopf::N,ღილი,botón
489,Knoten::N,ნასკვი,nudo
490,Farbe::N,საღებავი,pintura
491,Kleidung::N,ტანსაცმელი,ropa
492,Kleidung::N,ტანსაცმელი,vestidos
493,Hemd::N,ხალათი,camisa
494,Hemd::N,პერანგი,camisa
495,Kragen::N,საყელო,cuello
496,Ärmel::N,სახელო,manga
497,Hose::N,შარვალი,pantalón
498,Gürtel::N,ქამარი,cinturón
499,Mütze::N,ქუდი,gorro
500,Schuh::N,ფეხსაცმელი,zapato
501,Stiefel::N,ჩექმა,bota
502,Ring::N,ბეჭედი,anillo
503,Band::N,ბაფთი,cinta
504,Kamm::N,სავარცხელი,peine
505,Spiegel::N,სარკე,espejo
506,Riemen::N,ღვედი,correa
507,Schnur::N,ლარი,cuerda
508,Leine::N,ჯაჭვი,correa
509,Decke::N,საბანი,manta
510,Kissen::N,ბალიში,almohada
511,Tuch::N,მაუდი,pañuelo
512,Tuch::N,თავშალი,pañuelo
513,Handtuch::N,ხელსახოცი,toalla
514,Kraft::N,ძალა,fuerza
515,Stärke::N,ღონე,fuerza
516,Gesundheit::N,ჯანმრთელობა,salud
517,Krankheit::N,სენი,enfermedad
518,Krankheit::N,ავადმყოფობა,enfermedad
519,Schmerz::N,ტკივილი,dolor
520,Wunde::N,იარი,llaga
521,Wunde::N,იარი,herida
522,Wunde::N,ჭრილობა,llaga
523,Wunde::N,ჭრილობა,herida
524,Fieber::N,ციება,fiebre
525,Arznei::N,წამალი,medicina
526,Arznei::N,წამალი,medicamento
527,Brücke::N,ხიდი,puente
528,Brunnen::N,ჭა,pozo
529,Weide::N,საძოვარი,pasto
530,Pfad::N,ბილიკი,sendero
531,Weg::N,გზა,camino
532,Straße::N,შარაგზა,vía
533,Straße::N,შარაგზა,carretera
534,Dorf::N,დაბა,aldea
535,Dorf::N,დაბა,pueblo
536,Dorf::N,სოფელი,aldea
537,Dorf::N,სოფელი,pueblo
538,Stadt::N,ქალაქი,ciudad
539,Brief::N,წერილი,carta
540,Buch::N,წიგნი,libro
541,Buchstabe::N,ასო,letra
542,Buchstabe::N,ასო,carácter
543,Zeitung::N,გაზეთი,diario
544,Zeitung::N,გაზეთი,periódico
545,Leben::N,სიცოცხლე,vida
546,Tod::N,სიკვდილი,muerte
547,Grab::N,სამარე,tumba
548,Grab::N,სამარე,sepulcro
549,Grab::N,საფლავი,tumba
550,Grab::N,საფლავი,sepulcro
551,Kirche::N,ეკლესია,iglesia
552,Sünde::N,ცოდვა,pecado
553,Gott::N,ღმერთი,dios
554,Arbeiter::N,მუშა,obrero
555,Arbeiter::N,მუშა,trabajador
556,Chef::N,გამგე,jefe
557,Meister::N,ოსტატი,maestro
558,Arzt::N,ექიმი,médico
559,Arzt::N,მკურნალი,médico
560,Lehrer::N,მასწავლებელი,profesor
561,Geld::N,ფული,dinero
562,Geschäft::N,საქმე,negocio
563,Geschäft::N,ბიზნესი,negocio
564,Laden::N,დუქანი,tienda
565,Laden::N,მაღაზია,tienda
566,Preis::N,ფასი,precio
567,Ware::N,საქონელი,mercancía
568,Nutzen::N,ხეირი,provecho
569,Reichtum::N,სიმდიდრე,riqueza
570,Welt::N,მსოფლიო,mundo
571,Land::N,მხარე,país
572,Land::N,ქვეყანა,país
573,Staat::N,სახელმწიფო,Estado
574,König::N,მეფე,rey
575,Macht::N,ძლიერება,poder
576,Macht::N,ძლიერება,potencia
577,Grenze::N,ზღვარი,frontera
578,Krieg::N,ომი,guerra
579,Feind::N,მტერი,enemigo
580,Gewalt::N,სისასტიკე,violencia
581,Kampf::N,ბრძოლა,lucha
582,Kampf::N,ბრძოლა,combate
583,Bogen[Waffe]::N,მშვილდი,arco
584,Pfeil::N,ისარი,flecha
585,Pfeil::N,მახვილი,flecha
586,Gewehr::N,თოფი,fusil
587,Gewehr::N,თოფი,escopeta
588,Gewehr::N,შაშხანა,fusil
589,Gewehr::N,შაშხანა,escopeta
590,Fehler::N,შეცდომა,error
591,Lüge::N,სიცრუე,mentira
592,Schaden::N,ვნება,daño
593,Unglück::N,ხიფათი,desgracia
594,Unglück::N,უბედურება,desgracia
595,Schuld::N,ბრალი,culpa
596,Alter::N,ასაკი,edad
597,Schluss::N,ბოლო,fin
598,Schluss::N,ბოლო,final
599,Schluss::N,დასასრული,fin
600,Schluss::N,დასასრული,final
601,Zeit::N,დრო,tiempo
602,Tag::N,დღე,día
603,Morgen::N,დილა,mañana
604,Mittag::N,შუადღე,mediodía
605,Abend::N,საღამო,noche
606,Nacht::N,ღამე,noche
607,Woche::N,კვირა,semana
608,Monat::N,თვე,mes
609,Jahr::N,წელი,año
610,Frühling::N,გაზაფხული,primavera
611,Sommer::N,ზაფხული,verano
612,Herbst::N,შემოდგომა,otoño
613,Winter::N,ზამთარი,invierno
614,Januar::N,იანვარი,enero
615,Februar::N,თებერვალი,febrero
616,März::N,მარტი,marzo
617,April::N,აპრილი,abril
618,Mai::N,მაისი,mayo
619,Juni::N,ივნისი,junio
620,Juli::N,ივლისი,julio
621,August::N,აგვისტო,agosto
622,September::N,სექტემბერი,septiembre
623,Oktober::N,ოქტომბერი,octubre
624,November::N,ნოემბერი,noviembre
625,Dezember::N,დეკემბერი,diciembre
626,Montag::N,ორშაბათი,lunes
627,Dienstag::N,სამშაბათი,martes
628,Mittwoch::N,ოთხშაბათი,miércoles
629,Donnerstag::N,ხუთშაბათი,jueves
630,Freitag::N,პარასკევი,viernes
631,Samstag::N,შაბათი,sábado
632,Sonntag::N,კვირა,domingo
633,groß::A,დიდი,grande
634,klein::A,მცირე,pequeño
635,klein::A,პატარა,pequeño
636,lang::A,გრძელი,largo
637,kurz::A,მოკლე,corto
638,breit::A,ფართო,ancho
639,breit::A,განიერი,ancho
640,schmal::A,ვიწრო,estrecho
641,schmal::A,წვრილი,estrecho
642,dicht::A,მჭიდრო,denso
643,dick[Gegenstand]::A,სქელი,grueso
644,dünn::A,წვრილი,fino
645,dünn::A,წვრილი,delgado
646,fein::A,თხელი,fino
647,fein::A,თხელი,delicado
648,fest::A,მყარი,firme
649,fest::A,მყარი,sólido
650,flach::A,ბრტყელი,plano
651,glatt::A,გლუ,liso
652,hart::A,მაგარი,duro
653,weich::A,რბილი,muelle
654,rund::A,მრგვალი,redondo
655,spitz::A,წვეტიანი,agudo
656,spitz::A,წვეტიანი,apuntado
657,scharf::A,მჭრელი,agudo
658,scharf::A,მჭრელი,afilado
659,stumpf::A,ბლაგვი,sin filo
660,schwer::A,მძიმე,pesado
661,schön::A,ლამაზი,bello
662,schön::A,ლამაზი,hermoso
663,heiß::A,ცხელი,caluroso
664,warm::A,თბილი,cálido
665,warm::A,თბილი,caliente
666,kalt::A,ცივი,frío
667,kühl::A,გრილი,fresco
668,frisch::A,სუფთა,fresco
669,feucht::A,ნოტიო,húmedo
670,nass::A,სველი,mojado
671,trocken::A,მშრალი,seco
672,voll::A,სავსე,lleno
673,leer::A,ცარიელი,vacío
674,offen::A,ღია,abierto
675,offen::A,გაშლილი,abierto
676,geschlossen::A,დახურული,cerrado
677,sauber::A,სუფთა,limpio
678,sauber::A,წმინდა,limpio
679,schmutzig::A,ტალახიანი,sucio
680,roh::A,უმი,crudo
681,reif::A,მწიფე,maduro
682,lecker::A,გემრიელი,rico
683,lecker::A,გემრიელი,sabroso
684,süß::A,ტკბილი,dulce
685,bitter::A,მწარე,amargo
686,sauer::A,მჟავე,agrio
687,hell::A,ნათელი,claro
688,dunkel::A,ბნელი,oscuro
689,schwarz::A,შავი,negro
690,weiß::A,თეთრი,blanco
691,rot::A,წითელი,rojo
692,gelb::A,ყვითელი,amarillo
693,blau::A,ლურჯი,azul
694,blau::A,ცისფერი,azul
695,grün::A,მწვანე,verde
696,grau::A,რუხი,gris
697,grau::A,ნაცრისფერი,gris
698,bunt::A,ჭრელი,multicolor
699,bunt::A,ფერადი,multicolor
700,billig::A,იაფი,barato
701,teuer::A,ძვირი,caro
702,wertvoll::A,ღირსიანი,valioso
703,wertvoll::A,ღირსიანი,precioso
704,blind::A,ბრმა,ciego
705,taub::A,ყრუ,sordo
706,kräftig::A,ძალავანი,fuerte
707,stark::A,ძლიერი,fuerte
708,stark::A,ძლიერი,vigoroso
709,stark::A,ღონიერი,fuerte
710,stark::A,ღონიერი,vigoroso
711,schwach::A,სუსტი,débil
712,fett::A,სქელი,obeso
713,schlank::A,გამხდარი,esbelto
714,hübsch::A,ეშხიანი,mono
715,hübsch::A,ეშხიანი,guapo
716,hübsch::A,მშვენიერი,mono
717,hübsch::A,მშვენიერი,guapo
718,böse::A,ავი,malo
719,böse::A,ბოროტი,malo
720,dumm::A,ბოთე,tonto
721,dumm::A,ბოთე,estúpido
722,dumm::A,სულელი,tonto
723,dumm::A,სულელი,estúpido
724,faul::A,ზანტი,vago
725,faul::A,ზანტი,perezoso
726,faul::A,ზარმაცი,vago
727,faul::A,ზარმაცი,perezoso
728,fleißig::A,ბეჯითი,aplicado
729,fleißig::A,ბეჯითი,diligente
730,fleißig::A,მუყაითი,aplicado
731,fleißig::A,მუყაითი,diligente
732,geizig::A,ძუნწი,avaro
733,klug::A,ჭკვიანი,sensato
734,klug::A,ჭკვიანი,inteligente
735,geschickt::A,მარჯვე,hábil
736,geschickt::A,გაწაფული,hábil
737,lieb::A,სატრფიალო,querido
738,lustig::A,მხიარული,alegre
739,sanft::A,ალერსიანი,suave
740,sanft::A,გრძნობიერი,suave
741,hungrig::A,მშიერი,hambriento
742,krank::A,სნეული,enfermo
743,krank::A,ავადმყოფი,enfermo
744,nackt::A,ტიტველი,desnudo
