,Concept_ID,ce,ce
769,sieden::V,кхехка,кхехка
770,faulen::V,дахкадала,дахкадала
771,verfaulen::V,дахкадала,дахкадала
772,reißen::V,хеда,хеда
773,versinken::V,хичудаха,хичудаха
774,vergehen::V,дlаэха,дlаэха
775,erscheinen::V,схьадала,схьадала
776,erscheinen::V,схьадала,ӏоттадала
777,erscheinen::V,ӏоттадала,схьадала
778,erscheinen::V,ӏоттадала,ӏоттадала
779,verschwinden::V,къайладала,къайладала
780,sinken::V,лахдала,лахдала
781,zunehmen::V,лакхадала,лакхадала
782,steigen::V,хьаладала,хьаладала
783,wachsen::V,кхиа,кхиа
784,glänzen::V,лепа,лепа
785,funkeln::V,къега,къега
786,lärmen::V,гӏовгӏаян,гӏовгӏаян
787,läuten::V,детта,детта
788,klingeln::V,дека,дека
789,klirren::V,дека,дека
790,brausen::V,хьаьдда даха,хьаьдда даха
791,rauschen::V,леста,леста
792,klingen::V,дека,дека
793,bellen::V,лета,лета
794,heulen::V,угӏа,угӏа
795,blasen::V,хӏуп баха,хӏуп баха
796,pfeifen::V,шок етта,шок етта
797,schreien::V,мохь бетта,мохь бетта
798,stöhnen::V,узарш дан,узарш дан
799,zittern::V,дега,дега
800,leben::V,даха,даха
801,geboren werden::V,хила,хила
802,atmen::V,садеӏа,садеӏа
803,trinken::V,мала,мала
804,essen::V,кхалла,кхалла
805,schlucken::V,къурдбан,къурдбан
806,müde werden::V,кӏаддала,кӏаддала
807,einschlafen::V,наб кхета,наб кхета
808,schlafen::V,вижа,вижа
809,schlafen::V,вижа,наб ян
810,schlafen::V,вижа,дижина хила
811,schlafen::V,наб ян,вижа
812,schlafen::V,наб ян,наб ян
813,schlafen::V,наб ян,дижина хила
814,schlafen::V,дижина хила,вижа
815,schlafen::V,дижина хила,наб ян
816,schlafen::V,дижина хила,дижина хила
817,aufwachen::V,самадала,самадала
818,aufstehen::V,гӏатта,гӏатта
819,sich erholen::V,садаӏа,садаӏа
820,krank werden::V,цомгуш хила,цомгуш хила
821,krank sein::V,цомгуш хила,цомгуш хила
822,schmerzen::V,лаза,лаза
823,schmerzen::V,лаза,ӏийжа
824,schmerzen::V,ӏийжа,лаза
825,schmerzen::V,ӏийжа,ӏийжа
826,husten::V,йовхарш етта,йовхарш етта
827,genesen::V,тадала,тадала
828,sterben::V,дала,дала
829,umkommen::V,хӏаллакхила,хӏаллакхила
830,sich bewegen::V,лела,лела
831,sich rühren::V,меттахъхьен,меттахъхьен
832,sich erheben::V,хьалагlатта,хьалагlатта
833,sich setzen::V,хаа,хаа
834,hinfallen::V,дожа,дожа
835,hinfallen::V,дожа,охьакхета
836,hinfallen::V,охьакхета,дожа
837,hinfallen::V,охьакхета,охьакхета
838,laufen::V,вада,вада
839,laufen::V,вада,хьада
840,laufen::V,хьада,вада
841,laufen::V,хьада,хьада
842,schreiten::V,болар дан,болар дан
843,schreiten::V,болар дан,ког баккха
844,schreiten::V,ког баккха,болар дан
845,schreiten::V,ког баккха,ког баккха
846,spazierengehen::V,доладала,доладала
847,eilen::V,сихдала,сихдала
848,sich beeilen::V,сихдала,сихдала
849,rennen::V,дада,дада
850,springen::V,ирхкхийсадала,ирхкхийсадала
851,klettern::V,тӏедийла,тӏедийла
852,schaukeln::V,техко,техко
853,kriechen::V,такха,такха
854,schwimmen::V,некадан,некадан
855,tauchen::V,чулелха,чулелха
856,rudern::V,дига лело,дига лело
857,rudern::V,дига лело,кема лело
858,rudern::V,кема лело,дига лело
859,rudern::V,кема лело,кема лело
860,fahren::V,хахка,хахка
861,fliegen::V,тӏемадала,тӏемадала
862,gehen::V,лeла,лeла
863,weggehen::V,дӏадаха,дӏадаха
864,abfahren::V,дӏадаха,дӏадаха
865,anhalten::V,саца,саца
866,hineingehen::V,чудала,чудала
867,eintreten::V,чудала,чудала
868,kommen::V,кхача,кхача
869,kommen::V,кхача,дӏакхача
870,kommen::V,кхача,схьакхача
871,kommen::V,дӏакхача,кхача
872,kommen::V,дӏакхача,дӏакхача
873,kommen::V,дӏакхача,схьакхача
874,kommen::V,схьакхача,кхача
875,kommen::V,схьакхача,дӏакхача
876,kommen::V,схьакхача,схьакхача
877,ankommen::V,кхача,кхача
878,ankommen::V,кхача,схьакхача
879,ankommen::V,схьакхача,кхача
880,ankommen::V,схьакхача,схьакхача
881,zurückkommen::V,юхада,юхада
882,bleiben::V,диса,диса
883,warten::V,хьежа,хьежа
884,warten::V,хьежа,cобар дан
885,warten::V,cобар дан,хьежа
886,warten::V,cобар дан,cобар дан
887,erwarten::V,хьоьжуш ӏан,хьоьжуш ӏан
888,suchen::V,леха,леха
889,finden::V,каро,каро
890,versuchen::V,дан хьажа,дан хьажа
891,vorbereiten::V,кечъян,кечъян
892,lieben::V,деза,деза
893,mögen::V,безамхила,безамхила
894,lachen::V,дела,дела
895,rühren::V,хьедан,хьедан
896,weinen::V,делха,делха
897,schimpfen::V,чехо,чехо
898,sich ärgern::V,оьгӏазъэха,оьгӏазъэха
899,sich fürchten::V,кхера,кхера
900,fürchten::V,кхера,кхера
901,fliehen::V,дӏадада,дӏадада
902,flüchten::V,дӏадада,дӏадада
903,sehen::V,ган,ган
904,anschauen::V,хьажа,хьажа
905,anschauen::V,хьажа,хьежа
906,anschauen::V,хьежа,хьажа
907,anschauen::V,хьежа,хьежа
908,ansehen::V,хьовса,хьовса
909,hören::V,хаза,хаза
910,zuhören::V,ладогӏа,ладогӏа
911,probieren::V,хьажа,хьажа
912,riechen::V,хьожа яха,хьожа яха
913,fühlen::V,хаадала,хаадала
914,scheinen::V,мотта,мотта
915,zu sehen sein::V,гуш хила,гуш хила
916,vernehmen::V,бартхатта,бартхатта
917,frieren::V,гӏоро,гӏоро
918,tun::V,дан,дан
919,können::V,дадала,дадала
920,wollen::V,тӏергӏа,тӏергӏа
921,anfangen::V,доло,доло
922,beenden::V,довла,довла
923,aufhören::V,саца,саца
924,gelingen::V,кадала,кадала
925,geraten::V,хила,хила
926,öffnen::V,дӏаделла,дӏаделла
927,öffnen::V,дӏаделла,схьаделла
928,öffnen::V,схьаделла,дӏаделла
929,öffnen::V,схьаделла,схьаделла
930,schließen::V,къовла,къовла
931,schließen::V,къовла,дӏачӏагӏа
932,schließen::V,дӏачӏагӏа,къовла
933,schließen::V,дӏачӏагӏа,дӏачӏагӏа
934,stellen::V,хlотто,хlотто
935,setzen::V,дийгӏа,дийгӏа
936,legen::V,охьадилла,охьадилла
937,berühren::V,хьедан,хьедан
938,verbinden::V,вовшахтаса,вовшахтаса
939,bedecken::V,тилла,тилла
940,bedecken::V,тилла,тӏетаса
941,bedecken::V,тӏетаса,тилла
942,bedecken::V,тӏетаса,тӏетаса
943,aufhängen::V,хьалаолла,хьалаолла
944,anzünden::V,лато,лато
945,aufheben::V,айа,айа
946,zurücklassen::V,дита,дита
947,verlieren::V,дайа,дайа
948,fallen lassen::V,охьадожо,охьадожо
949,machen::V,дан,дан
950,herstellen::V,дан,дан
951,bauen::V,гӏишлоян,гӏишлоян
952,reparieren::V,тадан,тадан
953,verbessern::V,нисдан,нисдан
954,ändern::V,хийца,хийца
955,graben::V,ахка,ахка
956,beugen::V,сатто,сатто
957,biegen::V,сатто,сатто
958,drehen::V,хьовзо,хьовзо
959,umdrehen::V,хьовзo,хьовзo
960,heben::V,айа,айа
961,heben::V,айа,хьалаайа
962,heben::V,хьалаайа,айа
963,heben::V,хьалаайа,хьалаайа
964,hochheben::V,хьалаайа,хьалаайа
965,ergreifen::V,дӏалаца,дӏалаца
966,halten::V,латто,латто
967,drücken::V,тӏетаӏо,тӏетаӏо
968,schieben::V,татта,татта
969,kratzen::V,мӏараш тийса,мӏараш тийса
970,lecken::V,мотт хьекха,мотт хьекха
971,beißen::V,катoха,катoха
972,abreißen::V,схьадаккха,схьадаккха
973,abschneiden::V,кхада,кхада
974,binden::V,дӏадехка,дӏадехка
975,binden::V,дӏадехка,вовшахтаса
976,binden::V,вовшахтаса,дӏадехка
977,binden::V,вовшахтаса,вовшахтаса
978,stecken::V,чудахийта,чудахийта
979,brechen::V,кагдан,кагдан
980,klopfen::V,детта,детта
981,hauen::V,етта,етта
982,kleben::V,тӏелато,тӏелато
983,reiben::V,хьекхо,хьекхо
984,streichen::V,тlехьакха,тlехьакха
985,schleifen::V,ирдан,ирдан
986,schneiden::V,ларга,ларга
987,rütteln::V,лесто,лесто
988,schütteln::V,лесто,лесто
989,schwenken::V,лесто,лесто
990,schütten::V,дотта,дотта
991,füllen::V,дуза,дуза
992,einwickeln::V,хьарчо,хьарчо
993,tragen::V,дахьа,дахьа
994,schleppen::V,ийзо,ийзо
995,ziehen::V,озо,озо
996,aufbewahren::V,ӏалашдан,ӏалашдан
997,werfen::V,кхосса,кхосса
998,fangen::V,леца,леца
999,packen::V,леца,леца
1000,verstecken::V,къайладаккха,къайладаккха
1001,teilen::V,декъа,декъа
1002,schicken::V,дӏадахьийта,дӏадахьийта
1003,bringen::V,дан,дан
1004,hinzufügen::V,тӏетоха,тӏетоха
1005,bekommen::V,даккха,даккха
1006,erhalten::V,даккха,даккха
1007,nehmen::V,схьаэца,схьаэца
1008,wählen::V,харжа,харжа
1009,auswählen::V,харжа,харжа
1010,bewahren::V,lалашдан,lалашдан
1011,behindern::V,новкъарло ян,новкъарло ян
1012,verderben::V,талхо,талхо
1013,beschädigen::V,дохо,дохо
1014,zerbrechen::V,дохо,дохо
1015,zerbrechen::V,дохо,кагдан
1016,zerbrechen::V,кагдан,дохо
1017,zerbrechen::V,кагдан,кагдан
1018,zerreißen::V,хадо,хадо
1019,zerstören::V,дохо,дохо
1020,zerstören::V,дохо,кагдан
1021,zerstören::V,кагдан,дохо
1022,zerstören::V,кагдан,кагдан
1023,verbrennen::V,даго,даго
1024,geben::V,яла,яла
1025,reichen::V,дӏадала,дӏадала
1026,reichen::V,дӏадала,дӏакховдо
1027,reichen::V,дӏакховдо,дӏадала
1028,reichen::V,дӏакховдо,дӏакховдо
1029,schenken::V,совгӏат дан,совгӏат дан
1030,versprechen::V,ваӏда дан,ваӏда дан
1031,wünschen::V,лаа,лаа
1032,loben::V,хасто,хасто
1033,küssen::V,оба яккха,оба яккха
1034,wiegen::V,тахка,тахка
1035,zudecken::V,тӏетаса,тӏетаса
1036,wecken::V,самадаккха,самадаккха
1037,zeigen::V,гайта,гайта
1038,führen::V,дига,дига
1039,lehren::V,ӏамо,ӏамо
1040,unterrichten::V,хьеха,хьеха
1041,aufziehen::V,кхио,кхио
1042,leiten::V,урхалла дан,урхалла дан
1043,antreiben::V,сихдан,сихдан
1044,lassen::V,-йта,-йта
1045,einladen::V,кхайкха,кхайкха
1046,vereinigen::V,цхьаьнатоха,цхьаьнатоха
1047,besuchen::V,хьажахIотта,хьажахIотта
1048,treffen::V,дуьхьалкхета,дуьхьалкхета
1049,sich versammeln::V,гулдан,гулдан
1050,spielen::V,ловза,ловза
1051,singen::V,лакха,лакха
1052,tanzen::V,хелхадала,хелхадала
1053,sich trennen::V,къаста,къаста
1054,verlassen::V,дита,дита
1055,retten::V,кӏелхьардаккха,кӏелхьардаккха
1056,bewachen::V,ха дан,ха дан
1057,schützen::V,лардан,лардан
1058,verteidigen::V,лардан,лардан
1059,sich schlagen::V,етта,етта
1060,schießen::V,детта,детта
1061,siegen::V,тола,тола
1062,ärgern::V,оьгӏаздахийта,оьгӏаздахийта
1063,schlagen::V,тоха,тоха
1064,treten::V,мийра тоха,мийра тоха
1065,stechen::V,ӏотта,ӏотта
1066,stechen::V,ӏотта,къовзо
1067,stechen::V,къовзо,ӏотта
1068,stechen::V,къовзо,къовзо
1069,stoßen::V,татта,татта
1070,stehlen::V,лачкъо,лачкъо
1071,stören::V,новкъарло ян,новкъарло ян
1072,belästigen::V,сагатдан,сагатдан
1073,verbergen::V,къайладаккха,къайладаккха
1074,täuschen::V,ӏexo,ӏexo
1075,betrügen::V,ледан,ледан
1076,töten::V,ден,ден
1077,wohnen::V,даха,даха
1078,arbeiten::V,къахьега,къахьега
1079,sammeln::V,гулдан,гулдан
1080,pflücken::V,даха,даха
1081,jagen::V,талла,талла
1082,fischen::V,чӏерий леца,чӏерий леца
1083,fassen::V,лаца,лаца
1084,fassen::V,лаца,схьалаца
1085,fassen::V,схьалаца,лаца
1086,fassen::V,схьалаца,схьалаца
1087,hüten::V,лардан,лардан
1088,treiben::V,лахка,лахка
1089,anbinden::V,дӏадехка,дӏадехка
1090,füttern::V,хӏума яла,хӏума яла
1091,melken::V,оза,оза
1092,gießen::V,хи тоха,хи тоха
1093,reifen::V,хьекъа,хьекъа
1094,zubereiten::V,кечъян,кечъян
1095,zubereiten::V,кечъян,кхача бан
1096,zubereiten::V,кхача бан,кечъян
1097,zubereiten::V,кхача бан,кхача бан
1098,kochen::V,кхача бан,кхача бан
1099,backen::V,датта,датта
1100,braten::V,кхарза,кхарза
1101,umrühren::V,кего,кего
1102,nähen::V,тега,тега
1103,färben::V,басардан,басардан
1104,reinigen::V,цӏандан,цӏандан
1105,waschen::V,йила,йила
1106,waschen::V,йила,йитта
1107,waschen::V,йила,дӏадайа
1108,waschen::V,йитта,йила
1109,waschen::V,йитта,йитта
1110,waschen::V,йитта,дӏадайа
1111,waschen::V,дӏадайа,йила
1112,waschen::V,дӏадайа,йитта
1113,waschen::V,дӏадайа,дӏадайа
1114,abwischen::V,дӏадайа,дӏадайа
1115,spülen::V,хи кхарза,хи кхарза
1116,fegen::V,нуй хьакха,нуй хьакха
1117,kehren::V,нуй хьакха,нуй хьакха
1118,baden::V,лийча,лийча
1119,sich waschen::V,юьхь йила,юьхь йила
1120,ausziehen::V,духар дӏадаккха,духар дӏадаккха
1121,sich anziehen::V,духа,духа
1122,kämmen::V,ехк хьакха,ехк хьакха
1123,schmücken::V,хаздан,хаздан
1124,sagen::V,ала,ала
1125,sprechen::V,баха,баха
1126,sprechen::V,баха,мотт бийца
1127,sprechen::V,мотт бийца,баха
1128,sprechen::V,мотт бийца,мотт бийца
1129,reden::V,къамел дан,къамел дан
1130,sich unterhalten::V,къамел дан,къамел дан
1131,fragen::V,хатта,хатта
1132,bitten::V,деха,деха
1133,erzählen::V,дийца,дийца
1134,mitteilen::V,хаам бан,хаам бан
1135,nennen::V,цӏе яккха,цӏе яккха
1136,rufen::V,кхайкха,кхайкха
1137,prahlen::V,куралла ян,куралла ян
1138,prahlen::V,куралла ян,дозалла дан
1139,prahlen::V,дозалла дан,куралла ян
1140,prahlen::V,дозалла дан,дозалла дан
1141,übersetzen::V,гоч дан,гоч дан
1142,denken::V,ойла ян,ойла ян
1143,glauben::V,теша,теша
1144,bemerken::V,ган,ган
1145,erkennen::V,довза,довза
1146,begreifen::V,кхета,кхета
1147,verstehen::V,кхета,кхета
1148,lernen::V,деша,деша
1149,wissen::V,хаа,хаа
1150,sich erinnern an::V,дагадан,дагадан
1151,vergessen::V,дицдала,дицдала
1152,messen::V,дуста,дуста
1153,zählen::V,дагардан,дагардан
1154,rechnen::V,лара,лара
1155,lesen::V,еша,еша
1156,malen::V,сурт дилла,сурт дилла
1157,zeichnen::V,сурт дилла,сурт дилла
1158,schreiben::V,яздан,яздан
1159,besitzen::V,доладан,доладан
1160,kaufen::V,эца,эца
1161,verkaufen::V,дохка,дохка
1162,bezahlen::V,мах бала,мах бала
1163,zahlen::V,мах бала,мах бала
1164,beherrschen::V,собаре хила,собаре хила
1165,ertragen::V,лан,лан
1166,ertragen::V,лан,сатоха
1167,ertragen::V,лан,садетта
1168,ertragen::V,сатоха,лан
1169,ertragen::V,сатоха,сатоха
1170,ertragen::V,сатоха,садетта
1171,ertragen::V,садетта,лан
1172,ertragen::V,садетта,сатоха
1173,ertragen::V,садетта,садетта
