,Concept_ID,ady,da
707,elf::NUM,пшӏыкӏузы́,elleve
708,zwölf::NUM,пшӏыкӏутӏу,tolv
709,zwanzig::NUM,тӏокӏы́,tyve
710,dreißig::NUM,щэкӏы,tredive
711,vierzig::NUM,тӏокӏи́тӏу,fyrre
712,vierzig::NUM,тӏокӏи́тӏу,fyrretyve
713,fünfzig::NUM,шъэны́ыкъу,halvtreds
714,sechzig::NUM,тӏокӏи́щ,tres
715,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,halvfjerds
716,achtzig::NUM,тӏокӏи́пӏ,firs
717,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,halvfems
718,hundert::NUM,шъэ,hundrede
719,tausend::NUM,мин,tusind
720,und::CNJ,ыкӏи,og
721,oder::CNJ,е,eller
722,stehen::V,ущытын,stå
723,stehen::V,умыхъыен,stå
724,sitzen::V,уисын,sidde
725,sitzen::V,утесын,sidde
726,liegen::V,телъы́н,ligge
727,hängen::V,къыщылэлын,hænge
728,hängen::V,къыщылэлын щыгъын быхъур,hænge
729,werden::V,хъун,blive
730,passieren::V,къэхъун,ske
731,passieren::V,къэхъун,hænde
732,beginnen::V,къежьэн,begynde
733,beginnen::V,къыублэн,begynde
734,enden::V,ухы́н,ende
735,wechseln::V,зэхъожьы́н,veksle
736,aufgehen[Sonne]::V,къыкъокӏы́н,gå op
737,aufgehen[Sonne]::V,къыкъокӏы́н,stå op
738,untergehen[Sonne]::V,къохьан,gå ned
739,scheinen[Sonne]::V,къепсыи,skinne
740,donnern::V,гъогъон,tordne
741,wehen::V,епщэ́н,blæse
742,strömen::V,чъэн,strømme
743,fließen::V,чъэн,flyde
744,sich drehen::V,зыгъэчэрэгъу́н,dreje sig
745,schwanken::V,хъые́н,vakle
746,schwingen::V,зыгъэхъые́н,svinge
747,fallen::V,къефэхы́н,falde
748,brennen::V,стын,brænde
749,rauchen::V,ӏугъо къикӏын,ryge
750,regnen::V,къещхы́н,regne
751,gefrieren::V,дыкъын,fryse
752,tauen::V,жъун,tø
753,schmelzen::V,ткӏун,smelte
754,trocknen::V,гъушъы́н,tørre
755,trocknen::V,чъэпхъу́н,tørre
756,sieden::V,жъон,koge
757,faulen::V,шъун,rådne
758,verfaulen::V,шъун,rådne
759,reißen::V,зэӏэтхъы́н,briste
760,versinken::V,чӏихьан,synke
761,versinken::V,чӏихьан,synke ned
762,vergehen::V,блэкӏы́н,forløbe
763,erscheinen::V,къэлъэгъон,vise sig
764,verschwinden::V,кӏодыжьы́н,forsvinde
765,abnehmen::V,къыкӏичын,aftage
766,zunehmen::V,хэхъо́н,tiltage
767,steigen::V,къежьэн,stige
768,wachsen::V,хэхъо́н,gro
769,wachsen::V,хэхъо́н,vokse
770,wachsen::V,къэкӏы́н,gro
771,wachsen::V,къэкӏы́н,vokse
772,glänzen::V,цӏыу́н,glinse
773,funkeln::V,жъыу́н,tindre
774,lärmen::V,бырсыры́н,larme
775,läuten::V,теон,ringe
776,klingeln::V,теон,ringe
777,brausen::V,шъуин,bruse
778,rauschen::V,макъэ гъэӏун,suse
779,klingen::V,къыхэӏукӏын,lyde
780,klingen::V,къыхэӏукӏын,klinge
781,bellen::V,хьакъу́н,gø
782,heulen::V,быун,hyle
783,blasen::V,епщэ́н,blæse
784,pfeifen::V,шъуин,fløjte
785,schreien::V,куо́н,skrige
786,schreien::V,кӏыи́н,skrige
787,stöhnen::V,щэӏун,stønne
788,zittern::V,кӏэзэзын,dirre
789,zittern::V,кӏэзэзын,skælve
790,leben::V,псэу́н,leve
791,geboren werden::V,къэхъун,fødes
792,atmen::V,жьы къэщэ́н,ånde
793,trinken::V,ешъо́н,drikke
794,essen::V,шхын,spise
795,schlucken::V,бдырыин,synke
796,müde werden::V,пшъын,blive træt
797,einschlafen::V,хэчъыен,falde i søvn
798,schlafen::V,чъые́н,sove
799,aufwachen::V,къэущы́н,vågne
800,aufstehen::V,уцу́н,stå op
801,sich erholen::V,зыгъэпсэфын,komme sig
802,krank werden::V,сымаджэ́ хъун,blive syg
803,krank sein::V,сымэджэ́н,være syg
804,schmerzen::V,сымэджэ́н,smerte
805,husten::V,пскэ́н,hoste
806,genesen::V,хъужьын,komme sig
807,sterben::V,лӏэн,dø
808,umkommen::V,хэкӏодэн,omkomme
809,sich bewegen::V,хъые́н,bevæge sig
810,sich rühren::V,хъые́н,røre på sig
811,sich erheben::V,къэтэджын,rejse sig
812,sich setzen::V,тӏысы́н,sætte sig
813,hinfallen::V,ебэджы́н,
814,laufen::V,кӏон,løbe
815,schreiten::V,кӏон,skride
816,spazierengehen::V,къэкӏухьэн,gå en tur
817,eilen::V,гузэжъон,ile
818,sich beeilen::V,гуӏэ́н,skynde sig
819,sausen::V,псынкӏэ́у чъэн,suse
820,rennen::V,чъэн,løbe
821,rennen::V,чъэн,rende
822,springen::V,пкӏэн,hoppe
823,springen::V,пкӏэн,springe
824,klettern::V,дэцохъоен,klatre
825,schaukeln::V,уешӏэн,gynge
826,kriechen::V,цохъо́н,krybe
827,schwimmen::V,есы́н,svømme
828,tauchen::V,зычӏэгъэо́н,dykke
829,rudern::V,къошъо бэщкӏэ фын,ro
830,fahren::V,кӏон,køre
831,fliegen::V,быбы́н,flyve
832,gehen::V,кӏон,gå
833,weggehen::V,ӏукӏын,gå bort
834,abfahren::V,ежьэн,køre bort
835,anhalten::V,къэуцу́н,standse
836,hineingehen::V,ихьан,gå ind
837,eintreten::V,чӏэхьан,træde ind
838,kommen::V,къэкӏо́н,komme
839,ankommen::V,къэсы́н,ankomme
840,zurückkommen::V,гъэзэжьын,komme tilbage
841,bleiben::V,къэнэ́н,blive
842,bleiben::V,къэнэ́н,forblive
843,warten::V,пэплъэ́н,vente
844,erwarten::V,ежэн,vente
845,erwarten::V,ежэн,afvente
846,suchen::V,лъыхъу́н,søge
847,finden::V,къэгъоты́н,finde
848,finden::V,къыхэгъэщы́н,finde
849,versuchen::V,пылъы́н,forsøge
850,vorbereiten::V,гъэхьазыры́н,forberede
851,lieben::V,шӏу плъэгъу́н,elske
852,mögen::V,шӏу плъэгъу́н,holde af
853,mögen::V,шӏу плъэгъу́н,kunne lide
854,lachen::V,щхын,le
855,rühren::V,гур гъэузын,røre
856,weinen::V,гъын,græde
857,schimpfen::V,хъонэн,skænde
858,sich ärgern::V,губжы́н,ærgre sig
859,sich fürchten::V,щынэ́н,være bange
860,fürchten::V,щынэ́н,være bange for
861,sehen::V,льэгъу́н,se
862,anschauen::V,плъэн,se på
863,anschauen::V,плъэн,betragte
864,anschauen::V,еплъы́н,se på
865,anschauen::V,еплъы́н,betragte
866,ansehen::V,плъэн,anse
867,hören::V,зэхэхын,høre
868,zuhören::V,дэӏо́н,høre til
869,probieren::V,хэӏэн,smage
870,probieren::V,хэӏэн,smage på
871,riechen::V,пэмэ́н,lugte
872,fühlen::V,зэхэпшӏэн,føle
873,scheinen::V,уащыхъу́н,synes
874,scheinen::V,уашӏошӏы́н,synes
875,zu sehen sein::V,зэрэлъэгъу́н,synes
876,vernehmen::V,зэхэхын,erfare
877,frieren::V,дыкъын,fryse
878,frieren::V,пӏыкӏэн,fryse
879,frieren::V,чъыӏэ́ лӏэн,fryse
880,tun::V,шӏын,gøre
881,können::V,лъэкӏы́н,kunne
882,wollen::V,фэе́н,ville
883,anfangen::V,ублэн,begynde
884,beenden::V,ухы́н,afslutte
885,aufhören::V,щыгъэтын,ophøre
886,aufhören::V,щыгъэтын,holde op
887,gelingen::V,хъун,lykkes
888,öffnen::V,ӏухы́н,åbne
889,schließen::V,игъэсэн,lukke
890,stellen::V,бгъэуцун,stille
891,setzen::V,гъэтӏысы́н,sætte
892,legen::V,хэлъхьа́н,lægge
893,berühren::V,эӏэн,berøre
894,berühren::V,нэсын,berøre
895,verbinden::V,зэхэпхэ́н,forbinde
896,verbinden::V,пхын,forbinde
897,bedecken::V,техъо́н,dække
898,bedecken::V,техъо́н,bedække
899,aufhängen::V,пылъэ́н,hænge
900,aufhängen::V,пылъэ́н,hænge op
901,anzünden::V,хэгъэнэ́н,tænde
902,anzünden::V,хэгъэнэ́н,antænde
903,zurücklassen::V,къэгъэнэ́н,lade tilbage
904,verlieren::V,чӏэ́нэн,miste
905,verlieren::V,шӏокӏоды́н,miste
906,fallen lassen::V,чӏэунэн,tabe
907,fallen lassen::V,чӏэунэн,droppe
908,fallen lassen::V,пӏэпызын,tabe
909,fallen lassen::V,пӏэпызын,droppe
910,machen::V,шӏын,gøre
911,herstellen::V,шӏы́н,fremstille
912,bauen::V,шӏы́н,bygge
913,reparieren::V,дыжьы́н,reparere
914,verbessern::V,нахьышӏу пшӏын,rette
915,verbessern::V,нахьышӏу пшӏын,forbedre
916,verbessern::V,нахь дэгъу пшӏын,rette
917,verbessern::V,нахь дэгъу пшӏын,forbedre
918,ändern::V,зэблэхъу́н,ændre
919,graben::V,тӏын,grave
920,biegen::V,уфэн,bøje
921,drehen::V,гъэчэрегъу́,dreje
922,wenden::V,пӏонтӏэн,vende
923,wenden::V,бгъэзэн,vende
924,wenden::V,уӏубын,vende
925,heben::V,ӏэты́н,hæve
926,hochheben::V,ӏэты́н,løfte
927,ergreifen::V,къэубыты́н,gribe fat i
928,halten::V,ӏыгъы́н,holde
929,drücken::V,тэӏункӏэн,trykke
930,schieben::V,уеӏункӏын,skyde
931,schieben::V,уеӏункӏын,skubbe
932,schieben::V,уетӏыргун,skyde
933,schieben::V,уетӏыргун,skubbe
934,kratzen::V,цӏэнтхъун,klø
935,kratzen::V,цӏэнтхъун,kradse
936,lecken::V,бзэи́н,slikke
937,beißen::V,ецэкъэ́н,bide
938,abreißen::V,къичын,rive af
939,abreißen::V,пытхъын,rive af
940,abschneiden::V,пыупкӏын,skære af
941,abschneiden::V,гобзыкӏын,skære af
942,binden::V,епхын,binde
943,stecken::V,хэсэн,stikke
944,brechen::V,зэпыпкӏын,brække
945,klopfen::V,теон,banke
946,hauen::V,теон,hugge
947,kleben::V,щхэн,klistre
948,reiben::V,пӏотын,gnide
949,streichen::V,щыфэн,smøre
950,schleifen::V,гъэчаны́н,slibe
951,schleifen::V,кӏэлыкӏы́н,slibe
952,schneiden::V,бзын,skære
953,schneiden::V,бзын,klippe
954,rütteln::V,гъэсысын,ruske
955,schütteln::V,гъэсысын,ryste
956,schwenken::V,ӏэ шӏын,svinge
957,schütten::V,икӏэ́н,hælde
958,füllen::V,из шӏын,fylde
959,einwickeln::V,кӏоцӏыщыхьа́н,pakke ind
960,tragen::V,хьын,bære
961,schleppen::V,пхьын,slæbe
962,schleppen::V,плъэшъун,slæbe
963,ziehen::V,пкъудыин,trække
964,ziehen::V,пщэн,trække
965,ziehen::V,плъэшъун,trække
966,aufbewahren::V,пӏыгъын,opbevare
967,aufbewahren::V,уухъумэн,opbevare
968,werfen::V,дзын,kaste
969,fangen::V,къэубыты́н,fange
970,packen::V,къэубыты́н,gribe
971,verstecken::V,бгъэбылъын,gemme
972,teilen::V,гощы́н,dele
973,schicken::V,гъахьы́н,sende
974,bringen::V,къэхьы́н,bringe
975,hinzufügen::V,хэгъэхъо́н,tilføje
976,nehmen::V,къытехы́н,tage
977,wählen::V,къыхэхы́н,vælge
978,auswählen::V,къыхэхы́н,udvælge
979,bewahren::V,къэухъумэн,bevare
980,behindern::V,пэрыохъу хъун,hindre
981,behindern::V,пэрыохъу хъун,forhindre
982,verderben::V,къутэн,ødelægge
983,beschädigen::V,къутэн,beskadige
984,zerbrechen::V,къутэн,brække itu
985,zerreißen::V,зэӏэтхъы́н,rive itu
986,zerstören::V,къутэ́н,ødelægge
987,verbrennen::V,гъэсты́н,brænde
988,geben::V,еты́н,give
989,reichen::V,еты́н,række
990,schenken::V,еты́н,forære
991,versprechen::V,гъэгугъэ́н,love
992,wünschen::V,шӏоигъо́н,ønske
993,loben::V,щытхъун,rose
994,küssen::V,ебэу́н,kysse
995,wiegen::V,гъэхъыен,vugge
996,zudecken::V,техъо́н,dække til
997,wecken::V,къэгъэущы́н,vække
998,zeigen::V,гъэлъэгъо́н,vise
999,führen::V,щэн,føre
1000,lehren::V,егъэджэ́н,lære
1001,lehren::V,егъэшӏэн,lære
1002,unterrichten::V,егъэджэ́н,undervise
1003,aufziehen::V,пӏун,opdrage
1004,leiten::V,гъэзекӏон,lede
1005,antreiben::V,къепфылӏэн,skynde på
1006,lassen::V,еты́н,få til at
1007,einladen::V,къегъэблэгъэн,indbyde
1008,einladen::V,къегъэблэгъэн,invitere
1009,vereinigen::V,зэгогъэхьан,forene
1010,besuchen::V,щыӏэ́н,besøge
1011,treffen::V,ӏукӏэ́н,møde
1012,treffen::V,пэгъокӏы́н,møde
1013,sich versammeln::V,зэхэхьан,forsamles
1014,spielen::V,джэгу́н,lege
1015,spielen::V,джэгу́н,spille
1016,singen::V,орэ́д къэӏо́н,synge
1017,tanzen::V,къэшъо́н,danse
1018,sich trennen::V,зэгокӏыжьы́ных,skilles
1019,verlassen::V,бгынэн,forlade
1020,verlassen::V,хэкӏыжьын,forlade
1021,retten::V,къыхэпхыжьын,redde
1022,retten::V,къэбгъэнэжьын,redde
1023,bewachen::V,къэгъэгъунэн,bevogte
1024,schützen::V,ухъумэ́н,skærme
1025,schützen::V,ухъумэ́н,beskytte
1026,verteidigen::V,къэухъумэн,forsvare
1027,sich schlagen::V,эзэон,slås
1028,schießen::V,он,skyde
1029,siegen::V,текӏо́н,sejre
1030,ärgern::V,бгъэгубжын,ærgre
1031,schlagen::V,ео́н,slå
1032,stechen::V,хэӏун,stikke
1033,stoßen::V,тӏыро́н,støde
1034,stoßen::V,уеӏункӏын,støde
1035,stehlen::V,тыгъу́н,stjæle
1036,stören::V,бгъэгумэкӏын,forstyrre
1037,belästigen::V,бгъэгумэкӏын,genere
1038,belästigen::V,бгъэгумэкӏын,ulejlige
1039,verbergen::V,ушъэфын,skjule
1040,täuschen::V,гъэпцӏэ́н,villede
1041,betrügen::V,гъэпцӏэ́н,bedrage
1042,töten::V,уикӏын,dræbe
1043,wohnen::V,дэсын,bo
1044,arbeiten::V,лэжьэ́н,arbejde
1045,sammeln::V,угъои́н,samle
1046,pflücken::V,къыпычы́н,plukke
1047,jagen::V,шэкӏон,jage
1048,jagen::V,ешэкӏон,jage
1049,fischen::V,пцэжъые уешэн,fiske
1050,fassen::V,къэубыты́н,fange
1051,hüten::V,хэхъо́н,vogte
1052,treiben::V,пфын,drive
1053,anbinden::V,епхын,binde fast
1054,füttern::V,гъэшхэ́н,fodre
1055,melken::V,щын,malke
1056,hacken::V,упкӏэтэн,hakke
1057,gießen::V,тепкӏэн,hælde
1058,reifen::V,игъо хъун,modne
1059,zubereiten::V,бгъэхьазырын,tilberede
1060,kochen::V,шӏы́н,koge
1061,backen::V,гъэжъэ́н,bage
1062,braten::V,гъэжъэ́н,stege
1063,umrühren::V,зэхэгъэкӏухьан,røre om
1064,stricken::V,хъын,strikke
1065,nähen::V,дэн,sy
1066,färben::V,бгъэлэн,farve
1067,reinigen::V,укъэбзы́н,rense
1068,reinigen::V,укъэбзы́н,gøre ren
1069,waschen::V,бгыкӏын,vaske
1070,abwischen::V,лъэкӏы́н,tørre af
1071,spülen::V,дэгъэчъыхьан,skylle
1072,fegen::V,пхъэнкӏы́н,feje
1073,kehren::V,пхъэнкӏы́н,feje
1074,baden::V,зыгъэпскӏын,bade
1075,sich waschen::V,зытхьакӏы́н,vaske sig
1076,ausziehen::V,къытехы́н,tage af
1077,anziehen::V,щылъэ́н,tage på
1078,sich anziehen::V,зыфэпэн,klæde sig på
1079,kämmen::V,жьын,rede
1080,kämmen::V,жьын,frisere
1081,schmücken::V,гъэдэхэ́н,pynte
1082,schmücken::V,гъэдэхэ́н,smykke
1083,sagen::V,къэӏон,sige
1084,sprechen::V,псэлъэ́н,snakke
1085,reden::V,гущыӏэ́н,tale
1086,reden::V,гущыӏэ́н,snakke
1087,sich unterhalten::V,зэдэгущыӏэн,snakke sammen
1088,fragen::V,упчӏэ́н,spørge
1089,bitten::V,лъэӏо́н,bede
1090,erzählen::V,къэпӏотэ́н,berette
1091,erzählen::V,къэпӏотэ́н,fortælle
1092,mitteilen::V,макъэ егъэӏун,meddele
1093,nennen::V,цӏэ фэусы́н,nævne
1094,rufen::V,джэн,råbe
1095,prahlen::V,узыщытхъужьы́н,prale
1096,übersetzen::V,бгъэкӏотэн,oversætte
1097,denken::V,егупшысэ́н,tænke
1098,glauben::V,уивыхъэ́ телъы́н,tro
1099,bemerken::V,гу лъыптэ́н,bemærke
1100,bemerken::V,гу лъыптэ́н,lægge mærke til
1101,erkennen::V,зэхэпхын,genkende
1102,erkennen::V,зэбгъэшӏэн,genkende
1103,begreifen::V,гурыӏо́н,begribe
1104,verstehen::V,зэхэхын,forstå
1105,lernen::V,еджэ́н,lære
1106,wissen::V,шӏэн,vide
1107,sich erinnern an::V,къэшӏэжьын,mindes
1108,sich erinnern an::V,къэшӏэжьын,huske på
1109,vergessen::V,пщыгъупшэжьы́н,glemme
1110,messen::V,шын,måle
1111,zählen::V,плъытэ́н,tælle
1112,rechnen::V,плъытэ́н,regne
1113,rechnen::V,угугъэ́н,regne
1114,lesen::V,еджэ́н,læse
1115,malen::V,шӏын,male
1116,zeichnen::V,шӏын,tegne
1117,schreiben::V,тхын,skrive
1118,besitzen::V,иӏэн,eje
1119,besitzen::V,иӏэн,besidde
1120,kaufen::V,щэфы́н,købe
1121,verkaufen::V,щэн,sælge
1122,bezahlen::V,птын,betale
1123,bezahlen::V,лъыптын,betale
1124,bezahlen::V,птыжьы́н,betale
1125,zahlen::V,птын,betale
1126,zahlen::V,лъыптын,betale
1127,beherrschen::V,иунаеу иӏэн,beherske
1128,ertragen::V,щэчы́н,tåle
1129,ertragen::V,щэчы́н,udholde
1130,Schnurrbart::N,,overskæg
1131,Nabel::N,,navle
1132,Wetter::N,,vejr
1133,Frost::N,,frost
1134,Raureif::N,,rimfrost
1135,Adler::N,,ørn
1136,Schwan::N,,svane
1137,Ton::N,,tone
1138,Sache::N,,sag
1139,Schlitten::N,,kælk
1140,Schlitten::N,,slæde
1141,Last::N,,last
1142,Last::N,,byrde
1143,Figur::N,,figur
1144,Bündel::N,,bylt
1145,Bündel::N,,bundt
1146,Schuh::N,,sko
1147,Arzt::N,,læge
1148,lebendig::A,,levende
1149,zuerst::ADV,,først
1150,manchmal::ADV,,sommetider
1151,niemals::ADV,,aldrig
1152,hier::ADV,,her
1153,hierhin::ADV,,hid
1154,hierhin::ADV,,herhen
1155,von hier::ADV,,herfra
1156,schon::ADV,,alt
1157,schon::ADV,,allerede
1158,sinken::V,,synke
1159,klirren::V,,klirre
1160,fliehen::V,,flygte
1161,flüchten::V,,flygte
1162,geraten::V,,blive
1163,aufheben::V,,løfte
1164,aufheben::V,,tage op
1165,beugen::V,,bøje
1166,umdrehen::V,,dreje om
1167,bekommen::V,,få
1168,erhalten::V,,få
1169,treten::V,,sparke
