,Concept_ID,zh,te
258,Hälfte::N,一半,సగము
259,Kreis::N,圆,వృత్తము
260,Kreuz::N,十字架,సిలువ
261,Linie::N,线条,గీత
262,Strich::N,划,గీత
263,Abstand::N,距离,సందు
264,Entfernung::N,距离,దూరము
265,Gegend::N,地区,విస్తీర్ణము
266,Platz::N,场所,ఎడము
267,Ort::N,地点,స్థలము
268,Seite::N,面,ప్రక్క
269,Mitte::N,中间,నడిమి
270,Gegenstand::N,物品,పద్దు
271,Sache::N,物,వస్తువు
272,Rand::N,边,అంచు
273,Kante::N,棱,అంచు
274,Ecke::N,角,మూల
275,Spitze::N,尖,మొన
276,Ende::N,结尾,కొన
277,Loch::N,洞,రంధ్రము
278,Winkel::N,角度,కోణము
279,Muster::N,模型,మాదిరి
280,Größe::N,大小,పరిమాణము
281,Länge::N,长度,పొడుగు
282,Höhe::N,高度,పొడుగు
283,Gewicht::N,重量,భారము
284,Menge::N,数量,మొత్తము
285,Haufen::N,堆,రాశి
286,Reihe::N,行,వరుస
287,Boot::N,小船,పడవ
288,Ruder::N,奖,అడక
289,Schlitten::N,雪橇,సరవండ్లు
290,Ski::N,雪板,స్కీ
291,Lagerfeuer::N,营火,నెగడు
292,Last::N,负担,బరువు
293,Gang::N,行走,నడక
294,Schritt::N,步伐,అడుగు
295,Norden::N,北,ఉత్తరదిక్కు
296,Süden::N,南,దక్షిణము
297,Westen::N,西,పడమర
298,Osten::N,东,తూర్పు
299,Holz::N,木材,కొయ్య
300,Brett::N,木板,పలక
301,Platte::N,平板,పలక
302,Stütze::N,支架,వాల్సేడ్లు
303,Stange::N,杆,స్తంభము
304,Stock::N,棒,కఱ్ఱ
305,Stab::N,棍,కఱ్ఱ
306,Rohr::N,管子,గొట్టము
307,Haus::N,房屋,ఇల్లు
308,Heim::N,家,స్వగృహము
309,Ofen::N,炉子,పొయ్యి
310,Fußboden::N,地板,నేల
311,Tisch::N,桌子,మేజా
312,Stuhl::N,椅子,కుర్చీ
313,Wiege::N,摇蓝,ఉయ్యాల
314,Bett::N,床,పడక
315,Bett::N,床,మంచం
316,Regal::N,架子,అటక
317,Kiste::N,箱子,వెట్టె
318,Fenster::N,窗户,కిటికి
319,Tür::N,门,ద్వారము
320,Tor::N,大门,ద్వారము
321,Zaun::N,篱笆,కంచె
322,Dach::N,屋顶,ఇంటివైకప్పు
323,Leiter::N,梯子,నిచ్చెన
324,Besen::N,扫帚,చీపురుకట్ట
325,Spaten::N,铁锹,పాఱ
326,Schaufel::N,铁锹,పాఱ
327,Gabel::N,叉,ముండ్లగరిటె
328,Löffel::N,食匙,గరిటె
329,Messer::N,刀,కత్తి
330,Nagel::N,钉子,మేకు
331,Netz::N,网,వల
332,Haken::N,钩子,కొక్కెము
333,Griff::N,把柄,పిడి
334,Schloss::N,锁,తాళము
335,Bild::N,图画,చిత్రము
336,Figur::N,人像,రూపము
337,Puppe::N,娃娃,బొమ్మ
338,Beutel::N,袋子,సంచి
339,Bündel::N,捆,మూట
340,Tasche::N,手提包,సంచి
341,Eimer::N,桶,చేద
342,Deckel::N,盖子,మూత
343,Geschirr::N,餐具,వంటకాలు
344,Sack::N,袋子,గోనెసంచి
345,Tasse::N,杯子,గిన్నె
346,Topf::N,锅,కుండ
347,Kessel::N,水壶,నీరుకాచుపాత్ర
348,Essen::N,进餐,ఆహారము
349,Nahrung::N,食物,ఆహారము
350,Speise::N,菜肴,ఆహారము
351,Fleisch::N,肉,మాంసము
352,Getreide::N,谷物,ధాన్యము
353,Brei::N,粥,గుజ్జు
354,Brot::N,面包,రొట్టె
355,Scheibe::N,片,బద్ద
356,Fett::N,脂肪,క్రొవ్వు
357,Butter::N,黄油,వెన్న
358,Öl::N,油,నూనె
359,Salz::N,盐,ఉప్పు
360,Suppe::N,汤,చారు
361,Honig::N,蜂蜜,తెనె
362,Milch::N,奶,పాలు
363,Tee::N,茶,తేనీరు
364,Leder::N,皮革,బాగుచేసివతోలు
365,Wolle::N,毛线,ఉన్ని
366,Stoff::N,织物,బట్ట
367,Nadel::N,针,సూది
368,Faden::N,线,దారము
369,Knopf::N,纽扣,బొత్తాము
370,Knoten::N,结,ముడి
371,Farbe::N,颜色,రంగు
372,Kleidung::N,衣服,బట్టలు
373,Hemd::N,衬衫,చొక్కాయ
374,Kragen::N,领子,మాల
375,Ärmel::N,袖子,చొక్కాయచెయ్యి
376,Hose::N,裤子,ఇజారు
377,Gürtel::N,腰带,పటకా
378,Mütze::N,帽子,టోపి
379,Schuh::N,鞋,పాదరక్ష
380,Stiefel::N,靴子,బూటు
381,Ring::N,戒指,ఉంగరము
382,Band::N,带子,నాడా
383,Kamm::N,梳子,దువ్వెన
384,Spiegel::N,镜子,అద్దము
385,Riemen::N,皮带,వాడా
386,Schnur::N,绳子,దారము
387,Leine::N,皮带,వారు
388,Decke::N,被子,కంబళి
389,Kissen::N,软垫,తలగడ
390,Tuch::N,巾,బట్ట
391,Handtuch::N,手巾,తువాలు
392,Kraft::N,力,బలము
393,Stärke::N,力量,శక్తి
394,Gesundheit::N,健康,ఆరోగ్యము
395,Krankheit::N,病,రోగము
396,Schmerz::N,痛,నొప్పి
397,Wunde::N,伤口,గాయము
398,Fieber::N,发烧,జ్వరము
399,Arznei::N,药,మందు
400,Brücke::N,桥,వంతెన
401,Brunnen::N,井,బావి
402,Brunnen::N,井,కూపము
403,Brunnen::N,井,నుయ్యి
404,Weide::N,牧场,పచ్చికబయలు
405,Pfad::N,小路,కాలిత్రోవ
406,Weg::N,路,మార్గము
407,Straße::N,街,బాట
408,Dorf::N,村庄,గ్రామము
409,Stadt::N,城市,పట్టణము
410,Brief::N,信,జాబు
411,Buch::N,书,పుస్తకము
412,Buchstabe::N,字母,అక్షరము
413,Zeitung::N,报纸,వార్తాపత్రిక
414,Leben::N,生命,ప్రాణము
415,Tod::N,死亡,మరణము
416,Grab::N,坟墓,సమాధి
417,Kirche::N,教堂,క్రెస్తవులగుడి
418,Sünde::N,罪,పాపము
419,Gott::N,上帝,దేవుడు
420,Arbeiter::N,工人,పనిపాటుచేశేవాడు
421,Chef::N,上司,యజమానుడు
422,Meister::N,师傅,కళాకారుడు
423,Arzt::N,医生,వైద్యుడు
424,Lehrer::N,教师,ఉపాధ్యాయుడు
425,Geld::N,钱,ద్రవ్యము
426,Geschäft::N,交易,వ్యాపారము
427,Laden::N,商店,అంగడి
428,Preis::N,价格,వెల
429,Ware::N,商品,సరకులు
430,Nutzen::N,好处,ప్రయోజనము
431,Reichtum::N,财富,ధనము
432,Welt::N,世界,ప్రపంచము
433,Land::N,国家,దేశము
434,Staat::N,国家,రాజ్యము
435,König::N,国王,రాజు
436,Macht::N,权力,అధికారము
437,Grenze::N,边界,సరిహద్దు
438,Krieg::N,战争,యుద్ధము
439,Feind::N,敌人,శత్రువు
440,Gewalt::N,暴力,దౌర్జన్యము
441,Kampf::N,战斗,పోట్లాట
442,Bogen[Waffe]::N,弓,విల్లు
443,Pfeil::N,箭,బాణము
444,Gewehr::N,枪,తుపాకి
445,Fehler::N,错误,తప్ప
446,Lüge::N,谎话,అసత్యము
447,Schaden::N,损失,నష్టము
448,Unglück::N,不幸,దురదృష్టము
449,Schuld::N,过错,తప్పు
450,Alter::N,年龄,వయస్సు
451,Schluss::N,结束,ముగింపు
452,Zeit::N,时间,కాలము
453,Tag::N,天,దినము
454,Morgen::N,早晨,ఉదయము
455,Mittag::N,中午,మధ్యాహ్నము
456,Abend::N,晚上,సాయంకాలము
457,Nacht::N,夜,రత్రి
458,Woche::N,星期,వారము
459,Monat::N,月,నెల
460,Jahr::N,年,సంవత్సరము
461,Frühling::N,春天,వసంతకాలము
462,Sommer::N,夏天,వేసవికాము
463,Herbst::N,秋天,ఆకురాలుకాలము
464,Winter::N,冬天,శీతకాలము
465,Januar::N,一月,జనవరి
466,Februar::N,二月,ఫిబ్రవరి
467,März::N,三月,మార్చి
468,April::N,四月,ఏప్రిలు
469,Mai::N,五月,మే
470,Juni::N,六月,జూన్
471,Juli::N,七月,జూలై
472,August::N,八月,ఆగస్టు
473,September::N,九月,సెప్ఠెంబరు
474,Oktober::N,十月,అక్టోబరు
475,November::N,十一月,నవంబరు
476,Dezember::N,十二月,డిసెంబర్
477,Montag::N,星期一,సోమవారము
478,Dienstag::N,星期二,మంగళవారము
479,Mittwoch::N,星期三,బుధవారము
480,Donnerstag::N,星期四,గురువారము
481,Freitag::N,星期五,శుక్రవారము
482,Samstag::N,星期六,శనివారము
483,Sonntag::N,星期日,ఆదివారము
484,groß::A,大,గొప్పైన
485,klein::A,小,చిన్న
486,lang::A,长,పొడుగాటి
487,kurz::A,短,పొట్టి
488,breit::A,宽,వెడల్పైన
489,schmal::A,细长的,ఇఱుకైన
490,dicht::A,密,దట్టమైన
491,dick[Gegenstand]::A,厚,దట్టమైన
492,dünn::A,薄,పలుచని
493,fein::A,细小,నాజాకైన
494,fest::A,固体,దృడమైవ
495,flach::A,平坦,చదువైన
496,glatt::A,光滑,నున్నని
497,hart::A,硬,కఠినమైన
498,weich::A,软,మృదువైన
499,rund::A,圆,గుండ్రని
500,spitz::A,尖,మొనగల
501,scharf::A,锋利,పదనైన
502,stumpf::A,钝,వాడిలేని
503,schwer::A,重,బరువ్తెన
504,schön::A,美丽,సుందరమైన
505,heiß::A,烫,వేడియైన
506,warm::A,暖和,వెచ్చని
507,kalt::A,冷,చల్లని
508,kühl::A,凉,చల్లని
509,frisch::A,新鲜,తాజాయైన
510,feucht::A,潮湿,చెమ్మగానున్న
511,nass::A,湿,తడిగామన్న
512,trocken::A,干,ఎండిన
513,voll::A,满,నిండు
514,leer::A,空,శూన్యమైన
515,offen::A,敞开,తెఱచియున్న
516,geschlossen::A,关闭,మూసిన
517,sauber::A,干净,పరిశుద్ధమైన
518,schmutzig::A,肮脏,ముఱికియైన
519,roh::A,生,పచ్చి
520,reif::A,成熟,పండివ
521,lecker::A,好吃,రుచి గల
522,süß::A,甜,తియ్యని
523,bitter::A,苦,చేదైన
524,sauer::A,酸,పుల్లని
525,hell::A,亮,కాంతిగల
526,dunkel::A,阴暗,చీకటియైన
527,schwarz::A,黑,నల్లని
528,weiß::A,白,తెలుపు
529,rot::A,红,ఎఱ్ఱని
530,gelb::A,黄,పసుపు పచ్చ
531,blau::A,蓝,నీలవర్ణము
532,grün::A,绿,ఆకుపచ్చని
533,grau::A,灰色,నెరిసిన
534,bunt::A,五彩,రంగేలీ
535,billig::A,便宜,చౌకయైన
536,teuer::A,贵,వెలపొడుగైన
537,wertvoll::A,贵重,విలుప్తెన
538,blind::A,瞎,గ్రుడ్డి
539,taub::A,聋,చెవిటి
540,kräftig::A,强壮,శక్తి గల
541,stark::A,强壮,బలమైన
542,schwach::A,弱,బలహీనమైన
543,fett::A,胖,క్రొవ్విన
544,schlank::A,苗条,సన్నని
545,hübsch::A,漂亮,సాగప్తెన
546,böse::A,邪恶,చెడ్డ
547,dumm::A,笨,తెలివిలేని
548,faul::A,懒惰,సోమరియైన
549,fleißig::A,勤奋,శ్రద్దగల
550,geizig::A,吝啬,పిసినారియైన
551,klug::A,聪明,తెలివిగల
552,geschickt::A,灵巧,నిపుణతగల
553,lieb::A,可爱,ప్రియమైన
554,lustig::A,快乐,ఉల్లాసము గల
555,sanft::A,柔和,సాధువైన
556,hungrig::A,饥饿,ఆకలిగొనిన
557,krank::A,患病,వ్యాధిగల
558,nackt::A,裸体,దిగంబరమైన
559,traurig::A,悲哀,విచారముగల
560,lebendig::A,活,ప్రాణముతో నున్న
561,gut::A,好,మంచి
562,schlecht::A,坏,చెడ్డ
563,richtig::A,正确,సరియైన
564,schlimm::A,糟糕,అసహ్యమైన
565,wahr::A,真,నిజమైన
566,alt::A,旧,ముసలి
567,neu::A,新,క్రొత్త
568,ehemalig::A,以前,పూర్వపు
569,alt[Lebewesen]::A,老,ముసలి
570,jung::A,年轻,పసి
571,arm::A,贫穷,బీద
572,reich::A,富裕,ధనవంతుడైన
573,bekannt::A,出名,తెలిసిన
574,berühmt::A,著名,ప్రపిద్దికెక్కివ
575,fremd::A,陌生,అన్యమైన
576,verschieden::A,不同,భేదమైన
577,nah::A,近,దగ్గఱనున్న
578,fern::A,遥远,దూరమందున్న
579,linker::A,左,ఎడమప్రక్కగ
580,rechter::A,右,కుడి
581,anderer::A,别的,వేఱ్తెన
582,erster::A,第一,మొదటి
583,zweiter::A,第二,రెండన
584,dritter::A,第三,మూడో
585,letzter::A,最后,కడపటి
586,allein::ADV,单独,ఒంటిగా
587,auf einmal::ADV,同时,హరాత్తుగ
588,zusammen::ADV,一起,కలిసి
589,lange::ADV,许久,బహుకాలము
590,plötzlich::ADV,忽然,హరాత్తుగ
591,sofort::ADV,立刻,తక్షణము
592,später::ADV,以后,ఇటీవలి
593,jetzt::ADV,现在,ఇప్పుడు
594,heute::ADV,今天,నేడు
595,morgen::ADV,明天,ఱేపు
596,bald::ADV,即将,శీఘ్రముగ
597,dann::ADV,然后,అప్పుడు
598,gestern::ADV,昨天,నిన్నటి దినము
599,einst::ADV,曾经,పూర్వమొకప్పుడు
600,damals::ADV,当时,అప్పుడు
601,danach::ADV,随后,అప్పుడు
602,vorher::ADV,事先,ఎదుట
603,zuerst::ADV,首先,మొదటిలో
604,einmal::ADV,一次,ఒకసారి
605,manchmal::ADV,有时,అప్పటప్పటికి
606,oft::ADV,时常,తఱచుగా
607,immer::ADV,总是,ఎల్లప్పుడు
608,niemals::ADV,从未,ఎప్పుడునులేదు
609,hier::ADV,这里,ఇక్కడ
610,hierhin::ADV,到这里,ఇక్కడకు
611,von hier::ADV,由此,ఇక్కడనుండి
612,dort::ADV,那里,అక్కడ
613,dorthin::ADV,到那里,అక్కడికి
614,geradeaus::ADV,一直往前,సూటిగా
615,vorwärts::ADV,向前,ముందుకు
616,rückwärts::ADV,向后,వెనుకకు
617,zurück::ADV,退后,వెనుకభాగము
618,unten::ADV,下面,క్రింద
619,hinab::ADV,向下,కిందికి
620,oben::ADV,上面,మీద
621,hinauf::ADV,向上,పైకి
622,überall::ADV,到处,అంతటా
623,nicht::ADV,不,కాదు
624,ein wenig::ADV,一点儿,కొంచెము
625,kaum::ADV,几乎不,చాలిచాలక
626,sehr::ADV,很,చాల
627,so::ADV,如此,ఆలాగున
628,noch::ADV,还,ఇప్పటికిని
629,nur::ADV,只,మాత్రము
630,schon::ADV,已经,ఇదివఱకే
631,wieder::ADV,又,తిరిగి
632,vor::PRP,在...面前,ముందు
633,hinter::PRP,在...背后,వెనుక
634,unter::PRP,在...下面,క్రింద
635,durch::PRP,穿过,ద్వారా
636,neben::PRP,在...旁,దగ్గెర
637,zwischen::PRP,在...之间,మధ్య
638,wegen::PRP,由于,కారణంగా
639,dies::PRN,这,ఇది
640,das::PRN,那,అది
641,alles::PRN,一切,సకలము
642,ich::PRN,我,నేను
643,du::PRN,你,నీవు
644,er::PRN,他,అతడు
645,wir::PRN,我们,మనము
646,ihr::PRN,你们,మీరు
647,sie::PRN,她,వారు
648,was::FPRN,什么,ఏమి
649,wer::FPRN,谁,ఎవడు
650,wo::FADV,哪里,ఎక్కడ
651,wohin::FADV,去哪里,ఎందుకు
652,wie::FADV,怎么,ఎట్టు
653,warum::FADV,为什么,ఏల
654,wieviel::FNUM,多少,ఎంత
655,eins::NUM,一,ఒకటి
656,zwei::NUM,二,రెండు
657,drei::NUM,三,మూడు
658,vier::NUM,四,నాలుగు
659,fünf::NUM,五,అయిదు
660,sechs::NUM,六,ఆఱు
661,sieben::NUM,七,ఏరు
662,acht::NUM,八,ఎనిమదు
663,neun::NUM,九,తొమ్మిది
664,zehn::NUM,十,పది
665,elf::NUM,十一,పదునొకొండు
666,zwölf::NUM,十二,పండ్రండు
667,zwanzig::NUM,二十,ఇరుపది
668,dreißig::NUM,三十,ముప్పది
669,vierzig::NUM,四十,నలువది
670,fünfzig::NUM,五十,ఏబది
671,sechzig::NUM,六十,అరుపది
672,siebzig::NUM,七十,డెబ్బది
673,achtzig::NUM,八十,ఎనుబది
674,neunzig::NUM,九十,తొంబది
675,hundert::NUM,百,నూఱు
676,tausend::NUM,千,వేయి
677,und::CNJ,和,మఱియు
678,oder::CNJ,或者,లేక
679,stehen::V,站,నిలుచు
680,sitzen::V,坐,కూర్చుండు
681,liegen::V,躺着,పండుకొనుట
682,hängen::V,挂着,వ్రేలాడదీయు
683,werden::V,成为,అగు
684,passieren::V,发生,సంభవించు
685,beginnen::V,开始,ఆరంభించు
686,enden::V,终止,తీరుట
687,wechseln::V,变迁,మార్చు
688,aufgehen[Sonne]::V,升起,ఉదయించు
689,untergehen[Sonne]::V,下落,అస్తమించు
690,scheinen[Sonne]::V,照射,ప్రకాశించు
691,donnern::V,打雷,ఉరుముట
692,wehen::V,飘扬,దురద్పప్టము
693,strömen::V,流,పారుట
694,fließen::V,流动,ప్రవహించు
695,sich drehen::V,转动,తిరుగు
696,schwanken::V,摇摆,ఆడించుట
697,schwingen::V,摇,ఊగుట
698,fallen::V,坠落,పడు
699,brennen::V,燃烧,కాలుట
700,rauchen::V,冒烟,పొగసుట
701,regnen::V,下雨,కురిపించుట
702,gefrieren::V,结冰,గడ్డకట్టు
703,tauen::V,融化,కరగు
704,schmelzen::V,溶化,కరగు
705,trocknen::V,变干,యెండుట
706,sieden::V,煮,ఉడుకు
707,faulen::V,腐烂,క్రుళ్లు
708,verfaulen::V,腐烂,క్షిణించు
709,reißen::V,撕,చించు
710,versinken::V,下沉,మునుగు
711,vergehen::V,流逝,సంభవించు
712,erscheinen::V,出现,కనబడు
713,verschwinden::V,消失,అదృశ్యమగు
714,sinken::V,下降,ముణుగుట
715,abnehmen::V,减少,తగ్గు
