,Concept_ID,tr,lbe
374,Sache::N,iş,зат
375,Sache::N,şey,зат
376,Rand::N,kenar,зума
377,Kante::N,kenar,
378,Ecke::N,köşe,мурцӏу
379,Spitze::N,uç,мицӏ
380,Spitze::N,baş,мицӏ
381,Ende::N,uç,зума
382,Loch::N,oyuk,ккутӏ
383,Loch::N,delik,ккутӏ
384,Winkel::N,köşe,мурцӏу
385,Muster::N,örnek,накьич
386,Größe::N,büyüklük,
387,Länge::N,uzunluk,лахъишиву
388,Höhe::N,yükseklik,лахъшиву
389,Gewicht::N,ağırlık,дуццин
390,Gewicht::N,ağırlık,кӏушиву
391,Menge::N,miktar,
392,Haufen::N,küme,бакӏу
393,Haufen::N,yığın,бакӏу
394,Reihe::N,sıra,кьюкьа
395,Boot::N,kayık,луткка
396,Boot::N,sandal,луткка
397,Ruder::N,kürek,весло
398,Ruder::N,kürek,чӏатӏа
399,Schlitten::N,kızak,чана
400,Schlitten::N,kızak,санкка
401,Ski::N,kayak,лижарду
402,Lagerfeuer::N,kamp ateşi,къавтӏн
403,Last::N,yük,гьиву
404,Gang::N,gidiş,нанаву
405,Gang::N,yürüyüş,нанаву
406,Schritt::N,adım,ша
407,Norden::N,kuzey,ухссав
408,Norden::N,kuzey,ухссавнил чулухалу
409,Süden::N,güney,кьилва
410,Westen::N,batı,баргълагавал
411,Westen::N,batı,баргълагавал чул
412,Osten::N,doğu,баргъбуккай чулухалу
413,Holz::N,ağaç,тӏама
414,Holz::N,tahta,тӏама
415,Brett::N,tahta,тахта
416,Platte::N,levha,гъуни
417,Stütze::N,dayak,гьалакӏу
418,Stütze::N,destek,гьалакӏу
419,Stange::N,çubuk,къазихъ
420,Stock::N,sopa,ттархь
421,Stock::N,değnek,ттархь
422,Stab::N,sırık,ччантӏакъу
423,Stab::N,baston,ччантӏакъу
424,Rohr::N,boru,бургъу
425,Haus::N,ev,къатта
426,Heim::N,ev,къатта
427,Heim::N,yurt,къатта
428,Ofen::N,soba,пач
429,Fußboden::N,taban,чӏанкъатта
430,Fußboden::N,döşeme,чӏанкъатта
431,Tisch::N,masa,усттул
432,Stuhl::N,iskemle,кӏану
433,Stuhl::N,sandalye,кӏану
434,Wiege::N,beşik,оьрчӏал кӏану
435,Bett::N,yatak,тах
436,Regal::N,raf,чӏаму
437,Kiste::N,sandık,яшикӏ
438,Kiste::N,sandık,къурши
439,Fenster::N,pencere,чӏавахьулу
440,Tür::N,kapı,нуз
441,Tür::N,kapı,нузкьун
442,Tor::N,kapı,къапу
443,Tor::N,kapı,дарваза
444,Zaun::N,çit,дайгьузанну
445,Dach::N,dam,магъи
446,Dach::N,dam,цӏиялу
447,Dach::N,çatı,магъи
448,Dach::N,çatı,цӏиялу
449,Leiter::N,merdiven,чуртту
450,Besen::N,süpürge,чӏатлу
451,Spaten::N,bel,бил
452,Schaufel::N,kürek,чӏатӏа
453,Gabel::N,çatal,гьиссилу
454,Löffel::N,kaşık,къуса
455,Messer::N,bıçak,чӏила
456,Nagel::N,çivi,мяр
457,Netz::N,ağ,къери
458,Haken::N,çengel,къича
459,Griff::N,kulp,куяму
460,Griff::N,tutamak,куяму
461,Schloss::N,kilit,кьункьула
462,Bild::N,imaj,сурат
463,Bild::N,resim,сурат
464,Figur::N,şekil,
465,Figur::N,heykel,
466,Puppe::N,kukla,ссихьу
467,Beutel::N,kese,чантай
468,Beutel::N,torba,чантай
469,Bündel::N,deste,гьи
470,Bündel::N,deste,къар
471,Tasche::N,çanta,
472,Eimer::N,kova,бадра
473,Deckel::N,kapak,къапаза
474,Geschirr::N,kap kacak,пюрунчӏул
475,Geschirr::N,kap kacak,тӏахӏникӏичӏу
476,Sack::N,torba,къап
477,Sack::N,torba,дарваг
478,Tasse::N,fincan,пижан
479,Tasse::N,fincan,пинжан
480,Tasse::N,fincan,инкираччатӏи
481,Tasse::N,fincan,цинцилттал бушкъап
482,Topf::N,tencere,кӏункӏур
483,Kessel::N,kazan,чаг
484,Kessel::N,kazan,кӏункӏур
485,Essen::N,yemek,дукия
486,Essen::N,yemek,дукин
487,Nahrung::N,gıda,дукра
488,Nahrung::N,besin,дукра
489,Speise::N,yemek,дукра
490,Fleisch::N,et,дикӏ
491,Getreide::N,tahıl,къама
492,Getreide::N,hububat,къама
493,Brei::N,ezme,ккурч
494,Brot::N,ekmek,ччатӏ
495,Scheibe::N,dilim,парча
496,Fett::N,yağ,аьгъушиву
497,Butter::N,tereyağı,нагь
498,Butter::N,tereyağı,лагаву
499,Öl::N,yağ,
500,Öl::N,akar yağ,
501,Salz::N,tuz,цӏву
502,Suppe::N,çorba,накь
503,Honig::N,bal,ницӏ
504,Milch::N,süt,накӏ
505,Tee::N,çay,чяй
506,Leder::N,deri,бурчу
507,Leder::N,meşin,бурчу
508,Wolle::N,yün,ппал
509,Stoff::N,kumaş,янна
510,Nadel::N,iğne,ххалаххи
511,Faden::N,tire,ххал
512,Faden::N,iplik,ххал
513,Knopf::N,düğme,банд
514,Knoten::N,düğüm,къурхъ
515,Farbe::N,boya,сир
516,Kleidung::N,giyim,янна
517,Kleidung::N,giyim,лаххия
518,Hemd::N,gömlek,гьухъа
519,Kragen::N,yaka,дарвач
520,Ärmel::N,yen,кахха
521,Ärmel::N,elbise kolu,кахха
522,Hose::N,pantolon,хӏажак
523,Gürtel::N,kuşak,мухӏлу
524,Mütze::N,bere,кьяпа
525,Mütze::N,kasket,кьяпа
526,Schuh::N,kundura,
527,Schuh::N,ayakkabı,
528,Stiefel::N,çizme,чакма
529,Ring::N,yüzük,кӏисса
530,Band::N,bağ,линт
531,Band::N,şerit,линт
532,Kamm::N,tarak,ттарал
533,Spiegel::N,ayna,дагьани
534,Riemen::N,kayış,эн
535,Schnur::N,ip,хьхьа
536,Schnur::N,sicim,хьхьа
537,Leine::N,kayış,
538,Decke::N,örtü,виргъан
539,Decke::N,yorgan,виргъан
540,Kissen::N,yastık,кӏаралу
541,Tuch::N,bez,карщи
542,Handtuch::N,havlu,калихьу
543,Handtuch::N,havlu,лажинлихьу
544,Kraft::N,güç,эллаж
545,Kraft::N,kuvvet,эллаж
546,Stärke::N,kuvvet,гуж
547,Gesundheit::N,sağlık,цӏуллу-сагъшиву
548,Krankheit::N,hastalık,къашайшиву
549,Schmerz::N,ağrı,къюву
550,Schmerz::N,sancı,къюву
551,Wunde::N,yara,щаву
552,Fieber::N,ateş,кӏиришиву
553,Arznei::N,ilâç,дару
554,Brücke::N,köprü,ламу
555,Brunnen::N,kuyu,къуй
556,Brunnen::N,çeşme,къуй
557,Weide::N,otlak,бизантту
558,Pfad::N,patika,жегъир ххуллу
559,Pfad::N,keçiyolu,жегъир ххуллу
560,Weg::N,yol,ххуллу
561,Straße::N,yol,ххуллу
562,Straße::N,cadde,ххуллу
563,Dorf::N,köy,щар
564,Dorf::N,köy,шяравалу
565,Stadt::N,kent,шагьру
566,Stadt::N,şehir,шагьру
567,Brief::N,mektup,чагъар
568,Buch::N,kitap,лу
569,Buchstabe::N,harf,хӏарп
570,Zeitung::N,gazete,кказит
571,Leben::N,hayat,оьрму
572,Tod::N,ölüm,ажал
573,Tod::N,ölüm,бивкӏу
574,Tod::N,ölüm,ивчӏаву
575,Grab::N,kabir,гьав
576,Kirche::N,kilise,килиса
577,Sünde::N,günah,бунагъ
578,Gott::N,tanrı,зал
579,Arbeiter::N,işçi,зузала
580,Chef::N,şef,ялувма
581,Chef::N,müdür,ялувма
582,Meister::N,usta,усттар
583,Arzt::N,hekim,хӏакин
584,Arzt::N,doktor,хӏакин
585,Lehrer::N,hoca,учитель
586,Lehrer::N,öğretmen,учитель
587,Geld::N,para,арцу
588,Geschäft::N,ticaret,даву
589,Laden::N,dükkân,ттучан
590,Preis::N,fiyat,багъа
591,Ware::N,mal,хъус
592,Nutzen::N,fayda,хайр
593,Nutzen::N,fayda,мюнпат
594,Reichtum::N,servet,давлат
595,Reichtum::N,servet,аваданшиву
596,Reichtum::N,zenginlik,давлат
597,Reichtum::N,zenginlik,аваданшиву
598,Welt::N,dünya,дуниял
599,Land::N,ülke,билаят
600,Staat::N,devlet,паччахӏлугъ
601,König::N,kral,
602,Macht::N,kudret,власть
603,Macht::N,iktidar,власть
604,Grenze::N,had,дазу
605,Grenze::N,sınır,дазу
606,Krieg::N,savaş,дяъви
607,Feind::N,düşman,душман
608,Gewalt::N,zor,къия
609,Gewalt::N,cebir,къия
610,Kampf::N,savaş,лачӏуи уккаву
611,Bogen[Waffe]::N,yay,ккуртта
612,Pfeil::N,ok,чӏатӏаракӏ
613,Gewehr::N,tüfek,ттупанг
614,Fehler::N,hata,гъалатӏ
615,Fehler::N,yanlış,гъалатӏ
616,Lüge::N,yalan,щялмахъ
617,Schaden::N,zarar,зарал
618,Unglück::N,felâket,бала
619,Unglück::N,talihsizlik,бала
620,Schuld::N,suç,тахсир
621,Schuld::N,kabahat,тахсир
622,Alter::N,yaş,оьрму
623,Schluss::N,son,ахир
624,Zeit::N,zaman,чӏун
625,Tag::N,gün,кьини
626,Morgen::N,sabah,кӏюрх
627,Mittag::N,öğle,ахттайн
628,Mittag::N,öğle,дяахттайн
629,Mittag::N,öğle,ахттайн чӏун
630,Abend::N,akşam,маркӏачӏан
631,Nacht::N,gece,хьхьу
632,Woche::N,hafta,нюжмар
633,Monat::N,ay,барз
634,Jahr::N,yıl,шин
635,Jahr::N,sene,шин
636,Frühling::N,ilkbahar,инт
637,Sommer::N,yaz,гъи
638,Herbst::N,güz,ссут
639,Herbst::N,sonbahar,ссут
640,Winter::N,kış,кӏи
641,Januar::N,ocak,цалчинмур барз
642,Februar::N,şubat,кӏилчинмур барз
643,März::N,mart,шамилчинмур барз
644,April::N,nisan,апрель
645,April::N,nisan,мукьилчинмур барз
646,Mai::N,mayıs,май
647,Mai::N,mayıs,ххюлчинмур барз
648,Juni::N,haziran,июнь
649,Juni::N,haziran,ряххилчинмур барз
650,Juli::N,temmuz,июль
651,Juli::N,temmuz,Арулчинмур барз
652,August::N,ağustos,мяйлчинмур барз
653,September::N,eylül,урчӏилчинмур барз
654,Oktober::N,ekim,ацӏилчинмур барз
655,November::N,kasım,ацӏния цалчинмур барз
656,Dezember::N,aralık,ацӏния кӏилчинмур барз
657,Montag::N,pazartesi,итин
658,Montag::N,pazartesi,итин кьини
659,Dienstag::N,salı,тталат
660,Dienstag::N,salı,тталат кьини
661,Mittwoch::N,çarşamba,арвахӏ
662,Donnerstag::N,perşembe,хамис
663,Freitag::N,cuma,нюжмар
664,Freitag::N,cuma,нюжмар кьини
665,Samstag::N,cumartesi,ххуллун
666,Samstag::N,cumartesi,ххуллун кьини
667,Sonntag::N,pazar,алхӏат
668,Sonntag::N,pazar,алхӏат кьини
669,groß::A,büyük,бугъарасса
670,klein::A,ufak,чӏивисса
671,klein::A,küçük,чӏивисса
672,lang::A,uzun,лахъисса
673,kurz::A,kısa,кутӏасса
674,breit::A,enli,уттасса
675,breit::A,geniş,уттасса
676,schmal::A,dar,уттакӏюласса
677,dicht::A,sık,ццунсса
678,dicht::A,yoğun,ццунсса
679,dick[Gegenstand]::A,kalın,ганзсса
680,dick[Gegenstand]::A,iri,ганзсса
681,dünn::A,ince,кӏюласса
682,fein::A,ince,
683,fein::A,narin,
684,fest::A,sabit,цӏакьсса
685,fest::A,sabit,кьянкьасса
686,fest::A,sağlam,цӏакьсса
687,fest::A,sağlam,кьянкьасса
688,flach::A,düz,баягъисса
689,flach::A,düz,цӏубакъасса
690,flach::A,düz,куртӏ дакъасса
691,flach::A,yassı,баягъисса
692,flach::A,yassı,цӏубакъасса
693,flach::A,yassı,куртӏ дакъасса
694,glatt::A,düz,дюрчӏусса
695,hart::A,katı,кьянкьасса
696,weich::A,yumuşak,кӏукӏлусса
697,rund::A,yuvarlak,ккурккисса
698,spitz::A,sivri,ярксса
699,spitz::A,sivri,дайлсса
700,spitz::A,sivri,мицӏ бусса
701,scharf::A,keskin,ярксса
702,scharf::A,keskin,дайлсса
703,scharf::A,keskin,мицӏ бусса
704,stumpf::A,kör,къуркъасса
705,schwer::A,ağır,кӏусса
706,schön::A,güzel,аьнтӏикӏасса
707,heiß::A,kızgın,кӏирисса
708,warm::A,sıcak,гъелисса
709,kalt::A,soğuk,дяркъусса
710,kühl::A,serin,дюхлулсса
711,frisch::A,taze,цӏусса
712,feucht::A,nemli,атилсса
713,feucht::A,nemli,хъавтусса
714,feucht::A,rutubetli,атилсса
715,feucht::A,rutubetli,хъавтусса
716,nass::A,yaş,атилсса
717,nass::A,yaş,хъавтусса
718,nass::A,ıslak,атилсса
719,nass::A,ıslak,хъавтусса
720,trocken::A,kuru,кьавкьсса
721,trocken::A,kuru,кьакьан бувсса
722,voll::A,dolu,бувцӏусса
723,voll::A,dolmuş,бувцӏусса
724,leer::A,boş,бачӏвасса
725,offen::A,açık,тӏивтӏусса
726,geschlossen::A,kapalı,лавкьусса
727,sauber::A,pak,марцӏсса
728,sauber::A,temiz,марцӏсса
729,schmutzig::A,pis,чапалсса
730,schmutzig::A,kirli,чапалсса
731,roh::A,çiğ,шакъавхьсса
732,reif::A,olgun,дирсса
733,lecker::A,lezzetli,нахӏусса
734,lecker::A,lezzetli,тӏааьнсса
735,süß::A,tatlı,нацӏусса
736,süß::A,şekerli,нацӏусса
737,bitter::A,acı,кьурчӏисса
738,sauer::A,ekşi,туршсса
739,hell::A,aydınlık,чаннасса
740,dunkel::A,karanlık,цӏансса
741,schwarz::A,kara,лухӏисса
742,schwarz::A,siyah,лухӏисса
743,weiß::A,ak,кӏяласса
744,weiß::A,beyaz,кӏяласса
745,rot::A,kırmızı,ятӏулсса
746,gelb::A,sarı,хъахъисса
747,blau::A,mavi,някӏсса
748,grün::A,yeşil,щюлисса
749,grau::A,boz,оьрусса
750,bunt::A,renkli,оьрчӏикӏурисса
751,billig::A,ucuz,кьювкьусса
752,teuer::A,pahalı,ххирасса
753,wertvoll::A,değerli,багьасса
754,blind::A,kör,мурчӏисса
755,taub::A,sağır,къюкӏсса
756,kräftig::A,dinç,гужсса
757,kräftig::A,kuvvetli,гужсса
