,Concept_ID,hi,ka
55,Fingernagel::N,नख,ფრჩხილი
56,Fingernagel::N,नाख़ून,ფრჩხილი
57,Nagel[Anatomie]::N,नख,ფრჩხილი
58,Nagel[Anatomie]::N,नाख़ून,ფრჩხილი
59,Zeh::N,उँगली,ფეხის თითი
60,Zeh::N,पाँव की उँगली,ფეხის თითი
61,Fuß::N,चरण,ტერფი
62,Fuß::N,चरण,ფეხისგული
63,Fuß::N,पाँव,ტერფი
64,Fuß::N,पाँव,ფეხისგული
65,Ferse::N,एड़ी,ქუსლი
66,Knie::N,जानु,მუხლი
67,Knie::N,घुटना,მუხლი
68,Oberschenkel::N,उरु,ბარძაყი
69,Bein::N,टाँग,ფეხი
70,Körper::N,तन,ტანი
71,Körper::N,तन,სხეული
72,Körper::N,देह,ტანი
73,Körper::N,देह,სხეული
74,Körper::N,शरीर,ტანი
75,Körper::N,शरीर,სხეული
76,Haut::N,चर्म,კანი
77,Haut::N,त्वचा,კანი
78,Blut::N,लहू,სისხლი
79,Blut::N,ख़ून,სისხლი
80,Ader::N,रग,ძარღვი
81,Ader::N,शिरा,ძარღვი
82,Sehne::N,कंडरा,მყესი
83,Sehne::N,स्नायु,მყესი
84,Knochen::N,अस्थि,ძვალი
85,Gehirn::N,दिमाग़,ტვინი
86,Gehirn::N,मस्तिष्क,ტვინი
87,Herz::N,दिल,გული
88,Herz::N,हृदय,გული
89,Magen::N,मेदा,კუჭი
90,Magen::N,अमाशय,კუჭი
91,Leber::N,जिगर,ღვიძლი
92,Leber::N,यकृत्,ღვიძლი
93,Atem::N,दम,სუნთქვა
94,Atem::N,साँस,სუნთქვა
95,Atem::N,श्वास,სუნთქვა
96,Hunger::N,भूख,შიმშილი
97,Hunger::N,क्षुधा,შიმშილი
98,Träne::N,आँसू,ცრემლი
99,Träne::N,अश्रु,ცრემლი
100,Geschmack::N,स्वाद,გემო
101,Geschmack::N,ज़ायक़ा,გემო
102,Geruch::N,बू,სუნი
103,Geruch::N,गंध,სუნი
104,Schlaf::N,नींद,ძილი
105,Schlaf::N,निद्रा,ძილი
106,Traum::N,सपना,სიზმარი
107,Traum::N,स्वप्न,სიზმარი
108,Himmel::N,आकाश,ცა
109,Himmel::N,आसमान,ცა
110,Sonne::N,रवि,მზე
111,Sonne::N,सूरज,მზე
112,Sonne::N,सूर्य,მზე
113,Mond::N,चाँद,მთვარე
114,Mond::N,चंद्र,მთვარე
115,Stern::N,तारा,ვარსკვლავი
116,Stern::N,सितारा,ვარსკვლავი
117,Luft::N,हवा,ჰაერი
118,Luft::N,वायु,ჰაერი
119,Wind::N,पाद,ქარი
120,Welle::N,लहर,ტალღა
121,Welle::N,तरंग,ტალღა
122,Wasser::N,जल,წყალი
123,Wasser::N,पानी,წყალი
124,Stein::N,पत्थर,ქვა
125,Boden::N,मिट्टी,მიწა
126,Erde::N,भूमि,ნიადაგი
127,Erde::N,ज़मीन,ნიადაგი
128,Staub::N,धूल,მტვერი
129,Rauch::N,धूआँ,ბოლი
130,Rauch::N,धूआँ,კვამლი
131,Rauch::N,धुम्र,ბოლი
132,Rauch::N,धुम्र,კვამლი
133,Funke::N,चिनगारी,ნაკვესი
134,Funke::N,स्फुलिंग,ნაკვესი
135,Feuer::N,आग,ცეცხლი
136,Feuer::N,आतिश,ცეცხლი
137,Feuer::N,अग्नि,ცეცხლი
138,Licht::N,रोशनी,შუქი
139,Licht::N,रोशनी,სინათლე
140,Licht::N,प्रकाश,შუქი
141,Licht::N,प्रकाश,სინათლე
142,Schatten::N,छाया,ლანდი
143,Schatten::N,छाया,ჩრდილი
144,Schatten::N,परछाई,ლანდი
145,Schatten::N,परछाई,ჩრდილი
146,Wetter::N,ऋतु,ამინდი
147,Wetter::N,मौसम,ამინდი
148,Nebel::N,धुँध,ნისლი
149,Nebel::N,कुहरा,ნისლი
150,Wolke::N,मेघ,ღრუბელი
151,Wolke::N,अभ्र,ღრუბელი
152,Regen::N,मेंह,წვიმა
153,Regen::N,बारिश,წვიმა
154,Schnee::N,हिम,თოვლი
155,Schnee::N,बर्फ़,თოვლი
156,Eis::N,हिम,თოში
157,Eis::N,हिम,ყინული
158,Eis::N,बर्फ़,თოში
159,Eis::N,बर्फ़,ყინული
160,Frost::N,ठंड,ყინვა
161,Kälte::N,सर्दी,სიცივე
162,Kälte::N,शीतलता,სიცივე
163,Hitze::N,ताप,სიცხე
164,Hitze::N,गरमी,სიცხე
165,Raureif::N,पाला,ჭირხლი
166,Raureif::N,पाला,თრთვილი
167,Regenbogen::N,इंद्र-धनुष,ცისარტყელა
168,Donner::N,गरज,ქუხილი
169,Donner::N,मेघ-गर्जन,ქუხილი
170,Strömung::N,बहाव,დინება
171,Strömung::N,प्रवाह,დინება
172,Tropfen::N,बूँद,წვეთი
173,Schaum::N,झाग,ქაფი
174,Schaum::N,झाग,დორბლი
175,Schmutz::N,गंद,ჭუჭყი
176,Schmutz::N,गंद,ტალახი
177,Schmutz::N,कीचड़,ჭუჭყი
178,Schmutz::N,कीचड़,ტალახი
179,See::N,झील,ტბა
180,See::N,सरोवर,ტბა
181,Sumpf::N,दलदल,ჭაობი
182,Sumpf::N,धँसान,ჭაობი
183,Moor::N,झाबर,ტორფნარი
184,Moor::N,धँसान,ტორფნარი
185,Wiese::N,घास-स्थल,ველი
186,Wiese::N,घास-स्थल,მდელო
187,Wald::N,जंगल,ტყე
188,Hügel::N,टीला,ბორცვი
189,Hügel::N,पहाड़,ბორცვი
190,Anhöhe::N,टीला,მაღლობი
191,Anhöhe::N,पहाड़ी,მაღლობი
192,Berg::N,पहाड़,მთა
193,Gipfel::N,शिखर,მწვერვალი
194,Höhle::N,गुहा,მღვიმე
195,Höhle::N,गुहा,გამოქვებული
196,Höhle::N,गुफ़ा,მღვიმე
197,Höhle::N,गुफ़ा,გამოქვებული
198,Abhang::N,ढाल,ფერდობი
199,Abhang::N,ढलान,ფერდობი
200,Quelle::N,चश्मा,წყარო
201,Quelle::N,चश्मा,სათავე
202,Bach::N,सोता,რუ
203,Bach::N,सोता,ნაკადული
204,Bach::N,नदिका,რუ
205,Bach::N,नदिका,ნაკადული
206,Fluss::N,नदी,მდინარე
207,Fluss::N,सरिता,მდინარე
208,Ufer::N,तट,კიდე
209,Ufer::N,तट,ნაპირი
210,Ufer::N,किनारा,კიდე
211,Ufer::N,किनारा,ნაპირი
212,Küste::N,समुद्र-तट,ნაპირი
213,Festland::N,महाद्वीप,ხმელეთი
214,Meer::N,सागर,ზღვა
215,Meer::N,समुद्र,ზღვა
216,Bucht::N,खाड़ी,ყურე
217,Insel::N,टापू,კუნძული
218,Insel::N,द्वीप,კუნძული
219,Blume::N,फूल,ყვავილი
220,Blume::N,पुष्प,ყვავილი
221,Gras::N,घास,ბალახი
222,Wurzel::N,मूल,ძირი
223,Wurzel::N,मूल,ფესვი
224,Baum::N,पेड़,ხე
225,Baum::N,वृक्ष,ხე
226,Stamm::N,धड़,ტანი
227,Rinde::N,छाल,ქერქი
228,Rinde::N,वल्कल,ქერქი
229,Ast::N,डाल,ტოტი
230,Ast::N,शाखा,ტოტი
231,Zweig::N,टहनी,შტო
232,Blatt::N,पत्र,ფოთოლი
233,Blatt::N,पत्ता,ფოთოლი
234,Birke::N,भूर्ज,არყი
235,Kiefer[Baum]::N,पाइन-वृक्ष,ფიჭვი
236,Weide[Baum]::N,बेंत,ტირიფი
237,Tanne::N,फ़र,ნაძვი
238,Horn::N,सींग,რქა
239,Horn::N,विषाण,რქა
240,Feder::N,पर,ფრთა
241,Feder::N,पंख,ფრთა
242,Fell::N,खाल,ტყავი
243,Fell::N,पशु-चर्म,ტყავი
244,Flügel::N,पंख,ფრთა
245,Flügel::N,डैना,ფრთა
246,Klaue::N,पंजा,კლანჭი
247,Kralle::N,पंजा,ტორი
248,Kralle::N,नाख़ून,ტორი
249,Schwanz::N,पूँछ,კუდი
250,Ei::N,अंडा,კვერცხი
251,Nest::N,नीड़,ბუდე
252,Nest::N,घोंसला,ბუდე
253,Bau::N,बिल,სორო
254,Bau::N,माँद,სორო
255,Tier::N,पशु,ნადირი
256,Tier::N,पशु,ცხოველი
257,Tier::N,जानवर,ნადირი
258,Tier::N,जानवर,ცხოველი
259,Herde::N,गल्ला,ფარა
260,Kuh::N,गौ,ფური
261,Kuh::N,गौ,ძროხა
262,Kuh::N,गाय,ფური
263,Kuh::N,गाय,ძროხა
264,Bulle::N,साँड़,ხარი
265,Pferd::N,अश्व,რაში
266,Pferd::N,अश्व,ცხენი
267,Pferd::N,घोड़ा,რაში
268,Pferd::N,घोड़ा,ცხენი
269,Schaf::N,भेड़,ცხვარი
270,Schwein::N,शूकर,ღორი
271,Hund::N,श्वान,ძაღლი
272,Hund::N,कुत्ता,ძაღლი
273,Katze::N,बिल्ली,კატა
274,Bär::N,रीछ,დათვი
275,Bär::N,भालू,დათვი
276,Eichhörnchen::N,गिलहरी,ციყვი
277,Elch::N,एल्क,ცხენ-ირემი
278,Fuchs::N,लोमड़ी,მელა
279,Hase::N,खरहा,კურდღელი
280,Hase::N,ख़रगोश,კურდღელი
281,Maus::N,मूष,თაგვი
282,Maus::N,चूहा,თაგვი
283,Wolf::N,वृक,მგელი
284,Wolf::N,भेड़िया,მგელი
285,Vogel::N,पक्षी,ჩიტი
286,Vogel::N,पक्षी,ფრინველი
287,Vogel::N,चिड़िया,ჩიტი
288,Vogel::N,चिड़िया,ფრინველი
289,Schwarm::N,झुंड,გუნდი
290,Huhn::N,मुर्ग़ी,დედალი
291,Hahn::N,मुर्ग़ा,მამალი
292,Gans::N,हंस,ბატი
293,Gans::N,हंसिनी,ბატი
294,Adler::N,उक़ाब,არწივი
295,Ente::N,बतख़,იხვი
296,Ente::N,बत्तक,იხვი
297,Eule::N,उल्लू,ბუ
298,Kranich::N,सारस,წერო
299,Kranich::N,क्रौंंच,წერო
300,Krähe::N,काक,ყვავი
301,Kuckuck::N,कोयल,გუგული
302,Kuckuck::N,कोकिल,გუგული
303,Schwan::N,हंस,გედი
304,Schwan::N,मराल,გედი
305,Fisch::N,मछली,თევზი
306,Fisch::N,मत्स्य,თევზი
307,Barsch::N,पर्च,ქორჭილა
308,Hecht::N,पाइक,ქარიყლაპია
309,Schlange[Tier]::N,सर्प,გველი
310,Wurm::N,कृमि,ჭია
311,Wurm::N,कीड़ा,ჭია
312,Spinne::N,लूता,ობობა
313,Spinne::N,मकड़ी,ობობა
314,Ameise::N,चींटी,ჭიანჭველა
315,Laus::N,जूँ,ტილი
316,Laus::N,जूँ,მკბენარი
317,Mücke::N,डाँस,კოღო
318,Fliege::N,मक्खी,ბუზი
319,Fliege::N,मक्षिका,ბუზი
320,Schmetterling::N,तितली,პეპელა
321,Beere::N,बेरी,კენკრა
322,Apfel::N,सेब,ვაშლი
323,Pilz::N,खुंबी,სოკო
324,Zwiebel::N,प्याज़,ხახვი
325,Saat::N,बीज,თესლი
326,Korn::N,दाना,მარცვალი
327,Heu::N,मूखी घास,თივა
328,Schale::N,बकला,ჩენჩო
329,Schale::N,छिलका,ჩენჩო
330,Grube::N,गड्ढा,ორმო
331,Falle::N,जाल,ხაფანგი
332,Falle::N,फँदा,ხაფანგი
333,Schlinge::N,फँदा,მახე
334,Spur::N,सुराग़,კვალი
335,Spur::N,पद-चिह्न,კვალი
336,Asche::N,राख,ფერფლი
337,Dreck::N,मैल,ტალახი
338,Dreck::N,मैल,სიბინძურე
339,Dreck::N,गंदगी,ტალახი
340,Dreck::N,गंदगी,სიბინძურე
341,Eisen::N,लोहा,რკინა
342,Gold::N,सोना,ოქრო
343,Gold::N,स्वर्ण,ოქრო
344,Silber::N,रजत,ვერცხლი
345,Silber::N,चाँदी,ვერცხლი
346,Kohle::N,कोयला,ნახშირი
347,Glas::N,काँच,მინა
348,Lehm::N,चिकनी मिट्टी,თიხა
349,Sand::N,रेत,ქვიშა
350,Sand::N,बालू,ქვიშა
351,Mensch::N,मानव,ადამიანი
352,Mensch::N,इनसान,ადამიანი
353,Mensch::N,मनुष्य,ადამიანი
354,Mann::N,आदमी,კაცი
355,Mann::N,पुरुष,კაცი
356,Frau::N,औरत,ქალი
357,Frau::N,महिला,ქალი
358,Frau::N,स्त्री,ქალი
359,Kind::N,बाल,ბავშვი
360,Kind::N,बच्चा,ბავშვი
361,Junge::N,लड़का,ვაჟი
362,Mädchen::N,लड़की,გოგო
363,Mädchen::N,कुमारी,გოგო
364,Familie::N,परिवार,ოჯახი
365,Großvater::N,दादा,პაპა
366,Großvater::N,दादा,ბაბუა
367,Großmutter::N,नानी,ბებია
368,Großmutter::N,नानी,დიდედა
369,Eltern::N,माँ-बाप,მშობლები
370,Eltern::N,माता-पिता,მშობლები
371,Vater::N,बाप,მამა
372,Vater::N,पिता,მამა
373,Mutter::N,माँ,დედა
374,Mutter::N,माता,დედა
375,Sohn::N,बेटा,ვაჟიშვილი
376,Sohn::N,पुत्र,ვაჟიშვილი
377,Tochter::N,बेटी,ქალიშვილი
378,Tochter::N,पुत्री,ქალიშვილი
379,Bruder::N,भाई,ძმა
380,Bruder::N,भ्राता,ძმა
381,Schwester::N,बहन,და
382,Schwester::N,भगिनी,და
383,Onkel::N,ताऊ,ბიძა
384,Onkel::N,काका,ბიძა
385,Tante::N,बूआ,დეიდა
386,Tante::N,बूआ,მამიდა
387,Tante::N,फूफी,დეიდა
388,Tante::N,फूफी,მამიდა
389,Tante::N,ख़ाला,დეიდა
390,Tante::N,ख़ाला,მამიდა
391,Ehemann::N,पति,ქმარი
392,Ehemann::N,शौहर,ქმარი
393,Ehefrau::N,बीवी,ცოლი
394,Freude::N,आनंद,სიხარული
395,Freude::N,प्रसन्नता,სიხარული
396,Gelächter::N,हँसी,სიცილი
397,Gelächter::N,क़हक़हा,სიცილი
398,Glück::N,आनंद,ბედნიერება
399,Glück::N,ख़ुशी,ბედნიერება
400,Kummer::N,शोक,მწუხარება
401,Kummer::N,दुःख,მწუხარება
402,Wunsch::N,इच्छा,წადილი
403,Wunsch::N,इच्छा,სურვილი
404,Wunsch::N,अभिलाषा,წადილი
405,Wunsch::N,अभिलाषा,სურვილი
406,Lust::N,चाह,წადილი
407,Lust::N,कामना,წადილი
408,Geist::N,जान,სული
409,Geist::N,प्राण,სული
410,Gedanke::N,विचार,ფიქრი
411,Gedächtnis::N,याददाश्त,მეხსიერება
412,Gedächtnis::N,स्मरण-शक्ति,მეხსიერება
413,Verstand::N,समझ,ჭკუა
414,Verstand::N,समझ,გონება
415,Verstand::N,अक़्ल,ჭკუა
416,Verstand::N,अक़्ल,გონება
417,Verstand::N,बुद्धि,ჭკუა
418,Verstand::N,बुद्धि,გონება
419,Sinn::N,अर्थ,მნიშვნელობა
420,Grund::N,वजह,მიზეზი
421,Grund::N,कारण,მიზეზი
422,Wahrheit::N,सत्य,სიმართლე
423,Wahrheit::N,सत्य,ჭეშმარიტება
424,Wahrheit::N,सच्चाई,სიმართლე
425,Wahrheit::N,सच्चाई,ჭეშმარიტება
426,Gespräch::N,चर्चा,ბაასი
427,Gespräch::N,चर्चा,საუბარი
428,Gespräch::N,वार्ता,ბაასი
429,Gespräch::N,वार्ता,საუბარი
430,Gespräch::N,बात-चीत,ბაასი
431,Gespräch::N,बात-चीत,საუბარი
432,Märchen::N,क़िस्सा,არაკი
433,Märchen::N,क़िस्सा,ზღაპარი
434,Erzählung::N,कथा,თქმულება
435,Erzählung::N,कहानी,თქმულება
436,Nachricht::N,सूचना,ცნობა
437,Nachricht::N,सूचना,ამბავი
438,Nachricht::N,समाचार,ცნობა
439,Nachricht::N,समाचार,ამბავი
440,Neuigkeit::N,ख़बर,სიახლე
441,Neuigkeit::N,समाचार,სიახლე
442,Name::N,नाम,სახელი
443,Rätsel::N,पहेली,გამოცანა
444,Rede::N,वचन,სიტყვა
445,Rede::N,भाषण,სიტყვა
446,Sprache::N,भाषा,ენა
447,Sprache::N,ज़बान,ენა
448,Stimme::N,स्वर,ხმა
449,Stimme::N,आवाज़,ხმა
450,Wort::N,शब्द,სიტყვა
451,Wort::N,लफ़्ज़,სიტყვა
452,Zeichen::N,निशान,ნიშანი
453,Ruf::N,पुकार,ძახილი
454,Ruf::N,आह्वान,ძახილი
455,Lärm::N,शोर,ხმაური
456,Lärm::N,हुल्लड़,ხმაური
457,Laut::N,स्वर,ხმა
458,Laut::N,स्वर,ბგერა
459,Laut::N,ध्वनि,ხმა
460,Laut::N,ध्वनि,ბგერა
461,Ton::N,सुर,ტონი
462,Ton::N,स्वर,ტონი
463,Lied::N,गीत,სიმღერა
464,Ruhe::N,आराम,სიწყნარე
465,Ruhe::N,ख़ामोशी,სიწყნარე
466,Leute::N,लोग,ადამიანები
467,Volk::N,क़ौम,ერი
468,Volk::N,क़ौम,ხალხი
469,Volk::N,प्रजा,ერი
470,Volk::N,प्रजा,ხალხი
471,Arbeit::N,काम,მუშაობა
472,Gast::N,अतिथि,სტუმარი
473,Gast::N,मेहमान,სტუმარი
474,Geschenk::N,उपहार,საჩუქარი
475,Geschenk::N,तोहफ़ा,საჩუქარი
476,Spiel::N,खेल,თამაში
477,Spiel::N,क्रीड़ा,თამაში
478,Gesellschaft::N,साथ,საზოგადოება
479,Hilfe::N,मदद,შველა
480,Hilfe::N,मदद,დახმარება
481,Hilfe::N,सहायता,შველა
482,Hilfe::N,सहायता,დახმარება
483,Freund::N,मित्र,მეგობარი
484,Kamerad::N,साथी,ამხანაგი
485,Kamerad::N,कामरेड,ამხანაგი
486,Angelegenheit::N,बात,საქმე
487,Angelegenheit::N,मामला,საქმე
488,Anzahl::N,तादाद,ოდენობა
489,Anzahl::N,संख्या,ოდენობა
490,Art::N,तरह,სახეობა
491,Art::N,क़िस्म,სახეობა
492,Stück::N,फाँक,ნატეხი
493,Stück::N,टुकड़ा,ნატეხი
494,Teil::N,भाग,წილი
495,Teil::N,हिस्सा,წილი
496,Hälfte::N,अर्धभाग,ნახევარი
497,Kreis::N,चक्कर,წრე
498,Kreuz::N,सलीब,ჯვარი
499,Kreuz::N,क्रूस,ჯვარი
500,Linie::N,लाइन,ხაზი
501,Strich::N,लकीर,შტრიხი
502,Abstand::N,अंतर,მანძილი
503,Abstand::N,फ़ासला,მანძილი
504,Entfernung::N,दूरी,სიშორე
505,Entfernung::N,फ़ासला,სიშორე
506,Gegend::N,इलाक़ा,არე
507,Gegend::N,इलाक़ा,მხარე
508,Platz::N,जगह,ფართობი
509,Platz::N,स्थान,ფართობი
510,Ort::N,स्थल,ადგილი
511,Ort::N,स्थान,ადგილი
512,Seite::N,ओर,მხარე
513,Seite::N,तरफ़,მხარე
514,Mitte::N,बीच,შუა
515,Mitte::N,मध्य,შუა
516,Gegenstand::N,चीज़,საგანი
517,Gegenstand::N,पदार्थ,საგანი
518,Sache::N,चीज़,ნივთი
519,Sache::N,वस्तु,ნივთი
520,Rand::N,छोर,კიდე
521,Rand::N,उपांत,კიდე
522,Kante::N,कोर,ნაწიბული
523,Kante::N,किनारा,ნაწიბული
524,Ecke::N,कोना,კუთხე
525,Ecke::N,नुक्कड़,კუთხე
526,Spitze::N,नोक,წვეტი
527,Ende::N,छोर,ბოლო
528,Ende::N,सिरा,ბოლო
529,Loch::N,छेद,ხვრელი
530,Loch::N,सूराख़,ხვრელი
531,Winkel::N,कोण,კუთხე
532,Winkel::N,कोना,კუთხე
533,Muster::N,नमूना,მოხატულობა
534,Muster::N,डिज़ाइन,მოხატულობა
535,Größe::N,परिमाण,ზომა
536,Größe::N,परिमाण,სიდიდე
537,Größe::N,विस्तार,ზომა
538,Größe::N,विस्तार,სიდიდე
539,Länge::N,लंबाई,სიგრძე
540,Höhe::N,ऊँचाई,სიმაღლე
541,Höhe::N,उच्चता,სიმაღლე
542,Gewicht::N,भार,წონა
543,Gewicht::N,वज़न,წონა
544,Menge::N,मात्रा,რაოდენობა
545,Haufen::N,ढेर,გროვა
546,Haufen::N,अंबार,გროვა
547,Reihe::N,क़तार,რიგი
548,Reihe::N,क़तार,წყება
549,Reihe::N,पंक्ति,რიგი
550,Reihe::N,पंक्ति,წყება
551,Boot::N,नाव,გემი
552,Boot::N,नौका,გემი
553,Ruder::N,चप्पू,ხოფი
554,Ruder::N,चप्पू,ნიჩაბი
555,Schlitten::N,बर्फ़-गाड़ी,მარხილი
556,Ski::N,स्की,თხილამური
557,Lagerfeuer::N,अलाव,კოცონი
558,Lagerfeuer::N,कैंप-फ़ायर,კოცონი
559,Last::N,भार,ტვირთი
560,Gang::N,चाल,სვლა
561,Schritt::N,डग,ბიჯი
562,Schritt::N,क़दम,ბიჯი
563,Norden::N,उत्तर,ჩრდილოეთი
564,Süden::N,दक्खिन,სამხრეთი
565,Westen::N,पश्चिम,დასავლეთი
566,Osten::N,पूरब,აღმოსავლეთი
567,Holz::N,काठ,ხე
568,Holz::N,काष्ठ,ხე
569,Brett::N,पटरा,დაფა
570,Brett::N,पटरा,ფიცარი
571,Brett::N,तख़्ता,დაფა
572,Brett::N,तख़्ता,ფიცარი
573,Platte::N,फलक,თლილი ქვა
574,Platte::N,तख़्ता,თლილი ქვა
575,Stütze::N,टेक,საყრდენი
576,Stütze::N,थूनी,საყრდენი
577,Stange::N,छड़,ჭოკი
578,Stange::N,बाँस,ჭოკი
579,Stock::N,लाठी,კეტი
580,Stab::N,लग्गा,ლატანი
581,Rohr::N,नल,მილაკი
582,Haus::N,घर,სახლი
583,Haus::N,मकान,სახლი
584,Heim::N,घर,ოჯახის კერა
585,Heim::N,गृह,ოჯახის კერა
586,Ofen::N,चूल्हा,ღუმელი
587,Fußboden::N,फ़र्श,იატაკი
588,Tisch::N,मेज़,სუფრა
589,Tisch::N,मेज़,მაგიდა
590,Stuhl::N,कुरसी,სკამი
591,Wiege::N,पालना,აკვანი
592,Wiege::N,हिंडोला,აკვანი
593,Bett::N,खाट,საწოლი
594,Bett::N,खाट,სარეცელი
595,Bett::N,पलंग,საწოლი
596,Bett::N,पलंग,სარეცელი
597,Regal::N,शेल्फ़,თაროები
598,Kiste::N,पेटी,ყუთი
599,Kiste::N,पेटी,სკივრი
600,Kiste::N,डिब्बा,ყუთი
601,Kiste::N,डिब्बा,სკივრი
602,Fenster::N,खिड़की,ფანჯარა
603,Fenster::N,खिड़की,სარკმელი
604,Tür::N,द्वार,ბჭე
605,Tür::N,द्वार,კარი
606,Tür::N,दरवाज़ा,ბჭე
607,Tür::N,दरवाज़ा,კარი
608,Tor::N,फाटक,ჭიშკარი
609,Zaun::N,बाड़ा,ღობე
610,Zaun::N,बाड़ा,გალავანი
611,Dach::N,छत,სახურავი
612,Dach::N,छप्पर,სახურავი
613,Leiter::N,सीढ़ी,კიბე
614,Besen::N,झाड़ू,ცოცხი
615,Besen::N,बुहारी,ცოცხი
616,Spaten::N,कुदाल,ნიჩაბი
617,Schaufel::N,बेलचा,ბარი
618,Schaufel::N,फावड़ा,ბარი
619,Gabel::N,काँटा,ჩანგალი
620,Löffel::N,चम्मच,კოვზი
621,Messer::N,छुरा,დანა
622,Messer::N,चाक़ू,დანა
623,Nagel::N,कील,ლურსმანი
624,Nagel::N,मेख़,ლურსმანი
625,Netz::N,जाल,ბადე
626,Haken::N,अंकुश,კავი
627,Haken::N,अंकुश,კაუჭი
628,Griff::N,मूठ,ტარი
629,Griff::N,हत्था,ტარი
630,Schloss::N,ताला,კლიტე
631,Schloss::N,ताला,საკეტი
632,Bild::N,चित्र,სურათი
633,Figur::N,मूर्ति,ფიგურა
634,Puppe::N,पुतली,თოჯინა
635,Puppe::N,गुड़िया,თოჯინა
636,Beutel::N,झोला,პარკი
637,Bündel::N,पुलिंदा,გალა
638,Bündel::N,पुलिंदा,ასხმა
639,Tasche::N,बेग,ჩანთა
640,Tasche::N,बस्ता,ჩანთა
641,Eimer::N,बाल्टी,ჩამჩა
642,Deckel::N,ढक्कन,ხუფი
643,Deckel::N,ढक्कन,სარქველი
644,Geschirr::N,बरतन-भाँड़े,ჭურჭელი
645,Sack::N,बोरा,ტომარა
646,Tasse::N,प्याला,ფინჯანი
647,Topf::N,देग़चा,ქოთანი
648,Kessel::N,देग़,ქვაბი
649,Kessel::N,बटलोई,ქვაბი
650,Essen::N,खाना,ჭამა
651,Nahrung::N,भोजन,საზრდო
652,Nahrung::N,भोजन,საკვები
653,Speise::N,खाना,საჭმელი
654,Speise::N,व्यंजन,საჭმელი
655,Fleisch::N,मांस,ხორცი
656,Fleisch::N,गोश्त,ხორცი
657,Getreide::N,अनाज,მარცვლოვანი
658,Brei::N,भरता,ფაფა
659,Brei::N,दलिया,ფაფა
660,Brot::N,रोटी,პური
661,Scheibe::N,कतला,ნაჭერი
662,Fett::N,वसा,ქონი
663,Fett::N,वसा,ცხიმი
664,Fett::N,चरबी,ქონი
665,Fett::N,चरबी,ცხიმი
666,Butter::N,मक्खन,კარაქი
667,Öl::N,तेल,ზეთი
668,Salz::N,नमक,მარილი
669,Suppe::N,सूप,სუფი
670,Suppe::N,शोरबा,სუფი
671,Honig::N,शहद,თაფლი
672,Milch::N,दूध,რძე
673,Tee::N,चाय,ჩაი
674,Leder::N,चमड़ा,ტყავი
675,Wolle::N,ऊन,მატყლი
676,Stoff::N,कपड़ा,ქსოვილი
677,Nadel::N,सूई,ნემსი
678,Faden::N,डोरा,ძაფი
679,Faden::N,डोरा,მკედი
680,Knopf::N,बटन,ღილი
681,Knopf::N,घुंडी,ღილი
682,Knoten::N,गाँठ,ნასკვი
683,Knoten::N,गुत्थी,ნასკვი
684,Farbe::N,रंग,საღებავი
685,Farbe::N,वर्ण,საღებავი
686,Kleidung::N,पहनावा,ტანსაცმელი
687,Hemd::N,कुरता,ხალათი
688,Hemd::N,कुरता,პერანგი
