,Concept_ID,kn,lez
558,leer::A,ಖಾಲಿ,ичӏи
559,offen::A,ಮುಚ್ಚಲ್ಲದ,ахъа
560,geschlossen::A,ಮುಚ್ಚಿದ,кӏеви
561,sauber::A,ಶುದ್ಧ,михьи
562,schmutzig::A,ಅಶುದ್ಧ,чиркин
563,schmutzig::A,ಅಶುದ್ಧ,кьацӏай
564,roh::A,ಹಸಿ,чиг
565,roh::A,ಹಸಿ,ицӏи
566,reif::A,ಹಣ್ಣಾದ,дигмиш хьайи
567,lecker::A,ಗುಚಿಕರ,дадлу
568,süß::A,ಸಿಹಿ,ширин
569,bitter::A,ಕಹಿ,туькьуьл
570,sauer::A,ಹುಳಿಯಾದ,цуру
571,hell::A,ಹೊಳೆಯುವ,экуь
572,dunkel::A,ಮಬ್ಬಾದ,мичӏи
573,schwarz::A,ಕಪ್ಪು,чӏулав
574,weiß::A,ಬಿಳಿಯ,лацу
575,rot::A,ಕೆಂಪು,яру
576,gelb::A,ಹಳದಯ,хъипи
577,blau::A,ನೀಲ,вили
578,grün::A,ಕಾಯಾದ,къацу
579,grau::A,ಬೂದುಬಣ್ಣದ,рехи
580,bunt::A,ವರ್ಣರಂಜಿತ,цӏару
581,bunt::A,ವರ್ಣರಂಜಿತ,яру-цӏару
582,billig::A,ಅಗ್ಗ,ужуз
583,teuer::A,ದುಬಾರಿಯಾದ,багьа
584,wertvoll::A,ಅಮೂಲ್ಯ,масан
585,blind::A,ಅಂಧ,буьркьуь
586,taub::A,ಕಿವುಡಾದ,биши
587,kräftig::A,ಪ್ರಬಲ,гужлу
588,stark::A,ಶಕ್ತಿವಂತ,къуватлу
589,schwach::A,ದುರ್ಬಲ,такьатсуз
590,fett::A,ಕೊಬ್ಬಿದ,куьк
591,schlank::A,ತೆಳ್ಳಗಿನ,шумал
592,hübsch::A,ಅಂದವಾದ,гуьрчег
593,böse::A,ಕೆಟ್ಟ,пис
594,dumm::A,ಮಂದ,ахмакь
595,faul::A,ಆಲಸ,тенпел
596,fleißig::A,ಕಡಗುವ,сяй ийидай
597,fleißig::A,ಕಡಗುವ,сяйи ийидай
598,geizig::A,ಜುಗ್ಗ,мискьи
599,klug::A,ಚತುರ,акьуллу
600,geschickt::A,ದಕ್ಷ,магьир
601,lieb::A,ಪ್ರಿಯ,играми
602,lustig::A,ಖುಷಿಯಾದ,шад
603,sanft::A,ಸೌಮ್ಯ,назик
604,sanft::A,ಸೌಮ್ಯ,милайим
605,hungrig::A,ಹಸಿದ,гишин
606,krank::A,ಅಸ್ವಸ್ಥ,кефсуз
607,nackt::A,ನಗ್ನ,кьецӏил
608,traurig::A,ದುಃಖಿತ,пашман
609,lebendig::A,ಜೀವಂತ,ччан алай
610,gut::A,ಒಳ್ಳೆಯ,хъсан
611,gut::A,ಒಳ್ಳೆಯ,вижевай
612,schlecht::A,ದುಷ್ಟ,пис
613,richtig::A,ಸರಿ,дуьз
614,schlimm::A,ಅಸಹ್ಯ,нифретлу
615,wahr::A,ನಿಜ,гьакъикъи
616,alt::A,ಮುದಿ,эски
617,alt::A,ಮುದಿ,куьгьне
618,neu::A,ಹೊಸ,цӏийи
619,ehemalig::A,ಮಾಜೀ,виликан
620,alt[Lebewesen]::A,ವೃದ್ಧ,кьуьзуь
621,jung::A,ಎಳ,жегьил
622,arm::A,ಬಡ,кесиб
623,reich::A,ಶ್ರೀಮಂತ,девлетлу
624,bekannt::A,ಅಪ್ತ,чидай
625,berühmt::A,ಪ್ರಸಿದ್ಧ,машгьур
626,fremd::A,ಪರಕೀಯ,ччара
627,verschieden::A,ಬೇರೆ,жуьреба-жуьре
628,nah::A,ಹತ್ತಿರವಾದ,мукьвал
629,fern::A,ದೂರದ,яргъал
630,linker::A,ಎಡ,чапла
631,rechter::A,ಬಲ,эрчӏи
632,anderer::A,ಇತರ,маса
633,anderer::A,ಇತರ,муькуь
634,erster::A,ಪ್ರಥಮ,сад лагьай
635,zweiter::A,ದ್ವಿತೀಯ,кьвед лагьай
636,dritter::A,ಮೂರನೆಯಜಗತ್ತು,пуд лагьай
637,letzter::A,ಅಂತ್ಯ,эхиримжи
638,allein::ADV,ಒಬ್ಬನೇ,кьилди
639,auf einmal::ADV,ಒಡನೆ,
640,zusammen::ADV,ಒಟ್ಟಿಗೆ,санал
641,lange::ADV,ದೀರ್ಘ,яргъалди
642,plötzlich::ADV,ಅನಾಮತ್ತು,садлагьана
643,sofort::ADV,ಜಾಗ್ರತೆ,гьасятда
644,später::ADV,ತರುವಾಯ,гуьгъуьнлай
645,jetzt::ADV,ಈಗ,гила
646,heute::ADV,ಇಂದು,къе
647,morgen::ADV,ನಾಳೆ,пака
648,bald::ADV,ಬೇಗ,мукьва
649,bald::ADV,ಬೇಗ,мукьвара
650,dann::ADV,ಆಗ,ахпа
651,gestern::ADV,ನಿನ್ನೆ,накь
652,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,садра
653,damals::ADV,ಆಗ,а чӏавуз
654,danach::ADV,ಆಮೇಲೆ,ахпа
655,vorher::ADV,ಮುಂಚೆ,вилик
656,zuerst::ADV,ಮೊದಲಿಗೆ,сифте
657,einmal::ADV,ಒಮ್ಮೆ,садра
658,manchmal::ADV,ಆಗಾಗ,гагь-гагь
659,oft::ADV,ಅನೇಕಸಲ,гзаф вахтара
660,immer::ADV,ಯಾವಾಗಲೂ,гьамиша
661,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,са чӏавузни
662,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,са вахтундани
663,hier::ADV,ಇಲ್ಲಿ,ина
664,hierhin::ADV,ಇತ್ತ,иниз
665,von hier::ADV,ಇಲ್ಲಿಂದ,инай
666,dort::ADV,ಅಲ್ಲಿ,ана
667,dorthin::ADV,ಅಲ್ಲಿಗೆ,аниз
668,geradeaus::ADV,ಸೀದಾ,дуьз
669,vorwärts::ADV,ಮುನ್ನೆಡೆವ,вилик
670,vorwärts::ADV,ಮುನ್ನೆಡೆವ,виликди
671,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,кьулухъ
672,zurück::ADV,ಹಿಂದಕ್ಕೆ,
673,unten::ADV,ಕೆಳಗೆ,агъада
674,hinab::ADV,ಕೆಳಕ್ಕೆ,агъуз
675,oben::ADV,ಮೇಲೆ,винел
676,hinauf::ADV,ಮೇಲಕ್ಕೆ,виниз
677,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,вирина
678,nicht::ADV,ಇಲ್ಲ,ваъ
679,nicht::ADV,ಅಲ್ಲ,ваъ
680,ein wenig::ADV,ತುಸು,са тӏимил
681,kaum::ADV,ಕಠಿನವಾಗಿ,жизви
682,sehr::ADV,ಬಹು,лап
683,so::ADV,ಅಷ್ಟು,икӏ
684,noch::ADV,ಇನ್ನು,гьеле
685,nur::ADV,ಕೇವಲ,анжах
686,schon::ADV,ಆಗಲೇ,хъувуна
687,schon::ADV,ಆಗಲೇ,мадни дардиз
688,schon::ADV,ಆಗಲೇ,мадни гуьтӏуьз
689,schon::ADV,ಆಗಲೇ,мадни гуьтӏуь я
690,wieder::ADV,ಪುನಃ,
691,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,нагьакь
692,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,нагьакьа
693,vor::PRP,ಮುಂದೆ,вилик
694,hinter::PRP,ಹಿಂದ,кьулухъ
695,unter::PRP,ಕೆಳ,кӏаник
696,durch::PRP,ನೇರವಾಗಿ,арадай
697,durch::PRP,ನೇರವಾಗಿ,-кай хкатна
698,neben::PRP,ಅಧರ ಬಲಿಕ,патав
699,neben::PRP,ಅಧರ ಬಲಿಕ,мукьув
700,zwischen::PRP,ನಡುವೆ,ара
701,zwischen::PRP,ನಡುವೆ,арада
702,wegen::PRP,ಅಧಕ್ಕಗಿ,гъиляй
703,dies::PRN,ಈ,и
704,dies::PRN,ಈ,им
705,das::PRN,ಅದು,а
706,das::PRN,ಅದು,ам
707,alles::PRN,ಎಲ್ಲ,вири
708,alles::PRN,ಎಲ್ಲ,михьиз
709,ich::PRN,ನಾನು,за
710,ich::PRN,ನಾನು,зун
711,du::PRN,ನೀನು,вун
712,er::PRN,ಅವನು,ам
713,er::PRN,ಅವನು,гьа
714,er::PRN,ಇವನು,ам
715,er::PRN,ಇವನು,гьа
716,wir::PRN,ನಾವು,чун
717,ihr::PRN,ನೀವು,куьн
718,sie::PRN,ಅವರು,абур
719,was::FPRN,ಏನು,вуч
720,wer::FPRN,ಯಾರಿಗೆ,вуж
721,wo::FADV,ಎಲ್ಲಿ,гьина
722,wohin::FADV,ಎಲ್ಲಿಗೆ,гьиниз
723,wie::FADV,ಹೇಗೆ,гьикӏ
724,warum::FADV,ಏಕೆ,вучиз
725,wieviel::FNUM,ಎಷ್ಟು,шумуд
726,eins::NUM,ಒಂದು,са
727,zwei::NUM,ಎರಡು,кьвед
728,drei::NUM,ಮೂರು,пуд
729,vier::NUM,ನಾಲ್ಕು,кьуд
730,fünf::NUM,ಅಯ್ದು,вад
731,sechs::NUM,ಆರು,ругуд
732,sieben::NUM,ಏಳು,ирид
733,acht::NUM,ಎಂಟು,муьжуьд
734,neun::NUM,ಒಂಭಬತ್ತು,кӏуьд
735,zehn::NUM,ಹತ್ತು,цӏуд
736,elf::NUM,ಹನ್ನೊಂದು,цӏусад
737,zwölf::NUM,ಹನ್ನೆರಡು,цӏикьвед
738,zwanzig::NUM,ಇಪ್ಪತ್ತು,къад
739,dreißig::NUM,ಮೂವತ್ತು,къанницӏуд
740,vierzig::NUM,ನಲವತ್ತು,яхцӏур
741,fünfzig::NUM,ಐವತ್ತು,яхцӏурни цӏуд
742,sechzig::NUM,ಅರುವತ್ತು,пудкъад
743,siebzig::NUM,ಎಪ್ಪತ್ತು,пудкъанни цӏуд
744,achtzig::NUM,ಎಂಬತ್ತು,кьудкъад
745,neunzig::NUM,ತೊಂಬತ್ತು,кьудкъанни цӏуд
746,hundert::NUM,ನೂರು,виш
747,tausend::NUM,ಸಾವಿರ,агъзур
748,und::CNJ,ಮತ್ತು,ва
749,oder::CNJ,ಅಥವಾ,я
750,stehen::V,ನಿಲ್ಲು,акъвазун
751,sitzen::V,ಕುಳ್ಳಿರು,ацукьун
752,liegen::V,ಮಲಗಿಕೊ,къаткун
753,hängen::V,ಇಳಿಯಬಿಡು,куьрс хьун
754,werden::V,ಆಗು,хьун
755,passieren::V,ಆಗು,хьун
756,beginnen::V,ಆರಂಭಿಸು,башламиш хьун
757,enden::V,ಕೊನೆಗಾಣು,куьтягь хьун
758,wechseln::V,ಮಾರ್ಪಡಿಸು,дегиш хьун
759,aufgehen[Sonne]::V,ಮೂಡು,экъечӏун
760,untergehen[Sonne]::V,ಮುಳುಗು,акӏун
761,scheinen[Sonne]::V,ಹೊಳೆ,ишигь гун
762,donnern::V,ಗುಡುಗಾಗು,къукърумар авун
763,wehen::V,ತೀಡು,
764,strömen::V,ಹರಿ,авахьун
765,fließen::V,ಹರಿ,авахьун
766,sich drehen::V,ಸುತ್ತು,элкъуьн
767,schwanken::V,ಓಲಾಡು,юзун
768,schwingen::V,ತೂಗು,галтад хьун
769,fallen::V,ಉದುರು,аватун
770,brennen::V,ಉರಿ,кун
771,brennen::V,ಉರಿ,ккун
772,rauchen::V,ಹೊಗೆಬಿಡು,
773,regnen::V,ಸುರಿ,къун
774,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,муркӏади кьун
775,tauen::V,ಬೆಚ್ಚಗಾಗು,цӏурун
776,schmelzen::V,ಕರಗು,цӏурун
777,trocknen::V,ಒಣಗು,кьурун
778,sieden::V,ಕುದಿ,ругун
779,faulen::V,ಕೊಳೆ,кутӏун
780,verfaulen::V,ನಶಿಸು,чуьруьтмиш хьун
781,verfaulen::V,ನಶಿಸು,кутӏун
782,reißen::V,ಒಡೆ,атӏун
783,reißen::V,ಒಡೆ,къазунун
784,versinken::V,ಮುಳುಗು,батмиш хьун
785,vergehen::V,ಸಾಗು,алатун
786,erscheinen::V,ತೋರು,майдандиз акъатун
787,verschwinden::V,ಮಾಯವಾಗು,квахьун
788,sinken::V,ಕುಸಿ,элекьун
789,abnehmen::V,ತಗ್ಗು,тӏимил хьун
790,abnehmen::V,ತಗ್ಗು,гъвечӏи хьун
791,zunehmen::V,ಬೆಳೆ,артух хьун
792,steigen::V,ಉಬ್ಬು,хкаж хьун
793,wachsen::V,ಬೆಳೆ,экъечӏун
794,glänzen::V,ಮಿರುಗು,цӏарцӏар гун
795,funkeln::V,ಮಿನುಗು,нур гун
796,lärmen::V,ಶಬ್ದ ಮಾಡಲು,ван авун
797,läuten::V,ಬಾರಿಸು,зенг ягъун
798,klingeln::V,ಅನುರಣಿಸು,зенг ягъун
799,klirren::V,ಕಿಣಿಕಿಣಿಸು,зигринг авун
800,brausen::V,ಅಬ್ಬರಿಸು,къати хьун
801,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,вишриш авун
802,klingen::V,ಉಸಿರು,ван авун
803,bellen::V,ಬಗುಳು,элуькьун
804,heulen::V,ಅರಚು,къув ягъун
805,blasen::V,ಗಾಳಿ ಊದು,уф гун
806,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,уьфт ягъун
807,schreien::V,ಕರೆ,гьараюн
808,stöhnen::V,ನರಳು,суза авун
809,zittern::V,ನಡುಗು,зурзун
810,leben::V,ಇರು,яшамиш хьун
811,geboren werden::V,ಉಂಟಾಗು,хьун
812,atmen::V,ಉಸಿರು,нефес чӏугун
813,trinken::V,ಕುಡಿ,хъун
814,essen::V,ತಿನ್ನು,тӏуьн
815,schlucken::V,ನುಂಗು,туькьуьнун
816,müde werden::V,ಬಳಲು,галатун
817,müde werden::V,ಬಳಲು,юргъун хьун
818,einschlafen::V,ನಿದ್ಧೆಹೋಗು,ксун
819,schlafen::V,ನಿದ್ರಿಸು,ксун
820,aufwachen::V,ಏಳು,ахварай аватун
821,aufstehen::V,ಏಳು,къарагъун
822,sich erholen::V,ಸುಧಾರಿಸು,ял ягъун
823,krank werden::V,ಬೇನೆಬೀಳು,кефсуз хьун
824,krank sein::V,ಕೆಟ್ಟ ಎಂದು,тӏа хьун
825,schmerzen::V,ಕಚ್ಚು,тӏа хьун
826,husten::V,ಕೆಮ್ಮು,уьгьуь ягъун
827,genesen::V,ಮತ್ತೆಹೊದಿಸು,сагъ хъхьун
828,sterben::V,ಮೃತಪಡು,кьин
829,umkommen::V,ಹಾಳಾಗು,терг хьун
830,sich bewegen::V,ಚಲಿಸು,юзун
831,sich rühren::V,ಕದಲು,юзун
832,sich erheben::V,ಏಳು,къарагъун
833,sich setzen::V,ಕೂರು,ацукьун
834,hinfallen::V,ಬೀಳು,алукьун
835,laufen::V,ನಡೆ,къекъуьн
836,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,ккамар къачун
837,spazierengehen::V,ವಿಹರಿಸು,сейр авун
838,eilen::V,ಮುನ್ನುಗ್ಗು,тади авун
839,sich beeilen::V,ಆತುರಪಡು,гьерекатун
840,sausen::V,ಒಗೆ,чкурун
841,rennen::V,ಓಡು,катун
842,rennen::V,ಓಡು,зверун
843,springen::V,ಜಿಗಿ,хкадарун
844,klettern::V,ಏರು,акьахун
845,schaukeln::V,ತೂಗು,
846,kriechen::V,ತೆವಳು,капаралди фин
847,schwimmen::V,ಈಜು,сирнав авун
848,tauchen::V,ಕೆಳಗಿಳಿ,кьилихъди циз вегьин
849,rudern::V,ಸಾಗಿಸು,кьусуйралди лодка гьалун
850,rudern::V,ಸಾಗಿಸು,цуьруьгъуьлдалди кӏватӏун
851,fahren::V,ನಡೆಸು,фин
852,fliegen::V,ಹಾರು,лув гун
853,fliegen::V,ಹಾರು,цавай фин
854,gehen::V,ಹೋಗು,фин
855,weggehen::V,ಹೊರಡು,хъфин
856,abfahren::V,ತೆರಳು,фин
857,abfahren::V,ತೆರಳು,рекье гьатун
858,anhalten::V,ನಿಲ್ಲು,акъвазун
859,hineingehen::V,ಒಳಹೊಗು,гьахьун
860,eintreten::V,ಒಳಹೊಗು,гьахьун
861,kommen::V,ಬರು,атун
862,ankommen::V,ಬರು,атун
863,zurückkommen::V,ಹಿಂದಿರುಗು,хтун
864,bleiben::V,ಇರು,амукьун
865,warten::V,ಇರು,гуьзлемишун
866,erwarten::V,ನಿರೀಕ್ಷಿಸು,вил алаз акъвазун
867,suchen::V,ಹುಡುಕು,къекъуьн
868,finden::V,ಕಂಡುಕೊ,жугъун
869,versuchen::V,ಪ್ರಯತ್ನಿಸು,алахъун
870,vorbereiten::V,ಸಿದ್ಧವಾಗು,гьазурун
871,lieben::V,ಪ್ರೀತಿಸು,кӏан хьун
872,mögen::V,ಇಷ್ಟಪಡು,рикӏ ацукьун
873,lachen::V,ನಗು,хъуьруьн
874,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,
875,weinen::V,ಅಳು,шехьун
876,schimpfen::V,ಗೊಣಗು,сеперар гун
877,schimpfen::V,ಗೊಣಗು,экъуьгъунар авун
878,sich ärgern::V,ಗಣಗಾಡು,хъел акатун
879,sich fürchten::V,ನಡುಗು,кичӏе хьун
880,fürchten::V,ಹೆದರು,къурхутмиш хьун
881,fliehen::V,ಓಡಿಹೋಗು,катун
882,flüchten::V,ಪಾರಾಗು,катун
883,sehen::V,ಕಾಣು,акун
884,anschauen::V,ನೋಡು,вил вегьин
885,ansehen::V,ನಿರೀಕ್ಷಿಸು,килигун
886,hören::V,ಕೇಳು,ван хьун
887,zuhören::V,ಆಲಿಸು,яб гун
888,probieren::V,ರುಚಿ ನೋಡು,дад акун
889,riechen::V,ಮೂಸು,ни чӏугун
890,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,гьисс авун
891,scheinen::V,ತೋರು,
892,zu sehen sein::V,ಕಾಣಿಸು,
893,vernehmen::V,ಕೇಳು,
894,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,кьун
895,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,мекьи хьун
896,tun::V,ಮಾಡು,авун
897,können::V,ಮಾಡಬಲ್ಲ,хьун
898,können::V,ಮಾಡಬಲ್ಲ,акъакьун
899,wollen::V,ಬಯಸು,кӏан хьун
900,anfangen::V,ಪ್ರಾರಂಭಿಸು,башламишун
901,beenden::V,ನಿಲ್ಲಿಸು,куьтягьун
902,aufhören::V,ಮುಗಿಸು,акъвазун
903,gelingen::V,ಯಶಸ್ವಿಯಾಗು,арадал атун
904,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,акъатун
905,öffnen::V,ತೆರೆ,ахъаюн
906,schließen::V,ಮುಚ್ಚು,акьалун
907,stellen::V,ಇಕ್ಕು,эцигун
908,setzen::V,ಇಡು,ацукьарун
909,legen::V,ಇಡು,эцигун
910,berühren::V,ತಾಕು,хкӏурун
911,verbinden::V,ಕೂಡಿಸು,гилигун
912,bedecken::V,ಮುಚ್ಚು,кӏевун
913,aufhängen::V,ತೂಗುಹಾಕು,куьрсарун
914,anzünden::V,ಹತ್ತಿಸು,куькӏуьрун
915,aufheben::V,ಆಯಿ,хкажун
916,zurücklassen::V,ಬಿಡು,тун
917,verlieren::V,ಕಳೆ,квадарун
918,fallen lassen::V,ಬೀಳಿಸು,авадрун
919,machen::V,ಮಾಡು,авун
920,machen::V,ಮಾಡು,кар авун
921,herstellen::V,ತಯಾರಿಸು,расун
922,bauen::V,ಕಟ್ಟು,туькӏуьрун
923,reparieren::V,ಸರಿಪಡಿಸು,расун
924,verbessern::V,ತಿದ್ದು,хъсанрун
925,ändern::V,ಬದಲಾಯಿಸು,табдил авун
926,graben::V,ಅಗೆ,эгъуьнун
927,beugen::V,ಬಗ್ಗಿಸು,акӏажарун
928,beugen::V,ಬಗ್ಗಿಸು,кангур авун
929,biegen::V,ಬಗ್ಗಿಸು,патахъарун
930,drehen::V,ತಿರುಗು,алчударун
931,wenden::V,ತಿರುಗು,
932,umdrehen::V,ತಿರುಗಿಸು,элкъуьрун
933,heben::V,ಎತ್ತು,хкажун
934,hochheben::V,ಎತ್ತು,хкажун
935,ergreifen::V,ಆಕ್ರಮಿಸು,агалчна кьун
936,halten::V,ಹಿಡಿ,кьун
937,drücken::V,ಒತ್ತು,чуькьуьн
938,schieben::V,ನೂಕು,хуртӏ гун
939,kratzen::V,ತರಚಿಕೊಳ್ಳು,къадгъунун
940,lecken::V,ನೆಕ್ಕು,мез гун
941,beißen::V,ಕಚ್ಚು,кӏасун
942,abreißen::V,ಹರಿ,галудун
943,abschneiden::V,ಕತ್ತರಿಸು,атӏун
944,binden::V,ಕಟ್ಟು,
945,stecken::V,ಸಿಕ್ಕಿಸು,сухун
946,brechen::V,ಮುರಿ,хун
947,brechen::V,ಮುರಿ,кукӏварун
948,klopfen::V,ತಟ್ಟು,тахъ-тахъ авун
949,hauen::V,ಹೊಡೆ,ягъун
950,kleben::V,ಅಂಟಿಸು,алкӏурун
951,kleben::V,ಅಂಟಿಸು,кукӏурун
952,reiben::V,ಉಜ್ಜು,тӏушунун
953,streichen::V,ಹರಡು,алтадун
954,schleifen::V,ಮಸೆ,кӏвенкӏв авун
955,schneiden::V,ಕತ್ತರಿಸು,атӏун
956,rütteln::V,ಕುಲುಕಿಸು,къарсурун
957,schütteln::V,ಅಲುಗಿಸು,къарсурун
958,schwenken::V,ತೂಗಾಡು,элягъун
959,schwenken::V,ತೂಗಾಡು,галтадун
960,schütten::V,ಎರೆ,цун
961,füllen::V,ತುಂಬಿಸು,ацӏурун
962,einwickeln::V,ಹೊದಿಸು,кутун
963,einwickeln::V,ಹೊದಿಸು,элкъуьрун
964,tragen::V,ಹೊರು,тухун
965,schleppen::V,ಜಗ್ಗು,галчӏурун
966,ziehen::V,ಎಳೆ,ялун
967,ziehen::V,ಎಳೆ,чӏугун
968,aufbewahren::V,ಇಟ್ಟುಕೊ,хуьн
969,werfen::V,ಎಸೆ,гадрун
970,fangen::V,ಹಿಡಿ,кьун
971,packen::V,ಸೆಳೆ,кьун
972,verstecken::V,ಮುಚ್ಚಿಡು,кӏевун
973,teilen::V,ವಿಭಜಿಸು,паюн
974,schicken::V,ಕಳುಹಿಸು,ракъурун
975,bringen::V,ತರು,гъун
976,hinzufügen::V,ಕೂಡಿಸು,алава авун
977,bekommen::V,ಸಂಪಾದಿಸು,къачун
978,bekommen::V,ಸಂಪಾದಿಸು,жугъурун
979,erhalten::V,ಪಡೆ,къачун
980,nehmen::V,ಹಿಡಿ,къачун
981,wählen::V,ಆರಿಸು,хкягъун
982,auswählen::V,ಆಯಿ,хкягъун
983,bewahren::V,ರಕ್ಷಿಸಿಡು,хуьн
984,behindern::V,ಅಡ್ಡಿಮಾಡು,манийвал авун
985,verderben::V,ಕೆಡಿಸು,чӏурун
986,beschädigen::V,ಹಾಳುಮಾಡು,нукьсанвал гун
987,zerbrechen::V,ಮುರಿ,хун
988,zerreißen::V,ಸೀಳು,къазунун
989,zerstören::V,ಅಳಿಸು,чӏурун
990,zerstören::V,ಅಳಿಸು,барбатӏун
991,verbrennen::V,ಸುಡು,ккун
992,geben::V,ಕೊಡು,гун
993,reichen::V,ಕೊಡು,вугун
994,reichen::V,ಕೊಡು,гун
995,schenken::V,ಅರ್ಪಿಸು,пишкеш авун
996,versprechen::V,ವಾಗ್ದಾನಮಾಡು,гаф гун
997,wünschen::V,ಬಯಸು,дуьа авун
998,loben::V,ಹೊಗಳು,тариф авун
999,küssen::V,ಚುಂಬಿಸು,темен гун
1000,wiegen::V,ತೂಗು,эчӏягъун
1001,zudecken::V,ಹಾಸು,гьалдун
1002,wecken::V,ಎಬ್ಬಿಸು,ахварай авудун
1003,zeigen::V,ತೋರಿಸು,къалурун
1004,führen::V,ದಾರಿತೋರಿಸು,тухун
1005,lehren::V,ಕಲಿಸು,кӏелиз тун
1006,unterrichten::V,ಬೋಧಿಸು,тарс гун
1007,aufziehen::V,ಸಲಹು,тербия гун
1008,aufziehen::V,ಸಲಹು,тербияламишун
1009,leiten::V,ಮುಂದಾಳಾಗಿರು ,идара авун
1010,antreiben::V,ಓಡಿಸು,тади кутун
1011,lassen::V,ಮಾಡಲುಬಿಡು,
1012,einladen::V,ಆಹ್ವಾನಿಸು,теклиф авун
1013,vereinigen::V,ಒಂದಾಗು,сад авун
1014,besuchen::V,ಭೇಟಿಯಾಗು,кьилив атун
1015,treffen::V,ಸಂಧಿಸು,гьалтун
1016,sich versammeln::V,ನೆರೆ,алтӏушун
1017,spielen::V,ಆಡು,къугъун
1018,singen::V,ಹಾಡು,лугьун
1019,singen::V,ಹಾಡು,мани лугьун
1020,tanzen::V,ಕುಣಿ,кьуьл авун
1021,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,къакъатун
1022,verlassen::V,ಕಳೆ,гъил къачун
1023,retten::V,ರಕ್ಷಿಸು,къутармишун
1024,bewachen::V,ಕಾಪಾಡು,хуьн
1025,schützen::V,ಸಂರಕ್ಷಿಸು,хуьн
1026,verteidigen::V,ಕಾಪಿಡು,хуьн
1027,sich schlagen::V,ಕಿತ್ತಾಟ,кукӏун
1028,schießen::V,ಎಸೆ,акъатун
1029,siegen::V,ಗೆಲ್ಲು,гъалиб хьун
1030,ärgern::V,ರೇಗಿಸು,хъел гъун
1031,ärgern::V,ರೇಗಿಸು,хъел кутун
1032,schlagen::V,ಹೊಡೆ,ягъун
1033,schlagen::V,ಹೊಡೆ,галукьарун
1034,treten::V,ಒದೆ,кьуьл къекъягъун
1035,treten::V,ಒದೆ,кьуьл эцягъун
1036,stechen::V,ಚುಚ್ಚು,акьадарун
1037,stoßen::V,ತಳ್ಳು,эцягъун
1038,stehlen::V,ಕದಿ,чуьнуьхун
1039,stören::V,ಕತಕು,хкуьрун
1040,belästigen::V,ತೊಂದರೆ,хкуьрун
1041,belästigen::V,ತೊಂದರೆ,азият гун
1042,verbergen::V,ಮರೆಮಾಜು,далдаламишун
1043,täuschen::V,ಠಕ್ಕಿಸು,алцурарун
1044,täuschen::V,ಠಕ್ಕಿಸು,алцуррун
1045,betrügen::V,ವಂಚಿಸು,алцурарун
1046,betrügen::V,ವಂಚಿಸು,гьарамзадавал авун
1047,töten::V,ಕೊಲ್ಲು,яна кьин
1048,wohnen::V,ವಾಸಿಸು,дуланмиш хьун
1049,arbeiten::V,ಕೆಲಸ ಮಾಡು,кӏвалахун
1050,arbeiten::V,ಕೆಲಸ ಮಾಡು,кӏвалах авун
1051,sammeln::V,ಸಂಚಯಿಸು,кӏватӏун
1052,pflücken::V,ಬಿಡಿಸು,атӏун
1053,jagen::V,ಬೇಟೆಯಾಡು,гъуьрч авун
1054,fischen::V,ಮೀನು ಹಿಡಿ,гъетер кьун
1055,fassen::V,ಹಿಡಿ,кьун
1056,hüten::V,ಗುಂಪುಸೇರಿಸು,чӏура хуьн
1057,treiben::V,ದಬ್ಬು,гьалун
1058,anbinden::V,ಬಿಗಿ,акалун
1059,füttern::V,ಮೇಯಿಸು,ем гун
1060,melken::V,ಹಾಲು ಕರೆ,ацун
1061,hacken::V,ತುಂಡರಿಸು,куьткуьнун
1062,gießen::V,ನೀರುಹಾಕು,яд гун
1063,reifen::V,ಕಳಿ,чурун
1064,reifen::V,ಕಳಿ,агакьун
1065,zubereiten::V,ಅಡಿಗೆಮಾಡು,гьазурун
1066,kochen::V,ಅಡು,ругун
1067,backen::V,ಬೇಯಿಸು,чурун
1068,braten::V,ಕರಿ,чурун
1069,umrühren::V,ಕಲಕು,какадарун
1070,stricken::V,ಹೆಣೆ,хурун
1071,nähen::V,ಹೊಲಿ,цун
1072,färben::V,ಬಣ್ಣ ಹತ್ತು,шир ягъун
1073,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,михьун
