,Concept_ID,he,fa
201,Zwiebel::N,בצל,پیاز
202,Saat::N,זרעים,بذر
203,Korn::N,גרעין,تخم
204,Korn::N,גרעין,دانه
205,Heu::N,חציר,علف خشک
206,Schale::N,קלפה,پوست
207,Grube::N,בור,گودال
208,Grube::N,שוחה,گودال
209,Falle::N,מלכדת,دام
210,Schlinge::N,לולאה,حلقه
211,Spur::N,עקבה,رد
212,Asche::N,אפר,خاکستر
213,Dreck::N,זהמה,کثافت
214,Eisen::N,ברזל,آهن
215,Gold::N,זהב,زر
216,Gold::N,זהב,طلا
217,Silber::N,כסף,نقره
218,Kohle::N,פחם,زغال
219,Glas::N,זכוכית,شیشه
220,Lehm::N,חרסית,گل
221,Sand::N,חול,شن
222,Sand::N,חול,ماسه
223,Mensch::N,אדם,آدم
224,Mensch::N,אדם,انسان
225,Mann::N,איש,مرد
226,Mann::N,גבר,مرد
227,Frau::N,אשה,زن
228,Frau::N,גברת,زن
229,Kind::N,ילד,بچه
230,Kind::N,ילד,کودک
231,Junge::N,ילד,پسر
232,Mädchen::N,נערה,دختر
233,Familie::N,משפחה,فامیل
234,Familie::N,משפחה,خانواده
235,Großvater::N,סבא,پدربزرگ
236,Großmutter::N,סבתא,مادر‌بزرگ
237,Eltern::N,הורים,والدین
238,Eltern::N,הורים,پدر‌و‌مادر
239,Vater::N,אב,پدر
240,Mutter::N,אם,مادر
241,Sohn::N,בן,پسر
242,Tochter::N,בת,دختر
243,Bruder::N,אח,برادر
244,Schwester::N,אחות,خواهر
245,Onkel::N,דוד,عمو
246,Onkel::N,דוד,دایی
247,Tante::N,דודה,عمه
248,Tante::N,דודה,خاله
249,Ehemann::N,איש,همسر
250,Ehemann::N,בעל,همسر
251,Ehefrau::N,אשה,همسر
252,Freude::N,שמחה,شادی
253,Gelächter::N,צחוק,خنده
254,Gelächter::N,צחוק,قاه‌قاه
255,Glück::N,אשר,اقبال
256,Kummer::N,יגון,غم
257,Kummer::N,יגון,غصه
258,Kummer::N,עגמה,غم
259,Kummer::N,עגמה,غصه
260,Wunsch::N,אחול,آرزو
261,Wunsch::N,משאלה,آرزو
262,Lust::N,חשק,هوس
263,Lust::N,תשוקה,هوس
264,Geist::N,רוח,روح
265,Gedanke::N,מחשבה,فکر
266,Gedächtnis::N,זכרון,حافظه
267,Verstand::N,שכל,هوش
268,Sinn::N,מובן,معنا
269,Sinn::N,מובן,مفهوم
270,Sinn::N,משמעות,معنا
271,Sinn::N,משמעות,مفهوم
272,Grund::N,סבה,سبب
273,Grund::N,סבה,دلیل
274,Wahrheit::N,אמת,حقیقت
275,Gespräch::N,דיון,صحبت
276,Gespräch::N,דיון,گفتگو
277,Märchen::N,אגדה,قصه
278,Märchen::N,אגדה,افسانه
279,Erzählung::N,ספור,داستان
280,Nachricht::N,ידיעה,خبر
281,Neuigkeit::N,חדשה,خبر تازه
282,Name::N,שם,اسم
283,Rätsel::N,תעלומה,معما
284,Rede::N,נאום,سخن
285,Sprache::N,לשון,زبان
286,Stimme::N,קול,صدا
287,Wort::N,מלה,کلمه
288,Zeichen::N,סימן,نشان
289,Zeichen::N,סימן,علامت
290,Ruf::N,קריאה,صدا
291,Lärm::N,רעש,هیاهو
292,Laut::N,הגה,صدا
293,Ton::N,צליל,آهنگ
294,Lied::N,שיר,آواز
295,Lied::N,שיר,ترانه
296,Ruhe::N,שלוה,آرامش
297,Leute::N,אנשים,مردم
298,Volk::N,עם,خلق
299,Arbeit::N,עבודה,کار
300,Gast::N,אורח,مهمان
301,Geschenk::N,מתנה,هدیه
302,Spiel::N,משחק,بازی
303,Gesellschaft::N,חברה,جمعیت
304,Hilfe::N,עזרה,کمک
305,Freund::N,חבר,دوست
306,Freund::N,ידיד,دوست
307,Kamerad::N,רע,رفیق
308,Angelegenheit::N,ענין,امر
309,Angelegenheit::N,ענין,قضیه
310,Anzahl::N,מספר,عده
311,Anzahl::N,מספר,شمار
312,Art::N,סוג,نوع
313,Stück::N,חתיכה,تکه
314,Stück::N,חתיכה,قطعه
315,Teil::N,פרק,بخش
316,Teil::N,פרק,قسمت
317,Hälfte::N,חצי,نیم
318,Kreis::N,מעגל,حلقه
319,Kreis::N,מעגל,دایره
320,Kreuz::N,צלב,صلیب
321,Linie::N,קו,خط
322,Linie::N,קו,سطر
323,Strich::N,קו קצר,خط
324,Abstand::N,מרחק,فاصله
325,Entfernung::N,מרחק,مسافت
326,Gegend::N,נוף,منطقه
327,Platz::N,שטח,گنجایش
328,Ort::N,אתר,جا
329,Ort::N,אתר,محل
330,Ort::N,אתר,مکان
331,Ort::N,מקום,جا
332,Ort::N,מקום,محل
333,Ort::N,מקום,مکان
334,Seite::N,צד,طرف
335,Mitte::N,אמצע,وسط
336,Mitte::N,אמצע,میان
337,Gegenstand::N,אוביקט,چیز
338,Sache::N,דבר,چیز
339,Rand::N,פרור,کنار
340,Rand::N,פרור,حاشیه
341,Kante::N,קצה,لبه
342,Ecke::N,פנה,گوشه
343,Spitze::N,קצה,سر
344,Spitze::N,קצה,نوک
345,Ende::N,סוף,ته
346,Ende::N,סוף,آخر
347,Loch::N,חר,سوراخ
348,Winkel::N,פנה,کنج
349,Muster::N,תבנית,نقش
350,Größe::N,גדל,قد
351,Größe::N,גדל,بزرگی
352,Länge::N,ארך,طول
353,Höhe::N,קומה,بلندی
354,Höhe::N,גבה,بلندی
355,Gewicht::N,משקל,وزن
356,Menge::N,כמות,مقدار
357,Menge::N,כמות,اندازه
358,Haufen::N,ערמה,توده
359,Reihe::N,רצף,ردیف
360,Boot::N,סירה,قایق
361,Ruder::N,משוט,پارو
362,Schlitten::N,מזחלת,سورتمه
363,Ski::N,מגלשים,اسکی
364,Lagerfeuer::N,מדורה,آتش
365,Last::N,משא,بار
366,Last::N,משא,سنگینی
367,Gang::N,הליכה,راه رفتن
368,Schritt::N,צעד,قدم
369,Norden::N,צפון,شمال
370,Süden::N,דרום,جنوب
371,Westen::N,מערב,غرب
372,Osten::N,מזרח,شرق
373,Holz::N,עץ,چوب
374,Brett::N,קרש,تخته
375,Platte::N,לוח,صفحه
376,Stütze::N,משען,تکیه
377,Stange::N,מוט,میله
378,Stock::N,מקל,چوب
379,Stab::N,מוט,عصا
380,Rohr::N,צנור,لوله
381,Haus::N,בית,منزل
382,Heim::N,בית,خانه
383,Heim::N,בית,کاشانه
384,Ofen::N,תנור,بخاری
385,Fußboden::N,רצפה,کف اتاق
386,Tisch::N,שלחן,میز
387,Stuhl::N,כסא,صندلی
388,Wiege::N,ערש,گهواره
389,Bett::N,מטה,تختخواب
390,Regal::N,מדף,قفسه
391,Kiste::N,תבה,صندوق
392,Kiste::N,ארגז,صندوق
393,Fenster::N,חלון,پنجره
394,Tür::N,דלת,در
395,Tür::N,דלת,درب
396,Tor::N,שער,دروازه
397,Zaun::N,גדר,حصار
398,Dach::N,גג,بام
399,Leiter::N,סלם,نردبان
400,Besen::N,מטאטא,جارو
401,Spaten::N,את,بیل
402,Schaufel::N,את,بیل
403,Schaufel::N,את,پارو
404,Gabel::N,מזלג,چنگال
405,Löffel::N,כף,قاشق
406,Messer::N,סכין,کارد
407,Nagel::N,מסמר,میخ
408,Netz::N,רשת,تور
409,Netz::N,רשת,شبکه
410,Haken::N,וו,قلاب
411,Haken::N,קרס,قلاب
412,Griff::N,ידית,دسته
413,Schloss::N,מנעול,قفل
414,Bild::N,תמונה,عکس
415,Bild::N,תמונה,تصویر
416,Figur::N,פסל,تندیس
417,Puppe::N,בבה,عروسک
418,Beutel::N,שק,کیسه
419,Bündel::N,צרור,بسته
420,Tasche::N,שקית,کیف
421,Eimer::N,דלי,سطل
422,Deckel::N,מכסה,در
423,Geschirr::N,כלים,ظرف
424,Sack::N,שק,گونی
425,Tasse::N,ספל,فنجان
426,Topf::N,סיר,دیگ
427,Topf::N,סיר,قابلمه
428,Kessel::N,קנקן,دیگ
429,Essen::N,אכל,خوراک
430,Essen::N,ארוחה,خوراک
431,Nahrung::N,הזנה,غذا
432,Nahrung::N,תזונה,غذا
433,Speise::N,מאכל,خوراک
434,Speise::N,ארוחה,خوراک
435,Fleisch::N,בשר,گوشت
436,Getreide::N,דגן,غله
437,Brei::N,מחית,فرنی
438,Brei::N,מחית,حریره
439,Brot::N,לחם,نان
440,Scheibe::N,עגול,قاچ
441,Scheibe::N,עגול,لزگه
442,Scheibe::N,פרוסה,قاچ
443,Scheibe::N,פרוסה,لزگه
444,Fett::N,שמן,چربی
445,Butter::N,חמאה,کره
446,Öl::N,שמן,روغن
447,Salz::N,מלח,نمک
448,Suppe::N,מרק,آش
449,Suppe::N,מרק,سوپ
450,Honig::N,דבש,عسل
451,Milch::N,חלב,شیر
452,Tee::N,תה,چای
453,Leder::N,עור,چرم
454,Wolle::N,צמר,پشم
455,Stoff::N,בד,پارچه
456,Stoff::N,אריג,پارچه
457,Nadel::N,מחט,سوزن
458,Faden::N,חוט,نخ
459,Knopf::N,כפתור,دکمه
460,Knoten::N,קשר,گره
461,Farbe::N,צבע,رنگ
462,Kleidung::N,בגדים,لباس
463,Kleidung::N,בגדים,پوشاک
464,Hemd::N,חלצה,پیراهن
465,Kragen::N,צוארון,یقه
466,Ärmel::N,שרוול,آستین
467,Hose::N,מכנסים,شلوار
468,Gürtel::N,חגורה,کمر‌بند
469,Mütze::N,כובע,کلاه
470,Schuh::N,נעל,کفش
471,Stiefel::N,מגף,چکمه
472,Ring::N,טבעת,حلقه
473,Ring::N,טבעת,انگشتر
474,Band::N,סרט,نوار
475,Band::N,סרט,روبان
476,Kamm::N,מסרק,شانه
477,Spiegel::N,מראה,آینه
478,Riemen::N,רצועה,تسمه
479,Schnur::N,חבל,ریسمان
480,Leine::N,מושכות,قلاده
481,Decke::N,שמיכה,پتو
482,Kissen::N,כרית,بالش
483,Tuch::N,צעיף,شال
484,Handtuch::N,מגבת,حوله
485,Kraft::N,כוח,نیرو
486,Stärke::N,און,زور
487,Gesundheit::N,בריאות,سلامتی
488,Gesundheit::N,בריאות,تندرستی
489,Krankheit::N,מחלה,بیماری
490,Schmerz::N,כאב,درد
491,Wunde::N,פציעה,زخم
492,Fieber::N,חם,تب
493,Arznei::N,תרופה,دارو
494,Brücke::N,גשר,پل
495,Brunnen::N,באר,چاه
496,Weide::N,אחו,چراگاه
497,Weide::N,מרעה,چراگاه
498,Pfad::N,שביל,راه
499,Pfad::N,מדרכה,راه
500,Weg::N,דרך,راه
501,Weg::N,דרך,طریق
502,Straße::N,כביש,راه
503,Straße::N,כביש,جاده
504,Dorf::N,כפר,ده
505,Dorf::N,כפר,روستا
506,Stadt::N,עיר,شهر
507,Brief::N,מכתב,نامه
508,Buch::N,ספר,کتاب
509,Buchstabe::N,אות,حرف
510,Zeitung::N,עתון,روزنامه
511,Leben::N,חיים,عمر
512,Leben::N,חיים,زندگی
513,Tod::N,מות,مرگ
514,Grab::N,קבר,گور
515,Grab::N,קבר,مزار
516,Kirche::N,כנסיה,کلیسا
517,Sünde::N,חטא,بزه
518,Sünde::N,חטא,گناه
519,Gott::N,אל,خدا
520,Arbeiter::N,פועל,کارگر
521,Chef::N,ראש,رئیس
522,Chef::N,מנהל,رئیس
523,Meister::N,ממחה,استاد
524,Arzt::N,רופא,پزشک
525,Lehrer::N,מורה,معلم
526,Lehrer::N,מורה,آموزگار
527,Geld::N,כסף,پول
528,Geschäft::N,עסקה,کار
529,Geschäft::N,עסקה,بیزنس
530,Laden::N,חנות,دکان
531,Laden::N,חנות,مغازه
532,Preis::N,מחיר,بها
533,Preis::N,מחיר,قیمت
534,Ware::N,סחורה,جنس
535,Ware::N,סחורה,کالا
536,Nutzen::N,תועלת,مزیت
537,Nutzen::N,תועלת,امتیاز
538,Reichtum::N,עשר,مال
539,Reichtum::N,עשר,ثروت
540,Welt::N,עולם,دنیا
541,Land::N,ארץ,کشور
542,Land::N,ארץ,مملکت
543,Staat::N,מדינה,دولت
544,König::N,מלך,شاه
545,König::N,מלך,پادشاه
546,Macht::N,כוח,قدرت
547,Macht::N,כוח,اختیار
548,Grenze::N,גבול,مرز
549,Krieg::N,מלחמה,جنگ
550,Feind::N,אויב,دشمن
551,Gewalt::N,אלימות,زور
552,Gewalt::N,אלימות,خشونت
553,Kampf::N,קרב,نبرد
554,Kampf::N,קרב,مبارزه
555,Kampf::N,לחימה,نبرد
556,Kampf::N,לחימה,مبارزه
557,Bogen[Waffe]::N,קשת,کمان
558,Pfeil::N,חץ,تیر
559,Gewehr::N,רובה,تفنگ
560,Fehler::N,טעות,غلط
561,Fehler::N,טעות,اشتباه
562,Lüge::N,שקר,دروغ
563,Schaden::N,נזק,آسیب
564,Schaden::N,נזק,خسارت
565,Unglück::N,מזל רע,بلا
566,Schuld::N,אשמה,گناه
567,Schuld::N,אשמה,تقصیر
568,Alter::N,גיל,سن
569,Alter::N,גיל,عمر
570,Schluss::N,סיום,انتها
571,Zeit::N,זמן,وقت
572,Zeit::N,זמן,زمان
573,Tag::N,יום,روز
574,Morgen::N,בקר,صبح
575,Mittag::N,צהרים,ظهر
576,Abend::N,ערב,شب
577,Abend::N,ערב,عصر
578,Nacht::N,לילה,شب
579,Woche::N,שבוע,هفته
580,Monat::N,חדש,ماه
581,Jahr::N,שנה,سال
582,Frühling::N,אביב,بهار
583,Sommer::N,קיץ,تابستان
584,Herbst::N,סתו,پاییز
585,Winter::N,חרף,زمستان
586,Januar::N,ינואר,ژانویه
587,Februar::N,פברואר,فوریه
588,März::N,מרץ,مارس
589,April::N,אפריל,آوریل
590,Mai::N,מאי,مه
591,Juni::N,יוני,ژوئن
592,Juli::N,יולי,ژویه
593,August::N,אוגוסט,اوت
594,September::N,ספטמבר,سپتامبر
595,Oktober::N,אוקטובר,اکتبر
596,November::N,נובמבר,نوامبر
597,Dezember::N,דצמבר,دسامبر
598,Montag::N,יום שני,دو‌شنبه
599,Dienstag::N,יום שלישי,سه‌شنبه
600,Mittwoch::N,יום רביעי,چهار‌شنبه
601,Donnerstag::N,יום חמישי,پنج شنبه
602,Freitag::N,יום ששי,جمعه
603,Samstag::N,יום שבת,شنبه
604,Sonntag::N,יום ראשון,یکشنبه
605,groß::A,גדול,بزرگ
606,klein::A,קטן,کوچک
607,lang::A,ארך,بلند
608,kurz::A,קצר,کوتاه
609,breit::A,רחב,پهن
610,schmal::A,צר,تنگ
611,schmal::A,צר,نازک
612,dicht::A,צפוף,چگال
613,dicht::A,צפוף,انبوه
614,dick[Gegenstand]::A,עבה,ضخیم
615,dünn::A,דק,نازک
616,fein::A,מעדן,ریز
617,fein::A,מעדן,باریک
618,fest::A,מוצק,محکم
619,flach::A,שטוח,صاف
620,flach::A,שטוח,مسطح
621,glatt::A,חלק,لیز
622,hart::A,קשיח,سفت
623,weich::A,רך,نرم
624,weich::A,רך,ملایم
625,rund::A,עגל,گرد
626,spitz::A,חד,تیز
627,spitz::A,חד,نوک‌تیز
628,scharf::A,חד,تیز
629,scharf::A,חד,برنده
630,stumpf::A,קהה,کند
631,schwer::A,כבד,سنگین
632,schön::A,יפה,زیبا
633,heiß::A,חם,داغ
634,warm::A,חם,گرم
635,kalt::A,קר,سرد
636,kühl::A,צונן,خنک
637,frisch::A,טרי,تازه
638,feucht::A,לח,مرطوب
639,nass::A,רטוב,تر
640,nass::A,רטוב,خیش
641,trocken::A,יבש,خشک
642,voll::A,מלא,پر
643,leer::A,ריק,خالی
644,offen::A,פתוח,باز
645,geschlossen::A,סגור,بسته
646,sauber::A,נקי,پاک
647,sauber::A,נקי,تمیز
648,schmutzig::A,מלכלך,کثیف
649,schmutzig::A,מלכלך,آلوده
650,roh::A,חי,خام
651,reif::A,בשל,رسیده
652,lecker::A,טעים,لذیذ
653,lecker::A,טעים,خوشمزه
654,süß::A,מתוק,شیرین
655,bitter::A,מר,تلخ
656,sauer::A,חמוץ,ترش
657,hell::A,בהיר,روشن
658,dunkel::A,עמום,تاریک
659,schwarz::A,שחר,سیاه
660,weiß::A,לבן,سفید
661,rot::A,אדם,سرخ
662,rot::A,אדם,قرمز
663,gelb::A,צהב,زرد
664,blau::A,כחל,آبی
665,grün::A,ירק,سبز
666,grau::A,אפר,طوسی
667,grau::A,אפר,خاکستری
668,bunt::A,צבעוני,رنگارنگ
669,billig::A,זול,ارزان
670,teuer::A,יקר,گران
671,wertvoll::A,יקר ערך,قیمتی
672,wertvoll::A,יקר ערך,گرانبها
673,blind::A,עור,کور
674,blind::A,עור,نابینا
675,taub::A,חרש,کر
676,taub::A,חרש,ناشنوا
677,kräftig::A,חסן,قوی
678,stark::A,חזק,قوی
679,stark::A,חזק,نیرومند
680,schwach::A,חלש,ضعیف
681,fett::A,שמן,چرب
682,schlank::A,רזה,باریک‌اندام
683,hübsch::A,יפה תאר,قشنگ
684,hübsch::A,יפה תאר,خوشگل
685,böse::A,רשע,بد
686,dumm::A,טפש,احمق
687,faul::A,עצלן,لش
688,faul::A,עצלן,تنبل
689,fleißig::A,חרוץ,زرنگ
690,geizig::A,קמצן,خسیس
691,klug::A,נבון,عاقل
692,klug::A,נבון,باهوش
693,klug::A,פקח,عاقل
694,klug::A,פקח,باهوش
695,geschickt::A,מימן,ماهر
696,lieb::A,יקר,عزیز
697,lieb::A,אהוב,عزیز
698,lustig::A,עליז,شاد
699,lustig::A,עליז,خوشحال
700,sanft::A,עדין,لطیف
701,hungrig::A,רעב,گرسنه
702,krank::A,חולה,مریض
703,krank::A,חולה,بیمار
704,nackt::A,ערום,لخت
705,nackt::A,ערום,برهنه
706,traurig::A,עצוב,غمگین
707,lebendig::A,חי,زنده
708,gut::A,טוב,خوب
709,schlecht::A,גרוע,بد
710,richtig::A,נכון,درست
711,schlimm::A,רע,وخيم
712,wahr::A,אמתי,درست
713,wahr::A,אמתי,حقیقی
714,alt::A,ישן,کهنه
715,neu::A,חדש,نو
716,ehemalig::A,לשעבר,قبلی
717,alt[Lebewesen]::A,זקן,پیر
718,jung::A,צעיר,جوان
719,arm::A,עני,فقیر
720,reich::A,עשיר,پولدار
721,reich::A,עשיר,ثروتمند
722,bekannt::A,ידוע,آشنا
723,bekannt::A,ידוע,معلوم
724,berühmt::A,מפרסם,مشهور
725,fremd::A,זר,خارجی
726,fremd::A,זר,بیگانه
727,verschieden::A,שונה,مختلف
728,verschieden::A,שונה,متفاوت
729,nah::A,קרוב,نزدیک
730,fern::A,רחוק,دور
731,linker::A,שמאלי,چپ
732,rechter::A,ימין,راست
733,anderer::A,אחר,دیگر
734,erster::A,ראשון,اول
735,zweiter::A,שני,دوم
736,dritter::A,שלישי,سوم
737,letzter::A,אחרון,آخر
738,allein::ADV,לבד,تنها
739,auf einmal::ADV,בו-זמנית,همزمان
740,zusammen::ADV,ביחד,باهم
741,lange::ADV,הרבה זמן,مدت‌ها
742,lange::ADV,הרבה זמן,مدت زیادی
743,plötzlich::ADV,לפתע,ناگهان
744,plötzlich::ADV,פתאום,ناگهان
745,sofort::ADV,מיד,فوراً
746,später::ADV,לאחר זמן,بعدها
747,später::ADV,יותר מאחר,بعدها
748,jetzt::ADV,עכשיו,حالا
749,jetzt::ADV,עכשיו,اکنون
750,heute::ADV,היום,امروز
751,morgen::ADV,מחר,فردا
752,bald::ADV,בקרוב,زود
753,bald::ADV,בקרוב,بزودی
754,dann::ADV,אחר-כך,سپس
755,dann::ADV,אחר-כך,آنوقت
756,gestern::ADV,אתמול,دیروز
757,einst::ADV,לפנים,وقتی
758,einst::ADV,לפנים,زمانی
759,damals::ADV,אז,آنوقت
760,damals::ADV,אז,آنزمان
761,danach::ADV,אחר-כך,بعد
762,vorher::ADV,לפני זה,قبلاً
763,zuerst::ADV,קדם,اول
764,zuerst::ADV,קדם,ابتداء
765,einmal::ADV,פעם,یکدفعه
766,manchmal::ADV,לפעמים,گاهی
767,manchmal::ADV,לפעמים,بعضی اوقات
768,oft::ADV,לעתים קרובות,اغلب
769,immer::ADV,תמיד,همیشه
770,niemals::ADV,אף פעם,هرگز
771,hier::ADV,כאן,اینجا
772,hierhin::ADV,פה,به اینجا
773,von hier::ADV,מפה,از اینجا
774,dort::ADV,שם,آنجا
775,dorthin::ADV,שם,به آنجا
776,geradeaus::ADV,ישר,راست
777,vorwärts::ADV,קדימה,جلو
778,vorwärts::ADV,קדימה,به پیش
779,rückwärts::ADV,לאחור,عقب
780,zurück::ADV,בחזרה,پس
781,zurück::ADV,בחזרה,عقب
782,zurück::ADV,בחזרה,بالعکس
783,zurück::ADV,אחורנית,پس
784,zurück::ADV,אחורנית,عقب
785,zurück::ADV,אחורנית,بالعکس
786,unten::ADV,למטה,زیر
787,unten::ADV,למטה,پایین
788,hinab::ADV,למטה,به پایین
789,oben::ADV,מעל,بالا
790,oben::ADV,למעלה,بالا
791,hinauf::ADV,למעלה,به بالا
