,Concept_ID,hr,de
346,Loch::N,rupa,Loch
347,Winkel::N,kut,Winkel
348,Winkel::N,ugao,Winkel
349,Muster::N,uzor,Muster
350,Größe::N,veličina,Größe
351,Länge::N,duljina,Länge
352,Höhe::N,visina,Höhe
353,Gewicht::N,težina,Gewicht
354,Menge::N,mnoštvo,Menge
355,Menge::N,količina,Menge
356,Haufen::N,hrpa,Haufen
357,Haufen::N,gomila,Haufen
358,Reihe::N,red,Reihe
359,Boot::N,čun,Boot
360,Boot::N,čamac,Boot
361,Ruder::N,veslo,Ruder
362,Schlitten::N,saone,Schlitten
363,Ski::N,ski,Ski
364,Ski::N,smučka,Ski
365,Lagerfeuer::N,logorska vatra,Lagerfeuer
366,Last::N,tovar,Last
367,Gang::N,hod,Gang
368,Schritt::N,korak,Schritt
369,Norden::N,sjever,Norden
370,Süden::N,jug,Süden
371,Westen::N,zapad,Westen
372,Osten::N,istok,Osten
373,Holz::N,drvo,Holz
374,Brett::N,daska,Brett
375,Platte::N,ploča,Platte
376,Stütze::N,potpora,Stütze
377,Stange::N,motka,Stange
378,Stock::N,štap,Stock
379,Stock::N,palica,Stock
380,Stab::N,štap,Stab
381,Stab::N,šipka,Stab
382,Rohr::N,cijev,Rohr
383,Haus::N,kuća,Haus
384,Heim::N,dom,Heim
385,Ofen::N,peć,Ofen
386,Fußboden::N,pod,Fußboden
387,Tisch::N,stol,Tisch
388,Tisch::N,trpeza,Tisch
389,Stuhl::N,stolac,Stuhl
390,Stuhl::N,stolica,Stuhl
391,Wiege::N,kolijevka,Wiege
392,Bett::N,krevet,Bett
393,Bett::N,postelja,Bett
394,Regal::N,polica,Regal
395,Kiste::N,sanduk,Kiste
396,Fenster::N,prozor,Fenster
397,Tür::N,vrata,Tür
398,Tor::N,vrata,Tor
399,Tor::N,kapija,Tor
400,Zaun::N,plot,Zaun
401,Zaun::N,ograda,Zaun
402,Dach::N,krov,Dach
403,Leiter::N,ljestve,Leiter
404,Leiter::N,ljestvice,Leiter
405,Besen::N,metla,Besen
406,Spaten::N,ašov,Spaten
407,Schaufel::N,lopata,Schaufel
408,Gabel::N,viljuška,Gabel
409,Löffel::N,žlica,Löffel
410,Messer::N,nož,Messer
411,Nagel::N,čavao,Nagel
412,Netz::N,mreža,Netz
413,Haken::N,kuka,Haken
414,Griff::N,držak,Griff
415,Griff::N,ručica,Griff
416,Schloss::N,brava,Schloss
417,Bild::N,slika,Bild
418,Figur::N,figura,Figur
419,Puppe::N,lutka,Puppe
420,Beutel::N,kesa,Beutel
421,Bündel::N,snop,Bündel
422,Bündel::N,svežanj,Bündel
423,Tasche::N,torba,Tasche
424,Tasche::N,taška,Tasche
425,Eimer::N,kabao,Eimer
426,Deckel::N,poklopac,Deckel
427,Geschirr::N,suđe,Geschirr
428,Geschirr::N,posuđe,Geschirr
429,Sack::N,džak,Sack
430,Sack::N,vreća,Sack
431,Tasse::N,šalica,Tasse
432,Topf::N,lonac,Topf
433,Kessel::N,kazan,Kessel
434,Essen::N,obrok,Essen
435,Nahrung::N,hrana,Nahrung
436,Speise::N,jelo,Speise
437,Fleisch::N,meso,Fleisch
438,Getreide::N,žito,Getreide
439,Getreide::N,žitarice,Getreide
440,Brei::N,kaša,Brei
441,Brot::N,kruh,Brot
442,Scheibe::N,kriška,Scheibe
443,Fett::N,mast,Fett
444,Fett::N,salo,Fett
445,Butter::N,buter,Butter
446,Butter::N,maslac,Butter
447,Öl::N,ulje,Öl
448,Salz::N,sol,Salz
449,Suppe::N,supa,Suppe
450,Honig::N,med,Honig
451,Milch::N,mlijeko,Milch
452,Tee::N,čaj,Tee
453,Leder::N,koža,Leder
454,Wolle::N,vuna,Wolle
455,Stoff::N,štof,Stoff
456,Stoff::N,tkanina,Stoff
457,Nadel::N,igla,Nadel
458,Faden::N,nit,Faden
459,Faden::N,konac,Faden
460,Knopf::N,dugme,Knopf
461,Knoten::N,čvor,Knoten
462,Knoten::N,uzao,Knoten
463,Farbe::N,farba,Farbe
464,Kleidung::N,odjeća,Kleidung
465,Hemd::N,košulja,Hemd
466,Kragen::N,ovratnik,Kragen
467,Ärmel::N,rukav,Ärmel
468,Hose::N,hlače,Hose
469,Gürtel::N,pas,Gürtel
470,Gürtel::N,pojas,Gürtel
471,Mütze::N,kapa,Mütze
472,Schuh::N,cipela,Schuh
473,Stiefel::N,čizma,Stiefel
474,Ring::N,prsten,Ring
475,Band::N,vrpca,Band
476,Kamm::N,češalj,Kamm
477,Spiegel::N,zrcalo,Spiegel
478,Spiegel::N,ogledalo,Spiegel
479,Riemen::N,kaiš,Riemen
480,Riemen::N,remen,Riemen
481,Schnur::N,vrpca,Schnur
482,Leine::N,uzica,Leine
483,Decke::N,ćebe,Decke
484,Decke::N,pokrivač,Decke
485,Kissen::N,jastuk,Kissen
486,Tuch::N,rubac,Tuch
487,Tuch::N,marama,Tuch
488,Handtuch::N,ručnik,Handtuch
489,Kraft::N,snaga,Kraft
490,Stärke::N,jakost,Stärke
491,Gesundheit::N,zdravlje,Gesundheit
492,Krankheit::N,bolest,Krankheit
493,Schmerz::N,bol,Schmerz
494,Wunde::N,rana,Wunde
495,Fieber::N,groznica,Fieber
496,Arznei::N,lijek,Arznei
497,Brücke::N,most,Brücke
498,Brücke::N,ćuprija,Brücke
499,Brunnen::N,bunar,Brunnen
500,Brunnen::N,zdenac,Brunnen
501,Weide::N,paša,Weide
502,Weide::N,pašnjak,Weide
503,Pfad::N,staza,Pfad
504,Weg::N,put,Weg
505,Straße::N,drum,Straße
506,Straße::N,cesta,Straße
507,Dorf::N,selo,Dorf
508,Stadt::N,grad,Stadt
509,Stadt::N,varoš,Stadt
510,Brief::N,list,Brief
511,Brief::N,pismo,Brief
512,Buch::N,knjiga,Buch
513,Buchstabe::N,slovo,Buchstabe
514,Zeitung::N,novine,Zeitung
515,Leben::N,život,Leben
516,Tod::N,smrt,Tod
517,Grab::N,raka,Grab
518,Kirche::N,crkva,Kirche
519,Sünde::N,grijeh,Sünde
520,Gott::N,bog,Gott
521,Arbeiter::N,radnik,Arbeiter
522,Chef::N,šef,Chef
523,Meister::N,majstor,Meister
524,Arzt::N,liječnik,Arzt
525,Lehrer::N,učitelj,Lehrer
526,Geld::N,novac,Geld
527,Geschäft::N,posao,Geschäft
528,Geschäft::N,trgovina,Geschäft
529,Laden::N,dućan,Laden
530,Preis::N,cijena,Preis
531,Ware::N,roba,Ware
532,Nutzen::N,korist,Nutzen
533,Reichtum::N,bogatstvo,Reichtum
534,Welt::N,svijet,Welt
535,Land::N,zemlja,Land
536,Staat::N,država,Staat
537,König::N,kralj,König
538,Macht::N,moć,Macht
539,Macht::N,vlast,Macht
540,Grenze::N,granica,Grenze
541,Krieg::N,rat,Krieg
542,Feind::N,neprijatelj,Feind
543,Gewalt::N,sila,Gewalt
544,Gewalt::N,nasilje,Gewalt
545,Kampf::N,boj,Kampf
546,Kampf::N,borba,Kampf
547,Bogen[Waffe]::N,luk,Bogen
548,Pfeil::N,strijela,Pfeil
549,Gewehr::N,puška,Gewehr
550,Fehler::N,pogreška,Fehler
551,Fehler::N,griješka,Fehler
552,Lüge::N,laž,Lüge
553,Schaden::N,šteta,Schaden
554,Unglück::N,nesreća,Unglück
555,Schuld::N,krivnja,Schuld
556,Alter::N,dob,Alter
557,Schluss::N,kraj,Schluss
558,Schluss::N,konac,Schluss
559,Zeit::N,doba,Zeit
560,Zeit::N,vrijeme,Zeit
561,Tag::N,dan,Tag
562,Morgen::N,jutro,Morgen
563,Mittag::N,podne,Mittag
564,Abend::N,veče,Abend
565,Abend::N,večer,Abend
566,Nacht::N,noć,Nacht
567,Woche::N,sedmica,Woche
568,Monat::N,mjesec,Monat
569,Jahr::N,godina,Jahr
570,Frühling::N,proljeće,Frühling
571,Sommer::N,ljeto,Sommer
572,Herbst::N,jesen,Herbst
573,Winter::N,zima,Winter
574,Januar::N,januar,Januar
575,Januar::N,siječanj,Januar
576,Februar::N,veljača,Februar
577,Februar::N,februar,Februar
578,März::N,mart,März
579,März::N,ožujak,März
580,April::N,april,April
581,April::N,travanj,April
582,Mai::N,maj,Mai
583,Mai::N,svibanj,Mai
584,Juni::N,juni,Juni
585,Juni::N,lipanj,Juni
586,Juli::N,juli,Juli
587,Juli::N,srpanj,Juli
588,August::N,august,August
589,August::N,kolovoz,August
590,September::N,rujan,September
591,September::N,septembar,September
592,Oktober::N,oktobar,Oktober
593,Oktober::N,listopad,Oktober
594,November::N,studeni,November
595,November::N,novembar,November
596,Dezember::N,prosinac,Dezember
597,Montag::N,ponedjeljak,Montag
598,Montag::N,ponedjeljnik,Montag
599,Dienstag::N,utorak,Dienstag
600,Dienstag::N,utornik,Dienstag
601,Mittwoch::N,srijeda,Mittwoch
602,Donnerstag::N,četvrtak,Donnerstag
603,Freitag::N,petak,Freitag
604,Samstag::N,subota,Samstag
605,Sonntag::N,nedjelja,Sonntag
606,groß::A,velik,groß
607,klein::A,mali,klein
608,klein::A,malen,klein
609,lang::A,dug,lang
610,lang::A,dugačak,lang
611,kurz::A,kratak,kurz
612,breit::A,širok,breit
613,schmal::A,uski,schmal
614,schmal::A,uzak,schmal
615,dicht::A,gust,dicht
616,dick[Gegenstand]::A,debeo,dick
617,dünn::A,tanak,dünn
618,fein::A,fin,fein
619,fein::A,tanak,fein
620,fest::A,čvrst,fest
621,flach::A,ravan,flach
622,flach::A,plosnat,flach
623,glatt::A,gladak,glatt
624,hart::A,tvrd,hart
625,weich::A,mek,weich
626,weich::A,mekan,weich
627,rund::A,okrugao,rund
628,spitz::A,oštar,spitz
629,spitz::A,šiljast,spitz
630,scharf::A,oštar,scharf
631,scharf::A,bridak,scharf
632,stumpf::A,tup,stumpf
633,schwer::A,težak,schwer
634,schön::A,krasan,schön
635,heiß::A,vruć,heiß
636,warm::A,topao,warm
637,kalt::A,hladan,kalt
638,kühl::A,hladan,kühl
639,frisch::A,svjež,frisch
640,feucht::A,vlažan,feucht
641,nass::A,mokar,nass
642,trocken::A,suh,trocken
643,voll::A,pun,voll
644,leer::A,prazan,leer
645,offen::A,otvoren,offen
646,geschlossen::A,zatvoren,geschlossen
647,sauber::A,čist,sauber
648,schmutzig::A,nečist,schmutzig
649,schmutzig::A,blatan,schmutzig
650,roh::A,sirov,roh
651,reif::A,zreo,reif
652,lecker::A,tečan,lecker
653,lecker::A,ukusan,lecker
654,süß::A,sladak,süß
655,bitter::A,gorak,bitter
656,sauer::A,kiseo,sauer
657,hell::A,vedar,hell
658,hell::A,svijetao,hell
659,dunkel::A,taman,dunkel
660,schwarz::A,crn,schwarz
661,weiß::A,bio,weiß
662,weiß::A,bijel,weiß
663,rot::A,crven,rot
664,gelb::A,žut,gelb
665,blau::A,plav,blau
666,blau::A,modar,blau
667,grün::A,zelen,grün
668,grau::A,siv,grau
669,bunt::A,šaren,bunt
670,billig::A,jeftin,billig
671,teuer::A,skup,teuer
672,wertvoll::A,vrijedan,wertvoll
673,wertvoll::A,dragocjen,wertvoll
674,blind::A,slijep,blind
675,taub::A,gluh,taub
676,kräftig::A,snažan,kräftig
677,stark::A,jak,stark
678,stark::A,snažan,stark
679,schwach::A,slab,schwach
680,fett::A,pretio,fett
681,schlank::A,vitak,schlank
682,hübsch::A,zgodan,hübsch
683,böse::A,zao,böse
684,böse::A,opak,böse
685,dumm::A,glup,dumm
686,faul::A,lijen,faul
687,fleißig::A,radin,fleißig
688,fleißig::A,marljiv,fleißig
689,geizig::A,škrt,geizig
690,klug::A,razborit,klug
691,geschickt::A,vješt,geschickt
692,lieb::A,drag,lieb
693,lustig::A,veseo,lustig
694,sanft::A,blag,sanft
695,hungrig::A,gladan,hungrig
696,krank::A,bolestan,krank
697,nackt::A,nag,nackt
698,traurig::A,tužan,traurig
699,traurig::A,žalostan,traurig
700,lebendig::A,živ,lebendig
701,gut::A,dobar,gut
702,schlecht::A,loš,schlecht
703,schlecht::A,rđav,schlecht
704,richtig::A,tačan,richtig
705,richtig::A,ispravan,richtig
706,schlimm::A,zao,schlimm
707,schlimm::A,zločest,schlimm
708,wahr::A,istinit,wahr
709,alt::A,star,alt
710,neu::A,nov,neu
711,ehemalig::A,bivši,ehemalig
712,alt[Lebewesen]::A,star,alt
713,jung::A,mlad,jung
714,arm::A,ubog,arm
715,arm::A,siromašan,arm
716,reich::A,bogat,reich
717,bekannt::A,poznat,bekannt
718,berühmt::A,čuven,berühmt
719,berühmt::A,slavan,berühmt
720,fremd::A,tuđ,fremd
721,fremd::A,stran,fremd
722,verschieden::A,razan,verschieden
723,verschieden::A,različan,verschieden
724,nah::A,blizak,nah
725,fern::A,dalek,fern
726,fern::A,daljnji,fern
727,linker::A,lijevi,linker
728,rechter::A,desni,rechter
729,anderer::A,drugi,anderer
730,anderer::A,drugačiji,anderer
731,erster::A,prvi,erster
732,zweiter::A,drugi,zweiter
733,dritter::A,treći,dritter
734,letzter::A,zadnji,letzter
735,allein::ADV,sam,allein
736,auf einmal::ADV,istodobno,auf einmal
737,zusammen::ADV,skupa,zusammen
738,zusammen::ADV,zajedno,zusammen
739,lange::ADV,dugo,lange
740,plötzlich::ADV,naglo,plötzlich
741,plötzlich::ADV,iznenada,plötzlich
742,sofort::ADV,odmah,sofort
743,später::ADV,kasnije,später
744,jetzt::ADV,sad,jetzt
745,jetzt::ADV,sada,jetzt
746,heute::ADV,danas,heute
747,morgen::ADV,sutra,morgen
748,bald::ADV,skoro,bald
749,bald::ADV,doskora,bald
750,dann::ADV,zatim,dann
751,gestern::ADV,juče,gestern
752,gestern::ADV,jučer,gestern
753,einst::ADV,negda,einst
754,einst::ADV,nekada,einst
755,damals::ADV,tada,damals
756,damals::ADV,onda,damals
757,danach::ADV,poslije,danach
758,danach::ADV,nakon toga,danach
759,vorher::ADV,prije,vorher
760,vorher::ADV,prije toga,vorher
761,zuerst::ADV,prvo,zuerst
762,zuerst::ADV,najprije,zuerst
763,einmal::ADV,jednom,einmal
764,einmal::ADV,jedanput,einmal
765,manchmal::ADV,katkad,manchmal
766,manchmal::ADV,katkada,manchmal
767,oft::ADV,često,oft
768,immer::ADV,vazda,immer
769,immer::ADV,uvijek,immer
770,niemals::ADV,nikad,niemals
771,niemals::ADV,nikada,niemals
772,hier::ADV,tu,hier
773,hier::ADV,ovdje,hier
774,hierhin::ADV,amo,hierhin
775,hierhin::ADV,ovamo,hierhin
776,von hier::ADV,odavde,von hier
777,dort::ADV,ondje,dort
778,dorthin::ADV,onamo,dorthin
779,geradeaus::ADV,ravno,geradeaus
780,vorwärts::ADV,naprijed,vorwärts
781,rückwärts::ADV,natrag,rückwärts
782,zurück::ADV,nazad,zurück
783,zurück::ADV,natrag,zurück
784,unten::ADV,dolje,unten
785,hinab::ADV,nizbrdo,hinab
786,oben::ADV,gore,oben
787,hinauf::ADV,uzbrdo,hinauf
788,überall::ADV,svuda,überall
789,überall::ADV,svagdje,überall
790,nicht::ADV,ne,nicht
791,ein wenig::ADV,malo,ein wenig
792,kaum::ADV,tek,kaum
793,kaum::ADV,jedva,kaum
794,sehr::ADV,jako,sehr
795,sehr::ADV,veoma,sehr
796,so::ADV,tako,so
797,so::ADV,ovako,so
798,noch::ADV,još,noch
799,nur::ADV,samo,nur
800,schon::ADV,već,schon
801,wieder::ADV,opet,wieder
802,wieder::ADV,ponovo,wieder
803,vergebens::ADV,uzalud,vergebens
804,vergebens::ADV,zabadava,vergebens
805,vor::PRP,pred,vor
806,vor::PRP,ispred,vor
807,hinter::PRP,za,hinter
808,hinter::PRP,iza,hinter
809,unter::PRP,pod,unter
810,unter::PRP,ispod,unter
811,durch::PRP,po,durch
812,durch::PRP,kroz,durch
