,Concept_ID,cs,la
90,Eis::N,led,glacies
91,Frost::N,mráz,gelu
92,Kälte::N,chlad,frigus
93,Hitze::N,horko,calor
94,Hitze::N,horko,aestus
95,Raureif::N,jinovatka,pruina
96,Regenbogen::N,duha,arcus
97,Donner::N,hrom,tonitrus
98,Strömung::N,proudění,fluctus
99,Tropfen::N,kapka,gutta
100,Schaum::N,pěna,spuma
101,Schmutz::N,špína,sordes
102,Schmutz::N,špína,squalor
103,See::N,jezero,lacus
104,Sumpf::N,močál,palus
105,Sumpf::N,bažina,palus
106,Moor::N,bažina,palus
107,Moor::N,slatina,palus
108,Wiese::N,louka,pratum
109,Wald::N,les,silva
110,Hügel::N,kopec,collis
111,Anhöhe::N,pahorek,specula
112,Berg::N,hora,mons
113,Gipfel::N,vrchol,vertex
114,Höhle::N,jeskyně,caverna
115,Höhle::N,jeskyně,spelunca
116,Abhang::N,svah,declivum
117,Abhang::N,stráň,declivum
118,Quelle::N,pramen,fons
119,Bach::N,potok,rivus
120,Fluss::N,řeka,flumen
121,Ufer::N,břeh,ripa
122,Küste::N,pobřeží,litus
123,Festland::N,souš,continens
124,Festland::N,pevnina,continens
125,Meer::N,moře,mare
126,Bucht::N,záliv,sinus
127,Bucht::N,zátoka,sinus
128,Insel::N,ostrov,insula
129,Blume::N,květina,flos
130,Gras::N,tráva,herba
131,Gras::N,tráva,gramen
132,Wurzel::N,kořen,radix
133,Baum::N,strom,arbor
134,Stamm::N,kmen,truncus
135,Rinde::N,kůra,cortex
136,Ast::N,větev,ramus
137,Zweig::N,větev,ramus
138,Blatt::N,lupen,folium
139,Birke::N,bříza,betulla
140,Kiefer[Baum]::N,sosna,pinus
141,Kiefer[Baum]::N,borovice,pinus
142,Weide[Baum]::N,vrba,salix
143,Tanne::N,jedle,abies
144,Horn::N,roh,cornu
145,Feder::N,pero,penna
146,Fell::N,srst,pellis
147,Flügel::N,křídlo,ala
148,Klaue::N,dráp,unguis
149,Klaue::N,pazneht,unguis
150,Kralle::N,dráp,unguis
151,Schwanz::N,ocas,cauda
152,Ei::N,vejce,ovum
153,Nest::N,hnízdo,nidus
154,Bau::N,nora,cavum
155,Bau::N,nora,latibulum
156,Tier::N,zvíře,bestia
157,Herde::N,stádo,grex
158,Kuh::N,kráva,vacca
159,Bulle::N,býk,taurus
160,Pferd::N,kůň,equus
161,Schaf::N,ovce,ovis
162,Schwein::N,vepř,sus
163,Schwein::N,vepř,porcus
164,Schwein::N,prase,sus
165,Schwein::N,prase,porcus
166,Hund::N,pes,canis
167,Katze::N,kočka,felis
168,Bär::N,medvěd,ursus
169,Eichhörnchen::N,veverka,sciurus
170,Elch::N,los,alces
171,Fuchs::N,liška,vulpes
172,Hase::N,zajíc,lepus
173,Maus::N,myš,mus
174,Wolf::N,vlk,lupus
175,Vogel::N,pták,avis
176,Schwarm::N,roj,examen
177,Schwarm::N,hejno,examen
178,Huhn::N,kuře,gallina
179,Huhn::N,slepice,gallina
180,Hahn::N,kohout,gallus
181,Gans::N,husa,anser
182,Adler::N,orel,aquila
183,Ente::N,kachna,anas
184,Eule::N,sova,ulula
185,Eule::N,sova,noctua
186,Kranich::N,jeřáb,grus
187,Krähe::N,vrána,cornix
188,Kuckuck::N,kukačka,cuculus
189,Schwan::N,labuť,olor
190,Schwan::N,labuť,cycnus
191,Fisch::N,ryba,piscis
192,Barsch::N,okoun,perca
193,Hecht::N,štika,esox
194,Schlange[Tier]::N,had,serpens
195,Wurm::N,červ,vermis
196,Spinne::N,pavouk,aranea
197,Ameise::N,mravenec,formica
198,Laus::N,veš,pediculus
199,Mücke::N,komár,culex
200,Fliege::N,moucha,musca
201,Schmetterling::N,motýl,papilio
202,Beere::N,bobule,baca
203,Apfel::N,jablko,malum
204,Pilz::N,houba,fungus
205,Zwiebel::N,cibule,cepa
206,Saat::N,osivo,seges
207,Korn::N,zrno,granum
208,Heu::N,seno,faenum
209,Schale::N,slupka,putamen
210,Schale::N,skořápka,putamen
211,Grube::N,jáma,fovea
212,Falle::N,past,pedica
213,Falle::N,léčka,pedica
214,Schlinge::N,smyčka,laqueus
215,Spur::N,stopa,vestigium
216,Asche::N,popel,cinis
217,Dreck::N,špína,lutum
218,Eisen::N,železo,ferrum
219,Gold::N,zlato,aurum
220,Silber::N,stříbro,argentum
221,Kohle::N,uhlí,carbo
222,Glas::N,sklo,vitrum
223,Lehm::N,jíl,lutum
224,Lehm::N,hlína,lutum
225,Sand::N,písek,arena
226,Mensch::N,člověk,homo
227,Mann::N,muž,vir
228,Frau::N,žena,mulier
229,Kind::N,dítě,puer
230,Kind::N,dítě,infans
231,Junge::N,hoch,puer
232,Junge::N,chlapec,puer
233,Mädchen::N,děvče,puella
234,Familie::N,rodina,familia
235,Großvater::N,děd,avus
236,Großvater::N,dědeček,avus
237,Großmutter::N,babička,avia
238,Eltern::N,rodiče,parentes
239,Vater::N,otec,pater
240,Mutter::N,matka,mater
241,Sohn::N,syn,filius
242,Tochter::N,dcera,filia
243,Bruder::N,bratr,frater
244,Schwester::N,sestra,soror
245,Onkel::N,strýc,patruus
246,Onkel::N,strýc,avunculus
247,Tante::N,teta,amita
248,Ehemann::N,choť,maritus
249,Ehemann::N,manžel,maritus
250,Ehefrau::N,choť,uxor
251,Ehefrau::N,manželka,uxor
252,Freude::N,radost,gaudium
253,Freude::N,radost,laetitia
254,Gelächter::N,smích,risus
255,Glück::N,štěstí,felicitas
256,Kummer::N,žal,aegritudo
257,Kummer::N,trápení,aegritudo
258,Wunsch::N,přání,voluntas
259,Wunsch::N,přání,desiderium
260,Lust::N,chuť,libido
261,Lust::N,chuť,voluptas
262,Geist::N,duch,mens
263,Geist::N,duch,animus
264,Gedanke::N,myšlenka,sententia
265,Gedächtnis::N,paměť,memoria
266,Verstand::N,rozum,ratio
267,Verstand::N,rozum,ingenium
268,Sinn::N,smysl,sensus
269,Grund::N,důvod,causa
270,Wahrheit::N,pravda,veritas
271,Gespräch::N,rozhovor,sermo
272,Märchen::N,pohádka,fabula
273,Erzählung::N,povídka,fabula
274,Erzählung::N,povídka,narratio
275,Nachricht::N,zpráva,nuntius
276,Neuigkeit::N,novina,novitas
277,Neuigkeit::N,novinka,novitas
278,Name::N,jméno,nomen
279,Rätsel::N,hádanka,aenigma
280,Rede::N,řeč,oratio
281,Rede::N,proslov,oratio
282,Sprache::N,řeč,lingua
283,Sprache::N,jazyk,lingua
284,Stimme::N,hlas,vox
285,Wort::N,slovo,verbum
286,Wort::N,slovo,vocabulum
287,Zeichen::N,znamení,signum
288,Ruf::N,zavolání,clamor
289,Lärm::N,hluk,strepitus
290,Laut::N,zvuk,sonus
291,Ton::N,tón,sonus
292,Lied::N,píseň,carmen
293,Ruhe::N,klid,quies
294,Ruhe::N,pokoj,quies
295,Leute::N,lidé,homines
296,Volk::N,národ,populus
297,Arbeit::N,práce,labor
298,Gast::N,host,hospes
299,Gast::N,host,conviva
300,Geschenk::N,dar,munus
301,Spiel::N,hra,ludus
302,Gesellschaft::N,společnost,societas
303,Hilfe::N,pomoc,auxilium
304,Hilfe::N,pomoc,subsidium
305,Freund::N,přítel,amicus
306,Kamerad::N,kamarád,socius
307,Angelegenheit::N,záležitost,res
308,Anzahl::N,počet,numerus
309,Art::N,druh,genus
310,Stück::N,kus,frustum
311,Stück::N,kus,fragmentum
312,Stück::N,kousek,frustum
313,Stück::N,kousek,fragmentum
314,Teil::N,díl,pars
315,Teil::N,část,pars
316,Hälfte::N,půl,dimidium
317,Kreis::N,kruh,orbis
318,Kreis::N,kruh,circus
319,Kreuz::N,kříž,crux
320,Linie::N,linka,linea
321,Strich::N,čára,lineamentum
322,Strich::N,čárka,lineamentum
323,Abstand::N,vzdálenost,intervallum
324,Entfernung::N,vzdálenost,spatium
325,Gegend::N,krajina,loca
326,Gegend::N,krajina,regio
327,Platz::N,prostor,locus
328,Ort::N,místo,locus
329,Seite::N,strana,latus
330,Mitte::N,střed,medium
331,Mitte::N,prostředek,medium
332,Gegenstand::N,předmět,res
333,Sache::N,věc,res
334,Rand::N,kraj,margo
335,Rand::N,okraj,margo
336,Kante::N,hrana,angulus
337,Ecke::N,roh,angulus
338,Spitze::N,hrot,cacumen
339,Spitze::N,špička,cacumen
340,Ende::N,konec,caput
341,Loch::N,díra,foramen
342,Winkel::N,kout,angulus
343,Muster::N,vzor,exemplum
344,Größe::N,velikost,magnitudo
345,Länge::N,délka,longitudo
346,Höhe::N,výška,altitudo
347,Gewicht::N,váha,pondus
348,Menge::N,množství,copia
349,Haufen::N,kupa,acervus
350,Haufen::N,hromada,acervus
351,Reihe::N,řada,ordo
352,Reihe::N,řádek,ordo
353,Boot::N,člun,navicula
354,Ruder::N,veslo,remus
355,Schlitten::N,sáně,sclodia
356,Ski::N,lyže,narta
357,Lagerfeuer::N,táborák,ignis
358,Last::N,náklad,onus
359,Last::N,břemeno,onus
360,Gang::N,chůze,cursus
361,Gang::N,chodba,cursus
362,Schritt::N,krok,gradus
363,Norden::N,sever,septentriones
364,Süden::N,jih,meridies
365,Westen::N,západ,occidens
366,Osten::N,východ,oriens
367,Holz::N,dřevo,lignum
368,Brett::N,prkno,tabula
369,Platte::N,deska,lamina
370,Stütze::N,opěra,adminiculum
371,Stange::N,tyč,pertica
372,Stange::N,tyčka,pertica
373,Stock::N,hůlka,baculum
374,Stab::N,hůl,scipio
375,Rohr::N,trubka,tubus
376,Haus::N,dům,aedes
377,Heim::N,domov,domicilium
378,Ofen::N,kamna,fornax
379,Fußboden::N,podlaha,solum
380,Tisch::N,stůl,mensa
381,Stuhl::N,židle,sella
382,Wiege::N,kolébka,cunae
383,Bett::N,postel,lectus
384,Regal::N,regál,foruli
385,Regal::N,police,foruli
386,Kiste::N,bedna,cista
387,Fenster::N,okno,fenestra
388,Tür::N,dveře,ianua
389,Tor::N,vrata,porta
390,Zaun::N,plot,saepes
391,Dach::N,střecha,tectum
392,Leiter::N,žebřík,scalae
393,Besen::N,koště,scopae
394,Besen::N,smeták,scopae
395,Spaten::N,rýč,pala
396,Schaufel::N,lopata,pala
397,Gabel::N,vidlička,fuscinula
398,Löffel::N,lžíce,coclear
399,Messer::N,nůž,culter
400,Nagel::N,hřebík,clavus
401,Netz::N,síť,rete
402,Haken::N,hák,hamus
403,Griff::N,držadlo,manubrium
404,Schloss::N,zámek,claustra
405,Bild::N,obraz,tabula
406,Bild::N,obraz,pictura
407,Figur::N,figura,statunculum
408,Puppe::N,panenka,pupa
409,Beutel::N,pytlík,sacculus
410,Bündel::N,svazek,fascis
411,Tasche::N,taška,sacculus
412,Tasche::N,brašna,sacculus
413,Eimer::N,kýbl,situla
414,Eimer::N,vědro,situla
415,Deckel::N,víko,operculum
416,Deckel::N,příklop,operculum
417,Geschirr::N,nádobí,vasa
418,Sack::N,pytel,saccus
419,Tasse::N,šálek,pocillum
420,Topf::N,hrnec,olla
421,Kessel::N,kotel,aenum
422,Essen::N,jídlo,cena
423,Nahrung::N,strava,cibus
424,Nahrung::N,strava,alimenta
425,Nahrung::N,potrava,cibus
426,Nahrung::N,potrava,alimenta
427,Speise::N,jídlo,cibus
428,Fleisch::N,maso,caro
429,Getreide::N,obilí,frumentum
430,Brei::N,kaše,puls
431,Brot::N,chléb,panis
432,Scheibe::N,krajíc,frustum
433,Fett::N,tuk,pingue
434,Fett::N,omastek,pingue
435,Butter::N,máslo,butȳrum
436,Öl::N,olej,oleum
437,Salz::N,sůl,sal
438,Suppe::N,polévka,ius
439,Honig::N,med,mel
440,Milch::N,mléko,lac
441,Tee::N,čaj,thea
442,Leder::N,kůže,corium
443,Wolle::N,vlna,lana
444,Stoff::N,látka,textum
445,Nadel::N,jehla,acus
446,Faden::N,nit,filum
447,Knopf::N,knoflík,bulla
448,Knoten::N,uzel,nodus
449,Farbe::N,barva,pigmentum
450,Kleidung::N,šaty,vestimenta
451,Kleidung::N,šatstvo,vestimenta
452,Hemd::N,košile,tunica
453,Kragen::N,límec,collare
454,Ärmel::N,rukáv,manica
455,Hose::N,kalhoty,bracae
456,Gürtel::N,pás,cingulum
457,Gürtel::N,opasek,cingulum
458,Mütze::N,čepice,pilleus
459,Schuh::N,bota,calceus
460,Stiefel::N,holínka,pero
461,Stiefel::N,holínka,caliga
462,Ring::N,prsten,anulus
463,Band::N,pásek,redimiculum
464,Kamm::N,hřeben,pecten
465,Spiegel::N,zrcadlo,speculum
466,Riemen::N,řemen,lorum
467,Schnur::N,šňůra,linum
468,Leine::N,vodítko,retinaculum
469,Decke::N,pokrývka,lodix
470,Decke::N,přikrývka,lodix
471,Kissen::N,polštář,pulvinus
472,Tuch::N,šátek,velum
473,Handtuch::N,ručník,mantele
474,Kraft::N,síla,vis
475,Stärke::N,síla,robur
476,Gesundheit::N,zdraví,valetudo
477,Krankheit::N,nemoc,morbus
478,Krankheit::N,choroba,morbus
479,Schmerz::N,bolest,dolor
480,Wunde::N,rána,vulnus
481,Fieber::N,horečka,febris
482,Arznei::N,lék,remedium
483,Brücke::N,most,pons
484,Brunnen::N,studna,puteus
485,Weide::N,pastva,pascua
486,Weide::N,pastvina,pascua
487,Pfad::N,pěšina,semita
488,Weg::N,cesta,iter
489,Straße::N,silnice,via
490,Dorf::N,vesnice,vicus
491,Stadt::N,město,urbs
492,Stadt::N,město,oppidum
493,Brief::N,dopis,epistula
494,Buch::N,kniha,liber
495,Buchstabe::N,písmeno,littera
496,Zeitung::N,noviny,diurnum
497,Leben::N,život,vita
498,Tod::N,smrt,mors
499,Grab::N,hrob,sepulcrum
500,Kirche::N,kostel,ecclesia
501,Sünde::N,hřích,peccatum
502,Gott::N,bůh,deus
503,Arbeiter::N,dělník,operarius
504,Arbeiter::N,pracovník,operarius
505,Chef::N,šéf,praefectus
506,Chef::N,vedoucí,praefectus
507,Meister::N,mistr,magister
508,Arzt::N,lékař,medicus
509,Lehrer::N,učitel,magister
510,Geld::N,peníze,aes
511,Geld::N,peníze,pecunia
512,Geschäft::N,obchod,negotium
513,Laden::N,krám,taberna
514,Preis::N,cena,pretium
515,Ware::N,zboží,merx
516,Nutzen::N,užitek,utilitas
517,Reichtum::N,bohatství,opes
518,Reichtum::N,bohatství,divitiae
519,Welt::N,svět,mundus
520,Land::N,země,terra
521,Staat::N,stát,res publica
522,König::N,král,rex
523,Macht::N,moc,potestas
524,Macht::N,mocnost,potestas
525,Grenze::N,hranice,limes
526,Krieg::N,válka,bellum
527,Feind::N,nepřítel,inimicus
528,Gewalt::N,násilí,vis
529,Kampf::N,boj,pugna
530,Bogen[Waffe]::N,luk,arcus
531,Pfeil::N,šíp,sagitta
532,Gewehr::N,puška,sclopetum
533,Gewehr::N,ručnice,sclopetum
534,Fehler::N,chyba,error
535,Lüge::N,lež,mendacium
536,Schaden::N,škoda,damnum
537,Schaden::N,škoda,detrimentum
538,Unglück::N,neštěstí,miseria
539,Unglück::N,neštěstí,calamitas
540,Schuld::N,vina,culpa
541,Alter::N,věk,aetas
542,Schluss::N,konec,finis
543,Zeit::N,čas,tempus
544,Tag::N,den,dies
545,Morgen::N,ráno,mane
546,Morgen::N,jitro,mane
547,Mittag::N,poledne,meridies
548,Abend::N,večer,vesper
549,Nacht::N,noc,nox
550,Woche::N,týden,septimana
551,Monat::N,měsíc,mensis
552,Jahr::N,rok,annus
553,Frühling::N,jaro,ver
554,Sommer::N,léto,aestas
555,Herbst::N,podzim,autumnus
556,Winter::N,zima,hiems
557,Januar::N,leden,Ianuarius
558,Februar::N,únor,Februarius
559,März::N,březen,Martius
560,April::N,duben,Aprilis
561,Mai::N,květen,Maius
562,Juni::N,červen,Iunius
563,Juli::N,červenec,Iulius
564,August::N,srpen,Augustus
565,September::N,září,September
566,Oktober::N,říjen,Octobris
567,November::N,listopad,Novembris
568,Dezember::N,prosinec,December
569,Montag::N,pondělí,dies lunae
570,Montag::N,pondělek,dies lunae
571,Dienstag::N,úterý,dies Martis 
572,Mittwoch::N,středa,dies Mercurii
573,Donnerstag::N,čtvrtek,dies Iovis
574,Freitag::N,pátek,dies Veneris
575,Samstag::N,sobota,dies Saturni
576,Sonntag::N,neděle,dominicus
577,Sonntag::N,neděle,dies solis
578,groß::A,velký,magnus
579,klein::A,malý,parvus
580,lang::A,dlouhý,longus
581,kurz::A,krátký,brevis
582,breit::A,široký,latus
583,schmal::A,úzký,angustus
584,dicht::A,hustý,densus
585,dick[Gegenstand]::A,tlustý,crassus
586,dünn::A,tenký,tenuis
587,fein::A,jemný,subtilis
588,fest::A,pevný,solidus
589,fest::A,pevný,stabilis
590,flach::A,plochý,planus
591,flach::A,placatý,planus
592,glatt::A,hladký,levis
593,hart::A,tvrdý,durus
594,weich::A,měkký,mollis
595,rund::A,kulatý,rotundus
596,rund::A,okrouhlý,rotundus
597,spitz::A,špičatý,acutus
598,scharf::A,ostrý,acer
599,stumpf::A,tupý,hebes
600,schwer::A,těžký,gravis
601,schön::A,pěkný,pulcher
602,schön::A,pěkný,formosus
603,schön::A,krásný,pulcher
604,schön::A,krásný,formosus
605,heiß::A,horký,fervidus
606,warm::A,teplý,calidus
607,kalt::A,studený,frigidus
608,kühl::A,chladný,frigidus
609,frisch::A,svěží,recens
610,feucht::A,vlhký,umidus
611,nass::A,mokrý,madidus
612,trocken::A,suchý,aridus
613,voll::A,plný,plenus
614,leer::A,prázdný,vacuus
615,offen::A,otevřený,apertus
616,geschlossen::A,zavřený,clausus
617,sauber::A,čistý,lautus
618,schmutzig::A,špinavý,sordidus
619,roh::A,syrový,crudus
620,reif::A,zralý,maturus
621,lecker::A,chutný,delicatus
622,süß::A,sladký,dulcis
623,bitter::A,hořký,amarus
624,bitter::A,hořký,acerbus
625,sauer::A,kyselý,acidus
626,hell::A,světlý,clarus
627,dunkel::A,temný,obscurus
628,schwarz::A,černý,niger
629,weiß::A,bílý,albus
630,rot::A,rudý,ruber
631,rot::A,červený,ruber
632,gelb::A,žlutý,flavus
633,blau::A,modrý,caeruleus
634,grün::A,zelený,viridis
635,grau::A,šedý,canus
636,grau::A,šedivý,canus
637,bunt::A,pestrý,varius
638,billig::A,levný,vilis
639,billig::A,laciný,vilis
640,teuer::A,drahý,carus
641,wertvoll::A,cenný,pretiosus
642,blind::A,slepý,caecus
643,taub::A,hluchý,surdus
644,kräftig::A,silný,robustus
645,stark::A,silný,firmus
646,stark::A,silný,validus
647,schwach::A,slabý,debilis
648,schwach::A,slabý,infirmus
649,fett::A,tučný,crassus
650,fett::A,tlustý,crassus
651,schlank::A,štíhlý,procerus
652,hübsch::A,hezký,pulcher
653,böse::A,zlý,improbus
654,dumm::A,hloupý,stultus
655,dumm::A,hloupý,stupidus
656,faul::A,líný,piger
657,fleißig::A,pilný,sedulus
658,geizig::A,lakomý,avarus
659,klug::A,chytrý,prudens
660,geschickt::A,šikovný,sollers
661,lieb::A,milý,carus
662,lustig::A,veselý,iocosus
663,sanft::A,mírný,clemens
664,hungrig::A,hladový,impastus
665,krank::A,nemocný,aeger
666,nackt::A,nahý,nudus
667,traurig::A,smutný,maestus
668,traurig::A,truchlivý,maestus
669,lebendig::A,živý,vivus
670,gut::A,dobrý,bonus
671,schlecht::A,špatný,malus
672,richtig::A,pravý,rectus
673,richtig::A,správný,rectus
674,schlimm::A,zlý,malus
675,wahr::A,pravdivý,verus
676,alt::A,starý,antiquus
677,neu::A,nový,novus
678,ehemalig::A,bývalý,pristinus
679,alt[Lebewesen]::A,starý,vetus
680,jung::A,mladý,iuvenis
681,arm::A,chudý,pauper
682,reich::A,bohatý,dives
683,bekannt::A,známý,notus
684,berühmt::A,slavný,celeber
685,berühmt::A,slavný,illustris
686,fremd::A,cizí,peregrinus
687,verschieden::A,různý,varius
688,verschieden::A,rozličný,varius
689,nah::A,blízký,propinquus
690,fern::A,daleký,longinquus
691,linker::A,levý,sinister
692,rechter::A,pravý,dexter
693,anderer::A,jiný,alius
694,erster::A,první,primus
695,zweiter::A,druhý,secundus
696,dritter::A,třetí,tertius
697,letzter::A,poslední,ultimus
698,allein::ADV,sám,solum
699,auf einmal::ADV,najednou,simul
700,zusammen::ADV,spolu,una
701,zusammen::ADV,dohromady,una
702,lange::ADV,dlouho,diu
703,plötzlich::ADV,vtom,subito
704,plötzlich::ADV,vtom,repente
705,plötzlich::ADV,náhle,subito
706,plötzlich::ADV,náhle,repente
707,sofort::ADV,hned,statim
708,sofort::ADV,ihned,statim
709,später::ADV,později,postea
710,jetzt::ADV,teď,nunc
711,jetzt::ADV,nyní,nunc
712,heute::ADV,dnes,hodie
713,heute::ADV,dneska,hodie
714,morgen::ADV,zítra,cras
715,bald::ADV,brzo,mox
716,dann::ADV,pak,deinde
717,dann::ADV,potom,deinde
718,gestern::ADV,včera,heri
719,einst::ADV,kdysi,olim
720,damals::ADV,tehdy,tum
721,damals::ADV,tenkrát,tum
722,danach::ADV,podle toho,postea
723,vorher::ADV,dříve,antea
724,vorher::ADV,napřed,antea
725,zuerst::ADV,nejprve,primo
726,zuerst::ADV,nejdříve,primo
727,einmal::ADV,jednou,semel
728,manchmal::ADV,někdy,interdum
729,oft::ADV,často,saepe
730,immer::ADV,vždy,semper
731,immer::ADV,stále,semper
732,niemals::ADV,nikdy,numquam
733,hier::ADV,zde,hic
734,hier::ADV,tady,hic
735,hierhin::ADV,sem,huc
736,von hier::ADV,odtud,hinc
737,dort::ADV,tam,ibi
738,dorthin::ADV,tam,eo
739,geradeaus::ADV,rovně,recte
740,vorwärts::ADV,kupředu,porro
741,rückwärts::ADV,zpět,retro
742,zurück::ADV,zpět,retro
743,zurück::ADV,nazpět,retro
744,unten::ADV,dole,infra
745,hinab::ADV,dolů,pessum
746,oben::ADV,nahoře,supra
747,oben::ADV,navrchu,supra
748,hinauf::ADV,nahoru,sursum
749,überall::ADV,všude,ubique
750,nicht::ADV,ne,non
751,ein wenig::ADV,trochu,paulum
752,kaum::ADV,sotva,vix
753,kaum::ADV,sotva,aegre
754,sehr::ADV,velmi,valde
755,sehr::ADV,velmi,magnopere
756,sehr::ADV,velice,valde
757,sehr::ADV,velice,magnopere
758,so::ADV,tak,ita
759,so::ADV,takto,ita
760,noch::ADV,ještě,etiam
761,nur::ADV,jen,solum
762,nur::ADV,jen,tantum
763,nur::ADV,jenom,solum
764,nur::ADV,jenom,tantum
765,schon::ADV,už,iam
766,schon::ADV,již,iam
767,wieder::ADV,zase,rursus
768,vergebens::ADV,marně,frustra
769,vor::PRP,před,ante
770,hinter::PRP,za,post
771,unter::PRP,pod,sub
772,durch::PRP,skrz,per
773,neben::PRP,vedle,iuxta
774,zwischen::PRP,mezi,inter
775,wegen::PRP,pro,propter
776,dies::PRN,toto,hoc
777,dies::PRN,tohle,hoc
778,das::PRN,to,id
779,alles::PRN,všechno,omnia
780,ich::PRN,já,ego
781,du::PRN,ty,tu
782,er::PRN,on,is
783,er::PRN,on,ille
784,wir::PRN,my,nos
785,ihr::PRN,vy,vos
786,sie::PRN,oni,ii
787,sie::PRN,oni,illi
788,was::FPRN,co,quid
789,wer::FPRN,kdo,quis
790,wo::FADV,kde,ubi
791,wohin::FADV,kam,quo
792,wie::FADV,jak,quomodo
793,warum::FADV,proč,cur
794,wieviel::FNUM,kolik,quantum
795,eins::NUM,jeden,unus
796,zwei::NUM,dva,duo
797,drei::NUM,tři,tres
798,vier::NUM,čtyři,quattuor
799,fünf::NUM,pět,quinque
800,sechs::NUM,šest,sex
801,sieben::NUM,sedm,septem
802,acht::NUM,osm,octo
803,neun::NUM,devět,novem
804,zehn::NUM,deset,decem
805,elf::NUM,jedenáct,undecim
806,zwölf::NUM,dvanáct,duodecim
807,zwanzig::NUM,dvacet,viginti
808,dreißig::NUM,třicet,triginta
809,vierzig::NUM,čtyřicet,quadraginta
810,fünfzig::NUM,padesát,quinquaginta
811,sechzig::NUM,šedesát,sexaginta
812,siebzig::NUM,sedmdesát,septuaginta
813,achtzig::NUM,osmdesát,octoginta
814,neunzig::NUM,devadesát,nonaginta
815,hundert::NUM,sto,centum
816,tausend::NUM,tisíc,mille
817,und::CNJ,a,et
818,und::CNJ,a,-que
819,oder::CNJ,nebo,vel
820,stehen::V,stát,stare
821,sitzen::V,sedět,sedere
822,liegen::V,ležet,iacere
823,hängen::V,viset,pendere
824,werden::V,stát se,fieri
825,passieren::V,stát se,accidere
826,beginnen::V,počít,incipere
827,enden::V,končit,finem habere
828,enden::V,skončit,finem habere
829,wechseln::V,měnit se,mutari
830,aufgehen[Sonne]::V,vyjít,oriri
831,untergehen[Sonne]::V,zapadnout,occidere
832,scheinen[Sonne]::V,svítit,lucere
833,donnern::V,hřmět,tonare
834,wehen::V,vát,flare
835,wehen::V,vanout,flare
836,strömen::V,proudit,fluere
837,fließen::V,téct,manare
838,sich drehen::V,točit se,torqueri
839,schwanken::V,kolísat,vacillare
840,schwanken::V,houpat se,vacillare
