,Concept_ID,br,zh
832,vernehmen::V,merzhañ,审讯
833,frieren::V,anoued,觉得冷
834,tun::V,ober,作
835,können::V,gouzout,能
836,wollen::V,fellout da,要
837,wollen::V,kaout c'hoant da,要
838,anfangen::V,kregiñ,开始
839,beenden::V,achuiñ,结束
840,aufhören::V,paouez,停止
841,öffnen::V,digeriñ,打开
842,schließen::V,serriñ,关
843,stellen::V,lakaat,放
844,setzen::V,lakaat,放
845,legen::V,lakaat,摆
846,berühren::V,touch,触
847,verbinden::V,eren,联结
848,bedecken::V,goloiñ,覆盖
849,aufhängen::V,istribilhañ,挂
850,anzünden::V,alumiñ,点
851,anzünden::V,c'hwezzañ,点
852,aufheben::V,dastum,拾起
853,zurücklassen::V,lezel,遗留
854,verlieren::V,koll,丧失
855,fallen lassen::V,laoskel,让掉下
856,fallen lassen::V,lezel da gouezhel,让掉下
857,machen::V,ober,做
858,herstellen::V,fardañ,生产
859,bauen::V,sevel,建造
860,reparieren::V,adaozañ,修理
861,verbessern::V,gwellaat,改进
862,ändern::V,cheñch,改变
863,graben::V,kleuzañ,挖
864,beugen::V,plegañ,弯下
865,biegen::V,krommañ,弯
866,drehen::V,treiñ,转动
867,wenden::V,treiñ,转动
868,umdrehen::V,treiñ,转动
869,heben::V,sevel,举起
870,hochheben::V,sevel,抬高
871,ergreifen::V,kemer,抓住
872,halten::V,dalc'hen,拿着
873,drücken::V,bountañ,压
874,schieben::V,poulzañ,推
875,kratzen::V,skrabat,搔
876,lecken::V,lipat,舔
877,beißen::V,kregiñ,咬
878,abreißen::V,diframmañ,撕下
879,abschneiden::V,troc'hañ,切断
880,binden::V,stagañ,捆
881,stecken::V,sankañ,插
882,brechen::V,darnaouiñ,断裂
883,klopfen::V,skoiñ,敲
884,hauen::V,dornañ,揍
885,kleben::V,pegañ,粘
886,reiben::V,taravat,摩擦
887,reiben::V,trekiñ,摩擦
888,streichen::V,toazañ,涂
889,schleifen::V,lemmañ,拖曳
890,schneiden::V,troc'hañ,切
891,rütteln::V,tordorosañ,颠簸
892,schütteln::V,hejañ,摇动
893,schütten::V,diskargañ,倒
894,füllen::V,kargañ,填满
895,einwickeln::V,gronnañ,包
896,tragen::V,dougen,提
897,schleppen::V,stlejal,扛
898,ziehen::V,sachañ,拉
899,aufbewahren::V,miret,保存
900,werfen::V,teuler,扔
901,fangen::V,tapañ,捕捉
902,packen::V,krapat,抓住
903,verstecken::V,kuzhat,藏
904,teilen::V,rannañ,分
905,schicken::V,kas,派遣
906,bringen::V,degas,带来
907,hinzufügen::V,lakat ouzhpenn,添加
908,bekommen::V,kaout,得到
909,erhalten::V,kaout,接到
910,nehmen::V,kemer,拿
911,wählen::V,choaz,挑选
912,auswählen::V,dibab,选择
913,bewahren::V,mirout,保持
914,behindern::V,diaezañ,防碍
915,verderben::V,lovrañ,败坏
916,beschädigen::V,gwallegañ,损坏
917,zerbrechen::V,torriñ,破碎
918,zerreißen::V,diroegiñ,撕碎
919,zerstören::V,distrujañ,毁坏
920,verbrennen::V,deviñ,燃烧
921,geben::V,reiñ,给
922,schenken::V,donezonañ,赠送
923,versprechen::V,prometiñ,许诺
924,wünschen::V,hetiñ,祝
925,loben::V,feurmiñ,表扬
926,küssen::V,pokat,亲
927,wiegen::V,pouezañ,轻摇
928,zudecken::V,goloiñ,盖上
929,wecken::V,dihuniñ,唤起
930,zeigen::V,diskouez,指
931,führen::V,kas,带领
932,lehren::V,deskiñ,教
933,unterrichten::V,kelenn,讲课
934,leiten::V,bleinañ,领导
935,antreiben::V,poulzañ,催促
936,lassen::V,leuskel,让
937,einladen::V,pediñ,邀请
938,vereinigen::V,unisañ,统一
939,besuchen::V,gweladenniñ,参观
940,treffen::V,kejal,会面
941,treffen::V,ankontrañ,会面
942,sich versammeln::V,bodennañ,聚集
943,spielen::V,c'hoari,玩
944,singen::V,kanañ,唱歌
945,tanzen::V,dañsal,跳舞
946,sich trennen::V,dispartiañ,分别
947,verlassen::V,lezel,离开
948,retten::V,saveteiñ,救
949,bewachen::V,mesa,守卫
950,schützen::V,diwall,保护
951,verteidigen::V,difenn,保卫
952,sich schlagen::V,lopañ,打架
953,siegen::V,trec'hiñ,获胜
954,ärgern::V,hegasiñ,激怒
955,schlagen::V,skeiñ,打
956,treten::V,botaouiñ,踢
957,stechen::V,pikat,刺
958,stoßen::V,stokañ,撞
959,stehlen::V,laerezh,盗窃
960,stören::V,direnkañ,干扰
961,belästigen::V,dregasiñ,打搅
962,verbergen::V,skoachañ,隐藏
963,täuschen::V,tromplañ,欺骗
964,betrügen::V,lorbañ,欺骗
965,töten::V,lazhañ,杀
966,wohnen::V,bezañ o chom,居住
967,arbeiten::V,labourat,工作
968,sammeln::V,dastum,收集
969,pflücken::V,kuntuilhañ,采
970,jagen::V,chaseal,打猎
971,fischen::V,pesketa,捕鱼
972,fassen::V,pakañ,捉住
973,hüten::V,geota,守护
974,anbinden::V,stagañ,拴
975,füttern::V,boueta,喂
976,melken::V,goro,挤奶
977,hacken::V,difrakal,剁细
978,gießen::V,dourañ,浇
979,reifen::V,azviñ,成熟
980,zubereiten::V,keginañ,
981,kochen::V,poazhañ,煮
982,backen::V,fritañ,烤
983,braten::V,rostañ,煎
984,stricken::V,stammañ,织
985,nähen::V,gwriat,缝
986,färben::V,livañ,染色
987,reinigen::V,naetañ,清洁
988,waschen::V,gwalc'hiñ,洗
989,abwischen::V,torchañ,擦掉
990,spülen::V,disgwalc'hiñ,清洗
991,fegen::V,skubañ,扫
992,kehren::V,skubañ,打扫
993,baden::V,kouronkañ,给...洗澡
994,sich waschen::V,en em walc'hiñ,洗澡
995,sich anziehen::V,gwiskañ,穿衣
996,kämmen::V,kribat,梳
997,schmücken::V,kinklañ,装饰
998,sagen::V,larêt,说
999,sagen::V,lavaret,说
1000,sprechen::V,komz,说
1001,reden::V,kaozeal,讲
1002,sich unterhalten::V,balbotal,聊天
1003,fragen::V,goulenn,问
1004,bitten::V,goulenn,请
1005,erzählen::V,kontañ,叙述
1006,mitteilen::V,kemenn,通知
1007,nennen::V,anviñ,叫做
1008,rufen::V,gelver,叫
1009,prahlen::V,fougeal,吹牛
1010,übersetzen::V,treiñ,翻译
1011,denken::V,soñjal,想
1012,glauben::V,krediñ,以为
1013,bemerken::V,apresevañ,发觉
1014,erkennen::V,anavout,识别
1015,begreifen::V,meizañ,理解
1016,verstehen::V,kompren,明白
1017,lernen::V,deskiñ,学
1018,wissen::V,gouzout,知道
1019,sich erinnern an::V,kaout soñj e,回忆
1020,vergessen::V,ankouaat,忘记
1021,messen::V,muzuliañ,测量
1022,zählen::V,kontañ,数
1023,rechnen::V,jedañ,计算
1024,lesen::V,lenn,读
1025,malen::V,livañ,画
1026,zeichnen::V,tresañ,绘制
1027,schreiben::V,skrivañ,写
1028,besitzen::V,kaout,占有
1029,kaufen::V,prenañ,买
1030,verkaufen::V,gwerzhañ,卖
1031,bezahlen::V,paeañ,付钱
1032,zahlen::V,paeañ,支付
1033,beherrschen::V,mestroniañ,统治
1034,ertragen::V,anduriñ,忍耐
1035,Grube::N,,坑
1036,Spur::N,,踪迹
1037,Lehm::N,,粘土
1038,Laut::N,,响声
1039,Winkel::N,,角度
1040,Lagerfeuer::N,,营火
1041,untergehen[Sonne]::V,,下落
1042,läuten::V,,响
1043,klingeln::V,,按铃
1044,sich fürchten::V,,害怕
1045,fürchten::V,,害怕
1046,gelingen::V,,成功
1047,geraten::V,,陷于
1048,schwenken::V,,摇动
1049,reichen::V,,递给
1050,aufziehen::V,,抚养
1051,schießen::V,,射击
1052,treiben::V,,漂
1053,umrühren::V,,搅拌
1054,ausziehen::V,,脱
1055,anziehen::V,,穿
