,Concept_ID,mdf,ar
780,geradeaus::ADV,ви́деста,إلى الأمام
781,vorwärts::ADV,и́нголи,إلى الأمام
782,rückwärts::ADV,ме́ки,إلى الوراء
783,zurück::ADV,ме́ки,عودا
784,zurück::ADV,ме́ки,إلى الخلف
785,unten::ADV,ала,تحت
786,unten::ADV,ала,في الأسفل
787,hinab::ADV,алу,إلى تحت
788,oben::ADV,вяре,فوق
789,oben::ADV,вяре,في الأعلى
790,hinauf::ADV,вяри,إلى فوق
791,hinauf::ADV,вяри,إلى الأعلى
792,überall::ADV,се́мбе ва́стова,في كل مكان
793,nicht::ADV,аф,لا
794,nicht::ADV,аф,لم
795,ein wenig::ADV,аф лама,قليلا
796,kaum::ADV,а́ньцек,كاد لا
797,sehr::ADV,пяк,جدا
798,sehr::ADV,пяк,كثيرا
799,so::ADV,ста́не,كذا
800,so::ADV,ста́не,كذلك
801,noch::ADV,нинге,ما زال
802,nur::ADV,аньцек,فقط
803,schon::ADV,ни,قد
804,wieder::ADV,та́га,من جديد
805,wieder::ADV,та́га,مرة أخرى
806,vergebens::ADV,стак,عبثا
807,vor::PRP,инголе,أمام
808,hinter::PRP,фтала,خلف
809,hinter::PRP,фтала,وراء
810,hinter::PRP,мельге,خلف
811,hinter::PRP,мельге,وراء
812,unter::PRP,ала,تحت
813,durch::PRP,пачк,عبر
814,durch::PRP,пачк,خلال
815,neben::PRP,ваксса,جنب
816,neben::PRP,ваксса,بجانب
817,zwischen::PRP,ёткса,بين
818,wegen::PRP,сюнеда,بسبب
819,dies::PRN,тя,هذا
820,das::PRN,ся,ذلك
821,das::PRN,тона,ذلك
822,alles::PRN,сембе,الكل
823,ich::PRN,мон,أنا
824,du::PRN,тон,أنت
825,er::PRN,сон,هو
826,wir::PRN,минь,نحن
827,ihr::PRN,тинь,أنتم
828,ihr::PRN,тинь,أنتن
829,sie::PRN,синь,هم
830,sie::PRN,синь,هن
831,was::FPRN,мезе,ما
832,wer::FPRN,кие,من
833,wo::FADV,коса,أين
834,wohin::FADV,ков,إلى أين
835,wohin::FADV,коза,إلى أين
836,wie::FADV,ко́да,كيف
837,warum::FADV,мес,لماذا
838,wieviel::FNUM,мзя́ра,كم
839,eins::NUM,фкя,واحد
840,zwei::NUM,кафта,اثنين
841,drei::NUM,колма,ثلاثة
842,vier::NUM,ниле,أربعة
843,fünf::NUM,вете,خمسة
844,sechs::NUM,кота,ستة
845,sieben::NUM,сисем,سبعة
846,acht::NUM,кафкса,ثمانية
847,neun::NUM,ве́йхкса,تسعة
848,zehn::NUM,кемонь,عشرة
849,elf::NUM,кефкие,أحد عشر
850,zwölf::NUM,кемгафтува,اثنا عشر
851,zwanzig::NUM,комсь,عشرون
852,dreißig::NUM,колмогемонь,ثلاثون
853,vierzig::NUM,нильге́монь,أربعون
854,fünfzig::NUM,ве́дьгемонь,خمسون
855,sechzig::NUM,ко́дгемонь,ستون
856,siebzig::NUM,сизьге́монь,سبعون
857,achtzig::NUM,ка́фксогемонь,ثمانون
858,neunzig::NUM,ве́йхксогемонь,تسعون
859,hundert::NUM,сяда,مئة
860,tausend::NUM,тёжянь,ألف
861,und::CNJ,и,و
862,und::CNJ,дъ,و
863,oder::CNJ,или,أو
864,oder::CNJ,али,أو
865,stehen::V,а́щемс стя́да,وقف
866,sitzen::V,ащемс озада,جلس
867,liegen::V,ма́дозь а́щемс,رقد
868,hängen::V,нюрьгомс,تعلق
869,werden::V,арамс,صار
870,werden::V,арамс,أصبح
871,werden::V,тиевомс,صار
872,werden::V,тиевомс,أصبح
873,passieren::V,лисэмс,حدث
874,passieren::V,эвондамс,حدث
875,beginnen::V,ушедомс,ابتدأ
876,enden::V,лоткамс,انتهى
877,wechseln::V,по́лафнемс,تغير
878,aufgehen[Sonne]::V,стямс,شرق
879,aufgehen[Sonne]::V,лисемс,شرق
880,untergehen[Sonne]::V,валгомс,غرب
881,scheinen[Sonne]::V,ва́лдоптомс,أضاء
882,donnern::V,торамс,رعد
883,wehen::V,уфа́мс,هب
884,strömen::V,шудемс,جرى
885,fließen::V,шудемс,سال
886,sich drehen::V,шаромс,دار
887,schwanken::V,якамс,ترنح
888,schwingen::V,люксемс,ترجح
889,schwingen::V,нюрьсемс,ترجح
890,fallen::V,прамс,سقط
891,fallen::V,прашендомс,سقط
892,brennen::V,паломс,احترق
893,rauchen::V,качадомс,دخن
894,regnen::V,пиземс,أمطر
895,gefrieren::V,эйндамс,تجمد
896,gefrieren::V,кельмомс,تجمد
897,tauen::V,соламс,ذاب
898,schmelzen::V,соламс,ذاب
899,trocknen::V,коськомс,نشف
900,sieden::V,лакамс,غلى
901,faulen::V,наксадомс,فسد
902,verfaulen::V,наксадомс,تعفن
903,reißen::V,сязевомс,انقطع
904,versinken::V,ваямс,غرق
905,vergehen::V,ётамс,مضى
906,erscheinen::V,эвондамс,لاح
907,erscheinen::V,эвондамс,ظهر
908,verschwinden::V,юма́мс,غاب
909,sinken::V,валгомс,هبط
910,abnehmen::V,киремс,نقص
911,zunehmen::V,ламокстомс,ازداد
912,zunehmen::V,рашнемс,ازداد
913,steigen::V,кеподемс,صعد
914,steigen::V,кеподемс,ارتفع
915,wachsen::V,касомс,نما
916,wachsen::V,касомс,نبت
917,glänzen::V,цинзелдомс,لمع
918,glänzen::V,цифордомс,لمع
919,funkeln::V,ци́фтордомс,تلألأ
920,lärmen::V,жалнамс,ضج
921,lärmen::V,жалнамс,صخب
922,läuten::V,гайфтемс,قرع
923,klingeln::V,гайфтемс,دق
924,klirren::V,ка́нзеркшнемс,قعقع
925,brausen::V,жоледемс,عج
926,rauschen::V,вжнамс,حف
927,rauschen::V,гамнамс,حف
928,klingen::V,кайгомс,رن
929,bellen::V,ува́мс,نبح
930,heulen::V,сувомс,عوى
931,heulen::V,урнамс,عوى
932,blasen::V,уфа́мс,نفخ
933,pfeifen::V,вяшкомс,صفر
934,schreien::V,пешкодомс,صرخ
935,stöhnen::V,куфцемс,أن
936,zittern::V,таромс,ارتعش
937,leben::V,эрямс,عاش
938,geboren werden::V,шачемс,ولد
939,atmen::V,ажнамс,تنفس
940,trinken::V,симомс,شرب
941,essen::V,ярхцамс,أكل
942,schlucken::V,нилемс,جرع
943,müde werden::V,сиземс,تعب
944,einschlafen::V,матодовомс,نام
945,schlafen::V,удомс,نام
946,aufwachen::V,съргоземс,استيقظ
947,aufstehen::V,стямс,قام
948,sich erholen::V,ваймосемс,استجم
949,krank werden::V,сярядькстомс,مرض
950,krank sein::V,сярядемс,مرض
951,schmerzen::V,сярядемс,آلم
952,husten::V,козомс,كح
953,husten::V,козомс,سعل
954,genesen::V,пъ́чкамс,نقه
955,sterben::V,куломс,مات
956,umkommen::V,юма́мс,هلك
957,sich bewegen::V,шаштомс,تحرك
958,sich rühren::V,сърхка́мс,تحرك
959,sich erheben::V,стямс,قام
960,sich setzen::V,озамс,جلس
961,hinfallen::V,прамс,وقع
962,hinfallen::V,сяворемс,وقع
963,laufen::V,якамс,مشى
964,schreiten::V,молемс,خطا
965,schreiten::V,аськолямс,خطا
966,spazierengehen::V,якамс,تنزه
967,eilen::V,эряскодомс,عجل
968,sich beeilen::V,эряскодомс,استعجل
969,sausen::V,лиемс,أسرع
970,rennen::V,арнемс,عدا
971,rennen::V,арнемс,ركض
972,springen::V,комотнемс,قفز
973,klettern::V,ку́цемс,تسلق
974,schaukeln::V,нюрямс,تأرجح
975,kriechen::V,шаштомс комада,دب
976,kriechen::V,шаштомс комада,زحف
977,schwimmen::V,уемс,سبح
978,tauchen::V,юпиемс,غطس
979,tauchen::V,чёпафнемс,غطس
980,rudern::V,па́немс ве́неж,جذف
981,fahren::V,ардомс,ركب
982,fahren::V,ардомс,سافر
983,fliegen::V,лиемс,طار
984,gehen::V,молемс,سار
985,gehen::V,молемс,ذهب
986,weggehen::V,тумс,ذهب
987,weggehen::V,тумс,انصرف
988,abfahren::V,тумс,رحل
989,anhalten::V,лоткамс,توقف
990,hineingehen::V,сува́мс,دخل
991,eintreten::V,сува́мс,دخل
992,kommen::V,самс,أتى
993,kommen::V,самс,جاء
994,ankommen::V,самс,وصل
995,ankommen::V,пачкодемс,وصل
996,zurückkommen::V,мърдамс,عاد
997,zurückkommen::V,мърдамс,رجع
998,bleiben::V,иля́домс,مكث
999,warten::V,учемс,انتظر
1000,erwarten::V,учемс,ترقب
1001,erwarten::V,учемс,انتظر
1002,suchen::V,вешемс,بحث
1003,finden::V,мумс,وجد
1004,versuchen::V,варчсемс,حاول
1005,vorbereiten::V,анокламс,أعد
1006,vorbereiten::V,анокламс,حضر
1007,lieben::V,кельгомс,أحب
1008,mögen::V,кельгомс,أحب
1009,lachen::V,рахамс,ضحك
1010,lachen::V,рахсемс,ضحك
1011,rühren::V,токамс седи,أثر
1012,weinen::V,авардемс,بكى
1013,schimpfen::V,сюцемс,سب
1014,schimpfen::V,сюцемс,شتم
1015,sich ärgern::V,кяжиямс,زعل
1016,sich fürchten::V,пелемс,هاب
1017,fürchten::V,пелемс,خاف
1018,fürchten::V,пелемс,خشي
1019,fliehen::V,ворьгодемс,هرب
1020,flüchten::V,ша́домс,فر
1021,flüchten::V,во́рьгодемс,فر
1022,sehen::V,няемс,رأى
1023,anschauen::V,ваномс,نظر
1024,ansehen::V,ваномс,نظر
1025,hören::V,марямс,سمع
1026,zuhören::V,ку́лхдоньомс,أصغى
1027,probieren::V,варжамс,ذاق
1028,riechen::V,никса́мс,شم
1029,riechen::V,никса́мс,استنشق
1030,fühlen::V,марямс,شعر
1031,scheinen::V,ня́евомс,ظهر
1032,zu sehen sein::V,ня́евомс,ظهر
1033,vernehmen::V,марямс,سمع
1034,frieren::V,паломс,بردان
1035,frieren::V,кельмомс,بردان
1036,tun::V,тиемс,فعل
1037,können::V,маштомс,قدر
1038,können::V,маштомс,استطاع
1039,wollen::V,-не-,شاء
1040,wollen::V,-не-,أراد
1041,anfangen::V,ушедомс,بدأ
1042,beenden::V,аде́ламс,أنهى
1043,aufhören::V,лоткамс,توقف
1044,aufhören::V,лоткамс,انقطع
1045,gelingen::V,удалакшнемс,نجح
1046,geraten::V,лисемс,طلع
1047,öffnen::V,панжемс,فتح
1048,schließen::V,сёлгомс,أغلق
1049,stellen::V,путомс,وضع
1050,stellen::V,путомс,أقام
1051,setzen::V,озафнемс,أجلس
1052,setzen::V,озавтнемс,أجلس
1053,legen::V,путомс,وضع
1054,berühren::V,токамс,مس
1055,berühren::V,токамс,لمس
1056,verbinden::V,сотомс,ربط
1057,verbinden::V,сотомс,وصل
1058,bedecken::V,комачамс,غطى
1059,bedecken::V,вельхтямс,غطى
1060,aufhängen::V,повфтамс,علق
1061,anzünden::V,крьвя́стемс,أوقد
1062,aufheben::V,кеподемс,لقط
1063,aufheben::V,касфтомс,لقط
1064,zurücklassen::V,ка́домс,ترك
1065,verlieren::V,юма́фтомс,فقد
1066,fallen lassen::V,прафтомс,أسقط
1067,machen::V,тиемс,فعل
1068,herstellen::V,анокламс,صنع
1069,herstellen::V,анокламс,أنتج
1070,bauen::V,путомс,بنى
1071,bauen::V,путомс,شيد
1072,reparieren::V,петемс,صلح
1073,verbessern::V,цебярьгофтомс,صحح
1074,ändern::V,полафтомс,غير
1075,graben::V,шу́вомс,حفر
1076,graben::V,та́ргамс,حفر
1077,beugen::V,мяндемс,ثنى
1078,beugen::V,мяндемс,أحنى
1079,biegen::V,комафтомс,لوى
1080,drehen::V,шо́вамс,أدار
1081,drehen::V,шо́вамс,دور
1082,drehen::V,ша́рфнемс,أدار
1083,drehen::V,ша́рфнемс,دور
1084,wenden::V,ша́рфтомс,قلب
1085,umdrehen::V,шарфтомс,قلب
1086,heben::V,ке́подемс,رفع
1087,hochheben::V,ке́подемс,رفع
1088,hochheben::V,ка́сфтомс,رفع
1089,ergreifen::V,фатямс,مسك
1090,halten::V,кирдемс,مسك
1091,drücken::V,люпшта́мс,ضغط
1092,schieben::V,шашфтомс,حرك
1093,kratzen::V,а́нгорямс,خدش
1094,kratzen::V,киськоря́мс,خدش
1095,lecken::V,нолсемс,لعق
1096,beißen::V,сускомс,عض
1097,abreißen::V,сяземс,قلع
1098,abschneiden::V,керомс,قطع
1099,binden::V,сотомс,ربط
1100,stecken::V,сялгомс,دس
1101,brechen::V,си́ннемс,كسر
1102,brechen::V,ка́лафтомс,كسر
1103,klopfen::V,чакамс,طرق
1104,klopfen::V,чакиемс,طرق
1105,hauen::V,шавомс,ضرب
1106,hauen::V,пиксомс,ضرب
1107,kleben::V,пе́тфнемс,ألصق
1108,reiben::V,шо́вамс,حك
1109,streichen::V,вадемс,نشر
1110,schleifen::V,шо́вамс,سن
1111,schneiden::V,керомс,قطع
1112,rütteln::V,та́рфтомс,رج
1113,schütteln::V,шука́демс,هز
1114,schwenken::V,яфодемс,لوح
1115,schütten::V,каямс,صب
1116,schütten::V,нюрьхтя́мс,صب
1117,füllen::V,пяшкодемс,ملأ
1118,einwickeln::V,тапардамс,لف
1119,tragen::V,кандомс,حمل
1120,schleppen::V,ускомс,سحب
1121,ziehen::V,ускомс,سحب
1122,aufbewahren::V,ванфтомс,حفظ
1123,werfen::V,ёрямс,رمى
1124,werfen::V,ёрямс,ألقى
1125,fangen::V,кунда́мс,التقط
1126,packen::V,фатямс,مسك
1127,verstecken::V,кяшемс,خبأ
1128,teilen::V,явомс,قسم
1129,schicken::V,кучемс,بعث
1130,schicken::V,кучемс,أرسل
1131,bringen::V,кандомс,جلب
1132,bringen::V,пачфтемс,جلب
1133,hinzufügen::V,пу́томс та́га,أضاف
1134,hinzufügen::V,ма́ксомс та́га,أضاف
1135,bekommen::V,сявомс,حصل
1136,erhalten::V,сявомс,استلم
1137,nehmen::V,сявомс,أخذ
1138,wählen::V,ко́чкамс,اختار
1139,auswählen::V,кочкамс,انتقى
1140,bewahren::V,ванфтомс,حافظ
1141,behindern::V,шорямс,عاق
1142,verderben::V,коламс,أفسد
1143,verderben::V,гастямс,أفسد
1144,beschädigen::V,тиендемс зиян,أضر
1145,zerbrechen::V,тапамс,كسر
1146,zerreißen::V,сяземс,مزق
1147,zerstören::V,ка́лафтомс,دمر
1148,verbrennen::V,пълхта́мс,حرق
1149,geben::V,ма́ксомс,أعطى
1150,reichen::V,максомс,ناول
1151,schenken::V,каземс,وهب
1152,versprechen::V,ма́ксомс вал,وعد
1153,wünschen::V,арьсемс,تمنى
1154,loben::V,шна́мс,مدح
1155,küssen::V,палсемс,قبل
1156,wiegen::V,нюря́фтомс,هدهد
1157,zudecken::V,вельхтямс,غطى
1158,wecken::V,стя́фтомс,أيقظ
1159,wecken::V,съ́ргозьфтемс,أيقظ
1160,zeigen::V,няфтемс,أرى
1161,führen::V,вятемс,دل
1162,lehren::V,тонафтомс,علم
1163,unterrichten::V,тонафтомс,علم
1164,aufziehen::V,касфтомс,ربى
1165,leiten::V,вятемс,دل
1166,leiten::V,вятемс,أدار
1167,antreiben::V,вятемс,حث
1168,lassen::V,кошардомс,حدا
1169,einladen::V,тердемс,دعا
1170,einladen::V,серьгядемс,دعا
1171,vereinigen::V,пуроптомс,وحد
1172,vereinigen::V,кочкамс марса,وحد
1173,besuchen::V,варжамс,زار
1174,treffen::V,васьфтомс,قابل
1175,sich versammeln::V,кочкавомс,اجتمع
1176,spielen::V,налхксемс,لعب
1177,singen::V,морамс,غنى
1178,tanzen::V,кштимс,رقص
1179,sich trennen::V,явомс,افترق
1180,verlassen::V,кадондомс,ترك
1181,retten::V,идемс,نجى
1182,retten::V,идемс,أنقذ
1183,retten::V,араламс,نجى
1184,retten::V,араламс,أنقذ
1185,bewachen::V,ваномс,حرس
1186,schützen::V,а́раламс,حمى
1187,verteidigen::V,а́раламс,دافع
1188,sich schlagen::V,тюремс,تضارب
1189,schießen::V,ляцемс,أطلق
1190,siegen::V,сяськомс,انتصر
1191,ärgern::V,кяжияфтомс,أزعل
1192,schlagen::V,токамс,ضرب
1193,treten::V,тапамс,رفس
1194,stechen::V,пупамс,شك
1195,stechen::V,сялгомс,شك
1196,stoßen::V,тостядемс,دفع
1197,stehlen::V,саламс,سرق
1198,stören::V,шорсемс,ضايق
1199,belästigen::V,токсамс,أزعج
1200,belästigen::V,аф кадомс ваймама,أزعج
1201,verbergen::V,кяшемс,كتم
1202,täuschen::V,васькафтомс,خدع
1203,täuschen::V,кяльготнемс,خدع
1204,betrügen::V,васькафнемс,غش
1205,töten::V,шавомс,قتل
1206,töten::V,аде́ламс,قتل
1207,wohnen::V,эрямс,سكن
1208,arbeiten::V,покодемс,عمل
1209,arbeiten::V,покодемс,اشتغل
1210,sammeln::V,кочкамс,جمع
1211,sammeln::V,пу́роптомс,جمع
1212,pflücken::V,фатнемс,جنى
1213,pflücken::V,фатнемс,قطف
1214,pflücken::V,нотфнемс,جنى
1215,pflücken::V,нотфнемс,قطف
1216,jagen::V,кунда́мс,صاد
1217,fischen::V,калонь кунда́мс,اصطاد
1218,fassen::V,кунда́мс,قبض
1219,hüten::V,ваномс,رعى
1220,treiben::V,панемс,ساق
1221,anbinden::V,сотомс,ربط
1222,füttern::V,трямс,علف
1223,füttern::V,а́ндомс,علف
1224,melken::V,потямс,حلب
1225,hacken::V,лазондомс,فرم
1226,gießen::V,валомс,سقى
1227,reifen::V,кенеремс,نضج
1228,zubereiten::V,анокламс,حضر
1229,kochen::V,пидемс,طبخ
1230,backen::V,пидемс,خبز
1231,braten::V,пуштомс,قلى
1232,braten::V,пуштомс,حمر
1233,umrühren::V,шорямс,قلب
1234,stricken::V,кодамс,حاك
1235,nähen::V,стамс,خاط
1236,färben::V,а́рхтомс,صبغ
1237,färben::V,а́рхтомс,لون
1238,reinigen::V,ва́ткамс,نظف
1239,reinigen::V,а́роптомс,نظف
1240,waschen::V,муськомс,غسل
1241,abwischen::V,нардамс,مسح
1242,spülen::V,оргалдомс,شطف
1243,fegen::V,тяемс,كنس
1244,kehren::V,тяемс,كنس
1245,baden::V,э́шелямс,استحم
1246,sich waschen::V,штамс,اغتسل
1247,ausziehen::V,кайсефтемс,خلع
1248,anziehen::V,ща́фтомс,لبس
1249,sich anziehen::V,щамс,اكتسى
1250,kämmen::V,се́ендемс,مشط
1251,schmücken::V,на́ряжамс,زين
1252,schmücken::V,ма́зоптомс,زين
1253,sagen::V,азомс,قال
1254,sagen::V,мярьгомс,قال
1255,sprechen::V,корхтамс,تكلم
1256,reden::V,корхнемс,تكلم
1257,sich unterhalten::V,корхнемс,تحادث
1258,fragen::V,ки́зефтемс,سأل
1259,bitten::V,а́намс,رجا
1260,bitten::V,ве́шемс,رجا
1261,erzählen::V,а́зондомс,حكي
1262,mitteilen::V,азомс,بلغ
1263,nennen::V,лемдемс,سمى
1264,nennen::V,путомс лем,سمى
1265,rufen::V,серьгядемс,نادى
1266,prahlen::V,шна́фтомс пря́,فشر
1267,prahlen::V,шна́фтомс пря́,تفاخر
1268,übersetzen::V,ётафтомс,ترجم
1269,denken::V,арьсемс,فكر
1270,glauben::V,кемамс,اعتقد
1271,bemerken::V,ня́емс,لاحظ
1272,erkennen::V,содамс,عرف
1273,begreifen::V,сатомс,فهم
1274,begreifen::V,сатомс,أدرك
1275,verstehen::V,шарьхкодемс,فهم
1276,lernen::V,тонафнемс,درس
1277,wissen::V,со́дамс,علم
1278,sich erinnern an::V,лятфтамс,تذكر
1279,vergessen::V,юкстамс,نسي
1280,messen::V,ункснемс,قاس
1281,zählen::V,лу́вомс,عد
1282,zählen::V,лу́вомс,أحصى
1283,zählen::V,а́рьсемс,عد
1284,zählen::V,а́рьсемс,أحصى
1285,rechnen::V,лувомс,حسب
1286,lesen::V,лувомс,قرأ
1287,lesen::V,морафтомс,قرأ
1288,malen::V,рисова́ндамс,صور
1289,zeichnen::V,рисова́ндамс,رسم
1290,schreiben::V,сёрмадомс,كتب
1291,besitzen::V,улемс азоркс,حاز
1292,besitzen::V,улемс азоркс,ملك
1293,kaufen::V,рамамс,اشترى
1294,verkaufen::V,мимс,باع
1295,bezahlen::V,пандомс,دفع
1296,zahlen::V,па́ндомс,سدد
1297,beherrschen::V,азорондамс,حكم
1298,ertragen::V,кирдемс,أطاق
1299,ertragen::V,кирдемс,تحمل
1300,Netz::N,,شبكة
