,Concept_ID,ja,fi
837,neun::NUM,九つ,yhdeksän
838,zehn::NUM,十,kymmenen
839,elf::NUM,十一,yksitoista
840,zwölf::NUM,十二,kaksitoista
841,zwanzig::NUM,二十,kaksikymmentä
842,dreißig::NUM,三十,kolmekymmentä
843,vierzig::NUM,四十,neljäkymmentä
844,fünfzig::NUM,五十,viisikymmentä
845,sechzig::NUM,六十,kuusikymmentä
846,siebzig::NUM,七十,seitsemänkymmentä
847,achtzig::NUM,八十,kahdeksankymmentä
848,neunzig::NUM,九十,yhdeksänkymmentä
849,hundert::NUM,百,sata
850,tausend::NUM,千,tuhat
851,und::CNJ,-と,ja
852,und::CNJ,そして,ja
853,oder::CNJ,或いは,tai
854,stehen::V,立っている,seisoa
855,sitzen::V,座っている,istua
856,liegen::V,横になっている,maata
857,hängen::V,掛かっている,riippua
858,werden::V,なる,tulla
859,werden::V,なる,joutua
860,passieren::V,起こる,sattua
861,passieren::V,起こる,tapahtua
862,beginnen::V,始まる,alkaa
863,enden::V,終わる,loppua
864,enden::V,終わる,päättyä
865,wechseln::V,変わる,vaihtua
866,wechseln::V,変わる,vaihdella
867,aufgehen[Sonne]::V,出る,nousta
868,untergehen[Sonne]::V,沈む,laskea
869,scheinen[Sonne]::V,輝く,paistaa
870,donnern::V,雷が鳴る,jyristä
871,wehen::V,吹く,tuulla
872,wehen::V,吹く,puhaltaa
873,strömen::V,流れる,virrata
874,fließen::V,流れる,valua
875,fließen::V,流れる,juosta
876,sich drehen::V,回転する,pyöriä
877,schwanken::V,揺れる,horjua
878,schwingen::V,振動する,heilua
879,schwingen::V,振動する,värähdellä
880,fallen::V,落ちる,pudota
881,fallen::V,落ちる,langeta
882,brennen::V,燃える,palaa
883,rauchen::V,煙を出す,savuta
884,regnen::V,雨が降る,sataa
885,gefrieren::V,凍る,jäätyä
886,tauen::V,溶ける,sulaa
887,schmelzen::V,溶ける,sulaa
888,trocknen::V,乾く,kuivua
889,sieden::V,沸く,kiehua
890,faulen::V,腐る,mädätä
891,verfaulen::V,朽ちる,mädätä
892,verfaulen::V,朽ちる,mädäntyä
893,reißen::V,切れる,revetä
894,versinken::V,沈む,upota
895,versinken::V,沈む,vajota
896,vergehen::V,経つ,kulua
897,erscheinen::V,現れる,ilmestyä
898,verschwinden::V,消える,kadota
899,sinken::V,下がる,vajota
900,abnehmen::V,減る,vähetä
901,zunehmen::V,増える,kasvaa
902,zunehmen::V,増える,lisääntyä
903,steigen::V,上がる,nousta
904,wachsen::V,伸びる,kasvaa
905,glänzen::V,輝く,kiiltää
906,funkeln::V,ぴかぴか光る,kipinöidä
907,lärmen::V,騒ぐ,meluta
908,läuten::V,鳴る,soida
909,klingeln::V,鳴る,soida
910,klirren::V,がらんがらんと鳴る,kalista
911,brausen::V,逆巻く,kohista
912,rauschen::V,戦ぐ,kohista
913,klingen::V,鳴る,soida
914,bellen::V,吠える,haukkua
915,heulen::V,きゃんきゃん鳴く,ulvoa
916,blasen::V,吹く,puhaltaa
917,pfeifen::V,口笛を吹く,viheltää
918,schreien::V,叫ぶ,kirkua
919,stöhnen::V,うめく,voihkia
920,zittern::V,震える,vapista
921,leben::V,生きている,elää
922,geboren werden::V,生まれる,syntyä
923,atmen::V,呼吸する,hengittää
924,trinken::V,飲む,juoda
925,essen::V,食べる,syödä
926,schlucken::V,飲み込む,niellä
927,müde werden::V,眠くなる,uupua
928,einschlafen::V,寝付く,uinahtaa
929,schlafen::V,眠る,maata
930,schlafen::V,眠る,nukkua
931,aufwachen::V,目が覚める,herätä
932,aufstehen::V,起きる,nousta
933,aufstehen::V,起きる,nousta ylös
934,sich erholen::V,休養する,levätä
935,krank werden::V,病気になる,sairastua
936,krank sein::V,病気である,potea
937,krank sein::V,病気である,sairastaa
938,schmerzen::V,痛む,särkeä
939,schmerzen::V,痛む,kivistää
940,husten::V,咳をする,yskiä
941,genesen::V,元気になる,toipua
942,sterben::V,死ぬ,kuolla
943,sterben::V,亡くなる,kuolla
944,umkommen::V,死亡する,saada surmansa
945,umkommen::V,死亡する,kuolla
946,sich bewegen::V,移動する,liikkua
947,sich rühren::V,動く,liikahtaa
948,sich erheben::V,立ち上がる,nousta
949,sich setzen::V,座る,istuutua
950,hinfallen::V,転ぶ,kaatua
951,laufen::V,歩く,kävellä
952,schreiten::V,跨ぐ,astua
953,schreiten::V,跨ぐ,astella
954,spazierengehen::V,散歩する,kävellä
955,eilen::V,急ぐ,kiirehtiä
956,sich beeilen::V,焦る,kiirehtiä
957,sich beeilen::V,焦る,olla kiireissään
958,sausen::V,疾駆する,rynnätä
959,sausen::V,疾駆する,viilettää
960,rennen::V,走る,juosta
961,springen::V,跳ぶ,hypätä
962,klettern::V,よじ登る,kiivetä
963,schaukeln::V,ぶらんこに乗る,kiikkua
964,kriechen::V,這う,ryömiä
965,schwimmen::V,泳ぐ,uida
966,tauchen::V,潜る,sukeltaa
967,rudern::V,漕ぐ,soutaa
968,fahren::V,行く,ajaa
969,fahren::V,行く,kulkea
970,fahren::V,乗車する,ajaa
971,fahren::V,乗車する,kulkea
972,fliegen::V,飛ぶ,lentää
973,gehen::V,行く,käydä
974,weggehen::V,立ち去る,lähteä
975,weggehen::V,立ち去る,poistua
976,abfahren::V,出発する,lähteä
977,anhalten::V,止まる,pysähtyä
978,anhalten::V,止まる,seisahtua
979,hineingehen::V,入る,mennä sisään
980,eintreten::V,中に入る,astua sisään
981,kommen::V,来る,tulla
982,ankommen::V,着く,saapua
983,ankommen::V,到着する,saapua
984,zurückkommen::V,帰る,palata
985,bleiben::V,留まる,jäädä
986,bleiben::V,留まる,viipyä
987,warten::V,待つ,odottaa
988,erwarten::V,期待する,odottaa
989,suchen::V,探る,etsiä
990,finden::V,見つける,löytää
991,versuchen::V,試す,yrittää
992,vorbereiten::V,準備する,valmistaa
993,lieben::V,愛する,pitää
994,lieben::V,愛する,rakastaa
995,mögen::V,好きである,pitää
996,mögen::V,好きである,tykätä
997,lachen::V,笑う,nauraa
998,rühren::V,感情を動かす,liikuttaa
999,weinen::V,泣く,itkeä
1000,schimpfen::V,叱る,haukkua
1001,sich ärgern::V,怒る,suuttua
1002,sich ärgern::V,腹を立てる,suuttua
1003,sich fürchten::V,怖がる,pelätä
1004,fürchten::V,恐れる,pelätä
1005,fliehen::V,逃げる,paeta
1006,flüchten::V,逃亡する,paeta
1007,sehen::V,見る,nähdä
1008,anschauen::V,眺める,katsoa
1009,ansehen::V,見る,katsoa
1010,hören::V,聞く,kuulla
1011,zuhören::V,聴く,kuunnella
1012,probieren::V,食べてみる,maistaa
1013,riechen::V,気取る,haistaa
1014,fühlen::V,感じる,tuntea
1015,scheinen::V,ように見える,tuntua
1016,zu sehen sein::V,見える,näkyä
1017,vernehmen::V,承る,kuulla
1018,frieren::V,寒気がする,palella
1019,tun::V,する,tehdä
1020,können::V,出来る,osata
1021,wollen::V,-たい,tahtoa
1022,anfangen::V,始める,ruveta
1023,anfangen::V,始める,aloittaa
1024,beenden::V,終える,lopettaa
1025,aufhören::V,止める,loppua
1026,gelingen::V,成功する,onnistua
1027,geraten::V,当たる,sujua
1028,geraten::V,当たる,joutua
1029,öffnen::V,開く,avata
1030,öffnen::V,開く,aukaista
1031,öffnen::V,開ける,avata
1032,öffnen::V,開ける,aukaista
1033,schließen::V,閉める,sulkea
1034,stellen::V,置く,panna
1035,stellen::V,置く,asettaa
1036,stellen::V,据える,panna
1037,stellen::V,据える,asettaa
1038,setzen::V,座らせる,panna
1039,setzen::V,座らせる,istuttaa
1040,legen::V,置く,panna
1041,legen::V,置く,asettaa
1042,berühren::V,触る,koskea
1043,berühren::V,触る,koskettaa
1044,berühren::V,触れる,koskea
1045,berühren::V,触れる,koskettaa
1046,verbinden::V,結びつける,liittää
1047,verbinden::V,結びつける,yhdistää
1048,bedecken::V,覆う,kattaa
1049,bedecken::V,覆う,peittää
1050,aufhängen::V,掛ける,ripustaa
1051,anzünden::V,燃やす,sytyttää
1052,anzünden::V,火をつける,sytyttää
1053,aufheben::V,拾う,ylös nostaa
1054,aufheben::V,拾う,nostaa
1055,zurücklassen::V,残す,jättää
1056,verlieren::V,無くす,kadottaa
1057,fallen lassen::V,落とす,pudottaa
1058,machen::V,作る,tehdä
1059,herstellen::V,製造する,tuottaa
1060,herstellen::V,製造する,valmistaa
1061,bauen::V,建設する,rakentaa
1062,reparieren::V,直す,korjata
1063,reparieren::V,修理する,korjata
1064,verbessern::V,改良する,parantaa
1065,ändern::V,変える,muuttaa
1066,graben::V,掘る,kaivaa
1067,beugen::V,折る,taivuttaa
1068,biegen::V,曲げる,taivuttaa
1069,drehen::V,回す,kääntää
1070,wenden::V,裏返す,kääntää
1071,umdrehen::V,裏返す,kääntää
1072,heben::V,挙げる,nostaa
1073,heben::V,挙げる,kohottaa
1074,hochheben::V,持ち上げる,nostaa
1075,ergreifen::V,取り上げる,tarttua
1076,halten::V,持つ,pitää
1077,drücken::V,押す,painaa
1078,drücken::V,押す,puristaa
1079,schieben::V,ずらす,työntää
1080,kratzen::V,引っ掻く,raapia
1081,lecken::V,なめる,nuolla
1082,beißen::V,噛む,purra
1083,abreißen::V,剝ぎ取る,repiä
1084,abschneiden::V,切り取る,leikata poikki
1085,abschneiden::V,切り取る,leikata
1086,binden::V,縛る,sitoa
1087,stecken::V,差し込む,pistää
1088,brechen::V,破る,murtaa
1089,klopfen::V,とんとん叩く,koputtaa
1090,klopfen::V,とんとん叩く,kolkuttaa
1091,hauen::V,叩く,lyödä
1092,kleben::V,貼る,liimata
1093,kleben::V,くっ付ける,liimata
1094,reiben::V,擦る,hieroa
1095,reiben::V,擦る,hangata
1096,streichen::V,塗る,sivellä
1097,schleifen::V,研ぐ,hioa
1098,schneiden::V,切る,leikata
1099,rütteln::V,揺さぶる,ravistaa
1100,schütteln::V,振る,pudistaa
1101,schütteln::V,揺さぶる,pudistaa
1102,schwenken::V,振る,heiluttaa
1103,schütten::V,注ぐ,kaataa
1104,füllen::V,いっぱいにする,täyttää
1105,einwickeln::V,包む,kääriä
1106,tragen::V,運ぶ,kantaa
1107,schleppen::V,引きずる,raahata
1108,ziehen::V,引く,vetää
1109,aufbewahren::V,預かる,säilyttää
1110,werfen::V,投げる,viskata
1111,fangen::V,受ける,napata
1112,fangen::V,受ける,ottaa kiinni
1113,packen::V,掴む,tarttua
1114,verstecken::V,隠す,kätkeä
1115,verstecken::V,隠す,piilottaa
1116,teilen::V,分ける,jakaa
1117,schicken::V,送る,lähettää
1118,bringen::V,持って行く,viedä
1119,hinzufügen::V,加える,lisätä
1120,bekommen::V,得る,saada
1121,erhalten::V,受ける,saada
1122,nehmen::V,取る,ottaa
1123,wählen::V,選ぶ,valita
1124,auswählen::V,選ぶ,valikoida
1125,bewahren::V,保存する,säilyttää
1126,behindern::V,妨害する,estää
1127,verderben::V,台無しにする,pilata
1128,verderben::V,台無しにする,turmella
1129,beschädigen::V,損傷する,vioittaa
1130,beschädigen::V,損傷する,vahingoittaa
1131,zerbrechen::V,割る,rikkoa
1132,zerreißen::V,引き裂く,repiä rikki
1133,zerreißen::V,引き裂く,repiä palasiksi
1134,zerstören::V,破壊する,hävittää
1135,verbrennen::V,焼く,polttaa
1136,geben::V,上げる,antaa
1137,reichen::V,渡す,ojentaa
1138,schenken::V,贈る,lahjoittaa
1139,versprechen::V,約束する,luvata
1140,wünschen::V,望む,toivottaa
1141,loben::V,褒める,ylistää
1142,küssen::V,キスする,suudella
1143,wiegen::V,揺する,tuudittaa
1144,wiegen::V,揺する,keinuttaa
1145,zudecken::V,覆う,peittää
1146,wecken::V,起こす,herättää
1147,zeigen::V,見せる,näyttää
1148,zeigen::V,見せる,osoittaa
1149,führen::V,案内する,johdattaa
1150,lehren::V,教える,opettaa
1151,unterrichten::V,通知する,opettaa
1152,aufziehen::V,育てる,kasvattaa
1153,leiten::V,導く,johtaa
1154,antreiben::V,励ます,hoputtaa
1155,lassen::V,～させる,antaa
1156,einladen::V,誘う,kutsua
1157,einladen::V,招待する,kutsua
1158,vereinigen::V,一つにする,yhdistää
1159,besuchen::V,訪ねる,vierailla
1160,treffen::V,出会う,tavata
1161,sich versammeln::V,集まる,kokoontua
1162,spielen::V,遊ぶ,pelata
1163,spielen::V,遊ぶ,leikkiä
1164,singen::V,歌う,laulaa
1165,tanzen::V,踊る,tanssia
1166,sich trennen::V,別れる,erota
1167,verlassen::V,別れる,jättää
1168,retten::V,救う,pelastaa
1169,retten::V,助ける,pelastaa
1170,bewachen::V,見張る,vartioida
1171,bewachen::V,軽微する,vartioida
1172,schützen::V,保護する,suojella
1173,verteidigen::V,守る,puolustaa
1174,sich schlagen::V,殴る,tapella
1175,schießen::V,撃つ,ampua
1176,siegen::V,勝つ,voittaa
1177,ärgern::V,怒らせる,ärsyttää
1178,schlagen::V,殴る,lyödä
1179,treten::V,蹴る,potkaista
1180,stechen::V,突く,pistää
1181,stoßen::V,突く,sysätä
1182,stoßen::V,突く,työntää
1183,stehlen::V,盗る,varastaa
1184,stören::V,構う,häiritä
1185,belästigen::V,邪魔する,häiritä
1186,verbergen::V,隠す,kätkeä
1187,täuschen::V,だます,harhauttaa
1188,betrügen::V,だます,pettää
1189,betrügen::V,だます,petkuttaa
1190,töten::V,殺す,tappaa
1191,wohnen::V,住む,asua
1192,arbeiten::V,働く,tehdä työtä
1193,arbeiten::V,働く,työskennellä
1194,sammeln::V,集める,koota
1195,sammeln::V,集める,kerätä
1196,sammeln::V,収集する,koota
1197,sammeln::V,収集する,kerätä
1198,pflücken::V,摘む,poimia
1199,jagen::V,狩りをする,metsästää
1200,fischen::V,釣る,kalastaa
1201,fassen::V,捕る,pyydystää
1202,fassen::V,捕る,saalistaa
1203,hüten::V,放牧する,paimentaa
1204,treiben::V,追う,ajaa
1205,anbinden::V,繋ぐ,kytkeä
1206,füttern::V,餌をやる,ruokkia
1207,melken::V,搾乳する,lypsää
1208,hacken::V,刻む,hakata
1209,gießen::V,水をやる,kastella
1210,reifen::V,熟す,kypsyä
1211,zubereiten::V,調理する,valmistaa
1212,kochen::V,煮る,keittää
1213,backen::V,焼く,leipoa
1214,braten::V,焼く,paistaa
1215,braten::V,炒める,paistaa
1216,umrühren::V,混ぜる,hämmentää
1217,stricken::V,編む,kutoa
1218,stricken::V,編む,neuloa
1219,nähen::V,縫う,ommella
1220,färben::V,染める,värjätä
1221,färben::V,染める,värittää
1222,reinigen::V,掃除する,puhdistaa
1223,waschen::V,洗う,pestä
1224,waschen::V,洗濯する,pestä
1225,abwischen::V,拭く,pyyhkiä
1226,spülen::V,洗う,huuhtoa
1227,spülen::V,すすぐ,huuhtoa
1228,fegen::V,掃除する,pyyhkäistä
1229,kehren::V,掃く,lakaista
1230,baden::V,入浴する,kylpeä
1231,sich waschen::V,洗う,peseytyä
1232,ausziehen::V,脱ぐ,riisua
1233,anziehen::V,着る,pukea ylleen
1234,sich anziehen::V,着る,pukeutua
1235,kämmen::V,梳く,kammata
1236,schmücken::V,飾る,koristaa
1237,schmücken::V,飾る,kaunistaa
1238,sagen::V,言う,sanoa
1239,sprechen::V,話す,puhua
1240,reden::V,話す,keskustella
1241,sich unterhalten::V,話をする,jutella
1242,fragen::V,聞く,kysyä
1243,bitten::V,頼む,pyytää
1244,bitten::V,お願いする,pyytää
1245,erzählen::V,物語る,kertoa
1246,mitteilen::V,伝える,ilmoittaa
1247,nennen::V,名づける,kutsua
1248,nennen::V,名づける,nimittää
1249,rufen::V,呼ぶ,kutsua
1250,prahlen::V,自慢する,kerskailla
1251,übersetzen::V,訳す,kääntää
1252,denken::V,考える,miettiä
1253,denken::V,考える,ajatella
1254,glauben::V,信じる,uskoa
1255,bemerken::V,気が付く,huomata
1256,erkennen::V,認識する,tunnistaa
1257,begreifen::V,分かる,ymmärtää
1258,verstehen::V,聞き取る,ymmärtää
1259,lernen::V,学ぶ,oppia
1260,lernen::V,勉強する,oppia
1261,wissen::V,知っている,tietää
1262,sich erinnern an::V,思い出す,muistaa
1263,vergessen::V,忘れる,unohtaa
1264,messen::V,計る,mitata
1265,messen::V,測定する,mitata
1266,zählen::V,数える,laskea
1267,rechnen::V,計算する,laskea
1268,lesen::V,読む,lukea
1269,malen::V,描く,maalata
1270,zeichnen::V,写生する,piirtää
1271,zeichnen::V,写生する,piirustaa
1272,schreiben::V,書く,kirjoittaa
1273,besitzen::V,所持する,omistaa
1274,kaufen::V,買う,ostaa
1275,verkaufen::V,売る,myydä
1276,bezahlen::V,払う,maksaa
1277,zahlen::V,支払う,maksaa
1278,beherrschen::V,支配する,hallita
1279,ertragen::V,耐える,kestää
