,Concept_ID,da,et
848,brausen::V,bruse,kohisema
849,rauschen::V,suse,kohisema
850,klingen::V,lyde,kõlama
851,klingen::V,klinge,kõlama
852,bellen::V,gø,haukuma
853,heulen::V,hyle,uluma
854,blasen::V,blæse,puhuma
855,pfeifen::V,fløjte,vilistama
856,schreien::V,skrige,karjuma
857,stöhnen::V,stønne,oigama
858,zittern::V,dirre,värisema
859,zittern::V,skælve,värisema
860,leben::V,leve,elama
861,leben::V,leve,elus olema
862,geboren werden::V,fødes,sündima
863,atmen::V,ånde,hingama
864,trinken::V,drikke,jooma
865,essen::V,spise,sööma
866,schlucken::V,synke,neelama
867,müde werden::V,blive træt,väsima
868,einschlafen::V,falde i søvn,uinuma
869,schlafen::V,sove,magama
870,aufwachen::V,vågne,ärkama
871,aufstehen::V,stå op,ärkama
872,aufstehen::V,stå op,üles tõusma
873,sich erholen::V,komme sig,puhkama
874,krank werden::V,blive syg,haigestuma
875,krank werden::V,blive syg,haigeks jääma
876,krank sein::V,være syg,haige olema
877,schmerzen::V,smerte,valutama
878,husten::V,hoste,köhima
879,genesen::V,komme sig,toibuma
880,sterben::V,dø,surema
881,umkommen::V,omkomme,surma saama
882,sich bewegen::V,bevæge sig,liikuma
883,sich rühren::V,røre på sig,liikuma
884,sich erheben::V,rejse sig,kerkima
885,sich setzen::V,sætte sig,istet võtma
886,laufen::V,løbe,kõndima
887,schreiten::V,skride,astuma
888,spazierengehen::V,gå en tur,jalutama
889,eilen::V,ile,ruttama
890,eilen::V,ile,kiirustama
891,sich beeilen::V,skynde sig,ruttama
892,sich beeilen::V,skynde sig,kiirustama
893,sausen::V,suse,kihutama
894,sausen::V,suse,tormama
895,rennen::V,løbe,jooksma
896,rennen::V,løbe,kihutama
897,rennen::V,rende,jooksma
898,rennen::V,rende,kihutama
899,springen::V,hoppe,hüppama
900,springen::V,springe,hüppama
901,klettern::V,klatre,ronima
902,schaukeln::V,gynge,kiikuma
903,kriechen::V,krybe,roomama
904,schwimmen::V,svømme,ujuma
905,tauchen::V,dykke,sukelduma
906,rudern::V,ro,sõudma
907,fahren::V,køre,sõitma
908,fliegen::V,flyve,lendama
909,gehen::V,gå,käima
910,gehen::V,gå,minema
911,weggehen::V,gå bort,ära minema
912,weggehen::V,gå bort,välja minema
913,abfahren::V,køre bort,väljuma
914,abfahren::V,køre bort,ära sõitma
915,anhalten::V,standse,peatuma
916,hineingehen::V,gå ind,sisenema
917,hineingehen::V,gå ind,sisse minema
918,eintreten::V,træde ind,sisenema
919,eintreten::V,træde ind,sisse astuma
920,kommen::V,komme,tulema
921,ankommen::V,ankomme,saabuma
922,zurückkommen::V,komme tilbage,tagasi tulema
923,bleiben::V,blive,jääma
924,bleiben::V,forblive,jääma
925,warten::V,vente,ootama
926,erwarten::V,vente,ootama
927,erwarten::V,vente,lootma
928,erwarten::V,afvente,ootama
929,erwarten::V,afvente,lootma
930,suchen::V,søge,otsima
931,finden::V,finde,leidma
932,versuchen::V,forsøge,püüdma
933,versuchen::V,forsøge,üritama
934,versuchen::V,forsøge,katsetama
935,vorbereiten::V,forberede,valmistama
936,lieben::V,elske,armastama
937,mögen::V,holde af,sallima
938,mögen::V,holde af,meeldima
939,mögen::V,kunne lide,sallima
940,mögen::V,kunne lide,meeldima
941,lachen::V,le,naerma
942,rühren::V,røre,liigutama
943,rühren::V,røre,heldima panema
944,weinen::V,græde,nutma
945,schimpfen::V,skænde,sõimama
946,sich ärgern::V,ærgre sig,ärrituma
947,sich ärgern::V,ærgre sig,vihastuma
948,sich fürchten::V,være bange,kartma
949,sich fürchten::V,være bange,hirmu tundma
950,fürchten::V,være bange for,kartma
951,fliehen::V,flygte,põgenema
952,flüchten::V,flygte,põgenema
953,sehen::V,se,nägema
954,anschauen::V,se på,vaatama
955,anschauen::V,betragte,vaatama
956,ansehen::V,anse,vaatama
957,hören::V,høre,kuulma
958,zuhören::V,høre til,kuulama
959,probieren::V,smage,proovima
960,probieren::V,smage på,proovima
961,riechen::V,lugte,nuusutama
962,fühlen::V,føle,tundma
963,scheinen::V,synes,näida
964,scheinen::V,synes,ilmuda
965,zu sehen sein::V,synes,ilmuma
966,vernehmen::V,erfare,üle kuulama
967,frieren::V,fryse,külmetada
968,tun::V,gøre,tegema
969,können::V,kunne,võima
970,können::V,kunne,oskama
971,wollen::V,ville,tahtma
972,anfangen::V,begynde,hakkama
973,anfangen::V,begynde,alustama
974,beenden::V,afslutte,lõpetama
975,aufhören::V,ophøre,lakkama
976,aufhören::V,holde op,lakkama
977,gelingen::V,lykkes,õnnestuma
978,geraten::V,blive,jõudma
979,öffnen::V,åbne,avama
980,schließen::V,lukke,sulgema
981,stellen::V,stille,panema
982,stellen::V,stille,asetama
983,setzen::V,sætte,panema
984,legen::V,lægge,panema
985,legen::V,lægge,asetama
986,berühren::V,berøre,riivama
987,berühren::V,berøre,puudutama
988,verbinden::V,forbinde,ühendama
989,bedecken::V,dække,katma
990,bedecken::V,bedække,katma
991,aufhängen::V,hænge,riputama
992,aufhängen::V,hænge op,riputama
993,anzünden::V,tænde,süütama
994,anzünden::V,antænde,süütama
995,aufheben::V,løfte,üles tõstma
996,aufheben::V,tage op,üles tõstma
997,zurücklassen::V,lade tilbage,jätma
998,verlieren::V,miste,kaotama
999,fallen lassen::V,tabe,maha pillama
1000,fallen lassen::V,tabe,kukkuda laskma
1001,fallen lassen::V,droppe,maha pillama
1002,fallen lassen::V,droppe,kukkuda laskma
1003,machen::V,gøre,tegema
1004,herstellen::V,fremstille,valmistama
1005,bauen::V,bygge,ehitama
1006,reparieren::V,reparere,parandama
1007,verbessern::V,rette,parandama
1008,verbessern::V,forbedre,parandama
1009,ändern::V,ændre,muutma
1010,ändern::V,ændre,ümber tegema
1011,graben::V,grave,kaevama
1012,beugen::V,bøje,painutama
1013,biegen::V,bøje,painutama
1014,drehen::V,dreje,keerama
1015,wenden::V,vende,ümber pöörama
1016,umdrehen::V,dreje om,ümber keerama
1017,heben::V,hæve,tõstma
1018,hochheben::V,løfte,üles tõstma
1019,hochheben::V,løfte,kõrgele tõstma
1020,ergreifen::V,gribe fat i,haarama
1021,halten::V,holde,hoidma
1022,drücken::V,trykke,pigistama
1023,schieben::V,skyde,lükkama
1024,schieben::V,skubbe,lükkama
1025,kratzen::V,klø,kraapima
1026,kratzen::V,kradse,kraapima
1027,lecken::V,slikke,lakkuma
1028,beißen::V,bide,purema
1029,beißen::V,bide,hammustama
1030,abreißen::V,rive af,rebima
1031,abreißen::V,rive af,ära rebima
1032,abschneiden::V,skære af,ära lõikama
1033,binden::V,binde,siduma
1034,stecken::V,stikke,pistma
1035,brechen::V,brække,murdma
1036,klopfen::V,banke,koputama
1037,hauen::V,hugge,lööma
1038,kleben::V,klistre,kleepima
1039,reiben::V,gnide,hõõruma
1040,streichen::V,smøre,silitama
1041,schleifen::V,slibe,lihvima
1042,schleifen::V,slibe,teritama
1043,schneiden::V,skære,lõikama
1044,schneiden::V,klippe,lõikama
1045,rütteln::V,ruske,raputama
1046,schütteln::V,ryste,raputama
1047,schütteln::V,ryste,loksutama
1048,schwenken::V,svinge,vehkima
1049,schwenken::V,svinge,lehvitama
1050,schütten::V,hælde,kallama
1051,füllen::V,fylde,täitma
1052,einwickeln::V,pakke ind,sisse mähkima
1053,tragen::V,bære,kandma
1054,schleppen::V,slæbe,tassima
1055,schleppen::V,slæbe,lohistama
1056,ziehen::V,trække,vedama
1057,ziehen::V,trække,tõmbama
1058,aufbewahren::V,opbevare,säilitama
1059,aufbewahren::V,opbevare,alal hoidma
1060,werfen::V,kaste,viskama
1061,fangen::V,fange,püüdma
1062,packen::V,gribe,kinni haarama
1063,packen::V,gribe,kinni võtma
1064,verstecken::V,gemme,peitma
1065,teilen::V,dele,jagama
1066,teilen::V,dele,jaotama
1067,schicken::V,sende,saatma
1068,bringen::V,bringe,viima
1069,hinzufügen::V,tilføje,lisama
1070,bekommen::V,få,saama
1071,erhalten::V,få,saama
1072,nehmen::V,tage,võtma
1073,wählen::V,vælge,valima
1074,auswählen::V,udvælge,valima
1075,bewahren::V,bevare,hoidma
1076,behindern::V,hindre,takistama
1077,behindern::V,forhindre,takistama
1078,verderben::V,ødelægge,rikkuma
1079,beschädigen::V,beskadige,rikkuma
1080,zerbrechen::V,brække itu,katki tegema
1081,zerreißen::V,rive itu,katki rebima
1082,zerstören::V,ødelægge,purustama
1083,verbrennen::V,brænde,põletama
1084,geben::V,give,andma
1085,reichen::V,række,andma
1086,reichen::V,række,ulatama
1087,schenken::V,forære,kinkima
1088,versprechen::V,love,lubama
1089,versprechen::V,love,tõotama
1090,wünschen::V,ønske,soovima
1091,loben::V,rose,kiitma
1092,küssen::V,kysse,suudlema
1093,wiegen::V,vugge,hällitama
1094,zudecken::V,dække til,kaanetama
1095,zudecken::V,dække til,kinni katma
1096,wecken::V,vække,äratama
1097,zeigen::V,vise,näitama
1098,führen::V,føre,juhatama
1099,lehren::V,lære,õpetama
1100,unterrichten::V,undervise,õpetama
1101,aufziehen::V,opdrage,üles kasvatama
1102,leiten::V,lede,juhtima
1103,antreiben::V,skynde på,ergutama
1104,lassen::V,få til at,laskma
1105,einladen::V,indbyde,kutsuma
1106,einladen::V,invitere,kutsuma
1107,vereinigen::V,forene,ühendama
1108,besuchen::V,besøge,külastama
1109,treffen::V,møde,kohtama
1110,sich versammeln::V,forsamles,kogunema
1111,spielen::V,lege,mängima
1112,spielen::V,spille,mängima
1113,singen::V,synge,laulma
1114,tanzen::V,danse,tantsima
1115,sich trennen::V,skilles,lahku minema
1116,verlassen::V,forlade,maha jätma
1117,retten::V,redde,päästma
1118,bewachen::V,bevogte,valvama
1119,schützen::V,skærme,kaitsma
1120,schützen::V,beskytte,kaitsma
1121,verteidigen::V,forsvare,kaitsma
1122,sich schlagen::V,slås,kaklema
1123,schießen::V,skyde,tulistama
1124,siegen::V,sejre,võitma
1125,ärgern::V,ærgre,ärritama
1126,ärgern::V,ærgre,vihastama
1127,schlagen::V,slå,lööma
1128,treten::V,sparke,sõtkuma
1129,stechen::V,stikke,pistma
1130,stechen::V,stikke,torkama
1131,stoßen::V,støde,tõukama
1132,stehlen::V,stjæle,varastama
1133,stören::V,forstyrre,segama
1134,stören::V,forstyrre,häirima
1135,belästigen::V,genere,ahistama
1136,belästigen::V,ulejlige,ahistama
1137,verbergen::V,skjule,peitma
1138,verbergen::V,skjule,varjama
1139,täuschen::V,villede,petma
1140,täuschen::V,villede,tüssama
1141,betrügen::V,bedrage,petma
1142,betrügen::V,bedrage,tüssama
1143,betrügen::V,bedrage,truudust murtma
1144,töten::V,dræbe,tapma
1145,töten::V,dræbe,surmama
1146,wohnen::V,bo,elama
1147,arbeiten::V,arbejde,töötama
1148,sammeln::V,samle,koguma
1149,sammeln::V,samle,korjama
1150,pflücken::V,plukke,noppima
1151,jagen::V,jage,jahtima
1152,fischen::V,fiske,kalastama
1153,fischen::V,fiske,kala püüdma
1154,fassen::V,fange,püüdma
1155,hüten::V,vogte,karjatama
1156,treiben::V,drive,ajama
1157,anbinden::V,binde fast,kinni siduma
1158,füttern::V,fodre,söötma
1159,melken::V,malke,lüpsma
1160,hacken::V,hakke,raiuma
1161,hacken::V,hakke,lõhkuma
1162,gießen::V,hælde,kastma
1163,reifen::V,modne,valmima
1164,zubereiten::V,tilberede,valmistama
1165,kochen::V,koge,keetma
1166,backen::V,bage,küpsetama
1167,braten::V,stege,praadima
1168,umrühren::V,røre om,segama
1169,stricken::V,strikke,kuduma
1170,nähen::V,sy,õmblema
1171,färben::V,farve,värvima
1172,reinigen::V,rense,puhastama
1173,reinigen::V,gøre ren,puhastama
1174,waschen::V,vaske,pesema
1175,abwischen::V,tørre af,puhtaks pühkima
1176,spülen::V,skylle,uhtma
1177,fegen::V,feje,pühkima
1178,kehren::V,feje,pühkima
1179,baden::V,bade,suplema
1180,baden::V,bade,kümblema
1181,sich waschen::V,vaske sig,end pesema
1182,ausziehen::V,tage af,käest võtma
1183,ausziehen::V,tage af,jalast võtma
1184,ausziehen::V,tage af,seljast võtma
1185,anziehen::V,tage på,jalga panema
1186,sich anziehen::V,klæde sig på,riietuma
1187,kämmen::V,rede,kammima
1188,kämmen::V,frisere,kammima
1189,schmücken::V,pynte,kaunistama
1190,schmücken::V,smykke,kaunistama
1191,sagen::V,sige,ütlema
1192,sprechen::V,snakke,rääkima
1193,sprechen::V,snakke,kõnelema
1194,reden::V,tale,kõnelema
1195,reden::V,snakke,kõnelema
1196,sich unterhalten::V,snakke sammen,vestlema
1197,fragen::V,spørge,küsima
1198,bitten::V,bede,paluma
1199,erzählen::V,berette,jutustama
1200,erzählen::V,fortælle,jutustama
1201,mitteilen::V,meddele,teatama
1202,mitteilen::V,meddele,teada andma
1203,nennen::V,nævne,nimetama
1204,rufen::V,råbe,kutsuma
1205,prahlen::V,prale,hooplema
1206,übersetzen::V,oversætte,tõlkima
1207,denken::V,tænke,mõtlema
1208,glauben::V,tro,uskuma
1209,bemerken::V,bemærke,märkama
1210,bemerken::V,lægge mærke til,märkama
1211,erkennen::V,genkende,ära tundma
1212,begreifen::V,begribe,aru saama
1213,verstehen::V,forstå,mõistma
1214,lernen::V,lære,õppima
1215,wissen::V,vide,teadma
1216,sich erinnern an::V,mindes,mäletama
1217,sich erinnern an::V,huske på,mäletama
1218,vergessen::V,glemme,unustama
1219,messen::V,måle,mõõtma
1220,zählen::V,tælle,loendama
1221,rechnen::V,regne,arvutama
1222,lesen::V,læse,lugema
1223,malen::V,male,maalima
1224,zeichnen::V,tegne,joonistama
1225,schreiben::V,skrive,kirjutama
1226,besitzen::V,eje,omama
1227,besitzen::V,besidde,omama
1228,kaufen::V,købe,ostma
1229,verkaufen::V,sælge,müüma
1230,bezahlen::V,betale,tasuma
1231,zahlen::V,betale,maksma
1232,beherrschen::V,beherske,valitsema
1233,ertragen::V,tåle,taluma
1234,ertragen::V,udholde,taluma
1235,hinfallen::V,,kukkuma
1236,hinfallen::V,,maha kukkuma
