,Concept_ID,,ko
1002,mitteilen::V,,이야기하다
1003,nennen::V,,부르다
1004,rufen::V,,불러내다
1005,prahlen::V,,자랑하다
1006,übersetzen::V,,번역하다
1007,denken::V,,생각하다
1008,glauben::V,,믿다
1009,bemerken::V,,인자하다
1010,erkennen::V,,인식하다
1011,begreifen::V,,파악하다
1012,verstehen::V,,이해하다
1013,lernen::V,,배우다
1014,wissen::V,,알다
1015,sich erinnern an::V,,상기하다
1016,vergessen::V,,잊다
1017,messen::V,,측정하다
1018,zählen::V,,세다
1019,rechnen::V,,게산하다
1020,lesen::V,,읽다
1021,malen::V,,그리다
1022,zeichnen::V,,소묘하다
1023,schreiben::V,,쓰다
1024,besitzen::V,,소유하다
1025,kaufen::V,,사다
1026,verkaufen::V,,팔다
1027,bezahlen::V,,지불하다
1028,zahlen::V,,치르다
1029,beherrschen::V,,지배하다
1030,ertragen::V,,참다
