,Concept_ID,vep,ps
173,Bär::N,kondi,خرس
174,Eichhörnchen::N,orav,خړ لمی
175,Elch::N,hirb',ګوزن
176,Fuchs::N,reboi,سپلم
177,Hase::N,jäniš,سوی
178,Maus::N,hir',مږک
179,Wolf::N,händikaz,لېوه
180,Vogel::N,lind,مرغه
181,Schwarm::N,parveh,سېل
182,Huhn::N,kana,چرګه
183,Hahn::N,kukoi,چرګ
184,Gans::N,hanh',بته
185,Adler::N,orl,عقاب
186,Ente::N,sorz,ایلۍ
187,Eule::N,hir'pulo,ګونګی
188,Kranich::N,kurg,کلنګ
189,Krähe::N,variš,کارغه
190,Kuckuck::N,kägi,فاخته
191,Schwan::N,joucen,قو
192,Fisch::N,kala,کب
193,Fisch::N,kala,ماهی
194,Barsch::N,ahven,
195,Hecht::N,haug',
196,Schlange[Tier]::N,kü,مار
197,Schlange[Tier]::N,mado,مار
198,Wurm::N,mado,چینجی
199,Spinne::N,hämähouk,غڼه
200,Spinne::N,hämähouk,تارکښ
201,Ameise::N,murahaine,مېږی
202,Laus::N,täi,سپږه
203,Mücke::N,säs'k,ماشی
204,Fliege::N,kärbhaine,مچ
205,Schmetterling::N,lipkaine,پتنګ
206,Beere::N,marj,مېوۍ
207,Apfel::N,jablok,مڼه
208,Pilz::N,sen',خرېړی
209,Pilz::N,babuk,خرېړی
210,Zwiebel::N,lauk,پیاز
211,Saat::N,semned,تخم
212,Korn::N,jüvä,تخم
213,Korn::N,jüvä,دانه
214,Korn::N,vill',تخم
215,Korn::N,vill',دانه
216,Heu::N,hein,بوس
217,Heu::N,hein,پروړه
218,Schale::N,kor',پوستکی
219,Grube::N,kop,کنده
220,Falle::N,rida,دام
221,Falle::N,rida,لومه
222,Schlinge::N,rihm,کړۍ
223,Spur::N,jäl'g,نښه
224,Asche::N,tuhk,آس
225,Asche::N,tuhk,ایره
226,Dreck::N,redu,ناپاکي
227,Dreck::N,pačak,ناپاکي
228,Eisen::N,raud,اوسپنه
229,Gold::N,kuld,سره زر
230,Silber::N,hobed,نقره
231,Silber::N,hobed,سپین زر
232,Kohle::N,hil',سکور
233,Kohle::N,hil',سکاره
234,Glas::N,stökol,ښيښه
235,Lehm::N,savi,خټه
236,Sand::N,lete,شګه
237,Mensch::N,mez',انسان
238,Mensch::N,ristit,انسان
239,Mann::N,mez',سړی
240,Mann::N,mez',نارینه
241,Frau::N,naine,ښځه
242,Kind::N,laps',بچی
243,Kind::N,laps',ماشوم
244,Junge::N,poig,هلک
245,Junge::N,prihaine,هلک
246,Mädchen::N,neičukaine,نجلۍ
247,Familie::N,kanz,کورنۍ
248,Familie::N,pereh,کورنۍ
249,Großvater::N,ded,بابا
250,Großmutter::N,bab,انا
251,Eltern::N,vanhembad,مور او پلار
252,Eltern::N,kazvatajad,مور او پلار
253,Vater::N,tat,پلار
254,Mutter::N,mam,مور
255,Sohn::N,poig,زوی
256,Tochter::N,tütär,لور
257,Bruder::N,veik,ورور
258,Bruder::N,vell',ورور
259,Schwester::N,čiža,خور
260,Schwester::N,sizar,خور
261,Onkel::N,däd',تره
262,Onkel::N,däd',ماما
263,Tante::N,tädi,خاله
264,Ehemann::N,mužik,مېړه
265,Ehefrau::N,ak,مېرمن
266,Freude::N,ilo,خوشحالي
267,Freude::N,ihastuz,خوشحالي
268,Gelächter::N,nagr,خندا
269,Glück::N,oza,بخت
270,Kummer::N,gor'a,غم
271,Wunsch::N,taht,هيله
272,Wunsch::N,taht,غوښتنه
273,Lust::N,himo,شوق
274,Lust::N,himo,مینه
275,Geist::N,heng,روح
276,Gedanke::N,meletuz,فکر
277,Gedächtnis::N,mušt,یاد
278,Gedächtnis::N,mušt,حافظه
279,Verstand::N,mel',عقل
280,Verstand::N,mel',شعور
281,Sinn::N,jüvä,معنی
282,Grund::N,sü,علت
283,Grund::N,sü,اساس
284,Wahrheit::N,tozi,حقیقت
285,Gespräch::N,lodu,مرکه
286,Gespräch::N,lodu,خبرې اترې
287,Gespräch::N,pagin,مرکه
288,Gespräch::N,pagin,خبرې اترې
289,Märchen::N,sarn,افسانه
290,Erzählung::N,sanutez,قصه
291,Erzählung::N,sanutez,کیسه
292,Nachricht::N,tedotuz,خبر
293,Neuigkeit::N,uzištuz,نوی خبر
294,Name::N,nimi,نوم
295,Rätsel::N,ozoitez,کیسۍ
296,Rätsel::N,ozoitez,چیستان
297,Rede::N,pagin,وینا
298,Rede::N,sanad,وینا
299,Sprache::N,kel',ژبه
300,Stimme::N,än',غږ
301,Stimme::N,än',اواز
302,Wort::N,sana,لغت
303,Wort::N,sana,کلمه
304,Zeichen::N,znam,نښه
305,Zeichen::N,znam,اشاره
306,Ruf::N,kida,ږغ
307,Ruf::N,kida,بلنه
308,Ruf::N,kucund,ږغ
309,Ruf::N,kucund,بلنه
310,Lärm::N,judu,غالمغال
311,Laut::N,kulund,ږغ
312,Ton::N,kulund,اواز
313,Lied::N,pajo,غزله
314,Lied::N,pajo,سندره
315,Ruhe::N,lebu,ارامي
316,Leute::N,rahvaz,خلک
317,Volk::N,rahvaz,ولس
318,Arbeit::N,tö,کار
319,Arbeit::N,rad,کار
320,Gast::N,adiv,مېلمه
321,Geschenk::N,lahj,تحفه
322,Geschenk::N,lahj,سوغات
323,Spiel::N,vänd,لوبه
324,Gesellschaft::N,sebr,ډله
325,Hilfe::N,abu,کومک
326,Hilfe::N,abu,مرسته
327,Freund::N,sebranik,ملګری
328,Kamerad::N,sebranik,انډيوال
329,Angelegenheit::N,azj,موضوع
330,Anzahl::N,lugu,شمېر
331,Anzahl::N,lugu,تعداد
332,Art::N,rod,ډول
333,Art::N,rodsugu,ډول
334,Stück::N,pala,ټوټه
335,Stück::N,supal,ټوټه
336,Teil::N,pala,برخه
337,Hälfte::N,pol',نیم
338,Kreis::N,ümbruz,دایره
339,Kreis::N,kehkruz,دایره
340,Kreuz::N,rist,صلیب
341,Linie::N,pird,خط
342,Linie::N,pird,لیکه
343,Strich::N,pird,کرښه
344,Abstand::N,keskust,فاصله
345,Entfernung::N,matk,واټن
346,Gegend::N,taho,سیمه
347,Gegend::N,taho,منطقه
348,Platz::N,avaruz',ځای
349,Ort::N,koht,ځای
350,Seite::N,pol',مخ
351,Seite::N,pol',اړخ
352,Seite::N,kül'g,مخ
353,Seite::N,kül'g,اړخ
354,Mitte::N,kesk,وسط
355,Mitte::N,kesk,مینځ
356,Gegenstand::N,kalu,شی
357,Sache::N,azj,شی
358,Sache::N,azj,څيز
359,Rand::N,röun,څنډه
360,Rand::N,röun,کناره
361,Kante::N,röun,اړخ
362,Ecke::N,saum,ګوټ
363,Spitze::N,agjaine,څوکه
364,Ende::N,agj,څوکه
365,Loch::N,reig,سوری
366,Winkel::N,čoga,کنج
367,Winkel::N,čoga,کوتی
368,Winkel::N,saum,کنج
369,Winkel::N,saum,کوتی
370,Muster::N,kirjam,نمونه
371,Größe::N,suruz',قد
372,Größe::N,suruz',لويوالی
373,Länge::N,piduz,طول
374,Länge::N,piduz,اوږد والی
375,Höhe::N,korktuz',جګوالی
376,Gewicht::N,jügu,وزن
377,Gewicht::N,vedäduz,وزن
378,Menge::N,äjüz',اندازه
379,Haufen::N,kogo,کوټه
380,Reihe::N,rivi,صف
381,Reihe::N,rivi,کتار
382,Boot::N,veneh,قايق
383,Ruder::N,air,چپه
384,Schlitten::N,regi,ښویېدونی
385,Schlitten::N,regut,ښویېدونی
386,Ski::N,suks',سکي
387,Lagerfeuer::N,nodj,اور
388,Lagerfeuer::N,pažag,اور
389,Last::N,jüguz,بار
390,Last::N,jüguz,پېټی
391,Gang::N,astund,تګ
392,Schritt::N,hašk,ګام
393,Norden::N,pohjoine,شمال
394,Süden::N,suvi,سوېل
395,Westen::N,päivlaskm,لوېدېځ
396,Osten::N,päivnouzm,شرق
397,Osten::N,päivnouzm,ختیځ
398,Holz::N,pu,لرګی
399,Brett::N,laud,تخته
400,Platte::N,keitim,تخته
401,Stütze::N,tugi,تکیوان
402,Stange::N,arz',ډاګه
403,Stock::N,kalu,لرګی
404,Stab::N,seibaz,چيخله
405,Rohr::N,torv,نل
406,Haus::N,pert',کور
407,Heim::N,kodi,کور
408,Ofen::N,päč,تودنۍ
409,Fußboden::N,lava,غولی
410,Tisch::N,laud,مېز
411,Tisch::N,stal'c,مېز
412,Stuhl::N,ištim,چوکۍ
413,Wiege::N,kätte,زانګو
414,Bett::N,sija,کټ
415,Bett::N,sija,چپرکټ
416,Bett::N,magaduzsija,کټ
417,Bett::N,magaduzsija,چپرکټ
418,Regal::N,palič,تاخچۍ
419,Kiste::N,mülütim,صندوق
420,Fenster::N,ikun,کړکۍ
421,Tür::N,uks',دروازه
422,Tor::N,verai,دروازه
423,Zaun::N,aid,کټاره
424,Dach::N,katuz,بام
425,Leiter::N,pordhad,زينه
426,Besen::N,lud,جارو
427,Besen::N,vast,جارو
428,Spaten::N,labid,یوم
429,Schaufel::N,labid,بېلچه
430,Gabel::N,hangoine,پنجه
431,Löffel::N,luzik,کاشوغه
432,Messer::N,veič,چاقو
433,Nagel::N,nagl,ميخ
434,Netz::N,verk,جال
435,Haken::N,kouk,څنګک
436,Griff::N,kägä,لاستی
437,Griff::N,varz',لاستی
438,Schloss::N,lukkol,کلپ
439,Bild::N,kuva,رسم
440,Figur::N,figur,قدوقامت
441,Puppe::N,tätüine,ګوډۍ
442,Beutel::N,havad,کڅوړه
443,Bündel::N,toppaz,دسته
444,Bündel::N,käč,دسته
445,Tasche::N,sumk,بکس
446,Tasche::N,sumk,توبره
447,Eimer::N,vädr,سطل
448,Deckel::N,katuz,سرپوښ
449,Geschirr::N,astii,لوښی
450,Sack::N,havad,جوال
451,Tasse::N,čašk,پیاله
452,Topf::N,pada,دېګی
453,Kessel::N,katil,دېګ
454,Essen::N,sönd,خوراک
455,Nahrung::N,söm,خوراک
456,Speise::N,sömine,خواړه
457,Fleisch::N,liha,غوښه
458,Getreide::N,vill',غله
459,Brei::N,pudr,اوګره
460,Brot::N,leib,ډوډۍ
461,Scheibe::N,bibaleh,مړۍ
462,Scheibe::N,šlik,مړۍ
463,Fett::N,razv,غوړي
464,Butter::N,voi,کوچ
465,Öl::N,voi,تېل
466,Salz::N,sol,مالګه
467,Suppe::N,lem',شوربا
468,Suppe::N,keitoz,شوربا
469,Honig::N,mezi,شات
470,Milch::N,maid,شوده
471,Tee::N,čai,چای
472,Leder::N,nahk,څرمن
473,Wolle::N,vill,پشم
474,Stoff::N,kangaz,ټوټه
475,Nadel::N,negl,ستن
476,Faden::N,nit',تار
477,Knopf::N,nübl',تڼۍ
478,Knopf::N,nübl',تکمه
479,Knoten::N,sol'm,غوټه
480,Farbe::N,muju,رنګ
481,Kleidung::N,sobad,کالي
482,Hemd::N,paid,کميس
483,Kragen::N,kagluz,غاړه
484,Ärmel::N,hijam,لستوڼی
485,Hose::N,štanad,پطلون
486,Gürtel::N,vö,کمربند
487,Mütze::N,šapuk,خولۍ
488,Schuh::N,keng',بوټ
489,Stiefel::N,sapug,موزه
490,Ring::N,rengaz,ګوته
491,Band::N,lentaine,فيته
492,Kamm::N,suga,ګمنځ
493,Spiegel::N,zerkol,ایینه
494,Spiegel::N,zerkol,هنداره
495,Riemen::N,vö,تسمه
496,Schnur::N,nor,مزی
497,Leine::N,talutimnor,رسۍ
498,Decke::N,sijakatuz,بړستن
499,Kissen::N,pöluz,بالښت
500,Tuch::N,paik,ټیکری
501,Handtuch::N,käzipaik,دسمال
502,Kraft::N,vägi,زور
503,Kraft::N,vägi,توان
504,Stärke::N,vahvuz',قوت
505,Gesundheit::N,tervhuz,صحت
506,Gesundheit::N,tervhuz,روغتیا
507,Krankheit::N,läžund,مرض
508,Krankheit::N,läžund,ناروغي
509,Schmerz::N,kibu,درد
510,Wunde::N,čapatez,ټپ
511,Wunde::N,čapatez,زخم
512,Fieber::N,säru,تبه
513,Arznei::N,zel'l',دوا
514,Arznei::N,zel'l',دارو
515,Brücke::N,sild,پول
516,Brunnen::N,kaiv,څاه
517,Brunnen::N,kaiv,کوهی
518,Weide::N,omaluine,وله
519,Pfad::N,tehut,تړه
520,Weg::N,te,لیار
521,Straße::N,te,سړک
522,Dorf::N,külä,کلی
523,Stadt::N,lidn,ښار
524,Brief::N,kirjeine,لیک
525,Brief::N,kirjeine,مکتوب
526,Buch::N,kirj,کتاب
527,Buchstabe::N,kirjam,حرف
528,Buchstabe::N,kirjam,توری
529,Zeitung::N,lehtez,اخبار
530,Leben::N,elo,ژوند
531,Tod::N,surm,مرګ
532,Tod::N,surm,مړینه
533,Grab::N,kaum,قبر
534,Grab::N,kaum,ډورۍ
535,Kirche::N,jumalanpert',کلیسا
536,Sünde::N,grähk,ګناه
537,Gott::N,jumal,خدای
538,Arbeiter::N,radnik,کاریګر
539,Chef::N,pämez',آمر
540,Meister::N,mastar,استاد
541,Arzt::N,lekar',طبیب
542,Arzt::N,lekar',ډاکټر
543,Lehrer::N,opendai,معلم
544,Lehrer::N,opendai,ښوونکی
545,Geld::N,rahad,پیسې
546,Geschäft::N,biznes,سوداګري
547,Laden::N,lauk,دکان
548,Laden::N,lauk,مغازه
549,Preis::N,arv,بیه
550,Ware::N,tavar,مال
551,Nutzen::N,liža,ګټه
552,Reichtum::N,kodielo,شتمني
553,Reichtum::N,kal'huz',شتمني
554,Welt::N,mail'm,نړۍ
555,Welt::N,mail'm,دنیا
556,Land::N,ma,هېواد
557,Staat::N,valdkund,دولت
558,König::N,kunigaz,باچا
559,König::N,kunigaz,پادشاه
560,Macht::N,vald,قدرت
561,Grenze::N,röun,حد
562,Grenze::N,röun,سرحد
563,Krieg::N,soda,جګړه
564,Feind::N,vihanik,دښمن
565,Feind::N,vastustai,دښمن
566,Gewalt::N,vägivald,زور
567,Gewalt::N,vägivald,تشدد
568,Kampf::N,tora,جنګ
569,Kampf::N,tora,مبارزه
570,Bogen[Waffe]::N,taug,لیندۍ
571,Pfeil::N,nol,غشی
572,Gewehr::N,oružj,ټوپک
573,Fehler::N,viga,خطا
574,Fehler::N,viga,غلطي
575,Lüge::N,kelastuz,دروغ
576,Schaden::N,pahuz',زیان
577,Schaden::N,pahuz',تاوان
578,Unglück::N,bed,بدبختي
579,Unglück::N,gor'a,بدبختي
580,Schuld::N,värhuz',ګناه
581,Alter::N,igä,منګ
582,Schluss::N,lop,اخر
583,Zeit::N,aig,وخت
584,Tag::N,päiv,ورځ
585,Morgen::N,homendez,سبا
586,Morgen::N,homendez,سهار
587,Mittag::N,keskpäiv,غرمه
588,Abend::N,eht,ماښام
589,Nacht::N,ö,شپه
590,Woche::N,nedal',اونۍ
591,Monat::N,ku,مياشت
592,Jahr::N,voz',کال
593,Frühling::N,keväz',پسرلی
594,Sommer::N,keza,دوبی
595,Herbst::N,sügüz',منی
596,Herbst::N,sügüz',خزان
597,Winter::N,tal'v,ژمی
598,Januar::N,viluku,جنوري
599,Februar::N,uhoku,فبروري
600,März::N,keväz'ku,مارچ
601,April::N,sulaku,اپریل
602,Mai::N,semendku,مې
603,Juni::N,kezaku,جون
604,Juli::N,heinku,جولای
605,August::N,eloku,اګست
606,September::N,sügüz'ku,سپټامبر
607,Oktober::N,reduku,اکتوبر
608,November::N,kül'mku,نومبر
609,Dezember::N,tal'vku,دسمبر
610,Montag::N,ezmärg,دوشنبه
611,Dienstag::N,tožnarg,سه شنبه
612,Mittwoch::N,koumanz'päiv,چارشنبه
613,Donnerstag::N,nellänz'päiv,پنجشنبه
614,Freitag::N,pätnič,جمعه
615,Freitag::N,videnz'päiv,جمعه
616,Samstag::N,sobat,خالي
617,Sonntag::N,pühäpäiv,یکشنبه
618,groß::A,sur',لوی
619,groß::A,järed,لوی
620,klein::A,pen',وړوکی
621,klein::A,pičuine,وړوکی
622,lang::A,pit'k,اوړد
623,kurz::A,lühüd,لنډ
624,breit::A,leved,پراخه
625,schmal::A,kaid,تنګ
626,dicht::A,tihed,ګڼ
627,dick[Gegenstand]::A,paks,پنډ
628,dünn::A,hoik,نری
629,fein::A,hen,نازک
630,fest::A,luja,کلک
631,fest::A,luja,ټینګ
632,fest::A,ninev,کلک
633,fest::A,ninev,ټینګ
634,flach::A,lapak,هوار
635,glatt::A,siled,ښوی
636,hart::A,kova,کلک
637,weich::A,pehmed,نرم
638,weich::A,pehmed,پوست
639,rund::A,kehker,ګرد
640,spitz::A,nügu,تېره
641,spitz::A,terav,تېره
642,scharf::A,terav,تېز
643,scharf::A,terav,تېره
644,stumpf::A,tül'c,پڅ
645,schwer::A,jüged,دروند
646,schön::A,čoma,ښکلی
647,heiß::A,räk,تود
648,warm::A,läm',تود
649,kalt::A,vilu,ېخ
650,kalt::A,vilu,سوړ
651,kühl::A,raibak,ېخ
652,kühl::A,raibak,سوړ
653,kühl::A,viluhk,ېخ
654,kühl::A,viluhk,سوړ
655,frisch::A,lahed,تازه
656,feucht::A,neps,مرطوب
657,feucht::A,toreh,مرطوب
658,nass::A,märg,لوند
659,trocken::A,kuiv,وچ
660,voll::A,täuz',ډک
661,leer::A,joudai,خالی
662,offen::A,avoin,خلاص
663,offen::A,avoin,پرانیستی
664,offen::A,avol'jaine,خلاص
665,offen::A,avol'jaine,پرانیستی
666,geschlossen::A,saubaline,تړلی
667,sauber::A,puhtaz,پاک
668,schmutzig::A,redukaz,چټل
669,roh::A,rohk,خام
670,roh::A,toreh,خام
671,reif::A,küps,پوخ
672,reif::A,küps,رسېدلی
673,lecker::A,magukaz,خوندور
674,lecker::A,magukaz,مزه دار
675,süß::A,maged,خوږ
676,süß::A,maged,شیرین
677,bitter::A,karged,تریخ
678,sauer::A,muiged,ټاک
679,sauer::A,muiged,تريو
680,hell::A,kirkas,روڼ
681,hell::A,kirkas,روښان
682,hell::A,valgei,روڼ
683,hell::A,valgei,روښان
684,dunkel::A,pimed,تیاره
685,schwarz::A,must,تور
686,weiß::A,vauged,سپين
687,rot::A,rusked,سور
688,gelb::A,pakuine,زېړ
689,blau::A,sinine,شین
690,blau::A,sinine,اسماني رنګه
691,grün::A,vihand,زرغون
692,grau::A,hahk,خړ
693,bunt::A,kirjav,رنګارنګ
694,billig::A,odav,ارزان
695,teuer::A,kalliž,ګران
696,wertvoll::A,arvokas,قیمتي
697,blind::A,soged,ړوند
698,taub::A,kurdiž,کوڼ
699,kräftig::A,vägev,قوی
700,stark::A,vahv,قوی
701,stark::A,vahv,تکړه
702,stark::A,vägekaz,قوی
703,stark::A,vägekaz,تکړه
704,schwach::A,väll',ضعیف
705,schwach::A,väll',کمزوری
706,fett::A,razvakaz,چاغ
707,schlank::A,kapos,خوش اندام
708,hübsch::A,čoma,ښکلی
709,hübsch::A,čoma,ښایسته
710,böse::A,äred,شریر
711,böse::A,äred,قهرناک
712,böse::A,käred,شریر
713,böse::A,käred,قهرناک
714,dumm::A,el'getoi,احمق
715,faul::A,lašk,لټ
716,faul::A,lašk,تنبل
717,fleißig::A,radonnavedii,زحمت کښ
718,geizig::A,ažlak,بخیل
719,klug::A,melev,عاقل
720,klug::A,melev,هوښیار
721,klug::A,melekaz,عاقل
722,klug::A,melekaz,هوښیار
723,geschickt::A,mahtokaz,ماهر
724,lieb::A,izo,عزیز
725,lieb::A,izo,محبوب
726,lieb::A,sula,عزیز
727,lieb::A,sula,محبوب
728,lustig::A,ilokaz,خوشحال
729,sanft::A,laskav,پوست
730,sanft::A,laskav,ملایم
731,hungrig::A,näl'ghine,وږی
732,krank::A,läžui,مريض
733,krank::A,läžui,ناروغ
734,nackt::A,alastoi,لوڅ
735,traurig::A,opalahine,غمجن
736,lebendig::A,eläb,ژوندی
737,gut::A,hüvä,ښه
738,schlecht::A,huba,بد
739,schlecht::A,huba,خراب
740,richtig::A,oiged,سم
741,richtig::A,oiged,صحیح
742,schlimm::A,paha,بد
743,schlimm::A,paha,مخوف
744,wahr::A,todesine,واقعي
745,alt::A,vanh,زوړ
746,neu::A,uz',نوی
747,ehemalig::A,edeline,پخوانی
748,alt[Lebewesen]::A,ravaz,زوړ
749,jung::A,nor',ځوان
750,arm::A,gol'l',غریب
751,arm::A,gol'l',بې وزله
752,reich::A,elokaz,شتمن
753,reich::A,elokaz,دولتمند
754,bekannt::A,tutab,اشنا
755,berühmt::A,tetab,مشهور
756,fremd::A,veraz,پردی
757,fremd::A,veraz,بېګانه
758,verschieden::A,erazvuitte,مختلف
759,nah::A,läheline,نژدې
760,fern::A,edahaine,لیری
761,linker::A,hura,چپ
762,linker::A,hura,کیڼ
763,rechter::A,oiged,ښی
764,anderer::A,toine,بل
765,erster::A,ezmäine,لومړی
766,zweiter::A,toine,دوهم
767,dritter::A,koumanz',درېم
768,letzter::A,jäl'gmäine,آخرنی
769,letzter::A,jäl'gmäine,وروستی
770,allein::ADV,üksnäze,یوازې
771,auf einmal::ADV,ühten aigan,په یوه وخت کی
772,zusammen::ADV,ühtes,یو ځای
773,lange::ADV,hätken,ډېر وخت
774,lange::ADV,hätken,ډېره موده
775,plötzlich::ADV,äkkid,ناببره
776,plötzlich::ADV,äkkid,یوناڅاپه
777,sofort::ADV,kerdalaz,فوراً
778,sofort::ADV,kerdalaz,سمدلاسه
779,später::ADV,möhemba,وروسته
780,jetzt::ADV,nügüd',اوس
781,heute::ADV,tämbei,نن
782,morgen::ADV,homen,سبا
783,bald::ADV,pigai,ژر
784,dann::ADV,sid',پس
785,dann::ADV,sid',وروسته
786,gestern::ADV,eglai,پرون
787,einst::ADV,ende,پخوا
788,einst::ADV,kerdan,پخوا
789,damals::ADV,siloi,هغه وخت
790,danach::ADV,sid',بیا
791,vorher::ADV,ende,دمخه
792,zuerst::ADV,ezmäi,لومړی
793,einmal::ADV,kerdan,یو ځل
794,manchmal::ADV,erašti,ګاهی ګاهی
795,oft::ADV,paksus,ډېر ځله
