,Concept_ID,bn,tr
718,fremd::A,বিদেশি,yabancı
719,verschieden::A,বিসদৃশ,ayrı
720,verschieden::A,বিসদৃশ,farklı
721,nah::A,নিকটবতী,yakın
722,nah::A,নিকটবতী,bitişik
723,fern::A,দুরবতী,uzak
724,linker::A,বাম,sol
725,rechter::A,ডান,sağ
726,rechter::A,ডাইন,sağ
727,anderer::A,অন্যতর,diğer
728,erster::A,প্রথম,ilk
729,erster::A,প্রথম,birinci
730,zweiter::A,দ্বিতীয়,ikinci
731,dritter::A,তৃতীয়,üçüncü
732,letzter::A,সর্বশেষ,son
733,letzter::A,সর্বশেষ,sonuncu
734,allein::ADV,একক,yalnız
735,allein::ADV,একক,tek başına
736,auf einmal::ADV,জলদি,birden
737,zusammen::ADV,একসঙ্গে,beraber
738,zusammen::ADV,একসঙ্গে,birlikte
739,lange::ADV,লম্বা,çok
740,lange::ADV,লম্বা,uzun
741,plötzlich::ADV,হঠাৎ,ansızın
742,plötzlich::ADV,হঠাৎ,birdenbire
743,sofort::ADV,মুহ্ণর্তমধ্যে,hemen
744,sofort::ADV,মুহ্ণর্তমধ্যে,derhal
745,später::ADV,পশ্চাতে,daha sonra
746,jetzt::ADV,এখন,şimdi
747,heute::ADV,আজ,bugün
748,morgen::ADV,আগামিকাল,yarın
749,bald::ADV,অস্পকালমধ্যে,yakında
750,dann::ADV,তখন,sonra
751,gestern::ADV,গতকাল,dün
752,einst::ADV,একবার মাত্র,eskiden
753,damals::ADV,তখন,o zamanlar
754,danach::ADV,পরে,sonradan
755,danach::ADV,পরে,ondan sonra
756,vorher::ADV,আগে,önce
757,vorher::ADV,আগে,önceden
758,zuerst::ADV,আগে,ilk önce
759,einmal::ADV,একবার,bir defa
760,manchmal::ADV,কখনও কখনও,bazan
761,oft::ADV,ঘনঘন,sık sık
762,oft::ADV,ঘনঘন,çok defa
763,immer::ADV,সর্বদা,daima
764,immer::ADV,সর্বদা,her zaman
765,niemals::ADV,কখলও নহে,asla değil
766,niemals::ADV,কখলও নহে,hiçbir zaman
767,hier::ADV,এখানে,burada
768,hierhin::ADV,এখানে,buraya
769,von hier::ADV,ত্রই স্তান হইতে,buradan
770,dort::ADV,ওখানে,orada
771,dort::ADV,ওখানে,şurada
772,dorthin::ADV,ওখানে,oraya
773,dorthin::ADV,ওখানে,şuraya
774,geradeaus::ADV,অগ্রগামী,doğru
775,vorwärts::ADV,সন্মুখিকে,ileri
776,rückwärts::ADV,খিরিয়া,geri
777,zurück::ADV,পিঠ,geriye
778,unten::ADV,নীচে,aşağıda
779,hinab::ADV,নিম্নগামী,aşağıya
780,oben::ADV,উপরে,yukarıda
781,hinauf::ADV,উচ্চতর অংশে,yukarı
782,hinauf::ADV,উচ্চতর অংশে,yukarıya
783,überall::ADV,সর্বত্র,her yerde
784,nicht::ADV,না,-mi-
785,nicht::ADV,না,değil
786,ein wenig::ADV,অল্প,biraz
787,kaum::ADV,কষ্টসহকাবে,dar
788,kaum::ADV,কষ্টসহকাবে,hemen hemen değil
789,sehr::ADV,খুব,pek
790,sehr::ADV,খুব,gayet
791,so::ADV,তত,öyle
792,so::ADV,তত,böyle
793,noch::ADV,এখন পর্যস্ত,hâlâ
794,noch::ADV,এখন পর্যস্ত,henüz
795,nur::ADV,শুধু,ancak
796,nur::ADV,শুধু,yalnız
797,schon::ADV,ইতঃপুর্বে,çoktan
798,wieder::ADV,আবার,tekrar
799,wieder::ADV,আবার,yeniden
800,vergebens::ADV,বিফলে,boşuna
801,vor::PRP,সম্মুখে,önünde
802,hinter::PRP,পশ্চাতে,arkasında
803,unter::PRP,নীচে,altında
804,durch::PRP,দ্বারা,sayesinde
805,durch::PRP,দ্বারা,ortasından
806,neben::PRP,কাছে,yanında
807,zwischen::PRP,মধ্যে,arasında
808,wegen::PRP,জন্য,dolayı
809,dies::PRN,এটা,bu
810,das::PRN,ওটা,o
811,das::PRN,ওটা,şu
812,alles::PRN,সব,hepsi
813,alles::PRN,সব,her şey
814,ich::PRN,আমি,ben
815,du::PRN,তুমি,sen
816,er::PRN,উনি,o
817,wir::PRN,আমরা,biz
818,ihr::PRN,তোমরা,siz
819,sie::PRN,তারা,onlar
820,was::FPRN,কি,ne
821,wer::FPRN,কে,kim
822,wo::FADV,কোথায়,nerede
823,wohin::FADV,কোথায়,nereye
824,wie::FADV,কেমন,nasıl
825,warum::FADV,কেন,neden
826,wieviel::FNUM,কত,kaç
827,wieviel::FNUM,কত,ne kadar
828,eins::NUM,অক,bir
829,zwei::NUM,দুই,iki
830,drei::NUM,তিন,üç
831,vier::NUM,চার,dört
832,fünf::NUM,পাঁচ,beş
833,sechs::NUM,ছয়,altı
834,sieben::NUM,সাত,yedi
835,acht::NUM,আট,sekiz
836,neun::NUM,নয়,dokuz
837,zehn::NUM,দশ,on
838,elf::NUM,এগারো,on bir
839,zwölf::NUM,দ্বাদশ,on iki
840,zwanzig::NUM,বিশ,yirmi
841,dreißig::NUM,ত্রিশ,otuz
842,vierzig::NUM,চল্লিশ,kırk
843,fünfzig::NUM,পঞ্চাশ,elli
844,sechzig::NUM,ষাট,altmış
845,siebzig::NUM,সত্তর,yetmiş
846,achtzig::NUM,আশি,seksen
847,neunzig::NUM,নব্বুই,doksan
848,hundert::NUM,শত,yüz
849,tausend::NUM,হাজার,bin
850,und::CNJ,আর,ve
851,und::CNJ,আর,ile
852,und::CNJ,এবং,ve
853,und::CNJ,এবং,ile
854,oder::CNJ,বা,ya
855,oder::CNJ,বা,yahut
856,stehen::V,দাঁড়ানো,durmak
857,sitzen::V,বসা,oturmak
858,liegen::V,শোয়া,yatmak
859,hängen::V,ঝোলা,asılı olmak
860,werden::V,হইয়া উঠা,olmak
861,werden::V,হইয়া উঠা,olunmak
862,passieren::V,ঘটা,olmak
863,beginnen::V,আরম্ভ হওয়া,başlamak
864,enden::V,শেষ হওয়া,bitmek
865,enden::V,শেষ হওয়া,sona ermek
866,wechseln::V,রূপাস্তর করা,değişmek
867,aufgehen[Sonne]::V,উদিত হওয়া,doğmak
868,untergehen[Sonne]::V,অস্ত যাওয়া,batmak
869,scheinen[Sonne]::V,আলো দেওয়া,parlamak
870,donnern::V,বজ্রধ্বনি করা,gök gürlemek
871,wehen::V,প্রবাহিত হওয়া,esmek
872,strömen::V,প্রবাহিত হওয়া,akmak
873,fließen::V,ছুটা,akmak
874,sich drehen::V,পাক খাওয়া,dönmek
875,schwanken::V,দোলা,sallanmak
876,schwingen::V,দোলা,titremek
877,fallen::V,পড়া,düşmek
878,brennen::V,সেঁকা,yanmak
879,rauchen::V,ধোঁয়া ছড়ান,tütmek
880,regnen::V,বর্ষণ_করা,yağmak
881,gefrieren::V,হিমায়িত হওয়া,donmak
882,tauen::V,গলা,erimek
883,schmelzen::V,গলা,erimek
884,trocknen::V,শুষ্ক করা,kurumak
885,sieden::V,ফোঁড়া,kaynamak
886,faulen::V,ক্ষয় হওয়া,çürümek
887,verfaulen::V,ক্ষয় হওয়া ,çürümek
888,reißen::V,ছিঁড়া,yırtılmak
889,versinken::V,ডুবা,batmak
890,vergehen::V,যাওয়া,geçmek
891,erscheinen::V,আসা,görünmek
892,verschwinden::V,অদৃশ্য হওয়া,kaybolmak
893,sinken::V,হ্রাস হওয়া,inmek
894,abnehmen::V,হ্রাস হওয়া,azalmak
895,zunehmen::V,বৃদ্ধি পাওয়া,artmak
896,zunehmen::V,বৃদ্ধি পাওয়া,çoğalmak
897,steigen::V,ওঠা,artmak
898,steigen::V,ওঠা,yükselmek
899,wachsen::V,বড় হওয়া,büyümek
900,wachsen::V,বড় হওয়া,gelişmek
901,glänzen::V,জ্বলা,parlamak
902,funkeln::V,জ্বল্জ্বল করা,parıldamak
903,läuten::V,রুসুঝুসু করা,çalmak
904,klingeln::V,বাজা,zil çalmak
905,klirren::V,টুংটাং-শব্দ করা,şakırdamak
906,klirren::V,টুংটাং-শব্দ করা,zangırdamak
907,brausen::V,গর্জন করা,köpürmek
908,brausen::V,গর্জন করা,kükremek
909,rauschen::V,মর্মরধ্বনি করা,fışırdamak
910,klingen::V,শব্দ করা,tınlamak
911,bellen::V,ঘেউ ঘেউ করা,havlamak
912,heulen::V,গর্জন করা,ulumak
913,blasen::V,ফুঁ দেওয়া,üflemek
914,pfeifen::V,শিস্ দেওয়া,düdük çalmak
915,schreien::V,চিৎকার করা,bağırmak
916,schreien::V,চিৎকার করা,haykırmak
917,stöhnen::V,গোঁ-গো করা,inlemek
918,zittern::V,কাঁপা,titremek
919,leben::V,বাঁচা,yaşamak
920,leben::V,বাঁচা,hayatta olmak
921,geboren werden::V,জন্মানো,doğmak
922,atmen::V,শ্বাস ফেলা,solunmak
923,atmen::V,শ্বাস ফেলা,nefes almak
924,trinken::V,পান করা,içmek
925,essen::V,ভক্ষণ করা,yemek
926,schlucken::V,গেলা,yutmak
927,müde werden::V,পরিশ্রান্ত হওয়া,yorulmak
928,einschlafen::V,নিদ্রামগ্ন হওয়া,uykuya dalmak
929,schlafen::V,নিদ্রা যাওয়া,uyumak
930,aufwachen::V,জাগা,uyanmak
931,aufstehen::V,জাগা,kalkmak
932,aufstehen::V,জাগা,yataktan kalkmak
933,sich erholen::V,আরাম করা,dinlenmek
934,krank werden::V,অসুস্থ হত্তয়া,hastalanmak
935,krank sein::V,রূগ্ণ হত্তয়া,hasta olmak
936,schmerzen::V,কন্কন করা,ağrımak
937,husten::V,কাশা,öksürmek
938,genesen::V,আরোগ্য হওয়া,şifa bulmak
939,sterben::V,মারা যাওয়া,ölmek
940,sterben::V,মারা যাওয়া,vefat etmek
941,umkommen::V,মারা যাওয়া,ölmek
942,sich bewegen::V,চলা,hareket etmek
943,sich rühren::V,নড়া,kımıldanmak
944,sich erheben::V,উদিত হওয়া,kalkmak
945,sich erheben::V,উদিত হওয়া,ayağa kalkmak
946,sich setzen::V,বসা,oturmak
947,hinfallen::V,পড়া,yere düşmek
948,laufen::V,হাঁটা,yürümek
949,schreiten::V,হাঁটা,yürümek
950,schreiten::V,হাঁটা,adım atmak
951,spazierengehen::V,পায়চারি করা,gezmek
952,spazierengehen::V,পায়চারি করা,dolaşmak
953,eilen::V,ত্বরাম্বিত করা,seğirtmek
954,sich beeilen::V,ত্বরাম্বিত করা,acele etmek
955,sausen::V,ধেয়ে যাওয়া,hızla gitmek
956,rennen::V,চলা,koşmak
957,springen::V,লাফানো,atlamak
958,springen::V,লাফানো,sıçramak
959,klettern::V,আরোহণ করা,tırmanmak
960,schaukeln::V,দোলা,sallanmak
961,kriechen::V,হামাগুড়ি দেওয়া,sürünmek
962,schwimmen::V,সাঁতার কাটা,yüzmek
963,tauchen::V,ডোবা,dalmak
964,rudern::V,দাঁড় টানা,kürek çekmek
965,fahren::V,চালান,gitmek
966,fliegen::V,ওড়া,uçmak
967,gehen::V,যাওয়া,gitmek
968,weggehen::V,প্রস্থান করা,gitmek
969,abfahren::V,প্রস্থান করা,kalkmak
970,anhalten::V,থামা,durmak
971,hineingehen::V,ঢোকা,içeri girmek
972,eintreten::V,ঢোকা,girmek
973,kommen::V,আসা,gelmek
974,ankommen::V,আসা,varmak
975,zurückkommen::V,ফিরা,dönmek
976,bleiben::V,থাকা,kalmak
977,warten::V,অপেক্ষা করা,beklemek
978,erwarten::V,অপেক্ষা করা,beklemek
979,suchen::V,খোঁজ করা,aramak
980,finden::V,পাওয়া,bulmak
981,versuchen::V,পরখ করা,denemek
982,vorbereiten::V,প্রস্তুত করা,hazırlamak
983,lieben::V,ভালবাসা,sevmek
984,mögen::V,পছন্দ করা,beğenmek
985,lachen::V,হাসা,gülmek
986,rühren::V,হৃদয়ম্পর্শ করা,dokunmak
987,rühren::V,হৃদয়ম্পর্শ করা,duygulandırmak
988,weinen::V,কাঁদা,ağlamak
989,schimpfen::V,নালিশ করা,küfretmek
990,sich ärgern::V,রাগ হত্তয়া,kızmak
991,sich fürchten::V,ভয় করা,korkmak
992,fürchten::V,ডরা,korkmak
993,fliehen::V,পালানো,kaçmak
994,flüchten::V,পালানো,kaçmak
995,sehen::V,দেখা,görmek
996,anschauen::V,দেখা,seyretmek
997,ansehen::V,দেখা,bakmak
998,hören::V,শোনা,duymak
999,hören::V,শোনা,işitmek
1000,zuhören::V,শোনা,dinlemek
1001,probieren::V,পরখ করা,denemek
1002,probieren::V,পরখ করা,tadına bakmak
1003,riechen::V,শুঁকা,kokusunu almak
1004,fühlen::V,অনুভব করা,duymak
1005,fühlen::V,অনুভব করা,hissetmek
1006,scheinen::V,মনে হত্তয়া,görünmek
1007,zu sehen sein::V,দেখা দেত্তয়া,görünmek
1008,vernehmen::V,শোনা,haber almak
1009,frieren::V,শীত লাগা,üşümek
1010,tun::V,করা,etmek
1011,tun::V,করা,yapmak
1012,können::V,পারা,bilmek
1013,wollen::V,ইচ্ছা করা,istemek
1014,anfangen::V,আরম্ভ করা,başlamak
1015,beenden::V,শেষ করা,bitirmek
1016,aufhören::V,থামা,bitmek
1017,gelingen::V,সিদ্ধিলাভ করা,başarmak
1018,geraten::V,পরিণত হত্তয়া,düşmek
1019,öffnen::V,খোলা,açmak
1020,schließen::V,বন্ধ করা,kapamak
1021,stellen::V,স্থাপন করা,koymak
1022,setzen::V,স্থাপন করা,koymak
1023,setzen::V,স্থাপন করা,oturtmak
1024,legen::V,স্থাপন করা,koymak
1025,legen::V,স্থাপন করা,yatırmak
1026,berühren::V,স্পর্শ করা,dokunmak
1027,verbinden::V,সংযুক্ত করা,bağlamak
1028,verbinden::V,সংযুক্ত করা,birleştirmek
1029,bedecken::V,ঢাকা,örtmek
1030,bedecken::V,ঢাকা,kaplamak
1031,aufhängen::V,ঝুলানো,asmak
1032,anzünden::V,জ্বালান,yakmak
1033,anzünden::V,জ্বালান,ateşlemek
1034,aufheben::V,কুড়াইয়া তোলা,kaldırmak
1035,zurücklassen::V,পরিত্যাগ করা,geride bırakmak
1036,verlieren::V,হারান,yitirmek
1037,verlieren::V,হারান,kaybetmek
1038,fallen lassen::V,ফেলা,düşürmek
1039,machen::V,গঠন করা,yapmak
1040,herstellen::V,সৃষ্টি করা,yapmak
1041,herstellen::V,সৃষ্টি করা,imal etmek
1042,bauen::V,নির্মাণ করা,kurmak
1043,bauen::V,নির্মাণ করা,inşa etmek
1044,reparieren::V,মেরামত করা,onarmak
1045,reparieren::V,মেরামত করা,tamir etmek
1046,verbessern::V,উন্নতিলাভ করা,düzeltmek
1047,ändern::V,পরিবর্তিত করা,değiştirmek
1048,graben::V,খনন করা,kazmak
1049,beugen::V,নোয়া,eğmek
1050,biegen::V,নোয়া,bükmek
1051,drehen::V,ঘোরান,çevirmek
1052,drehen::V,ঘোরান,döndürmek
1053,wenden::V,উলটাইয়া দেত্তয়া,çevirmek
1054,umdrehen::V,উলটানো,çevirmek
1055,heben::V,উত্তোলন করা,kaldırmak
1056,hochheben::V,উঁচু করা,yukarı kaldırmak
1057,ergreifen::V,দখল করা,tutmak
1058,ergreifen::V,দখল করা,yakalamak
1059,halten::V,ধরা,tutmak
1060,drücken::V,টেপা,sıkmak
1061,schieben::V,ঠেলা,itmek
1062,schieben::V,ঠেলা,sürmek
1063,kratzen::V,চাঁচা,kaşımak
1064,lecken::V,চাটা,yalamak
1065,beißen::V,দংশন করা,ısırmak
1066,abreißen::V,বিচ্ছিন্ন করা,koparmak
1067,abschneiden::V,বিচ্ছিন্ন করা,keserek ayırmak
1068,binden::V,বন্ধন করা,bağlamak
1069,stecken::V,বিদ্ধ করা,sokmak
1070,brechen::V,ভাঙা,kırmak
1071,klopfen::V,আঘাত করা,çalmak
1072,hauen::V,আঘাত করা,vurmak
1073,kleben::V,সাঁটা,yapıştırmak
1074,reiben::V,ঘষা,ovmak
1075,reiben::V,ঘষা,sürtmek
1076,streichen::V,ছড়াইয়া,sürmek
1077,schleifen::V,ধার দেওয়া,bilemek
1078,schneiden::V,কাটা,kesmek
1079,rütteln::V,নাড়ান,sallamak
1080,schütteln::V,নড়া,sarsmak
1081,schütteln::V,নড়া,çalkamak
1082,schwenken::V,দোলা,sallamak
1083,schütten::V,বর্ষণ করা,dökmek
1084,schütten::V,বর্ষণ করা,akıtmak
1085,füllen::V,পরিপূর্ণ করা,doldurmak
1086,einwickeln::V,মুড়া,sarmak
1087,tragen::V,বহন করা,taşımak
1088,schleppen::V,টানা,sürüklemek
1089,ziehen::V,টানা,çekmek
1090,aufbewahren::V,রাখা,saklamak
1091,werfen::V,ছুড়া,atmak
1092,fangen::V,লোফা,tutmak
1093,fangen::V,লোফা,yakalamak
1094,packen::V,ধরা,tutmak
1095,packen::V,ধরা,yakalamak
1096,verstecken::V,গোপন করা,saklamak
1097,teilen::V,বিভক্ত করা,bölmek
1098,teilen::V,বিভক্ত করা,ayırmak
1099,schicken::V,প্রেরণ করা,yollamak
1100,schicken::V,প্রেরণ করা,göndermek
1101,bringen::V,আনা,getirmek
1102,hinzufügen::V,একত্র করা,katmak
1103,hinzufügen::V,একত্র করা,eklemek
1104,bekommen::V,পাওয়া,almak
1105,bekommen::V,পাওয়া,eline geçmek
1106,erhalten::V,পাওয়া,almak
1107,nehmen::V,নেওয়া,almak
1108,wählen::V,বাছা,seçmek
1109,auswählen::V,বাছা,seçmek
1110,auswählen::V,বাছা,ayırmak
1111,bewahren::V,বাঁচাইয়া রাখা,korumak
1112,behindern::V,বাধা দেওয়া,engellemek
1113,verderben::V,নষ্ট করা,bozmak
1114,beschädigen::V,ক্ষতি করা,zedelemek
1115,beschädigen::V,ক্ষতি করা,ziyan vermek
1116,zerbrechen::V,ভাঙ্গিয়া যাওয়া,kırmak
1117,zerreißen::V,ছিঁড়া,yırtmak
1118,zerstören::V,বিনাশ করা,yıkmak
1119,zerstören::V,বিনাশ করা,tahrip etmek
1120,verbrennen::V,দহন করা,yakmak
1121,geben::V,দেওয়া,vermek
1122,reichen::V,দেওয়া,uzatmak
1123,schenken::V,উপহার দেত্তয়া,hediye etmek
1124,versprechen::V,প্রতিশ্রুতি দেওয়া,vaat etmek
1125,wünschen::V,আকাঙ্ক্ষা করা,kutlamak
1126,loben::V,প্রশংসা করা,övmek
1127,küssen::V,চুম্বন করা,öpmek
1128,wiegen::V,দুলানো,sallamak
1129,zudecken::V,ঢাকা,örtmek
1130,wecken::V,জাগানো,uyandırmak
1131,zeigen::V,দেখানো,göstermek
1132,führen::V,পথ দেখানো,gezdirmek
1133,führen::V,পথ দেখানো,yol göstermek
1134,lehren::V,শেখানো,okutmak
1135,lehren::V,শেখানো,öğretmek
1136,unterrichten::V,শিক্ষা দেওয়া,öğretmek
1137,aufziehen::V,পালন করা,yetiştirmek
1138,leiten::V,পরিচালনা করা,yönetmek
1139,leiten::V,পরিচালনা করা,idare etmek
1140,antreiben::V,চালনা করা,teşvik etmek
1141,lassen::V,অনুমতি দেওয়া,-tırmak
1142,einladen::V,নিমন্ত্রণ করা,davet etmek
1143,vereinigen::V,এক করা,birleştirmek
1144,besuchen::V,দেখিতে যাওয়া,uğramak
1145,besuchen::V,দেখিতে যাওয়া,ziyaret etmek
1146,besuchen::V,দেখিতে যাওয়া,görmeye gitmek
1147,treffen::V,সন্মুখীন হওয়া,rastlamak
1148,treffen::V,সন্মুখীন হওয়া,isabet etmek
1149,sich versammeln::V,জড়ো হওয়া,toplanmak
1150,spielen::V,খেলা,oynamak
1151,singen::V,গাওয়া,söylemek
1152,singen::V,গাওয়া,şarkı söylemek
1153,tanzen::V,নাচা,oynamak
1154,tanzen::V,নাচা,dans etmek
1155,sich trennen::V,পৃথক করা,ayrılmak
1156,verlassen::V,পরিত্যাগ করা,bırakmak
1157,verlassen::V,পরিত্যাগ করা,terk etmek
1158,retten::V,উদ্ধার করা,kurtarmak
1159,bewachen::V,পাহারা দেওয়া,gözetmek
1160,schützen::V,রক্ষা করা,korumak
1161,verteidigen::V,রক্ষা করা,savunmak
1162,sich schlagen::V,লড়াই করা,dövüşmek
1163,schießen::V,তীরবেগে ছোটা,ateş etmek
1164,siegen::V,জেতা,yenmek
1165,ärgern::V,বিরক্ত করা,kızdırmak
1166,schlagen::V,আঘাত করা,dövmek
1167,treten::V,লাথি মারা,tepmek
1168,stechen::V,দংশন করা,sokmak
1169,stechen::V,দংশন করা,batırmak
1170,stoßen::V,ঠেলা,itmek
1171,stehlen::V,অপহরণ করা,çalmak
1172,stören::V,ঘাঁটান,bozmak
1173,stören::V,ঘাঁটান,etkilemek
1174,belästigen::V,বিরক্ত করা,rahatsız etmek
1175,verbergen::V,গোপন করা,saklamak
1176,täuschen::V,প্রবঞ্চনা করা,aldatmak
1177,betrügen::V,প্রতারণা করা,aldatmak
1178,betrügen::V,প্রতারণা করা,dolandırmak
1179,töten::V,হত্যা করা,öldürmek
1180,wohnen::V,বাস করা,oturmak
1181,arbeiten::V,কাজ করা,çalışmak
1182,sammeln::V,সংগ্রহ করা,toplamak
1183,pflücken::V,চয়ন করা,koparmak
1184,jagen::V,শিকার করা,avlanmak
1185,fischen::V,মাছ ধরা,balık tutmak
1186,fassen::V,ধরা,tutmak
1187,fassen::V,ধরা,yakalamak
1188,hüten::V,যুথভুক্ত করা,otlatmak
1189,treiben::V,চালনা করা,gütmek
1190,anbinden::V,বন্ধন করা,bağlamak
1191,füttern::V,ভোজন করানো,beslemek
1192,melken::V,দুগ্ধ দোহন করা,sağmak
1193,hacken::V,কাটা,yarmak
1194,gießen::V,বর্ষণ করা,sulamak
1195,reifen::V,পাকা,olgunlaşmak
1196,zubereiten::V,রন্ধন করা,hazırlamak
1197,kochen::V,রন্ধন করা,pişirmek
1198,kochen::V,রন্ধন করা,kaynatmak
1199,backen::V,সেকা,pişirmek
1200,backen::V,সেকা,fırında pişirmek
1201,braten::V,ভাজা,kızartmak
1202,umrühren::V,নড়ানো,karıştırmak
1203,stricken::V,বোনা,örmek
1204,nähen::V,সেলাই করা,dikmek
1205,färben::V,রঞ্জিত করা,boyamak
1206,reinigen::V,পরিষ্কার করা,temizlemek
1207,waschen::V,পরিষ্কার করা,yıkamak
1208,abwischen::V,মুছা,silmek
1209,spülen::V,পরিষ্কার করা,çalkamak
1210,fegen::V,ঝাঁট দেওয়া,süpürmek
1211,kehren::V,ঝাঁট দেওয়া,süpürmek
1212,baden::V,অবগাহন করা,yıkanmak
1213,baden::V,অবগাহন করা,banyo yapmak
1214,sich waschen::V,ধোয়া,yıkanmak
1215,ausziehen::V,খুলা,çıkarmak
1216,anziehen::V,গায়ে দেত্তয়া,giymek
1217,sich anziehen::V,পোশাক পরা,giyinmek
1218,kämmen::V,আঁচড়ানো,taramak
1219,schmücken::V,সাজান করা,süslemek
1220,sagen::V,উচ্চারণ করা,demek
1221,sagen::V,উচ্চারণ করা,söylemek
1222,sprechen::V,বলা,konuşmak
1223,reden::V,আলাপ করা,konuşmak
1224,sich unterhalten::V,আড্ডা দেওয়া,sohbet etmek
1225,fragen::V,জিজ্ঞাসা করা,sormak
1226,bitten::V,প্রার্থনা করা,dilemek
1227,bitten::V,প্রার্থনা করা,rica etmek
1228,erzählen::V,বর্ণনা করা,bahsetmek
1229,erzählen::V,বর্ণনা করা,hikâye etmek
1230,mitteilen::V,বলা,bildirmek
1231,nennen::V,নাম দেওয়া,adlandırmak
1232,rufen::V,আমন্ত্রণ করা,çağırmak
1233,prahlen::V,বড়াই করা,övünmek
1234,übersetzen::V,ভাষাস্তরিত করা,çevirmek
1235,übersetzen::V,ভাষাস্তরিত করা,tercüme etmek
1236,denken::V,ভাবা,düşünmek
1237,glauben::V,বিশ্বাস করা,inanmak
1238,glauben::V,বিশ্বাস করা,zannetmek
1239,bemerken::V,লক্ষ্য করা,farkına varmak
1240,erkennen::V,চিনিতে পারা,tanımak
1241,begreifen::V,উপলব্ধি করা,anlamak
1242,begreifen::V,উপলব্ধি করা,kavramak
1243,verstehen::V,উপলব্ধি করা,duymak
1244,verstehen::V,উপলব্ধি করা,anlamak
1245,lernen::V,শেখা,öğrenmek
1246,wissen::V,জানা,bilmek
1247,sich erinnern an::V,মনে করা,hatırlamak
1248,vergessen::V,বিস্মৃত হওয়া,unutmak
1249,messen::V,মাপা,ölçmek
1250,zählen::V,গণনা করা,saymak
1251,rechnen::V,হিসাব করা,hesap etmek
1252,lesen::V,পাঠ করা,okumak
1253,malen::V,আঁকা,resmini yapmak
1254,zeichnen::V,ছকা,çizmek
1255,schreiben::V,লেখা,yazmak
1256,besitzen::V,অধিকার করা,haiz olmak
1257,besitzen::V,অধিকার করা,sahip olmak
1258,kaufen::V,ক্রয় করা,almak
1259,verkaufen::V,বেচা,satmak
1260,bezahlen::V,প্রদান করা,ödemek
1261,zahlen::V,প্রদান করা,ödemek
1262,beherrschen::V,শাসন করা,hâkim olmak
1263,ertragen::V,বহন করা,dayanmak
1264,ertragen::V,বহন করা,katlanmak
1265,lärmen::V,,gürültü yapmak
