,Concept_ID,zh,cs
857,rudern::V,划船,veslovat
858,fahren::V,行驶,jet
859,fahren::V,行驶,jezdit
860,fliegen::V,飞,létat
861,gehen::V,走,jít
862,weggehen::V,离去,odejít
863,abfahren::V,出发,odjet
864,anhalten::V,停住,zastavit se
865,hineingehen::V,进去,vcházet se
866,eintreten::V,进入,vstoupit
867,kommen::V,来,přijít
868,ankommen::V,到达,dojít
869,zurückkommen::V,回来,vrátit se
870,bleiben::V,停留,zůstat
871,warten::V,等,čekat
872,erwarten::V,等候,čekat na
873,suchen::V,找,hledat
874,finden::V,找到,najít
875,versuchen::V,尝试,zkoušet
876,vorbereiten::V,预备,připravit
877,lieben::V,爱,milovat
878,mögen::V,喜欢,mít rád
879,lachen::V,笑,smát se
880,weinen::V,哭,plakat
881,schimpfen::V,骂,nadávat
882,sich ärgern::V,生气,pohoršit se
883,sich fürchten::V,害怕,bát se
884,fürchten::V,害怕,bát se
885,fliehen::V,逃走,utéct
886,flüchten::V,逃跑,prchnout
887,sehen::V,看,vidět
888,anschauen::V,注视,podívat se na
889,ansehen::V,注视,sledovat
890,hören::V,听,slyšet
891,zuhören::V,倾听,poslouchat
892,probieren::V,尝,ochutnávat
893,riechen::V,闻,cítit
894,fühlen::V,感到,cítit
895,scheinen::V,照耀,zdát se
896,zu sehen sein::V,可以看到,moci být viděn
897,vernehmen::V,审讯,uslyšet
898,frieren::V,觉得冷,mrznout
899,tun::V,作,dělat
900,können::V,能,moct
901,wollen::V,要,chtít
902,anfangen::V,开始,začít
903,beenden::V,结束,ukončit
904,aufhören::V,停止,přestat
905,gelingen::V,成功,podařit se
906,geraten::V,陷于,dařit se
907,öffnen::V,打开,otevřít
908,schließen::V,关,zavřít
909,stellen::V,放,postavit
910,setzen::V,放,posadit
911,legen::V,摆,klást
912,legen::V,摆,položit
913,berühren::V,触,dotýkat se
914,verbinden::V,联结,spojit
915,bedecken::V,覆盖,pokrýt
916,aufhängen::V,挂,oběsit
917,aufhängen::V,挂,pověsit
918,anzünden::V,点,zapálit
919,anzünden::V,点,podpálit
920,aufheben::V,拾起,zvednout
921,aufheben::V,拾起,zdvihnout
922,zurücklassen::V,遗留,zanechat
923,verlieren::V,丧失,ztratit
924,fallen lassen::V,让掉下,upustit
925,machen::V,做,udělat
926,herstellen::V,生产,vyrobit
927,bauen::V,建造,stavět
928,bauen::V,建造,budovat
929,reparieren::V,修理,opravit
930,verbessern::V,改进,zlepšit
931,ändern::V,改变,změnit
932,graben::V,挖,rýt
933,graben::V,挖,kopat
934,beugen::V,弯下,ohnout
935,biegen::V,弯,ohnout
936,drehen::V,转动,točit
937,wenden::V,转动,obrátit
938,umdrehen::V,转动,obrátit
939,heben::V,举起,zdvihnout
940,hochheben::V,抬高,zvednout
941,ergreifen::V,抓住,chopit se
942,halten::V,拿着,držet
943,drücken::V,压,stisknout
944,schieben::V,推,posouvat
945,kratzen::V,搔,škrábat
946,lecken::V,舔,lízat
947,beißen::V,咬,kousat
948,abreißen::V,撕下,utrhat
949,abreißen::V,撕下,odtrhat
950,abschneiden::V,切断,uřezat
951,abschneiden::V,切断,ukrojit
952,binden::V,捆,přivázat
953,stecken::V,插,strčit
954,brechen::V,断裂,lomit
955,klopfen::V,敲,ťukat
956,klopfen::V,敲,klepat
957,hauen::V,揍,bít
958,kleben::V,粘,lepit
959,reiben::V,摩擦,třít
960,streichen::V,涂,mazat
961,schleifen::V,拖曳,brousit
962,schneiden::V,切,řezat
963,schneiden::V,切,střihat
964,rütteln::V,颠簸,třást
965,rütteln::V,颠簸,otřást
966,schütteln::V,摇动,třást
967,schütteln::V,摇动,zatřást
968,schwenken::V,摇动,mávat
969,schütten::V,倒,nasypat
970,füllen::V,填满,naplnit
971,einwickeln::V,包,zavinout
972,tragen::V,提,nést
973,schleppen::V,扛,vléct
974,ziehen::V,拉,tahat
975,ziehen::V,拉,táhnout
976,aufbewahren::V,保存,schovat
977,werfen::V,扔,házet
978,fangen::V,捕捉,chytat
979,packen::V,抓住,uchvátit
980,verstecken::V,藏,schovat
981,teilen::V,分,rozdělit
982,schicken::V,派遣,posílat
983,bringen::V,带来,přinést
984,hinzufügen::V,添加,připojit
985,bekommen::V,得到,dostat
986,erhalten::V,接到,uchovat
987,nehmen::V,拿,vzít
988,wählen::V,挑选,zvolit
989,auswählen::V,选择,vybrat
990,bewahren::V,保持,uchránit
991,behindern::V,防碍,překážet
992,verderben::V,败坏,zkazit
993,beschädigen::V,损坏,porušit
994,beschädigen::V,损坏,poškodit
995,zerbrechen::V,破碎,rozlámat
996,zerreißen::V,撕碎,roztrhnout
997,zerstören::V,毁坏,zničit
998,verbrennen::V,燃烧,spálit
999,geben::V,给,dát
1000,reichen::V,递给,podat
1001,schenken::V,赠送,darovat
1002,versprechen::V,许诺,slíbit
1003,wünschen::V,祝,přát
1004,loben::V,表扬,chválit
1005,küssen::V,亲,líbat
1006,wiegen::V,轻摇,chovat
1007,wiegen::V,轻摇,kolébat
1008,zudecken::V,盖上,přikrýt
1009,zudecken::V,盖上,přiklopit
1010,wecken::V,唤起,vzbudit
1011,zeigen::V,指,ukázat
1012,führen::V,带领,vést
1013,lehren::V,教,učit
1014,unterrichten::V,讲课,vyučovat
1015,aufziehen::V,抚养,vychovat
1016,leiten::V,领导,vodit
1017,antreiben::V,催促,nutit
1018,lassen::V,让,dát
1019,einladen::V,邀请,pozvat
1020,vereinigen::V,统一,spojit
1021,besuchen::V,参观,návštívit
1022,treffen::V,会面,potkat
1023,sich versammeln::V,聚集,shromáždit se
1024,spielen::V,玩,hrát
1025,singen::V,唱歌,zpívat
1026,tanzen::V,跳舞,tančit
1027,sich trennen::V,分别,rozejít se
1028,verlassen::V,离开,opustit
1029,retten::V,救,zachránit
1030,bewachen::V,守卫,hlídat
1031,schützen::V,保护,chránit
1032,verteidigen::V,保卫,obhájit
1033,sich schlagen::V,打架,bít se
1034,schießen::V,射击,střílet
1035,siegen::V,获胜,zvítězit
1036,ärgern::V,激怒,zlobit
1037,ärgern::V,激怒,pohoršit
1038,schlagen::V,打,udeřit
1039,schlagen::V,打,praštit
1040,treten::V,踢,kopnout
1041,stechen::V,刺,bodnout
1042,stechen::V,刺,píchnout
1043,stoßen::V,撞,strčit
1044,stehlen::V,盗窃,ukrást
1045,stören::V,干扰,vyrušit
1046,belästigen::V,打搅,obtěžovat
1047,verbergen::V,隐藏,skrýt
1048,täuschen::V,欺骗,klamat
1049,betrügen::V,欺骗,podvést
1050,töten::V,杀,zabít
1051,wohnen::V,居住,bydlit
1052,arbeiten::V,工作,pracovat
1053,sammeln::V,收集,sebrat
1054,pflücken::V,采,česat
1055,jagen::V,打猎,uhonit
1056,fischen::V,捕鱼,chytat ryby
1057,fassen::V,捉住,ulovit
1058,hüten::V,守护,pást
1059,treiben::V,漂,hnát
1060,anbinden::V,拴,přivázat
1061,füttern::V,喂,krmit
1062,melken::V,挤奶,dojit
1063,hacken::V,剁细,seknout
1064,gießen::V,浇,zalít
1065,reifen::V,成熟,uzrát
1066,kochen::V,煮,vařit
1067,backen::V,烤,péct
1068,braten::V,煎,smažit
1069,umrühren::V,搅拌,zamíchat
1070,stricken::V,织,plést
1071,nähen::V,缝,šít
1072,färben::V,染色,nabarvit
1073,reinigen::V,清洁,očistit
1074,waschen::V,洗,mýt
1075,abwischen::V,擦掉,utřít
1076,spülen::V,清洗,spláchnout
1077,fegen::V,扫,zamést
1078,kehren::V,打扫,mést
1079,baden::V,给...洗澡,koupat se
1080,sich waschen::V,洗澡,mýt se
1081,ausziehen::V,脱,svléct
1082,anziehen::V,穿,obléct
1083,sich anziehen::V,穿衣,oblékat se
1084,kämmen::V,梳,učesat
1085,schmücken::V,装饰,ozdobit
1086,sagen::V,说,říct
1087,sprechen::V,说,mluvit
1088,reden::V,讲,hovořit
1089,sich unterhalten::V,聊天,povídat se
1090,fragen::V,问,zeptat se
1091,bitten::V,请,prosit
1092,erzählen::V,叙述,povídat
1093,mitteilen::V,通知,sdělit
1094,mitteilen::V,通知,oznámit
1095,nennen::V,叫做,nazvat
1096,rufen::V,叫,volat
1097,rufen::V,叫,zavolat
1098,prahlen::V,吹牛,chlubit se
1099,übersetzen::V,翻译,přeložit
1100,denken::V,想,myslit
1101,glauben::V,以为,věřit
1102,bemerken::V,发觉,zpozorovat
1103,erkennen::V,识别,poznat
1104,begreifen::V,理解,pochopit
1105,verstehen::V,明白,porozumět
1106,lernen::V,学,učit se
1107,wissen::V,知道,vědět
1108,sich erinnern an::V,回忆,vzpomínat si na
1109,vergessen::V,忘记,zapomínat
1110,messen::V,测量,měřit
1111,zählen::V,数,spočítat
1112,rechnen::V,计算,počítat
1113,lesen::V,读,číst
1114,malen::V,画,malovat
1115,zeichnen::V,绘制,rýsovat
1116,schreiben::V,写,psát
1117,besitzen::V,占有,mít
1118,besitzen::V,占有,vlastnit
1119,kaufen::V,买,koupit
1120,verkaufen::V,卖,prodat
1121,bezahlen::V,付钱,zaplatit
1122,zahlen::V,支付,platit
1123,beherrschen::V,统治,ovládat
1124,ertragen::V,忍耐,snést
1125,vergebens::ADV,,marně
1126,klirren::V,,řinčet
1127,rauschen::V,,šumět
1128,rühren::V,,dojmout
1129,zubereiten::V,,připravit
