,Concept_ID,bg,br
841,sitzen::V,седя,bezañ en e goazez
842,liegen::V,лежа,bezañ en e c'hourvez
843,hängen::V,вися,krougañ
844,werden::V,бъда,dazonet
845,werden::V,стана,dazonet
846,passieren::V,случа се,c'hoarvezout
847,beginnen::V,започна,stagañ
848,enden::V,свърша,achuiñ
849,wechseln::V,променям,cheñch
850,aufgehen[Sonne]::V,изгрея,dirouzañ
851,untergehen[Sonne]::V,заляза,
852,scheinen[Sonne]::V,грея,lugernañ
853,scheinen[Sonne]::V,светя,lugernañ
854,donnern::V,гърмя,taranal
855,wehen::V,вея,c'hwezhañ
856,wehen::V,духам,c'hwezhañ
857,strömen::V,тека,deredek
858,strömen::V,лея се,deredek
859,fließen::V,тека,redek
860,sich drehen::V,въртя се,troiñ
861,schwanken::V,клатя се,trantellat
862,schwingen::V,трептя,froumal
863,fallen::V,падам,kouezhañ
864,brennen::V,горя,deviñ
865,rauchen::V,димя,divogedañ
866,regnen::V,вали дъжд,glavañ
867,gefrieren::V,замръзна,reviñ
868,tauen::V,топя се,diskornañ
869,schmelzen::V,разтопя се,teuziñ
870,trocknen::V,съхна,sec'hañ
871,sieden::V,вря,berviñ
872,sieden::V,кипя,berviñ
873,faulen::V,гния,breinañ
874,verfaulen::V,изгния,breinañ
875,reißen::V,напукам се,darnaouiñ
876,versinken::V,потъна,sodellañ
877,vergehen::V,минавам,tremen
878,erscheinen::V,явя се,donet war-wel
879,verschwinden::V,изчезна,monet diwar wel
880,sinken::V,падна,en em izelat
881,abnehmen::V,отслабна,nebeutaat
882,zunehmen::V,нарасна,kreskiñ
883,steigen::V,увелича се,sevel
884,steigen::V,покачвам се,sevel
885,wachsen::V,раста,kreskiñ
886,glänzen::V,лъщя,lugernañ
887,glänzen::V,блестя,lugernañ
888,funkeln::V,искря,elieniñ
889,lärmen::V,шумя,rabotat
890,läuten::V,звъня,
891,klingeln::V,звъня,
892,klirren::V,звънтя,diridignat
893,klirren::V,звънтя,sterlinkañ
894,klirren::V,дрънкам,diridignat
895,klirren::V,дрънкам,sterlinkañ
896,brausen::V,буча,gwegal
897,rauschen::V,шумя,trouzal
898,klingen::V,звуча,seniñ
899,bellen::V,лая,harzhal
900,heulen::V,вия,yudal
901,heulen::V,рева,yudal
902,blasen::V,духна,c'hwezhañ
903,pfeifen::V,свиря,c'hwitellat
904,schreien::V,крещя,huchal
905,stöhnen::V,стена,hirvoudiñ
906,stöhnen::V,пъшкам,hirvoudiñ
907,zittern::V,треперя,krenañ
908,leben::V,живея,bevañ
909,geboren werden::V,родя се,genel
910,atmen::V,дишам,tennañ e anal
911,trinken::V,пия,evañ
912,essen::V,ям,debriñ
913,schlucken::V,гълтам,lonkañ
914,müde werden::V,уморя се,skuizhañ
915,einschlafen::V,заспя,menel kousket
916,schlafen::V,спя,kousket
917,aufwachen::V,събудя се,dihuniñ
918,aufstehen::V,стана,sevel
919,sich erholen::V,отдъхвам си,diskuizhañ
920,krank werden::V,заболея,klañviñ
921,krank sein::V,боледувам,bezañ klañv
922,schmerzen::V,боля,skourjezañ
923,husten::V,кашлям,pasaat
924,husten::V,кашлям,peudal
925,genesen::V,оздравея,pareañ
926,sterben::V,умра,mervel
927,umkommen::V,загина,perisañ
928,sich bewegen::V,движа се,bouljal
929,sich bewegen::V,мърдам се,bouljal
930,sich rühren::V,движа се,fiñval
931,sich erheben::V,стана,sevel
932,sich setzen::V,седна,azezañ
933,sich setzen::V,седна,mont en e goazez
934,hinfallen::V,падна,kouezhañ
935,laufen::V,ходя,redek
936,schreiten::V,крача,kerzhet
937,spazierengehen::V,разхождам се,pourmen
938,eilen::V,бързам,hastañ
939,sich beeilen::V,побързам,hastañ
940,sausen::V,тичам,karzhañ
941,rennen::V,бягам,redek
942,springen::V,скачам,lammat
943,klettern::V,катеря се,krimpat
944,schaukeln::V,люлея се,brañsellat
945,kriechen::V,лазя,skrampañ
946,kriechen::V,пълзя,skrampañ
947,schwimmen::V,плувам,neuial
948,tauchen::V,гмуркам се,splujañ
949,rudern::V,греба,roeñvat
950,fahren::V,пътувам,kas
951,fahren::V,пътувам,bleniañ
952,fliegen::V,летя,nijal
953,fliegen::V,хвърча,nijal
954,gehen::V,ида,mont
955,gehen::V,вървя,mont
956,weggehen::V,отида си,mont kuit
957,abfahren::V,отпътувам,mont kuit
958,anhalten::V,спра се,chom a-sav
959,hineingehen::V,влизам,monet e-barzh
960,eintreten::V,вляза,monet e-barzh
961,kommen::V,ида,dont
962,kommen::V,дойда,dont
963,ankommen::V,пристигна,erruout
964,zurückkommen::V,върна се,addonet
965,bleiben::V,остана,chom
966,warten::V,чакам,gortoz
967,erwarten::V,очаквам,gortoz
968,suchen::V,търся,klask
969,finden::V,намеря,kavout
970,versuchen::V,опитам,klask
971,vorbereiten::V,подготвя,aozañ
972,lieben::V,любя,karout
973,mögen::V,обичам,karout
974,lachen::V,смея се,c'hoarzin
975,rühren::V,трогна,tenerañ
976,weinen::V,плача,gouelañ
977,schimpfen::V,ругая,krozal
978,schimpfen::V,псувам,krozal
979,sich ärgern::V,ядосам се,fachañ
980,sich ärgern::V,ядосам се,en em fachañ
981,sich fürchten::V,боя се,
982,sich fürchten::V,страхувам се,
983,fürchten::V,боя се от,
984,fürchten::V,страхувам се от,
985,fliehen::V,бягам,tec'het
986,flüchten::V,бягам,tuzañ
987,flüchten::V,избягам,tuzañ
988,sehen::V,видя,gwelet
989,anschauen::V,гледам,sellout ouzh
990,ansehen::V,поглеждам,sellout ouzh
991,hören::V,чувам,klevet
992,zuhören::V,слушам,selaou
993,probieren::V,опитам,blasa
994,riechen::V,подуша,klevet
995,fühlen::V,усещам,santout
996,fühlen::V,чувствувам,santout
997,scheinen::V,изглеждам,diskouez bezañ
998,zu sehen sein::V,виждам се,bezañ gwelus
999,vernehmen::V,доловя,merzhañ
1000,frieren::V,мръзна,anoued
1001,tun::V,правя,ober
1002,können::V,мога,gouzout
1003,wollen::V,ща,fellout da
1004,wollen::V,ща,kaout c'hoant da
1005,wollen::V,искам,fellout da
1006,wollen::V,искам,kaout c'hoant da
1007,anfangen::V,започна,kregiñ
1008,beenden::V,свърша,achuiñ
1009,beenden::V,завърша,achuiñ
1010,aufhören::V,престана,paouez
1011,gelingen::V,успея,
1012,gelingen::V,сполуча,
1013,geraten::V,удам се,
1014,öffnen::V,отворя,digeriñ
1015,schließen::V,затворя,serriñ
1016,stellen::V,поставя,lakaat
1017,setzen::V,туря,lakaat
1018,legen::V,сложа,lakaat
1019,legen::V,слагам,lakaat
1020,berühren::V,докосна,touch
1021,verbinden::V,свържа,eren
1022,bedecken::V,покрия,goloiñ
1023,aufhängen::V,закача,istribilhañ
1024,anzünden::V,запаля,alumiñ
1025,anzünden::V,запаля,c'hwezzañ
1026,aufheben::V,вдигна,dastum
1027,aufheben::V,повдигна,dastum
1028,zurücklassen::V,оставя,lezel
1029,verlieren::V,загубя,koll
1030,fallen lassen::V,изпусна,laoskel
1031,fallen lassen::V,изпусна,lezel da gouezhel
1032,machen::V,направя,ober
1033,herstellen::V,произведа,fardañ
1034,bauen::V,строя,sevel
1035,reparieren::V,поправя,adaozañ
1036,verbessern::V,подобря,gwellaat
1037,ändern::V,променя,cheñch
1038,graben::V,копая,kleuzañ
1039,beugen::V,прегъна,plegañ
1040,biegen::V,прегъна,krommañ
1041,drehen::V,въртя,treiñ
1042,wenden::V,обърна,treiñ
1043,umdrehen::V,обърна,treiñ
1044,heben::V,вдигам,sevel
1045,hochheben::V,издигна,sevel
1046,ergreifen::V,хвана,kemer
1047,ergreifen::V,обхвана,kemer
1048,halten::V,държа,dalc'hen
1049,drücken::V,натискам,bountañ
1050,drücken::V,притискам,bountañ
1051,schieben::V,тикам,poulzañ
1052,kratzen::V,одраскам,skrabat
1053,lecken::V,лижа,lipat
1054,lecken::V,ближа,lipat
1055,beißen::V,хапя,kregiñ
1056,beißen::V,ухапя,kregiñ
1057,abreißen::V,откъсна,diframmañ
1058,abschneiden::V,отрежа,troc'hañ
1059,binden::V,вържа,stagañ
1060,stecken::V,пъхна,sankañ
1061,brechen::V,троша,darnaouiñ
1062,klopfen::V,чукам,skoiñ
1063,hauen::V,бия,dornañ
1064,kleben::V,лепя,pegañ
1065,kleben::V,залепя,pegañ
1066,reiben::V,трия,taravat
1067,reiben::V,трия,trekiñ
1068,reiben::V,търкам,taravat
1069,reiben::V,търкам,trekiñ
1070,streichen::V,намажа,toazañ
1071,schleifen::V,остря,lemmañ
1072,schneiden::V,режа,troc'hañ
1073,rütteln::V,разтърсвам,tordorosañ
1074,schütteln::V,клатя,hejañ
1075,schütteln::V,друсам,hejañ
1076,schwenken::V,размахам,
1077,schütten::V,сипя,diskargañ
1078,füllen::V,напълня,kargañ
1079,einwickeln::V,увия,gronnañ
1080,einwickeln::V,завия,gronnañ
1081,tragen::V,нося,dougen
1082,schleppen::V,влача,stlejal
1083,ziehen::V,тегля,sachañ
1084,ziehen::V,дръпна,sachañ
1085,aufbewahren::V,съхраня,miret
1086,werfen::V,хвърля,teuler
1087,fangen::V,ловя,tapañ
1088,fangen::V,уловя,tapañ
1089,packen::V,хвана,krapat
1090,verstecken::V,крия,kuzhat
1091,verstecken::V,скрия,kuzhat
1092,teilen::V,разделя,rannañ
1093,schicken::V,изпращам,kas
1094,bringen::V,донеса,degas
1095,hinzufügen::V,прибавя,lakat ouzhpenn
1096,bekommen::V,сдобия се,kaout
1097,erhalten::V,получа,kaout
1098,nehmen::V,взема,kemer
1099,wählen::V,избирам,choaz
1100,auswählen::V,избера,dibab
1101,bewahren::V,пазя,mirout
1102,behindern::V,преча,diaezañ
1103,behindern::V,спъвам,diaezañ
1104,verderben::V,разваля,lovrañ
1105,beschädigen::V,повредя,gwallegañ
1106,zerbrechen::V,счупя,torriñ
1107,zerreißen::V,скъсам,diroegiñ
1108,zerstören::V,разруша,distrujañ
1109,verbrennen::V,изгоря,deviñ
1110,geben::V,дам,reiñ
1111,reichen::V,подам,
1112,schenken::V,подаря,donezonañ
1113,versprechen::V,обещая,prometiñ
1114,wünschen::V,желая,hetiñ
1115,loben::V,хваля,feurmiñ
1116,küssen::V,целувам,pokat
1117,wiegen::V,люлея,pouezañ
1118,zudecken::V,покрия,goloiñ
1119,wecken::V,събудя,dihuniñ
1120,zeigen::V,покажа,diskouez
1121,führen::V,водя,kas
1122,führen::V,заведа,kas
1123,lehren::V,уча,deskiñ
1124,unterrichten::V,преподавам,kelenn
1125,aufziehen::V,отгледам,
1126,leiten::V,ръководя,bleinañ
1127,leiten::V,управлявам,bleinañ
1128,antreiben::V,подкарвам,poulzañ
1129,lassen::V,накарам,leuskel
1130,einladen::V,поканя,pediñ
1131,vereinigen::V,съединя,unisañ
1132,besuchen::V,посетя,gweladenniñ
1133,treffen::V,срещна,kejal
1134,treffen::V,срещна,ankontrañ
1135,sich versammeln::V,събера се,bodennañ
1136,spielen::V,играя,c'hoari
1137,singen::V,пея,kanañ
1138,tanzen::V,танцувам,dañsal
1139,sich trennen::V,разделя се,dispartiañ
1140,verlassen::V,напусна,lezel
1141,retten::V,спася,saveteiñ
1142,bewachen::V,охранявам,mesa
1143,schützen::V,запазя,diwall
1144,verteidigen::V,защитя,difenn
1145,sich schlagen::V,бия се,lopañ
1146,schießen::V,стрелям,
1147,siegen::V,победя,trec'hiñ
1148,ärgern::V,ядосам,hegasiñ
1149,schlagen::V,бия,skeiñ
1150,schlagen::V,ударя,skeiñ
1151,treten::V,ритам,botaouiñ
1152,stechen::V,бодна,pikat
1153,stoßen::V,бутна,stokañ
1154,stoßen::V,блъсна,stokañ
1155,stören::V,смутя,direnkañ
1156,belästigen::V,отегча,dregasiñ
1157,belästigen::V,безпокоя,dregasiñ
1158,verbergen::V,скрия,skoachañ
1159,täuschen::V,измамя,tromplañ
1160,betrügen::V,измамя,lorbañ
1161,töten::V,убия,lazhañ
1162,töten::V,умъртвя,lazhañ
1163,wohnen::V,живея,bezañ o chom
1164,arbeiten::V,работя,labourat
1165,sammeln::V,събера,dastum
1166,pflücken::V,бера,kuntuilhañ
1167,pflücken::V,откъсна,kuntuilhañ
1168,jagen::V,ловувам,chaseal
1169,fischen::V,ловя риба,pesketa
1170,fassen::V,хвана,pakañ
1171,hüten::V,пазя,geota
1172,treiben::V,карам,
1173,anbinden::V,завържа,stagañ
1174,füttern::V,храня,boueta
1175,melken::V,доя,goro
1176,hacken::V,сека,difrakal
1177,gießen::V,полея,dourañ
1178,reifen::V,узрея,azviñ
1179,zubereiten::V,приготвя,keginañ
1180,kochen::V,варя,poazhañ
1181,backen::V,пека,fritañ
1182,braten::V,пържа,rostañ
1183,umrühren::V,разбъркам,
1184,stricken::V,плета,stammañ
1185,nähen::V,шия,gwriat
1186,färben::V,боядисам,livañ
1187,reinigen::V,почистя,naetañ
1188,waschen::V,мия,gwalc'hiñ
1189,waschen::V,пера,gwalc'hiñ
1190,abwischen::V,избърша,torchañ
1191,spülen::V,плакна,disgwalc'hiñ
1192,fegen::V,измета,skubañ
1193,kehren::V,мета,skubañ
1194,baden::V,къпя се,kouronkañ
1195,sich waschen::V,мия се,en em walc'hiñ
1196,ausziehen::V,съблека,
1197,anziehen::V,облека,
1198,sich anziehen::V,облека се,gwiskañ
1199,kämmen::V,реша,kribat
1200,kämmen::V,вчеша,kribat
1201,schmücken::V,накича,kinklañ
1202,sagen::V,кажа,larêt
1203,sagen::V,кажа,lavaret
1204,sprechen::V,говоря,komz
1205,reden::V,говоря,kaozeal
1206,sich unterhalten::V,разговарям,balbotal
1207,fragen::V,запитам,goulenn
1208,bitten::V,моля,goulenn
1209,erzählen::V,разкажа,kontañ
1210,mitteilen::V,съобщя,kemenn
1211,nennen::V,нарека,anviñ
1212,rufen::V,викам,gelver
1213,rufen::V,повикам,gelver
1214,prahlen::V,хваля се,fougeal
1215,übersetzen::V,преведа,treiñ
1216,denken::V,мисля,soñjal
1217,glauben::V,вярвам,krediñ
1218,bemerken::V,забележа,apresevañ
1219,erkennen::V,позная,anavout
1220,begreifen::V,схвана,meizañ
1221,verstehen::V,разбера,kompren
1222,lernen::V,уча се,deskiñ
1223,wissen::V,зная,gouzout
1224,sich erinnern an::V,спомня си за,kaout soñj e
1225,vergessen::V,забравя,ankouaat
1226,messen::V,меря,muzuliañ
1227,zählen::V,броя,kontañ
1228,rechnen::V,сметна,jedañ
1229,lesen::V,чета,lenn
1230,malen::V,рисувам,livañ
1231,zeichnen::V,рисувам,tresañ
1232,schreiben::V,пиша,skrivañ
1233,besitzen::V,имам,kaout
1234,besitzen::V,притежавам,kaout
1235,kaufen::V,купя,prenañ
1236,kaufen::V,купувам,prenañ
1237,verkaufen::V,продам,gwerzhañ
1238,bezahlen::V,заплатя,paeañ
1239,zahlen::V,платя,paeañ
1240,beherrschen::V,владея,mestroniañ
1241,ertragen::V,понеса,anduriñ
1242,Platte::N,,plakenn
1243,Stütze::N,,harp
1244,stehlen::V,,laerezh
