,Concept_ID,eu,kv
806,zuerst::ADV,aurrena,наперво
807,zuerst::ADV,lehenbizi,наперво
808,einmal::ADV,behin,ӧтпыр
809,einmal::ADV,aldi bat,ӧтпыр
810,manchmal::ADV,batzuetan,мукӧдпыр
811,manchmal::ADV,zenbaitetan,мукӧдпыр
812,oft::ADV,maiz,-лы-
813,oft::ADV,askotan,-лы-
814,immer::ADV,beti,быдпыр
815,immer::ADV,beti,быдпырся
816,niemals::ADV,inoiz ez,некӧр
817,niemals::ADV,sekula ez,некӧр
818,hier::ADV,hemen,татӧн
819,hierhin::ADV,hona,татчӧ
820,von hier::ADV,hemendik,тасянь
821,von hier::ADV,honetatik,тасянь
822,dort::ADV,han,сэтӧн
823,dorthin::ADV,hara,сэтчин
824,geradeaus::ADV,artez,веськыта
825,vorwärts::ADV,aurrera,одзӧ
826,rückwärts::ADV,atzera,бӧр
827,rückwärts::ADV,atzerantz,бӧр
828,zurück::ADV,atzera,бӧр
829,unten::ADV,behean,увтын
830,hinab::ADV,behera,увтас
831,hinab::ADV,beherantz,увтас
832,oben::ADV,goian,вевдӧрас
833,hinauf::ADV,gora,вывлань
834,hinauf::ADV,gora,вывланьӧ
835,hinauf::ADV,gorantz,вывлань
836,hinauf::ADV,gorantz,вывланьӧ
837,überall::ADV,edonon,быдлан
838,nicht::ADV,ez,ог
839,ein wenig::ADV,apur bat,-ышт
840,ein wenig::ADV,apur bat,невна
841,ein wenig::ADV,pixka bat,-ышт
842,ein wenig::ADV,pixka bat,невна
843,kaum::ADV,ozta,ӧдва
844,kaum::ADV,nekez,ӧдва
845,sehr::ADV,oso,вывтi
846,so::ADV,hala,сiдз
847,so::ADV,honela,сiдз
848,noch::ADV,oraindik,эшӧ
849,nur::ADV,bakarrik,только
850,schon::ADV,ja,ни
851,schon::ADV,jada,ни
852,wieder::ADV,berriro,бӧра
853,vergebens::ADV,alferrik,весись
854,vor::PRP,aurrean,одзас
855,hinter::PRP,ostean,бӧрӧ
856,hinter::PRP,gibelean,бӧрӧ
857,unter::PRP,pean,увтын
858,unter::PRP,azpian,увтын
859,durch::PRP,zehar,пыр
860,neben::PRP,ondoan,бокам
861,neben::PRP,ondoan,боксиным
862,neben::PRP,aldamenean,бокам
863,neben::PRP,aldamenean,боксиным
864,zwischen::PRP,artean,коласас
865,wegen::PRP,-gatik,понда
866,dies::PRN,hau,эта
867,das::PRN,hura,сiя
868,alles::PRN,dena,быдӧс
869,ich::PRN,ni,ме
870,du::PRN,zu,тэ
871,er::PRN,bera,сiя
872,wir::PRN,gu,мийӧ
873,ihr::PRN,zuek,ті
874,sie::PRN,berak,нія
875,was::FPRN,zer,мый
876,wer::FPRN,nor,кин
877,wo::FADV,non,кытӧн
878,wohin::FADV,nora,кытчӧ
879,wie::FADV,nola,дзик
880,wie::FADV,zelan,дзик
881,warum::FADV,zeren,мыля
882,warum::FADV,zeren,мыйсянь
883,warum::FADV,zergatik,мыля
884,warum::FADV,zergatik,мыйсянь
885,wieviel::FNUM,zenbat,мымда
886,eins::NUM,bat,ӧт
887,zwei::NUM,bi,кык
888,zwei::NUM,biga,кык
889,drei::NUM,hiru,куим
890,vier::NUM,lau,нёль
891,fünf::NUM,bost,вит
892,sechs::NUM,sei,квать
893,sieben::NUM,zazpi,сизим
894,acht::NUM,zortzi,кыкьямыс
895,neun::NUM,bederatzi,ӧкмыс
896,zehn::NUM,hamar,дас
897,elf::NUM,hamaika,дасотік
898,zwölf::NUM,hamabi,даскык
899,zwanzig::NUM,hogei,кыкдас
900,dreißig::NUM,hogeita hamar,куимдас
901,vierzig::NUM,berrogei,нёльдас
902,fünfzig::NUM,berrogeita hamar,витдас
903,sechzig::NUM,hirurogei,кватьдас
904,siebzig::NUM,hirurogeita hamar,сизимдас
905,achtzig::NUM,laurogei,кыкьямысдас
906,neunzig::NUM,laurogeita hamar,ӧкмысдас
907,hundert::NUM,ehun,сто
908,tausend::NUM,mila,тысяча
909,und::CNJ,eta,и
910,und::CNJ,eta,да
911,oder::CNJ,edo,или
912,stehen::V,zutik egon,сулавны
913,sitzen::V,eserita egon,пукавны
914,liegen::V,etzan,куйлыны
915,hängen::V,eskegita egon,ӧшавны
916,hängen::V,zintzilik egon,ӧшавны
917,werden::V,bihurtu,лоны
918,werden::V,bilakatu,лоны
919,passieren::V,pasatu,аркмыны
920,passieren::V,gertatu,аркмыны
921,beginnen::V,hasi,петны
922,enden::V,bukatu,-сь
923,enden::V,bukatu,бырны
924,wechseln::V,aldatu,вежсьыны
925,aufgehen[Sonne]::V,ilki,петавны
926,aufgehen[Sonne]::V,sortu,петавны
927,untergehen[Sonne]::V,sartu,пуксьыны
928,scheinen[Sonne]::V,eguzkia egon,югьявны
929,donnern::V,trumoia jo,гымавны
930,wehen::V,haizea ibili,пӧлявны
931,strömen::V,zorrotadaka isuri,киссьыны
932,fließen::V,isuri,визывтны
933,sich drehen::V,biratu,бергавны
934,schwanken::V,zabuka ibili,кӧвьясьны
935,schwingen::V,kulunkatu,дюттясьны
936,fallen::V,erori,усьны
937,brennen::V,sutan egon,сотчыны
938,rauchen::V,kea bota,тшынасьны
939,regnen::V,euria ari izan,зэрны
940,gefrieren::V,izoztu,гегдыны
941,gefrieren::V,hormatu,гегдыны
942,tauen::V,gesaldu,сывны
943,schmelzen::V,urtu,сывны
944,trocknen::V,idortu,косьмыны
945,trocknen::V,lehortu,косьмыны
946,sieden::V,irakin,пизьны
947,faulen::V,hirotu,нёльзьыны
948,faulen::V,usteldu,нёльзьыны
949,verfaulen::V,hirotu,тӧрмыны
950,verfaulen::V,hirotu,сiсьмыны
951,verfaulen::V,usteldu,тӧрмыны
952,verfaulen::V,usteldu,сiсьмыны
953,reißen::V,eten,косясьны
954,reißen::V,tarrat egin,косясьны
955,versinken::V,urperatu,вӧйны
956,vergehen::V,iragan,мунны
957,erscheinen::V,agertu,мыччисьны
958,verschwinden::V,desagertu,ӧшны
959,sinken::V,beheititu,ямны
960,abnehmen::V,gutxitu,ямны
961,abnehmen::V,beheratu,ямны
962,zunehmen::V,gora egin,паськавны
963,steigen::V,igo,лэбтiсьны
964,wachsen::V,hazi,быдмыны
965,glänzen::V,distiratu,свиттявны
966,funkeln::V,izarniatu,югйовтлыны
967,funkeln::V,izarniatu,югйӧв-керны
968,lärmen::V,zarata atera,чавзыны
969,läuten::V,jo,диньгыны
970,läuten::V,hots egin,диньгыны
971,klingeln::V,txirrina jo,силькӧтны
972,klirren::V,tintin egin,жольӧтны
973,brausen::V,marru egin,гуасьны
974,rauschen::V,fir-fir egin,кышӧтны
975,klingen::V,soinu egin,горавны
976,bellen::V,zaunkatu,увтны
977,bellen::V,zaunkatu,вувтны
978,heulen::V,ulu egin,уннявны
979,heulen::V,uhuri egin,уннявны
980,blasen::V,ufa egin,пӧлявны
981,blasen::V,putz egin,пӧлявны
982,pfeifen::V,txistu egin,пиксыны
983,schreien::V,oihu egin,айзыны
984,schreien::V,garrasi egin,айзыны
985,stöhnen::V,intziri egin,ойзыны
986,stöhnen::V,intziri egin,ружтыны
987,zittern::V,ikara egin,легьявны
988,zittern::V,dar-dar egin,легьявны
989,leben::V,bizi izan,овны
990,geboren werden::V,jaio,шогмыны
991,atmen::V,hats egin,лолавны
992,atmen::V,arnasa egin,лолавны
993,trinken::V,edan,юны
994,essen::V,jan,сёйны
995,schlucken::V,irentsi,ньылавны
996,müde werden::V,unatu,мыдзны
997,müde werden::V,nekatu,мыдзны
998,einschlafen::V,lokartu,ланьтны
999,schlafen::V,lo egin,узьны
1000,aufwachen::V,esnatu,саймыны
1001,aufwachen::V,esnatu,пальмыны
1002,aufwachen::V,atzarri,саймыны
1003,aufwachen::V,atzarri,пальмыны
1004,aufstehen::V,jaiki,сувтны
1005,sich erholen::V,atseden egin,шоччисьлыны
1006,krank werden::V,gaixotu,моржитны
1007,krank sein::V,eri izan,шогавны
1008,krank sein::V,eri izan,визьӧтны
1009,krank sein::V,gaixo izan,шогавны
1010,krank sein::V,gaixo izan,визьӧтны
1011,schmerzen::V,min egin,висьны
1012,husten::V,eztul egin,кашляйтны
1013,genesen::V,osatu,бурдны
1014,sterben::V,hil,кувны
1015,sterben::V,zendu,кувны
1016,umkommen::V,istripuz hil,вийсьыны
1017,sich bewegen::V,higitu,локны
1018,sich bewegen::V,higitu,ветлӧтны
1019,sich rühren::V,zirkin egin,вӧрзьӧтчыны
1020,sich erheben::V,zutitu,сувтны
1021,sich erheben::V,altxatu,сувтны
1022,sich setzen::V,eseri,пуксьыны
1023,sich setzen::V,jesarri,пуксьыны
1024,hinfallen::V,erori,пӧрласьны
1025,laufen::V,ibili,мунны
1026,schreiten::V,oinkatu,тальччавны
1027,spazierengehen::V,paseatu,котрасьны
1028,spazierengehen::V,ostera bat egin,котрасьны
1029,eilen::V,lasterkatu,тэрмасьны
1030,sich beeilen::V,lehiatu,тэрмасьны
1031,sausen::V,ziztu bizian joan,вирдавны-котӧртны
1032,rennen::V,lasterka egin,
1033,springen::V,jauzi egin,чеччавны
1034,klettern::V,igo,кышасьны
1035,schaukeln::V,zabu egin,чурликасьны
1036,schaukeln::V,zanbulu egin,чурликасьны
1037,kriechen::V,narras egin,кыскасьны-мунны
1038,schwimmen::V,igerikatu,вартчыны
1039,schwimmen::V,igeri egin,вартчыны
1040,tauchen::V,murgildu,сунгисьны ваӧ
1041,tauchen::V,pulunpatu,сунгисьны ваӧ
1042,rudern::V,bogatu,сынны
1043,rudern::V,arraun egin,сынны
1044,fahren::V,joan,мунны
1045,fliegen::V,hegaldatu,лэбавны
1046,fliegen::V,hegan egin,лэбавны
1047,gehen::V,joan,мунны
1048,weggehen::V,alde egin,мунны
1049,abfahren::V,abiatu,иньдӧтчыны
1050,abfahren::V,abiatu,мунны
1051,anhalten::V,geratu,сувтны
1052,anhalten::V,gelditu,сувтны
1053,hineingehen::V,sartu,пырны
1054,eintreten::V,sartu,пырны
1055,kommen::V,etorri,локны
1056,ankommen::V,heldu,локны
1057,ankommen::V,iritsi,локны
1058,zurückkommen::V,itzuli,бертны
1059,zurückkommen::V,itzuli,панӧвтсьыны
1060,bleiben::V,gelditu,кольччыны
1061,warten::V,itxaron,видзчисьны
1062,warten::V,zain egon,видзчисьны
1063,erwarten::V,iguriki,видзчисьны
1064,suchen::V,bilatu,кошшыны
1065,finden::V,idoro,адззыны
1066,finden::V,aurkitu,адззыны
1067,versuchen::V,saiatu,пондыны
1068,versuchen::V,saiatu,пондӧтны
1069,versuchen::V,ahalegindu,пондыны
1070,versuchen::V,ahalegindu,пондӧтны
1071,vorbereiten::V,gertatu,лӧсьӧтны
1072,lieben::V,maitatu,милуйтны
1073,lieben::V,maite izan,милуйтны
1074,mögen::V,laket izan,радейтны
1075,mögen::V,atsegin izan,радейтны
1076,lachen::V,irri egin,серавны
1077,lachen::V,barre egin,серавны
1078,rühren::V,hunkitu,сьӧлӧм вӧрзьӧтны
1079,weinen::V,negar egin,горзыны
1080,schimpfen::V,erneguka ari izan,видчыны
1081,sich ärgern::V,ernegatu,лёкавны
1082,sich ärgern::V,haserretu,лёкавны
1083,sich fürchten::V,beldur izan,повны
1084,fürchten::V,beldur izan,повны
1085,fliehen::V,ihes egin,пышшыны
1086,flüchten::V,ihes egin,пышшыны
1087,sehen::V,ikusi,адззыны
1088,anschauen::V,begietsi,видзӧтны
1089,ansehen::V,begiratu,видзӧтны
1090,hören::V,aditu,кывны
1091,zuhören::V,entzun,кывзыны
1092,probieren::V,dastatu,пешлыны
1093,riechen::V,usnatu,дукавны
1094,riechen::V,usaindu,дукавны
1095,fühlen::V,sentitu,кывны
1096,scheinen::V,iruditu,декуйтчыны
1097,scheinen::V,begitandu,декуйтчыны
1098,zu sehen sein::V,azaldu,тыдавны
1099,vernehmen::V,aditu,тӧдмавны
1100,frieren::V,hotz izan,гегдыны
1101,tun::V,egin,керны
1102,können::V,ahal izan,вермыны
1103,wollen::V,nahi izan,мӧдны
1104,anfangen::V,hasi,петны
1105,beenden::V,bukatu,ештӧтны
1106,beenden::V,bukatu,керыштны
1107,aufhören::V,utzi,дугдыны
1108,gelingen::V,lortu,шогмыны
1109,geraten::V,heldu,мыччисьны
1110,öffnen::V,ireki,осьтны
1111,öffnen::V,zabaldu,осьтны
1112,schließen::V,itxi,пӧднавны
1113,stellen::V,ipini,сувтӧтны
1114,setzen::V,jesarri,пуксьӧтны
1115,legen::V,jarri,пуктыны
1116,berühren::V,ukitu,вӧрзьӧтны
1117,verbinden::V,uztartu,йитны
1118,bedecken::V,estali,вевттьыны
1119,aufhängen::V,eseki,ӧшӧтны
1120,aufhängen::V,eskegi,ӧшӧтны
1121,anzünden::V,piztu,ӧзтыны
1122,aufheben::V,jaso,лэбтыны
1123,zurücklassen::V,atzean utzi,кольны
1124,verlieren::V,galdu,ӧштыны
1125,fallen lassen::V,erortzen utzi,уськӧтны
1126,machen::V,egin,керны
1127,herstellen::V,ekoiztu,вӧчны
1128,bauen::V,eraiki,строитны
1129,reparieren::V,konpondu,вочны
1130,verbessern::V,hobetu,бурсьӧтны
1131,ändern::V,mudatu,вежны
1132,graben::V,aitzurtu,гарйыны
1133,beugen::V,makurtu,кусіньтны
1134,biegen::V,malgutu,чукыльтыштны
1135,biegen::V,makolatu,чукыльтыштны
1136,drehen::V,jiratu,бергӧтны
1137,wenden::V,bihurtu,бергӧтны
1138,umdrehen::V,biratu,бергӧтны
1139,umdrehen::V,alderantzikatu,бергӧтны
1140,heben::V,jaso,лэбтыны
1141,heben::V,goratu,лэбтыны
1142,hochheben::V,goratu,лэбтыны
1143,hochheben::V,altxatu,лэбтыны
1144,ergreifen::V,oratu,кватитны
1145,halten::V,eutsi,видзны
1146,drücken::V,sakatu,личкыны
1147,schieben::V,bultzatu,тойлавны
1148,kratzen::V,hatz egin,шаркӧтны
1149,kratzen::V,hazka egin,шаркӧтны
1150,lecken::V,miaztu,нювны
1151,lecken::V,lamikatu,нювны
1152,beißen::V,hozka egin,йирны
1153,beißen::V,ausiki egin,йирны
1154,abreißen::V,kendu,орӧтны
1155,abschneiden::V,moztu,шӧрыштны
1156,abschneiden::V,moztu,вундыштны
1157,abschneiden::V,pikatu,шӧрыштны
1158,abschneiden::V,pikatu,вундыштны
1159,binden::V,lotu,гӧрдззыны
1160,binden::V,estekatu,гӧрдззыны
1161,stecken::V,sartu,мӧртны
1162,brechen::V,apurtu,жугдыны
1163,klopfen::V,jo,зукӧтны
1164,hauen::V,jo,желльыны
1165,kleben::V,itsatsi,лякӧтны
1166,reiben::V,igurtzi,зыртны
1167,streichen::V,igurtzi,мавтны
1168,schleifen::V,zorroztu,кыскыны
1169,schneiden::V,moztu,вундавны
1170,rütteln::V,astindu,шатлавны
1171,rütteln::V,inarrosi,шатлавны
1172,schütteln::V,astindu,зыбӧтны
1173,schütteln::V,inarrosi,зыбӧтны
1174,schwenken::V,zabukatu,ӧвтны
1175,schwenken::V,zabukatu,макайтны
1176,schütten::V,isuri,кисьтны
1177,füllen::V,bete,тыртны
1178,füllen::V,bete,тырсьӧтны
1179,einwickeln::V,bildu,тубны
1180,tragen::V,eroan,новйӧтны
1181,tragen::V,eraman,новйӧтны
1182,schleppen::V,narrastu,кыскыны
1183,schleppen::V,herrestatu,кыскыны
1184,ziehen::V,tira egin,кыскыны
1185,aufbewahren::V,gorde,видзны
1186,werfen::V,jaurti,шентывлыны
1187,werfen::V,aurtiki,шентывлыны
1188,fangen::V,atzeman,кутны
1189,packen::V,heldu,кутасьны
1190,packen::V,heldu,кватитны
1191,verstecken::V,ostendu,дзебны
1192,verstecken::V,ezkutatu,дзебны
1193,teilen::V,zatitu,торйӧтны
1194,schicken::V,bidali,иньдыны
1195,bringen::V,ekarri,вайны
1196,hinzufügen::V,eratxiki,содтыны
1197,hinzufügen::V,gaineratu,содтыны
1198,bekommen::V,jaso,получитны
1199,erhalten::V,jaso,получитны
1200,nehmen::V,hartu,босьтны
1201,wählen::V,hautatu,бӧрйыны
1202,wählen::V,aukeratu,бӧрйыны
1203,auswählen::V,hautatu,бӧрйыны
1204,auswählen::V,aukeratu,бӧрйыны
1205,bewahren::V,begiratu,видзны
1206,behindern::V,oztopatu,падтыны
1207,verderben::V,hondatu,изводавны
1208,beschädigen::V,akastu,паздыны
1209,zerbrechen::V,apurtu,паздыны
1210,zerreißen::V,zarratatu,косявны
1211,zerstören::V,suntsitu,паздыны
1212,verbrennen::V,erre,сотны
1213,verbrennen::V,kiskali,сотны
1214,geben::V,eman,сетны
1215,reichen::V,luzatu,сетны
1216,reichen::V,helarazi,сетны
1217,schenken::V,oparitu,козьнавны
1218,versprechen::V,agindu,кӧсйыны
1219,wünschen::V,opatu,бурсьыны
1220,wünschen::V,opetsi,бурсьыны
1221,loben::V,laudatu,ошкыны
1222,loben::V,goraipatu,ошкыны
1223,küssen::V,musu eman,окавны
1224,wiegen::V,kulunkatu,тюттьӧтны
1225,zudecken::V,estali,вевттьыны
1226,wecken::V,esnatu,саймӧтны
1227,wecken::V,iratzartu,саймӧтны
1228,zeigen::V,erakutsi,мыччавны
1229,führen::V,gidatu,нуӧтны
1230,lehren::V,irakatsi,велӧтны
1231,unterrichten::V,eskolak eman,велӧтны
1232,aufziehen::V,hazi,быдтыны
1233,leiten::V,arteztu,юравны
1234,leiten::V,arteztu,веськӧтлыны
1235,antreiben::V,bulkatu,тэрмӧтны
1236,lassen::V,-arazi,-ӧтыны
1237,einladen::V,gonbidatu,корны
1238,vereinigen::V,batu,ӧтувтны
1239,vereinigen::V,batu,ӧтлаавны
1240,vereinigen::V,bateratu,ӧтувтны
1241,vereinigen::V,bateratu,ӧтлаавны
1242,besuchen::V,ikustatu,пыравлыны
1243,treffen::V,topatu,пантавны
1244,sich versammeln::V,bildu,ӧксьыны
1245,spielen::V,jolastu,орсны
1246,singen::V,abestu,сьывны
1247,singen::V,kantatu,сьывны
1248,tanzen::V,dantzatu,йӧктыны
1249,tanzen::V,dantzan egin,йӧктыны
1250,sich trennen::V,banandu,торьясьны
1251,verlassen::V,utzietsi,кольны
1252,retten::V,salbatu,мынтны
1253,retten::V,gaizkatu,мынтны
1254,bewachen::V,jagon,смекайтны
1255,bewachen::V,zaindu,смекайтны
1256,schützen::V,babestu,дорйыны
1257,schützen::V,gerizatu,дорйыны
1258,verteidigen::V,aldeztu,дорйыны
1259,sich schlagen::V,elkar jo,тышкасьны
1260,sich schlagen::V,elkar borrokatu,тышкасьны
1261,schießen::V,tiro egin,лыйны
1262,siegen::V,irabazi,вермыны
1263,ärgern::V,ernegatu,лӧгӧтны
1264,ärgern::V,haserretu,лӧгӧтны
1265,schlagen::V,jo,базнитны
1266,schlagen::V,erauntsi,базнитны
1267,treten::V,zapaldu,чужьявны
1268,treten::V,ostiaktu,чужьявны
1269,stechen::V,sastatu,бытшкыны
1270,stoßen::V,bultzatu,тапкыны
1271,stoßen::V,bultzatu,тойыштны
1272,stehlen::V,ostu,гусявны
1273,stehlen::V,lapurtu,гусявны
1274,stören::V,galarazi,костіавны
1275,belästigen::V,gohaindu,назыляйтны
1276,belästigen::V,alamena eman,назыляйтны
1277,verbergen::V,ezkutatu,дзебны
1278,täuschen::V,tronpatu,бӧбӧтны
1279,täuschen::V,tronpatu,пӧрьявны
1280,täuschen::V,engainatu,бӧбӧтны
1281,täuschen::V,engainatu,пӧрьявны
1282,betrügen::V,iruzurtu,муклачитны
1283,töten::V,hil,вийны
1284,töten::V,heriotza eman,вийны
1285,wohnen::V,bizi izan,овны
1286,arbeiten::V,lan egin,уджавны
1287,arbeiten::V,behar egin,уджавны
1288,sammeln::V,bildu,ӧктыны
1289,sammeln::V,bildumatu,ӧктыны
1290,pflücken::V,batu,судзлавны
1291,pflücken::V,bildu,судзлавны
1292,jagen::V,ehizatu,вӧравны
1293,fischen::V,arrantzatu,чериавны
1294,fischen::V,arrantza egin,чериавны
1295,fassen::V,harrapatu,кутны
1296,hüten::V,begiratu,вердны
1297,hüten::V,begiratu,йирсьӧтны
1298,treiben::V,bultza egin,вашӧтны
1299,anbinden::V,estekatu,кӧртавны
1300,füttern::V,bazkatu,вердны
1301,melken::V,jetzi,высьтыны
1302,melken::V,jetzi,чилькӧтны
1303,hacken::V,xehatu,керавны
1304,gießen::V,isuri,киськавны
1305,reifen::V,heldu,кисьмыны
1306,reifen::V,zoritu,кисьмыны
1307,zubereiten::V,prestatu,лӧсьӧтны
1308,kochen::V,egosi,пуны
1309,backen::V,labean egin,пӧжавны
1310,braten::V,erregosi,жаритны
1311,umrühren::V,eragin,соравны
1312,stricken::V,trikotatu,домавны
1313,stricken::V,puntu egin,домавны
1314,nähen::V,josi,вурны
1315,färben::V,tindatu,краситны
1316,reinigen::V,ikuzi,весӧтны
1317,reinigen::V,garbitu,весӧтны
1318,waschen::V,xahutu,пеславны
1319,waschen::V,garbitu,пеславны
1320,abwischen::V,xukatu,чышкыны
1321,spülen::V,irakutzi,гывьявны
1322,fegen::V,erraztatu,чышкыны
1323,kehren::V,isastu,чышкыны
1324,baden::V,bainatu,купайтчыны 
1325,baden::V,bainua hartu,купайтчыны 
1326,sich waschen::V,burua garbitu,миссьыны
1327,ausziehen::V,erantzi,гыжтӧтны
1328,ausziehen::V,erantzi,пӧрччавны
1329,anziehen::V,jantzi,пасьтавны
1330,sich anziehen::V,jantzi,пасьтасьны
1331,kämmen::V,orraztu,сынавны
1332,schmücken::V,apaindu,баситны
1333,sagen::V,esan,висьтавны
1334,sprechen::V,mintzatu,шуны
1335,sprechen::V,hitz egin,шуны
1336,reden::V,hitz egin,баитны
1337,sich unterhalten::V,solastu,сёрнитны
1338,sich unterhalten::V,solas egin,сёрнитны
1339,fragen::V,galdetu,юавны
1340,bitten::V,eskatu,корны
1341,bitten::V,galdegin,корны
1342,erzählen::V,edestu,висьтавны
1343,erzählen::V,kontatu,висьтавны
1344,mitteilen::V,jakinarazi,висьтавны
1345,nennen::V,izena eman,нимтны
1346,rufen::V,dei egin,китсавны
1347,rufen::V,dei egin,корны
1348,rufen::V,dei egin,чукӧстны
1349,prahlen::V,harrokerian ibili,ошшасьны
1350,prahlen::V,ahoberokeriak esan,ошшасьны
1351,übersetzen::V,itzuli,вуджӧтны
1352,denken::V,pentsatu,чайтны
1353,denken::V,gogoeta egin,чайтны
1354,glauben::V,sinetsi,веритны
1355,bemerken::V,ohartu,казявны
1356,bemerken::V,konturatu,казявны
1357,erkennen::V,ezagutu,тӧдсавны
1358,erkennen::V,antzeman,тӧдсавны
1359,begreifen::V,ulertu,вежӧртны
1360,verstehen::V,aditu,кывны
1361,lernen::V,ikasi,велӧтчыны
1362,wissen::V,jakin,тӧдны
1363,sich erinnern an::V,gogoratu,касьтывны
1364,sich erinnern an::V,gogoan izan,касьтывны
1365,vergessen::V,ahaztu,вунӧтны
1366,vergessen::V,ahantzi,вунӧтны
1367,messen::V,neurtu,меряйтны
1368,zählen::V,zenbatu,лыддьыны
1369,zählen::V,kopuratu,лыддьыны
1370,rechnen::V,kalkulatu,лыддьыны
1371,lesen::V,irakurri,лыддьӧтны
1372,malen::V,margotu,
1373,zeichnen::V,marraztu,гижмавны
1374,schreiben::V,idatzi,гижны
1375,besitzen::V,ukan,лоны
1376,besitzen::V,eduki,лоны
1377,kaufen::V,erosi,небны
1378,verkaufen::V,saldu,вузавны
1379,bezahlen::V,ordaindu,вештыны
1380,zahlen::V,ordaindu,вештыны
1381,beherrschen::V,menpean izan,
1382,ertragen::V,jasan,терпитны
1383,ertragen::V,pairatu,терпитны
