,Concept_ID,sv,bg
219,Schmetterling::N,fjäril,пеперуда
220,Beere::N,bär,плод
221,Apfel::N,äpple,ябълка
222,Pilz::N,svamp,гъба
223,Zwiebel::N,lök,лук
224,Zwiebel::N,lök,кромид
225,Saat::N,sådd,семе
226,Korn::N,korn,зърно
227,Heu::N,hö,сено
228,Schale::N,skal,кора
229,Grube::N,grop,яма
230,Grube::N,grop,дупка
231,Falle::N,fälla,примка
232,Schlinge::N,snara,клуп
233,Spur::N,spår,диря
234,Spur::N,spår,следа
235,Asche::N,aska,пепел
236,Dreck::N,lort,кал
237,Eisen::N,järn,желязо
238,Gold::N,guld,злато
239,Silber::N,silver,сребро
240,Kohle::N,kol,въглища
241,Glas::N,glas,стъкло
242,Lehm::N,lera,глина
243,Sand::N,sand,пясък
244,Mensch::N,människa,човек
245,Mann::N,man,мъж
246,Frau::N,kvinna,жена
247,Kind::N,barn,дете
248,Junge::N,pojke,момче
249,Mädchen::N,flicka,момиче
250,Familie::N,familj,фамилия
251,Familie::N,familj,семейство
252,Großvater::N,morfar,дядо
253,Großmutter::N,farmor,баба
254,Eltern::N,föräldrar,родители
255,Vater::N,far,баща
256,Mutter::N,mor,майка
257,Sohn::N,son,син
258,Tochter::N,dotter,дъщеря
259,Bruder::N,bror,брат
260,Schwester::N,syster,сестра
261,Onkel::N,morbror,чичо
262,Onkel::N,morbror,вуйчо
263,Tante::N,tant,леля
264,Ehemann::N,äkta man,съпруг
265,Ehefrau::N,hustru,съпруга
266,Freude::N,fröjd,радост
267,Freude::N,glädje,радост
268,Gelächter::N,åtlöje,смях
269,Glück::N,lycka,щастие
270,Kummer::N,sorg,тъга
271,Wunsch::N,önskan,желание
272,Lust::N,lust,желание
273,Geist::N,ande,дух
274,Gedanke::N,tanke,мисъл
275,Gedächtnis::N,minne,памет
276,Verstand::N,förstånd,ум
277,Verstand::N,förstånd,разум
278,Sinn::N,mening,смисъл
279,Sinn::N,betydelse,смисъл
280,Grund::N,skäl,причина
281,Grund::N,grund,причина
282,Wahrheit::N,sanning,правда
283,Gespräch::N,samtal,разговор
284,Märchen::N,saga,приказка
285,Erzählung::N,berättelse,разказ
286,Nachricht::N,meddelande,вест
287,Nachricht::N,meddelande,известие
288,Neuigkeit::N,nyhet,новина
289,Name::N,namn,име
290,Rätsel::N,gåta,гатанка
291,Rede::N,tal,реч
292,Rede::N,tal,слово
293,Sprache::N,språk,език
294,Stimme::N,stämma,глас
295,Wort::N,ord,дума
296,Zeichen::N,tecken,знак
297,Ruf::N,rop,зов
298,Lärm::N,bråk,шум
299,Lärm::N,bråk,глъчка
300,Lärm::N,oväsen,шум
301,Lärm::N,oväsen,глъчка
302,Laut::N,ljud,звук
303,Ton::N,ton,тон
304,Lied::N,sång,песен
305,Ruhe::N,ro,тишина
306,Ruhe::N,ro,спокойствие
307,Ruhe::N,lugn,тишина
308,Ruhe::N,lugn,спокойствие
309,Leute::N,folk,хора
310,Volk::N,folk,народ
311,Arbeit::N,arbete,труд
312,Arbeit::N,arbete,работа
313,Gast::N,gäst,гост
314,Geschenk::N,gåva,дар
315,Geschenk::N,gåva,подарък
316,Geschenk::N,present,дар
317,Geschenk::N,present,подарък
318,Spiel::N,lek,игра
319,Spiel::N,spel,игра
320,Gesellschaft::N,sällskap,общество
321,Hilfe::N,hjälp,помощ
322,Freund::N,vän,приятел
323,Kamerad::N,kamrat,другар
324,Angelegenheit::N,ärende,работа
325,Angelegenheit::N,angelägenhet,работа
326,Anzahl::N,antal,брой
327,Anzahl::N,antal,количество
328,Art::N,art,вид
329,Art::N,slag,вид
330,Stück::N,stycke,къс
331,Stück::N,stycke,парче
332,Teil::N,del,дял
333,Teil::N,del,част
334,Hälfte::N,halva,половина
335,Kreis::N,krets,кръг
336,Kreis::N,cirkel,кръг
337,Kreuz::N,kors,кръст
338,Kreuz::N,kryss,кръст
339,Linie::N,linje,черта
340,Strich::N,streck,щрих
341,Strich::N,streck,черта
342,Abstand::N,avstånd,дистанция
343,Abstand::N,avstånd,разстояние
344,Entfernung::N,avstånd,разстояние
345,Gegend::N,trakt,местност
346,Platz::N,plats,място
347,Ort::N,plats,място
348,Ort::N,ställe,място
349,Seite::N,sida,страна
350,Mitte::N,mitt,среда
351,Gegenstand::N,föremål,предмет
352,Sache::N,sak,вещ
353,Rand::N,rand,ръб
354,Kante::N,kant,ръб
355,Kante::N,kant,кант
356,Ecke::N,vrå,ъгъл
357,Ecke::N,hörn,ъгъл
358,Spitze::N,spets,връх
359,Spitze::N,spets,острие
360,Ende::N,ända,край
361,Loch::N,hål,дупка
362,Winkel::N,vinkel,кът
363,Winkel::N,vinkel,ъгъл
364,Muster::N,mönster,десен
365,Muster::N,mönster,образец
366,Größe::N,storlek,големина
367,Länge::N,längd,дължина
368,Höhe::N,höjd,висота
369,Höhe::N,höjd,височина
370,Gewicht::N,tyngd,тегло
371,Gewicht::N,tyngd,тежест
372,Menge::N,mängd,количество
373,Haufen::N,hög,куп
374,Haufen::N,hög,грамада
375,Reihe::N,rad,ред
376,Reihe::N,rad,редица
377,Boot::N,båt,лодка
378,Ruder::N,åra,весло
379,Ruder::N,åra,гребло
380,Schlitten::N,släde,шейна
381,Ski::N,skida,ски
382,Lagerfeuer::N,lägereld,огнище
383,Last::N,last,товар
384,Last::N,börda,товар
385,Gang::N,gång,ход
386,Gang::N,gång,вървеж
387,Schritt::N,steg,стъпка
388,Norden::N,norr,север
389,Süden::N,söder,юг
390,Westen::N,väster,запад
391,Osten::N,öster,изток
392,Holz::N,trä,дърво
393,Brett::N,bräda,дъска
394,Platte::N,platta,
395,Stütze::N,stöd,
396,Stütze::N,stötta,
397,Stange::N,stång,прът
398,Stange::N,stång,върлина
399,Stock::N,käpp,прът
400,Stock::N,käpp,тояга
401,Stock::N,pinne,прът
402,Stock::N,pinne,тояга
403,Stab::N,stav,прът
404,Rohr::N,rör,цев
405,Rohr::N,rör,тръба
406,Haus::N,hus,къща
407,Heim::N,hem,дом
408,Ofen::N,ugn,печка
409,Fußboden::N,golv,под
410,Tisch::N,bord,маса
411,Stuhl::N,stol,стол
412,Wiege::N,vagga,люлка
413,Bett::N,säng,легло
414,Bett::N,säng,креват
415,Regal::N,hylla,рафт
416,Regal::N,hylla,етажерка
417,Kiste::N,låda,кутия
418,Kiste::N,låda,сандък
419,Fenster::N,fönster,прозорец
420,Tür::N,dörr,врата
421,Tor::N,port,врата
422,Zaun::N,staket,ограда
423,Zaun::N,stängsel,ограда
424,Dach::N,tak,покрив
425,Leiter::N,stege,стълба
426,Besen::N,kvast,метла
427,Spaten::N,spade,лопата
428,Schaufel::N,skovel,лопата
429,Schaufel::N,skyffel,лопата
430,Gabel::N,gaffel,вилица
431,Löffel::N,sked,лъжица
432,Messer::N,kniv,нож
433,Nagel::N,spik,гвоздей
434,Netz::N,nät,мрежа
435,Haken::N,krok,кука
436,Haken::N,krok,закачалка
437,Griff::N,tag,ръчка
438,Griff::N,tag,дръжка
439,Griff::N,handtag,ръчка
440,Griff::N,handtag,дръжка
441,Schloss::N,las,брава
442,Schloss::N,las,ключалка
443,Bild::N,bild,картина
444,Figur::N,figur,фигура
445,Puppe::N,docka,кукла
446,Beutel::N,påse,кесия
447,Bündel::N,bunt,връзка
448,Bündel::N,knippa,връзка
449,Tasche::N,väska,чанта
450,Eimer::N,hink,кофа
451,Eimer::N,ämbar,кофа
452,Deckel::N,lock,капак
453,Deckel::N,lock,похлупак
454,Geschirr::N,servis,съдове
455,Geschirr::N,porslin,съдове
456,Sack::N,säck,чувал
457,Tasse::N,kopp,чаша
458,Topf::N,gryta,гърне
459,Topf::N,gryta,тенджера
460,Topf::N,kastrull,гърне
461,Topf::N,kastrull,тенджера
462,Kessel::N,kittel,котел
463,Essen::N,mål,ядене
464,Nahrung::N,näring,храна
465,Speise::N,maträtt,ястие
466,Fleisch::N,kött,месо
467,Getreide::N,säd,зърнено храни
468,Getreide::N,spannmål,зърнено храни
469,Brei::N,gröt,каша
470,Brot::N,bröd,хляб
471,Scheibe::N,skiva,резен
472,Fett::N,fett,мазнина
473,Butter::N,smör,масло
474,Öl::N,olja,олио
475,Öl::N,olja,оливия
476,Salz::N,salt,сол
477,Suppe::N,soppa,супа
478,Honig::N,honung,мед
479,Milch::N,mjölk,мляко
480,Tee::N,te,чай
481,Leder::N,läder,кожа
482,Wolle::N,ull,вълна
483,Wolle::N,ylle,вълна
484,Stoff::N,tyg,плат
485,Stoff::N,tyg,материал
486,Stoff::N,stoff,плат
487,Stoff::N,stoff,материал
488,Nadel::N,nål,игла
489,Faden::N,tråd,конец
490,Knopf::N,knapp,копче
491,Knoten::N,knut,възел
492,Farbe::N,färg,боя
493,Kleidung::N,klädsel,дрехи
494,Kleidung::N,klädsel,облекло
495,Hemd::N,skjorta,риза
496,Kragen::N,krage,яка
497,Ärmel::N,ärm,ръкав
498,Hose::N,byxor,панталони
499,Gürtel::N,bälte,пояс
500,Gürtel::N,bälte,колан
501,Mütze::N,mössa,каскет
502,Mütze::N,mössa,фуражка
503,Schuh::N,sko,обувка
504,Stiefel::N,stövel,ботуш
505,Ring::N,ring,пръстен
506,Band::N,band,лента
507,Band::N,band,връзка
508,Kamm::N,kam,гребен
509,Spiegel::N,spegel,огледало
510,Riemen::N,rem,каиш
511,Riemen::N,rem,ремък
512,Schnur::N,snöre,връв
513,Leine::N,lina,връв
514,Leine::N,lina,въже
515,Decke::N,täcke,покривка
516,Kissen::N,dyna,възглавница
517,Kissen::N,kudde,възглавница
518,Tuch::N,sjal,сукно
519,Handtuch::N,handduk,пешкир
520,Handtuch::N,handduk,кърпа за лице
521,Kraft::N,kraft,мощ
522,Kraft::N,kraft,сила
523,Stärke::N,styrka,сила
524,Gesundheit::N,hälsa,здраве
525,Krankheit::N,sjukdom,болест
526,Schmerz::N,smärta,болка
527,Wunde::N,sår,рана
528,Fieber::N,feber,треска
529,Fieber::N,feber,температура
530,Arznei::N,medicin,лек
531,Arznei::N,medicin,лекарство
532,Arznei::N,läkemedel,лек
533,Arznei::N,läkemedel,лекарство
534,Brücke::N,bro,мост
535,Brunnen::N,brunn,чешма
536,Brunnen::N,brunn,кладенец
537,Weide::N,bete,паша
538,Weide::N,bete,пасище
539,Pfad::N,stig,пътека
540,Weg::N,väg,път
541,Straße::N,gata,шосе
542,Dorf::N,by,село
543,Stadt::N,stad,град
544,Brief::N,brev,писмо
545,Buch::N,bok,книга
546,Buchstabe::N,bokstav,буква
547,Zeitung::N,tidning,вестник
548,Leben::N,liv,живот
549,Tod::N,död,смърт
550,Grab::N,grav,гроб
551,Kirche::N,kyrka,църква
552,Sünde::N,synd,грях
553,Gott::N,gud,бог
554,Arbeiter::N,arbetare,работник
555,Chef::N,chef,шеф
556,Chef::N,chef,началник
557,Meister::N,mästare,майстор
558,Arzt::N,läkare,лекар
559,Lehrer::N,lärare,учител
560,Geld::N,pengar,пари
561,Geschäft::N,rörelse,сделка
562,Laden::N,affär,дюкян
563,Laden::N,affär,магазин
564,Preis::N,pris,цена
565,Ware::N,vara,стока
566,Nutzen::N,gagn,полза
567,Nutzen::N,gagn,облага
568,Nutzen::N,nytta,полза
569,Nutzen::N,nytta,облага
570,Reichtum::N,rikedom,богатство
571,Welt::N,värld,свят
572,Land::N,land,страна
573,Staat::N,stat,щат
574,Staat::N,stat,държава
575,König::N,kung,крал
576,König::N,konung,крал
577,Macht::N,makt,мощ
578,Macht::N,makt,власт
579,Grenze::N,gräns,граница
580,Krieg::N,krig,война
581,Feind::N,fiende,враг
582,Feind::N,fiende,неприятел
583,Gewalt::N,våld,сила
584,Gewalt::N,våld,насилие
585,Kampf::N,kamp,борба
586,Kampf::N,kamp,сражение
587,Kampf::N,strid,борба
588,Kampf::N,strid,сражение
589,Bogen[Waffe]::N,båge,лък
590,Pfeil::N,pil,стрела
591,Gewehr::N,gevär,пушка
592,Fehler::N,fel,грешка
593,Lüge::N,lögn,лъжа
594,Schaden::N,skada,повреда
595,Unglück::N,otur,нещастие
596,Unglück::N,olycka,нещастие
597,Schuld::N,skuld,вина
598,Alter::N,ålder,възраст
599,Schluss::N,slut,край
600,Zeit::N,tid,време
601,Tag::N,dag,ден
602,Morgen::N,morgon,утро
603,Morgen::N,morgon,сутрин
604,Mittag::N,middag,обед
605,Mittag::N,middag,пладне
606,Abend::N,kväll,вечер
607,Nacht::N,natt,нощ
608,Woche::N,vecka,седмица
609,Monat::N,månad,месец
610,Jahr::N,år,година
611,Frühling::N,vår,пролет
612,Sommer::N,sommar,лято
613,Herbst::N,höst,есен
614,Winter::N,vinter,зима
615,Januar::N,januari,януари
616,Februar::N,februari,февруари
617,März::N,mars,март
618,April::N,april,април
619,Mai::N,maj,май
620,Juni::N,juni,юни
621,Juli::N,juli,юли
622,August::N,augusti,август
623,September::N,september,септември
624,Oktober::N,oktober,октомври
625,November::N,november,ноември
626,Dezember::N,december,декември
627,Montag::N,måndag,понеделник
628,Dienstag::N,tisdag,вторник
629,Mittwoch::N,onsdag,сряда
630,Donnerstag::N,torsdag,четвъртък
631,Freitag::N,fredag,петък
632,Samstag::N,lördag,събота
633,Sonntag::N,söndag,неделя
634,groß::A,stor,едър
635,groß::A,stor,голям
636,klein::A,liten,малък
637,klein::A,liten,дребен
638,lang::A,lång,дълъг
639,kurz::A,kort,къс
640,breit::A,bred,широк
641,schmal::A,smal,тесен
642,dicht::A,tät,гъст
643,dick[Gegenstand]::A,tjock,дебел
644,dünn::A,tunn,тънък
645,fein::A,fin,фин
646,fein::A,fin,тънък
647,fest::A,fast,твърд
648,fest::A,fast,плътен
649,flach::A,platt,равен
650,flach::A,platt,плосък
651,glatt::A,glatt,гладък
652,hart::A,hård,твърд
653,hart::A,hård,корав
654,weich::A,mjuk,мек
655,rund::A,rund,кръгъл
656,spitz::A,toppig,островръх
657,spitz::A,spetsig,островръх
658,scharf::A,vass,остър
659,scharf::A,skarp,остър
660,stumpf::A,slö,тъп
661,schwer::A,tung,тежък
662,schön::A,skön,хубав
663,schön::A,skön,красив
664,schön::A,vacker,хубав
665,schön::A,vacker,красив
666,heiß::A,het,жарък
667,warm::A,varm,топъл
668,kalt::A,kall,студен
669,kühl::A,sval,хладен
670,kühl::A,kylig,хладен
671,frisch::A,färsk,свеж
672,feucht::A,fuktig,влажен
673,nass::A,våt,мокър
674,trocken::A,torr,сух
675,voll::A,full,пълен
676,leer::A,tom,празен
677,offen::A,öppen,откровен
678,geschlossen::A,stängd,закрит
679,geschlossen::A,stängd,затворен
680,sauber::A,ren,чист
681,schmutzig::A,snuskig,мръсен
682,roh::A,rå,суров
683,reif::A,mogen,зрял
684,lecker::A,läcker,вкусен
685,süß::A,söt,сладък
686,bitter::A,besk,горчив
687,bitter::A,bitter,горчив
688,sauer::A,sur,кисел
689,hell::A,ljus,ясен
690,hell::A,ljus,светъл
691,dunkel::A,mörk,тъмен
692,schwarz::A,svart,черен
693,weiß::A,vit,бял
694,rot::A,röd,червен
695,gelb::A,gul,жълт
696,blau::A,blå,син
697,grün::A,grön,зелен
698,grau::A,grå,сив
699,bunt::A,brokig,шарен
700,bunt::A,brokig,пъстър
701,billig::A,billig,евтин
702,teuer::A,dyr,скъп
703,wertvoll::A,värdefull,ценен
704,blind::A,blind,сляп
705,taub::A,döv,глух
706,kräftig::A,kraftig,силен
707,stark::A,stark,здрав
708,stark::A,stark,силен
709,schwach::A,svag,слаб
710,fett::A,fet,тлъст
711,schlank::A,slank,тънък
712,schlank::A,slank,строен
713,hübsch::A,snygg,хубав
714,hübsch::A,vacker,хубав
715,böse::A,ond,зъл
716,böse::A,elak,зъл
717,dumm::A,dum,глупав
718,faul::A,lat,ленив
719,faul::A,lat,мързелив
720,fleißig::A,flitig,прилежен
721,geizig::A,snål,скъпернически
722,geizig::A,girig,скъпернически
723,klug::A,klok,умен
724,klug::A,klok,разумен
725,geschickt::A,händig,умел
726,geschickt::A,händig,сръчен
727,geschickt::A,skicklig,умел
728,geschickt::A,skicklig,сръчен
729,lieb::A,kär,мил
730,lieb::A,kär,драг
731,lieb::A,snäll,мил
732,lieb::A,snäll,драг
733,lustig::A,rolig,весел
734,lustig::A,lustig,весел
735,sanft::A,mild,нежен
736,sanft::A,mild,кротък
737,hungrig::A,hungrig,гладен
738,krank::A,sjuk,болен
739,nackt::A,naken,гол
740,traurig::A,ledsen,тъжен
741,traurig::A,ledsen,печален
742,traurig::A,sorgsen,тъжен
743,traurig::A,sorgsen,печален
744,lebendig::A,levande,жив
745,gut::A,bra,добър
746,schlecht::A,dålig,лош
747,richtig::A,riktig,правилен
748,schlimm::A,illa,лош
749,wahr::A,sann,верен
750,wahr::A,sann,истински
751,alt::A,gammal,стар
752,alt::A,gammal,древен
753,neu::A,ny,нов
754,ehemalig::A,forn,бивш
755,ehemalig::A,tidigare,бивш
756,alt[Lebewesen]::A,gammal,стар
757,jung::A,ung,млад
758,arm::A,fattig,беден
759,reich::A,rik,богат
760,bekannt::A,känd,познат
761,bekannt::A,känd,известен
762,berühmt::A,berömd,почут
763,berühmt::A,berömd,известен
764,fremd::A,främmande,чужд
765,verschieden::A,åtskillig,разен
766,verschieden::A,åtskillig,различен
767,nah::A,nära,близък
768,fern::A,fjärran,далечен
769,linker::A,vänster,ляв
770,rechter::A,höger,прав
771,anderer::A,annan,друг
772,erster::A,första,пръв
773,erster::A,första,първи
774,zweiter::A,andra,втори
775,dritter::A,tredje,трети
776,letzter::A,sist,последен
777,allein::ADV,allena,само
778,auf einmal::ADV,på en gång,същевременно
779,zusammen::ADV,tillsammans,заедно
780,lange::ADV,länge,дълго
781,plötzlich::ADV,plötsligt,изведнъж
782,sofort::ADV,strax,веднага
783,sofort::ADV,genast,веднага
784,später::ADV,senare,по-късно
785,jetzt::ADV,nu,сега
786,heute::ADV,i dag,днес
787,morgen::ADV,i morgon,утре
788,bald::ADV,snart,скоро
789,dann::ADV,då,после
790,dann::ADV,då,тогава
791,gestern::ADV,i går,вчера
792,einst::ADV,en gång,някога
793,damals::ADV,då,тогава
794,damals::ADV,den gången,тогава
795,danach::ADV,därefter,после
796,danach::ADV,därefter,след това
797,vorher::ADV,före,преди
798,vorher::ADV,före,преди това
799,vorher::ADV,förut,преди
800,vorher::ADV,förut,преди това
801,zuerst::ADV,först,най-напред
802,einmal::ADV,en gång,веднъж
803,einmal::ADV,en gång,един път
804,manchmal::ADV,ibland,понякога
805,oft::ADV,ofta,често
806,immer::ADV,alltid,винаги
807,niemals::ADV,aldrig,никога
808,hier::ADV,här,тук
809,hier::ADV,här,тука
810,hierhin::ADV,hit,насам
811,von hier::ADV,härifrån,оттук
812,von hier::ADV,härifrån,оттука
813,dort::ADV,där,там
814,dorthin::ADV,dit,натам
815,dorthin::ADV,dit,нататък
816,geradeaus::ADV,rätt fram,направо
817,vorwärts::ADV,fram,напред
818,vorwärts::ADV,framåt,напред
819,rückwärts::ADV,baklänges,назад
820,zurück::ADV,tillbaka,обратно
821,unten::ADV,nere,долу
822,unten::ADV,nedanför,долу
823,hinab::ADV,ned,надолу
824,hinab::ADV,nedåt,надолу
825,oben::ADV,ovan,горе
826,oben::ADV,ovanpå,горе
827,hinauf::ADV,upp,нагоре
828,hinauf::ADV,uppåt,нагоре
829,überall::ADV,överallt,навсякъде
830,nicht::ADV,ej,не
831,nicht::ADV,inte,не
832,ein wenig::ADV,litet,малко
833,kaum::ADV,knappt,едва
834,kaum::ADV,knappt,едвам
835,kaum::ADV,knappast,едва
836,kaum::ADV,knappast,едвам
837,sehr::ADV,mycket,много
838,sehr::ADV,mycket,твърде
839,so::ADV,så,тъй
840,so::ADV,så,така
841,noch::ADV,än,още
842,noch::ADV,ännu,още
843,nur::ADV,bara,само
844,nur::ADV,endast,само
845,schon::ADV,redan,вече
846,wieder::ADV,åter,пак
847,wieder::ADV,åter,отново
848,vergebens::ADV,förgäves,напразно
849,vor::PRP,utanför,пред
850,hinter::PRP,bakom,зад
851,unter::PRP,under,под
852,durch::PRP,genom,през
853,durch::PRP,igenom,през
854,neben::PRP,bredvid,до
855,neben::PRP,bredvid,при
856,neben::PRP,vid sidan av,до
857,neben::PRP,vid sidan av,при
858,zwischen::PRP,mellan,между
859,zwischen::PRP,mellan,помежду
860,wegen::PRP,på grund av,заради
861,dies::PRN,detta,този
862,das::PRN,det,туй
863,das::PRN,det,това
864,alles::PRN,allt,всичко
865,ich::PRN,jag,аз
866,du::PRN,du,ти
867,er::PRN,han,той
868,wir::PRN,vi,ние
869,ihr::PRN,ni,вие
870,sie::PRN,de,те
871,was::FPRN,vad,що
872,was::FPRN,vad,какво
873,wer::FPRN,vem,кой
874,wo::FADV,var,къде
875,wohin::FADV,vart,накъде
876,wohin::FADV,vart,накъдето
877,wie::FADV,hur,как
878,warum::FADV,varför,защо
