,Concept_ID,ca,myv
838,dreißig::NUM,trenta,колоньгемень
839,vierzig::NUM,quaranta,ниленьгемень
840,fünfzig::NUM,cinquanta,ведьгемень
841,sechzig::NUM,seixanta,кодгемень
842,siebzig::NUM,setanta,сизьгемень
843,achtzig::NUM,vuitanta,кавксоньгемень
844,neunzig::NUM,noranta,вейксэньгемень
845,hundert::NUM,cent,сядо
846,tausend::NUM,mil,тыща
847,und::CNJ,i,ды
848,oder::CNJ,o,или
849,stehen::V,estar de peu,аштемс стядо
850,sitzen::V,seure,аштемс озадо
851,liegen::V,jeure,мадезь аштемс
852,hängen::V,penjar,нурьгемс
853,werden::V,fer-se,арамс
854,werden::V,posar-se,арамс
855,passieren::V,succeir,лисэмс
856,beginnen::V,iniciar-se,ушодомс
857,enden::V,acabar-se,лоткамс
858,enden::V,terminar-se,лоткамс
859,wechseln::V,canviar,полавтнемс
860,aufgehen[Sonne]::V,sortir,лисемс
861,aufgehen[Sonne]::V,sortir,стямс
862,untergehen[Sonne]::V,posar-se,валгомс
863,scheinen[Sonne]::V,brillar,валдомтомс
864,donnern::V,tronar,цярномс
865,donnern::V,tronar,галдордомс
866,wehen::V,bufar,пувамс
867,strömen::V,afluir,чудемс
868,fließen::V,fluir,чудемс
869,sich drehen::V,girar,велямс
870,schwanken::V,vacil·lar,лыкамс
871,schwanken::V,vacil·lar,якамс
872,schwingen::V,oscil·lar,нурсемс
873,schwingen::V,oscil·lar,лыкамс
874,fallen::V,caure,прамс
875,fallen::V,caure,сяворемс
876,fallen::V,tombar,прамс
877,fallen::V,tombar,сяворемс
878,brennen::V,cremar,паломс
879,rauchen::V,fumejar,качадомс
880,regnen::V,ploure,пиземс
881,gefrieren::V,gelar-se,кельмемс
882,tauen::V,fondre's,соламс
883,schmelzen::V,fondre's,соламс
884,trocknen::V,assecar-se,коськемс
885,sieden::V,bullir,лакамс
886,sieden::V,bullir,пиксемс
887,faulen::V,podrir-se,наксадомс
888,verfaulen::V,podrir-se,наксадомс
889,reißen::V,trencar-se,сезневемс
890,versinken::V,enfonsar-se,ваямс
891,vergehen::V,passar,ютамс
892,erscheinen::V,aparèixer,лисемс
893,verschwinden::V,desaparèixer,ёмамс
894,sinken::V,baixar,явамс
895,sinken::V,descendir,явамс
896,abnehmen::V,decréixer,киремемс
897,zunehmen::V,augmentar,ламолгадомс
898,zunehmen::V,augmentar,раштамс
899,steigen::V,pujar,куземс
900,steigen::V,pujar,кепсевемс
901,wachsen::V,créixer,касомс
902,glänzen::V,brillar,цитнемс
903,glänzen::V,resplendir,цитнемс
904,funkeln::V,espurnejar,пиндолдомс
905,funkeln::V,espurnejar,цивтёрдомс
906,lärmen::V,fer soroll,шалномс
907,läuten::V,sonar,гайгезевемс
908,klingeln::V,trucar,чавомс баягас
909,klirren::V,dringar,калдордомс
910,klirren::V,dringar,кальцяемс
911,brausen::V,rugir,лакамс
912,rauschen::V,murmurar,лажномс
913,klingen::V,sonar,гайгемс
914,bellen::V,lladrar,онгомс
915,heulen::V,udolar,урномс
916,blasen::V,bufar,пувамс
917,pfeifen::V,xiular,вешкемс
918,schreien::V,cridar,пижнемс
919,stöhnen::V,gemegar,кувсемс
920,zittern::V,tremolar,тарномс
921,leben::V,vīure,эрямс
922,geboren werden::V,néixer,чачомс
923,atmen::V,respirar,лексемс
924,trinken::V,beure,симемс
925,essen::V,menjar,ярсамс
926,schlucken::V,empassar-se,нилемс
927,schlucken::V,empassar-se,порнемс
928,müde werden::V,cansar-se,сиземс
929,einschlafen::V,adormir-se,матедевемс
930,schlafen::V,dormir,удомс
931,aufwachen::V,despertar-se,сыргоземс
932,aufstehen::V,llevar-se,стямс
933,sich erholen::V,descansar,оймсемс
934,krank werden::V,posar-se malalt,сэредезевемс
935,krank sein::V,estar malalt,сэредемс
936,schmerzen::V,doldre,сэредемс
937,husten::V,tossir,козомс
938,genesen::V,recuperar-se,пичкамс
939,sterben::V,morir,куломс
940,umkommen::V,perir,чавовомс
941,umkommen::V,perir,ёмамс
942,sich bewegen::V,moure's,шаштомс
943,sich rühren::V,moure's,сыргамс
944,sich erheben::V,aixecar-se,куземс
945,sich setzen::V,asseure's,озамс
946,hinfallen::V,caure's,прамс
947,hinfallen::V,caure's,сяворемс
948,laufen::V,caminar,якамс
949,schreiten::V,procedir,эскелямс
950,schreiten::V,procedir,молемс
951,spazierengehen::V,passejar,якамс
952,eilen::V,anar corrent,эрзкалемс
953,eilen::V,anar corrent,капшамс
954,sich beeilen::V,afanyar-se,капшамс
955,sausen::V,córrer,ливтямс
956,rennen::V,córrer,чийнемс
957,rennen::V,córrer,ардтнемс
958,springen::V,saltar,кирнявтнемс
959,klettern::V,escalar,куземс
960,schaukeln::V,gronxar-se,нурямс
961,schaukeln::V,balancejar-se,нурямс
962,kriechen::V,reptar,ёзмолдомс
963,kriechen::V,arrossegar-se,ёзмолдомс
964,schwimmen::V,nadar,уемс
965,tauchen::V,bussejar,чопавтомс
966,tauchen::V,bussejar,чопавтнемс
967,tauchen::V,submergir-se,чопавтомс
968,tauchen::V,submergir-se,чопавтнемс
969,rudern::V,remar,миледемс
970,fahren::V,anar,ардомс
971,fliegen::V,volar,ливтямс
972,gehen::V,caminar,туемс
973,gehen::V,caminar,молемс
974,weggehen::V,anar-se'n,туемс
975,abfahren::V,partir,туемс
976,anhalten::V,aturar-se,лоткамс
977,hineingehen::V,entrar,совамс
978,eintreten::V,entrar,совамс
979,eintreten::V,entrar,эскельдямс
980,kommen::V,venir,самс
981,ankommen::V,arribar,самс
982,ankommen::V,arribar,пачкодемс
983,zurückkommen::V,tornar,велявтомс
984,bleiben::V,quedar-se,кадовомс
985,warten::V,esperar,учомс
986,erwarten::V,esperar,учомс
987,suchen::V,buscar,вешнемс
988,finden::V,trobar,муемс
989,versuchen::V,intentar,варштамс
990,vorbereiten::V,preparar,анокстамс
991,lieben::V,estimar,вечкемс
992,mögen::V,agradar a,вечкемс
993,lachen::V,riure,пейдемс
994,rühren::V,commoure,токамс седейс
995,rühren::V,emocionar,токамс седейс
996,weinen::V,plorar,авардемс
997,schimpfen::V,renyar,сёвномс
998,sich ärgern::V,enfadar-se,кежиявтнемс
999,sich fürchten::V,tenir por,пелемс
1000,fürchten::V,témer,пелемс
1001,fliehen::V,fugir,оргодемс
1002,flüchten::V,refugiar-se,ворьгодемс
1003,flüchten::V,refugiar-se,чадомс
1004,sehen::V,veure,неемс
1005,anschauen::V,mirar,ваномс
1006,ansehen::V,mirar,ваномс
1007,hören::V,oir,марямс
1008,zuhören::V,escoltar,кунсоломс
1009,probieren::V,provar,варшамс
1010,riechen::V,olorar,никсемс
1011,fühlen::V,sentīr,марямс
1012,scheinen::V,semblar,марявомс
1013,zu sehen sein::V,poder-se veure,неявомс
1014,vernehmen::V,percebre,марямс
1015,frieren::V,tenir fred,кельмемс
1016,tun::V,fer,теемс
1017,können::V,poder,маштомс
1018,wollen::V,voler,бажамс
1019,anfangen::V,iniciar,кармамс
1020,beenden::V,acabar,прядомс
1021,aufhören::V,deixar,лоткамс
1022,gelingen::V,sortir bé,удаламс
1023,geraten::V,sortir,лисемс
1024,öffnen::V,obrir,панжомс
1025,schließen::V,tancar,пекстамс
1026,schließen::V,tancar,сёлгомс
1027,schließen::V,tancar,конямс
1028,stellen::V,posar,аравтомс
1029,stellen::V,col·locar,аравтомс
1030,setzen::V,assentar,ойсевтемс
1031,setzen::V,assentar,озавтнемс
1032,legen::V,posar,путомс
1033,berühren::V,tocar,токамс
1034,verbinden::V,unir,содомс
1035,verbinden::V,connectar,содомс
1036,bedecken::V,tapar,вельтямс
1037,bedecken::V,cobrir,вельтямс
1038,aufhängen::V,penjar,понгавтомс
1039,anzünden::V,encendre,кирвастемс
1040,aufheben::V,aixecar,кепедемс
1041,zurücklassen::V,deixar,кадомс
1042,verlieren::V,pērdre,ёмавтомс
1043,fallen lassen::V,deixar caure,правтомс
1044,machen::V,fer,теемс
1045,herstellen::V,producir,анокстамс
1046,bauen::V,construir,путомс
1047,reparieren::V,reparar,витемс
1048,verbessern::V,millorar,паролгавтомс
1049,verbessern::V,millorar,вадрялгавтомс
1050,ändern::V,canviar,полавтомс
1051,graben::V,cavar,чувомс
1052,graben::V,cavar,таргамс
1053,beugen::V,doblegar,мендемс
1054,biegen::V,corbar,комавтомс
1055,biegen::V,arquejar,комавтомс
1056,drehen::V,girar,чаравтомс
1057,drehen::V,girar,велявтнемс
1058,wenden::V,girar,велявтомс
1059,umdrehen::V,voltar,велявтомс
1060,heben::V,pujar,кепедемс
1061,heben::V,aixecar,кепедемс
1062,hochheben::V,aixecar,кепедемс
1063,ergreifen::V,agafar,кундамс
1064,halten::V,mantenir,кирдемс
1065,drücken::V,prémer,нуемс
1066,drücken::V,estrènyer,нуемс
1067,schieben::V,empènyer,шаштомс
1068,kratzen::V,raspar,ангордамс
1069,lecken::V,llepar,нолсемс
1070,beißen::V,mossegar,сускомс
1071,abreißen::V,arrencar,сеземс
1072,abschneiden::V,tallar,печкемс
1073,binden::V,lligar,кодамс
1074,binden::V,lligar,сюлмамс
1075,stecken::V,ficar,сялгомс
1076,brechen::V,trencar,синдемс
1077,brechen::V,trencar,калавтомс
1078,klopfen::V,trucar,калтаямс
1079,hauen::V,picar,чавомс
1080,hauen::V,colpejar,чавомс
1081,kleben::V,enganxar,педявтнемс
1082,reiben::V,fregar,ёзамс
1083,streichen::V,untar,вадемс
1084,schleifen::V,afilar,човамс
1085,schleifen::V,esmolar,човамс
1086,schneiden::V,tallar,керямс
1087,rütteln::V,sacsejar,чукамс
1088,rütteln::V,sacsejar,лыкавтомс
1089,schütteln::V,agitar,чукамс
1090,schütteln::V,sacsejar,чукамс
1091,schwenken::V,agitar,яхолемс
1092,schütten::V,abocar,каямс
1093,füllen::V,omplir,пештямс
1094,einwickeln::V,embolicar,тапарямс
1095,tragen::V,dur,кандомс
1096,tragen::V,portar,кандомс
1097,schleppen::V,arrossegar,ускомс
1098,ziehen::V,tirar,ускомс
1099,ziehen::V,estirar,ускомс
1100,aufbewahren::V,conservar,ванстомс
1101,werfen::V,llançar,ёртомс
1102,fangen::V,agafar,кундамс
1103,fangen::V,atrapar,кундамс
1104,packen::V,engrapar,кундамс
1105,verstecken::V,amagar,кекшемс
1106,teilen::V,dividir,явомс
1107,schicken::V,enviar,кучомс
1108,bringen::V,portar,кандомс
1109,hinzufügen::V,afegir,путомс
1110,hinzufügen::V,afegir,максомс
1111,bekommen::V,obtenir,саемс
1112,erhalten::V,rebre,саемс
1113,nehmen::V,prendre,саемс
1114,wählen::V,triar,кочкамс
1115,wählen::V,elegir,кочкамс
1116,auswählen::V,escollir,кочкамс
1117,auswählen::V,seleccionar,кочкамс
1118,bewahren::V,conservar,ванстомс
1119,behindern::V,impedir,кирдемс
1120,behindern::V,obstaculitzar,кирдемс
1121,verderben::V,espatllar,коламс
1122,beschädigen::V,danyar,теемс зыян
1123,beschädigen::V,destrossar,теемс зыян
1124,zerbrechen::V,trencar,коламс
1125,zerreißen::V,estripar,сеземс
1126,zerstören::V,destruir,калавтомс
1127,verbrennen::V,cremar,пултамс
1128,geben::V,donar,максомс
1129,reichen::V,passar,максомс
1130,schenken::V,regalar,каземс
1131,versprechen::V,prometre,алтамс
1132,wünschen::V,desitjar,арсемс
1133,loben::V,elogiar,шнамс
1134,küssen::V,fer un petó a,палсемс
1135,wiegen::V,bressolar,нурсемс
1136,zudecken::V,tapar,тавадомс
1137,zudecken::V,tapar,вельтямс
1138,zudecken::V,cobrir,тавадомс
1139,zudecken::V,cobrir,вельтямс
1140,wecken::V,despertar,стявтомс
1141,zeigen::V,mostrar,невтемс
1142,zeigen::V,ensenyar,невтемс
1143,führen::V,guiar,ветямс
1144,führen::V,conduir,ветямс
1145,lehren::V,ensenyar,тонавтомс
1146,unterrichten::V,ensenyar,тонавтомс
1147,aufziehen::V,criar,трямс
1148,aufziehen::V,criar,кастомс
1149,leiten::V,dirigir,ветямс
1150,leiten::V,dirigir,азоркстамс
1151,antreiben::V,impel·lir,ветямс
1152,lassen::V,fer,кармавтомс
1153,einladen::V,invitar,тердемс
1154,einladen::V,convidar,тердемс
1155,vereinigen::V,unir,вейсэндямс
1156,vereinigen::V,unir,вейс путомс
1157,vereinigen::V,unir,вейс пурнамс
1158,besuchen::V,visitar,варштамс
1159,besuchen::V,anar a veure,варштамс
1160,treffen::V,trobar,вастомс
1161,sich versammeln::V,reunir-se,промокшномс
1162,spielen::V,jugar,налксемс
1163,singen::V,cantār,морамс
1164,tanzen::V,ballar,киштемс
1165,sich trennen::V,separar-se,явомс
1166,verlassen::V,deixar,кадомс
1167,verlassen::V,abandonar,кадомс
1168,retten::V,salvar,идемс
1169,bewachen::V,vigilar,ванстомс
1170,schützen::V,protegir,аштемс
1171,verteidigen::V,defensar,ваномс
1172,sich schlagen::V,barallar-se,тюремс
1173,schießen::V,tirar,ледемс
1174,schießen::V,disparar,ледемс
1175,siegen::V,vèncer,изнямс
1176,ärgern::V,enfadar,кежейгавтомс
1177,schlagen::V,pegar,токамс
1178,schlagen::V,colpejar,токамс
1179,treten::V,donar un cop de peu a,тапамс
1180,stechen::V,punxar,пупамс
1181,stechen::V,apunyalar,пупамс
1182,stoßen::V,empènyer,тулкадемс
1183,stehlen::V,robar,саламс
1184,stören::V,molestar,пирямс ки
1185,belästigen::V,importunar,а максомс
1186,belästigen::V,importunar,а кадомс оймамо
1187,verbergen::V,amagar,сёпомс
1188,verbergen::V,amagar,кекшемс
1189,verbergen::V,ocultar,сёпомс
1190,verbergen::V,ocultar,кекшемс
1191,täuschen::V,enganyar,манямс
1192,betrügen::V,estafar,манчемс
1193,töten::V,matar,чавномс
1194,töten::V,matar,маштнемс
1195,wohnen::V,vīure,эрямс
1196,wohnen::V,habitar,эрямс
1197,arbeiten::V,treballar,важодемс
1198,sammeln::V,col·leccionar,пурнамс
1199,pflücken::V,collir,ноцковтнемс
1200,jagen::V,caçar,кундамс
1201,fischen::V,pescar,калонь кундамс
1202,fassen::V,atrapar,кундамс
1203,hüten::V,pasturar,ваномс
1204,treiben::V,arriar,панемс
1205,anbinden::V,lligar,сюлмамс
1206,füttern::V,donar menjar a,андомс
1207,melken::V,munyir,потявтомс
1208,hacken::V,picar,лазномс
1209,hacken::V,tallar,лазномс
1210,gießen::V,regar,валомс
1211,reifen::V,madurar,кенеремс
1212,zubereiten::V,preparar,анокстамс
1213,kochen::V,coure,пидемс
1214,backen::V,coure al forn,пидемс
1215,braten::V,rostir,пуштамс
1216,umrühren::V,remenar,човорямс
1217,stricken::V,tricotar,кодамс
1218,stricken::V,fer punt de mitja,кодамс
1219,nähen::V,cosir,стамс
1220,färben::V,tenyir,артомс
1221,reinigen::V,netejar,урядамс
1222,waschen::V,rentār,муськемс
1223,abwischen::V,eixugar,нардамс
1224,spülen::V,esbandir,ёрвалдомс
1225,fegen::V,escombrar,тенсемс
1226,kehren::V,escombrar,тенсемс
1227,baden::V,banyar-se,экшелямс
1228,sich waschen::V,rentār-se,шлямс
1229,ausziehen::V,treure's,кайсевтемс
1230,anziehen::V,posar-se,оршамс
1231,sich anziehen::V,vestir-se,оршамс
1232,kämmen::V,pentinar,судрямс
1233,schmücken::V,adornar,мазылгавтомс
1234,schmücken::V,adornar,наряжамс
1235,sagen::V,dir,меремс
1236,sprechen::V,parlar,кортамс
1237,reden::V,parlar,кортамс
1238,sich unterhalten::V,conversar,кортнемс
1239,fragen::V,preguntar,кевкстемс
1240,bitten::V,demanar,вешемс
1241,erzählen::V,contar,ёвтнемс
1242,erzählen::V,explicar,ёвтнемс
1243,mitteilen::V,comunicar,ёвтамс
1244,nennen::V,nomenar,лемдемс
1245,nennen::V,nomenar,путомс лем
1246,rufen::V,cridar,тердемс
1247,rufen::V,cridar,серьгедемс
1248,prahlen::V,lloar-se,шнамс пря
1249,prahlen::V,jactar-se,шнамс пря
1250,übersetzen::V,traduir,ютавтомс
1251,denken::V,pensar,арсемс
1252,glauben::V,creure,кемемс
1253,bemerken::V,notar,неемс
1254,erkennen::V,reconèixer,содамс
1255,begreifen::V,comprendre,пачкодемс
1256,verstehen::V,entendre,чарькодемс
1257,lernen::V,aprendre,тонавтнемс
1258,wissen::V,saber,содамс
1259,sich erinnern an::V,recordar,ледстямс
1260,vergessen::V,oblidar,стувтомс
1261,messen::V,mesurar,онкстнемс
1262,zählen::V,comptar,ловомс
1263,rechnen::V,calcular,ловомс
1264,lesen::V,llegir,ловномс
1265,malen::V,pintar,рисовамс
1266,zeichnen::V,dibuixar,рисовамс
1267,schreiben::V,escrīure,сёрмадомс
1268,besitzen::V,posseir,улемс
1269,besitzen::V,posseir,улемс азорокс
1270,kaufen::V,comprar,рамамс
1271,verkaufen::V,vendre,миемс
1272,bezahlen::V,pagar,пандомс
1273,zahlen::V,pagar per,пандомс
1274,beherrschen::V,dominar,азоркстамс
1275,ertragen::V,aguantar,кирдемс
