,Concept_ID,he,ba
758,drei::NUM,שלושה,өс
759,vier::NUM,ארבעה,дүрт
760,fünf::NUM,חמשה,биш
761,sechs::NUM,ששה,алты
762,sieben::NUM,שבעה,ете
763,acht::NUM,שמונה,һигеҙ
764,neun::NUM,תשעה,туғыҙ
765,zehn::NUM,עשרה,ун
766,elf::NUM,אחת עשרה,ун бер
767,zwölf::NUM,שתים עשרה,ун ике
768,zwanzig::NUM,עשרים,егерме
769,dreißig::NUM,שלושים,утыҙ
770,vierzig::NUM,ארבעים,ҡырҡ
771,fünfzig::NUM,חמשים,илле
772,sechzig::NUM,ששים,алтмыш
773,siebzig::NUM,שבעים,етмеш
774,achtzig::NUM,שמונים,һикһән
775,neunzig::NUM,תשעים,туҡһан
776,hundert::NUM,מאה,йөҙ
777,tausend::NUM,אלף,мең
778,und::CNJ,ו,да
779,oder::CNJ,או,йәки
780,stehen::V,עמד,тороу
781,sitzen::V,ישב,ултырыу
782,liegen::V,שכב,ятыу
783,hängen::V,היה תלוי,аҫылынып тороу
784,werden::V,הפך ל,булыу
785,passieren::V,קרה,булыу
786,beginnen::V,התחיל,башлау
787,enden::V,הסתים,бөтөү
788,enden::V,הסתים,тамамланыү
789,wechseln::V,השתנה,үҙгәреү
790,aufgehen[Sonne]::V,זרח,ҡалҡыу
791,untergehen[Sonne]::V,שקע,байыу
792,scheinen[Sonne]::V,בהק,яҡтыртып тороу
793,donnern::V,רעם,күкрәү
794,wehen::V,נשב,иҫеү
795,strömen::V,זרם,ташыу
796,fließen::V,זרם,ағыу
797,sich drehen::V,הסתובב,әйләнеү
798,schwanken::V,התנודד,тирбәлеү
799,schwingen::V,התנענע,бәүетеү
800,fallen::V,נפל,йығылыу
801,brennen::V,בער,яныу
802,rauchen::V,עשן,төтәү
803,regnen::V,ירד גשם,ямғыр яуа
804,gefrieren::V,קפא,туңыү
805,tauen::V,נמס,иреү
806,schmelzen::V,התיך,иреү
807,trocknen::V,התיבש,кибеү
808,sieden::V,רתח,ҡайнау
809,faulen::V,רקב,сереу
810,verfaulen::V,רקב,сереу
811,reißen::V,נקרע,өҙөү
812,reißen::V,נקרע,йыртылыу
813,versinken::V,טבע,батыу
814,vergehen::V,עבר,үтеү
815,erscheinen::V,נגלה,килеп сығыу
816,erscheinen::V,הופיע,килеп сығыу
817,verschwinden::V,נעלם,юғалыу
818,sinken::V,ירד,түбәнәйеү
819,abnehmen::V,הפחית,кәметеү
820,zunehmen::V,רבה,артыу
821,steigen::V,עלה,күтәрелеү
822,wachsen::V,גדל,үҫеү
823,glänzen::V,נצץ,ялтырау
824,glänzen::V,בהק,ялтырау
825,funkeln::V,נצנץ,баҙлау
826,lärmen::V,רעש,шаулау
827,läuten::V,צלצל,ҡағыу
828,klingeln::V,צלצל,ҡағыу
829,klingeln::V,צלצל,шылтыратыу
830,klirren::V,קרקש,шылтыратыу
831,brausen::V,געש,ҡотороноу
832,rauschen::V,רשרש,шыптырлау
833,klingen::V,נשמע,яңғырау
834,bellen::V,נבח,өрөү
835,heulen::V,ילל,олоу
836,blasen::V,נשף,өрөү
837,pfeifen::V,שרק,һызғырып ебәреү
838,schreien::V,צעק,ҡысҡырыу
839,stöhnen::V,נאנק,уңғырашыу
840,zittern::V,רעד,ҡалтырау
841,leben::V,חי,йәшәү
842,geboren werden::V,נולד,тыуыу
843,atmen::V,נשם,тын алыү
844,trinken::V,שתה,эсеү
845,essen::V,אכל,ашау
846,schlucken::V,בלע,йотоу
847,müde werden::V,התעיף,арыу
848,einschlafen::V,נרדם,йоҡлап китеү
849,schlafen::V,ישן,йоҡлау
850,aufwachen::V,התעורר,уяныу
851,aufstehen::V,קם,тороу
852,sich erholen::V,נפש,ял итеү
853,krank werden::V,חלה,сирләү
854,krank sein::V,היה חולה,сирләү
855,schmerzen::V,כאב,ауыртыу
856,husten::V,השתעל,йүтәлләү
857,genesen::V,הבריא,һауығыу
858,sterben::V,מת,үлеү
859,umkommen::V,נספה,һәләк булыу
860,sich bewegen::V,נע,хәрәкәт итеү
861,sich rühren::V,זז,ҡуҙғалыу
862,sich erheben::V,קם,тороу
863,sich setzen::V,התישב,ултырыу
864,hinfallen::V,נפל,ҡолау
865,laufen::V,הלך ברגל,йөрөү
866,schreiten::V,פסע,атлау
867,spazierengehen::V,טיל,ял итеп йороү
868,eilen::V,אץ,ашығыу
869,eilen::V,אץ,ҡабаланыу
870,eilen::V,מהר,ашығыу
871,eilen::V,מהר,ҡабаланыу
872,sich beeilen::V,מהר,ашығыу
873,sich beeilen::V,מהר,ҡабаланыу
874,sausen::V,אץ,елеү
875,rennen::V,רץ,йүгеп йөрөү
876,springen::V,קפץ,һикереү
877,klettern::V,טפס,үрмәләү
878,klettern::V,טפס,үрмәләп менеү
879,schaukeln::V,התנדנד,сайҡалыу
880,kriechen::V,זחל,шыуышыу
881,schwimmen::V,שחה,йоҙөү
882,tauchen::V,צלל,сумыу
883,rudern::V,חתר,ишеү
884,fahren::V,נסע,йөрөү
885,fliegen::V,עף,осоу
886,gehen::V,הלך,барыу
887,weggehen::V,עזב,китеү
888,abfahren::V,יצא,сығыу
889,anhalten::V,עצר,тукталыу
890,hineingehen::V,נכנס,инеү
891,eintreten::V,נכנס,инеү
892,kommen::V,בא,килеү
893,ankommen::V,הגיע,килеү
894,zurückkommen::V,שב,ҡайтыу
895,zurückkommen::V,חזר,ҡайтыу
896,bleiben::V,נשאר,ҡалыу
897,warten::V,חכה,көтөп тороу
898,warten::V,המתין,көтөп тороу
899,erwarten::V,צפה,көтөү
900,suchen::V,חפש,эҙләү
901,finden::V,מצא,табыу
902,versuchen::V,נסה,тырышып ҡарау
903,vorbereiten::V,הכין,әҙерләү
904,lieben::V,אהב,яратыу
905,mögen::V,אהב,һөйөү
906,mögen::V,אהב,яратыу
907,lachen::V,צחק,көлөү
908,rühren::V,נגע ללב,ҡағылыу
909,weinen::V,בכה,илау
910,schimpfen::V,גער,һүгенеү
911,schimpfen::V,גער,тиргәнеү
912,schimpfen::V,גער,һуҡраныу
913,sich ärgern::V,זעם,асыуланыу
914,sich ärgern::V,כעס,асыуланыу
915,sich fürchten::V,פחד,ҡурҡыу
916,sich fürchten::V,חשש,ҡурҡыу
917,fürchten::V,פחד מ,ҡурҡыу
918,fürchten::V,חשש מ,ҡурҡыу
919,fliehen::V,ברח,ҡасыу
920,flüchten::V,נמלט,ҡасыу
921,sehen::V,ראה,күреү
922,anschauen::V,הביט,ҡарау
923,ansehen::V,התבונן,ҡарау
924,ansehen::V,התבונן,тикшереү
925,hören::V,שמע,ишетеү
926,zuhören::V,הקשיב,тыңлау
927,probieren::V,נסה,татыу
928,riechen::V,הריח,еҫкәү
929,fühlen::V,חש,тойоу
930,scheinen::V,נדמה,кеүек күренеү
931,scheinen::V,נדמה,тойолоу
932,zu sehen sein::V,נראה,күренеү
933,vernehmen::V,נודע ל,ишетеү
934,frieren::V,קר ל,туңыү
935,tun::V,פעל,яһау
936,tun::V,פעל,әшләү
937,können::V,יכל,алыу
938,können::V,יכל,мөмкин булыу
939,wollen::V,רצה,теләү
940,anfangen::V,התחיל,башлау
941,beenden::V,גמר,бөтөрөү
942,beenden::V,גמר,тамамлау
943,aufhören::V,סים,туктау
944,gelingen::V,הצליח,уңышлы булыу
945,geraten::V,עלה,булып сығыу
946,öffnen::V,פתח,асыу
947,schließen::V,סגר,йомоу
948,stellen::V,העמיד,ҡуйыу
949,setzen::V,הושיב,урынлаштырыу
950,legen::V,שם,һалыу
951,berühren::V,נגע,тейеү
952,berühren::V,נגע,ҡағылыу
953,verbinden::V,קשר,ҡушыу
954,verbinden::V,קשר,бәйләү
955,bedecken::V,כסה,ҡаплау
956,aufhängen::V,תלה,элеү
957,anzünden::V,הצית,тоҡандырыу
958,aufheben::V,אסף,мендереү
959,zurücklassen::V,השאיר,ҡалдырыу
960,verlieren::V,אבד,юғалтыу
961,fallen lassen::V,שמט,төшөрөп ебәреү
962,fallen lassen::V,הפיל,төшөрөп ебәреү
963,machen::V,עשה,яһау
964,machen::V,עשה,эшләү
965,herstellen::V,יצר,эшләп сығарыу
966,bauen::V,בנה,төҙөү
967,reparieren::V,תקן,төҙәтеү
968,verbessern::V,שפר,яҡшыртыу
969,ändern::V,שנה,үҙгәртеү
970,graben::V,חפר,ҡаҙыу
971,beugen::V,כפף,бөгөү
972,biegen::V,כופף,бөгөү
973,drehen::V,סובב,өйрөлтөү
974,drehen::V,סובב,әйләндереү
975,wenden::V,הפך,әйләндереү
976,umdrehen::V,סובב,түңкәреү
977,heben::V,הרים,күтәреү
978,heben::V,הרים,мендереү
979,hochheben::V,הרים,күтәреү
980,ergreifen::V,אחז,тотоп алыу
981,halten::V,החזיק,тотоу
982,drücken::V,לחץ,ҡыҫыу
983,schieben::V,הזיז,этеү
984,schieben::V,הזיז,төртөү
985,kratzen::V,שרט,ҡырыу
986,kratzen::V,שפשף,ҡырыу
987,lecken::V,לקק,ялау
988,beißen::V,נשך,тешләү
989,abreißen::V,קרע,өҙөү
990,abschneiden::V,חתך,ҡырҡыу
991,binden::V,קשר,бәйләү
992,stecken::V,תקע,ҡаҙау
993,brechen::V,שבר,боҙоу
994,klopfen::V,נקש,шаҡылдау
995,hauen::V,הכה,туҡмау
996,kleben::V,הדביק,йәбештереү
997,reiben::V,שפשף,ыуыу
998,reiben::V,שפשף,ышҡыу
999,streichen::V,מרח,яғыу
1000,schleifen::V,השחיז,үткерләү
1001,schneiden::V,גזר,ҡырҡыу
1002,rütteln::V,נענע,һелкетеү
1003,schütteln::V,נער,һелкетеү
1004,schwenken::V,נופף,болғау
1005,schwenken::V,טלטל,болғау
1006,schütten::V,שפך,ҡойоу
1007,füllen::V,מלא,тултырыу
1008,einwickeln::V,עטף,төрөү
1009,tragen::V,נשא,алып барыу
1010,schleppen::V,סחב,һөйрәү
1011,ziehen::V,משך,тартыу
1012,aufbewahren::V,שמר,һаҡлау
1013,werfen::V,זרק,ырғытыу
1014,fangen::V,תפס,тотоу
1015,packen::V,אחז,етеү
1016,packen::V,אחז,тотоп алыу
1017,verstecken::V,החביא,йәшереү
1018,teilen::V,חלק,бүлеү
1019,schicken::V,שלח,ебәреү
1020,bringen::V,הביא,килтереү
1021,hinzufügen::V,הוסיף,өтәү
1022,bekommen::V,תפס,алыу
1023,erhalten::V,קבל,алыу
1024,nehmen::V,אחז,алыу
1025,wählen::V,בחר,һайлаү
1026,auswählen::V,בחר ב,һайлап алыу
1027,bewahren::V,קים,һаҡлау
1028,behindern::V,מנע,тотҡарлыҡ яһау
1029,verderben::V,מנע,боҙоу
1030,beschädigen::V,הזיק,боҙоу
1031,zerbrechen::V,נשבר,ҡыйратыу
1032,zerreißen::V,קרע,йыртыу
1033,zerstören::V,הרס,емереү
1034,zerstören::V,השמיד,емереү
1035,verbrennen::V,שרף,үртәү
1036,geben::V,נתן,биреү
1037,reichen::V,העביר,биреү
1038,schenken::V,נתן במתנה,бүләк итеү
1039,versprechen::V,הבטיח,вәғәҙә биреү
1040,wünschen::V,אחל,теләу
1041,loben::V,שבח,маҡтау
1042,küssen::V,נשק,үбеү
1043,wiegen::V,נדנד,бәүетеү
1044,wiegen::V,נדנד,тирбәтеү
1045,zudecken::V,כסה,ҡаплау
1046,wecken::V,עורר,уятыу
1047,zeigen::V,הראה,күрһәтеү
1048,führen::V,הביא,етәкләү
1049,führen::V,הוביל,етәкләү
1050,lehren::V,למד,уҡытыу
1051,lehren::V,למד,өйрәтеү
1052,unterrichten::V,למד,уҡытыу
1053,aufziehen::V,רומם,тәрбиәле
1054,leiten::V,נהל,етәкләү
1055,leiten::V,נהל,етәкселек итеү
1056,antreiben::V,המרץ,ашыҡтырыу
1057,lassen::V,נתן,мәжбүр итеү
1058,einladen::V,הזמין,саҡырыу
1059,vereinigen::V,אחד,берләштереү
1060,vereinigen::V,לכד,берләштереү
1061,besuchen::V,בקר,килеп сығыу
1062,treffen::V,פגש,тойоү
1063,treffen::V,פגש,осратыу
1064,treffen::V,פגש,ҡаршылау
1065,sich versammeln::V,התאסף,йыйылыу
1066,spielen::V,שחק,тартыу
1067,singen::V,שר,йырлау
1068,tanzen::V,רקד,бейеү
1069,sich trennen::V,נפרד,айырылышыу
1070,verlassen::V,עזב,ташлау
1071,verlassen::V,עזב,ташлап китеү
1072,retten::V,הציל,ҡотҡарыу
1073,bewachen::V,שמר,һаҡлау
1074,schützen::V,אבטח,һаҡлау
1075,verteidigen::V,הגן,яҡлау
1076,sich schlagen::V,התכתש,һуғышыу
1077,schießen::V,ירה,атыу
1078,siegen::V,גבר,еңеү
1079,siegen::V,נצח,еңеү
1080,ärgern::V,עצבן,асыуландырыу
1081,schlagen::V,הכה,бәреү
1082,schlagen::V,הכה,туҡмау
1083,schlagen::V,הלקה,бәреү
1084,schlagen::V,הלקה,туҡмау
1085,treten::V,בעט,тибеү
1086,treten::V,בעט,типкеләү
1087,stechen::V,דקר,сәнсеү
1088,stoßen::V,דחק,этеү
1089,stoßen::V,דחק,төртөү
1090,stehlen::V,גנב,урлау
1091,stören::V,קטע,ҡамасаулау
1092,stören::V,הפריע,ҡамасаулау
1093,belästigen::V,הציק,бимазалау
1094,belästigen::V,הציק,ҡамасаулау
1095,belästigen::V,הטריד,бимазалау
1096,belästigen::V,הטריד,ҡамасаулау
1097,verbergen::V,הצניע,йәшереү
1098,täuschen::V,שגע,ултыртыу
1099,betrügen::V,הונה,алдау
1100,töten::V,הרג,үлтереү
1101,wohnen::V,גר,йәшәү
1102,arbeiten::V,עבד,эшләү
1103,sammeln::V,אסף,йыйыу
1104,pflücken::V,קטף,өҙөү
1105,jagen::V,צד,аулау
1106,fischen::V,דג,аулау
1107,fassen::V,תפס,тотоу
1108,hüten::V,רעה,көтөү
1109,treiben::V,הוציא,ҡыуыу
1110,anbinden::V,קשר,бәйләү
1111,füttern::V,הלעיט,ашатыу
1112,melken::V,חלב,һауыү
1113,hacken::V,קצץ,турау
1114,hacken::V,קצץ,тапау
1115,gießen::V,השקה,ҡойоу
1116,reifen::V,בשל,өлғөрөү
1117,zubereiten::V,הכין,бешереү
1118,kochen::V,בשל,бешереү
1119,backen::V,אפה,бешереү
1120,braten::V,צלה,ҡурыу
1121,braten::V,טגן,ҡурыу
1122,umrühren::V,ערבב,ҡатнаштырыу
1123,stricken::V,סרג,бәйләү
1124,nähen::V,תפר,тегеү
1125,färben::V,צבע,буяу
1126,reinigen::V,נקה,таҙартыу
1127,waschen::V,רחץ,йыуыу
1128,waschen::V,כבס,йыуыу
1129,abwischen::V,נגב,һөртөү
1130,spülen::V,שטף,сайҡау
1131,fegen::V,טאטא,һепереү
1132,kehren::V,טאטא,һепереү
1133,baden::V,טבל,һыу инеү
1134,baden::V,שחה,һыу инеү
1135,sich waschen::V,התרחץ,йыуыныу
1136,ausziehen::V,הוריד,сисеү
1137,anziehen::V,לבש,кейеү
1138,sich anziehen::V,התלבש,кейенеү
1139,kämmen::V,סרק,тарау
1140,schmücken::V,קשט,биҙәү
1141,sagen::V,אמר,әйтеү
1142,sprechen::V,דבר,әйтеү
1143,sprechen::V,דבר,һөйләшеү
1144,reden::V,דבר,һөйләшеү
1145,sich unterhalten::V,שוחח,әңгәмәләшеү
1146,fragen::V,שאל,һорау
1147,bitten::V,בקש,үтенеү
1148,erzählen::V,ספר,һөйләү
1149,mitteilen::V,מסר,әйтеү
1150,mitteilen::V,הודיע,әйтеү
1151,nennen::V,קרא בשם,атау
1152,nennen::V,קרא בשם,исемләү
1153,rufen::V,גיס,саҡырыу
1154,rufen::V,הזמין לבוא,саҡырыу
1155,prahlen::V,התרברב,маҡтаныу
1156,prahlen::V,התרברב,шапырыныу
1157,übersetzen::V,תרגם,тәржемә итеү
1158,denken::V,חשב,уйлау
1159,glauben::V,האמין,ышаныу
1160,bemerken::V,הבחין,күреү
1161,erkennen::V,זהה,таныу
1162,begreifen::V,קלט,аңлау
1163,begreifen::V,הבין,аңлау
1164,verstehen::V,הבין,аңлау
1165,lernen::V,למד,өйрәнеү
1166,wissen::V,ידע,белеү
1167,sich erinnern an::V,זכר,хәтергә алыу
1168,vergessen::V,שכח,онотоу
1169,messen::V,מדד,үлсәү
1170,zählen::V,ספר,һанау
1171,rechnen::V,חשב,һанау
1172,lesen::V,קרא,уҡыу
1173,malen::V,ציר,һүрәт яһау
1174,malen::V,ציר,рәсем төшөрөү
1175,zeichnen::V,שרטט,һүрәт яһау
1176,zeichnen::V,שרטט,рәсем төшөрөү
1177,schreiben::V,כתב,яҙыу
1178,besitzen::V,היה בעל של,биләү
1179,kaufen::V,קנה,һатып алыу
1180,kaufen::V,רכש,һатып алыу
1181,verkaufen::V,מכר,һатыу
1182,bezahlen::V,שלם,түләү
1183,zahlen::V,שלם,түләү
1184,beherrschen::V,שלט,биләү
1185,ertragen::V,סבל,түҙеү
