,Concept_ID,hr,os
376,Platz::N,mjesto,бууат
377,Ort::N,mjesto,ран
378,Ort::N,mjesto,бынат
379,Seite::N,bok,фахс
380,Seite::N,strana,фахс
381,Mitte::N,sredina,астӕу
382,Gegenstand::N,predmet,дзаума
383,Sache::N,posao,дзаума
384,Rand::N,rub,кӕрон
385,Rand::N,kraj,кӕрон
386,Kante::N,brid,фӕрск
387,Kante::N,ivica,фӕрск
388,Ecke::N,ugao,тигъ
389,Ecke::N,ugao,фисын
390,Spitze::N,vrh,бырынкъ
391,Spitze::N,šiljak,бырынкъ
392,Ende::N,konac,кӕрон
393,Loch::N,rupa,хуынкъ
394,Winkel::N,kut,къуым
395,Winkel::N,ugao,къуым
396,Muster::N,uzor,нывæфтыд
397,Muster::N,uzor,кæдзист
398,Größe::N,veličina,ас
399,Länge::N,duljina,дӕргъ
400,Höhe::N,visina,бæрзонд
401,Höhe::N,visina,бæрзæнд
402,Höhe::N,visina,бæрзонддзинад
403,Gewicht::N,težina,уӕз
404,Menge::N,mnoštvo,бӕрц
405,Menge::N,količina,бӕрц
406,Haufen::N,hrpa,кӕри
407,Haufen::N,gomila,кӕри
408,Reihe::N,red,рӕнхъ
409,Boot::N,čun,чема
410,Boot::N,čamac,чема
411,Ruder::N,veslo,къохар
412,Schlitten::N,saone,дзоныгъ
413,Ski::N,ski,къахдзоныгътæ
414,Ski::N,ski,лыжæтæ
415,Ski::N,smučka,къахдзоныгътæ
416,Ski::N,smučka,лыжæтæ
417,Lagerfeuer::N,logorska vatra,арт
418,Last::N,tovar,уаргъ
419,Gang::N,hod,цыд
420,Schritt::N,korak,санчъех
421,Schritt::N,korak,къахдзӕф
422,Norden::N,sjever,цæгат
423,Süden::N,jug,хуссар
424,Westen::N,zapad,ныгуылæн
425,Osten::N,istok,скæсæн
426,Holz::N,drvo,хъӕдӕрмӕг
427,Brett::N,daska,фæйнæг
428,Platte::N,ploča,къӕй
429,Stütze::N,potpora,быцæу
430,Stange::N,motka,хъил
431,Stock::N,štap,лӕдзӕг
432,Stock::N,palica,лӕдзӕг
433,Stab::N,štap,хъил
434,Stab::N,šipka,хъил
435,Rohr::N,cijev,хӕтӕл
436,Haus::N,kuća,хӕдзар
437,Heim::N,dom,къона
438,Ofen::N,peć,пец
439,Fußboden::N,pod,астӕрд
440,Tisch::N,stol,стъол
441,Tisch::N,trpeza,стъол
442,Stuhl::N,stolac,бандон
443,Stuhl::N,stolica,бандон
444,Wiege::N,kolijevka,авдæн
445,Bett::N,krevet,сынтӕг
446,Bett::N,postelja,сынтӕг
447,Regal::N,polica,тӕрхӕг
448,Regal::N,polica,уӕлвӕйнӕг
449,Kiste::N,sanduk,асыкк
450,Fenster::N,prozor,рудзынг
451,Fenster::N,prozor,фæрссаг
452,Tür::N,vrata,дуар
453,Tor::N,vrata,кулдуар
454,Tor::N,kapija,кулдуар
455,Zaun::N,plot,æмбонд
456,Zaun::N,plot,быру
457,Zaun::N,plot,гæрæн
458,Zaun::N,ograda,æмбонд
459,Zaun::N,ograda,быру
460,Zaun::N,ograda,гæрæн
461,Dach::N,krov,уӕлхӕдзар
462,Leiter::N,ljestve,асин
463,Leiter::N,ljestvice,асин
464,Besen::N,metla,уисой
465,Spaten::N,ašov,бел
466,Schaufel::N,lopata,æвгæнæн
467,Schaufel::N,lopata,кæфой
468,Gabel::N,viljuška,вилкæ
469,Löffel::N,žlica,уидыг
470,Messer::N,nož,кард
471,Nagel::N,čavao,зӕгӕл
472,Netz::N,mreža,хыз
473,Haken::N,kuka,хæдз
474,Haken::N,kuka,хæбырæгъ
475,Griff::N,držak,фистон
476,Griff::N,ručica,фистон
477,Schloss::N,brava,гуыдыр
478,Bild::N,slika,ныв
479,Figur::N,figura,кæрдгæныв
480,Puppe::N,lutka,чындз
481,Beutel::N,kesa,дзӕкъул
482,Bündel::N,snop,баст
483,Bündel::N,svežanj,баст
484,Tasche::N,torba,хызын
485,Tasche::N,torba,дзæкъул
486,Tasche::N,taška,хызын
487,Tasche::N,taška,дзæкъул
488,Eimer::N,kabao,къæрта
489,Eimer::N,kabao,чъыбыла
490,Eimer::N,kabao,ведра
491,Deckel::N,poklopac,сæр
492,Deckel::N,poklopac,æмбæрзæн
493,Geschirr::N,suđe,мигæнæн
494,Geschirr::N,suđe,мигæнæнтæ
495,Geschirr::N,posuđe,мигæнæн
496,Geschirr::N,posuđe,мигæнæнтæ
497,Sack::N,džak,голлаг
498,Sack::N,vreća,голлаг
499,Tasse::N,šalica,пиала
500,Tasse::N,šalica,къус
501,Topf::N,lonac,аг
502,Topf::N,lonac,чысыл аг
503,Kessel::N,kazan,аг
504,Essen::N,obrok,хӕрд
505,Nahrung::N,hrana,хойраг
506,Speise::N,jelo,хӕринаг
507,Fleisch::N,meso,дзидза
508,Fleisch::N,meso,фыдызгъӕл
509,Getreide::N,žito,халсар
510,Getreide::N,žitarice,халсар
511,Brei::N,kaša,кас
512,Brot::N,kruh,дзул
513,Scheibe::N,kriška,къӕбӕр
514,Fett::N,mast,сой
515,Fett::N,salo,сой
516,Butter::N,buter,нӕлхӕ
517,Butter::N,maslac,нӕлхӕ
518,Öl::N,ulje,зети
519,Salz::N,sol,цӕхх
520,Suppe::N,supa,бас
521,Honig::N,med,мыд
522,Milch::N,mlijeko,ӕхсыр
523,Tee::N,čaj,цай
524,Leder::N,koža,мæскуы
525,Wolle::N,vuna,фӕсмын
526,Stoff::N,štof,хъуымац
527,Stoff::N,tkanina,хъуымац
528,Nadel::N,igla,судзин
529,Faden::N,nit,ӕндах
530,Faden::N,konac,ӕндах
531,Knopf::N,dugme,цӕппӕр
532,Knoten::N,čvor,ӕлхынцъ
533,Knoten::N,uzao,ӕлхынцъ
534,Farbe::N,farba,ахорæн
535,Kleidung::N,odjeća,дарӕс
536,Hemd::N,košulja,хӕдон
537,Kragen::N,ovratnik,æфцæггот
538,Ärmel::N,rukav,дыс
539,Hose::N,hlače,хæлаф
540,Hose::N,hlače,æддаг хæлаф
541,Hose::N,hlače,салбар
542,Gürtel::N,pas,рон
543,Gürtel::N,pojas,рон
544,Mütze::N,kapa,худ
545,Schuh::N,cipela,басмахъ
546,Stiefel::N,čizma,цырыхъхъ
547,Ring::N,prsten,къухдарӕн
548,Band::N,vrpca,лент
549,Kamm::N,češalj,сӕрвасӕн
550,Spiegel::N,zrcalo,айдæн
551,Spiegel::N,zrcalo,кæсæн
552,Spiegel::N,ogledalo,айдæн
553,Spiegel::N,ogledalo,кæсæн
554,Riemen::N,kaiš,гӕрз
555,Riemen::N,remen,гӕрз
556,Schnur::N,vrpca,бӕндӕн
557,Leine::N,uzica,
558,Decke::N,ćebe,хъӕццул
559,Decke::N,pokrivač,хъӕццул
560,Kissen::N,jastuk,баз
561,Tuch::N,rubac,кæлмæрзæн
562,Tuch::N,rubac,кæрдæн
563,Tuch::N,marama,кæлмæрзæн
564,Tuch::N,marama,кæрдæн
565,Handtuch::N,ručnik,хисæрфæн
566,Kraft::N,snaga,тых
567,Kraft::N,snaga,хъомыс
568,Stärke::N,jakost,тых
569,Stärke::N,jakost,æхсар
570,Gesundheit::N,zdravlje,æнæниздзинад
571,Krankheit::N,bolest,низ
572,Krankheit::N,bolest,рын
573,Schmerz::N,bol,рис
574,Wunde::N,rana,цӕф
575,Fieber::N,groznica,ризӕг
576,Fieber::N,groznica,тӕфсӕг
577,Arznei::N,lijek,хос
578,Brücke::N,most,хид
579,Brücke::N,ćuprija,хид
580,Brunnen::N,bunar,цъай
581,Brunnen::N,zdenac,цъай
582,Weide::N,paša,хизæн
583,Weide::N,paša,хизæнуат
584,Weide::N,paša,сæрвæт
585,Weide::N,pašnjak,хизæн
586,Weide::N,pašnjak,хизæнуат
587,Weide::N,pašnjak,сæрвæт
588,Pfad::N,staza,къахвæндаг
589,Pfad::N,staza,къахвæд
590,Weg::N,put,фӕндаг
591,Straße::N,drum,фӕндаг
592,Straße::N,cesta,фӕндаг
593,Dorf::N,selo,хъӕу
594,Stadt::N,grad,сахар
595,Stadt::N,varoš,сахар
596,Brief::N,list,фыстӕг
597,Brief::N,pismo,фыстӕг
598,Buch::N,knjiga,чиныг
599,Buchstabe::N,slovo,дамгъӕ
600,Zeitung::N,novine,газет
601,Leben::N,život,цард
602,Leben::N,život,цӕрӕнбон
603,Tod::N,smrt,мæлæт
604,Tod::N,smrt,адзал
605,Grab::N,raka,ингӕн
606,Kirche::N,crkva,аргъуан
607,Sünde::N,grijeh,тæригъæд
608,Gott::N,bog,хуыцау
609,Arbeiter::N,radnik,кусæг
610,Chef::N,šef,ӕмцег
611,Meister::N,majstor,мастер
612,Meister::N,majstor,дæсны
613,Arzt::N,liječnik,хосгæнæг
614,Arzt::N,liječnik,дохтыр
615,Lehrer::N,učitelj,ахуыргæнæг
616,Geld::N,novac,ӕхца
617,Geschäft::N,posao,бизнес
618,Geschäft::N,posao,хъуыддаг
619,Geschäft::N,trgovina,бизнес
620,Geschäft::N,trgovina,хъуыддаг
621,Laden::N,dućan,дукани
622,Preis::N,cijena,аргъ
623,Ware::N,roba,базайраг
624,Nutzen::N,korist,пайда
625,Reichtum::N,bogatstvo,хъæздыгдзинад
626,Reichtum::N,bogatstvo,исбон
627,Reichtum::N,bogatstvo,мулк
628,Welt::N,svijet,дуне
629,Land::N,zemlja,бӕстӕ
630,Staat::N,država,паддзахад
631,König::N,kralj,къарол
632,Macht::N,moć,хицаудзинад
633,Macht::N,vlast,хицаудзинад
634,Grenze::N,granica,арӕн
635,Krieg::N,rat,хӕст
636,Feind::N,neprijatelj,знаг
637,Feind::N,neprijatelj,фыдгул
638,Feind::N,neprijatelj,фыдзæрдæ
639,Feind::N,neprijatelj,сон
640,Gewalt::N,sila,тыхми
641,Gewalt::N,sila,тыхдзинад
642,Gewalt::N,nasilje,тыхми
643,Gewalt::N,nasilje,тыхдзинад
644,Kampf::N,boj,хæст
645,Kampf::N,boj,хъæбысæйхæст
646,Kampf::N,boj,тох
647,Kampf::N,borba,хæст
648,Kampf::N,borba,хъæбысæйхæст
649,Kampf::N,borba,тох
650,Bogen[Waffe]::N,luk,ӕрдын
651,Pfeil::N,strijela,фат
652,Gewehr::N,puška,топп
653,Fehler::N,pogreška,рӕдыд
654,Fehler::N,griješka,рӕдыд
655,Lüge::N,laž,мӕнг
656,Lüge::N,laž,гӕдыдзинад
657,Schaden::N,šteta,зиан
658,Unglück::N,nesreća,бæллæх
659,Schuld::N,krivnja,азым
660,Alter::N,dob,кар
661,Schluss::N,kraj,кæрон
662,Schluss::N,konac,кæрон
663,Zeit::N,doba,рӕстӕг
664,Zeit::N,vrijeme,рӕстӕг
665,Tag::N,dan,бон
666,Morgen::N,jutro,райсом
667,Mittag::N,podne,æмбисбон
668,Abend::N,veče,изӕр
669,Abend::N,večer,изӕр
670,Nacht::N,noć,ӕхсӕв
671,Woche::N,sedmica,къуыри
672,Monat::N,mjesec,мӕй
673,Jahr::N,godina,аз
674,Jahr::N,godina,афӕдз
675,Frühling::N,proljeće,уалдзæг
676,Sommer::N,ljeto,сӕрд
677,Herbst::N,jesen,фæззæг
678,Winter::N,zima,зымӕг
679,Januar::N,januar,январь
680,Januar::N,siječanj,январь
681,Februar::N,veljača,февраль
682,Februar::N,februar,февраль
683,März::N,mart,мартъи
684,März::N,ožujak,мартъи
685,April::N,april,апрель
686,April::N,travanj,апрель
687,Mai::N,maj,май
688,Mai::N,svibanj,май
689,Juni::N,juni,июнь
690,Juni::N,lipanj,июнь
691,Juli::N,juli,июль
692,Juli::N,srpanj,июль
693,August::N,august,август
694,August::N,kolovoz,август
695,September::N,rujan,сентябрь
696,September::N,septembar,сентябрь
697,Oktober::N,oktobar,октябрь
698,Oktober::N,listopad,октябрь
699,November::N,studeni,ноябрь
700,November::N,novembar,ноябрь
701,Dezember::N,prosinac,декабрь
702,Montag::N,ponedjeljak,къуырисæр
703,Montag::N,ponedjeljnik,къуырисæр
704,Dienstag::N,utorak,дыццæг
705,Dienstag::N,utornik,дыццæг
706,Mittwoch::N,srijeda,æртыццæг
707,Donnerstag::N,četvrtak,цыппæрæм
708,Freitag::N,petak,майрæмбон
709,Samstag::N,subota,сабат
710,Sonntag::N,nedjelja,хуыцаубон
711,groß::A,velik,дынджыр
712,klein::A,mali,гыццыл
713,klein::A,malen,гыццыл
714,lang::A,dug,даргъ
715,lang::A,dugačak,даргъ
716,kurz::A,kratak,цыбыр
717,breit::A,širok,фӕтӕн
718,schmal::A,uski,нарӕг
719,schmal::A,uski,уынгӕг
720,schmal::A,uzak,нарӕг
721,schmal::A,uzak,уынгӕг
722,dicht::A,gust,бæзджын
723,dicht::A,gust,тар
724,dick[Gegenstand]::A,debeo,сӕвджын
725,dünn::A,tanak,тæнæг
726,fein::A,fin,лыстӕг
727,fein::A,tanak,лыстӕг
728,fest::A,čvrst,фидар
729,fest::A,čvrst,хъӕддых
730,flach::A,ravan,тъӕпӕн
731,flach::A,plosnat,тъӕпӕн
732,glatt::A,gladak,лӕгъз
733,hart::A,tvrd,хъӕбӕр
734,weich::A,mek,фӕлмӕн
735,weich::A,mekan,фӕлмӕн
736,rund::A,okrugao,тымбыл
737,spitz::A,oštar,цыргъбырынкъ
738,spitz::A,oštar,цыргъфындз
739,spitz::A,šiljast,цыргъбырынкъ
740,spitz::A,šiljast,цыргъфындз
741,scharf::A,oštar,цыргъ
742,scharf::A,bridak,цыргъ
743,stumpf::A,tup,къуымых
744,schwer::A,težak,уӕззау
745,schön::A,krasan,аив
746,schön::A,krasan,рӕсугъд
747,heiß::A,vruć,тӕвд
748,warm::A,topao,хъарм
749,kalt::A,hladan,уазал
750,kühl::A,hladan,сатæг
751,kühl::A,hladan,уазалгомау
752,frisch::A,svjež,сатæг
753,feucht::A,vlažan,уымӕл
754,nass::A,mokar,хуылыдз
755,trocken::A,suh,хус
756,voll::A,pun,дзаг
757,voll::A,pun,йедзаг 
758,leer::A,prazan,афтид
759,offen::A,otvoren,гом
760,geschlossen::A,zatvoren,æхгæд
